
OPTIMIZING ON FOLD NUMBER 2
Number of workers = 80

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5775
Features active in total: 5775
Computing active features for outcome survival
Features selected for this outcome: 2984
Features active in total: 5850
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET_OS
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 45
ccRCC: 323
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 138
censored 1: 254
deceased 0: 69
deceased 1: 68
Strata from each outcome has been integrated.
Counts:
ChRCC censored 0: 7
ChRCC censored 1: 37
ChRCC deceased 0: 5
ChRCC deceased 1: 5
PRCC T1 censored 0: 53
PRCC T1 censored 1: 43
PRCC T1 deceased 1: 7
PRCC T2 censored 0: 18
PRCC T2 censored 1: 18
PRCC T2 deceased 0: 7
PRCC T2 deceased 1 + PRCC T1 deceased 0: 6
ccRCC censored 0: 60
ccRCC censored 1: 156
ccRCC deceased 0: 53
ccRCC deceased 1: 54

RUNNING GENETIC ALGORITHM
Generations completed = 48
Generations completed = 100
Generations completed = 151
Generations completed = 201
Generations completed = 250
Generations completed = 301
Generations completed = 353
Generations completed = 402
Generations completed = 453
   	     	         	        	                 root leanness                  	       survival SKSurv Cox model concordance index       	            type naive Bayes balanced accuracy           	                 root separation                 
   	     	         	        	------------------------------------------------	---------------------------------------------------------	---------------------------------------------------------	-------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max	std     	min     	avg     	max     	std             	min     	avg     	max     	std      	min	avg     	max     	std      
0  	500  	382      	382     	0.140028	0.248048	1  	0.144491	0.49684 	0.734849	0.807446	0.0513148       	0.249212	0.80431 	0.93175 	0.146409 	0  	0.55938 	0.625928	0.0729   
1  	505  	592      	604     	0.138675	0.265128	1  	0.138711	0.4855  	0.737835	0.807446	0.0506119       	0.25    	0.799869	0.93175 	0.144232 	0  	0.564552	0.628742	0.0560586
2  	500  	661      	844     	0.138675	0.278006	1  	0.143009	0.4855  	0.742723	0.807446	0.0495981       	0.25    	0.796678	0.93175 	0.143483 	0  	0.56507 	0.628742	0.0564319
3  	500  	671      	1052    	0.137361	0.273594	1  	0.133806	0.4855  	0.74564 	0.807446	0.0484662       	0.25    	0.809081	0.93175 	0.128897 	0  	0.571939	0.628742	0.0516008
4  	500  	718      	1267    	0.137361	0.278868	1  	0.138304	0.455275	0.745546	0.807446	0.0497784       	0.25    	0.810166	0.932495	0.127775 	0  	0.573819	0.628742	0.0510725
5  	500  	708      	1466    	0.13484 	0.288748	1  	0.141604	0.455275	0.742736	0.807446	0.0511074       	0.25    	0.805242	0.936806	0.133224 	0  	0.574529	0.628742	0.052829 
6  	500  	723      	1656    	0.13484 	0.297352	1  	0.137906	0.455275	0.743889	0.808181	0.0479169       	0.25    	0.801669	0.936806	0.130515 	0  	0.574338	0.628742	0.0528516
7  	500  	723      	1842    	0.13484 	0.295759	1  	0.128192	0.455275	0.745082	0.809031	0.0473121       	0.25    	0.807619	0.936806	0.120039 	0  	0.576028	0.628742	0.0517691
8  	500  	768      	2034    	0.130189	0.297913	1  	0.132481	0.455275	0.744303	0.809031	0.0485987       	0.25    	0.809203	0.936806	0.124661 	0  	0.577818	0.628742	0.0528339
9  	500  	775      	2205    	0.130189	0.308379	1  	0.136436	0.5     	0.742925	0.809031	0.0495615       	0.25    	0.804226	0.937443	0.126454 	0  	0.577122	0.629678	0.0521271
