
OPTIMIZING ON FOLD NUMBER 0
Number of workers = 80

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5786
Features active in total: 5786
Computing active features for outcome survival
Features selected for this outcome: 2854
Features active in total: 5860
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET_OS
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 53
PRCC T1: 106
PRCC T2: 46
ccRCC: 323
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 136
censored 1: 256
deceased 0: 68
deceased 1: 68
Strata from each outcome has been integrated.
Counts:
ChRCC censored 0: 6
ChRCC censored 1: 37
ChRCC deceased 0: 5
ChRCC deceased 1: 5
PRCC T1 censored 0: 52
PRCC T1 censored 1: 44
PRCC T1 deceased 0: 4
PRCC T1 deceased 1: 6
PRCC T2 censored 0: 18
PRCC T2 censored 1: 18
PRCC T2 deceased 0: 7
PRCC T2 deceased 1: 3
ccRCC censored 0: 60
ccRCC censored 1: 157
ccRCC deceased 0: 52
ccRCC deceased 1: 54

RUNNING GENETIC ALGORITHM
Generations completed = 56
Generations completed = 115
Generations completed = 172
Generations completed = 226
Generations completed = 278
Generations completed = 329
Generations completed = 380
Generations completed = 428
Generations completed = 475
   	     	         	        	                 root leanness                  	   survival SKSurv Cox model concordance index   	            type naive Bayes balanced accuracy           	                 root separation                 
   	     	         	        	------------------------------------------------	-------------------------------------------------	---------------------------------------------------------	-------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max	std     	min    	avg     	max     	std              	min     	avg     	max     	std      	min	avg     	max     	std      
0  	500  	490      	490     	0.140028	0.25851 	1  	0.170084	0.46494	0.688202	0.785434	0.058352         	0.248452	0.783795	0.903951	0.137873 	0  	0.560615	0.621979	0.101965 
1  	513  	715      	722     	0.117851	0.258225	1  	0.128195	0.49419	0.700483	0.789151	0.0522568        	0.248452	0.798148	0.912667	0.11041  	0  	0.578224	0.625696	0.0451054
2  	500  	735      	919     	0.117851	0.273617	1  	0.139577	0.49419	0.699931	0.794924	0.0566416        	0.248452	0.792701	0.912667	0.120768 	0  	0.577735	0.625696	0.0492565
3  	500  	765      	1125    	0.117851	0.278678	1  	0.140617	0.49419	0.707612	0.794924	0.055939         	0.248452	0.793483	0.912667	0.12066  	0  	0.578759	0.625696	0.0491601
4  	500  	800      	1336    	0.117851	0.285189	1  	0.135792	0.49419	0.708956	0.796386	0.0525167        	0.25    	0.795507	0.915743	0.113021 	0  	0.580921	0.625696	0.0446881
5  	500  	842      	1538    	0.117851	0.292917	1  	0.133458	0.49419	0.709079	0.796386	0.0514695        	0.25    	0.79505 	0.915799	0.109841 	0  	0.581539	0.625696	0.0433854
6  	500  	838      	1732    	0.117851	0.298997	1  	0.135039	0.49419	0.711767	0.796386	0.0519729        	0.25    	0.795552	0.915799	0.10881  	0  	0.581956	0.625696	0.0437614
7  	500  	829      	1930    	0.116248	0.309727	1  	0.141771	0.49419	0.709817	0.796386	0.0540748        	0.25    	0.79026 	0.920384	0.115088 	0  	0.580341	0.625696	0.0453638
8  	500  	831      	2080    	0.116248	0.313405	1  	0.143923	0.5    	0.708916	0.796386	0.0545859        	0.25    	0.792271	0.920384	0.117413 	0  	0.582134	0.627885	0.0472028
9  	500  	841      	2253    	0.116248	0.314588	1  	0.14425 	0.5    	0.707708	0.796386	0.0550914        	0.25    	0.795013	0.920384	0.118336 	0  	0.58391 	0.627885	0.0479556
10 	500  	846      	2401    	0.116248	0.308712	1  	0.144111	0.5    	0.708373	0.799389	0.0576463        	0.25    	0.801868	0.920384	0.11547  	0  	0.586456	0.628905	0.0479356
11 	500  	860      	2550    	0.118678	0.308256	1  	0.143094	0.5    	0.712307	0.799389	0.0570317        	0.25    	0.805048	0.920384	0.112068 	0  	0.586749	0.628905	0.0473071
12 	500  	884      	2692    	0.118678	0.300864	1  	0.141646	0.5    	0.717822	0.799389	0.0545658        	0.25    	0.811217	0.930407	0.110522 	0  	0.589843	0.628905	0.0465139
13 	500  	870      	2821    	0.118678	0.298201	1  	0.145667	0.5    	0.724196	0.799389	0.054332         	0.25    	0.812932	0.930407	0.112721 	0  	0.591206	0.628905	0.0463537
14 	500  	847      	2942    	0.118678	0.29782 	1  	0.145966	0.5    	0.725257	0.799389	0.053994         	0.25    	0.815765	0.930407	0.107885 	0  	0.59272 	0.629031	0.0443793
15 	500  	834      	3051    	0.121268	0.299248	1  	0.146   	0.5    	0.726819	0.799389	0.0524866        	0.25    	0.816022	0.930443	0.108114 	0  	0.593905	0.629031	0.0446272
16 	500  	850      	3153    	0.120386	0.305676	1  	0.147572	0.5    	0.72667 	0.810416	0.0532463        	0.25    	0.815501	0.930443	0.111445 	0  	0.593834	0.630197	0.0452962
17 	500  	858      	3262    	0.120386	0.304993	1  	0.147798	0.5    	0.7283  	0.810416	0.053873         	0.25    	0.817886	0.931217	0.111351 	0  	0.593977	0.630197	0.045146 
18 	500  	867      	3357    	0.124035	0.305301	1  	0.147842	0.5    	0.728932	0.810416	0.0542001        	0.25    	0.821521	0.931217	0.108562 	0  	0.595328	0.630197	0.0445183
19 	500  	860      	3455    	0.124035	0.301427	1  	0.148422	0.5    	0.730196	0.810416	0.0543605        	0.25    	0.82525 	0.931217	0.108177 	0  	0.597662	0.630197	0.0444652
20 	500  	882      	3550    	0.124035	0.311215	1  	0.146029	0.5    	0.728272	0.810416	0.0535251        	0.25    	0.821791	0.931991	0.106659 	0  	0.597741	0.630197	0.0442846
21 	500  	862      	3639    	0.124035	0.310728	1  	0.148855	0.5    	0.727725	0.810416	0.0541093        	0.25    	0.823878	0.931991	0.107307 	0  	0.599143	0.630197	0.0443759
22 	500  	869      	3709    	0.124035	0.309568	1  	0.146604	0.5    	0.729714	0.810416	0.0529176        	0.25    	0.826269	0.931991	0.106119 	0  	0.599961	0.630197	0.0442814
23 	500  	849      	3797    	0.132453	0.316815	1  	0.147179	0.5    	0.731402	0.810416	0.0542391        	0.25    	0.821962	0.931991	0.106858 	0  	0.599694	0.632148	0.0447662
24 	500  	880      	3879    	0.132453	0.328429	1  	0.145492	0.5    	0.728007	0.811683	0.0545703        	0.25    	0.817519	0.931991	0.107124 	0  	0.598616	0.632148	0.0449237
25 	500  	869      	3969    	0.132453	0.336194	1  	0.145874	0.5    	0.726352	0.813008	0.0557539        	0.25    	0.817065	0.931991	0.107031 	0  	0.599059	0.632148	0.0449059
26 	500  	886      	4052    	0.137361	0.336212	1  	0.14753 	0.5    	0.72689 	0.823134	0.0572311        	0.25    	0.817016	0.931991	0.107918 	0  	0.599711	0.632148	0.0452149
27 	500  	896      	4123    	0.137361	0.332326	1  	0.149253	0.5    	0.728463	0.823134	0.0573946        	0.25    	0.820023	0.937482	0.108672 	0  	0.601081	0.632148	0.0454348
28 	500  	873      	4194    	0.124035	0.330399	1  	0.147744	0.5    	0.730871	0.823134	0.0575436        	0.25    	0.821471	0.937482	0.108192 	0  	0.602284	0.632148	0.0451745
29 	500  	880      	4263    	0.124035	0.323611	1  	0.145718	0.5    	0.731641	0.823134	0.0568676        	0.25    	0.827224	0.937482	0.105798 	0  	0.604691	0.632148	0.0446829
30 	500  	891      	4314    	0.124035	0.31612 	1  	0.144448	0.5    	0.735082	0.823134	0.0572427        	0.25    	0.830946	0.937482	0.102211 	0  	0.605451	0.632148	0.0439704
31 	500  	895      	4376    	0.124035	0.303613	1  	0.138446	0.5    	0.737481	0.823134	0.0550576        	0.25    	0.841662	0.937482	0.0926972	0  	0.60889 	0.632148	0.0416469
32 	500  	900      	4441    	0.124035	0.305201	1  	0.137339	0.5    	0.737524	0.823134	0.0540844        	0.25    	0.842174	0.937482	0.0932193	0  	0.608566	0.632148	0.0417446
33 	500  	877      	4498    	0.125   	0.300002	1  	0.129656	0.5    	0.73922 	0.823134	0.0515821        	0.25    	0.847629	0.937482	0.0865075	0  	0.610766	0.632148	0.0400496
34 	500  	912      	4555    	0.142857	0.301092	1  	0.130626	0.5    	0.741106	0.823134	0.051556         	0.25    	0.846705	0.937482	0.0867035	0  	0.610809	0.632148	0.0402134
35 	500  	904      	4608    	0.142857	0.302771	1  	0.131109	0.5    	0.740101	0.826085	0.0517447        	0.25    	0.846444	0.937482	0.0870443	0  	0.610885	0.632148	0.040319 
36 	500  	898      	4652    	0.142857	0.302867	1  	0.132222	0.5    	0.740841	0.829725	0.0520995        	0.25    	0.84624 	0.940615	0.089483 	0  	0.610721	0.632148	0.0416363
37 	500  	890      	4699    	0.142857	0.305138	1  	0.133072	0.5    	0.740005	0.829725	0.0526426        	0.25    	0.844826	0.940615	0.089927 	0  	0.611035	0.632148	0.0417434
38 	500  	895      	4744    	0.144338	0.309737	1  	0.131602	0.5    	0.740557	0.829725	0.0533682        	0.25    	0.843442	0.940615	0.0894604	0  	0.610741	0.633094	0.0417347
39 	500  	888      	4784    	0.145865	0.312145	1  	0.132345	0.5    	0.739105	0.829725	0.0538162        	0.25    	0.841864	0.940615	0.0902846	0  	0.610466	0.633094	0.0418695
40 	500  	939      	4830    	0.13484 	0.315533	1  	0.132156	0.5    	0.736786	0.829725	0.053995         	0.25    	0.842453	0.940615	0.0911716	0  	0.610557	0.633094	0.0420761
41 	500  	895      	4869    	0.13484 	0.320131	1  	0.131672	0.5    	0.73607 	0.829725	0.0542683        	0.25    	0.841254	0.940615	0.092377 	0  	0.609851	0.633094	0.0426096
42 	500  	880      	4907    	0.13484 	0.316629	1  	0.130381	0.5    	0.73805 	0.829725	0.0535459        	0.25    	0.84159 	0.940615	0.0922757	0  	0.609941	0.633094	0.0426474
43 	500  	897      	4955    	0.13484 	0.318443	1  	0.130326	0.5    	0.738851	0.829725	0.0537362        	0.25    	0.840501	0.940615	0.0921193	0  	0.609885	0.633094	0.042625 
44 	500  	937      	4996    	0.13484 	0.321907	1  	0.129382	0.5    	0.738549	0.829725	0.0539721        	0.25    	0.83893 	0.940615	0.0921211	0  	0.609468	0.633094	0.0426411
45 	500  	937      	5035    	0.138675	0.327001	1  	0.129094	0.5    	0.736079	0.829725	0.0553377        	0.25    	0.836109	0.940615	0.092447 	0  	0.608704	0.633094	0.0431942
46 	500  	899      	5078    	0.138675	0.325406	1  	0.12994 	0.5    	0.735899	0.829725	0.0571564        	0.25    	0.836158	0.941389	0.0924213	0  	0.609261	0.633094	0.0430605
47 	500  	922      	5121    	0.137361	0.322636	1  	0.13046 	0.5    	0.735992	0.829725	0.0580924        	0.25    	0.838261	0.941389	0.0924186	0  	0.609643	0.633094	0.0431275
48 	500  	883      	5154    	0.137361	0.323487	1  	0.13062 	0.5    	0.737992	0.829725	0.0576388        	0.25    	0.83671 	0.941389	0.0923342	0  	0.609285	0.633094	0.0432362
49 	500  	925      	5189    	0.137361	0.323795	1  	0.130741	0.5    	0.737754	0.829725	0.0577381        	0.25    	0.83695 	0.942163	0.0928266	0  	0.609233	0.633094	0.0433417
50 	500  	913      	5214    	0.137361	0.32417 	1  	0.131544	0.5    	0.738614	0.829725	0.0578877        	0.25    	0.836036	0.942163	0.0926282	0  	0.609109	0.633094	0.0428361
51 	500  	869      	5230    	0.137361	0.325347	1  	0.130968	0.5    	0.739602	0.829725	0.0573986        	0.25    	0.835652	0.942163	0.0924156	0  	0.608889	0.633094	0.0427879
52 	500  	898      	5260    	0.137361	0.326527	1  	0.131038	0.5    	0.740096	0.829725	0.057111         	0.25    	0.834739	0.942163	0.0922319	0  	0.608827	0.633094	0.0427863
53 	500  	904      	5279    	0.137361	0.325854	1  	0.128581	0.5    	0.741079	0.830168	0.0563038        	0.25    	0.835141	0.942163	0.09182  	0  	0.608955	0.633094	0.0427867
54 	500  	886      	5301    	0.137361	0.328955	1  	0.129285	0.5    	0.740318	0.830168	0.0566167        	0.25    	0.833195	0.943804	0.0950756	0  	0.607964	0.633094	0.0443265
55 	500  	874      	5322    	0.138675	0.329541	1  	0.129867	0.5    	0.740682	0.829566	0.0569629        	0.25    	0.831746	0.943804	0.0953091	0  	0.607532	0.633094	0.044546 
56 	500  	904      	5341    	0.141421	0.33008 	1  	0.129808	0.5    	0.740609	0.829566	0.0565141        	0.25    	0.831609	0.943804	0.0954526	0  	0.60755 	0.634094	0.0445945
57 	500  	888      	5361    	0.141421	0.330621	1  	0.130179	0.5    	0.740378	0.829566	0.0570986        	0.25    	0.831787	0.943804	0.0956085	0  	0.607429	0.633094	0.0445465
58 	500  	875      	5374    	0.140028	0.332013	1  	0.131278	0.5    	0.740338	0.830149	0.057903         	0.25    	0.832171	0.943804	0.0960742	0  	0.607189	0.633094	0.0444566
59 	500  	870      	5390    	0.140028	0.334356	1  	0.130458	0.5    	0.739798	0.830149	0.0577086        	0.25    	0.831717	0.943804	0.0959342	0  	0.606901	0.633094	0.0444113
60 	500  	877      	5406    	0.140028	0.336014	1  	0.130032	0.5    	0.738973	0.830149	0.0582166        	0.25    	0.831351	0.943804	0.0959048	0  	0.60696 	0.633094	0.0444157
61 	500  	863      	5423    	0.140028	0.335657	1  	0.12962 	0.5    	0.739251	0.830149	0.058426         	0.25    	0.831006	0.943804	0.0950603	0  	0.607062	0.633094	0.0443123
62 	500  	861      	5445    	0.142857	0.337076	1  	0.129524	0.5    	0.737817	0.830149	0.059092         	0.25    	0.831326	0.943804	0.0950069	0  	0.607618	0.633094	0.0441876
63 	500  	870      	5467    	0.142857	0.336558	1  	0.129293	0.5    	0.736478	0.830149	0.0593623        	0.25    	0.832427	0.943804	0.0954954	0  	0.607466	0.633094	0.0442165
64 	500  	888      	5478    	0.142857	0.336623	1  	0.127536	0.5    	0.736492	0.830149	0.0591636        	0.25    	0.832779	0.943804	0.0955046	0  	0.607259	0.633094	0.0442647
65 	500  	899      	5496    	0.142857	0.336841	1  	0.127466	0.5    	0.734917	0.830149	0.0600613        	0.25    	0.83386 	0.943804	0.0957219	0  	0.607164	0.633094	0.0442717
66 	500  	866      	5511    	0.142857	0.335126	1  	0.127856	0.5    	0.734871	0.830149	0.0597153        	0.25    	0.834938	0.943804	0.0950991	0  	0.607227	0.633094	0.0442732
67 	500  	867      	5523    	0.142857	0.334523	1  	0.125658	0.5    	0.735132	0.830149	0.0591679        	0.25    	0.836155	0.943804	0.0922954	0  	0.608005	0.633094	0.0435092
68 	500  	884      	5543    	0.147442	0.335627	1  	0.125148	0.5    	0.734704	0.833913	0.0595369        	0.25    	0.835366	0.943804	0.0929598	0  	0.607493	0.633094	0.0436237
69 	500  	882      	5560    	0.147442	0.33425 	1  	0.125531	0.5    	0.735054	0.833913	0.0593943        	0.25    	0.836311	0.943804	0.0931602	0  	0.607455	0.633094	0.0437721
70 	500  	898      	5577    	0.147442	0.335653	1  	0.124686	0.5    	0.735093	0.833913	0.0598091        	0.25    	0.83591 	0.943804	0.0929614	0  	0.607307	0.633094	0.0437241
71 	500  	904      	5589    	0.147442	0.335867	1  	0.125223	0.5    	0.734773	0.833913	0.0604873        	0.25    	0.836144	0.943804	0.0927168	0  	0.607463	0.633094	0.0436824
72 	500  	893      	5601    	0.147442	0.336058	1  	0.124766	0.5    	0.734479	0.833913	0.060904         	0.25    	0.836863	0.943804	0.0927646	0  	0.607358	0.633094	0.043709 
