
OPTIMIZING FINAL MODEL ON WHOLE DATASET

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5837
Features active in total: 5837
Computing active features for outcome survival
Features selected for this outcome: 3421
Features active in total: 5902
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET_OS
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 80
PRCC T1: 160
PRCC T2: 68
ccRCC: 485
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 206
censored 1: 382
deceased 0: 103
deceased 1: 102
Strata from each outcome has been integrated.
Counts:
ChRCC censored 0: 10
ChRCC censored 1: 55
ChRCC deceased 0: 7
ChRCC deceased 1: 8
PRCC T1 censored 0: 79
PRCC T1 censored 1: 65
PRCC T1 deceased 0: 7
PRCC T1 deceased 1: 9
PRCC T2 censored 0: 27
PRCC T2 censored 1: 27
PRCC T2 deceased 0: 10
PRCC T2 deceased 1: 4
ccRCC censored 0: 90
ccRCC censored 1: 235
ccRCC deceased 0: 79
ccRCC deceased 1: 81

RUNNING GENETIC ALGORITHM
Generations completed = 51
Generations completed = 103
Generations completed = 152
Generations completed = 202
Generations completed = 252
Generations completed = 302
Generations completed = 354
Generations completed = 406
Generations completed = 457
   	     	         	        	                 root leanness                  	       survival SKSurv Cox model concordance index       	            type naive Bayes balanced accuracy           	                 root separation                 
   	     	         	        	------------------------------------------------	---------------------------------------------------------	---------------------------------------------------------	-------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max	std     	min     	avg     	max     	std             	min     	avg     	max     	std      	min	avg     	max     	std      
0  	500  	640      	640     	0.140028	0.228802	1  	0.113808	0.5     	0.706011	0.786981	0.0440852       	0.25    	0.795859	0.896632	0.106242 	0  	0.567885	0.612649	0.0568293
1  	502  	850      	867     	0.130189	0.25075 	1  	0.114672	0.499373	0.705465	0.786981	0.0481486       	0.25    	0.78731 	0.896632	0.119037 	0  	0.569128	0.615989	0.0494453
2  	500  	887      	1073    	0.130189	0.269321	1  	0.130228	0.499373	0.705571	0.786981	0.0528022       	0.248454	0.778099	0.896632	0.132707 	0  	0.56668 	0.615989	0.0576473
3  	500  	893      	1255    	0.128037	0.255484	1  	0.123139	0.470904	0.71396 	0.786981	0.0500965       	0.25    	0.802308	0.898746	0.110871 	0  	0.57433 	0.615989	0.0501172
4  	500  	958      	1464    	0.130189	0.26436 	1  	0.126758	0.470904	0.712447	0.786981	0.053909        	0.25    	0.801171	0.898746	0.113884 	0  	0.574236	0.615989	0.0501772
5  	500  	978      	1659    	0.116248	0.275776	1  	0.130613	0.470904	0.711625	0.786981	0.0559542       	0.25    	0.79558 	0.900241	0.118569 	0  	0.574621	0.615989	0.0503092
6  	500  	961      	1827    	0.132453	0.289198	1  	0.134959	0.470904	0.709356	0.786981	0.057957        	0.25    	0.788554	0.900241	0.122041 	0  	0.574152	0.615989	0.0483002
7  	500  	998      	2016    	0.132453	0.29163 	1  	0.136769	0.470904	0.711255	0.789796	0.0574553       	0.25    	0.789242	0.900876	0.124587 	0  	0.575596	0.615989	0.0495007
8  	500  	980      	2176    	0.132453	0.293262	1  	0.14216 	0.470904	0.711497	0.789796	0.0597977       	0.25    	0.791143	0.900876	0.128426 	0  	0.57663 	0.616561	0.0507702
9  	500  	985      	2319    	0.132453	0.298719	1  	0.142155	0.472066	0.711673	0.792566	0.0606603       	0.25    	0.791855	0.90134 	0.124411 	0  	0.579303	0.616561	0.0492273
