
OPTIMIZING ON FOLD NUMBER 4
Number of workers = 80

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5765
Features active in total: 5765
Computing active features for outcome survival
Features selected for this outcome: 2735
Features active in total: 5834
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET_OS
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 53
PRCC T1: 107
PRCC T2: 45
ccRCC: 324
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 141
censored 1: 251
deceased 0: 69
deceased 1: 68
Strata from each outcome has been integrated.
Counts:
ChRCC censored 0: 7
ChRCC censored 1: 36
ChRCC deceased 0: 4
ChRCC deceased 1: 6
PRCC T1 censored 0: 55
PRCC T1 censored 1: 41
PRCC T1 deceased 0: 5
PRCC T1 deceased 1: 6
PRCC T2 censored 0: 19
PRCC T2 censored 1: 17
PRCC T2 deceased 0: 6
PRCC T2 deceased 1: 3
ccRCC censored 0: 60
ccRCC censored 1: 157
ccRCC deceased 0: 54
ccRCC deceased 1: 53

RUNNING GENETIC ALGORITHM
Generations completed = 56
Generations completed = 114
Generations completed = 170
Generations completed = 229
Generations completed = 286
Generations completed = 340
Generations completed = 394
Generations completed = 448
   	     	         	        	                 root leanness                  	       survival SKSurv Cox model concordance index       	            type naive Bayes balanced accuracy           	                 root separation                 
   	     	         	        	------------------------------------------------	---------------------------------------------------------	---------------------------------------------------------	-------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max	std     	min     	avg     	max     	std             	min     	avg     	max     	std      	min	avg     	max     	std      
0  	500  	423      	423     	0.140028	0.254207	1  	0.149019	0.480674	0.692143	0.79311 	0.0603168       	0.249228	0.774615	0.8883  	0.131374 	0  	0.565947	0.628914	0.0803049
1  	506  	642      	648     	0.133631	0.272197	1  	0.137616	0.480674	0.698093	0.799923	0.0606286       	0.25    	0.777418	0.8883  	0.127205 	0  	0.573013	0.628914	0.0539905
2  	500  	644      	838     	0.133631	0.264139	1  	0.132654	0.5     	0.711657	0.799923	0.0541478       	0.249337	0.796524	0.894696	0.114368 	0  	0.579567	0.628914	0.0517619
3  	500  	697      	1050    	0.129099	0.263695	1  	0.125453	0.5     	0.714767	0.799923	0.0490006       	0.249337	0.8035  	0.90005 	0.105817 	0  	0.583074	0.628914	0.05034  
4  	500  	734      	1250    	0.129099	0.271585	1  	0.123486	0.5     	0.715461	0.799923	0.0495954       	0.249337	0.803228	0.9008  	0.102885 	0  	0.583879	0.628914	0.0481073
5  	500  	773      	1461    	0.137361	0.276618	1  	0.121113	0.5     	0.718868	0.799923	0.0504608       	0.249337	0.803523	0.9008  	0.101198 	0  	0.584061	0.628914	0.0475039
6  	500  	779      	1638    	0.138675	0.281339	1  	0.120853	0.5     	0.721542	0.799923	0.0522086       	0.25    	0.804007	0.900822	0.0972663	0  	0.584999	0.628914	0.0421154
7  	500  	786      	1821    	0.137361	0.286691	1  	0.124972	0.5     	0.722233	0.801582	0.052932        	0.25    	0.802309	0.902498	0.0982972	0  	0.585026	0.629417	0.0427089
8  	500  	830      	2015    	0.137361	0.29106 	1  	0.128106	0.5     	0.722841	0.801582	0.0547004       	0.25    	0.803523	0.904902	0.0974179	0  	0.58669 	0.629417	0.0429821
9  	500  	788      	2178    	0.137361	0.292934	1  	0.127365	0.5     	0.723958	0.803972	0.0547232       	0.25    	0.80526 	0.904902	0.095552 	0  	0.587092	0.629417	0.0432702
10 	500  	790      	2323    	0.13484 	0.294977	1  	0.129815	0.5     	0.724133	0.803972	0.0551505       	0.25    	0.805551	0.904902	0.0958923	0  	0.587829	0.629805	0.0434145
11 	500  	805      	2480    	0.13484 	0.289484	1  	0.129   	0.5     	0.729853	0.803972	0.0525938       	0.25    	0.810634	0.904902	0.0951679	0  	0.589955	0.629805	0.0434005
12 	500  	818      	2637    	0.137361	0.287137	1  	0.12841 	0.5     	0.731492	0.804166	0.0524956       	0.25    	0.813612	0.904902	0.0939963	0  	0.591397	0.629805	0.0427959
13 	500  	823      	2770    	0.137361	0.290456	1  	0.128303	0.5     	0.73067 	0.812063	0.0530438       	0.25    	0.814669	0.904902	0.0945172	0  	0.592313	0.629805	0.0426331
14 	500  	823      	2901    	0.137361	0.290012	1  	0.124203	0.5     	0.733448	0.812063	0.0502913       	0.25    	0.813938	0.904902	0.0917937	0  	0.592682	0.629805	0.0422231
15 	500  	817      	3033    	0.137361	0.292506	1  	0.125623	0.5     	0.733206	0.812063	0.0513294       	0.25    	0.813341	0.906221	0.0920455	0  	0.593616	0.629805	0.0423988
16 	500  	794      	3129    	0.137361	0.29147 	1  	0.125849	0.5     	0.734611	0.812874	0.0515907       	0.243827	0.815803	0.906221	0.0938044	0  	0.594948	0.629805	0.0434997
17 	500  	813      	3243    	0.141421	0.286801	1  	0.124617	0.5     	0.739074	0.817744	0.0497116       	0.243827	0.819166	0.906221	0.0911678	0  	0.596514	0.629805	0.0427855
18 	500  	817      	3344    	0.141421	0.296504	1  	0.128696	0.5     	0.736017	0.817744	0.0510198       	0.243827	0.812931	0.907875	0.093469 	0  	0.594396	0.629805	0.043255 
19 	500  	838      	3454    	0.140028	0.29869 	1  	0.12941 	0.5     	0.734413	0.818103	0.051919        	0.243827	0.815531	0.907875	0.092318 	0  	0.595878	0.629805	0.0427622
20 	500  	830      	3559    	0.140028	0.293743	1  	0.131382	0.5     	0.737139	0.818103	0.052148        	0.243827	0.818894	0.908847	0.0932442	0  	0.59728 	0.629805	0.0436767
21 	500  	830      	3662    	0.140028	0.286419	1  	0.129599	0.5     	0.740947	0.818103	0.0507849       	0.243827	0.821495	0.908847	0.0925011	0  	0.598916	0.630197	0.0438756
22 	500  	851      	3758    	0.140028	0.291652	1  	0.129549	0.5     	0.738818	0.819145	0.0519483       	0.243827	0.820647	0.91665 	0.0949896	0  	0.598487	0.630297	0.0444023
23 	500  	816      	3842    	0.140028	0.295323	1  	0.127838	0.5     	0.736725	0.819145	0.0528091       	0.243827	0.820904	0.91665 	0.0932676	0  	0.598468	0.630297	0.0441101
24 	500  	879      	3931    	0.140028	0.298343	1  	0.127941	0.5     	0.737312	0.82211 	0.0526834       	0.243827	0.821555	0.91665 	0.0932201	0  	0.598586	0.630297	0.0432546
25 	500  	855      	3997    	0.140028	0.299031	1  	0.127863	0.5     	0.737316	0.823261	0.0526286       	0.243827	0.823708	0.91665 	0.0913152	0  	0.600365	0.630297	0.0426749
26 	500  	865      	4075    	0.140028	0.299035	1  	0.128729	0.5     	0.738658	0.823261	0.0522178       	0.243827	0.824557	0.91665 	0.0920425	0  	0.600026	0.630297	0.0430862
27 	500  	869      	4143    	0.140028	0.305396	1  	0.129378	0.5     	0.7393  	0.823261	0.0535519       	0.243827	0.820499	0.91665 	0.0946443	0  	0.599018	0.633215	0.0438777
28 	500  	818      	4204    	0.142857	0.300551	1  	0.12881 	0.5     	0.742386	0.823261	0.0532113       	0.243827	0.823463	0.91665 	0.0939642	0  	0.600259	0.633215	0.043904 
29 	500  	873      	4281    	0.142857	0.302703	1  	0.128929	0.5     	0.743557	0.823261	0.0527433       	0.243827	0.823258	0.91665 	0.0941489	0  	0.599916	0.633215	0.0443214
30 	500  	856      	4348    	0.142857	0.291913	1  	0.125215	0.5     	0.747954	0.823261	0.0501955       	0.25    	0.829451	0.91665 	0.0896695	0  	0.603611	0.634526	0.0430994
31 	500  	840      	4401    	0.142857	0.284257	1  	0.118987	0.5     	0.750695	0.823261	0.0460239       	0.25    	0.836294	0.91665 	0.0845744	0  	0.606887	0.634526	0.0413484
32 	500  	842      	4460    	0.142857	0.294619	1  	0.121674	0.5     	0.746691	0.823261	0.0478954       	0.25    	0.833092	0.91665 	0.0866634	0  	0.605854	0.634526	0.0419109
33 	500  	832      	4522    	0.142857	0.295969	1  	0.123299	0.5     	0.746546	0.823261	0.0473715       	0.25    	0.834206	0.91665 	0.0900333	0  	0.606122	0.634526	0.0426548
34 	500  	837      	4576    	0.142857	0.283845	1  	0.109967	0.5     	0.751157	0.823261	0.0434616       	0.25    	0.843169	0.91665 	0.077194 	0  	0.609246	0.634526	0.0395836
35 	500  	830      	4634    	0.142857	0.286519	1  	0.113577	0.5     	0.750938	0.823261	0.0453717       	0.25    	0.840708	0.926196	0.0862425	0  	0.608564	0.634526	0.0448972
36 	500  	861      	4695    	0.142857	0.292639	1  	0.111241	0.5     	0.748582	0.823261	0.0445961       	0.25    	0.840066	0.926196	0.0813393	0  	0.609232	0.634526	0.0406307
37 	500  	809      	4740    	0.142857	0.290586	1  	0.108634	0.5     	0.749658	0.823261	0.0434751       	0.25    	0.84272 	0.926196	0.0779696	0  	0.610013	0.634526	0.0401925
38 	500  	830      	4779    	0.142857	0.29398 	1  	0.108289	0.5     	0.74833 	0.823261	0.0438954       	0.25    	0.842109	0.926196	0.0781674	0  	0.610049	0.634526	0.0402113
39 	500  	799      	4820    	0.142857	0.295476	1  	0.108675	0.5     	0.746748	0.823261	0.0442798       	0.25    	0.842485	0.926196	0.0787338	0  	0.60978 	0.634526	0.0400588
40 	500  	844      	4869    	0.142857	0.294387	1  	0.108468	0.5     	0.748517	0.823261	0.0436665       	0.25    	0.843062	0.926196	0.0786819	0  	0.609671	0.634526	0.0401626
41 	500  	854      	4904    	0.142857	0.296136	1  	0.109351	0.5     	0.746568	0.823261	0.0448258       	0.25    	0.844575	0.926196	0.0785381	0  	0.610337	0.634526	0.0399916
42 	500  	830      	4935    	0.142857	0.293613	1  	0.109534	0.5     	0.746419	0.823261	0.0450965       	0.25    	0.847421	0.926196	0.0786433	0  	0.611066	0.634526	0.0397261
43 	500  	854      	4976    	0.142857	0.293699	1  	0.106774	0.5     	0.746588	0.823261	0.0451184       	0.25    	0.848783	0.926196	0.0760606	0  	0.611034	0.634526	0.0391307
44 	500  	832      	5007    	0.142857	0.29751 	1  	0.106852	0.5     	0.745285	0.824678	0.0458052       	0.25    	0.847072	0.926196	0.0763153	0  	0.610826	0.634526	0.0394843
45 	500  	846      	5041    	0.142857	0.295738	1  	0.105924	0.5     	0.7468  	0.824678	0.0452359       	0.25    	0.84635 	0.926196	0.0766161	0  	0.610357	0.634526	0.0396229
46 	500  	831      	5061    	0.142857	0.295803	1  	0.106762	0.5     	0.746263	0.824678	0.0462114       	0.25    	0.847904	0.926196	0.0754014	0  	0.612036	0.634526	0.0388603
