
OPTIMIZING ON FOLD NUMBER 3
Number of workers = 80

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5787
Features active in total: 5787
Computing active features for outcome survival
Features selected for this outcome: 2998
Features active in total: 5851
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET_OS
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 53
PRCC T1: 106
PRCC T2: 46
ccRCC: 323
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 136
censored 1: 256
deceased 0: 68
deceased 1: 68
Strata from each outcome has been integrated.
Counts:
ChRCC censored 0: 6
ChRCC censored 1: 37
ChRCC deceased 0: 5
ChRCC deceased 1: 5
PRCC T1 censored 0: 52
PRCC T1 censored 1: 44
PRCC T1 deceased 0: 4
PRCC T1 deceased 1: 6
PRCC T2 censored 0: 18
PRCC T2 censored 1: 18
PRCC T2 deceased 0: 7
PRCC T2 deceased 1: 3
ccRCC censored 0: 60
ccRCC censored 1: 157
ccRCC deceased 0: 52
ccRCC deceased 1: 54

RUNNING GENETIC ALGORITHM
Generations completed = 62
Generations completed = 127
Generations completed = 191
Generations completed = 253
Generations completed = 314
Generations completed = 377
Generations completed = 433
Generations completed = 494
   	     	         	        	                 root leanness                  	       survival SKSurv Cox model concordance index       	        type naive Bayes balanced accuracy       	                 root separation                 
   	     	         	        	------------------------------------------------	---------------------------------------------------------	-------------------------------------------------	-------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max	std     	min     	avg     	max     	std             	min 	avg     	max     	std        	min	avg     	max     	std      
0  	500  	399      	399     	0.140028	0.258903	1  	0.161991	0.5     	0.72893 	0.803873	0.0604119       	0.25	0.797948	0.924291	0.144757   	0  	0.571431	0.631644	0.0922075
1  	509  	619      	627     	0.138675	0.283735	1  	0.138937	0.498906	0.726188	0.810702	0.0599854       	0.25	0.785658	0.924291	0.137832   	0  	0.575665	0.631644	0.0554041
2  	500  	641      	826     	0.138675	0.280694	1  	0.141981	0.485549	0.732292	0.810702	0.0601779       	0.25	0.797558	0.924291	0.137433   	0  	0.582537	0.632259	0.055426 
3  	500  	682      	1046    	0.128037	0.290209	1  	0.138864	0.490475	0.731086	0.810702	0.0611468       	0.25	0.799056	0.925028	0.131622   	0  	0.582751	0.632259	0.0519833
4  	500  	717      	1258    	0.128037	0.30823 	1  	0.145172	0.452852	0.722624	0.810702	0.0673567       	0.25	0.787469	0.925028	0.139653   	0  	0.581104	0.632259	0.0556327
5  	500  	745      	1471    	0.128037	0.313405	1  	0.144874	0.470497	0.719887	0.810702	0.0674176       	0.25	0.792598	0.927443	0.132062   	0  	0.584976	0.632259	0.0523719
6  	500  	753      	1656    	0.131306	0.32338 	1  	0.145202	0.489851	0.718895	0.810702	0.0689968       	0.25	0.790336	0.927443	0.130838   	0  	0.585106	0.632259	0.0517736
7  	500  	762      	1839    	0.131306	0.327841	1  	0.147669	0.489851	0.718771	0.810702	0.06905         	0.25	0.791008	0.932878	0.131364   	0  	0.585162	0.632259	0.0515707
8  	500  	761      	2005    	0.131306	0.33003 	1  	0.149759	0.489851	0.719896	0.810702	0.0717255       	0.25	0.791619	0.932878	0.13226    	0  	0.585805	0.632259	0.0522847
9  	500  	768      	2177    	0.131306	0.325182	1  	0.145844	0.491369	0.726541	0.810702	0.0666204       	0.25	0.796163	0.932878	0.129501   	0  	0.587328	0.632259	0.0512802
10 	500  	744      	2307    	0.131306	0.324736	1  	0.147539	0.491369	0.72563 	0.814299	0.0677237       	0.25	0.801506	0.932878	0.127566   	0  	0.59004 	0.632259	0.0506277
11 	500  	767      	2464    	0.137361	0.325391	1  	0.1448  	0.491369	0.727379	0.814299	0.0678411       	0.25	0.80482 	0.932878	0.122829   	0  	0.591168	0.632259	0.0489676
12 	500  	778      	2598    	0.141421	0.331638	1  	0.143952	0.491369	0.728564	0.818527	0.0658543       	0.25	0.802998	0.935898	0.122837   	0  	0.59043 	0.632259	0.0499173
13 	500  	803      	2751    	0.141421	0.332547	1  	0.146705	0.491369	0.728817	0.818527	0.0667756       	0.25	0.803986	0.935898	0.12456    	0  	0.591397	0.632259	0.0503602
14 	500  	745      	2882    	0.141421	0.325706	1  	0.148687	0.491369	0.731728	0.818752	0.0654938       	0.25	0.811357	0.935898	0.125556   	0  	0.594587	0.632259	0.0502803
15 	500  	758      	3004    	0.141421	0.32293 	1  	0.144959	0.491369	0.736216	0.818752	0.0631929       	0.25	0.814982	0.935898	0.124739   	0  	0.595006	0.632259	0.0504274
16 	500  	789      	3142    	0.140028	0.314975	1  	0.141118	0.5     	0.740614	0.819023	0.0598265       	0.25	0.823094	0.935898	0.119073   	0  	0.598203	0.632259	0.0491326
17 	500  	782      	3247    	0.140028	0.313708	1  	0.140158	0.5     	0.742639	0.82016 	0.0590813       	0.25	0.825783	0.935898	0.115333   	0  	0.599908	0.632259	0.0481082
18 	500  	790      	3345    	0.140028	0.301614	1  	0.132345	0.5     	0.749224	0.82016 	0.0570446       	0.25	0.835788	0.936672	0.105209   	0  	0.601883	0.632259	0.0457395
19 	500  	810      	3458    	0.140028	0.295012	1  	0.123482	0.5     	0.752976	0.82016 	0.0530364       	0.25	0.843952	0.936672	0.0949817  	0  	0.604414	0.632259	0.0429004
20 	500  	794      	3565    	0.140028	0.301894	1  	0.126496	0.5     	0.751203	0.82016 	0.0566558       	0.25	0.841989	0.936672	0.0969457  	0  	0.603174	0.632259	0.0430271
21 	500  	782      	3666    	0.140028	0.302223	1  	0.127198	0.5     	0.752515	0.82016 	0.0574054       	0.25	0.842968	0.941389	0.0983389  	0  	0.603583	0.633473	0.0433485
22 	500  	801      	3762    	0.140028	0.297163	1  	0.123343	0.5     	0.754123	0.82025 	0.0552928       	0.25	0.848536	0.941445	0.0968598  	0  	0.604878	0.633473	0.0436888
23 	500  	772      	3846    	0.140028	0.286696	1  	0.11395 	0.5     	0.758786	0.82025 	0.0500216       	0.25	0.856833	0.941445	0.0851917  	0  	0.608185	0.633473	0.0405108
24 	500  	838      	3939    	0.140028	0.281437	1  	0.10869 	0.5     	0.762512	0.82025 	0.043147        	0.25	0.86074 	0.941445	0.0808809  	0  	0.610247	0.633473	0.0396763
25 	500  	809      	4005    	0.140028	0.282637	1  	0.109187	0.5     	0.761814	0.820457	0.0445111       	0.25	0.861912	0.941445	0.0814564  	0  	0.610166	0.633473	0.0395793
