gen,0_ABCA3,0_ABCA4,0_ABCB6,0_ABCB8,0_ABCC3,0_ABCF2,0_ABCF3,0_ABHD14B,0_ABHD3,0_ABL1,0_ABLIM3,0_ACAD9,0_ACADVL,0_ACAT2,0_ACBD3,0_ACBD6,0_ACLY,0_ACMSD,0_ACSM2A,0_ACSM2B,0_ACSS1,0_ADAMTS9,0_ADCY3,0_ADCY4,0_ADPRH,0_AFP,0_AGL,0_AGTPBP1,0_AHI1,0_AHNAK2,0_AK2,0_AKR1C3,0_AKR1E2,0_AKTIP,0_ALAS1,0_ALDH3B2,0_ALDH9A1,0_ALDOA,0_ALG13,0_ALG9,0_ALK,0_ALOX5,0_AMACR,0_AMPD2,0_ANAPC11,0_ANAPC4,0_ANAPC5,0_ANGPTL4,0_ANK3,0_ANKRD13A,0_ANKRD31,0_ANKRD39,0_ANO10,0_ANO9,0_ANP32A,0_ANP32B,0_ANP32D,0_ANXA13,0_ANXA4,0_ANXA9,0_AP4S1,0_APBB2,0_APH1A,0_APOO,0_APP,0_APRT,0_APTX,0_ARFRP1,0_ARHGEF7,0_ARID1B,0_ARL10,0_ARL3,0_ARL6,0_ARMC8,0_ARMC9,0_ARMCX1,0_ARRB1,0_ARRDC4,0_ASNSD1,0_ATF7IP2,0_ATG3,0_ATG7,0_ATN1,0_ATP11A,0_ATP11C,0_ATP2A3,0_ATP2B1,0_ATP2B2,0_ATP2C1,0_ATP6AP1,0_ATP6V0A2,0_ATP6V1B1,0_ATP6V1C2,0_ATP6V1D,0_ATP6V1G1,0_ATP6V1H,0_ATRN,0_ATRX,0_AVPI1,0_AWAT2,0_AXIN2,0_B3GALT4,0_B3GNT3,0_B3GNT9,0_B4GALT3,0_B4GALT6,0_BAALC,0_BAD,0_BAIAP2L2,0_BAMBI,0_BAX,0_BBC3,0_BCHE,0_BCL2L11,0_BCL9,0_BCO2,0_BCS1L,0_BDH2,0_BEX2,0_BHMT2,0_BIN3,0_BMI1,0_BMP6,0_BNIP1,0_BNIP3,0_BNIP3L,0_BRCA1,0_BRD7,0_BSDC1,0_BTG3,0_BZW2,0_C1D,0_C1orf116,0_C1orf174,0_C1orf194,0_C1orf226,0_C1orf54,0_C2CD2L,0_C2orf74,0_C4BPA,0_C5orf22,0_C6orf118,0_C6orf132,0_C6orf226,0_C8B,0_C9orf116,0_C9orf78,0_CA9,0_CABIN1,0_CAD,0_CALU,0_CANX,0_CAPG,0_CARD10,0_CARD11,0_CASK,0_CBFA2T2,0_CBLC,0_CBWD1,0_CBWD3,0_CBWD5,0_CBX4,0_CBX7,0_CCDC58,0_CCDC59,0_CCDC90B,0_CCM2,0_CCNG1,0_CCNJL,0_CCNK,0_CCNY,0_CCPG1,0_CCRL2,0_CD276,0_CDC25C,0_CDC45,0_CDCA8,0_CDH1,0_CDH23,0_CDH6,0_CDK14,0_CDK18,0_CDK19,0_CDK2AP1,0_CDKN1C,0_CDKN2A,0_CDKN2AIP,0_CDKN2C,0_CDS2,0_CDT1,0_CEACAM7,0_CENPB,0_CEP68,0_CEP72,0_CES3,0_CHAF1A,0_CHCHD10,0_CHCHD6,0_CHDH,0_CHEK2,0_CHI3L2,0_CHMP1B,0_CHP2,0_CHRDL1,0_CHRNA7,0_CHST11,0_CHST6,0_CIB2,0_CISD3,0_CITED1,0_CKS2,0_CLCN7,0_CLDN1,0_CLDN2,0_CLDN4,0_CLEC3B,0_CLEC4D,0_CLIP2,0_CLK2,0_CLPB,0_CLPTM1L,0_CLTB,0_CLTCL1,0_CMPK2,0_CNIH4,0_CNOT1,0_CNOT3,0_CNTN2,0_CNTN5,0_COBLL1,0_COG1,0_COL18A1,0_COL4A1,0_COPS7A,0_CORO1C,0_COX10,0_COX17,0_COX8C,0_CP,0_CPB2,0_CPM,0_CPNE1,0_CPNE5,0_CRHBP,0_CRTAP,0_CRY2,0_CRYAB,0_CSNK1D,0_CTAGE6,0_CTR9,0_CTSC,0_CTSH,0_CTTNBP2NL,0_CUL7,0_CWC15,0_CX3CR1,0_CYB5R1,0_CYCS,0_CYFIP2,0_CYHR1,0_CYP1B1,0_CYP27A1,0_CYTH4,0_DAAM2,0_DACT1,0_DAXX,0_DAZAP1,0_DCAF12L2,0_DCBLD2,0_DCLK3,0_DCTN5,0_DDA1,0_DDB2,0_DDC,0_DDO,0_DDTL,0_DDX43,0_DDX47,0_DENND4C,0_DERL2,0_DERL3,0_DHCR7,0_DHODH,0_DHX30,0_DHX36,0_DHX8,0_DKC1,0_DMGDH,0_DNAJA1,0_DNAJB6,0_DNAJC14,0_DNAJC8,0_DNAL1,0_DNASE2,0_DNMT3L,0_DOK1,0_DOLPP1,0_DPH2,0_DPPA4,0_DPY19L4,0_DSTN,0_DUOXA1,0_DUS4L,0_DUSP22,0_DYNC1LI1,0_DYNLT3,0_DYRK4,0_E2F1,0_EBPL,0_ECM2,0_EDEM2,0_EDN1,0_EDNRB,0_EEF1G,0_EFCAB2,0_EFHC1,0_EFNB2,0_EGR4,0_EHMT1,0_EIF2B1,0_EIF2B5,0_EIF3CL,0_EIF4A3,0_EIF4E3,0_EIF4ENIF1,0_EIF4G1,0_ELF3,0_ELMO3,0_ELP2,0_EMCN,0_EML2,0_EMX1,0_ENDOD1,0_ENHO,0_ENO3,0_ENPP3,0_EPHB2,0_ERGIC1,0_ERLIN2,0_ESYT1,0_ETHE1,0_EVI5L,0_EYA4,0_F2RL1,0_F8,0_FABP7,0_FADD,0_FAH,0_FAHD1,0_FAM107B,0_FAM13C,0_FAM167A,0_FAM199X,0_FAM20A,0_FAM20B,0_FAM32A,0_FAM50A,0_FAM53C,0_FAM89A,0_FAR2,0_FARSA,0_FASTKD1,0_FBLL1,0_FBXL14,0_FBXL2,0_FBXO28,0_FECH,0_FGB,0_FGD4,0_FGD6,0_FGG,0_FICD,0_FKBP3,0_FKBP4,0_FLRT3,0_FLT4,0_FLVCR2,0_FNIP2,0_FUS,0_FUT11,0_FXN,0_FXR2,0_FZD7,0_G3BP2,0_G6PD,0_GABARAPL1,0_GABPB1,0_GABRG3,0_GADD45B,0_GALNT7,0_GAPDH,0_GATAD2B,0_GCNT3,0_GDI1,0_GEM,0_GGA3,0_GGT1,0_GGTA1,0_GIMAP8,0_GLB1,0_GLB1L,0_GLIS3,0_GLRX5,0_GLS,0_GLT8D1,0_GLUD1,0_GLUD2,0_GNAI1,0_GNAI3,0_GOLGA5,0_GOLT1B,0_GPATCH1,0_GPC6,0_GPI,0_GPIHBP1,0_GPRC5C,0_GPX1,0_GPX3,0_GPX4,0_GRAMD1C,0_GRB10,0_GRB2,0_GREM2,0_GRHL3,0_GRK6,0_GRPEL2,0_GSTA4,0_GSTO2,0_GSTZ1,0_GTF2B,0_GTF2E2,0_GTF2F2,0_GTF3C1,0_GTPBP3,0_GTPBP8,0_HADHB,0_HAL,0_HAND2,0_HAUS1,0_HAX1,0_HBB,0_HDAC10,0_HDAC3,0_HDAC6,0_HELQ,0_HELZ,0_HEPH,0_HEXA,0_HEY2,0_HLA-DQB1,0_HLA-DRB5,0_HMGA1,0_HMGCR,0_HMGN5,0_HMOX1,0_HNRNPA1,0_HNRNPA3,0_HNRNPD,0_HNRNPF,0_HNRNPH1,0_HNRNPH2,0_HNRNPU,0_HOXA4,0_HOXA6,0_HPCAL1,0_HPN,0_HS3ST5,0_HSD3B7,0_HSF1,0_HSP90AB1,0_HSPA12A,0_HSPA13,0_HSPA1B,0_HSPB2,0_HSPB8,0_HSPD1,0_HTR1E,0_HTRA3,0_HTRA4,0_HUNK,0_HUWE1,0_ID1,0_IDI1,0_IER3IP1,0_IFIT3,0_IFNB1,0_IGF1R,0_IGFBP7,0_IGSF8,0_IK,0_IKBKE,0_IL23A,0_IMPA1,0_ING4,0_INO80D,0_INPP5B,0_INPPL1,0_INTU,0_IP6K1,0_IPO11,0_IQCK,0_IRF3,0_ISCA2,0_ISCU,0_ISL1,0_ITGA3,0_ITGB3,0_ITIH1,0_ITPR3,0_JAK1,0_JAZF1,0_JUN,0_KAT2B,0_KCNA4,0_KCNE4,0_KCNJ1,0_KCNJ2,0_KCNJ5,0_KCNK10,0_KHDRBS2,0_KIAA0232,0_KIAA1522,0_KIF20A,0_KIF21A,0_KIF2A,0_KIF4B,0_KIF9,0_KLHDC8B,0_KLHL5,0_KMO,0_KPNA1,0_KPNA4,0_LARP4,0_LASP1,0_LBP,0_LBR,0_LDHC,0_LENG8,0_LETM2,0_LGALS2,0_LGI4,0_LHPP,0_LHX6,0_LILRB5,0_LIMS3,0_LOXL2,0_LPCAT1,0_LRP2,0_LRP5,0_LRRC24,0_LRRC28,0_LSM14B,0_LSM6,0_LSS,0_LTBP4,0_LY75,0_LY86,0_LZTS1,0_LZTS2,0_MAFG,0_MAGEE1,0_MAN1A2,0_MAN1B1,0_MANBA,0_MANSC1,0_MAOB,0_MAP2K1,0_MAP2K6,0_MAP3K2,0_MAP3K5,0_MAP3K8,0_MAPK9,0_MBIP,0_MECOM,0_MEP1A,0_MFSD9,0_MGAM,0_MID1,0_MIF4GD,0_MIOS,0_MKKS,0_MKLN1,0_MKRN2,0_MKS1,0_MLPH,0_MMGT1,0_MMP11,0_MMP14,0_MN1,0_MPEG1,0_MPHOSPH10,0_MPI,0_MPP6,0_MRPL21,0_MRPL41,0_MRPL44,0_MRPL49,0_MRPL55,0_MRPS25,0_MRPS26,0_MRPS28,0_MRPS6,0_MRPS9,0_MSH2,0_MSH6,0_MSRB3,0_MST1,0_MT1A,0_MTMR11,0_MYNN,0_MYO10,0_MYO3A,0_MYO3B,0_MYOM2,0_N4BP1,0_N6AMT1,0_NAA10,0_NAGA,0_NAIP,0_NANOS1,0_NAPA,0_NAV2,0_NCAPG2,0_NCBP2,0_NCKAP1L,0_NCOA1,0_NDRG1,0_NDRG4,0_NDST2,0_NDUFA4,0_NDUFAB1,0_NDUFAF2,0_NDUFB11,0_NDUFB2,0_NDUFC2,0_NDUFS5,0_NDUFV2,0_NECAB3,0_NEDD4L,0_NELL1,0_NEURL1B,0_NFKBIA,0_NFKBIE,0_NHEJ1,0_NID2,0_NIPAL3,0_NKX2-2,0_NLE1,0_NLGN1,0_NLN,0_NLRP12,0_NMT1,0_NOL3,0_NOP10,0_NOS1AP,0_NOTCH1,0_NOTCH3,0_NPRL2,0_NPTN,0_NR1D2,0_NR3C2,0_NR4A1,0_NRBP1,0_NRF1,0_NRP2,0_NSDHL,0_NSFL1C,0_NSUN4,0_NTN1,0_NUDT10,0_NUDT15,0_NUDT22,0_NUP210,0_NUP43,0_NUP50,0_NUS1,0_NXN,0_NYNRIN,0_OAS2,0_OBSL1,0_OCIAD1,0_ODF2,0_OGDH,0_OTP,0_OTUD5,0_OTUD6B,0_P2RX6,0_P2RY11,0_P4HA3,0_PA2G4,0_PACS1,0_PADI1,0_PAGE4,0_PALMD,0_PANK2,0_PAQR7,0_PARD6A,0_PARL,0_PARVA,0_PATZ1,0_PAWR,0_PCDH10,0_PCDHB4,0_PCDHGA6,0_PCDHGB2,0_PCDHGB4,0_PCDHGB7,0_PCDHGC4,0_PCTP,0_PCYOX1,0_PCYT1A,0_PDAP1,0_PDCD5,0_PDF,0_PDIA4,0_PDK1,0_PDK4,0_PDP2,0_PDS5A,0_PDSS2,0_PDZD11,0_PDZK1IP1,0_PELI2,0_PER2,0_PEX19,0_PEX26,0_PEX6,0_PGAM2,0_PGAM4,0_PGAP3,0_PGM1,0_PGRMC1,0_PGRMC2,0_PGS1,0_PHACTR4,0_PHB2,0_PHC3,0_PHF1,0_PHKA2,0_PHLDB3,0_PI16,0_PI4KA,0_PICALM,0_PID1,0_PIGS,0_PIK3R4,0_PIN1,0_PIR,0_PLA2G15,0_PLA2G5,0_PLAU,0_PLCE1,0_PLCG2,0_PLCXD1,0_PLD2,0_PLEKHB2,0_PLRG1,0_PLSCR3,0_PLXDC2,0_PLXNB1,0_POFUT1,0_POGZ,0_POLD1,0_POLDIP3,0_POLE4,0_POLG2,0_POLR1A,0_POLR2B,0_POLR3H,0_POU2F1,0_PPA2,0_PPCDC,0_PPIL3,0_PPIP5K1,0_PPM1G,0_PPP1R7,0_PPP1R9B,0_PPP2CB,0_PPP2R2A,0_PPP2R2C,0_PPP5C,0_PRAM1,0_PRDM1,0_PRDX2,0_PRKAB1,0_PRKACB,0_PRKCB,0_PRKCH,0_PRKCI,0_PRMT7,0_PRODH,0_PROS1,0_PRPF39,0_PRTFDC1,0_PRTN3,0_PSAP,0_PSKH1,0_PSMD1,0_PSMD8,0_PSMD9,0_PSMG3,0_PTEN,0_PTGER4,0_PTGFRN,0_PTGR1,0_PTHLH,0_PTPMT1,0_PTPN7,0_PTPRE,0_PTPRJ,0_PYGL,0_PYGO2,0_R3HDM2,0_RAB11A,0_RAB13,0_RAB1A,0_RAB28,0_RAB30,0_RAB6B,0_RAD18,0_RAI1,0_RANBP3L,0_RAP1GAP2,0_RAPGEF3,0_RASGRF1,0_RAVER2,0_RBBP9,0_RBM10,0_RBM15,0_RBM17,0_RBM25,0_RBM28,0_RBM39,0_RBM4,0_RBM5,0_RBM8A,0_RBMXL1,0_RCBTB2,0_RCC2,0_RCE1,0_REC8,0_REEP6,0_REN,0_RER1,0_REST,0_RFC3,0_RFC4,0_RFC5,0_RFT1,0_RGL2,0_RGPD3,0_RHOA,0_RIMS2,0_RIPK1,0_RNASEL,0_RNASET2,0_RNF113A,0_RNF17,0_RNF180,0_RNF216,0_RNF4,0_RPL10A,0_RPL21,0_RPL24,0_RPLP0,0_RPP38,0_RPS17,0_RPS29,0_RPS6KB2,0_RPTOR,0_RRP1B,0_RSBN1,0_RSF1,0_RSL1D1,0_RUVBL1,0_SAA4,0_SACM1L,0_SAMM50,0_SAP30,0_SAR1A,0_SAR1B,0_SAT2,0_SCAPER,0_SCARA5,0_SCARB1,0_SCCPDH,0_SDR16C5,0_SDR39U1,0_SEC14L2,0_SEC16A,0_SECISBP2,0_SERTAD2,0_SF3A2,0_SFT2D2,0_SFXN2,0_SFXN4,0_SGK3,0_SGSM1,0_SH3BGRL,0_SH3GLB1,0_SH3PXD2B,0_SHARPIN,0_SHC1,0_SHMT1,0_SHROOM2,0_SIK2,0_SIM2,0_SIRPA,0_SIRT5,0_SLC13A5,0_SLC16A1,0_SLC1A4,0_SLC25A12,0_SLC25A24,0_SLC26A11,0_SLC27A4,0_SLC29A2,0_SLC30A9,0_SLC35B4,0_SLC35E1,0_SLC43A2,0_SLC46A2,0_SLC46A3,0_SLC4A2,0_SLC9A2,0_SMAD9,0_SMAGP,0_SMARCA2,0_SMARCA5,0_SMC1A,0_SMS,0_SNAI2,0_SNAP29,0_SNAP47,0_SNIP1,0_SNRPD3,0_SNRPG,0_SNX21,0_SNX29,0_SOCS1,0_SOCS2,0_SORCS1,0_SPATA13,0_SPATA18,0_SPOCK2,0_SPTBN2,0_SQLE,0_SQSTM1,0_SRI,0_SRR,0_SSBP1,0_SSBP2,0_SSR1,0_ST13,0_ST8SIA3,0_STARD13,0_STARD7,0_STC1,0_STC2,0_STEAP3,0_STK35,0_STOM,0_STX12,0_SUCLG2,0_SUMO4,0_SUN1,0_SV2C,0_SVIL,0_SYTL1,0_TAB1,0_TACC2,0_TACO1,0_TAF8,0_TAF9B,0_TAOK1,0_TAS1R1,0_TBC1D1,0_TBC1D14,0_TBC1D19,0_TBC1D7,0_TBKBP1,0_TBL1XR1,0_TCEA2,0_TCEA3,0_TCF25,0_TCF4,0_TCFL5,0_TCHP,0_TCP11L1,0_TCTA,0_TCTN1,0_TDRD5,0_TEC,0_TEK,0_TERF2IP,0_TF,0_TGDS,0_TGFA,0_TGFBI,0_THAP11,0_THOC3,0_TIAM1,0_TIMM17B,0_TJP2,0_TM2D1,0_TM4SF18,0_TMED4,0_TMED9,0_TMEFF2,0_TMEM159,0_TMEM169,0_TMEM223,0_TMEM229B,0_TMEM50B,0_TMUB1,0_TNFAIP8L3,0_TNFRSF10B,0_TNFRSF18,0_TNIP2,0_TNRC6A,0_TNS3,0_TOB1,0_TOR3A,0_TP53BP1,0_TP53RK,0_TPM2,0_TPM4,0_TPRN,0_TPST1,0_TRADD,0_TRAF3IP1,0_TRAPPC3,0_TRAPPC4,0_TRAPPC6A,0_TRIB2,0_TRIM17,0_TRIM35,0_TRIM38,0_TRIM4,0_TRIM41,0_TRIM65,0_TRIM69,0_TRIM7,0_TRMT1,0_TRMT6,0_TRMT61B,0_TSC1,0_TSPYL2,0_TTC19,0_TTC32,0_TTLL7,0_TUBG2,0_TUFT1,0_TXNDC9,0_TXNRD2,0_UAP1,0_UBA1,0_UBA3,0_UBA5,0_UBAP2L,0_UBE2K,0_UBR2,0_UBR4,0_UFSP2,0_UNC45A,0_UNC5CL,0_UQCRQ,0_UROC1,0_UROS,0_USP1,0_USP13,0_USP15,0_USP2,0_USP54,0_USP7,0_VANGL1,0_VIM,0_VIPR2,0_VKORC1L1,0_VTI1A,0_WARS2,0_WBP2,0_WDR31,0_WDR41,0_WDR5B,0_WLS,0_WNK4,0_WT1,0_XK,0_XKR9,0_XPNPEP1,0_XPR1,0_YAF2,0_YES1,0_YIF1A,0_YME1L1,0_ZBTB17,0_ZDHHC6,0_ZFAND5,0_ZFC3H1,0_ZFP36,0_ZFY,0_ZFYVE1,0_ZKSCAN3,0_ZKSCAN4,0_ZMAT2,0_ZMYND19,0_ZMYND8,0_ZNF135,0_ZNF211,0_ZNF219,0_ZNF234,0_ZNF24,0_ZNF343,0_ZNF382,0_ZNF415,0_ZNF436,0_ZNF44,0_ZNF500,0_ZNF521,0_ZNF559,0_ZNF580,0_ZNF610,0_ZNF677,0_ZNF740,0_ZNF800,0_ZNF81,0_ZNF853,0_ZRANB1,0_ZSCAN12,0_ZSCAN29,0_ZXDA
0,0,89,0,0,21,0,0,0,9,0,0,0,0,20,0,0,0,31,33,10,58,0,0,0,12,6,0,0,100,0,57,54,151,0,0,32,0,10,0,39,1,0,23,0,0,0,0,62,0,0,0,0,0,0,20,0,3,5,54,92,0,0,0,0,0,0,0,0,7,0,0,0,0,16,2,52,0,0,0,0,0,0,0,30,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,31,72,0,11,0,0,6,0,0,0,0,0,10,0,0,0,0,0,2,38,0,1,0,7,0,0,0,0,12,33,0,0,0,3,14,0,0,52,35,10,3,166,0,0,59,0,0,2,26,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,8,35,0,0,0,0,15,0,0,36,0,0,14,38,17,21,0,49,51,0,0,37,13,0,0,64,25,0,0,24,136,0,0,1,0,0,0,30,1,0,0,6,23,5,28,24,0,19,0,0,64,16,5,0,0,43,33,0,10,0,7,0,2,0,0,16,0,14,0,0,90,89,0,0,0,0,32,0,0,8,0,15,0,29,0,0,0,0,0,0,0,0,0,0,0,0,4,0,45,0,0,3,0,0,35,0,0,0,8,102,0,0,0,0,0,12,0,36,0,0,10,0,56,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,18,0,0,0,16,0,46,55,51,0,0,48,0,0,18,0,0,24,19,0,17,0,0,68,0,0,0,0,0,0,4,0,22,104,0,82,0,0,0,0,0,7,0,32,0,0,0,0,6,0,0,48,37,6,0,0,33,9,34,17,45,0,0,9,1,103,2,0,0,0,0,0,0,0,102,0,0,48,0,0,37,6,27,1,0,0,12,5,0,0,0,0,0,39,45,57,0,30,0,0,16,14,92,0,14,0,0,27,0,0,41,0,0,0,17,23,36,10,0,0,0,0,0,0,0,0,24,18,0,81,3,0,58,0,0,0,0,0,0,3,10,5,0,0,0,0,0,0,0,0,0,16,0,51,26,0,16,0,0,0,0,0,47,0,0,0,4,0,0,39,0,8,0,0,58,51,0,0,0,0,0,44,8,0,0,0,27,0,0,0,9,0,0,0,18,0,17,0,0,0,3,0,0,24,0,0,8,0,61,62,0,0,0,43,0,0,31,44,0,88,0,9,3,0,1,25,16,0,0,0,0,0,0,0,0,0,16,32,2,44,85,33,21,0,0,11,0,0,0,9,0,0,0,23,0,15,0,16,0,1,0,0,36,0,34,0,17,38,0,0,0,0,0,0,0,0,0,0,0,0,1,82,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,41,31,42,0,0,25,0,0,67,0,4,0,0,62,0,0,1,0,0,0,0,0,0,0,31,0,70,0,0,0,15,28,0,27,0,83,0,0,0,0,0,0,94,0,0,0,0,0,18,0,0,30,0,0,12,0,0,0,0,0,0,0,0,3,8,2,2,0,0,0,19,0,0,0,0,24,0,0,2,27,0,41,34,0,27,5,0,0,67,49,0,50,0,21,20,21,35,12,38,0,0,19,3,15,0,0,0,0,17,0,0,0,0,49,4,0,35,1,0,65,0,0,0,0,21,5,0,26,0,0,0,0,0,0,80,0,0,0,4,0,0,0,0,0,0,0,0,34,0,19,0,0,0,0,0,0,39,0,0,15,0,0,0,0,0,44,81,0,9,0,0,11,0,0,0,0,0,13,9,0,21,22,26,0,0,6,0,0,56,0,0,58,29,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,5,18,0,34,0,10,0,11,77,0,0,0,0,0,0,0,69,0,8,136,27,33,0,0,0,0,0,0,0,2,0,0,0,40,51,0,0,95,0,12,0,65,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,23,0,3,0,70,1,4,42,0,0,0,0,0,0,13,19,0,0,45,0,0,3,0,0,0,0,0,76,40,0,0,106,54,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,2,0,0,0,0,40,71,0,0,0,67,1,21,0,0,0,63,0,0,18,86,9,28,0,12,0,0,18,0,0,21,1,0,85,35,6,0,52,0,0,19,52,0,35,0,93,0,0,0,0,46,0,39,0,0,52,18,0,3,92,0,4,0,0,1,0,0,2,25,0,0,0,0,36,0,0,33,0,38,37,0,11,2,60,0,0,32,0,0,34,0,0,0,0,15,0,0,0,0,0,0,17,0,19,0,47,0,0,0,34,0,0,0,0,106,4,0,0,36,0,14,0,0,0,32,0,0,0,0,0,0,50,0,0,0,11,0,0,0,0,157,0,0,58,0,0,0,0,5,0,63,0,0,0,63,0,0,26,0,24,30,22,15,0,0,15,0,0,0,0,23,0,0,0,0,0,0,76,0,0,0,7,11,0,4,0,56,3,6,122,60,0,0,0,0,0,28,0,0,0,18,0,76,0,0
100,2,35,1,0,6,2,0,0,0,0,0,0,0,0,1,0,17,133,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,34,1,1,0,0,1,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,3,10,5,0,1,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,3,0,1,1,1,0,0,6,0,0,0,1,0,0,0,0,0,1,0,2,0,426,1,0,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,0,0,1,0,1,0,1,0,55,5,1,2,0,0,0,6,2,0,0,0,0,0,4,1,0,0,0,3,0,105,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,261,0,0,0,0,1,0,0,0,0,5,0,1,0,4,0,0,0,0,6,0,0,0,2,0,3,3,0,0,0,0,1,1,0,2,1,0,0,0,0,0,1,2,0,0,1,0,0,2,0,42,2,0,0,0,1,0,1,0,0,0,1,10,0,0,2,0,0,0,0,0,0,28,1,0,4,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,3,34,79,7,2,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,11,0,0,0,0,61,0,0,0,5,0,1,0,1,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,81,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,28,3,0,0,0,0,37,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,4,0,0,1,1,0,0,1,0,8,0,0,0,0,1,0,1,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,90,0,0,0,0,0,2,0,0,0,0,3,0,0,1,49,0,0,2,0,2,0,0,0,0,0,0,273,31,2,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,4,0,0,32,0,7,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,1,200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,33,0,0,0,0,0,44,0,0,0,0,80,0,0,1,0,0,4,0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,7,2,4,0,0,226,0,2,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,4,0,0,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,6,0,3,2,0,1,160,0,7,0,415,0,0,0,0,1,1,0,1,0,3,5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,30,0,0,1,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,4,0,0,2,0,0,0,2,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,42,0,0,2,11,0,0,0,0,0,0,0,0,5,0,34,0
