gen,0_ABCA1,0_ABCA4,0_ABCB6,0_ABCC10,0_ABCC3,0_ABHD11,0_ABHD14A,0_ABHD15,0_ABHD3,0_ABTB2,0_ACAT2,0_ACE2,0_ACLY,0_ACMSD,0_ACOX1,0_ACSL6,0_ACTN4,0_ACTR3,0_ACVR2A,0_ACYP1,0_ADAL,0_ADAM33,0_ADAMTS13,0_ADAR,0_ADCK5,0_ADI1,0_ADNP,0_ADPRH,0_ADRM1,0_ADSL,0_AFF4,0_AHCYL1,0_AIG1,0_AKAP1,0_AKAP7,0_AKR1C1,0_AKR1C3,0_AKR1E2,0_ALB,0_ALDH18A1,0_ALDH1A2,0_ALDH1A3,0_ALDH4A1,0_ALDH5A1,0_ALG3,0_ALKBH2,0_ALOX15B,0_AMACR,0_AMFR,0_ANAPC10,0_ANK3,0_ANKRD26,0_ANKRD46,0_ANKRD6,0_ANXA13,0_ANXA4,0_ANXA5,0_ANXA7,0_ANXA9,0_AP1G1,0_AP4B1,0_APBA3,0_APBB3,0_APOD,0_APOO,0_APP,0_APPL2,0_ARAF,0_ARAP1,0_ARHGAP18,0_ARHGAP21,0_ARHGAP5,0_ARHGEF7,0_ARIH1,0_ARL10,0_ARL2,0_ARL6,0_ARMCX2,0_ARNT2,0_ARRDC4,0_ASAH1,0_ASAP1,0_ASCC1,0_ATG4B,0_ATP13A2,0_ATP1A1,0_ATP1B3,0_ATP2B2,0_ATP6V1A,0_ATP8B4,0_ATRIP,0_ATXN10,0_AZIN1,0_B3GNT2,0_B3GNTL1,0_B4GALNT3,0_B4GALT6,0_B9D1,0_BAALC,0_BAIAP2L2,0_BARX2,0_BAX,0_BBC3,0_BBX,0_BCAP29,0_BCAP31,0_BCAR3,0_BCKDHA,0_BCKDK,0_BCL2L12,0_BCL2L14,0_BCL7B,0_BCLAF1,0_BDH1,0_BEX2,0_BICD1,0_BIK,0_BIRC6,0_BLMH,0_BMI1,0_BMP2K,0_BMPR2,0_BNIP3,0_BRD4,0_C17orf97,0_C19orf12,0_C2CD2L,0_C2orf69,0_C3orf18,0_C3orf38,0_C4BPA,0_C4orf3,0_C6orf118,0_C7,0_C8orf33,0_C8orf37,0_C9orf85,0_CA13,0_CA9,0_CACNA1H,0_CALM2,0_CALU,0_CAMKK2,0_CAND2,0_CANT1,0_CARHSP1,0_CASK,0_CASP10,0_CAST,0_CAV1,0_CBFA2T3,0_CBWD3,0_CCDC134,0_CCDC58,0_CCDC91,0_CCDC96,0_CCNY,0_CCRL2,0_CD1B,0_CD24,0_CD276,0_CD47,0_CD55,0_CD81,0_CDAN1,0_CDC23,0_CDC37L1,0_CDC6,0_CDCA5,0_CDIPT,0_CDK12,0_CDKN1C,0_CDS2,0_CDT1,0_CEACAM7,0_CECR2,0_CEP68,0_CEP72,0_CEP76,0_CES3,0_CFB,0_CFDP1,0_CFI,0_CHAC1,0_CHCHD10,0_CHCHD5,0_CHD1,0_CHMP2A,0_CHMP4B,0_CHMP4C,0_CHMP6,0_CHP2,0_CHPF,0_CHRNA7,0_CHST10,0_CISD3,0_CITED1,0_CITED4,0_CLEC4C,0_CLEC4D,0_CLIP2,0_CLPB,0_CNKSR3,0_CNOT1,0_CNOT2,0_CNOT3,0_CNST,0_CNTN2,0_CNTN5,0_COG1,0_COL18A1,0_COL4A3,0_COMMD3,0_COPA,0_COPB1,0_COPS6,0_COX10,0_COX11,0_COX5B,0_COX6A1,0_COX6C,0_CP,0_CPM,0_CPNE5,0_CPVL,0_CREB1,0_CREB3L1,0_CRHBP,0_CRISPLD2,0_CRP,0_CSNK1E,0_CTBS,0_CTCF,0_CTDSPL,0_CTDSPL2,0_CTNNA2,0_CTPS2,0_CTSF,0_CTSH,0_CTTNBP2,0_CTTNBP2NL,0_CUBN,0_CUL1,0_CUL5,0_CWC27,0_CX3CR1,0_CYP27A1,0_CYSLTR2,0_DAAM2,0_DACT1,0_DACT2,0_DAPK1,0_DBF4B,0_DBR1,0_DCAF12L2,0_DCP1A,0_DCPS,0_DDAH1,0_DDHD2,0_DDTL,0_DDX11,0_DDX19A,0_DDX3X,0_DEDD,0_DENND5B,0_DGCR8,0_DHCR7,0_DHODH,0_DHX30,0_DHX32,0_DHX36,0_DIAPH2,0_DIRAS3,0_DMXL1,0_DNAJA3,0_DNAJB2,0_DNAJB7,0_DNAL1,0_DNM1L,0_DNMT3L,0_DOHH,0_DOK1,0_DPEP2,0_DPH1,0_DPM2,0_DPP7,0_DPYSL4,0_DR1,0_DRG1,0_DUOXA1,0_DUSP10,0_DUSP6,0_DUSP8,0_DYNC1LI1,0_DYNC2LI1,0_DYNLT3,0_E2F1,0_ECD,0_ECE1,0_ECHDC2,0_EFCAB2,0_EFHC1,0_EFNB2,0_EFR3A,0_EGR1,0_EHF,0_EIF2AK2,0_EIF2B5,0_EIF3G,0_EIF4ENIF1,0_ELF3,0_ELK3,0_ELP4,0_EMD,0_EME1,0_EML2,0_ENAH,0_ENHO,0_ENO3,0_ENPP3,0_ENTPD6,0_EPPK1,0_ERGIC1,0_ERP44,0_ESRRA,0_ETF1,0_ETV3,0_ETV5,0_EVI5L,0_EXOC6,0_EXOC7,0_EXOSC1,0_EXTL3,0_EYA4,0_F2RL1,0_F8,0_FAAH,0_FABP7,0_FAH,0_FAM104A,0_FAM107B,0_FAM122B,0_FAM13C,0_FAM174B,0_FAM20A,0_FAM32A,0_FAM3C,0_FAM53A,0_FAM89B,0_FANCC,0_FANCE,0_FANCL,0_FARSA,0_FBXL14,0_FBXO16,0_FBXO28,0_FECH,0_FETUB,0_FGB,0_FGF19,0_FGF9,0_FKBP4,0_FLRT3,0_FMR1,0_FOSB,0_FOXP2,0_FPR2,0_FRMD8,0_FRRS1,0_FTH1,0_FTSJ3,0_FUS,0_FUT11,0_FZD1,0_FZD4,0_FZD7,0_G3BP1,0_GAB2,0_GABARAPL1,0_GABRG3,0_GADD45B,0_GALK1,0_GALNT12,0_GALNT3,0_GAPDH,0_GAR1,0_GAS1,0_GAS8,0_GBP1,0_GBP5,0_GDA,0_GDF15,0_GGCT,0_GIT1,0_GJA4,0_GLB1L,0_GLCCI1,0_GLG1,0_GLI2,0_GLOD4,0_GLRX5,0_GLT8D1,0_GM2A,0_GMPR,0_GNB1L,0_GNPTAB,0_GOLIM4,0_GOLM1,0_GPC4,0_GPIHBP1,0_GPR63,0_GPRC5D,0_GPSM1,0_GRB10,0_GREM2,0_GRHL3,0_GRK6,0_GRTP1,0_GSTA4,0_GSTZ1,0_GTF2F2,0_GTF2H1,0_GTF3C6,0_GTPBP8,0_GUK1,0_GUSB,0_HAAO,0_HAL,0_HAND2,0_HAX1,0_HBB,0_HDAC3,0_HDAC4,0_HDAC5,0_HDAC8,0_HDDC2,0_HDGF,0_HEG1,0_HESX1,0_HEXIM1,0_HEY2,0_HFE,0_HGSNAT,0_HINT1,0_HK1,0_HLA-DQB1,0_HMG20B,0_HMGA1,0_HMGCR,0_HMGXB4,0_HMOX1,0_HNF1B,0_HNRNPD,0_HNRNPK,0_HNRNPU,0_HOXD4,0_HPS5,0_HS1BP3,0_HSBP1L1,0_HSD17B14,0_HSP90AB1,0_HSPA1B,0_HSPA6,0_HSPD1,0_HTATIP2,0_HTATSF1,0_HUNK,0_ICA1,0_ICOSLG,0_ID3,0_IDH3G,0_IER3,0_IFIH1,0_IFNG,0_IGF1R,0_IGF2R,0_IGFBP7,0_IGSF8,0_IKBKB,0_IL20RA,0_IL4I1,0_IMMP1L,0_IMMP2L,0_IMPA2,0_INPP4B,0_INPPL1,0_INTS12,0_IQCK,0_IRS2,0_ISG20L2,0_ITGB3,0_ITSN2,0_JARID2,0_JAZF1,0_JUN,0_KANK1,0_KAT2B,0_KAT5,0_KATNAL2,0_KCNA4,0_KCNE3,0_KCNG1,0_KCNJ15,0_KCNJ2,0_KCNJ5,0_KCNK1,0_KCTD10,0_KDM6B,0_KHDRBS1,0_KHDRBS2,0_KHSRP,0_KIAA0232,0_KIAA1755,0_KIF13B,0_KIF21A,0_KIF2A,0_KIF9,0_KISS1R,0_KLC2,0_KLC4,0_KLF7,0_KLHL32,0_KLK5,0_KRI1,0_KYNU,0_L3MBTL3,0_LACTB2,0_LAGE3,0_LAMB1,0_LAPTM4A,0_LATS1,0_LBP,0_LDHB,0_LEO1,0_LFNG,0_LGI4,0_LGR5,0_LGR6,0_LHX6,0_LIMA1,0_LIMS1,0_LPCAT1,0_LPIN2,0_LRCH2,0_LRFN3,0_LRG1,0_LRP6,0_LRPAP1,0_LRRC28,0_LRRC61,0_LRRN1,0_LRRN3,0_LRRN4CL,0_LSM14B,0_LSM6,0_LSS,0_LTBP4,0_LXN,0_LYSMD3,0_M6PR,0_MAGI2,0_MAOB,0_MAP2,0_MAP2K6,0_MAP2K7,0_MAP3K1,0_MAP3K14,0_MAP3K2,0_MAP4K2,0_MAPK1,0_MAPK13,0_MAPK6,0_MAPKBP1,0_MAPT,0_MAX,0_MBTD1,0_MCRS1,0_MDH1B,0_MECP2,0_MED15,0_MEP1A,0_MFGE8,0_MFSD8,0_MFSD9,0_MGAM,0_MGLL,0_MGST1,0_MICAL3,0_MIPOL1,0_MKKS,0_MLF2,0_MLLT1,0_MLYCD,0_MPI,0_MPZL1,0_MRPL1,0_MRPL19,0_MRPL4,0_MRPL44,0_MRPL50,0_MRPS11,0_MRPS18C,0_MRPS24,0_MRPS26,0_MRPS27,0_MRPS35,0_MST1R,0_MSTO1,0_MT1A,0_MTAP,0_MTMR12,0_MTUS2,0_MVK,0_MXD1,0_MXI1,0_MYO9B,0_N4BP2L1,0_N6AMT1,0_NAAA,0_NAGA,0_NAV2,0_NCBP2,0_NCKAP5L,0_NCSTN,0_NDOR1,0_NDRG1,0_NDST2,0_NDUFA4,0_NDUFA4L2,0_NDUFB2,0_NDUFB4,0_NDUFS6,0_NDUFV2,0_NECAB3,0_NEDD4L,0_NEK3,0_NELL1,0_NEU1,0_NFX1,0_NFYB,0_NGB,0_NIP7,0_NIPBL,0_NME1,0_NME3,0_NOB1,0_NOMO1,0_NOMO2,0_NOP58,0_NPC1,0_NPC2,0_NQO2,0_NR2C2AP,0_NR3C1,0_NR3C2,0_NRP2,0_NRSN2,0_NSDHL,0_NSL1,0_NSUN6,0_NT5C,0_NTN1,0_NUDT5,0_NUP210,0_NUP50,0_NXPH2,0_OCIAD2,0_OGDHL,0_OGFOD2,0_OPTN,0_OSBPL1A,0_OTP,0_OTUD6B,0_P2RX4,0_P2RX6,0_P4HA3,0_P4HB,0_PABPC5,0_PACSIN3,0_PADI1,0_PAGE4,0_PAK1,0_PAPOLA,0_PAPOLG,0_PAPSS2,0_PAQR7,0_PARM1,0_PARP3,0_PARP6,0_PAWR,0_PBXIP1,0_PCDH10,0_PCDHB4,0_PCDHB5,0_PCDHGA1,0_PCDHGA2,0_PCDHGA5,0_PCDHGA9,0_PCDHGB2,0_PCDHGB3,0_PCDHGB5,0_PCDHGB6,0_PCDHGB7,0_PCID2,0_PCK1,0_PCMTD2,0_PCNA,0_PCYOX1,0_PDAP1,0_PDE11A,0_PDE3A,0_PDE9A,0_PDHX,0_PDK1,0_PDLIM1,0_PDZK1,0_PDZK1IP1,0_PEBP1,0_PECR,0_PEG3,0_PEX16,0_PEX6,0_PFDN5,0_PFN2,0_PGAP3,0_PGLS,0_PGLYRP2,0_PHB2,0_PHKA2,0_PHLPP1,0_PHPT1,0_PI16,0_PI4K2A,0_PIAS2,0_PICK1,0_PIGR,0_PIGS,0_PIK3C2B,0_PIK3C3,0_PIK3CA,0_PIP5K1A,0_PIR,0_PKD1,0_PKNOX1,0_PLA2G12B,0_PLA2G15,0_PLA2G4C,0_PLAU,0_PLCD1,0_PLCE1,0_PLCG2,0_PLD2,0_PLEK2,0_PLEKHG1,0_PLEKHJ1,0_PLK2,0_PLS1,0_PLTP,0_PNKP,0_PNPLA2,0_PNPLA3,0_PNPLA8,0_PNPT1,0_POC1A,0_POLD1,0_POLDIP3,0_POLR2F,0_POR,0_POTEE,0_POU2F1,0_PPID,0_PPP1R9B,0_PPP2R2A,0_PPP2R2B,0_PPP2R2C,0_PPP2R2D,0_PPP2R3C,0_PPRC1,0_PRAM1,0_PRCC,0_PRDM10,0_PRDX1,0_PRDX4,0_PREX2,0_PRICKLE4,0_PRKAA2,0_PRKAB2,0_PRKCD,0_PRKG1,0_PRMT7,0_PRPF31,0_PRPF6,0_PSMA4,0_PSMC6,0_PSMD9,0_PSME3,0_PSMF1,0_PTAFR,0_PTEN,0_PTGER4,0_PTGR1,0_PTHLH,0_PTK2B,0_PTPN9,0_PTPRA,0_PUS10,0_PXK,0_QPCT,0_QPRT,0_RAB10,0_RAB11FIP2,0_RAB1A,0_RAB21,0_RAB22A,0_RAB30,0_RAB31,0_RAB3GAP1,0_RAB5B,0_RAB5C,0_RAB6A,0_RAB9A,0_RABGGTA,0_RAD23B,0_RADIL,0_RALA,0_RANBP1,0_RANBP2,0_RANBP3L,0_RAP1GAP,0_RAP1GAP2,0_RAPH1,0_RBBP4,0_RBBP8,0_RBKS,0_RBM12,0_RBM15,0_RBM25,0_RBM5,0_RBP5,0_RCBTB2,0_REC8,0_REEP6,0_RELL1,0_REM1,0_REN,0_RFC1,0_RFC3,0_RFX1,0_RGPD1,0_RGPD5,0_RHOT2,0_RIC3,0_RIF1,0_RIMS2,0_RIT1,0_RNASEL,0_RNASET2,0_RNF115,0_RNF4,0_RPA4,0_RPL21,0_RPL26,0_RPL8,0_RPRD1A,0_RPS9,0_RRAS2,0_RRM2B,0_RXRA,0_RYBP,0_S100A1,0_S100A13,0_S1PR2,0_SAA4,0_SAP18,0_SAR1A,0_SART3,0_SCAMP4,0_SCARA5,0_SCARB1,0_SCARB2,0_SCGN,0_SDC1,0_SDCBP2,0_SEC14L2,0_SENP2,0_SERPINA3,0_SERPINA4,0_SERPINC1,0_SERPINH1,0_SF3A3,0_SF3B5,0_SFRP1,0_SFXN1,0_SFXN5,0_SGSM1,0_SGSM3,0_SGTA,0_SH3BP5L,0_SH3PXD2B,0_SH3RF1,0_SH3RF3,0_SIAH1,0_SIM2,0_SIRPA,0_SIRT1,0_SLBP,0_SLC13A3,0_SLC16A1,0_SLC16A4,0_SLC17A4,0_SLC1A1,0_SLC1A4,0_SLC25A10,0_SLC25A12,0_SLC25A36,0_SLC25A38,0_SLC25A4,0_SLC26A11,0_SLC27A4,0_SLC29A3,0_SLC35B3,0_SLC35C2,0_SLC35F2,0_SLC38A2,0_SLC38A6,0_SLC43A1,0_SLC43A2,0_SLC6A12,0_SLC7A1,0_SLC9A2,0_SMAGP,0_SMC1A,0_SMG1,0_SMTN,0_SNAP29,0_SNAP47,0_SNAPC2,0_SNAPIN,0_SNN,0_SNRNP40,0_SNRPD3,0_SNX10,0_SNX15,0_SNX9,0_SOCS3,0_SORCS1,0_SOX4,0_SPAG5,0_SPATA18,0_SPOCK2,0_SPTBN2,0_SPTY2D1,0_SQLE,0_SQSTM1,0_SREBF2,0_SRI,0_SSBP1,0_SSBP2,0_SSU72,0_ST3GAL1,0_ST6GALNAC6,0_ST8SIA2,0_ST8SIA5,0_STARD13,0_STARD4,0_STARD7,0_STBD1,0_STC2,0_STIM2,0_STOM,0_STRBP,0_STUB1,0_STX10,0_STX11,0_STX12,0_STX18,0_STX8,0_SUMO4,0_SUPT3H,0_SVIP,0_SYNRG,0_SYT15,0_TACC2,0_TAF8,0_TBC1D1,0_TBC1D14,0_TBC1D9B,0_TBCC,0_TBCEL,0_TBKBP1,0_TBX2,0_TCEA3,0_TCF3,0_TCHP,0_TCP11L1,0_TCTN1,0_TDRKH,0_TESC,0_TEX2,0_TGDS,0_TGFB1,0_THOC2,0_THOC3,0_TIFA,0_TIGD1,0_TIMM17B,0_TIMM8A,0_TIMP2,0_TIPRL,0_TM2D2,0_TM4SF18,0_TMCC3,0_TMED10,0_TMED5,0_TMED7-TICAM2,0_TMEM106C,0_TMEM132E,0_TMEM165,0_TMEM175,0_TMEM176A,0_TMEM176B,0_TMEM229B,0_TMEM30A,0_TMEM39A,0_TMEM50B,0_TMTC1,0_TMX1,0_TNFAIP3,0_TNFAIP8L3,0_TNFRSF10B,0_TNIP2,0_TOE1,0_TOR1A,0_TOR3A,0_TP53BP1,0_TP53I3,0_TPD52,0_TPK1,0_TRADD,0_TRAF3IP1,0_TRAF6,0_TRAPPC2L,0_TRIB2,0_TRIM11,0_TRIM23,0_TRIM25,0_TRIM38,0_TRIM5,0_TRIM69,0_TRIM7,0_TRIP12,0_TRIP6,0_TRMT12,0_TRMT5,0_TRMT6,0_TSC22D2,0_TSHR,0_TSKU,0_TSSC4,0_TSTD1,0_TTC17,0_TTC30A,0_TTLL7,0_TUBGCP3,0_TUFT1,0_TWF1,0_TXLNA,0_TXNRD1,0_TYW3,0_UBA2,0_UBAC1,0_UBC,0_UBE2D3,0_UBE2L3,0_UBE2N,0_UBE2Z,0_UBL4A,0_UBOX5,0_UBQLN1,0_UBQLN2,0_UCK1,0_UFC1,0_UGT1A6,0_UNC45A,0_UNC5B,0_UNC5CL,0_UPK1B,0_UROC1,0_USP4,0_USP54,0_USP6NL,0_USP9X,0_VAPB,0_VARS2,0_VEGFA,0_VHL,0_VIM,0_VIPR2,0_VPS11,0_VPS13A,0_VPS26A,0_VPS37C,0_VRK1,0_VWF,0_WAS,0_WBP4,0_WDFY1,0_WDFY3,0_WDR17,0_WDR53,0_WDR54,0_WDR5B,0_WFS1,0_WIPF1,0_WNK1,0_WNK4,0_XK,0_XPC,0_XPNPEP1,0_XPNPEP3,0_XPO5,0_XPR1,0_YAP1,0_YWHAE,0_YY1,0_ZCCHC17,0_ZCCHC8,0_ZDHHC14,0_ZDHHC17,0_ZFAND2A,0_ZFPM2,0_ZKSCAN4,0_ZMYND19,0_ZNF211,0_ZNF234,0_ZNF317,0_ZNF343,0_ZNF433,0_ZNF436,0_ZNF44,0_ZNF575,0_ZNF598,0_ZNF69,0_ZNF703,0_ZNF76,0_ZNF81,0_ZW10
0,0,81,0,15,0,0,0,0,0,10,30,0,0,10,0,26,0,0,0,0,3,51,0,0,0,11,0,21,0,0,0,0,0,7,129,32,0,5,0,0,40,0,0,0,0,0,0,0,0,0,101,0,0,44,21,25,0,0,27,0,0,0,0,0,0,0,41,50,2,0,0,0,8,0,0,21,0,16,0,9,0,0,0,0,0,0,0,28,7,0,18,0,70,0,0,0,0,0,22,0,47,2,0,0,0,0,23,0,1,0,45,2,0,0,19,23,0,0,0,39,0,0,11,0,12,0,63,0,0,0,8,11,0,0,0,0,0,0,0,33,3,0,0,6,0,0,16,0,0,0,0,49,8,0,0,0,0,8,0,12,52,1,0,0,0,35,21,0,0,0,0,10,7,16,38,170,0,95,0,120,16,0,73,63,0,6,0,0,0,0,0,96,20,0,12,48,71,0,23,52,31,15,0,0,2,0,0,82,11,7,0,0,0,7,0,0,0,0,0,0,0,31,10,58,0,0,0,75,0,69,0,0,0,0,0,138,30,4,3,0,0,0,0,0,0,28,6,21,0,0,0,0,0,0,28,0,0,0,0,0,31,0,0,5,0,0,14,0,0,18,0,32,16,0,0,0,15,7,0,59,0,0,0,26,0,0,25,3,0,31,0,0,17,0,0,0,70,11,5,0,14,0,0,0,0,0,0,0,0,6,0,0,0,0,0,16,6,10,0,0,0,64,0,0,0,0,0,22,15,13,0,0,0,20,30,0,0,35,0,0,15,0,0,0,40,0,0,0,0,29,38,0,0,0,0,0,62,38,0,9,0,51,0,0,0,1,3,0,0,0,0,0,0,0,2,44,0,31,21,50,0,0,0,18,26,0,19,0,0,13,0,26,0,0,0,0,0,0,0,14,20,15,0,0,4,0,0,47,0,0,0,0,0,59,0,23,0,20,142,8,0,35,0,10,0,0,33,44,4,42,0,2,72,55,0,2,0,0,0,108,0,0,14,0,0,10,0,8,41,0,0,34,30,0,0,0,0,0,0,0,0,0,15,0,0,5,81,26,43,0,0,0,0,38,0,0,48,0,0,15,31,7,0,0,0,16,0,0,0,0,11,0,1,0,0,0,0,0,0,21,2,0,0,0,0,39,0,0,0,78,0,0,0,0,6,0,56,49,1,3,0,0,17,0,0,0,0,11,44,0,0,6,7,0,0,0,0,0,0,6,0,0,34,0,0,0,0,0,89,6,57,45,0,0,20,20,0,62,0,0,0,9,0,21,0,34,0,0,0,6,26,0,0,0,0,3,0,0,0,0,0,82,45,0,40,14,6,13,0,10,37,1,0,71,0,0,0,0,0,0,0,0,0,0,0,0,24,0,27,28,0,0,0,0,0,0,0,7,1,0,40,0,0,1,0,34,19,62,31,0,0,0,0,0,0,0,89,0,0,0,65,0,0,0,0,0,39,0,0,3,0,38,0,0,0,27,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,116,0,0,0,19,0,19,0,1,21,0,0,55,0,24,0,0,0,0,0,15,0,0,0,0,0,13,64,0,0,59,3,0,0,35,0,80,0,0,1,16,0,17,0,8,30,33,0,0,14,28,0,0,81,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51,0,27,0,0,1,8,0,0,0,31,0,0,0,0,20,0,15,0,0,15,0,20,35,0,55,4,82,0,6,0,4,28,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,26,0,42,80,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,143,54,27,0,24,0,120,0,0,0,0,0,9,0,0,0,0,0,8,10,0,71,3,0,0,0,0,0,3,0,0,0,27,0,18,0,51,55,0,0,0,0,0,0,0,0,48,0,0,58,0,6,0,12,29,16,55,0,0,19,8,0,0,30,70,0,0,0,0,0,0,37,0,0,0,0,0,17,0,60,0,0,0,44,23,53,0,18,23,0,31,0,22,0,142,0,0,68,0,0,0,0,0,19,0,0,0,91,0,0,0,108,39,8,0,28,25,0,40,0,0,0,7,0,7,9,12,0,0,25,172,0,0,0,9,93,0,17,0,0,0,0,0,77,35,0,22,0,0,0,0,0,27,0,30,0,0,0,0,11,58,0,23,23,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,59,12,18,2,29,0,14,0,37,46,0,0,16,0,0,98,0,0,0,0,0,0,9,0,0,0,25,41,0,87,0,0,0,0,0,0,0,39,0,0,0,0,0,5,0,0,80,0,0,25,0,0,0,0,137,20,0,0,0,0,0,0,0,32,0,3,11,0,0,11,0,71,18,6,0,0,0,0,0,5,0,0,4,0,0,23,0,0,0,0,6,0,0,14,0,128,26,0,0,0,0,21,0,34,22,0,19,0,0,0,0,0,0,53,0,38,8,11,0,0,0,5,0,3,0,0,0,0,19,20,0,0,30,0,12,21,2,78,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,229,0,0,2,0,1,1,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,7,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,49,4,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,53,0,0,0,1,0,0,14,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,8,0,0,1,0,0,0,1,1,0,0,0,4,0,0,0,0,1,0,1,0,0,2,0,0,0,0,4,0,0,0,0,0,9,2,1,10,2,0,0,2,0,1,0,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,3,61,0,1,0,1,0,0,10,0,0,0,317,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,15,2,1,0,0,0,0,0,0,0,0,0,302,0,0,1,1,1,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,4,10,0,1,3,0,10,0,0,1,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,0,0,0,0,0,0,0,8,2,0,0,0,35,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,2,0,4,14,0,0,0,0,0,7,0,154,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,47,0,0,7,3,5,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,5,1,0,0,3,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,5,1,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,48,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,8,103,32,95,0,0,0,4,0,0,2,0,8,0,0,0,0,0,121,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,147,0,0,0,0,0,0,0,21,0,1,0,0,2,3,0,36,0,0,0,0,0,0,0,1,1,0,0,0,0,238,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,0,0,7,0,0,0,0,1,0,0,0,0,2,6,0,0,0,0,1,0,0,0,1,0,0,411,0,0,0,0,0,1,0,0,0,0,0,0,5,435,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,126,8,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,1,2,0,0,177,0,1,0,1,0,35,0,0,0,1,0,0,2,1,1,1,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,0,0,1
