gen,0_A2BP1,0_ABCA17P,0_ABCB5,0_ABCC9,0_ABHD3,0_ABI3BP,0_ACAP1,0_ACOT7,0_ACPL2,0_ACTA2,0_ACTR3,0_ACVR1C,0_ADAMTSL3,0_ADAT2,0_ADCK5,0_ADCY8,0_ADCYAP1,0_ADC,0_ADH1A,0_ADH4,0_ADIPOQ,0_AFF2,0_AGBL2,0_AHI1,0_AKAP5,0_AKR1C3,0_ALB,0_ALDH1A2,0_ALDOC,0_ALG3,0_ALG8,0_ALK,0_AMACR,0_AMPD3,0_ANGPTL2,0_ANKRD58,0_ANO7,0_AOC2,0_APEH,0_APLP2,0_APOA1,0_APOBEC3A,0_APOB,0_APOC1,0_APOD,0_APOLD1,0_AQP7,0_ARHGAP11A,0_ARHGAP36,0_ARHGEF4,0_ARHGEF6,0_ARL8A,0_ASB4,0_ASPG,0_ATF3,0_ATG3,0_ATG4D,0_ATP13A1,0_ATP1A2,0_ATP1A3,0_ATPAF2,0_ATXN3L,0_ATXN7L3,0_AVPI1,0_B3GAT1,0_B4GALT3,0_B4GALT4,0_BAHCC1,0_BAI2,0_BAMBI,0_BARHL1,0_BCCIP,0_BCL2L12,0_BCL2L14,0_BDP1,0_BFSP2,0_BOD1L,0_BPIL1,0_BRCA2,0_BRD4,0_BTBD17,0_BTBD3,0_BTBD8,0_BUB3,0_C10orf128,0_C10orf53,0_C10orf90,0_C10orf95,0_C11orf51,0_C11orf82,0_C11orf87,0_C11orf92,0_C11orf95,0_C12orf39,0_C12orf44,0_C12orf52,0_C12orf53,0_C12orf70,0_C13orf29,0_C13orf33,0_C14orf109,0_C14orf129,0_C14orf143,0_C14orf28,0_C15orf42,0_C15orf58,0_C16orf13,0_C16orf42,0_C16orf59,0_C16orf82,0_C17orf56,0_C17orf72,0_C17orf95,0_C18orf16,0_C1QL2,0_C1QTNF2,0_C1QTNF9,0_C1orf135,0_C1orf150,0_C1orf31,0_C1orf65,0_C1orf86,0_C1orf97,0_C21orf29,0_C21orf90,0_C22orf39,0_C2CD2,0_C2orf83,0_C3orf39,0_C4BPB,0_C4orf36,0_C6orf120,0_C6orf127,0_C6orf141,0_C6orf142,0_C6orf35,0_C6orf47,0_C6,0_C7orf53,0_C8orf34,0_C9orf150,0_C9orf171,0_CA3,0_CABC1,0_CACHD1,0_CAPZA1,0_CBX8,0_CCDC109B,0_CCDC152,0_CCDC153,0_CCDC24,0_CCDC43,0_CCDC51,0_CCDC78,0_CCDC80,0_CCDC88C,0_CCDC89,0_CCDC8,0_CCL11,0_CCL1,0_CCNA2,0_CCNB1,0_CCR7,0_CD226,0_CD37,0_CD53,0_CD99L2,0_CDC45,0_CDCA5,0_CDH10,0_CDKN1A,0_CDKN2C,0_CDKN3,0_CEBPA,0_CEL,0_CEND1,0_CENPF,0_CENPP,0_CEP55,0_CEP70,0_CES1,0_CFHR1,0_CGRRF1,0_CHAF1B,0_CHD9,0_CHPF,0_CHRNA9,0_CKAP5,0_CKB,0_CKMT2,0_CLDN19,0_CLDN25,0_CLEC18C,0_CLEC4GP1,0_CLEC4M,0_CLEC6A,0_CLSPN,0_CLVS1,0_CNGA1,0_CNGA4,0_CNOT3,0_CNR1,0_CNR2,0_COL10A1,0_COL25A1,0_COL4A3,0_COMMD3,0_COMP,0_COPS6,0_CPA1,0_CPA2,0_CPEB1,0_CRADD,0_CRISP2,0_CRISP3,0_CRISPLD1,0_CRTAC1,0_CSAG2,0_CSAG3,0_CSMD1,0_CSN1S1,0_CSNK2B,0_CSPG5,0_CTNNAL1,0_CTSG,0_CTTNBP2,0_CWF19L2,0_CXCL10,0_CXCL13,0_CXCL2,0_CXCL9,0_CXorf40A,0_CXorf57,0_CYMP,0_CYP1A1,0_CYP24A1,0_CYP2A6,0_CYP2C19,0_CYP3A4,0_CYP4B1,0_CYP4F11,0_CYP8B1,0_CYTL1,0_DCDC2,0_DCN,0_DDX26B,0_DEF6,0_DHDPSL,0_DIAPH3,0_DIO3OS,0_DIRC3,0_DISP1,0_DIXDC1,0_DKFZP434L187,0_DKK4,0_DLAT,0_DLGAP5,0_DLK1,0_DLL1,0_DNAH14,0_DNAH2,0_DNAJC7,0_DNAJC9,0_DNMT1,0_DOCK4,0_DOK3,0_DPEP1,0_DPP3,0_DPYS,0_DRD1,0_DTHD1,0_DTNBP1,0_E2F7,0_ECEL1,0_ECT2,0_EDA2R,0_EEPD1,0_EFS,0_EGFR,0_EGR2,0_EHBP1,0_EHMT2,0_EIF4A2,0_EIF4EBP2,0_ELAVL1,0_ELOVL2,0_ELTD1,0_EMCN,0_EMID2,0_EML5,0_EMX1,0_ENOX2,0_ENTHD1,0_EPB41L2,0_EPB41L4B,0_ERCC8,0_ERP29,0_ESR2,0_ESRP1,0_ETFA,0_EVPL,0_F5,0_FAM100A,0_FAM110A,0_FAM122A,0_FAM129C,0_FAM13AOS,0_FAM149A,0_FAM153A,0_FAM180B,0_FAM184B,0_FAM190A,0_FAM195A,0_FAM46B,0_FAM49A,0_FAM57B,0_FAM71E1,0_FAM7A3,0_FAM83D,0_FAM9C,0_FAT3,0_FBF1,0_FBLN1,0_FBXL18,0_FBXL3,0_FBXO33,0_FBXO40,0_FCHO2,0_FGD5,0_FGF10,0_FGF14,0_FGFBP2,0_FIGF,0_FIGNL2,0_FLJ34503,0_FLJ42289,0_FLJ42709,0_FLNC,0_FN3KRP,0_FOSB,0_FOXD4L1,0_FOXN2,0_FOXN3,0_FOXO3B,0_FOXP2,0_FOXP3,0_FOXQ1,0_FREM1,0_FRY,0_FSHR,0_FXYD6,0_GABRA4,0_GAD1,0_GALE,0_GALNT7,0_GALNTL2,0_GALR1,0_GATAD2A,0_GCGR,0_GDF3,0_GGPS1,0_GJA3,0_GLIS1,0_GLRA2,0_GLYAT,0_GML,0_GMPPA,0_GNAI3,0_GOLGA7B,0_GOLGA8G,0_GOLGA9P,0_GOSR2,0_GPD1,0_GPLD1,0_GPR123,0_GPR126,0_GPR12,0_GPR15,0_GREB1L,0_GRIK1,0_GRIN3A,0_GRM4,0_GTF2E1,0_GYG2,0_GZMA,0_H6PD,0_HABP4,0_HAGHL,0_HAS1,0_HBA1,0_HBA2,0_HBB,0_HCG2P7,0_HCRTR1,0_HDAC4,0_HEPACAM,0_HEPN1,0_HERC2P4,0_HES5,0_HES6,0_HEXIM2,0_HGFAC,0_HHATL,0_HIBCH,0_HIST1H2BC,0_HIST1H2BF,0_HIST1H3B,0_HIST1H3J,0_HIST1H4J,0_HIST3H2A,0_HK1,0_HLA-B,0_HLA-DPB2,0_HLA-G,0_HLF,0_HMGB3,0_HMGCS2,0_HMOX2,0_HNRNPA2B1,0_HNRNPUL1,0_HOXA10,0_HOXA6,0_HOXB13,0_HOXB9,0_HPD,0_HPN,0_HR,0_HSD17B7,0_HSD3B7,0_HSPC159,0_HTR1D,0_ID2B,0_IFNGR1,0_IFRD1,0_IGFBP1,0_IGFL3,0_IGSF9,0_IKBKE,0_IL17D,0_IL17RE,0_IL18,0_IL1RAPL2,0_IL4I1,0_IL9R,0_ILF3,0_IMP5,0_INPP5K,0_INSIG2,0_INTU,0_INVS,0_IQCC,0_IQGAP2,0_IRX1,0_IRX4,0_ISLR2,0_ISY1,0_ITFG1,0_ITGB1BP1,0_ITGB3,0_ITGB7,0_ITK,0_ITPA,0_ITPR1,0_JAM3,0_JPH4,0_JRK,0_KBTBD13,0_KCNA1,0_KCNG3,0_KCNH5,0_KCNIP1,0_KCNJ11,0_KCNJ5,0_KCNK15,0_KCNK3,0_KCTD5,0_KCTD7,0_KDM4B,0_KHSRP,0_KIAA0141,0_KIAA0427,0_KIAA0494,0_KIAA1143,0_KIAA1409,0_KIAA1683,0_KIAA1919,0_KIAA2013,0_KIF15,0_KIF1A,0_KIF1B,0_KIF25,0_KIF26A,0_KIFC1,0_KLF1,0_KLHDC1,0_KLHL17,0_KLHL3,0_KPNA2,0_KREMEN1,0_KRT1,0_KRTAP10-6,0_KRTAP4-3,0_L1CAM,0_LAGE3,0_LAMA2,0_LCA5L,0_LCK,0_LCN6,0_LCP2,0_LDLRAD3,0_LEPR,0_LGALS3,0_LGALS9C,0_LGALS9,0_LGR4,0_LHX4,0_LIFR,0_LOC100128288,0_LOC100128977,0_LOC100130148,0_LOC100188949,0_LOC100287227,0_LOC121838,0_LOC134466,0_LOC148413,0_LOC221442,0_LOC285847,0_LOC339290,0_LOC401010,0_LOC401463,0_LOC647946,0_LPCAT4,0_LQK1,0_LRFN4,0_LRMP,0_LRP5,0_LRRC23,0_LRRC2,0_LRRC46,0_LRRC55,0_LRRC70,0_LST1,0_LYVE1,0_MAFG,0_MAGEA1,0_MAP1LC3B2,0_MAP3K3,0_MAP6D1,0_MAPK10,0_MAPK4,0_MAPRE2,0_MARCKSL1,0_MBNL2,0_MBNL3,0_MCM2,0_MECP2,0_MEG3,0_MEN1,0_MEOX1,0_MESDC2,0_MESTIT1,0_METTL12,0_MET,0_MFNG,0_MIA2,0_MINK1,0_MIOS,0_MLLT4,0_MLXIPL,0_MMP12,0_MND1,0_MOBKL2C,0_MORF4,0_MORN2,0_MPP6,0_MR1,0_MRO,0_MRPL34,0_MRPL52,0_MRPS12,0_MRPS16,0_MRPS26,0_MSH2,0_MST1R,0_MXD3,0_MYBL1,0_MYBPH,0_MYEF2,0_MYEOV2,0_MYH1,0_MYLK,0_MYO7B,0_MYOCD,0_MYOC,0_MYT1,0_NAB1,0_NACC1,0_NAGA,0_NANS,0_NAP1L2,0_NARFL,0_NAT10,0_NBPF3,0_NBR2,0_NCAM1,0_NCRNA00029,0_NCRNA00052,0_NCRNA00115,0_NCRNA00204B,0_NDUFA9,0_NDUFB1,0_NEDD4L,0_NELL2,0_NEURL1B,0_NEURL,0_NEUROG2,0_NFASC,0_NFE2,0_NFKBIL2,0_NFRKB,0_NHEJ1,0_NHP2,0_NKAIN1,0_NKIRAS2,0_NLRP14,0_NLRP7,0_NME2P1,0_NMT2,0_NOL6,0_NOP16,0_NPFF,0_NPIPL3,0_NR1D1,0_NR1D2,0_NR4A1,0_NR4A3,0_NRAS,0_NRD1,0_NT5E,0_NTF3,0_NUDT3,0_OAF,0_OBFC2B,0_OLA1,0_OLFML1,0_OMD,0_OR10A4,0_OR10G3,0_OR10H4,0_OR11A1,0_OR13F1,0_OR1L1,0_OR2A9P,0_OR2F1,0_OR2L13,0_OR2L3,0_OR4K2,0_OR52H1,0_OR52R1,0_OR5K2,0_OR6B3,0_OSCAR,0_OSTM1,0_OVCH1,0_P2RY11,0_P2RY14,0_PABPC4L,0_PACS1,0_PAK1,0_PAPOLB,0_PARD6G,0_PARP12,0_PASK,0_PAX1,0_PBK,0_PCBP3,0_PCDH10,0_PCDH19,0_PCDHB3,0_PCDHB5,0_PCDHGA1,0_PCDHGA3,0_PCOLCE2,0_PCSK5,0_PDE3B,0_PDE5A,0_PDGFA,0_PDGFD,0_PDGFRB,0_PDHA2,0_PDPN,0_PELO,0_PER2,0_PGA3,0_PGBD4,0_PGLYRP1,0_PHACTR2,0_PHB,0_PHKA2,0_PHYHIPL,0_PHYHIP,0_PIAS3,0_PIGC,0_PIGU,0_PIK3C2B,0_PIK3IP1,0_PITX3,0_PKD1L2,0_PKD2,0_PLA2G4A,0_PLA2G5,0_PLAC1,0_PLCXD3,0_PLIN3,0_PLXND1,0_PMS2L1,0_PMS2L2,0_PNLIPRP2,0_PNMAL2,0_POLA2,0_POLR2G,0_POLR2I,0_POM121L8P,0_PON3,0_PPAPDC1A,0_PPARA,0_PPBP,0_PPIF,0_PPIL5,0_PPM1J,0_PPP1R15B,0_PPP2R1A,0_PRCD,0_PRDM8,0_PRIMA1,0_PRKRIP1,0_PRPF19,0_PRPS2,0_PRRG1,0_PRSS1,0_PSG6,0_PSMB5,0_PSMB8,0_PSMC3IP,0_PSMD14,0_PTCHD3,0_PTH1R,0_PTPN7,0_PTRF,0_PVRL1,0_PXT1,0_PYCARD,0_PYGO2,0_RAB26,0_RAB28,0_RAB41,0_RAD54L,0_RADIL,0_RASGEF1B,0_RASGRP4,0_RBMS3,0_RDH14,0_RECQL4,0_REG3G,0_RFFL,0_RFX2,0_RFXAP,0_RGAG4,0_RGL1,0_RGS7BP,0_RHBDL1,0_RHOU,0_RHO,0_RIMS3,0_RIPK2,0_RIPPLY1,0_RNASET2,0_RNF128,0_RNF130,0_RNF214,0_RNF26,0_RNF31,0_RNF34,0_RNF38,0_RNF5,0_ROBLD3,0_ROBO2,0_RORB,0_RPA3,0_RPE65,0_RPS6KA4,0_RPUSD4,0_RUSC2,0_RYK,0_RYR2,0_RYR3,0_S100A11,0_S100B,0_SAC3D1,0_SAP30L,0_SAPS1,0_SATB2,0_SCARA5,0_SCGB1D2,0_SCGN,0_SCNN1B,0_SDHD,0_SDK1,0_SEC16B,0_SEC31B,0_SEMA3D,0_SEMA5A,0_SEMA6A,0_SEMA6C,0_SEPT10,0_SEPT12,0_SEPT6,0_SERF2,0_SERPINA1,0_SERTAD4,0_SFMBT2,0_SFPQ,0_SFRS12IP1,0_SFRS1,0_SFRS2B,0_SFTPA1,0_SFTPA2,0_SFTPD,0_SGOL1,0_SGSM2,0_SH3BP1,0_SHB,0_SHC3,0_SHISA3,0_SIAH2,0_SIDT2,0_SIGLEC14,0_SIGLEC7,0_SILV,0_SI,0_SKA1,0_SKA2,0_SLC12A3,0_SLC12A4,0_SLC13A2,0_SLC13A3,0_SLC14A2,0_SLC16A7,0_SLC19A2,0_SLC19A3,0_SLC22A12,0_SLC22A3,0_SLC23A1,0_SLC25A19,0_SLC25A41,0_SLC26A3,0_SLC29A2,0_SLC2A4RG,0_SLC35B1,0_SLC46A3,0_SLC5A11,0_SLC6A3,0_SLC9A9,0_SLIT2,0_SLITRK3,0_SMARCA4,0_SMC4,0_SMG7,0_SMPDL3B,0_SMR3B,0_SNAI1,0_SNAP47,0_SNHG5,0_SNRPG,0_SNTB2,0_SNX10,0_SNX18,0_SNX22,0_SNX4,0_SNX8,0_SPAG5,0_SPATS2,0_SPINK4,0_SPNS2,0_SPP1,0_SRC,0_SSTR2,0_ST13,0_ST3GAL3,0_ST6GALNAC6,0_STAB1,0_STAR,0_STBD1,0_STON1-GTF2A1L,0_STON1,0_STS,0_STUB1,0_STX19,0_STXBP2,0_SUN1,0_SYAP1,0_SYNM,0_SYT1,0_TAC1,0_TAF7,0_TARBP1,0_TARS2,0_TAS2R7,0_TBC1D14,0_TBC1D3H,0_TBC1D7,0_TBL2,0_TBX5,0_TCF3,0_TCP1,0_TDGF3,0_TDRD5,0_TEF,0_TEKT5,0_TGIF1,0_THSD7B,0_TIFAB,0_TIGD5,0_TIMM10,0_TM7SF4,0_TMEM141,0_TMEM14B,0_TMEM155,0_TMEM186,0_TMEM199,0_TMEM31,0_TMEM41B,0_TMEM43,0_TMEM55A,0_TMEM82,0_TNFAIP8L2,0_TNFRSF6B,0_TNNI3,0_TNNT1,0_TOX3,0_TP53BP2,0_TP53I13,0_TP63,0_TPPP,0_TRAM2,0_TRAPPC1,0_TRAPPC3,0_TRIM11,0_TRIM2,0_TRIM59,0_TRIM67,0_TRIT1,0_TRPC1,0_TRPC5,0_TRPM6,0_TRUB2,0_TSEN34,0_TSEN54,0_TSLP,0_TSPAN33,0_TSPAN8,0_TSSC1,0_TTC16,0_TTC21B,0_TTYH1,0_TUBA1B,0_TUBB3,0_TUBE1,0_TULP2,0_TWF1,0_TYRP1,0_UBE2E1,0_UBE2Q2P1,0_UBE2S,0_UBE4A,0_UGDH,0_UGT2B4,0_UHRF1,0_UNC119,0_USP22,0_USP29,0_UST,0_VAMP4,0_VAT1L,0_VGLL1,0_VLDLR,0_VMO1,0_VPS37D,0_VRK2,0_VSIG1,0_VWA1,0_WASF3,0_WBP1,0_WDFY2,0_WDR27,0_WDR66,0_WDR76,0_WDR83,0_WHAMML1,0_WISP1,0_WISP2,0_WISP3,0_WNT3A,0_WRNIP1,0_XIRP1,0_XPC,0_YARS2,0_YKT6,0_YY1AP1,0_ZACN,0_ZBTB34,0_ZBTB47,0_ZC3H12C,0_ZDHHC7,0_ZFYVE20,0_ZG16B,0_ZMYND10,0_ZNF18,0_ZNF202,0_ZNF23,0_ZNF248,0_ZNF283,0_ZNF382,0_ZNF397,0_ZNF407,0_ZNF408,0_ZNF428,0_ZNF454,0_ZNF48,0_ZNF503,0_ZNF510,0_ZNF514,0_ZNF608,0_ZNF658,0_ZNF707,0_ZNF750,0_ZNF75D,0_ZNF804B,0_ZP1,0_ZSCAN1,0_psiTPTE22
0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,62,13,0,0,22,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,10,0,0,22,82,71,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,31,138,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,79,114,0,0,0,0,55,0,0,178,0,0,0,0,112,62,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,120,9,30,0,0,0,0,0,0,0,0,40,0,0,91,151,0,0,0,0,112,54,0,0,0,130,28,0,50,15,0,0,0,0,0,0,11,0,0,0,0,0,0,26,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,78,0,151,0,0,49,0,0,0,0,0,0,79,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,84,0,0,0,0,106,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,120,70,0,0,0,40,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,42,0,57,115,121,0,24,0,0,0,0,0,3,22,32,0,0,123,0,0,0,0,0,207,0,0,0,0,0,26,0,0,0,0,32,0,0,177,112,0,17,0,0,0,0,0,0,7,0,0,7,61,0,0,0,113,0,0,0,0,34,170,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,33,229,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,21,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,125,0,0,228,0,0,0,0,0,0,0,0,0,0,0,44,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,71,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,69,0,0,92,0,150,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,90,0,0,0,104,0,26,0,49,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,84,12,0,0,0,0,36,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,4,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,197,0,0,169,0,0,0,0,0,0,165,0,40,0,0,0,0,0,0,0,0,0,0,177,0,40,0,71,0,0,0,90,0,0,0,0,0,75,0,229,0,0,0,0,0,59,79,0,0,153,0,0,0,0,134,0,0,149,0,0,0,0,0,0,0,0,0,88,0,0,0,118,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,30,19,0,0,0,0,0,9,0,0,0,0,0,0,26,0,0,0,18,1,0,0,0,0,0,37,0,0,166,0,0,0,84,0,0,31,14,108,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,0,0,0,68,0,0,0,0,0,130,0,0,0,0,0,151,0,0,0,0,0,0,69,0,0,0,0,0,139,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,220,112,0
100,0,0,0,6,0,1,0,0,0,1,0,0,1,1,1,4,273,0,0,0,0,1,0,2,0,15,0,0,0,0,0,1,3,0,1,0,3,0,1,0,4,1,0,0,129,0,0,0,0,1,0,0,0,0,0,0,0,0,90,0,4,0,1,0,0,5,1,1,2,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,272,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,3,29,1,20,1,0,0,129,2,1,3,1,0,6,7,0,196,0,0,0,2,0,0,0,1,0,0,271,1,4,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,103,2,0,0,1,0,0,0,1,1,2,0,4,22,0,0,0,0,0,0,0,228,0,0,0,5,0,45,67,0,16,0,0,0,0,0,0,1,0,0,0,0,276,0,2,0,1,0,1,0,0,1,0,1,0,0,6,0,1,0,0,88,0,0,0,0,0,0,0,0,0,1,0,0,0,42,9,0,1,2,2,0,1,7,1,2,202,0,3,18,0,2,0,2,14,0,0,6,0,3,0,4,0,1,0,2,20,1,3,1,1,1,0,1,0,0,6,1,0,1,46,0,232,0,10,160,0,0,0,0,0,3,2,0,0,0,1,0,2,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,52,0,1,1,0,128,0,3,0,33,0,0,1,0,0,0,3,9,0,0,0,2,1,0,1,4,0,1,1,0,0,0,5,1,1,0,118,1,0,1,0,2,1,0,0,2,3,0,0,0,0,19,2,1,0,0,0,0,0,0,1,102,0,0,3,6,4,0,4,115,8,1,0,0,0,1,0,0,0,117,0,1,33,1,0,44,0,9,111,0,0,1,6,0,0,1,0,1,0,0,0,0,112,1,0,197,2,1,0,1,0,0,0,2,0,0,0,0,0,1,3,0,2,0,0,0,412,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,9,82,0,0,0,0,0,0,0,106,16,0,0,1,3,1,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,3,1,0,0,253,0,0,0,0,2,1,1,0,0,1,2,1,0,426,0,0,1,0,0,0,1,0,0,0,0,3,0,6,0,0,0,0,2,1,0,1,0,0,0,0,0,1,9,60,0,0,1,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,24,0,0,356,0,4,3,0,0,0,0,3,1,0,0,0,0,0,1,1,2,0,1,0,2,0,0,0,1,0,0,1,46,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,398,0,0,0,0,0,0,2,0,2,0,1,0,0,11,0,2,0,0,0,1,1,0,4,0,2,0,0,1,3,0,0,33,2,0,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,3,0,0,0,0,0,1,0,0,1,2,21,0,4,1,1,0,0,0,1,0,1,0,9,4,0,5,0,0,0,0,0,140,3,1,0,0,1,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,183,1,0,0,1,0,1,1,0,0,2,2,0,0,1,35,2,0,1,0,1,0,1,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,1,296,8,0,2,2,0,0,0,0,0,1,92,0,0,0,1,3,0,0,0,0,2,0,0,0,0,2,1,0,413,0,0,338,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,2,11,0,1,276,0,2,0,0,0,2,0,414,0,0,0,1,0,0,3,0,2,309,0,0,0,3,1,0,1,107,1,0,0,0,0,0,0,2,0,1,5,1,0,11,1,0,0,1,1,3,1,4,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,2,347,1,0,0,0,0,0,0,13,128,1,1,0,19,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,164,2,1,0,0,0,306,0,0,0,0,0,4,5,0,0,0,0,0,2,6,0,0,0,0,220,0,256,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,4,0,7,0,0,2,1,2,1,0,2,2,0,4,14,0,0,0,4,0,0,11,1,2,0,0,2,392,95,0
