gen,0_ABCC6P1,0_ABCC9,0_ABHD6,0_ABTB1,0_ACE,0_ACO1,0_ACR,0_ACSM2A,0_ADAM19,0_ADAMDEC1,0_ADCY4,0_ADH1A,0_ADK,0_ADPRHL2,0_ADRA1B,0_AFAP1L1,0_AGPAT2,0_AIF1L,0_AKNAD1,0_AKR1C2,0_AKR1E2,0_AKR7L,0_ALDH1A1,0_ALDH2,0_ALDH4A1,0_ALOX15,0_ALS2CL,0_AMBRA1,0_AMMECR1,0_AMOTL1,0_AMTN,0_ANGPTL1,0_ANK2,0_ANKDD1A,0_ANO10,0_ANO7,0_ANTXR2,0_ANXA3,0_APCDD1,0_APITD1,0_ARAP3,0_ARFIP2,0_ARHGAP10,0_ARHGAP20,0_ARHGEF15,0_ARL6IP1,0_ARV1,0_ASTL,0_ATCAY,0_ATG9A,0_ATP13A1,0_ATP13A2,0_ATP1A2,0_ATP6V0B,0_AURKA,0_AVPI1,0_AVPR2,0_B4GALNT4,0_BAI3,0_BAMBI,0_BAT5,0_BAZ1A,0_BAZ1B,0_BCHE,0_BCL9L,0_BCL9,0_BFSP2,0_BLOC1S3,0_BRAF,0_BRD4,0_BTBD17,0_BTBD19,0_C10orf108,0_C10orf116,0_C10orf122,0_C11orf46,0_C11orf58,0_C11orf66,0_C11orf73,0_C12orf32,0_C14orf109,0_C14orf129,0_C14orf135,0_C14orf142,0_C14orf167,0_C14orf169,0_C14orf180,0_C14orf48,0_C14orf80,0_C15orf52,0_C16orf93,0_C17orf55,0_C17orf67,0_C18orf34,0_C18orf56,0_C19orf40,0_C1QTNF1,0_C1QTNF7,0_C1orf111,0_C1orf112,0_C1orf131,0_C1orf135,0_C1orf53,0_C20orf112,0_C20orf160,0_C20orf191,0_C20orf85,0_C21orf29,0_C21orf33,0_C21orf34,0_C21orf49,0_C2CD4B,0_C2orf14,0_C2orf15,0_C3orf17,0_C4BPA,0_C4orf12,0_C4orf3,0_C4orf46,0_C6orf126,0_C6orf138,0_C6orf141,0_C6orf142,0_C6orf81,0_C6,0_C7orf28B,0_C7orf29,0_C7orf41,0_C9orf125,0_C9orf79,0_C9orf82,0_C9orf95,0_CAB39L,0_CALY,0_CAMLG,0_CASC5,0_CASP12,0_CASP2,0_CASP7,0_CAV1,0_CAV2,0_CAV3,0_CBLN2,0_CBX4,0_CCAR1,0_CCBP2,0_CCDC117,0_CCDC144NL,0_CCDC152,0_CCDC46,0_CCDC64,0_CCDC81,0_CCL19,0_CCL27,0_CCNB1,0_CCNB2,0_CCT3,0_CD58,0_CD6,0_CD81,0_CD99L2,0_CDC14B,0_CDC20,0_CDC25A,0_CDC45,0_CDC7,0_CDCA2,0_CDCA4,0_CDH13,0_CDR1,0_CDX1,0_CELP,0_CEL,0_CENPE,0_CENPL,0_CEP76,0_CES1,0_CETN4P,0_CETP,0_CFB,0_CFD,0_CGA,0_CGB,0_CHL1,0_CHODL,0_CHRNA2,0_CIB3,0_CISH,0_CKMT1A,0_CKS2,0_CLDN5,0_CLDN8,0_CLEC3A,0_CLEC5A,0_CLEC6A,0_CLIC6,0_CLK2,0_CLNK,0_CLRN1OS,0_CNDP2,0_CNOT10,0_CNTFR,0_COG2,0_COG8,0_COL10A1,0_COL29A1,0_COLEC11,0_COPB1,0_CPNE2,0_CPO,0_CPSF3,0_CPSF6,0_CPT2,0_CREB3L4,0_CREB3,0_CRISPLD1,0_CRYL1,0_CSN2,0_CST1,0_CST4,0_CSTF1,0_CS,0_CTAGE5,0_CTDSPL2,0_CTPS,0_CUBN,0_CX3CR1,0_CXCL10,0_CXCL13,0_CYGB,0_CYP1A1,0_CYP24A1,0_CYP2A6,0_CYP2R1,0_CYP2U1,0_CYP3A4,0_CYP4F11,0_CYP8B1,0_DAB2IP,0_DCAF10,0_DCAF11,0_DCAF12,0_DCD,0_DCTN6,0_DDIT3,0_DDX20,0_DEFB132,0_DENND2A,0_DGAT2,0_DGKI,0_DHX34,0_DIRAS2,0_DIRC3,0_DISP1,0_DKK3,0_DKK4,0_DLL4,0_DNAJC27,0_DNASE1L3,0_DNMT1,0_DOCK6,0_DOK4,0_DPP4,0_DSEL,0_DSN1,0_DTHD1,0_DUOX2,0_DYNC1LI2,0_DYX1C1,0_EDA2R,0_EFTUD1,0_EHD2,0_EIF2B5,0_ELOVL2,0_EML1,0_EMX2OS,0_ENPP2,0_EPB41L2,0_EPB42,0_EPHB4,0_ERH,0_ESCO1,0_ESM1,0_ESPL1,0_ETFB,0_EXO1,0_EXOSC5,0_EXTL3,0_F2RL2,0_FADS3,0_FAHD1,0_FAHD2A,0_FAM120B,0_FAM168B,0_FAM177A1,0_FAM200B,0_FAM70A,0_FAM71A,0_FAM7A2,0_FAM92A3,0_FANCF,0_FANCG,0_FBXO22,0_FBXO45,0_FCGR1A,0_FEZ1,0_FFAR2,0_FGF10,0_FGF16,0_FGF9,0_FHL5,0_FLJ43390,0_FLT4,0_FOLR2,0_FOXQ1,0_FUBP1,0_FUT8,0_GANAB,0_GATA6,0_GCAT,0_GCH1,0_GDF10,0_GEMIN8P4,0_GINS2,0_GIPC2,0_GLDN,0_GLP2R,0_GNG4,0_GNG5,0_GOLPH3,0_GOSR2,0_GPATCH2,0_GPBAR1,0_GPD2,0_GPIHBP1,0_GPR146,0_GPR149,0_GPR19,0_GPR34,0_GPR89A,0_GPRASP1,0_GREB1L,0_GREB1,0_GREM2,0_GRIK1,0_GRXCR2,0_GSTZ1,0_GTDC1,0_GTF2E1,0_GTSE1,0_H2BFM,0_H3F3A,0_HADH,0_HARBI1,0_HBA1,0_HCRTR1,0_HEPACAM,0_HGF,0_HHATL,0_HIC1,0_HIST1H2AB,0_HIST1H4H,0_HIST2H3C,0_HIST3H2BB,0_HKR1,0_HLA-DPB2,0_HMGB2,0_HMMR,0_HNRNPAB,0_HNRNPC,0_HOOK1,0_HOXA10,0_HOXD1,0_HSD17B13,0_HSD17B7,0_HSPA12A,0_HSPB7,0_HTR4,0_ID3,0_IGFL2,0_IL11RA,0_IL17D,0_IL17RB,0_IL17RE,0_IL18,0_IL1F10,0_IL21,0_IL24,0_IMP5,0_IMPACT,0_INA,0_INSL6,0_IPO4,0_IPO9,0_IRF7,0_IRF9,0_IRX4,0_ISCU,0_ISLR2,0_ITK,0_ITPRIPL2,0_IWS1,0_JAM3,0_JPH3,0_JRK,0_KBTBD13,0_KCNB1,0_KCNE1,0_KCNE3,0_KCNH1,0_KCNIP2,0_KCNJ11,0_KCNJ16,0_KCTD10,0_KDM2B,0_KDM4A,0_KDM4B,0_KIAA0040,0_KIAA0748,0_KIAA1211,0_KIAA1239,0_KIAA1614,0_KIAA1644,0_KIAA1737,0_KIAA1751,0_KIF14,0_KIF20B,0_KIF23,0_KIFC1,0_KLF8,0_KNTC1,0_KRTAP13-4,0_KYNU,0_L1CAM,0_LAMA4,0_LAMP3,0_LCN6,0_LDLRAD3,0_LETM2,0_LHX5,0_LIMCH1,0_LIN7C,0_LIN9,0_LMNA,0_LMO2,0_LOC100128554,0_LOC100128977,0_LOC100130148,0_LOC143666,0_LOC145820,0_LOC148145,0_LOC220429,0_LOC257358,0_LOC283174,0_LOC285419,0_LOC285847,0_LOC286367,0_LOC374443,0_LOC399815,0_LOC400696,0_LOC400804,0_LOC494141,0_LOC55908,0_LOC572558,0_LOC645166,0_LOC653566,0_LOC729467,0_LOC732275,0_LRP1,0_LRP5,0_LRRC1,0_LRRC8D,0_LRRFIP2,0_LSM4,0_LSS,0_LTBP3,0_LTBP4,0_LYNX1,0_MAFK,0_MAGEA1,0_MAGEF1,0_MAK,0_MANEAL,0_MANF,0_MAOA,0_MAP1LC3B2,0_MAP2K5,0_MAP3K5,0_MAZ,0_MBLAC1,0_MCAM,0_MCC,0_MCFD2,0_MCM10,0_MCM5,0_MED20,0_MED29,0_MERTK,0_MESTIT1,0_METTL7A,0_MGAT2,0_MGC45800,0_MGLL,0_MIAT,0_MIPEP,0_MKI67,0_MLF1IP,0_MLXIPL,0_MMP11,0_MMP12,0_MMP13,0_MOAP1,0_MOBKL2C,0_MOCOS,0_MPRIP,0_MRGPRX1,0_MRVI1,0_MSL2,0_MTA3,0_MTHFS,0_MYH1,0_MYO18A,0_MYO1H,0_MYOCD,0_MYOC,0_NAP1L4,0_NCAPG,0_NCRNA00087,0_NCRNA00181,0_NDNL2,0_NDST1,0_NDUFAF2,0_NDUFS3,0_NDUFS4,0_NEU2,0_NFE2,0_NFKBIA,0_NFKBIE,0_NGF,0_NME2,0_NMNAT2,0_NMT2,0_NOL11,0_NOL6,0_NOS1AP,0_NPFF,0_NPPB,0_NQO2,0_NRSN2,0_NRXN1,0_NTS,0_NUDT16L1,0_NUP98,0_NXNL2,0_OAF,0_ODF3L1,0_ODZ3,0_OLFML1,0_OLFML2A,0_OR2A9P,0_OR2F1,0_OR4F6,0_OR51E1,0_OR52H1,0_OR5D18,0_OR7A10,0_ORC6L,0_OSBPL10,0_OTOP2,0_OTX1,0_OVOL2,0_P2RX6,0_PAFAH1B1,0_PAG1,0_PALB2,0_PALM2-AKAP2,0_PARK2,0_PASK,0_PAX3,0_PBK,0_PCDH12,0_PCDHA3,0_PCDHA7,0_PCDHB5,0_PCDHGA6,0_PCDHGB5,0_PCMT1,0_PCNAP1,0_PCNA,0_PCYT1A,0_PDCL3,0_PDE1B,0_PDE4A,0_PDE4C,0_PDGFD,0_PDIA3P,0_PDK4,0_PDZD2,0_PDZK1P1,0_PEAR1,0_PEG10,0_PEG3,0_PELI2,0_PFKFB3,0_PGA5,0_PGBD2,0_PGF,0_PGM5P2,0_PGRMC2,0_PHKB,0_PHOSPHO1,0_PHYHIP,0_PI15,0_PI16,0_PIGU,0_PINK1,0_PKHD1L1,0_PLA2G2A,0_PLA2G2D,0_PLAC9,0_PLCH2,0_PLEKHA9,0_PLXNB3,0_PLXND1,0_PM20D1,0_PMP22,0_PNPLA7,0_POLR1D,0_POLR2I,0_POSTN,0_PPARG,0_PPDPF,0_PPFIA2,0_PPIL1,0_PPIL5,0_PPP1CA,0_PPP1R1A,0_PPP1R3G,0_PPP2R5D,0_PPP2R5E,0_PRDX6,0_PRG4,0_PRIM2,0_PRKAA2,0_PRMT6,0_PROKR1,0_PROX1,0_PRPS2,0_PRR19,0_PRRG1,0_PSG1,0_PSMA1,0_PSMA3,0_PSMB5,0_PTBP1,0_PTCHD3,0_PTGER4,0_PTPN21,0_PTPN2,0_PTPRQ,0_PTPRS,0_PXDNL,0_QPRT,0_RAB10,0_RAB19,0_RAET1G,0_RAMP2,0_RAP1GAP2,0_RAPGEF1,0_RASAL2,0_RASL10B,0_RASSF9,0_RAVER1,0_RBP4,0_RECK,0_REPS2,0_RFWD3,0_RGAG4,0_RNASE4,0_RNF146,0_RNF214,0_RNF222,0_RNF31,0_ROBO2,0_RP1L1,0_RPH3A,0_RPL23AP82,0_RRAD,0_RRM1,0_RTKN2,0_SAA1,0_SAE1,0_SAMD10,0_SASS6,0_SCARF1,0_SEC11C,0_SELL,0_SEMA3F,0_SEPT14,0_SERPINA9,0_SF3B4,0_SFTA1P,0_SGCG,0_SGOL1,0_SGOL2,0_SGPL1,0_SH3TC2,0_SHD,0_SHOX,0_SIP1,0_SIRPG,0_SIX3,0_SLA,0_SLC12A8,0_SLC14A2,0_SLC16A6,0_SLC17A7,0_SLC1A4,0_SLC22A18,0_SLC23A1,0_SLC23A2,0_SLC24A2,0_SLC25A15,0_SLC25A22,0_SLC25A42,0_SLC2A9,0_SLC41A3,0_SLC4A10,0_SLC4A1,0_SLC6A2,0_SLC7A10,0_SLC7A14,0_SLCO6A1,0_SMOC1,0_SMR3A,0_SMR3B,0_SNRPB,0_SNTA1,0_SNW1,0_SNX22,0_SNX3,0_SNX4,0_SPAG16,0_SPATA22,0_SPIN2A,0_SPIN2B,0_SPINT2,0_SPNS2,0_SPOCK3,0_SPRR2F,0_SPRYD3,0_SRRT,0_ST3GAL3,0_ST3GAL6,0_STAB1,0_STARD8,0_STAT5B,0_STK32A,0_STK39,0_STMN1,0_STRA13,0_STXBP1,0_STXBP6,0_SUCLA2,0_SUPT16H,0_SYN3,0_SYNPO,0_SYPL2,0_SYT1,0_SYTL3,0_TAF6,0_TAF7,0_TARS2,0_TARSL2,0_TBL1XR1,0_TBP,0_TCF15,0_TCF7L1,0_TCP1,0_TCTEX1D4,0_TDG,0_TFB2M,0_TFR2,0_TGFBR2,0_TGIF1,0_TJP3,0_TK2,0_TLCD1,0_TLX1,0_TMEM132C,0_TMEM209,0_TMEM211,0_TMEM22,0_TMEM31,0_TMEM37,0_TMEM41B,0_TMEM43,0_TMEM47,0_TMEM48,0_TMEM88,0_TMIE,0_TMPPE,0_TMPRSS4,0_TNFRSF10D,0_TNFRSF9,0_TOX3,0_TPI1P2,0_TPRG1L,0_TPRN,0_TREH,0_TRIM24,0_TRPA1,0_TRPC6,0_TRPM3,0_TSC1,0_TSEN54,0_TSNARE1,0_TSPAN13,0_TSPAN4,0_TTC39C,0_TTC4,0_TYRP1,0_UBAP2,0_UBR7,0_UGT2B4,0_USHBP1,0_USP14,0_USP25,0_USP37,0_VAMP3,0_VAMP4,0_VAV2,0_VAV3,0_VGLL3,0_VPRBP,0_VPS37B,0_VSIG1,0_VSIG8,0_VWF,0_WDR89,0_WNT3A,0_WSCD1,0_WWOX,0_XBP1,0_XCR1,0_XG,0_XKRX,0_XPA,0_XPC,0_XRCC1,0_YDJC,0_YIPF1,0_YIPF5,0_ZDHHC15,0_ZDHHC19,0_ZEB2,0_ZMYM4,0_ZNF101,0_ZNF143,0_ZNF195,0_ZNF25,0_ZNF30,0_ZNF320,0_ZNF382,0_ZNF385B,0_ZNF398,0_ZNF416,0_ZNF480,0_ZNF530,0_ZNF548,0_ZNF550,0_ZNF581,0_ZNF586,0_ZNF606,0_ZNF620,0_ZNF629,0_ZNF664,0_ZNF750,0_ZNF772,0_ZNF778,0_ZNF92,0_ZP1,0_ZWILCH
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,376,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,282,0,0,0,0,0,0,0,0,14,42,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,249,0,0,0,0,79,0,0,0,0,0,0,239,0,0,0,269,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,144,0,0,0,0,0,0,0,0,86,0,0,266,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,213,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,167,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,173,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,86,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,53,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,58,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,112,0,184,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,200,0,323,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,114,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,97,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,199,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,331,0
100,0,6,0,1,3,0,1,1,0,0,0,1,0,0,29,11,0,0,1,1,1,0,0,1,1,36,0,6,0,0,2,0,1,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,3,0,0,1,0,0,251,0,6,0,310,1,0,0,0,0,1,0,0,2,1,3,0,0,0,0,0,8,0,2,0,1,6,0,0,1,0,0,1,0,0,0,1,0,75,1,0,0,0,0,1,1,0,1,2,0,0,0,1,3,1,0,4,0,0,1,0,1,5,1,0,8,2,3,2,0,1,0,0,0,5,3,5,3,0,0,2,0,2,1,0,3,0,0,1,0,0,0,2,90,0,2,0,0,1,0,0,29,0,2,0,0,0,1,4,1,0,1,0,331,0,1,1,251,0,0,0,0,1,2,0,1,0,0,1,49,0,0,0,320,0,0,0,1,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,14,26,0,2,2,0,0,0,0,0,72,0,1,23,23,0,7,0,0,0,0,0,0,1,4,2,0,2,0,0,19,2,0,0,47,0,0,0,0,1,0,0,0,0,6,2,0,0,1,0,1,34,0,1,0,99,0,4,1,0,0,1,1,2,0,0,0,0,0,0,0,0,3,3,0,1,1,0,0,4,0,5,0,0,0,1,6,0,0,0,6,0,1,0,0,1,1,1,2,0,0,2,1,0,0,0,2,0,2,17,2,1,0,3,0,0,0,1,0,7,2,0,0,1,0,1,2,0,1,0,0,3,2,0,0,1,32,0,0,0,3,2,1,2,0,3,0,0,4,0,0,1,1,2,0,1,0,2,1,7,0,12,0,1,0,3,2,1,0,0,1,0,32,2,4,0,0,1,16,0,9,0,0,1,1,0,0,0,1,8,0,4,0,0,120,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,372,0,0,0,1,0,1,0,0,1,0,1,2,196,0,0,1,0,0,0,0,0,0,0,0,198,47,0,0,0,0,5,2,2,2,0,3,0,0,1,1,3,1,0,1,1,17,1,4,0,1,1,0,5,0,1,0,0,2,0,0,2,0,1,0,0,1,0,1,1,1,1,0,2,0,4,34,22,0,2,0,0,0,0,0,0,0,0,0,0,3,0,2,1,2,0,1,1,17,2,3,1,1,1,0,0,0,0,1,0,1,1,0,2,2,1,30,0,1,0,1,1,0,11,1,2,0,0,2,1,0,1,1,1,0,0,1,1,0,0,2,1,0,0,0,1,1,0,1,3,0,0,39,0,5,0,0,0,0,0,3,1,0,0,1,0,0,72,8,1,3,2,0,1,0,0,0,0,0,9,2,0,1,0,0,5,1,1,1,84,0,1,0,0,1,2,1,0,2,0,2,1,0,1,2,1,0,6,0,1,117,0,0,0,1,0,1,2,0,0,0,0,5,0,0,0,21,1,9,0,0,0,1,0,0,3,0,0,0,1,5,0,0,0,0,0,2,1,0,1,219,3,83,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,40,1,0,50,0,5,0,0,0,0,0,0,0,1,0,1,0,0,9,0,0,0,0,0,40,0,12,0,6,2,3,0,2,1,2,1,1,0,1,8,0,1,0,1,0,3,0,0,0,2,1,0,0,0,2,4,0,1,0,5,0,1,0,0,1,0,2,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,3,0,1,1,2,0,15,0,0,24,3,1,0,1,0,0,0,1,0,1,0,0,0,0,1,304,0,0,16,0,1,0,0,0,1,0,0,6,0,0,376,0,2,0,23,1,1,1,2,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,2,80,1,0,0,4,5,0,0,0,0,3,0,7,259,2,1,1,404,6
200,1,9,0,0,3,0,0,3,0,0,0,1,0,0,14,5,0,0,1,1,2,0,0,0,2,13,2,7,3,3,0,0,0,5,0,0,0,0,0,0,0,6,2,0,0,0,2,0,1,1,0,0,9,0,3,0,2,2,0,229,3,8,0,307,0,0,0,0,0,1,0,0,4,1,1,0,1,7,0,1,17,1,0,0,0,2,0,0,0,0,2,1,0,0,0,3,0,33,1,0,0,2,1,1,0,0,2,1,1,2,0,1,0,1,1,0,1,1,0,5,4,7,1,1,0,5,8,2,1,2,0,0,0,2,1,1,2,0,0,5,4,3,0,1,1,1,0,0,1,1,0,1,65,0,0,0,0,1,0,1,69,1,0,1,1,0,2,0,1,1,2,0,303,1,2,0,199,1,2,0,1,1,1,1,1,1,0,1,28,0,0,4,316,0,1,1,0,0,1,2,0,6,0,0,1,3,2,0,0,0,1,1,2,0,2,0,0,0,8,12,0,0,1,0,0,0,3,0,54,1,0,12,9,2,6,0,0,1,1,1,0,0,3,1,0,0,1,0,12,1,1,0,23,16,1,0,1,0,1,1,0,0,3,2,1,0,0,2,0,17,0,1,0,66,0,0,2,3,0,0,0,3,1,1,0,0,1,0,0,0,0,3,1,0,2,1,1,1,0,0,2,0,0,2,5,3,2,0,4,1,1,0,1,0,2,1,0,0,1,0,0,1,0,0,2,2,1,7,1,3,0,2,0,0,0,0,0,6,0,0,1,0,0,0,1,1,27,0,0,1,0,1,0,1,12,1,0,2,4,0,2,2,0,0,2,0,0,0,3,1,0,5,0,0,0,0,1,4,0,17,1,0,4,8,1,0,0,1,0,1,18,0,5,2,0,1,4,1,9,0,2,0,6,1,1,2,1,17,0,0,0,0,69,1,1,1,0,0,0,1,0,0,0,1,3,0,1,1,0,2,0,1,0,379,2,0,1,1,0,0,0,1,3,0,0,2,186,0,2,1,2,1,1,0,0,0,0,0,149,23,1,0,1,0,3,0,3,2,0,2,0,0,1,0,2,0,0,2,0,6,0,0,1,0,2,1,3,2,0,0,0,1,1,1,1,2,1,0,1,1,1,4,1,0,0,0,2,0,0,20,7,1,1,0,1,0,0,0,0,2,0,0,2,4,0,3,0,0,0,0,1,8,4,4,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,11,0,1,1,0,0,0,2,0,0,1,0,5,0,0,3,0,0,2,1,0,0,1,1,0,0,0,0,1,2,0,1,0,5,1,0,24,0,3,0,0,3,2,0,0,1,0,2,0,0,0,59,4,1,0,5,0,0,1,28,1,0,0,4,1,1,0,0,2,2,0,0,1,73,5,0,0,0,0,0,1,1,0,0,4,0,0,1,9,0,0,3,1,0,97,0,1,5,0,0,0,0,2,0,0,0,1,1,0,1,8,0,3,0,1,1,0,1,1,0,0,0,1,1,1,1,2,2,1,0,0,0,0,1,178,5,38,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,4,0,0,1,0,0,1,0,0,1,18,0,0,21,0,3,0,0,0,0,3,1,0,0,1,3,0,1,5,1,1,0,2,0,17,0,5,0,6,0,2,0,0,0,2,2,1,0,0,9,0,1,1,0,0,2,0,1,0,4,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,1,1,3,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,2,9,0,1,12,8,2,0,1,1,1,1,0,0,0,0,0,0,0,0,304,0,0,7,1,1,0,0,0,4,2,1,4,1,0,371,0,0,0,12,1,3,1,3,1,7,0,2,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,75,0,0,1,3,0,0,0,2,0,8,0,26,259,1,0,0,404,4
