gen,0_AAGAB,0_ABCA8,0_ABCB7,0_ABCD3,0_ABCG4,0_ABCG8,0_ABHD3,0_ABRA,0_ACAP1,0_ACBD6,0_ACCN3,0_ACOX1,0_ACSL3,0_ACSM5,0_ACSS3,0_ACTRT2,0_ACVR1C,0_ACVRL1,0_ADAM8,0_ADAMDEC1,0_ADCY3,0_ADH1B,0_ADH1C,0_ADH7,0_ADRA1A,0_ADRA1B,0_ADRA2B,0_ADRB2,0_AFAP1L1,0_AHI1,0_AKR7A3,0_AKR7L,0_ALB,0_ALCAM,0_ALG8,0_AMOTL2,0_AMY2B,0_ANGPTL1,0_ANGPTL5,0_ANKRD37,0_ANO1,0_ANO3,0_ANO7,0_ANO9,0_AP1G2,0_AP1S1,0_AP3B2,0_APBA1,0_APOA1,0_APOBEC3D,0_AQP7P1,0_ARFGAP1,0_ARHGAP21,0_ARHGAP23,0_ARHGAP24,0_ARHGEF37,0_ARL4A,0_ARL6IP1,0_ARNT2,0_ARPC2,0_ARRDC1,0_ARSI,0_ARSK,0_ARTN,0_ASB1,0_ASPM,0_ASXL3,0_ATAD2,0_ATF4,0_ATF7,0_ATP11A,0_ATP1A2,0_ATP2B4,0_ATP6V0B,0_ATP6V0D2,0_ATXN7L3,0_B4GALNT3,0_B4GALT1,0_BACE1,0_BAG1,0_BAGE,0_BAMBI,0_BBC3,0_BCHE,0_BMP8A,0_BOLA2,0_BPGM,0_BRD4,0_BRI3BP,0_BSCL2,0_BTC,0_BTNL3,0_BZW2,0_C10orf10,0_C10orf58,0_C10orf67,0_C10orf90,0_C11orf16,0_C11orf35,0_C11orf63,0_C11orf80,0_C12orf12,0_C12orf39,0_C12orf48,0_C12orf52,0_C13orf36,0_C14orf129,0_C14orf139,0_C14orf143,0_C14orf149,0_C14orf79,0_C15orf39,0_C15orf52,0_C15orf58,0_C17orf55,0_C17orf69,0_C19orf21,0_C19orf38,0_C19orf52,0_C19orf54,0_C19orf66,0_C1QTNF2,0_C1orf126,0_C1orf135,0_C1orf180,0_C1orf185,0_C1orf216,0_C20orf132,0_C20orf191,0_C20orf203,0_C21orf129,0_C21orf29,0_C21orf56,0_C21orf99,0_C2CD2,0_C2orf39,0_C2orf40,0_C2orf67,0_C3orf16,0_C4BPA,0_C4BPB,0_C4orf38,0_C6orf108,0_C6orf123,0_C6orf126,0_C6orf138,0_C6orf153,0_C6orf154,0_C6orf57,0_C6orf81,0_C6,0_C8orf30A,0_C8orf56,0_C8orf79,0_C9orf119,0_C9orf125,0_C9orf150,0_C9orf46,0_C9orf66,0_C9orf95,0_CABC1,0_CABYR,0_CACNB4,0_CALCOCO1,0_CALCRL,0_CARD11,0_CASP12,0_CASP7,0_CASP8,0_CAV2,0_CBLC,0_CBLN2,0_CBLN4,0_CCBP2,0_CCDC134,0_CCDC141,0_CCDC54,0_CCDC64,0_CCDC74A,0_CCDC88C,0_CCDC89,0_CCDC97,0_CCL27,0_CCL7,0_CCND1,0_CCR7,0_CD177,0_CD19,0_CD1A,0_CD1B,0_CD22,0_CD2BP2,0_CD72,0_CD80,0_CD8A,0_CD9,0_CDC20,0_CDC42EP2,0_CDC42,0_CDH10,0_CDH13,0_CDH20,0_CDH2,0_CDH7,0_CDK15,0_CDK19,0_CEACAM22P,0_CELP,0_CELSR3,0_CEL,0_CERKL,0_CES1,0_CES2,0_CETP,0_CFB,0_CFL2,0_CGREF1,0_CHAD,0_CHCHD1,0_CHD5,0_CHEK2,0_CHL1,0_CHRM1,0_CHRNA9,0_CIDEC,0_CISH,0_CKMT2,0_CLDN10,0_CLDN14,0_CLDN5,0_CLDND2,0_CLEC6A,0_CLIC3,0_CLN8,0_CLVS2,0_CMTM6,0_CNDP2,0_CNNM1,0_CNTN6,0_COL17A1,0_COMP,0_COPG2,0_COX7B2,0_CPM,0_CPPED1,0_CPSF2,0_CREB5,0_CRELD2,0_CRLF1,0_CSN3,0_CSNK2A2,0_CST1,0_CST4,0_CTSE,0_CUBN,0_CX3CL1,0_CXCL13,0_CXCL2,0_CXCR2,0_CXCR7,0_CYP11B2,0_CYP1A1,0_CYP1A2,0_CYP24A1,0_CYP2A6,0_CYP2C19,0_CYP3A7,0_CYP46A1,0_CYP4F11,0_DAK,0_DAOA,0_DAP3,0_DCAF10,0_DCAF12,0_DCC,0_DCDC2,0_DCTN6,0_DDAH1,0_DDX3Y,0_DDX56,0_DECR1,0_DERL3,0_DES,0_DGKG,0_DGKI,0_DHH,0_DHRS3,0_DHX30,0_DIP2C,0_DIRC3,0_DKFZP686I15217,0_DLK1,0_DLST,0_DLX2,0_DMD,0_DNASE2,0_DOCK6,0_DOK4,0_DOK7,0_DPM2,0_DPP7,0_DPT,0_DSG4,0_DUOX1,0_DVL3,0_DYNC1I1,0_DYRK1B,0_E2F2,0_E2F8,0_EBF1,0_ECM2,0_ECSCR,0_ECT2,0_EDN2,0_EGFR,0_EGF,0_EGLN2,0_EHD2,0_ELOVL2,0_EME1,0_EMID1,0_EML5,0_EMP1,0_ENDOG,0_ENOX2,0_EOMES,0_EPHA10,0_EPHA7,0_EPR1,0_ERCC6L,0_ESYT2,0_ETF1,0_ETFDH,0_EXOC3L,0_EZH1,0_F12,0_F2RL1,0_FADS3,0_FAM107A,0_FAM111A,0_FAM111B,0_FAM126A,0_FAM149A,0_FAM150A,0_FAM168B,0_FAM172A,0_FAM178B,0_FAM190A,0_FAM55B,0_FAM55D,0_FAM64A,0_FAM76A,0_FAM92A1,0_FANCI,0_FARP1,0_FBXO31,0_FBXW11,0_FCGR1B,0_FCRLB,0_FDXACB1,0_FERMT1,0_FERMT2,0_FER,0_FGD3,0_FGF1,0_FHL1,0_FIGF,0_FIGNL2,0_FILIP1,0_FLCN,0_FLJ25758,0_FLJ26850,0_FLJ42709,0_FLJ45079,0_FLJ46111,0_FLT1,0_FLT3,0_FMNL2,0_FOXJ1,0_FOXN2,0_FOXO4,0_FOXQ1,0_FRMD4A,0_FSCB,0_FSCN2,0_FSD1L,0_FSD1,0_FSHB,0_FUNDC1,0_FXYD1,0_FXYD6,0_GABARAPL1,0_GABARAPL2,0_GABRA2,0_GABRA4,0_GALE,0_GANAB,0_GAS1,0_GATA6,0_GEN1,0_GHR,0_GINS1,0_GLS,0_GMPPA,0_GNG13,0_GNG2,0_GOLGA9P,0_GOSR2,0_GP2,0_GPLD1,0_GPR109A,0_GPR119,0_GPR12,0_GPR139,0_GPR171,0_GPR17,0_GPR37L1,0_GPR50,0_GPR56,0_GPR64,0_GPR89A,0_GPSM2,0_GPT2,0_GRB10,0_GRIA1,0_GRIA4,0_GRID1,0_GRIN2B,0_GSN,0_GSTM5,0_GYS2,0_H1FX,0_H2BFXP,0_HAS1,0_HAUS1,0_HBB,0_HCCS,0_HDGFL1,0_HERPUD2,0_HES5,0_HIBCH,0_HIC2,0_HIST1H2AD,0_HIST1H2AL,0_HIST1H2BC,0_HIST1H2BE,0_HIST1H3H,0_HIST1H4J,0_HIST2H2BF,0_HLA-DPB2,0_HLA-DQB1,0_HM13,0_HMGB3,0_HMX1,0_HMX2,0_HNRNPU,0_HOOK3,0_HOPX,0_HOXA10,0_HOXA7,0_HOXB2,0_HOXD1,0_HOXD3,0_HOXD4,0_HPD,0_HRH2,0_HSD11B1,0_HSD17B2,0_HSDL2,0_HSF2BP,0_HSPA12B,0_HSPA2,0_HSPA5,0_HTR1D,0_HTR2A,0_HYAL1,0_HYMAI,0_ICAM3,0_IFFO2,0_IFI35,0_IFNG,0_IKBKE,0_IL12B,0_IL1RL2,0_IL1RN,0_IL20,0_IL21,0_IL34,0_IL4I1,0_ING2,0_INMT,0_INPP1,0_INTU,0_IQCJ,0_IRF1,0_IRF2,0_IRF9,0_IRX1,0_IRX2,0_IRX5,0_ISCA2,0_ISLR2,0_ISM1,0_ISPD,0_ITGB2,0_ITPKA,0_JAKMIP2,0_JAZF1,0_KANK3,0_KBTBD6,0_KCNE1,0_KCNE3,0_KCNG3,0_KCNH5,0_KCNMB1,0_KCNS1,0_KCTD12,0_KDM2B,0_KDM4B,0_KIAA0922,0_KIAA1045,0_KIAA1199,0_KIAA1524,0_KIAA1539,0_KIAA1644,0_KIAA1715,0_KIF14,0_KIF18A,0_KIF2C,0_KLB,0_KLF11,0_KLF3,0_KLF4,0_KLF9,0_KLHDC7B,0_KLHDC8B,0_KLHL10,0_KLHL32,0_KLK8,0_KRT13,0_KRT1,0_KRTAP5-3,0_KY,0_L1CAM,0_LAMC1,0_LARS2,0_LCP1,0_LDHA,0_LEF1,0_LEFTY2,0_LGALS9,0_LGMN,0_LIG3,0_LILRB5,0_LIMD2,0_LIPH,0_LIX1,0_LMO7,0_LNX1,0_LOC100101266,0_LOC100128191,0_LOC100128977,0_LOC100129066,0_LOC100130148,0_LOC100130264,0_LOC100133545,0_LOC100190938,0_LOC100192378,0_LOC100302401,0_LOC144571,0_LOC149837,0_LOC162632,0_LOC220729,0_LOC283663,0_LOC284688,0_LOC285780,0_LOC286367,0_LOC344967,0_LOC374491,0_LOC399815,0_LOC401052,0_LOC415056,0_LOC55908,0_LOC606724,0_LOC642826,0_LOC644538,0_LOC647859,0_LOC647946,0_LOC651250,0_LOC654342,0_LOC728264,0_LOC728723,0_LOC729467,0_LPIN1,0_LPPR4,0_LQK1,0_LRCH3,0_LRP11,0_LRRC16B,0_LRRC32,0_LRRTM3,0_LSM12,0_LSR,0_LTA,0_LYNX1,0_LYPLA2,0_MAGED1,0_MAGEF1,0_MAGI1,0_MAML2,0_MAN2A2,0_MAN2B1,0_MAP1A,0_MAP3K3,0_MAP4K1,0_MAP7D3,0_MAPK11,0_MAPKBP1,0_MAPRE2,0_MARCH9,0_MARCKSL1,0_MAS1L,0_MASP1,0_MATK,0_MATN3,0_MAX,0_MBOAT1,0_MBOAT7,0_MCC,0_MCHR2,0_MCM10,0_MCTS1,0_MDFI,0_MEAF6,0_MEG8,0_MEN1,0_MESP1,0_MEST,0_MFNG,0_MGC57346,0_MGC72080,0_MICAL3,0_MID2,0_MITF,0_MLXIPL,0_MLYCD,0_MMP12,0_MMP3,0_MORN3,0_MPPED1,0_MPZ,0_MRGPRF,0_MRO,0_MRPL17,0_MRPL1,0_MRPL37,0_MRPS31,0_MS4A15,0_MS4A4A,0_MSRB3,0_MST1R,0_MT1X,0_MTA3,0_MTMR15,0_MTRF1L,0_MUCL1,0_MUM1,0_MUSTN1,0_MYCBP,0_MYL3,0_MYLK,0_MYOC,0_MYOM2,0_MYPN,0_MYT1,0_NAB1,0_NCAM2,0_NCDN,0_NCRNA00099,0_NCRNA00160,0_NCRNA00167,0_NCRNA00171,0_NDST1,0_NECAB2,0_NEDD9,0_NEFH,0_NELL1,0_NETO1,0_NEURL,0_NEUROG2,0_NFATC2IP,0_NFE2,0_NIPSNAP3B,0_NKD2,0_NLRX1,0_NMNAT2,0_NOD2,0_NOL6,0_NOP56,0_NOS2,0_NOTCH1,0_NOTCH4,0_NOVA2,0_NPAS1,0_NPHS1,0_NPR1,0_NPR2,0_NQO2,0_NR3C1,0_NRSN1,0_NRXN1,0_NTRK2,0_NUDT22,0_NUDT9P1,0_NUP62,0_NXNL1,0_OIP5,0_OLAH,0_OLFM4,0_OLR1,0_OR10A2,0_OR13C5,0_OR2F1,0_OR2Z1,0_OR4K13,0_OR8B2,0_OTX1,0_OVCA2,0_OXER1,0_OXGR1,0_OXTR,0_P2RX6,0_P2RY11,0_PAF1,0_PARS2,0_PARVG,0_PAX3,0_PCCA,0_PCDH9,0_PCDHA10,0_PCDHA3,0_PCDHA9,0_PCDHB2,0_PCDHB3,0_PCDHB8,0_PCDHGB2,0_PCDHGB5,0_PCDHGB6,0_PCDHGC3,0_PCNAP1,0_PCOLCE2,0_PDE1C,0_PDE6B,0_PDE9A,0_PDIA4,0_PDK2,0_PDLIM1,0_PDXDC1,0_PEAR1,0_PECR,0_PELO,0_PEX3,0_PFN4,0_PGA4,0_PGA5,0_PGAM2,0_PGLYRP2,0_PGRMC1,0_PHGR1,0_PHLDB3,0_PI15,0_PI16,0_PI4KAP2,0_PIGO,0_PIK3C2G,0_PILRA,0_PINK1,0_PITX1,0_PKIB,0_PLA2G1B,0_PLAC1,0_PLAGL1,0_PLIN1,0_PLK3,0_PLXNB1,0_PMCHL1,0_PMP22,0_POC1A,0_PODXL,0_POLD4,0_PPAPDC1B,0_PPARGC1B,0_PPCS,0_PPDPF,0_PPEF1,0_PPM1J,0_PPM1L,0_PPP2R4,0_PPP3CA,0_PPT1,0_PRAMEF10,0_PRG4,0_PRKCZ,0_PRKD1,0_PRKG2,0_PROK1,0_PROL1,0_PRR15,0_PRRT3,0_PSEN1,0_PSKH1,0_PSMA6,0_PSMB10,0_PSTPIP1,0_PTGFR,0_PTGIS,0_PTMS,0_PTPRCAP,0_PTPRQ,0_PTPRZ1,0_PUS7,0_PVRL2,0_PVT1,0_PWRN1,0_PYY2,0_QPCT,0_RABGAP1,0_RAET1E,0_RAG1,0_RAMP1,0_RAMP2,0_RAPGEFL1,0_RARRES2,0_RASA3,0_RASAL3,0_RASGRP1,0_RBKS,0_RBM4,0_RC3H1,0_RDH14,0_RDM1,0_REP15,0_RFTN1,0_RFX5,0_RGS17,0_RGS2,0_RHBDD2,0_RHBDD3,0_RHEBL1,0_RHOBTB3,0_RHOH,0_RHOJ,0_RIPK2,0_RLN1,0_RNF112,0_RNF149,0_RNF38,0_RNF39,0_ROBO2,0_RORA,0_RORB,0_RP1L1,0_RPF1,0_RPL19,0_RPP30,0_RPS6KA1,0_RSPH1,0_S100A6,0_S100B,0_S100P,0_SAA1,0_SAE1,0_SAMD1,0_SAPS1,0_SCARA3,0_SCGN,0_SCRT1,0_SCUBE2,0_SDC4P,0_SDCBP2,0_SDCBP,0_SDPR,0_SDSL,0_SEMA3B,0_SEMA3G,0_SEMA4D,0_SEPT12,0_SEPT7,0_SERPINA9,0_SERTAD2,0_SETDB2,0_SFTA1P,0_SFTPA1,0_SFXN2,0_SGCA,0_SH3BP2,0_SH3GL3,0_SHD,0_SHISA5,0_SHOX,0_SHQ1,0_SIGIRR,0_SILV,0_SIM1,0_SIPA1L2,0_SIPA1L3,0_SIRPA,0_SIRPB1,0_SIRT2,0_SKAP1,0_SLA2,0_SLC10A6,0_SLC12A3,0_SLC12A8,0_SLC13A1,0_SLC14A2,0_SLC16A2,0_SLC16A7,0_SLC17A9,0_SLC19A2,0_SLC25A27,0_SLC26A7,0_SLC41A1,0_SLC5A4,0_SLC7A6,0_SLC8A3,0_SLCO6A1,0_SLITRK2,0_SMAD5OS,0_SMAD6,0_SMR3B,0_SNCA,0_SNHG5,0_SNRNP40,0_SNTG2,0_SNX9,0_SORBS1,0_SOX7,0_SPAG1,0_SPAG4,0_SPATA4,0_SPDYC,0_SPINK4,0_SPINK8,0_SPNS2,0_SPOCK3,0_SPP1,0_SPRY4,0_SRPK2,0_ST7OT4,0_STAP1,0_STIM1,0_STK36,0_STK39,0_STRA6,0_STRBP,0_STX7,0_STXBP6,0_STYXL1,0_SULT1E1,0_SUN3,0_SUPT5H,0_SYNGR3,0_SYNM,0_SYNPO,0_SYPL2,0_SYT13,0_SYT1,0_SYT9,0_TAB2,0_TACR1,0_TAF7,0_TAL1,0_TAPBPL,0_TBC1D14,0_TBC1D2B,0_TBL1XR1,0_TBPL2,0_TBX15,0_TBX19,0_TBX5,0_TCEA3,0_TCEAL5,0_TCN2,0_TDRD6,0_TECPR2,0_TECRL,0_TEKT2,0_TERF2,0_TFF3,0_TFG,0_TGFB1,0_TGFBR3,0_THRSP,0_TIGD3,0_TIMP4,0_TJP3,0_TLX1,0_TMC2,0_TMCC3,0_TMED2,0_TMEM125,0_TMEM130,0_TMEM145,0_TMEM190,0_TMEM199,0_TMEM215,0_TMEM223,0_TMEM31,0_TMEM37,0_TMEM40,0_TMEM41B,0_TMEM43,0_TMEM55A,0_TMEM60,0_TMPPE,0_TMPRSS2,0_TNFRSF11A,0_TNFRSF13B,0_TNFRSF14,0_TNFRSF21,0_TNFSF11,0_TNFSF9,0_TNNI3,0_TOR3A,0_TOX3,0_TP53TG3B,0_TPCN1,0_TPMT,0_TPO,0_TPPP3,0_TPPP,0_TPRG1,0_TRAFD1,0_TRHDE,0_TRIM14,0_TRIM2,0_TRIM37,0_TRPA1,0_TRPC6,0_TRPM3,0_TSLP,0_TSPAN13,0_TTC13,0_TTC24,0_TTC8,0_TUBA3E,0_TUBB6,0_TUBG2,0_TUFT1,0_TULP2,0_TWIST1,0_TWIST2,0_TXNIP,0_TYRP1,0_T,0_UBE2T,0_UBL4B,0_UBQLNL,0_UFSP1,0_UGDH,0_UGT2B4,0_UGT2B7,0_UNC13C,0_UPK1B,0_UPK3A,0_USP17L6P,0_USP25,0_UTF1,0_VGLL3,0_VIT,0_VPS24,0_VPS4A,0_VSIG1,0_VSIG4,0_VSX2,0_WASF3,0_WDHD1,0_WDR34,0_WDR62,0_WDR75,0_WDSUB1,0_WHAMML1,0_WIF1,0_WISP3,0_WNT3A,0_WWOX,0_WWP2,0_YAP1,0_YPEL4,0_YPEL5,0_YWHAG,0_ZBED1,0_ZBTB17,0_ZBTB34,0_ZBTB39,0_ZBTB47,0_ZC3H12C,0_ZCCHC17,0_ZDHHC7,0_ZEB2,0_ZFHX4,0_ZKSCAN4,0_ZNF138,0_ZNF174,0_ZNF18,0_ZNF267,0_ZNF284,0_ZNF385B,0_ZNF395,0_ZNF438,0_ZNF462,0_ZNF490,0_ZNF587,0_ZNF664,0_ZNF771,0_ZNF808,0_ZNF93,0_ZYG11A
0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,174,0,0,51,0,0,0,0,0,0,0,0,0,0,119,108,0,0,0,4,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,4,0,0,0,0,39,0,0,41,0,103,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,0,0,0,0,52,0,0,0,0,0,0,0,0,0,62,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,75,0,0,0,23,0,0,0,0,0,0,0,31,143,0,0,0,79,0,0,0,0,0,0,84,0,120,0,0,0,0,0,0,0,0,0,0,0,47,0,55,0,0,0,0,0,0,0,0,0,0,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,84,0,120,0,0,0,0,0,0,0,36,0,77,0,0,40,119,0,0,0,1,0,0,0,0,0,56,0,48,26,0,0,0,0,0,173,0,0,60,0,0,33,0,0,0,43,93,0,0,0,20,0,9,42,0,0,0,72,0,0,0,0,0,0,140,0,0,0,0,0,0,66,0,0,0,0,0,0,217,0,30,0,23,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,45,0,0,140,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,80,0,0,0,0,14,0,0,0,0,0,0,147,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,133,0,0,0,0,0,0,0,93,0,0,0,0,0,28,0,0,27,0,0,0,0,0,105,0,0,0,0,105,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,109,0,25,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,244,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,140,0,0,0,0,0,51,71,174,0,0,255,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,137,0,0,0,56,0,0,0,0,0,69,0,0,0,0,0,0,0,96,0,0,0,0,0,0,199,39,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,99,0,144,0,0,157,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,72,0,0,15,0,0,0,0,0,0,0,0,0,0,0,58,45,24,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,140,0,31,0,0,0,0,0,0,72,0,0,0,0,0,36,0,0,0,88,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,127,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,117,15,0,0,0,0,0,0,0,54,0,0,0,81,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,54,129,0,99,0,0,0,0,0,0,0,62,0,87,0,0,0,0,87,0,85,0,0,0,0,0,117,0,0,51,0,0,0,0,0,82,0,0,0,88,0,0,0,0,0,137,39,0,0,0,0,0,0,0,0,98,0,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,147,0,31,0,0,0,0,0,0,0,0,80,58,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,49,64,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,85,151,0,0,0,0,131,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,77,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,104,0,77,0,0,0,0,35,0,0,0,212,0,0,0,0,0,0,0,208,0,0,222,0,0,0,0,0,0,0,33,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0
100,1,1,0,0,0,0,0,0,0,0,253,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,53,0,1,53,0,0,0,0,1,2,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,2,0,1,0,0,0,28,0,1,27,1,0,2,0,0,0,0,1,0,0,7,5,0,0,4,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,1,0,0,11,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2,1,0,0,0,101,0,159,1,0,3,0,0,0,0,0,0,1,118,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,1,0,10,0,0,0,0,0,1,6,0,1,3,0,0,0,0,0,1,4,0,1,339,0,0,0,48,0,3,0,6,0,3,0,0,0,2,0,19,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,285,0,0,1,0,0,0,2,0,0,0,0,0,79,1,0,3,0,9,3,0,0,0,0,0,6,0,0,1,290,0,14,0,5,0,0,0,5,2,0,0,0,0,340,0,0,0,0,356,0,0,0,0,1,0,0,8,1,1,0,0,0,0,0,1,0,1,52,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,1,6,0,6,0,0,0,0,0,0,1,0,2,0,5,2,0,8,0,52,0,0,0,0,6,1,0,0,1,0,0,0,0,80,0,1,1,0,0,1,1,2,0,1,0,53,0,0,0,0,1,2,0,0,1,0,1,1,0,9,0,0,1,0,0,1,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,1,11,0,4,0,0,0,0,0,52,0,1,0,0,15,0,1,0,0,6,0,0,0,1,2,0,0,0,0,0,10,0,0,0,0,0,1,0,2,0,0,2,0,0,0,2,0,0,236,1,0,0,0,1,1,4,0,0,0,0,1,0,0,19,1,9,386,1,0,0,0,0,0,0,0,2,37,1,2,0,3,0,0,0,1,1,30,0,7,0,0,1,0,3,1,0,46,69,0,0,0,4,0,0,0,47,0,0,467,0,0,1,0,0,0,0,1,0,0,0,176,26,1,1,0,0,27,0,0,1,32,0,53,3,0,1,0,0,0,0,6,0,0,0,1,0,2,0,0,0,1,359,0,0,4,0,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,136,0,365,0,0,47,0,0,1,0,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,53,2,0,0,1,0,0,0,0,6,1,0,0,0,0,57,40,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,57,1,0,0,0,0,0,1,0,0,48,0,0,0,0,0,9,0,1,229,0,0,0,0,0,11,2,0,149,0,0,0,0,0,1,0,64,5,0,0,0,0,0,1,7,52,0,0,0,0,0,0,0,0,0,4,0,39,0,1,0,0,2,45,0,0,0,0,1,0,53,1,0,2,1,0,0,1,0,0,0,53,0,2,302,0,0,1,289,0,0,2,0,0,0,0,1,0,0,0,0,49,0,0,2,0,0,0,65,1,0,0,0,0,0,3,1,0,0,0,0,7,0,3,1,0,0,2,1,0,1,0,0,0,20,0,54,0,0,3,47,287,0,0,0,0,0,0,0,0,0,0,1,2,1,4,2,0,0,0,269,0,0,13,0,1,53,1,0,58,1,1,0,0,1,52,0,0,0,0,0,1,1,1,0,0,0,14,0,0,11,0,1,0,0,88,0,0,0,2,0,0,1,0,0,2,2,1,0,0,0,0,1,1,0,0,0,0,1,6,1,0,0,2,0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,17,257,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,1,97,0,0,6,0,5,0,0,53,0,0,1,0,36,0,1,2,0,1,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,11,0,0,0,0,0,1,0,9,0,1,0,0,1,0,0,0,20,0,1,0,0,0,3,0,0,0,46,1,0,0,0,1,0,0,0,0,0,282,0,0,12,0,35,0,0,260,0,0,283,1,0,0,0,1,0,1,279,0,0,2,0,0,5,0,1,0,1,2,0,0,0,0,8,1,0,0,1,0,0,0,263,0,2,0,0,0,0,0,0,1,0
