gen,0_AASDH,0_ABCA10,0_ABCC2,0_ABHD11,0_ACADL,0_ACAT1,0_ACER1,0_ACP2,0_ACTRT2,0_ADAM12,0_ADAM21,0_ADAMTSL4,0_ADCY3,0_ADH1B,0_ADH4,0_ADH7,0_ADRA1B,0_ADRB2,0_ADRBK1,0_ADSS,0_AFG3L2,0_AG2,0_AGAP11,0_AGK,0_AGPAT2,0_AGXT,0_AHCY,0_AHI1,0_AIFM3,0_AIG1,0_AIM1L,0_AKAP12,0_AKAP5,0_AKAP6,0_AKR1C1,0_AKR1C2,0_AKR1C3,0_AKR1CL1,0_ALDH18A1,0_ALDH1A1,0_ALG8,0_ALOX15,0_AMBRA1,0_AMMECR1,0_ANAPC11,0_ANGPT1,0_ANO1,0_ANO7,0_ANPEP,0_ANXA6,0_AOC2,0_AOX1,0_APBB2,0_APOA1BP,0_APOBEC3B,0_APOB,0_APOL5,0_APPL2,0_APTX,0_ARFGAP2,0_ARFIP2,0_ARHGAP11A,0_ARHGAP11B,0_ARHGAP20,0_ARL16,0_ARMC6,0_ARPC1B,0_ARSI,0_ASB1,0_ATOH8,0_ATP13A1,0_ATP1A2,0_ATP2B2,0_ATP8A2,0_ATXN2L,0_ATXN8OS,0_B3GALT2,0_B4GALNT4,0_BAALC,0_BAMBI,0_BARD1,0_BAT5,0_BCHE,0_BCL8,0_BCL9L,0_BHLHA15,0_BLCAP,0_BMPER,0_BOK,0_BRAF,0_BTNL9,0_BUD13,0_C10orf140,0_C10orf2,0_C10orf35,0_C10orf47,0_C10orf72,0_C11orf53,0_C11orf70,0_C11orf95,0_C12orf11,0_C12orf45,0_C14orf109,0_C14orf169,0_C14orf49,0_C14orf79,0_C14orf80,0_C15orf17,0_C15orf2,0_C15orf58,0_C16orf52,0_C16orf88,0_C17orf62,0_C17orf67,0_C17orf89,0_C17orf90,0_C18orf56,0_C1QTNF7,0_C1QTNF9B,0_C1orf101,0_C1orf114,0_C1orf74,0_C20orf191,0_C20orf24,0_C20orf85,0_C21orf29,0_C21orf57,0_C21orf59,0_C21orf82,0_C22orf13,0_C2CD4B,0_C2orf72,0_C3orf16,0_C3orf65,0_C5orf4,0_C6orf138,0_C6orf142,0_C6orf225,0_C6orf81,0_C7orf16,0_C7,0_C9orf110,0_C9orf140,0_C9orf144,0_C9orf156,0_C9orf44,0_C9orf66,0_C9orf86,0_C9orf89,0_CA2,0_CA5B,0_CAB39L,0_CABC1,0_CABYR,0_CACNA1G,0_CALCOCO1,0_CALHM2,0_CALR3,0_CALY,0_CAPG,0_CARD8,0_CASP12,0_CAV3,0_CBR1,0_CCBP2,0_CCDC121,0_CCDC135,0_CCDC144NL,0_CCDC150,0_CCDC24,0_CCDC3,0_CCDC68,0_CCDC99,0_CCDC9,0_CCL13,0_CCL20,0_CCL21,0_CCNB1,0_CCR4,0_CCT3,0_CD163L1,0_CD1A,0_CD300LG,0_CD99L2,0_CDC14B,0_CDC40,0_CDC6,0_CDH12,0_CDH2,0_CDK5,0_CDKN1A,0_CDKN1C,0_CEL,0_CENPF,0_CENPK,0_CEP250,0_CEP55,0_CEP72,0_CERKL,0_CES1,0_CFHR3,0_CFL2,0_CGREF1,0_CHL1,0_CHMP4A,0_CHRNA1,0_CHRNA9,0_CKMT1B,0_CLC,0_CLEC18C,0_CLEC2D,0_CLEC4M,0_CLEC6A,0_CLIC5,0_CLN8,0_CLNS1A,0_CLU,0_CNGB3,0_CNOT10,0_CNR1,0_CNTF,0_CNTNAP2,0_COL24A1,0_COL28A1,0_COL4A3BP,0_COLEC12,0_COMP,0_COPG,0_COPS4,0_CORIN,0_COTL1,0_CPA4,0_CPB2,0_CPNE7,0_CPXM2,0_CR1,0_CRB3,0_CRBN,0_CRISPLD1,0_CSE1L,0_CSN3,0_CST1,0_CST2,0_CST4,0_CSTF2,0_CTBP2,0_CTSE,0_CTU1,0_CTXN1,0_CX3CR1,0_CXCL13,0_CXCR7,0_CYB561D1,0_CYP1A1,0_CYP24A1,0_DCAF10,0_DCDC2,0_DCI,0_DDX11,0_DDX39,0_DENR,0_DES,0_DFNB59,0_DGAT2,0_DHDH,0_DIO3OS,0_DIRAS2,0_DIRC3,0_DKC1,0_DKFZp434J0226,0_DKK4,0_DLC1,0_DLGAP5,0_DMRT2,0_DNAJB4,0_DNAJC2,0_DOK7,0_DOPEY1,0_DPH2,0_DPP6,0_DPT,0_DSC1,0_DTHD1,0_DTX3L,0_DUXA,0_E2F1,0_ECEL1,0_EDA2R,0_EDN3,0_EFHA2,0_EFHB,0_EIF3C,0_EIF4G1,0_ELANE,0_ELMOD3,0_EME2,0_EML1,0_EMX2,0_ENAM,0_ENPP2,0_EPB41L2,0_EPB42,0_EPCAM,0_EPDR1,0_EPYC,0_ERCC6L,0_ERP27,0_ERVFRDE1,0_ETFDH,0_EYA1,0_EZH2,0_F2RL2,0_FADS2,0_FAIM3,0_FAM111B,0_FAM120B,0_FAM127C,0_FAM136A,0_FAM151A,0_FAM162A,0_FAM164A,0_FAM180A,0_FAM182B,0_FAM19A2,0_FAM26D,0_FAM26E,0_FAM47E,0_FAM50A,0_FAM54B,0_FAM55A,0_FAM55D,0_FAM65A,0_FAM7A2,0_FAM81A,0_FANCB,0_FARSA,0_FBLN7,0_FBXO46,0_FCER2,0_FGD5,0_FGF12,0_FGF20,0_FGF2,0_FGF8,0_FGFBP2,0_FHAD1,0_FHL1,0_FIGF,0_FILIP1,0_FKBP4,0_FLG2,0_FLJ42709,0_FLJ42875,0_FMO2,0_FNDC5,0_FOXO3,0_FRMPD4,0_FUBP1,0_FUS,0_GABPB1,0_GABRA4,0_GABRE,0_GADD45GIP1,0_GADD45G,0_GALNTL2,0_GAS2L2,0_GATAD2A,0_GBAP1,0_GCOM1,0_GGTA1,0_GHR,0_GINS4,0_GK,0_GLDN,0_GNAI1,0_GNAL,0_GNL3,0_GOSR2,0_GPC2,0_GPC3,0_GPD1,0_GPR109B,0_GPR112,0_GPR119,0_GPR64,0_GPR68,0_GPR81,0_GPR97,0_GPRASP1,0_GPSM2,0_GREB1L,0_GRIN2B,0_GRIN3A,0_GRM7,0_GRTP1,0_GSTZ1,0_GTPBP1,0_H6PD,0_HADHB,0_HAGHL,0_HBG1,0_HBP1,0_HCG22,0_HCG2P7,0_HDAC4,0_HELLS,0_HERC2P2,0_HES4,0_HES5,0_HES6,0_HIST1H2BC,0_HIST1H2BD,0_HIST1H2BE,0_HIST1H2BH,0_HIST1H2BO,0_HIST1H3D,0_HIST1H4H,0_HIST1H4J,0_HIST3H2BB,0_HJURP,0_HLA-DOB,0_HLA-DPB2,0_HLA-G,0_HLF,0_HMGA1,0_HMGB3,0_HMGCS1,0_HMGN2,0_HMX2,0_HNRNPA1L2,0_HNRNPA2B1,0_HNRNPD,0_HNRNPL,0_HNRNPR,0_HNRNPUL1,0_HNRNPUL2,0_HNRPDL,0_HOPX,0_HOXA2,0_HOXC5,0_HOXD11,0_HOXD1,0_HOXD4,0_HPRT1,0_HPR,0_HPSE2,0_HSD17B10,0_HSD17B3,0_HSD17B6,0_HSPA1A,0_HSPA6,0_HSPB8,0_HSPD1,0_HTA,0_HTR1D,0_HTR2B,0_HTR4,0_HTRA4,0_HYAL1,0_HYOU1,0_ID4,0_IDH2,0_IFI30,0_IGF2AS,0_IGF2,0_IGFALS,0_IGFBPL1,0_IL13RA1,0_IL13,0_IL17RE,0_IL1F10,0_IL1RAPL2,0_IL21R,0_ILDR2,0_ILF3,0_INA,0_INO80B,0_INPP5A,0_INSC,0_INVS,0_IPO4,0_IQCJ,0_IQSEC1,0_IQSEC3,0_IRX6,0_ISCA1,0_ITGAX,0_ITPR1,0_JMY,0_JRKL,0_KBTBD6,0_KCNE3,0_KCNH4,0_KCNH5,0_KCNJ11,0_KCNJ12,0_KCNJ16,0_KCNK3,0_KCNS2,0_KCTD16,0_KCTD8,0_KDELC2,0_KDM4B,0_KHDRBS1,0_KIAA0232,0_KIAA0408,0_KIAA1211,0_KIAA1524,0_KIAA1598,0_KIAA1644,0_KIF1A,0_KIF24,0_KIF26B,0_KIF2C,0_KIF4B,0_KIFC2,0_KLB,0_KLF4,0_KLHL33,0_KPNA2,0_KREMEN2,0_KRT1,0_KRT20,0_KRT34,0_KRTAP10-1,0_KRTAP5-1,0_KRTCAP3,0_L1CAM,0_LAGE3,0_LALBA,0_LARS2,0_LAYN,0_LCAT,0_LCE3D,0_LDLRAD3,0_LEPROT,0_LEP,0_LGI4,0_LHFPL3,0_LHX6,0_LIME1,0_LLGL2,0_LMX1A,0_LOC100128554,0_LOC100128977,0_LOC100133920,0_LOC100134259,0_LOC100192378,0_LOC100240735,0_LOC121838,0_LOC126536,0_LOC134466,0_LOC144438,0_LOC144742,0_LOC145820,0_LOC149837,0_LOC150185,0_LOC257358,0_LOC283174,0_LOC283856,0_LOC285627,0_LOC285735,0_LOC375190,0_LOC387646,0_LOC399815,0_LOC400696,0_LOC401127,0_LOC415056,0_LOC441204,0_LOC645166,0_LOC647859,0_LOC647946,0_LOC728264,0_LOC728723,0_LOC729467,0_LOH3CR2A,0_LPAR2,0_LPPR4,0_LRCH2,0_LRFN1,0_LRP1,0_LRP5,0_LRRC18,0_LRRC2,0_LRRC3B,0_LRRC55,0_LRRC66,0_LRRC8A,0_LRRN4CL,0_LSR,0_LTBP4,0_LYNX1,0_MAB21L2,0_MAG,0_MAN2B1,0_MAP1A,0_MAP1B,0_MAP6D1,0_MAPK8IP2,0_MAPKAPK3,0_MARS,0_MARVELD3,0_MASP1,0_MATN2,0_MBLAC1,0_MB,0_MCOLN2,0_MDK,0_MEA1,0_MED20,0_MEST,0_METT10D,0_MGAT4B,0_MGC45800,0_MGC72080,0_MIA2,0_MITF,0_MKX,0_MLST8,0_MMP12,0_MMP1,0_MMP3,0_MMRN2,0_MORC4,0_MORN3,0_MOV10,0_MPL,0_MPND,0_MRC1,0_MRGPRF,0_MRPL14,0_MRPL42P5,0_MRPL52,0_MRPS26,0_MTA1,0_MTA2,0_MTNR1A,0_MUC1,0_MUC5B,0_MYBPH,0_MYH11,0_MYH1,0_MYL2,0_MYOC,0_N4BP1,0_NAALAD2,0_NACC1,0_NAT8L,0_NBR2,0_NCAM1,0_NCAPD2,0_NCL,0_NCRNA00029,0_NCRNA00115,0_NCRNA00119,0_NDP,0_NECAB2,0_NEIL3,0_NEUROG2,0_NFE2,0_NFKBIA,0_NGDN,0_NIPAL4,0_NIPSNAP3B,0_NKAIN1,0_NLRP7,0_NME2P1,0_NMU,0_NOD1,0_NOL7,0_NOLC1,0_NOP56,0_NPR3,0_NPRL2,0_NPY2R,0_NR1D1,0_NR3C2,0_NR5A2,0_NRK,0_NRXN1,0_NSUN2,0_NT5C,0_NTF4,0_NUBP2,0_ODF3L2,0_OIT3,0_OLAH,0_OR10J3,0_OR10V1,0_OR13C3,0_OR4K2,0_OR8B4,0_ORM1,0_OSGEP,0_OSTC,0_OTUD1,0_OTUD3,0_OXNAD1,0_P2RY11,0_PALB2,0_PAQR9,0_PASK,0_PCBP3,0_PCDH15,0_PCDHA10,0_PCDHA8,0_PCDHB16,0_PCDHB19P,0_PCDHB3,0_PCDHB5,0_PCDHB7,0_PCDHGA11,0_PCDHGA1,0_PCDHGA2,0_PCDHGA4,0_PCDHGA7,0_PCDHGB5,0_PCDHGC3,0_PCK1,0_PCOLCE2,0_PDAP1,0_PDCD11,0_PDC,0_PDGFD,0_PDGFRL,0_PDK2,0_PDLIM3,0_PDP1,0_PDSS2,0_PDZK1P1,0_PELP1,0_PENK,0_PF4,0_PFKFB4,0_PGA4,0_PGCP,0_PGLYRP1,0_PGP,0_PHF10,0_PHKA2,0_PHTF2,0_PIGZ,0_PIK3C2G,0_PIM2,0_PKD1L2,0_PKD1L3,0_PKHD1L1,0_PKM2,0_PKP3,0_PLAC1,0_PLCD3,0_PLD5,0_PLEK2,0_PLEKHH1,0_PLEKHO1,0_PLIN3,0_PLK3,0_PNN,0_POLA2,0_POLQ,0_POLR2G,0_PON3,0_POU3F2,0_PPM1D,0_PPM1G,0_PPP1R14A,0_PPP2R5D,0_PPP4R1L,0_PPP6C,0_PRKCA,0_PRKG2,0_PROK1,0_PROL1,0_PROX1,0_PRPF19,0_PRSS1,0_PRSS35,0_PSG1,0_PSMA5,0_PSMB5,0_PSMC4,0_PSME1,0_PSRC1,0_PTCD1,0_PTCH1,0_PTCHD3,0_PTGFR,0_PTGR1,0_PTH1R,0_PTMA,0_PTP4A2,0_PTPN2,0_PTPRH,0_PTPRQ,0_PXT1,0_PYROXD2,0_QARS,0_RAB13,0_RAB28,0_RAB3B,0_RABGAP1,0_RAD54L,0_RANBP17,0_RANGAP1,0_RAPGEFL1,0_RARRES2,0_RASIP1,0_RASL10B,0_RASL11A,0_RBM10,0_RBM28,0_RBMS3,0_RBP4,0_RBP7,0_RBPMS,0_RCC1,0_RDM1,0_RELN,0_RETSAT,0_REXO2,0_RFC2,0_RFX6,0_RGS7BP,0_RHPN1,0_RIMS3,0_RLTPR,0_RNF113A,0_RNF157,0_RNF214,0_RNF2,0_ROBO3,0_RPH3AL,0_RPL19,0_RPLP0P2,0_RPN1,0_RS1,0_RSPH1,0_RUNDC3B,0_RUSC1,0_RUVBL1,0_S100A12,0_S100A4,0_SAC3D1,0_SAMD4A,0_SART1,0_SASH1,0_SATL1,0_SCARA5,0_SCGB3A2,0_SCN5A,0_SCNN1B,0_SCRN1,0_SCTR,0_SDK1,0_SDS,0_SEC14L3,0_SEC1,0_SEMA7A,0_SEPT12,0_SEPT7,0_SERPINA1,0_SERPINA3,0_SETDB2,0_SF3B2,0_SF4,0_SFRP4,0_SFTPC,0_SGCG,0_SH2D2A,0_SH3BP1,0_SH3BP5L,0_SH3GLB1,0_SHMT2,0_SHPRH,0_SILV,0_SIPA1L3,0_SIX3,0_SLC10A6,0_SLC13A2,0_SLC14A2,0_SLC16A10,0_SLC16A12,0_SLC16A4,0_SLC16A7,0_SLC16A8,0_SLC17A7,0_SLC1A7,0_SLC22A3,0_SLC23A1,0_SLC24A4,0_SLC25A22,0_SLC25A29,0_SLC25A41,0_SLC27A2,0_SLC29A2,0_SLC29A4,0_SLC2A4,0_SLC30A2,0_SLC35A2,0_SLC36A2,0_SLC39A8,0_SLC6A3,0_SLITRK3,0_SMARCC1,0_SMC4,0_SMOX,0_SMPD4,0_SMR3A,0_SMR3B,0_SMS,0_SNCG,0_SNORD1C,0_SNRPA,0_SNRPB,0_SNTG2,0_SNX3,0_SOBP,0_SOCS2,0_SORBS1,0_SORL1,0_SOX30,0_SPAG16,0_SPC24,0_SPC25,0_SPDYC,0_SPEF1,0_SPINK4,0_SPINT2,0_SPRY3,0_SPTBN2,0_SQLE,0_SRD5A2,0_SREBF1,0_SRPRB,0_SRPX,0_SSTR1,0_ST3GAL3,0_STAB2,0_STARD10,0_STK32A,0_STMN1,0_STON1-GTF2A1L,0_STX2,0_STX7,0_STXBP1,0_STXBP2,0_SUGT1P1,0_SUN1,0_SYNGR2,0_SYNPR,0_SYT13,0_SYTL3,0_TAF6,0_TAF7,0_TAF9B,0_TALDO1,0_TAPBPL,0_TAS2R41,0_TBC1D10C,0_TBP,0_TBX5,0_TCL1A,0_TCP11L2,0_TCTEX1D4,0_TDGF3,0_TEAD4,0_TELO2,0_TERT,0_TFE3,0_TFF1,0_TGFBR3,0_TGIF1,0_THBD,0_THG1L,0_THSD7A,0_TINAGL1,0_TJP3,0_TK1,0_TKTL1,0_TLX1,0_TMBIM1,0_TMEM132A,0_TMEM141,0_TMEM14B,0_TMEM196,0_TMEM211,0_TMEM31,0_TMEM35,0_TMEM37,0_TMEM55A,0_TMEM63B,0_TMEM82,0_TMEM9,0_TMPO,0_TMPPE,0_TNIP3,0_TNNT1,0_TOP1P1,0_TOP1,0_TOX3,0_TRHDE,0_TRIM24,0_TRIM25,0_TRIM45,0_TRIM61,0_TRIM68,0_TRMT2A,0_TRPM3,0_TRPV3,0_TRY6,0_TSC22D2,0_TSEN54,0_TSPAN4,0_TSSC1,0_TTC24,0_TTC26,0_TTC39C,0_TTLL12,0_TTLL5,0_TUBA1C,0_TUBA3C,0_TUBB,0_TUBG1,0_TYRP1,0_T,0_UBE2Q2P1,0_UBE2S,0_UBE4B,0_UBL4B,0_UBOX5,0_UBQLNL,0_UGDH,0_UHRF1,0_UNC13B,0_UPK1B,0_USP45,0_USPL1,0_UST,0_VAMP2,0_VARS2,0_VGLL3,0_VKORC1L1,0_VLDLR,0_VPS13D,0_VPS39,0_VSIG8,0_VWF,0_WARS,0_WASF3,0_WBSCR28,0_WDFY3,0_WDHD1,0_WDR34,0_WDR4,0_WDR74,0_WDR83,0_WFIKKN2,0_WNT2,0_WNT3A,0_WSCD2,0_WWOX,0_XG,0_XIRP1,0_XRCC1,0_YAP1,0_YIPF2,0_YY1,0_ZACN,0_ZBTB16,0_ZBTB7B,0_ZC3H6,0_ZCWPW2,0_ZDHHC12,0_ZDHHC6,0_ZDHHC7,0_ZEB2,0_ZFP2,0_ZFYVE28,0_ZGPAT,0_ZNF143,0_ZNF295,0_ZNF296,0_ZNF334,0_ZNF395,0_ZNF438,0_ZNF503,0_ZNF510,0_ZNF554,0_ZNF556,0_ZNF676,0_ZNF750,0_ZNF804B,0_ZNF833,0_ZP1,0_ZZEF1
0,0,48,35,0,0,0,27,0,0,24,0,0,0,0,26,26,34,53,0,0,0,0,0,0,0,31,0,0,28,4,3,0,2,15,16,0,51,0,0,0,9,38,0,0,0,4,34,16,4,4,54,5,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,61,0,0,0,86,0,0,50,24,0,30,0,0,19,0,0,0,8,0,0,10,0,0,68,0,0,0,0,0,0,5,0,0,154,0,0,0,0,42,0,0,120,2,0,0,0,0,0,0,0,22,31,0,0,0,2,0,92,0,0,6,47,0,44,0,39,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0,0,0,27,0,0,27,77,0,0,0,85,0,0,0,0,11,0,0,44,34,0,0,0,0,14,0,0,0,0,0,2,6,48,0,0,0,5,0,0,0,0,0,0,0,81,0,5,57,151,8,21,47,26,86,0,34,26,2,0,0,0,0,0,0,0,6,2,15,0,0,71,0,0,2,21,0,50,18,0,62,70,0,36,0,57,0,25,25,0,0,38,0,0,20,0,0,0,0,0,0,3,0,0,0,0,4,0,57,0,0,6,12,0,2,78,0,0,0,0,0,0,0,0,54,0,0,2,0,0,0,5,0,15,5,15,0,0,64,0,0,0,0,0,0,0,8,0,10,46,0,11,0,0,10,0,62,34,0,0,0,0,0,0,0,0,35,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,36,0,0,0,18,0,32,0,8,0,55,0,0,0,0,0,58,22,0,0,63,0,0,0,0,0,10,31,0,47,4,0,0,0,0,3,6,20,86,0,0,54,0,0,57,0,31,34,0,0,14,0,0,0,0,38,15,0,50,84,0,0,0,0,3,0,42,0,0,32,0,20,0,63,51,0,1,33,55,8,0,5,0,0,31,0,0,0,0,0,0,0,0,0,0,6,17,64,70,0,0,0,0,5,0,0,95,18,0,0,45,56,39,50,83,0,0,0,0,41,3,10,1,0,0,2,0,10,0,25,0,19,0,0,0,0,0,0,0,0,79,0,0,17,0,0,0,51,0,108,28,0,52,23,0,6,39,0,0,0,0,0,52,0,0,67,20,0,0,0,0,0,0,5,0,0,12,18,32,7,0,45,62,90,0,4,0,0,22,51,0,0,0,0,56,49,0,0,0,0,41,0,0,5,35,0,0,95,0,0,0,0,0,0,29,0,0,0,0,31,8,1,0,0,0,0,55,69,0,0,31,0,0,91,34,18,0,21,52,20,0,25,41,0,0,0,0,17,101,3,0,0,13,18,45,0,0,0,8,32,0,0,17,0,0,0,74,0,0,16,44,9,0,21,0,15,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,14,29,57,0,0,8,0,96,0,20,71,0,0,0,0,20,0,4,4,0,18,24,0,0,0,10,0,2,0,4,0,0,0,0,18,0,0,0,27,0,38,29,0,0,0,0,0,11,33,0,0,0,0,0,12,0,0,0,0,0,23,0,0,0,0,0,15,50,0,0,0,0,14,6,13,0,48,0,67,0,0,0,0,0,58,0,0,0,74,0,0,14,0,29,0,0,0,0,0,0,0,0,0,0,0,0,26,0,11,0,0,55,32,0,15,2,0,0,0,0,0,0,0,13,58,33,0,47,0,0,0,0,11,16,11,0,0,16,0,0,0,0,0,0,0,0,0,20,76,8,0,0,0,0,14,25,0,16,0,0,0,8,0,0,0,0,25,25,0,0,4,0,0,0,30,0,0,0,0,0,0,0,0,3,0,0,0,0,0,20,0,0,142,0,0,0,0,0,0,0,0,0,65,0,0,0,0,60,0,0,74,85,2,27,0,0,0,0,0,58,35,0,38,4,0,0,0,1,0,41,43,0,0,0,0,0,61,0,4,19,16,24,89,6,0,0,0,0,0,53,19,0,0,0,73,0,10,0,0,6,0,6,50,48,78,0,0,36,0,0,41,0,11,11,0,0,0,0,0,49,0,0,0,0,0,89,0,0,18,0,0,27,68,7,0,0,48,21,0,12,24,21,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,23,0,6,0,0,13,0,11,0,58,0,0,15,0,1,0,0,0,6,54,0,0,38,0,23,0,0,49,17,0,0,0,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,5,0,0,91,0,0,0,0,29,0,11,55,18,0,29,0,0,56,0,0,0,0,0,0,0,117,0,0,41,0,0,0,0,0,0,0,8,0,0,0,63,34,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,35,0,0,0,0,0,0,0,8,69,0,8,0
100,0,0,0,2,0,18,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,6,0,156,0,0,0,358,0,0,0,0,0,0,1,0,0,0,0,5,2,0,1,0,29,0,0,2,0,1,0,8,0,24,0,0,0,0,0,0,0,101,0,5,0,0,1,23,0,0,0,0,0,0,353,0,1,0,0,0,100,1,0,0,0,0,394,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,23,0,0,15,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,42,0,2,4,0,0,0,252,0,0,0,0,159,0,0,14,3,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,25,0,0,4,6,0,0,4,0,7,0,16,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,2,0,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,4,0,1,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,10,2,9,161,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,8,0,0,180,1,0,0,0,0,0,0,0,0,0,0,0,4,16,147,0,0,66,0,3,7,0,0,0,0,7,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,213,0,0,0,1,0,0,2,0,0,0,4,0,0,0,35,1,0,0,1,0,0,57,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,1,2,0,0,40,7,0,0,0,1,0,0,0,7,0,0,3,1,0,0,0,0,0,0,2,0,0,161,0,0,7,0,1,0,0,0,0,0,0,118,24,18,3,0,3,3,2,0,5,0,0,0,0,8,0,0,1,133,425,0,0,0,3,0,0,1,0,0,0,0,31,0,0,142,0,0,5,0,1,1,3,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,28,0,0,1,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,18,0,2,17,0,0,0,1,0,3,0,187,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,156,416,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,5,0,1,0,0,0,2,0,1,0,0,3,8,0,1,0,0,0,0,0,1,0,0,84,1,0,0,3,0,0,0,5,0,0,391,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,89,2,6,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,50,0,0,1,0,3,0,0,0,0,0,1,0,0,0,2,0,1,1,0,11,0,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,307,147,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,1,0,1,0,0,0,3,3,0,0,1,0,0,0,0,0,4,0,177,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,17,0,1,43,0,0,3,0,0,0,1,0,0,0,57,0,138,2,0,0,0,0,100,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,176,1,0,0,0,0,0,0,11,0,353,0,0,1,1,0,0,0,0,4,11,0,2,0,0,0,0,0,1,0,0,156,2,0,0,0,2,0,0,0,0,23,0,0,3,0,0,0,1,0,0,0,213,0,0,0,0,0,0,0,0,0,0,8,0,3,1,2,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4,239,0,28,0,2,87,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1,447,0,1,0,0,0,0,0,44,0,1,0,0,0,0,0,0,0,0,1,1,0,474,2,10,122,2,0,0,0,0,1,0,0,2,1,0,298,0,0,0,0,0,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,3,0,0,0,1,0
