0_age_at_initial_pathologic_diagnosis,1_hsa.let.7a.5p,1_hsa.miR.107,1_hsa.miR.10b.3p,1_hsa.miR.10b.5p,1_hsa.miR.1226.3p,1_hsa.miR.1228.3p,1_hsa.miR.125b.1.3p,1_hsa.miR.135a.3p,1_hsa.miR.140.5p,1_hsa.miR.144.3p,1_hsa.miR.146b.3p,1_hsa.miR.151b,1_hsa.miR.1537.5p,1_hsa.miR.15b.3p,1_hsa.miR.15b.5p,1_hsa.miR.181b.3p,1_hsa.miR.18a.3p,1_hsa.miR.193b.5p,1_hsa.miR.196a.5p,1_hsa.miR.200a.3p,1_hsa.miR.200c.5p,1_hsa.miR.222.5p,1_hsa.miR.346,1_hsa.miR.381.5p,1_hsa.miR.382.3p,1_hsa.miR.432.5p,1_hsa.miR.452.5p,1_hsa.miR.4724.5p,1_hsa.miR.487a.3p,1_hsa.miR.500b.5p,1_hsa.miR.502.5p,1_hsa.miR.624.5p,1_hsa.miR.651.5p,1_hsa.miR.655.3p,1_hsa.miR.760,1_hsa.miR.942.3p,2_..90288,2_ABCF3.55324,2_ACACA.31,2_ACAT2.39,2_ACBD6.84320,2_ACSM3.6296,2_ADARB2.105,2_ADCY3.109,2_ADSL.158,2_AHSG.197,2_AKAP13.11214,2_ANGPT1.284,2_ANKAR.150709,2_ANKRD55.79722,2_APPL2.55198,2_ARAP3.64411,2_ARHGAP12.94134,2_ARMCX2.9823,2_ATL3.25923,2_ATP5SL.55101,2_ATP6V0D1.9114,2_ATR.545,2_AVPI1.60370,2_BATF2.116071,2_BEND6.221336,2_BTBD9.114781,2_C11orf45.219833,2_C13orf27.93081,2_C14orf132.56967,2_C14orf86.283592,2_C17orf59.54785,2_C19orf69.100170765,2_C21orf59.56683,2_C22orf36.388886,2_C2orf27A.29798,2_C2orf85.285093,2_C6.729,2_C6orf129.154467,2_C6orf89.221477,2_C9orf110.100128385,2_CALR3.125972,2_CAP2.10486,2_CAPZA1.829,2_CASKIN2.57513,2_CASP8.841,2_CBARA1.10367,2_CBX8.57332,2_CCDC85C.317762,2_CD163.9332,2_CD200R1.131450,2_CD63.967,2_CDC123.8872,2_CDC42.998,2_CDC42BPB.9578,2_CDCA2.157313,2_CDH6.1004,2_CDKN2BAS.100048912,2_CEBPD.1052,2_CENPH.64946,2_CENPL.91687,2_CENPW.387103,2_CEP110.11064,2_CHRAC1.54108,2_CHRNB2.1141,2_CLEC5A.23601,2_CLP1.10978,2_CLTCL1.8218,2_CMTM8.152189,2_COL11A2.1302,2_COL18A1.80781,2_COX7A2.1347,2_CRYBB1.1414,2_CRYL1.51084,2_CSNK2B.1460,2_CST6.1474,2_CTNS.1497,2_CYTH3.9265,2_D4S234E.27065,2_DDX39.10212,2_DHRS4L2.317749,2_DNAH3.55567,2_DNAJB7.150353,2_DNAJC8.22826,2_DNASE1L2.1775,2_DOLPP1.57171,2_DST.667,2_DUSP26.78986,2_EFNA1.1942,2_EHMT2.10919,2_ELK1.2002,2_EVL.51466,2_EXOSC4.54512,2_FABP4.2167,2_FAM109B.150368,2_FAM110B.90362,2_FERMT3.83706,2_FHDC1.85462,2_FKBP4.2288,2_FLJ36000.284124,2_FNDC3B.64778,2_FOLR1.2348,2_FXYD2.486,2_GANAB.23193,2_GAS2L2.246176,2_GCA.25801,2_GCAT.23464,2_GDF5.8200,2_GLG1.2734,2_GLI2.2736,2_GLRA3.8001,2_GNGT2.2793,2_GPR173.54328,2_GSG2.83903,2_HAUS1.115106,2_HDDC2.51020,2_HECTD3.79654,2_HGS.9146,2_HINT3.135114,2_HIST1H1T.3010,2_HIST1H2BD.3017,2_HIST1H2BJ.8970,2_HIST1H3E.8353,2_HLA.DRA.3122,2_HMG20A.10363,2_HMGN5.79366,2_HNRNPH3.3189,2_HOXD10.3236,2_HOXD12.3238,2_HTATIP2.10553,2_IFI6.2537,2_IFRD2.7866,2_IGF2BP3.10643,2_IGFL3.388555,2_IGSF10.285313,2_IL18BP.10068,2_IL1RAP.3556,2_IL1RAPL1.11141,2_IL2RB.3560,2_ITGB7.3695,2_IVL.3713,2_KCTD16.57528,2_KDM2A.22992,2_KIAA1644.85352,2_KIAA1984.84960,2_KLHDC1.122773,2_KLHL13.90293,2_KLHL25.64410,2_KLK15.55554,2_LASS5.91012,2_LATS2.26524,2_LCE1B.353132,2_LDHD.197257,2_LOC100302640.100302640,2_LOC153328.153328,2_LOC283174.283174,2_LOC283761.283761,2_LOC285419.285419,2_LOC388387.388387,2_LOC440905.440905,2_LOC642826.642826,2_LSM2.57819,2_LYVE1.10894,2_MAP1LC3C.440738,2_MAP3K1.4214,2_MARCH5.54708,2_MARCKSL1.65108,2_MDGA1.266727,2_MEX3A.92312,2_MKL2.57496,2_MPDZ.8777,2_MPHOSPH9.10198,2_MRPL52.122704,2_MRPS15.64960,2_MRPS2.51116,2_MT1M.4499,2_MT3.4504,2_MTAP.4507,2_MTIF3.219402,2_MX2.4600,2_MXRA5.25878,2_MYST1.84148,2_NAA20.51126,2_NBEAL2.23218,2_NCKAP1L.3071,2_NCRNA00167.440072,2_NDST4.64579,2_NEK10.152110,2_NFU1.27247,2_NGFR.4804,2_NIPA2.81614,2_NKIRAS1.28512,2_NKX2.4.644524,2_NODAL.4838,2_NRG3.10718,2_NSUN7.79730,2_NT5C3L.115024,2_OCRL.4952,2_OR4C13.283092,2_OSBPL10.114884,2_OSBPL6.114880,2_OTUD7B.56957,2_PABPC1.26986,2_PACS2.23241,2_PBXIP1.57326,2_PCDHB9.56127,2_PCDHGB8P.56120,2_PCMTD1.115294,2_PDGFB.5155,2_PDZK1IP1.10158,2_PELO.53918,2_PFDN4.5203,2_PGCP.10404,2_PHB2.11331,2_PICALM.8301,2_PIGN.23556,2_PKD1L1.168507,2_PLAC9.219348,2_PLCE1.51196,2_PLD3.23646,2_PLK4.10733,2_PLP2.5355,2_PLXND1.23129,2_PMP22.5376,2_POC1A.25886,2_PODXL2.50512,2_POP1.10940,2_PPCS.79717,2_PQBP1.10084,2_PRAM1.84106,2_PRR12.57479,2_PSMC3.5702,2_PSTPIP1.9051,2_PTRF.284119,2_RAB36.9609,2_RAD18.56852,2_RAI2.10742,2_RASGEF1C.255426,2_RASL10A.10633,2_RASL10B.91608,2_RGAG1.57529,2_RGPD5.84220,2_RGS14.10636,2_RHBDL1.9028,2_RHOB.388,2_RNF213.57674,2_RPL19.6143,2_RPL35.11224,2_RPP30.10556,2_RPS21.6227,2_RPUSD4.84881,2_SALL2.6297,2_SAMD10.140700,2_SAMD4B.55095,2_SASH3.54440,2_SCEL.8796,2_SCN7A.6332,2_SDF4.51150,2_SEC24C.9632,2_SECTM1.6398,2_SELENBP1.8991,2_SESTD1.91404,2_SFTPC.6440,2_SHKBP1.92799,2_SIT1.27240,2_SKAP2.8935,2_SKI.6497,2_SLC12A4.6560,2_SLC12A7.10723,2_SLC1A1.6505,2_SLC25A30.253512,2_SLC25A6.293,2_SMARCA1.6594,2_SMARCD3.6604,2_SMURF1.57154,2_SMYD4.114826,2_SNAPC2.6618,2_SNAR.G1.100126780,2_SNRPB.6628,2_SNX8.29886,2_SOD3.6649,2_SPARC.6678,2_SPATA12.353324,2_SPP1.6696,2_SRI.6717,2_SSPN.8082,2_STAT6.6778,2_STIL.6491,2_STMN3.50861,2_SULF2.55959,2_SYT3.84258,2_TAX1BP3.30851,2_TBPL1.9519,2_TECTB.6975,2_TFDP1.7027,2_TFRC.7037,2_THEM4.117145,2_TIGD3.220359,2_TIMELESS.8914,2_TIMM44.10469,2_TMCC3.57458,2_TMEM149.79713,2_TMEM175.84286,2_TMEM50A.23585,2_TNFAIP3.7128,2_TNNI2.7136,2_TNR.7143,2_TOMM22.56993,2_TRIB2.28951,2_TRIM16L.147166,2_TRPC1.7220,2_TTC25.83538,2_TUBGCP2.10844,2_TXNRD3IT1.645840,2_UBAC2.337867,2_UBE3C.9690,2_UBTF.7343,2_VTN.7448,2_VWC2.375567,2_WDFY3.23001,2_WDR25.79446,2_WDR74.54663,2_WDR86.349136,2_WEE1.7465,2_WFDC13.164237,2_WFDC2.10406,2_WISP1.8840,2_ZAK.51776,2_ZFP36L1.677,2_ZMPSTE24.10269,2_ZNF34.80778,2_ZNF648.127665,2_ZNF740.283337,2_ZNF749.388567,2_ZNF792.126375,2_ZNF813.126017,2_ZRANB3.84083
1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
