0_age_at_initial_pathologic_diagnosis,1_hsa.let.7e.5p,1_hsa.let.7f.5p,1_hsa.miR.10b.5p,1_hsa.miR.1228.3p,1_hsa.miR.1291,1_hsa.miR.135b.5p,1_hsa.miR.146b.3p,1_hsa.miR.146b.5p,1_hsa.miR.148a.5p,1_hsa.miR.148b.3p,1_hsa.miR.154.5p,1_hsa.miR.155.5p,1_hsa.miR.15b.5p,1_hsa.miR.196b.3p,1_hsa.miR.222.5p,1_hsa.miR.23b.5p,1_hsa.miR.27b.3p,1_hsa.miR.335.3p,1_hsa.miR.378d,1_hsa.miR.431.5p,1_hsa.miR.624.5p,2_ABCB8.11194,2_ABHD10.55347,2_AFAP1L1.134265,2_AGXT2L1.64850,2_AKAP7.9465,2_ALPK3.57538,2_AMIGO3.386724,2_AMN1.196394,2_ANAPC2.29882,2_APBB2.323,2_ARFIP2.23647,2_ARHGEF18.23370,2_ART3.419,2_ASPM.259266,2_BID.637,2_BIK.638,2_BPIL1.80341,2_BRD4.23476,2_BRIP1.83990,2_C15orf29.79768,2_C16orf7.9605,2_C21orf58.54058,2_C2orf77.129881,2_C3orf30.152405,2_C4orf42.92070,2_CACNA2D3.55799,2_CBLN3.643866,2_CCDC102A.92922,2_CCDC125.202243,2_CCDC126.90693,2_CD226.10666,2_CD300LF.146722,2_CDK2.1017,2_CHST3.9469,2_CISD1.55847,2_CKS1B.1163,2_CNTFR.1271,2_COL8A1.1295,2_CPNE8.144402,2_CRYBB1.1414,2_CRYZL1.9946,2_CSTA.1475,2_CTHRC1.115908,2_CXorf21.80231,2_CYLC1.1538,2_DEGS2.123099,2_DEPDC1.55635,2_DKFZp434L192.222029,2_DNAJC18.202052,2_DOK5.55816,2_E2F2.1870,2_EFHB.151651,2_EFNA3.1944,2_EGF.1950,2_ELAVL3.1995,2_ERAS.3266,2_ERC2.26059,2_EVX2.344191,2_FAM101A.144347,2_FAM120A.23196,2_FAM124A.220108,2_FAM125B.89853,2_FAM19A3.284467,2_FAM66C.440078,2_FAM75A2.642265,2_FBXW4.6468,2_FGGY.55277,2_FLJ23867.200058,2_FMOD.2331,2_FOXI3.344167,2_FTSJ2.29960,2_GABARAPL1.23710,2_GAL3ST4.79690,2_GCAT.23464,2_GPI.2821,2_GPR1.2825,2_GPRASP1.9737,2_GPRIN3.285513,2_GSG1.83445,2_HCN4.10021,2_HECA.51696,2_HELB.92797,2_HERC6.55008,2_HIST1H3D.8351,2_HSD3B7.80270,2_HSPA5.3309,2_HSPC157.29092,2_IER5.51278,2_IGSF3.3321,2_ISL2.64843,2_KBTBD6.89890,2_KCNC2.3747,2_KCNJ10.3766,2_KIAA0101.9768,2_KIAA0146.23514,2_KIF4B.285643,2_KLRC3.3823,2_LAIR1.3903,2_LASS5.91012,2_LATS2.26524,2_LCE1C.353133,2_LILRA6.79168,2_LIMS3.96626,2_LNX2.222484,2_LOC100009676.100009676,2_LOC100133957.100133957,2_LOC100302640.100302640,2_LOC25845.25845,2_LOC284023.284023,2_LOC284798.284798,2_LOC541473.541473,2_LOR.4014,2_LRAT.9227,2_LRIG2.9860,2_LRRK2.120892,2_MAN1C1.57134,2_MAPK8IP1.9479,2_MDGA2.161357,2_MRPS15.64960,2_MRPS16.51021,2_MRPS27.23107,2_MT1X.4501,2_NF1P1.440225,2_NFIA.4774,2_NLGN3.54413,2_NME2.4831,2_NOD1.10392,2_NOL10.79954,2_NPFFR2.10886,2_NPR2.4882,2_NRADDP.100129354,2_NTN4.59277,2_NUP37.79023,2_OR52K1.390036,2_OR52K2.119774,2_PCCA.5095,2_PCDHB1.29930,2_PEX13.5194,2_PHACTR4.65979,2_PHAX.51808,2_PIGG.54872,2_PINK1.65018,2_PLA2G6.8398,2_PLAC8L1.153770,2_PLCXD2.257068,2_PLEKHA9.51054,2_PMVK.10654,2_PODNL1.79883,2_PPIE.10450,2_PPP3R2.5535,2_PRKCE.5581,2_PRMT1.3276,2_PRPH.5630,2_PRPSAP2.5636,2_PRSS33.260429,2_PRUNE.58497,2_PSMB1.5689,2_PYCR1.5831,2_RAB17.64284,2_RAD18.56852,2_RAI14.26064,2_RALBP1.10928,2_RFXAP.5994,2_ROR2.4920,2_RPL29P2.118432,2_RPL37.6167,2_RRAGB.10325,2_RRM1.6240,2_S100A2.6273,2_S100A3.6274,2_SAMD3.154075,2_SERAC1.84947,2_SGMS1.259230,2_SH3PXD2B.285590,2_SIKE1.80143,2_SIRT3.23410,2_SLC29A1.2030,2_SLC30A7.148867,2_SLC5A1.6523,2_SLC7A14.57709,2_SLCO1A2.6579,2_SMC4.10051,2_SNORA8.654320,2_SNRNP25.79622,2_SPINT1.6692,2_SPPL2A.84888,2_STAT6.6778,2_STEAP3.55240,2_STRAP.11171,2_SUB1.10923,2_SYNPR.132204,2_SYTL1.84958,2_TAF1D.79101,2_TALDO1.6888,2_TEAD4.7004,2_TERF2IP.54386,2_TEX19.400629,2_THBS1.7057,2_THRAP3.9967,2_TLN1.7094,2_TLR5.7100,2_TMEM106A.113277,2_TMEM179.388021,2_TMEM217.221468,2_TMOD3.29766,2_TMPRSS6.164656,2_TMSB10.9168,2_TPPP.11076,2_TRIM21.6737,2_TSPAN4.7106,2_TSPAN6.7105,2_TTC21B.79809,2_TTF1.7270,2_UBE2E2.7325,2_UBE2Z.65264,2_UCP2.7351,2_USP42.84132,2_USPL1.10208,2_VKORC1.79001,2_VTCN1.79679,2_WDR35.57539,2_WEE1.7465,2_WWC1.23286,2_YIPF3.25844,2_ZCCHC7.84186,2_ZFP91.CNTF.386607,2_ZMYM4.9202,2_ZNF143.7702,2_ZNF217.7764,2_ZNF222.7673,2_ZNF311.282890,2_ZNF420.147923,2_ZNF513.130557,2_ZNF648.127665,2_ZNF780A.284323,2_ZRANB1.54764,2_ZW10.9183
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
