gen,evals,gen_feats,explored,type naive Bayes adjusted balanced accuracy_min,type naive Bayes adjusted balanced accuracy_avg,type naive Bayes adjusted balanced accuracy_max,type naive Bayes adjusted balanced accuracy_std,adjusted root leanness_min,adjusted root leanness_avg,adjusted root leanness_max,adjusted root leanness_std
0,500,408,408,0.14519101934212447,0.7414418566774819,0.8725437694487433,0.16577729136765182,0.14002800840280097,0.2645534615351269,1.0,0.1674516936668352
1,510,620,625,0.14704860448144336,0.7494032058003418,0.8725437694487433,0.1482565086984165,0.14002800840280097,0.2785141894995939,1.0,0.14044270213765425
2,500,678,844,0.14704860448144336,0.7643003750928237,0.8725437694487433,0.13091571073856265,0.14002800840280097,0.28084281580578224,1.0,0.1384301220244479
3,500,682,1055,0.14704860448144336,0.7756928693779811,0.8725437694487433,0.12339401402990785,0.14002800840280097,0.2818519267602511,1.0,0.13781130482148518
4,500,725,1257,0.14704860448144336,0.7831352355326724,0.8725437694487433,0.11846383862151738,0.14002800840280097,0.28280952610833265,1.0,0.13738054679513378
5,500,723,1421,0.14704860448144336,0.7851802691204464,0.8725437694487433,0.1199533361003877,0.12803687993289598,0.28757149236860685,1.0,0.13829283742090023
6,500,767,1611,0.14704860448144336,0.7928084622250926,0.8751852091867908,0.11340405351494535,0.1270001270001905,0.28668336786506826,1.0,0.13580843035982762
7,500,777,1789,0.14704860448144336,0.7936449751227497,0.8871405482454191,0.1118745960776172,0.12803687993289598,0.29409120393888244,1.0,0.1354597791379692
8,500,775,1953,0.14704860448144336,0.7987089829416095,0.8871405482454191,0.1079171599210434,0.14285714285714285,0.2940438195162593,1.0,0.13530415715650854
9,500,787,2102,0.14704860448144336,0.8033877684570113,0.8871405482454191,0.1044967588172181,0.14285714285714285,0.2925165351627988,1.0,0.1329091789857186
10,500,843,2279,0.14704860448144336,0.8063670483109211,0.8871405482454191,0.1041052221234671,0.14586499149789456,0.29098008633280703,1.0,0.13241045064635262
11,500,810,2430,0.14704860448144336,0.8062952546622173,0.8871405482454191,0.10544947463730273,0.14586499149789456,0.2948196679468552,1.0,0.13444910719485922
12,500,822,2558,0.14704860448144336,0.8093348401258394,0.8871405482454191,0.1033643940045967,0.14002800840280097,0.2934593194587578,1.0,0.13352611578725201
13,500,831,2698,0.14704860448144336,0.813670506668951,0.8871405482454191,0.1013461349313305,0.14002800840280097,0.29017080171645127,1.0,0.13296356404864487
14,500,839,2829,0.14704860448144336,0.8155527556135601,0.8871405482454191,0.10145185650188263,0.14002800840280097,0.290113301470397,1.0,0.13309310821836276
15,500,836,2961,0.14704860448144336,0.8177824749228731,0.8871405482454191,0.10071964647941414,0.14002800840280097,0.2892814502749677,1.0,0.13369686992159008
16,500,864,3104,0.14704860448144336,0.82046628355984,0.8871405482454191,0.09984314719931334,0.14002800840280097,0.28758559879652534,1.0,0.1336385829166387
17,500,845,3220,0.14704860448144336,0.8218152096274862,0.8882392061228228,0.09911710619977267,0.14002800840280097,0.28901441174646925,1.0,0.13350487436087438
18,500,833,3331,0.14704860448144336,0.8237878262814979,0.8882392061228228,0.09817405295980233,0.14002800840280097,0.2877677822776825,1.0,0.13394121878921528
19,500,829,3440,0.14704860448144336,0.8280920782177927,0.8976918985359578,0.0947483000958144,0.14586499149789456,0.28336863686550795,1.0,0.1324575105261731
20,500,835,3540,0.14704860448144336,0.8266615839399535,0.8976918985359578,0.09720955641606972,0.14586499149789456,0.28771937111716783,1.0,0.13371246167793072
21,500,846,3629,0.14704860448144336,0.8275064649015614,0.8976918985359578,0.09666737450511187,0.14433756729740643,0.28816015299272424,1.0,0.1343202258936269
22,500,859,3727,0.14704860448144336,0.8316295074752325,0.8976918985359578,0.09376443998366968,0.1414213562373095,0.28322607327684957,1.0,0.1323224378817621
23,500,803,3806,0.14704860448144336,0.8329426680171648,0.8976918985359578,0.09375536324448885,0.1414213562373095,0.28243957072025283,1.0,0.13273961944915136
24,500,881,3903,0.14704860448144336,0.8339470416828392,0.8976918985359578,0.09353974883295733,0.14285714285714285,0.2825575518584137,1.0,0.13250097441166978
25,500,840,3993,0.14704860448144336,0.8353490984632426,0.8976918985359578,0.09383702767801992,0.14285714285714285,0.2816350467208797,1.0,0.1330037533621988
26,500,862,4079,0.14704860448144336,0.835816175588714,0.8976918985359578,0.0937153214877401,0.13736056394868904,0.28264263323108,1.0,0.13233374586717808
27,500,846,4150,0.14704860448144336,0.8342799988646645,0.8976918985359578,0.09650801116912718,0.1386750490563073,0.28630638228664473,1.0,0.13417272220144252
28,500,824,4211,0.14704860448144336,0.8351207450042514,0.8976918985359578,0.09631399857763327,0.1386750490563073,0.28640043681523975,1.0,0.13469738280298368
29,500,823,4280,0.14704860448144336,0.8356650556154986,0.8976918985359578,0.0960419516248362,0.1386750490563073,0.2878452618569612,1.0,0.13357639221761675
30,500,830,4346,0.14704860448144336,0.836667035413828,0.8976918985359578,0.09629742516560766,0.1386750490563073,0.2866830108650967,1.0,0.13391977952927786
31,500,823,4400,0.14704860448144336,0.8387773424968055,0.8976918985359578,0.09353916664494258,0.1386750490563073,0.28615343979159374,1.0,0.13185415218076033
32,500,843,4465,0.14704860448144336,0.8376984230956535,0.902014797286101,0.09541420764679807,0.15811388300841897,0.2899150108796699,1.0,0.1326162962827639
33,500,824,4528,0.14704860448144336,0.8386049300568986,0.902014797286101,0.09558558857498832,0.15811388300841897,0.2895145229713959,1.0,0.13281693229084385
34,500,831,4582,0.14704860448144336,0.8415810679110762,0.902014797286101,0.09307389266715867,0.15617376188860607,0.2858446720865529,1.0,0.13035094308678785
35,500,810,4625,0.14704860448144336,0.8398184306695763,0.902014797286101,0.09634803915971123,0.15617376188860607,0.2900279525457024,1.0,0.132960370033954
36,500,797,4666,0.14704860448144336,0.8402777950631428,0.902014797286101,0.0955809376285877,0.15617376188860607,0.29142426249603504,1.0,0.1322187086763648
37,500,817,4718,0.14704860448144336,0.8413355924240878,0.902014797286101,0.09573905935419562,0.15617376188860607,0.2905096264873652,1.0,0.1325837711559694
38,500,817,4772,0.14704860448144336,0.8420250513076041,0.902014797286101,0.0958383107295635,0.15617376188860607,0.29053114123644214,1.0,0.1326946833986803
39,500,831,4823,0.14704860448144336,0.8449719487566151,0.902014797286101,0.09376452400309276,0.15617376188860607,0.2860008791425258,1.0,0.1313339578013905
40,500,856,4865,0.14704860448144336,0.8436189717890181,0.902014797286101,0.09561964071586104,0.15617376188860607,0.28980044316205106,1.0,0.13294052313026028
41,500,842,4907,0.14704860448144336,0.8466381531388044,0.902014797286101,0.09313394689665686,0.1543033499620919,0.2860435869250734,1.0,0.1303107074602685
42,500,835,4954,0.14704860448144336,0.847665372892332,0.902014797286101,0.09322836944355001,0.1543033499620919,0.2844709095692316,1.0,0.13103119814848693
43,500,838,4997,0.14704860448144336,0.8478257420396104,0.902014797286101,0.09324100066163869,0.1543033499620919,0.2855441628462546,1.0,0.13054412009241081
44,500,837,5036,0.14704860448144336,0.8482633542641358,0.902014797286101,0.09332841280078225,0.1543033499620919,0.2852330640541121,1.0,0.130673686811263
45,500,855,5083,0.14704860448144336,0.8483962652654288,0.902014797286101,0.0933871833942495,0.1543033499620919,0.2860347136817167,1.0,0.13051330997096924
46,500,809,5119,0.14704860448144336,0.8486167195782942,0.9032647611181662,0.0934004298290759,0.1543033499620919,0.28643368849210854,1.0,0.13028767281021883
47,500,824,5146,0.14704860448144336,0.8494167221599882,0.9032647611181662,0.0933960632835585,0.1543033499620919,0.2855891428806161,1.0,0.1306926933999988
48,500,840,5184,0.14704860448144336,0.8497392180939042,0.9032647611181662,0.0932000080231851,0.1543033499620919,0.28606826711669947,1.0,0.13043779755776197
49,500,809,5215,0.14704860448144336,0.8505321197254438,0.9032647611181662,0.09300923413573864,0.1543033499620919,0.28490166473684375,1.0,0.13088320190934766
