gen,0_AAGAB,0_AASDH,0_ABCA2,0_ABCA4,0_ABHD11,0_ABHD13,0_ABHD3,0_ABTB2,0_ACACA,0_ACCS,0_ACD,0_ACLY,0_ACOT9,0_ACOX1,0_ACSL6,0_ACSM2A,0_ACTR3B,0_ADAM33,0_ADAM8,0_ADCK2,0_ADI1,0_ADO,0_ADSL,0_AFTPH,0_AGA,0_AHCY,0_AHI1,0_AHNAK2,0_AHR,0_AIP,0_AK2,0_AKAP7,0_AKR1C3,0_AKR1E2,0_AKT1,0_ALDH16A1,0_ALDH6A1,0_ALG1,0_ALG10,0_ALG11,0_ALG1L2,0_ALG9,0_ALK,0_ALKBH2,0_ALKBH3,0_ALOX15,0_AMFR,0_ANAPC4,0_ANGPTL4,0_ANKRD12,0_ANKRD31,0_ANKRD46,0_ANO9,0_ANXA13,0_ANXA3,0_ANXA4,0_ANXA9,0_AP2A2,0_AP3M2,0_APEX1,0_APOBEC3A,0_APPBP2,0_APPL2,0_ARID1B,0_ARIH1,0_ARL10,0_ARL2BP,0_ARL3,0_ARMC1,0_ARMC5,0_ARMCX1,0_ARMCX2,0_ARMCX6,0_ARNT,0_ARRDC4,0_ARSD,0_ASCC1,0_ASMTL,0_ATF3,0_ATG10,0_ATG5,0_ATP11A,0_ATP2B1,0_ATP2C1,0_ATP6V1F,0_ATP6V1H,0_ATP7B,0_ATXN2L,0_AUH,0_AUP1,0_AURKAIP1,0_AWAT2,0_AXIN2,0_AZI2,0_B2M,0_B3GAT3,0_B3GNTL1,0_B4GALT7,0_BAD,0_BAHCC1,0_BARX2,0_BATF2,0_BCAS3,0_BCL2L14,0_BCLAF1,0_BCS1L,0_BDH1,0_BEX1,0_BHMT,0_BIK,0_BLOC1S3,0_BMP2K,0_BMPR1A,0_BNIP3,0_BSCL2,0_BSDC1,0_BST2,0_BTF3,0_BTF3L4,0_BTG3,0_BUB3,0_BVES,0_BZW2,0_C11orf54,0_C16orf70,0_C1orf109,0_C3orf18,0_C4BPA,0_C5orf22,0_C6orf118,0_C8B,0_C9orf40,0_CA9,0_CAB39,0_CAMSAP1,0_CAND2,0_CANX,0_CAPG,0_CAPN2,0_CARD11,0_CASP4,0_CBLL1,0_CBR4,0_CBWD3,0_CBWD6,0_CBX4,0_CBX7,0_CCDC115,0_CCDC28A,0_CCDC58,0_CCDC68,0_CCDC77,0_CCDC88C,0_CCL4,0_CCNK,0_CCRL2,0_CD276,0_CD81,0_CDC25C,0_CDC34,0_CDC42BPA,0_CDC42BPB,0_CDC5L,0_CDH23,0_CDK18,0_CDK5RAP2,0_CDKN1C,0_CDT1,0_CECR2,0_CELF1,0_CENPA,0_CENPV,0_CEP55,0_CES3,0_CFB,0_CFC1B,0_CFHR1,0_CFL2,0_CHAC1,0_CHCHD1,0_CHCHD2,0_CHCHD6,0_CHD4,0_CHDH,0_CHFR,0_CHKA,0_CHKB,0_CHMP4C,0_CHP2,0_CHRD,0_CHRM3,0_CHST15,0_CIB2,0_CIR1,0_CITED2,0_CLDN2,0_CLDN4,0_CLEC4C,0_CLIP1,0_CLMN,0_CLN5,0_CLOCK,0_CLP1,0_CLPB,0_CLTCL1,0_CMIP,0_CMPK1,0_CNDP2,0_CNKSR3,0_CNOT3,0_CNPY2,0_CNTN1,0_CNTN2,0_CNTN5,0_CNTNAP1,0_COG8,0_COL18A1,0_COMMD3,0_COMT,0_COPA,0_COX18,0_CPM,0_CPNE5,0_CPSF2,0_CPSF7,0_CPVL,0_CRBN,0_CRP,0_CRTC2,0_CSNK2B,0_CSRNP3,0_CST3,0_CSTF1,0_CTAGE6,0_CTAGE9,0_CTBP1,0_CTNNA2,0_CTNNBL1,0_CTSO,0_CTTNBP2NL,0_CUL2,0_CUL7,0_CXorf38,0_CYB5A,0_CYFIP1,0_CYFIP2,0_CYLD,0_CYP1B1,0_CYP27A1,0_CYTIP,0_DBNL,0_DCLK3,0_DCP2,0_DCPS,0_DCTN6,0_DDB2,0_DDX11,0_DDX3X,0_DDX43,0_DDX55,0_DENND5B,0_DGUOK,0_DHCR7,0_DHODH,0_DHRS3,0_DHX16,0_DHX29,0_DIDO1,0_DIP2C,0_DIRAS3,0_DIS3,0_DMAP1,0_DNAJA2,0_DNAJB11,0_DNAJB4,0_DNAJC1,0_DNAJC21,0_DNAJC25,0_DNAJC28,0_DNAJC7,0_DNM1L,0_DNMT3L,0_DOK1,0_DPEP2,0_DPM1,0_DPP3,0_DPP4,0_DPPA4,0_DPY19L4,0_DPYSL2,0_DPYSL4,0_DRD2,0_DRG2,0_DTNBP1,0_DTYMK,0_DVL1,0_DYNLT3,0_DZIP1L,0_EBAG9,0_EDEM2,0_EFCAB2,0_EFNB2,0_EGFL7,0_EGR1,0_EHF,0_EHMT1,0_EID1,0_EIF2AK2,0_EIF2AK4,0_EIF3F,0_EIF3J,0_EIF3L,0_EIF4A3,0_EIF4ENIF1,0_EIF4H,0_EIF5A2,0_ELK3,0_ELMOD2,0_EME1,0_EML2,0_EMX1,0_ENAH,0_ENGASE,0_ENHO,0_ENO1,0_ENOPH1,0_ENPP3,0_EPHB2,0_EPS15,0_EPS8L2,0_ERAP2,0_ERBB4,0_ERH,0_ESD,0_ETFB,0_ETNK2,0_ETV4,0_EXD3,0_EXOG,0_EXOSC1,0_EXTL2,0_F11R,0_FABP7,0_FADS1,0_FAF1,0_FAHD1,0_FAM114A2,0_FAM120A,0_FAM122C,0_FAM126A,0_FAM156A,0_FAM171B,0_FAM20A,0_FAM20B,0_FAM32A,0_FAM53B,0_FAM98C,0_FANCE,0_FAT1,0_FBXO28,0_FBXO31,0_FCF1,0_FEM1B,0_FETUB,0_FGR,0_FHIT,0_FIG4,0_FMN1,0_FMO2,0_FOS,0_FOXK1,0_FPR2,0_FRAT1,0_FRK,0_FRMD8,0_FRRS1,0_FSTL3,0_FUS,0_FZD3,0_FZD7,0_G6PD,0_GABARAPL1,0_GABPA,0_GABRG3,0_GADD45B,0_GALT,0_GAS2L1,0_GBGT1,0_GBP1,0_GBP5,0_GCC1,0_GCC2,0_GDAP2,0_GEM,0_GGT6,0_GIMAP8,0_GJA4,0_GLE1,0_GLG1,0_GLRX5,0_GLT8D1,0_GLUD1,0_GM2A,0_GMCL1,0_GMEB1,0_GMEB2,0_GNAI3,0_GNB1L,0_GNB4,0_GNG5,0_GOLGA3,0_GOLM1,0_GORAB,0_GOT2,0_GPATCH1,0_GPC6,0_GPR107,0_GPRASP1,0_GRAMD1C,0_GRB7,0_GRINA,0_GRK6,0_GRPEL2,0_GRTP1,0_GSTA4,0_GTF2B,0_GTF3C1,0_GTPBP1,0_HAUS5,0_HAX1,0_HDAC5,0_HDAC6,0_HERC2,0_HESX1,0_HEXIM1,0_HIF1AN,0_HLA-B,0_HLA-DPB1,0_HLA-DQB1,0_HLA-DRB5,0_HMG20A,0_HMGCR,0_HMGN3,0_HMGN5,0_HNF1B,0_HNRNPAB,0_HNRNPF,0_HOXA6,0_HPCA,0_HPCAL1,0_HPS4,0_HS2ST1,0_HSD17B11,0_HSD17B14,0_HSD17B6,0_HSDL2,0_HSP90B1,0_HSPA12A,0_HSPA1A,0_HSPA1B,0_HSPA6,0_HSPB8,0_HSPBP1,0_HTATSF1,0_HTRA4,0_HUNK,0_HUWE1,0_ICA1,0_ICA1L,0_ID1,0_IER5,0_IFI30,0_IFI35,0_IFIT1,0_IFNB1,0_IFNG,0_IFNGR2,0_IFRD2,0_IFT57,0_IGF1R,0_IGF2BP2,0_IL15,0_IL23A,0_ING2,0_INPP5A,0_INPPL1,0_INTS8,0_INTU,0_IQGAP1,0_IRAK3,0_IRF9,0_ISCU,0_ISOC2,0_ITCH,0_ITGB8,0_ITIH5,0_JDP2,0_JKAMP,0_KANK1,0_KCNA4,0_KCNE3,0_KCNE4,0_KCNJ2,0_KCNQ5,0_KHDRBS2,0_KIAA0319L,0_KIAA1671,0_KIF13B,0_KIF16B,0_KIF1B,0_KIF5B,0_KISS1R,0_KLC2,0_KLHDC8B,0_KLHL25,0_KLK5,0_KPTN,0_LAP3,0_LAPTM4A,0_LAPTM5,0_LARP4,0_LAYN,0_LBP,0_LBR,0_LCMT2,0_LEFTY2,0_LGALS8,0_LGR6,0_LIMK2,0_LIMS3,0_LINS1,0_LIPH,0_LIPT2,0_LMCD1,0_LNPEP,0_LPCAT1,0_LRBA,0_LRRC25,0_LRRFIP1,0_LSM14B,0_LSM6,0_LY75,0_LYPD5,0_LYSMD3,0_LZTS2,0_M6PR,0_MACF1,0_MACROD2,0_MAF,0_MAN1A2,0_MANBA,0_MAP1LC3B,0_MAP3K12,0_MAP4K2,0_MAPK1,0_MARCKS,0_MATK,0_MAX,0_MBIP,0_MCPH1,0_MDM2,0_MECP2,0_MED1,0_MED4,0_MEGF8,0_MEP1A,0_METAP1,0_MFSD8,0_MGAM,0_MGAT1,0_MGLL,0_MICAL3,0_MINPP1,0_MIPEP,0_MKI67,0_MLLT1,0_MLPH,0_MME,0_MN1,0_MOXD1,0_MPG,0_MPI,0_MPST,0_MRPL23,0_MRPL24,0_MRPL27,0_MRPL28,0_MRPL33,0_MRPL39,0_MRPS17,0_MRPS24,0_MRPS34,0_MRRF,0_MTHFR,0_MTUS2,0_MTX2,0_MYBBP1A,0_MYO18A,0_MYO3A,0_MYO9B,0_MYOM2,0_MYSM1,0_NAA10,0_NAA15,0_NAA35,0_NAAA,0_NAB2,0_NANOS1,0_NANS,0_NAV2,0_NBEA,0_NBR1,0_NCEH1,0_NCLN,0_NCOR2,0_NDOR1,0_NDRG1,0_NDST2,0_NDUFA12,0_NDUFA4L2,0_NDUFAF2,0_NDUFB8,0_NDUFV2,0_NECAB3,0_NEDD1,0_NEK1,0_NELL1,0_NFE2,0_NFE2L1,0_NFKBIA,0_NFYA,0_NFYB,0_NGB,0_NGDN,0_NGLY1,0_NHEJ1,0_NID2,0_NIPAL3,0_NIPSNAP3A,0_NKX2-2,0_NLGN1,0_NLRP1,0_NME1,0_NME4,0_NME7,0_NMUR1,0_NOL11,0_NOMO2,0_NONO,0_NOSIP,0_NOTCH1,0_NPC2,0_NPM3,0_NQO2,0_NR4A1,0_NRG2,0_NRIP1,0_NRSN2,0_NSDHL,0_NSMCE2,0_NT5DC2,0_NT5E,0_NUCKS1,0_NUDCD3,0_NUDT15,0_NUDT4,0_NUP35,0_NUP88,0_OBSL1,0_ODC1,0_OGT,0_OTP,0_OTUD1,0_OXA1L,0_OXNAD1,0_P2RX6,0_P4HTM,0_PACSIN2,0_PADI1,0_PAIP2,0_PALB2,0_PAQR7,0_PARD6A,0_PARL,0_PARP14,0_PARP3,0_PCBP3,0_PCDH11X,0_PCDHB5,0_PCDHB7,0_PCDHGA1,0_PCDHGA11,0_PCDHGA3,0_PCDHGA6,0_PCDHGA9,0_PCDHGB3,0_PCDHGB4,0_PCDHGB5,0_PCDHGB6,0_PCDHGC4,0_PCK1,0_PCMTD2,0_PCNA,0_PCNT,0_PDCD1LG2,0_PDCL2,0_PDE12,0_PDE1A,0_PDE3A,0_PDIA4,0_PDK4,0_PDLIM1,0_PEA15,0_PEG3,0_PELP1,0_PEX13,0_PEX14,0_PEX2,0_PFDN4,0_PFDN5,0_PFDN6,0_PGAM2,0_PGAP2,0_PGAP3,0_PGK2,0_PGPEP1,0_PGRMC2,0_PHC2,0_PHF1,0_PI16,0_PIF1,0_PIK3C3,0_PINX1,0_PIP5K1A,0_PIR,0_PITPNM2,0_PIWIL4,0_PKIB,0_PKNOX2,0_PLCD3,0_PLCG2,0_PLCXD1,0_PLEK2,0_PLEKHA1,0_PLEKHB2,0_PLEKHM1,0_PLIN2,0_PNN,0_PNPLA8,0_POFUT1,0_POLA1,0_POLA2,0_POLDIP3,0_POLE4,0_POLG2,0_POLR1A,0_POLR2B,0_POLR2H,0_POU2F1,0_POU2F2,0_PPIP5K1,0_PPM1A,0_PPM1G,0_PPM1H,0_PPP1R7,0_PPP2R2A,0_PPP2R3C,0_PPP5C,0_PPRC1,0_PRDM11,0_PRDM2,0_PRKACA,0_PRKCB,0_PRKDC,0_PRMT7,0_PROS1,0_PRPF38B,0_PRPF40B,0_PRPSAP2,0_PRTFDC1,0_PSENEN,0_PSMC3,0_PSME1,0_PSMF1,0_PTEN,0_PTER,0_PTGR1,0_PTMS,0_PTPMT1,0_PTPN21,0_PTRH2,0_PTTG2,0_PUM1,0_PYROXD2,0_QSER1,0_RAB11FIP1,0_RAB11FIP5,0_RAB14,0_RAB35,0_RAB43,0_RAB5B,0_RABAC1,0_RAD1,0_RAD9B,0_RADIL,0_RALGAPB,0_RANBP1,0_RANBP2,0_RANGAP1,0_RAPGEF3,0_RARG,0_RASSF1,0_RAVER1,0_RBM14,0_RBM15,0_RBM22,0_RBM34,0_RBM38,0_RBM39,0_RBM6,0_RBM8A,0_RBMXL1,0_RCN1,0_RCOR3,0_RDH14,0_REEP6,0_RELA,0_REM1,0_REN,0_REPS1,0_RFC1,0_RFC3,0_RFX1,0_RFXANK,0_RGL1,0_RGL2,0_RHBDD1,0_RHPN1,0_RIC3,0_RIT1,0_RNASE3,0_RNASET2,0_RNF113A,0_RNF130,0_RNF180,0_RNF187,0_RNF19B,0_RNF214,0_RNF31,0_RNF6,0_RNF7,0_RNPEP,0_ROCK2,0_RPA4,0_RPAP1,0_RPAP2,0_RPL13,0_RPL13A,0_RPL21,0_RPL24,0_RPL26,0_RPL35,0_RPL9,0_RPRD1A,0_RPS14,0_RPS29,0_RPS6KB2,0_RPUSD4,0_RRAGA,0_RRAGD,0_RRP15,0_RSRC2,0_RTKN,0_RTN4IP1,0_RUFY1,0_RUVBL1,0_RXRA,0_S100A1,0_S100A13,0_S1PR2,0_SAFB,0_SAMD10,0_SAP18,0_SAP30BP,0_SAP30L,0_SAR1A,0_SAT1,0_SAT2,0_SCARB2,0_SCML4,0_SCRN2,0_SCYL3,0_SDR16C5,0_SDR39U1,0_SEC16A,0_SEC31A,0_SECISBP2,0_SEMA4B,0_SERPINA1,0_SERPINA4,0_SETD1A,0_SETDB2,0_SF3A2,0_SF3B3,0_SFRP1,0_SFT2D2,0_SGMS1,0_SGSM1,0_SGTA,0_SH2D4A,0_SH3PXD2B,0_SH3RF3,0_SIDT1,0_SIM2,0_SIRPA,0_SIX5,0_SLBP,0_SLC15A4,0_SLC16A4,0_SLC1A4,0_SLC22A23,0_SLC25A38,0_SLC25A5,0_SLC26A11,0_SLC26A2,0_SLC26A6,0_SLC27A4,0_SLC29A1,0_SLC29A3,0_SLC2A2,0_SLC35B4,0_SLC38A10,0_SLC39A8,0_SLC43A1,0_SLC43A2,0_SLC9A2,0_SLC9A6,0_SLC9A7,0_SMARCA2,0_SMC1A,0_SMG6,0_SNAP29,0_SNAPIN,0_SNN,0_SNRNP200,0_SNRPA1,0_SNRPD2,0_SNX10,0_SNX14,0_SNX21,0_SOCS1,0_SOX4,0_SOX9,0_SPATA18,0_SPG21,0_SPHKAP,0_SPOCK2,0_SPRY4,0_SPTBN2,0_SPTBN4,0_SQSTM1,0_SRBD1,0_SRD5A1,0_SRPRB,0_SRPX2,0_SS18L1,0_SSX2IP,0_ST6GALNAC6,0_ST8SIA1,0_ST8SIA2,0_STAT3,0_STAT4,0_STAU2,0_STBD1,0_STC1,0_STK35,0_STOM,0_STX10,0_STX12,0_STXBP5,0_SUMO3,0_SUMO4,0_SUPT5H,0_SVIP,0_SYAP1,0_SYF2,0_SYNC,0_SYNE1,0_SYNGR3,0_TAB1,0_TADA1,0_TAF10,0_TAF5,0_TAF7,0_TAF8,0_TARDBP,0_TATDN2,0_TBC1D9B,0_TBKBP1,0_TCEA1,0_TCEA2,0_TCEA3,0_TCF12,0_TCF4,0_TCHP,0_TDG,0_TEC,0_TERF2,0_TERF2IP,0_TF,0_TFDP1,0_TGFBI,0_TGS1,0_THAP11,0_THAP2,0_THAP7,0_THEM4,0_THOC3,0_THUMPD3,0_TIGD1,0_TJP2,0_TM4SF18,0_TM9SF3,0_TMBIM6,0_TMC5,0_TMCO1,0_TMEM104,0_TMEM116,0_TMEM132E,0_TMEM184B,0_TMEM223,0_TMEM30A,0_TMEM39A,0_TMEM47,0_TMEM50B,0_TMEM70,0_TMEM72,0_TMOD3,0_TNC,0_TNFRSF10B,0_TNFRSF14,0_TNFRSF1B,0_TNFRSF21,0_TNFSF13B,0_TNPO1,0_TNPO2,0_TNS3,0_TOE1,0_TOMM6,0_TOP3A,0_TPM3,0_TPP1,0_TPRN,0_TRAF3IP1,0_TRAF3IP2,0_TRAFD1,0_TRAPPC4,0_TREM2,0_TRH,0_TRIM17,0_TRIM26,0_TRIM35,0_TRIM4,0_TRMT1,0_TRMT12,0_TRMT2A,0_TRMT61B,0_TSC1,0_TSC22D2,0_TSHZ1,0_TSKU,0_TSNARE1,0_TSPAN6,0_TSPYL1,0_TSR1,0_TSSC4,0_TTC30A,0_TTC32,0_TTF1,0_TUBA1A,0_TUBA1C,0_TUBA8,0_TUBG2,0_TUBGCP5,0_TUFT1,0_TWF1,0_TYW1,0_UBA2,0_UBA3,0_UBC,0_UBE2C,0_UBE2D3,0_UBE2G2,0_UBE2K,0_UBE2L3,0_UBE2N,0_UBE3B,0_UBE4A,0_UBTF,0_UBXN2A,0_UCHL3,0_ULK3,0_UPK1B,0_UROC1,0_USP1,0_USP10,0_USP13,0_USP30,0_USP4,0_USP7,0_VANGL1,0_VEGFA,0_VPREB3,0_VPS41,0_WARS2,0_WAS,0_WLS,0_WNK2,0_WNK4,0_WSB1,0_WWC1,0_XAF1,0_XPC,0_XRCC4,0_XRCC5,0_YAF2,0_YKT6,0_YTHDF2,0_YWHAE,0_YWHAG,0_ZBTB2,0_ZBTB20,0_ZBTB3,0_ZC3H18,0_ZC3HAV1,0_ZC3HC1,0_ZCCHC17,0_ZCCHC24,0_ZDHHC6,0_ZFP36,0_ZFPM2,0_ZMAT5,0_ZNF268,0_ZNF282,0_ZNF304,0_ZNF337,0_ZNF383,0_ZNF384,0_ZNF436,0_ZNF44,0_ZNF443,0_ZNF518B,0_ZNF579,0_ZNF610,0_ZNF677,0_ZNF69,0_ZNF768,0_ZNF81,0_ZSCAN12,0_ZSCAN2
0,0,0,0,95,0,0,0,7,0,0,0,0,0,38,94,20,0,51,3,0,68,0,35,0,44,0,0,63,59,0,13,17,81,47,4,0,0,0,0,0,41,14,28,0,28,0,0,29,8,0,0,0,0,76,19,15,57,0,0,0,89,0,48,0,0,0,0,0,0,0,52,9,0,0,53,7,0,9,1,0,0,49,7,0,0,0,0,0,0,0,0,4,93,0,0,0,4,0,0,15,10,0,0,0,0,0,18,20,0,0,0,0,0,0,0,7,10,0,0,24,0,34,0,0,0,0,0,54,22,32,2,0,11,7,0,0,0,4,0,0,2,0,0,0,28,0,0,43,0,0,0,0,0,0,0,17,13,0,0,0,12,0,0,66,0,0,14,69,108,0,0,0,0,61,0,11,0,0,0,0,0,80,0,25,0,0,0,0,118,0,44,16,12,0,0,21,43,42,0,0,0,0,0,7,6,0,0,0,0,0,0,0,125,79,18,0,0,2,0,18,0,0,101,0,0,0,0,56,17,0,0,0,18,1,0,0,52,0,6,0,0,0,0,0,0,0,0,0,21,0,0,52,0,0,0,30,40,0,47,0,0,0,17,0,22,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,19,0,0,0,26,10,41,16,0,44,17,0,0,0,0,0,63,17,0,44,124,0,0,0,106,0,0,0,0,0,0,0,21,62,0,0,0,0,12,1,0,0,100,4,0,0,0,23,0,3,0,0,0,0,3,53,0,0,0,0,10,0,0,11,0,48,0,0,0,0,20,0,0,0,4,0,1,0,0,0,1,0,32,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,30,16,0,2,0,0,37,0,0,18,0,0,1,0,0,0,0,0,0,10,0,27,0,0,0,0,0,70,0,0,0,0,0,0,46,32,0,101,0,0,0,42,31,0,92,0,25,0,11,59,38,34,12,25,6,0,17,0,0,0,0,13,0,0,0,0,0,0,14,30,0,0,0,0,0,34,0,0,6,36,41,14,0,112,0,4,0,47,0,13,0,0,0,7,41,65,0,0,0,0,8,34,4,41,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,20,2,0,5,57,89,0,0,1,18,0,0,3,0,7,0,17,0,12,0,0,1,9,42,6,0,0,0,41,0,43,0,35,16,0,0,1,0,0,33,0,26,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,12,35,0,0,0,0,0,0,0,0,33,0,19,54,0,0,0,43,0,17,0,0,0,89,0,0,0,0,0,46,0,0,0,0,0,0,0,9,0,0,0,0,71,0,0,8,0,19,36,0,0,1,0,18,0,0,0,0,27,32,10,1,0,0,0,113,0,0,31,0,0,0,0,0,60,0,0,11,39,17,0,18,116,0,0,0,8,0,0,1,60,0,12,0,0,62,0,0,0,52,0,1,0,0,0,2,0,0,0,26,2,41,0,103,0,4,0,36,83,0,42,0,0,67,0,0,0,0,67,49,10,7,0,12,12,69,9,49,0,6,56,25,25,28,0,0,0,7,0,15,0,0,34,0,2,0,0,0,0,0,0,0,0,22,0,47,23,0,35,94,0,18,0,0,0,0,115,0,23,0,0,0,0,0,19,30,0,0,31,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,29,60,6,0,0,0,0,0,0,0,0,13,0,0,0,20,0,0,0,57,28,0,72,0,0,9,0,47,32,0,0,6,0,0,0,21,0,0,58,0,28,25,75,0,0,7,24,0,0,0,23,22,0,36,0,0,0,0,0,0,0,18,0,0,85,0,6,0,0,0,0,0,0,6,18,0,0,0,0,0,38,0,0,0,27,0,1,2,0,15,0,0,0,0,84,0,0,0,5,0,0,0,0,8,0,0,17,0,0,0,0,9,0,53,0,0,24,0,0,0,0,51,26,0,25,0,0,0,0,0,0,95,0,4,0,63,0,0,0,0,0,0,0,0,0,0,0,48,0,0,7,0,0,24,5,24,39,0,0,4,36,0,0,0,0,2,0,74,10,0,54,0,0,0,24,0,0,12,27,0,0,16,0,39,0,7,25,0,24,26,0,30,28,21,0,0,76,0,21,0,0,0,0,21,0,1,0,0,0,2,0,36,82,0,33,0,0,52,0,0,0,0,0,15,0,0,0,0,0,0,70,0,1,19,0,0,0,0,0,0,0,0,38,0,0,3,0,0,0,0,0,0,0,34,0,24,0,19,0,0,4,14,0,0,32,5,0,0,0,19,3,7,0,0,0,0,5,0,0,19,26,0,0,13,0,0,0,0,0,34,0,0,12,0,76,0,0,125,0,0,0,0,0,0,0,1,47,0,22,0,0,0,20,46,58,3,0,8,13,0,25,53,0,0,22,0,0,0,5,0,37,0,0,0,11,4,0,0,50,16,0,0,0,0,0,0,0,0,0,0,5,0,0,1,117,0,0,0,2,2,52,50,0,42,34,0,0,0,0,0,0,0,0,0,50,0,2,0,0,0,0,0,0,0,12,12,0,0,0,0,30,4,0,0,21,2
100,2,0,1,181,1,0,0,0,0,0,1,0,2,0,0,0,1,95,1,0,0,0,0,1,0,4,0,0,0,0,0,215,27,0,0,0,2,7,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,65,0,27,0,0,333,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,0,3,0,2,0,0,23,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,1,19,0,0,0,0,1,0,40,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,3,0,2,2,0,0,18,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,28,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,31,16,0,1,0,0,0,1,1,4,0,0,0,0,3,1,0,0,0,14,136,0,0,0,0,1,0,1,0,0,5,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,317,5,4,0,0,0,0,0,5,0,0,194,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,13,24,2,0,0,1,0,1,20,6,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,90,3,8,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,22,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,6,1,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,1,0,0,1,1,0,414,1,227,0,0,0,0,0,0,0,0,14,0,0,0,0,3,4,3,5,0,0,1,0,0,0,4,413,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,58,0,154,0,1,2,0,0,0,10,2,2,0,34,0,0,0,0,0,10,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,37,0,0,0,0,0,18,0,0,1,0,1,0,0,0,0,0,1,0,0,0,10,0,1,0,0,0,0,1,0,0,0,13,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,2,0,0,0,1,0,0,1,1,0,0,35,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,79,0,0,1,0,0,0,2,0,2,0,0,436,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,4,1,7,0,0,0,0,0,1,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,6,1,0,349,0,0,1,2,0,1,0,0,1,0,2,0,0,0,5,1,0,0,0,0,0,0,0,331,2,0,0,0,1,0,0,2,0,0,1,0,0,5,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,0,4,1,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,27,1,0,0,0,0,0,1,0,2,1,0,0,0,2,0,2,0,0,0,0,3,0,44,0,0,0,2,1,1,0,1,342,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,154,0,0,1,0,31,0,2,0,0,0,1,0,0,0,0,0,0,6,0,0,0,1,3,0,0,0,1,0,0,0,3,30,0,1,0,180,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,1,0,0,4,0,0,0,40,0,453,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,1,0,4,0,0,0,0,13,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,2,1,54,0,0,0,0,0,0,0,0,0,1,6,0,2,2,0,0,0,0,0,0,1,0,0,10,0,1,0,0,0,0,1,38,14,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,28,0,1,0,4,0,0,0,28,1,0,1,1,1,0,2,0,0,0,2,0,0,0,1,383,0,0,0,0,0,0,0,1,0,0,2,0,2,1,0,2,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,5,0,0,0,0,0,1,2,0,0,1,6,0,0,0,0,2,0,0,0,0,6,0,0
