gen,evals,gen_feats,explored,type naive Bayes adjusted balanced accuracy_min,type naive Bayes adjusted balanced accuracy_avg,type naive Bayes adjusted balanced accuracy_max,type naive Bayes adjusted balanced accuracy_std,adjusted root leanness_min,adjusted root leanness_avg,adjusted root leanness_max,adjusted root leanness_std
0,500,403,403,0.11686541871009348,0.7319286958205024,0.8497270480420154,0.15298671868611216,0.14002800840280097,0.24865133337495487,1.0,0.1489099749173984
1,506,616,622,0.11686541871009348,0.731299275386975,0.8497270480420154,0.14828114050054833,0.12909944487358055,0.26777683676555025,1.0,0.13315307206131222
2,500,670,848,0.11686541871009348,0.7401206467402044,0.8497270480420154,0.13798878810018986,0.12909944487358055,0.2735864265793473,1.0,0.1337004730974915
3,500,687,1041,0.11686541871009348,0.7512066589589337,0.8497270480420154,0.1306601810074533,0.12909944487358055,0.2707151990414016,1.0,0.13475336196838716
4,500,699,1236,0.11686541871009348,0.758175181634524,0.8521880816761418,0.12259106205877257,0.13483997249264842,0.27233368269435243,1.0,0.13434218287965674
5,500,748,1423,0.11686541871009348,0.7653025627004632,0.8521880816761418,0.11934140673132448,0.14002800840280097,0.27020097689407846,1.0,0.13693170097500887
6,500,762,1625,0.11686541871009348,0.7667378825488679,0.8521880816761418,0.11714807974548785,0.13608276348795434,0.27613255555537386,1.0,0.1365365449634207
7,500,777,1796,0.11686541871009348,0.7719160702398369,0.8521880816761418,0.11379832428593467,0.13608276348795434,0.27480731422814125,1.0,0.13595699986211296
8,500,745,1956,0.11686541871009348,0.7737664798586182,0.8534226495773765,0.11223329885566538,0.13608276348795434,0.2778571776852684,1.0,0.13678270145226767
9,500,774,2104,0.11686541871009348,0.7798314540671082,0.8534226495773765,0.10815284823743149,0.13608276348795434,0.27364289623510185,1.0,0.1358177164386008
10,500,806,2282,0.11686541871009348,0.7845647891904555,0.8589906174664108,0.10315914161927695,0.1386750490563073,0.27319403083902843,1.0,0.13398083541015635
11,500,797,2430,0.11686541871009348,0.7839817529405535,0.8589906174664108,0.10583804635195694,0.13608276348795434,0.2762002993678676,1.0,0.13668686469659933
12,500,804,2567,0.11686541871009348,0.7880289516276254,0.8589906174664108,0.10214483757415459,0.1386750490563073,0.27333889703478453,1.0,0.13435398984922883
13,500,825,2707,0.11686541871009348,0.786450049061617,0.8590873371010028,0.10426743253904935,0.1386750490563073,0.27826743652407565,1.0,0.13655321436151752
14,500,840,2847,0.11686541871009348,0.7898855484766828,0.8647003615250364,0.10278247862904738,0.14002800840280097,0.27565588101530397,1.0,0.13701085171104369
15,500,818,2975,0.11686541871009348,0.7930184883602422,0.8647003615250364,0.09946315117666342,0.13483997249264842,0.27541615674433606,1.0,0.135172903346313
16,500,828,3097,0.11686541871009348,0.7927237945974752,0.8647003615250364,0.10144115233016746,0.13483997249264842,0.2780117035224427,1.0,0.13625730026733118
17,500,795,3200,0.11686541871009348,0.7949700949330792,0.8647003615250364,0.09980012632591684,0.13483997249264842,0.27825300757466787,1.0,0.135366105014214
18,500,815,3321,0.11686541871009348,0.7955587158380397,0.8647003615250364,0.09862832488785017,0.13608276348795434,0.2812292551956125,1.0,0.13434944990737133
19,500,775,3409,0.11686541871009348,0.7972885780988227,0.8647003615250364,0.09826035396055326,0.13483997249264842,0.2812479452482359,1.0,0.13435599542007146
