gen,evals,gen_feats,explored,type naive Bayes balanced accuracy_min,type naive Bayes balanced accuracy_avg,type naive Bayes balanced accuracy_max,type naive Bayes balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,458,458,0.25,0.7286441825718141,0.9270933744617954,0.14809834269212752,0.0196078431372549,0.09217339262982753,1.0,0.15968933416463738
1,312,755,773,0.25,0.7534488946725789,0.9270933744617954,0.1357555966814042,0.017241379310344827,0.08602508194746494,1.0,0.09867967597297708
2,328,852,1078,0.25,0.7669412232504337,0.9270933744617954,0.13761129145870735,0.016666666666666666,0.08988095617989993,1.0,0.1050988781309314
3,331,869,1362,0.25,0.7826972800591221,0.9283465072938757,0.13264227076681076,0.016129032258064516,0.08896588237786977,1.0,0.1049242178927897
4,347,931,1676,0.25,0.7908015069725596,0.929378735299788,0.12935982754956643,0.016129032258064516,0.09057600756835085,1.0,0.10689529893407872
5,321,908,1960,0.25,0.8027324561403508,0.9481877771351456,0.1318335526505686,0.016129032258064516,0.0889419891163341,1.0,0.10911535316776473
6,351,915,2230,0.25,0.8111299482681061,0.9481877771351456,0.13205920102965615,0.016666666666666666,0.08827485156904026,1.0,0.10943182824021014
7,338,950,2535,0.25,0.8206258113231797,0.9481877771351456,0.12631734768967784,0.016666666666666666,0.08574141751141412,1.0,0.10674466650481813
8,333,929,2818,0.25,0.823477708694814,0.9481877771351456,0.12445194163495128,0.016666666666666666,0.0868771842993367,1.0,0.10644452152149655
9,315,871,3053,0.25,0.828420771479982,0.9600925390399074,0.12318972866486182,0.016666666666666666,0.0869931372873644,1.0,0.10664219894348045
10,325,886,3301,0.25,0.836471563524195,0.9600925390399074,0.11735298277052902,0.016666666666666666,0.08405402119639428,1.0,0.10412333262386578
11,322,882,3558,0.25,0.8362151131032709,0.9600925390399074,0.11907080000544083,0.015873015873015872,0.08655890181121023,1.0,0.10492947095119377
12,314,830,3773,0.25,0.8416874397532292,0.9600925390399074,0.11708466728384452,0.015625,0.08461398251779909,1.0,0.10394024565457982
13,344,890,4010,0.25,0.8383418883747832,0.9600925390399074,0.12093598749703642,0.015384615384615385,0.08861338968283566,1.0,0.10618664070879243
14,319,831,4228,0.25,0.8421813829445408,0.9600925390399074,0.1202400310672928,0.015384615384615385,0.08826822590185229,1.0,0.10628240045842308
15,321,834,4462,0.25,0.8445456831180514,0.9600925390399074,0.11804896224035052,0.015151515151515152,0.08859460206825973,1.0,0.10614629691139658
16,323,838,4692,0.25,0.8465933342972817,0.9600925390399074,0.11733144799557624,0.014084507042253521,0.08889618244418741,1.0,0.10598989678378959
17,341,856,4907,0.25,0.8503419847696164,0.9613537047747573,0.11640510202729472,0.013157894736842105,0.08822316101912202,1.0,0.10593178464371475
18,320,812,5113,0.25,0.8517697689737163,0.9613537047747573,0.11621551817682507,0.013157894736842105,0.08855615427096203,1.0,0.10596162683069303
19,334,847,5310,0.25,0.8544837976351134,0.9613537047747573,0.1147626097839885,0.013888888888888888,0.08864629192450028,1.0,0.10579029718422747
20,330,834,5510,0.25,0.8583406834393676,0.9613537047747573,0.11548317323610842,0.012658227848101266,0.08766598355093413,1.0,0.10620834947962707
21,333,850,5714,0.25,0.8596711409935094,0.9613537047747573,0.11512521321827311,0.012345679012345678,0.08806379225209852,1.0,0.1061060109192562
22,326,850,5911,0.25,0.8657881884197673,0.9613537047747573,0.11165201191159589,0.012195121951219513,0.08468086463674027,1.0,0.10370230861274458
23,325,818,6079,0.25,0.867877932009511,0.9653219587430113,0.11198784401327763,0.012195121951219513,0.08431146958501427,1.0,0.10377872493840606
24,345,846,6254,0.25,0.8694053242079558,0.969707923655292,0.11168626393413969,0.012195121951219513,0.08456874492557624,1.0,0.1038771247860781
25,342,829,6431,0.25,0.8728822456782983,0.969707923655292,0.11208835867178776,0.012195121951219513,0.08323770644053452,1.0,0.10436636771418435
26,346,847,6609,0.25,0.8731983484351906,0.969707923655292,0.11244736491750174,0.011904761904761904,0.08396090434339191,1.0,0.10437128064595023
27,338,844,6769,0.25,0.8794409099672257,0.969707923655292,0.10903972321834403,0.012048192771084338,0.08047137954010554,1.0,0.10194029886060536
28,319,807,6927,0.25,0.8762513816592764,0.969707923655292,0.11060634361134072,0.012048192771084338,0.08374361154592737,1.0,0.10244729709373829
29,313,784,7092,0.25,0.8769783754257439,0.973676177623546,0.1122586426199206,0.012048192771084338,0.08456764132358069,1.0,0.10409012199477541
30,320,797,7244,0.25,0.880653573035152,0.973676177623546,0.11219379512769648,0.012048192771084338,0.08316279410842994,1.0,0.10426799475692004
31,328,793,7385,0.25,0.8851665220744169,0.973676177623546,0.1084592384472693,0.012048192771084338,0.08073745780691438,1.0,0.101740585044962
32,319,779,7527,0.25,0.8843597615834458,0.973676177623546,0.11311642694501287,0.012048192771084338,0.08267966245356291,1.0,0.10467067464684082
33,347,799,7672,0.25,0.8845393371248634,0.973676177623546,0.11346241464017795,0.012048192771084338,0.08372293174259678,1.0,0.10466382720713524
