gen,evals,gen_feats,explored,type naive Bayes balanced accuracy_min,type naive Bayes balanced accuracy_avg,type naive Bayes balanced accuracy_max,type naive Bayes balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,389,389,0.24731182795698925,0.7301091583823629,0.9253845076273561,0.14757532749856375,0.0196078431372549,0.0871818338813582,1.0,0.15219502445917418
1,332,700,715,0.24731182795698925,0.7407004813591088,0.9253845076273561,0.14245688549595295,0.017543859649122806,0.09014619931151104,1.0,0.10304238159900062
2,328,797,1044,0.24731182795698925,0.7586948254499609,0.9253845076273561,0.13754290762669946,0.017543859649122806,0.0922312657842532,1.0,0.10347360103074024
3,337,869,1376,0.24731182795698925,0.7724279018008096,0.9253845076273561,0.1343824020755053,0.017543859649122806,0.09193393685636658,1.0,0.10328051129857399
4,313,810,1635,0.24731182795698925,0.7830481848196775,0.9253845076273561,0.1346567159273631,0.017241379310344827,0.09174513431214613,1.0,0.10567431146160268
5,321,856,1908,0.24731182795698925,0.7899933351206175,0.9264278951588751,0.13702589161018386,0.016129032258064516,0.09335656534220456,1.0,0.10896935697168092
6,317,830,2175,0.24731182795698925,0.8081556326019959,0.9405181554260982,0.1312116196464013,0.015873015873015872,0.0875351103375981,1.0,0.10638388117015972
7,347,887,2464,0.24731182795698925,0.8150140440686318,0.9444864093943521,0.13062329508414772,0.015873015873015872,0.08758966162609277,1.0,0.10639807546715856
8,328,879,2735,0.24731182795698925,0.8156255313547612,0.9570758943666735,0.1328595503585879,0.014084507042253521,0.09106570159507929,1.0,0.10858525358957878
9,309,872,2998,0.24731182795698925,0.825352268281019,0.9604234293636302,0.1280225045929742,0.014084507042253521,0.08777812955026956,1.0,0.10635061571238416
10,334,878,3241,0.24731182795698925,0.8302063105623665,0.9604234293636302,0.12746032841116736,0.014084507042253521,0.08764888482965884,1.0,0.10660471407495238
11,311,876,3482,0.24731182795698925,0.8349717904964785,0.9644556874281462,0.1280600206694921,0.013513513513513514,0.08710609935660302,1.0,0.10683422171383528
12,317,850,3726,0.24731182795698925,0.8415760181481803,0.9644556874281462,0.12800979205414564,0.013513513513513514,0.08557597465579672,1.0,0.10727689516527313
13,342,889,3977,0.24731182795698925,0.8433134045107189,0.9644556874281462,0.12809254034513678,0.013513513513513514,0.08660706016044986,1.0,0.10711948054454733
14,327,844,4201,0.24731182795698925,0.8469974615733898,0.9644556874281462,0.1273283742495244,0.013157894736842105,0.08658817108411773,1.0,0.10711701475756266
15,346,865,4446,0.24731182795698925,0.8521583370769692,0.9648877150779159,0.12759613287215227,0.013157894736842105,0.08565269967485088,1.0,0.10726776787508364
16,317,844,4672,0.24731182795698925,0.8606761905969529,0.9696046962099915,0.12388610502898233,0.012987012987012988,0.08218837680590158,1.0,0.10497723606546541
17,331,829,4869,0.24731182795698925,0.8628165751287327,0.9696046962099915,0.12403193329332972,0.01282051282051282,0.08249418664934223,1.0,0.1049590427734025
18,320,816,5088,0.24731182795698925,0.8720477500748728,0.9731409225284757,0.11987353996546068,0.01282051282051282,0.07794753013437633,1.0,0.10264661433030169
19,326,838,5300,0.24731182795698925,0.8743614643412649,0.9731409225284757,0.12011992242291278,0.012658227848101266,0.07811064068293715,1.0,0.10273023771314546
20,344,891,5526,0.24731182795698925,0.8762555913012395,0.9731409225284757,0.12042660205342591,0.012658227848101266,0.07821307063299304,1.0,0.10274213039566521
21,346,875,5736,0.24731182795698925,0.8783119408698761,0.9731409225284757,0.12019470461295267,0.012345679012345678,0.0781228159270527,1.0,0.10277811364415819
22,329,862,5936,0.24731182795698925,0.8813147250480634,0.9731409225284757,0.11998968020259841,0.012345679012345678,0.07737832243371368,1.0,0.10299416068976451
23,318,872,6137,0.24731182795698925,0.8840565162208118,0.9731409225284757,0.12049048381958223,0.012345679012345678,0.07647652380482223,1.0,0.10327283042859732
24,348,885,6331,0.24731182795698925,0.8898593866233854,0.9731409225284757,0.11538536720901747,0.012345679012345678,0.07333324243522486,1.0,0.10038149273516934
25,338,838,6499,0.24731182795698925,0.89121628070989,0.9731409225284757,0.11425668802923993,0.012345679012345678,0.07361166362101286,1.0,0.10019106218053857
26,341,856,6677,0.24731182795698925,0.8907025319054382,0.9741329860205392,0.11568757572286803,0.0125,0.07476641586725932,1.0,0.10066403585010213
27,345,849,6861,0.24731182795698925,0.8933439622399985,0.9816374663072777,0.11407870292576952,0.012658227848101266,0.07379904809097072,1.0,0.10016691983776814
28,346,891,7038,0.24731182795698925,0.8937469380681873,0.982322189374837,0.11401208880957553,0.013157894736842105,0.07432161181867157,1.0,0.10020440590811054
29,325,836,7196,0.24731182795698925,0.8945041807958728,0.982322189374837,0.11293823950934433,0.013157894736842105,0.07461426914068998,1.0,0.10009167275142616
30,339,844,7351,0.24731182795698925,0.8948325652841781,0.982322189374837,0.11247176370033847,0.01282051282051282,0.07518594043217208,1.0,0.09983442369249458
31,340,805,7491,0.24731182795698925,0.8963642575766358,0.982322189374837,0.11270044739745848,0.012658227848101266,0.07479408250711327,1.0,0.09999764629948682
32,323,813,7626,0.24731182795698925,0.8975578844593224,0.982322189374837,0.11228272858171075,0.012658227848101266,0.0746247069529249,1.0,0.09998480537437025
33,319,823,7761,0.24731182795698925,0.8997735921514072,0.982565525703079,0.11278070289573593,0.012658227848101266,0.07368674712516386,1.0,0.1002675586016847
34,321,815,7897,0.24731182795698925,0.9004224191857714,0.982565525703079,0.11207168241740413,0.012658227848101266,0.07373876519007777,1.0,0.10021357240809986
35,326,805,8046,0.24731182795698925,0.8998400724816199,0.982565525703079,0.11183454485912268,0.012195121951219513,0.07487878440202504,1.0,0.09996725237375201
36,314,839,8193,0.24731182795698925,0.9017061759122396,0.9861017520215634,0.1122815890170747,0.012048192771084338,0.07418078003838911,1.0,0.1001775138957448
37,331,811,8340,0.24731182795698925,0.9041612794539605,0.9861017520215634,0.11237284768084208,0.012048192771084338,0.07325490345027093,1.0,0.10045889789499986
38,311,802,8464,0.24731182795698925,0.9041900764667806,0.9905660377358491,0.11223440465442469,0.012048192771084338,0.07394261572514568,1.0,0.1002546981568891
39,333,801,8571,0.24731182795698925,0.9065827216715454,0.9905660377358491,0.11239006188256463,0.012048192771084338,0.07303173988761236,1.0,0.10054598866818563
40,340,826,8706,0.24731182795698925,0.9099571510689891,0.9905660377358491,0.11134355404293063,0.012195121951219513,0.07144568980416391,1.0,0.1006784942861708
41,319,822,8855,0.24731182795698925,0.9098537741887178,0.9905660377358491,0.11185833195639873,0.012658227848101266,0.07211111215904129,1.0,0.10086073626276815
42,329,817,8988,0.24731182795698925,0.9110382690152548,0.9905660377358491,0.11147532186041778,0.01282051282051282,0.0718073466353275,1.0,0.1006871911122307
43,358,830,9132,0.24731182795698925,0.9122471161927949,0.9905660377358491,0.1108920120247257,0.013333333333333334,0.07169994582283394,1.0,0.10067113865214983
44,329,791,9237,0.24731182795698925,0.9163938902655808,0.9905660377358491,0.10552992206687127,0.013513513513513514,0.06912019990398371,1.0,0.09760042644440177
45,303,744,9352,0.24731182795698925,0.9174667704016076,0.9905660377358491,0.10575582485897622,0.013513513513513514,0.06894140964094729,1.0,0.09770751852569384
46,338,781,9466,0.24731182795698925,0.9171927362596489,0.9905660377358491,0.10563546901722344,0.014492753623188406,0.06952582383512175,1.0,0.09753096073601628
47,335,776,9567,0.24731182795698925,0.9198911803562976,0.9905660377358491,0.10583497076408394,0.014492753623188406,0.06799778103671997,1.0,0.09772060828102352
48,340,769,9677,0.24731182795698925,0.9229108350481602,0.9905660377358491,0.10057409784993414,0.014285714285714285,0.06613899207677425,1.0,0.09443502351668055
49,332,773,9759,0.24731182795698925,0.9235394530910355,0.9905660377358491,0.10072067054063981,0.014285714285714285,0.06593852296189001,1.0,0.09446983561279401
50,310,752,9856,0.24731182795698925,0.9243649078824063,0.9905660377358491,0.10083412349597025,0.014084507042253521,0.06581444342559997,1.0,0.0945287985065262
51,341,769,9943,0.24731182795698925,0.9264682400805727,0.9905660377358491,0.10144276921741617,0.014084507042253521,0.06476938711282199,1.0,0.09484670098226945
52,330,791,10047,0.24731182795698925,0.92463757257823,0.9905660377358491,0.10013613914832774,0.014285714285714285,0.06636019717286358,1.0,0.09431719171408832
53,344,780,10141,0.24731182795698925,0.9245738057801737,0.9905660377358491,0.099904906654949,0.014285714285714285,0.06669774077348159,1.0,0.09419160778095613
54,320,752,10229,0.24731182795698925,0.9260238216000543,0.9915034562211982,0.09981430599996746,0.014705882352941176,0.06619134558306246,1.0,0.09434080041692995
55,309,726,10300,0.24731182795698925,0.9265133472693197,0.9915034562211982,0.09942052434699558,0.014705882352941176,0.06605582317162,1.0,0.09417028173266281
56,333,792,10395,0.24731182795698925,0.9272678317827435,0.9915034562211982,0.09965876767389883,0.014705882352941176,0.06591850536723558,1.0,0.09423233478040255
57,316,756,10483,0.24731182795698925,0.9280832415538746,0.9915034562211982,0.10001113254315482,0.014705882352941176,0.06575177626450603,1.0,0.0943251564826583
