0_AMT,0_BLOC1S3,0_C17orf97,0_CNDP2,0_CNTNAP1,0_CYFIP1,0_DDX19B,0_DNAJA2,0_DNAJC9,0_EIF2S3,0_EIF4EBP2,0_FCRL1,0_GTPBP2,0_KIF18A,0_KIF9,0_LGI4,0_LTV1,0_MAGEA4,0_NBEA,0_PABPN1,0_PCYOX1,0_PPAN,0_UROC1,0_WDR1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0
