0_ADAMTSL4,0_AQP1,0_CCT6B,0_CNTNAP1,0_DCUN1D3,0_DEDD,0_DTYMK,0_EXOSC1,0_FOXP2,0_FPR2,0_GPX3,0_HSP90B1,0_KIF18A,0_KIF20A,0_KIF4B,0_KIF7,0_MPV17L,0_MSTO1,0_OLFML1,0_PXMP4,0_PYCR1,0_RPS17,0_SDHD,0_SIPA1L1,0_SPATA18,0_SYTL1,0_TCOF1,0_UPK3B,0_USP2,0_WSCD2,0_ZNF143
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0
0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1
