0_ajcc_pathologic_tumor_stage_Stage I,0_ajcc_pathologic_tumor_stage_Stage IV,1_AAAS.8086,1_AKAP6.9472,1_ALDH6A1.4329,1_ATG4C.84938,1_B3GAT3.26229,1_BARX1.56033,1_BID.637,1_BMP1.649,1_C12orf47.51275,1_C1orf31.388753,1_C20orf20.55257,1_C21orf59.56683,1_C6orf153.88745,1_C6orf186.728464,1_CCNF.899,1_CCT3.7203,1_CENPH.64946,1_CLVS1.157807,1_CNIH2.254263,1_CNTNAP1.8506,1_COX6B2.125965,1_CRB3.92359,1_CTAGE1.64693,1_CTNND1.1500,1_CYP3A7.1551,1_DAZAP1.26528,1_DONSON.29980,1_EMCN.51705,1_EPAS1.2034,1_FAM104A.84923,1_FGD5.152273,1_FOXA2.3170,1_GAB1.2549,1_GIPC2.54810,1_HHIPL2.79802,1_HOXA2.3199,1_HOXA3.3200,1_IGF2BP3.10643,1_IGFN1.91156,1_ITGAE.3682,1_KATNB1.10300,1_KIAA0564.23078,1_KIF22.3835,1_KIFC1.3833,1_LCTL.197021,1_LIMCH1.22998,1_LNX2.222484,1_LOC220429.220429,1_LOC286467.286467,1_LSM10.84967,1_LSM4.25804,1_LTV1.84946,1_LZTS2.84445,1_MAST4.375449,1_MDK.4192,1_MGC12982.84793,1_MIIP.60672,1_NEDD9.4739,1_NOP58.51602,1_OR13A1.79290,1_OSBPL1A.114876,1_PDGFD.80310,1_PINK1.65018,1_PIPSL.266971,1_PLG.5340,1_PLK1.5347,1_PMAIP1.5366,1_PPP2R2C.5522,1_PRUNE2.158471,1_ROBLD3.28956,1_SARNP.84324,1_SIPA1L1.26037,1_SLC17A9.63910,1_SLC47A1.55244,1_SMARCD1.6602,1_SNRPC.6631,1_SNX22.79856,1_SORBS2.8470,1_SPATA18.132671,1_ST6GALNAC3.256435,1_STON1.GTF2A1L.286749,1_TOR3A.64222,1_TTLL11.158135,1_TUBB3.10381,1_UCK2.7371,1_USP2.9099,1_USP51.158880,1_ZBTB16.7704,1_ZIC2.7546,1_ZNF189.7743,1_ZNF420.147923,1_ZNF613.79898
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
