0_age_at_initial_pathologic_diagnosis,0_ajcc_pathologic_tumor_stage_Stage I,0_ajcc_pathologic_tumor_stage_Stage IV,1_AKAP6.9472,1_ANAPC7.51434,1_ANGPTL6.83854,1_ANKLE2.23141,1_ANKRD56.345079,1_ARHGAP32.9743,1_ARL15.54622,1_AVPR1B.553,1_BBOX1.8424,1_BEND3.57673,1_C19orf77.284422,1_C1orf115.79762,1_CCDC137.339230,1_CCNF.899,1_CDCA3.83461,1_CHD9.80205,1_CWF19L2.143884,1_CYP3A7.1551,1_DBF4.10926,1_DCBLD2.131566,1_DCTN2.10540,1_DDAH1.23576,1_DENND4C.55667,1_DHRS12.79758,1_DKFZP434L187.26082,1_DMXL1.1657,1_DNAH17.8632,1_DUS1L.64118,1_ECHDC3.79746,1_EIF4EBP1.1978,1_ENTPD5.957,1_EXOSC7.23016,1_FAM167A.83648,1_GDF5.8200,1_GYG2.8908,1_HMGN1.3150,1_HOXA2.3199,1_HOXB13.10481,1_IQGAP3.128239,1_ITGA6.3655,1_IYD.389434,1_KCTD16.57528,1_KIF18A.81930,1_LIMCH1.22998,1_LOC100134713.100134713,1_LZTS2.84445,1_MAST4.375449,1_MLLT11.10962,1_MPP5.64398,1_MPV17L2.84769,1_MUT.4594,1_NAT9.26151,1_NCKAP5.344148,1_NLGN2.57555,1_NPLOC4.55666,1_PDZD2.23037,1_PPM1A.5494,1_PPP1R1A.5502,1_PRC1.9055,1_PRCC.5546,1_PRKCE.5581,1_SALL1.6299,1_SEMA3G.56920,1_SEPP1.6414,1_SETD3.84193,1_SH3BGRL2.83699,1_SH3RF1.57630,1_SIX5.147912,1_SLC10A2.6555,1_SLC10A6.345274,1_STAT2.6773,1_STK32B.55351,1_STK32C.282974,1_STON1.GTF2A1L.286749,1_STRADA.92335,1_TAF6.6878,1_TCEB1.6921,1_THBS3.7059,1_TMEM125.128218,1_TMEM79.84283,1_TOR3A.64222,1_TXLNA.200081,1_UBE2T.29089,1_VIL1.7429,1_WDR72.256764,1_YARS.8565,1_ZFYVE1.53349,1_ZSCAN2.54993
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
