
OPTIMIZING FINAL MODEL ON WHOLE DATASET

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5908
Features active in total: 5908
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 81
PRCC T1: 160
PRCC T2: 69
ccRCC: 485
normal: 129

RUNNING GENETIC ALGORITHM
Generations completed = 120
Generations completed = 218
Generations completed = 286
Generations completed = 339
Generations completed = 390
Generations completed = 440
   	     	         	        	  type random forest (msl4) balanced accuracy   	                 root leanness                  
   	     	         	        	------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min     	avg     	max	std     
0  	500  	5078     	5078    	0.2	0.751674	0.871374	0.141969             	0.140028	0.266709	1  	0.176901
1  	371  	3930     	5156    	0.2	0.737463	0.871374	0.148973             	0.125988	0.311463	1  	0.170247
2  	369  	2723     	5215    	0.2	0.742144	0.878379	0.14955              	0.125988	0.325978	1  	0.178631
3  	383  	2146     	5267    	0.2	0.745594	0.880327	0.148672             	0.125988	0.336511	1  	0.17545 
4  	385  	1854     	5320    	0.2	0.748577	0.881704	0.157108             	0.125988	0.344102	1  	0.18335 
5  	364  	1449     	5367    	0.2	0.760234	0.890374	0.145824             	0.125988	0.344536	1  	0.173768
6  	375  	1394     	5418    	0.2	0.76859 	0.890374	0.137585             	0.13484 	0.344828	1  	0.165517
7  	382  	1312     	5457    	0.2	0.766229	0.890374	0.145428             	0.13484 	0.353273	1  	0.173083
8  	381  	1178     	5495    	0.2	0.764612	0.890374	0.152582             	0.137361	0.3612  	1  	0.180283
9  	364  	1099     	5522    	0.2	0.778558	0.890374	0.14227              	0.137361	0.353512	1  	0.169453
10 	389  	1129     	5562    	0.2	0.764726	0.90655 	0.150519             	0.137361	0.379641	1  	0.178034
11 	372  	994      	5585    	0.2	0.758942	0.90655 	0.156608             	0.137361	0.393519	1  	0.181982
12 	366  	914      	5611    	0.2	0.779554	0.90655 	0.143005             	0.137361	0.379649	1  	0.171535
13 	382  	899      	5643    	0.2	0.772312	0.90655 	0.156933             	0.13484 	0.39129 	1  	0.182606
14 	349  	850      	5662    	0.2	0.772263	0.90655 	0.153213             	0.13484 	0.400458	1  	0.182762
15 	388  	905      	5681    	0.2	0.782442	0.90655 	0.156159             	0.13484 	0.387723	1  	0.186799
16 	377  	854      	5693    	0.2	0.780073	0.90655 	0.159994             	0.137361	0.392443	1  	0.191228
17 	363  	859      	5715    	0.2	0.781389	0.90655 	0.160742             	0.137361	0.403468	1  	0.188399
18 	367  	800      	5727    	0.2	0.782084	0.90655 	0.157822             	0.137361	0.40454 	1  	0.19141 
19 	378  	790      	5742    	0.2	0.805034	0.90655 	0.143126             	0.137361	0.383084	1  	0.184151
20 	396  	863      	5753    	0.2	0.800519	0.90655 	0.153032             	0.13484 	0.385305	1  	0.19278 
