0_age_at_initial_pathologic_diagnosis,1_ABCA13.154664,1_ADAM12.8038,1_ADAM29.11086,1_ANGPT2.285,1_AQP5.362,1_ARL9.132946,1_ART3.419,1_BCAT1.586,1_BID.637,1_BTN2A2.10385,1_C11orf73.51501,1_C5orf36.285600,1_CALD1.800,1_CCDC8.83987,1_CCNB1.891,1_CD101.9398,1_CDCA2.157313,1_CEACAM1.634,1_CES1.1066,1_COL5A2.1290,1_CUTC.51076,1_CWF19L1.55280,1_DGCR6.8214,1_DNAJB12.54788,1_DNAJC5B.85479,1_DPY19L1.23333,1_DSN1.79980,1_EIF3L.51386,1_ELF5.2001,1_EXO1.9156,1_FAM126A.84668,1_FBXO39.162517,1_FCHSD2.9873,1_FGFR3.2261,1_FHDC1.85462,1_GAS2L3.283431,1_GPM6A.2823,1_GPR1.2825,1_GPR156.165829,1_HILS1.373861,1_HOXD4.3233,1_HS2ST1.9653,1_ISL2.64843,1_KDELR2.11014,1_LDHB.3945,1_LOC284276.284276,1_LRRC27.80313,1_MCAM.4162,1_MCM8.84515,1_MIF4GD.57409,1_MRPL43.84545,1_MRPL46.26589,1_MSRB2.22921,1_MUCL1.118430,1_NCRNA00093.100188954,1_NOG.9241,1_NSUN7.79730,1_OSR2.116039,1_OTOS.150677,1_PARVB.29780,1_PCNA.5111,1_PDLIM4.8572,1_PI4K2B.55300,1_PLK4.10733,1_PLP2.5355,1_PTGFRN.5738,1_RAB42.115273,1_RAD18.56852,1_RASGEF1C.255426,1_RGPD3.653489,1_SCMH1.22955,1_SLC27A3.11000,1_SLC4A3.6508,1_SLITRK5.26050,1_SMS.6611,1_SMYD2.56950,1_SSFA2.6744,1_SULF2.55959,1_TAGLN2.8407,1_TFDP1.7027,1_TMTC3.160418,1_TRIM8.81603,1_TXLNA.200081,1_WEE1.7465,1_WISP1.8840,1_XRCC2.7516,1_ZNF217.7764,1_ZNF648.127665
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
