gen,0_AARSD1,0_ABCA2,0_ABCA4,0_ABCB6,0_ABCB7,0_ACAA1,0_ACAD8,0_ACADL,0_ACAT1,0_ACOT1,0_ACOT2,0_ACOT9,0_ACTG1,0_ACVR2A,0_ACY1,0_ADA,0_ADAM33,0_ADAMTS9,0_ADAMTSL4,0_ADRM1,0_AFF3,0_AHNAK2,0_AK3,0_AKR1C3,0_ALDH1L2,0_ALDH6A1,0_ALKBH2,0_AMPD2,0_ANAPC4,0_ANGPTL1,0_ANK3,0_ANKRD39,0_ANO10,0_ANXA1,0_ANXA3,0_ANXA4,0_ANXA6,0_AOAH,0_AP1B1,0_AP4B1,0_AP4M1,0_APOD,0_ARFGAP2,0_ARFGEF1,0_ARGLU1,0_ARHGAP1,0_ARHGAP6,0_ARHGEF5,0_ARMCX6,0_ARPC2,0_ATP1B3,0_ATP2B2,0_ATP2B3,0_ATP6V1B1,0_ATP8A1,0_ATPAF1,0_AUTS2,0_B3GNT9,0_B3GNTL1,0_B4GALNT1,0_B4GALT2,0_BAK1,0_BCAP29,0_BCKDK,0_BCL7A,0_BEST3,0_BEX2,0_BIRC2,0_BLM,0_BLZF1,0_BNIP3L,0_BRPF1,0_BST2,0_BYSL,0_C11orf45,0_C1orf116,0_C1orf162,0_C1orf198,0_C1orf226,0_C1orf54,0_C2CD2L,0_C2orf88,0_C3orf14,0_C5orf34,0_CACNA1C,0_CAMK2G,0_CAMKK2,0_CAMLG,0_CANT1,0_CAP2,0_CAPN1,0_CAPZA1,0_CARD11,0_CASP10,0_CBFA2T3,0_CBWD5,0_CBX1,0_CC2D2B,0_CCDC102A,0_CCDC28A,0_CCDC68,0_CCDC86,0_CCNB2,0_CCNH,0_CCNY,0_CCR6,0_CCT6A,0_CD300C,0_CD81,0_CDC20,0_CDC37L1,0_CDC6,0_CDH11,0_CDH16,0_CDK1,0_CDK11A,0_CDK18,0_CDK19,0_CDK2AP1,0_CDKN2A,0_CDKN2AIPNL,0_CDKN2C,0_CDV3,0_CENPV,0_CFB,0_CFHR1,0_CFI,0_CHI3L2,0_CHMP4C,0_CHRD,0_CHRM2,0_CHST11,0_CHST15,0_CLCN3,0_CLDN7,0_CLEC11A,0_CLIC1,0_CLIC3,0_CLK1,0_CLMN,0_CMPK1,0_CNIH4,0_CNNM1,0_CNTNAP1,0_COG1,0_COG8,0_COL13A1,0_COL1A1,0_COL4A3,0_COMTD1,0_COQ9,0_COX5A,0_COX8A,0_CPE,0_CPNE1,0_CPNE5,0_CPSF2,0_CRAT,0_CREBBP,0_CRHBP,0_CRIP1,0_CROT,0_CRP,0_CRTC2,0_CSRNP2,0_CSTF2,0_CSTF3,0_CTAGE1,0_CTNNA2,0_CTSZ,0_CTTNBP2,0_CXCL12,0_CXXC5,0_CYB5R3,0_CYGB,0_CYP1B1,0_DARS2,0_DBNDD2,0_DCAF11,0_DCAF4,0_DCLK1,0_DCLK3,0_DCTN3,0_DDB1,0_DDIT4,0_DDX41,0_DEDD,0_DENND4C,0_DEPDC1B,0_DERL3,0_DFFA,0_DHX16,0_DIAPH1,0_DIS3L,0_DKK3,0_DLG2,0_DLST,0_DMTF1,0_DMXL1,0_DNAJA3,0_DNAJB11,0_DNAJB7,0_DNAJC2,0_DNASE1L3,0_DNMT3B,0_DNMT3L,0_DPAGT1,0_DPY30,0_DPYS,0_DPYSL2,0_DTNBP1,0_DTYMK,0_DUSP14,0_DUSP7,0_DYRK1A,0_ECHDC3,0_EDN1,0_EDNRB,0_EEF1D,0_EEF1E1,0_EEF1G,0_EEF2,0_EFHC1,0_EFHC2,0_EGFL7,0_EHBP1L1,0_EIF3I,0_EIF4A3,0_EIF4E,0_EIF4EBP1,0_EIF4EBP2,0_EIF5,0_EME1,0_ENGASE,0_ENHO,0_ENO1,0_ENPP3,0_ENPP5,0_ENTPD2,0_EP400,0_ERCC3,0_ERCC5,0_ERLIN2,0_ESRP1,0_EVI5L,0_FAAH,0_FABP3,0_FAM104B,0_FAM126A,0_FAM171A1,0_FAM174A,0_FAM193B,0_FAM20A,0_FAM47E,0_FAM53A,0_FAM89A,0_FBL,0_FBXL2,0_FBXW7,0_FCHO1,0_FCRL1,0_FEN1,0_FGB,0_FGD6,0_FGF2,0_FIGN,0_FILIP1L,0_FLNA,0_FLRT3,0_FLVCR1,0_FNTA,0_FOXJ2,0_FOXS1,0_FPR2,0_FRAT1,0_FRMD8,0_FTH1,0_FUCA1,0_FUT8,0_FXR1,0_FXYD3,0_GALK1,0_GALNT2,0_GANAB,0_GAPDH,0_GBA2,0_GBGT1,0_GBP4,0_GC,0_GCK,0_GGA2,0_GGA3,0_GGPS1,0_GGTA1,0_GGTLC2,0_GIMAP2,0_GLI2,0_GLOD5,0_GLRX5,0_GLT8D2,0_GMPR,0_GOLGB1,0_GORAB,0_GOT1,0_GPR107,0_GPR143,0_GPR183,0_GRAMD1B,0_GRAMD1C,0_GREM2,0_GRSF1,0_GSPT1,0_GSR,0_GSTA4,0_GSTZ1,0_GTSF1,0_GYS1,0_HADH,0_HADHA,0_HADHB,0_HAGH,0_HAUS2,0_HERC2,0_HEYL,0_HGSNAT,0_HKDC1,0_HLA-DQB1,0_HMGA2,0_HMGB2,0_HMGCL,0_HMGCR,0_HNRNPH2,0_HOXC13,0_HP,0_HP1BP3,0_HPN,0_HPR,0_HSD17B11,0_HSD17B6,0_HSPA9,0_HTATSF1,0_ICA1,0_IDH3A,0_IDO1,0_IER3,0_IER5,0_IFIT3,0_IFNB1,0_IFT74,0_IK,0_IL10,0_IL18R1,0_IL7,0_ILF2,0_INPP5A,0_INTS8,0_IQCG,0_IRGQ,0_ISYNA1,0_JPH2,0_KCMF1,0_KCNE3,0_KCNE4,0_KCNG1,0_KCNK1,0_KCTD16,0_KDELR2,0_KDM2A,0_KDM6B,0_KHDRBS1,0_KHDRBS3,0_KIAA0232,0_KIAA1328,0_KIF18A,0_KIF20A,0_KIF7,0_KIFAP3,0_KISS1R,0_KLHL36,0_KLRB1,0_KNTC1,0_KRT7,0_LAMB2,0_LASP1,0_LBR,0_LDHD,0_LDLRAD2,0_LEFTY2,0_LGI4,0_LGR5,0_LGR6,0_LIMA1,0_LMAN2L,0_LMCD1,0_LMO7,0_LPCAT1,0_LRCH2,0_LRRC45,0_LRRN3,0_LSM6,0_LUC7L,0_LYRM4,0_MACC1,0_MAGEA4,0_MAGEA8,0_MAGEE1,0_MAML1,0_MAML3,0_MAN1B1,0_MAP1LC3B2,0_MAP7,0_MAPK12,0_MCM6,0_MDFIC,0_MECP2,0_MECR,0_MEP1A,0_MFSD6,0_MIA2,0_MICALL2,0_MIER2,0_MIPEP,0_MLPH,0_MLX,0_MMP2,0_MOAP1,0_MOGS,0_MORF4L2,0_MPHOSPH10,0_MPV17L,0_MRPL24,0_MRPL9,0_MRPS17,0_MRPS18B,0_MS4A6A,0_MSRA,0_MSTO1,0_MT1A,0_MT1E,0_MTCH1,0_MTDH,0_MTHFD1,0_MTOR,0_MX1,0_MYO19,0_N4BP3,0_NAB2,0_NCAPH,0_NCK1,0_NCSTN,0_NDUFB5,0_NDUFB8,0_NFE2L1,0_NFKBIE,0_NGEF,0_NKX2-2,0_NKX6-1,0_NME1,0_NMI,0_NOP58,0_NR1D2,0_NRG2,0_NTRK3,0_NUDT9,0_NUMA1,0_NUP62,0_NUP85,0_NXPH2,0_ODF2,0_OGDH,0_OGFOD2,0_OGT,0_OLA1,0_ONECUT2,0_P4HB,0_PADI1,0_PAICS,0_PANK2,0_PAPSS2,0_PARP1,0_PAX5,0_PAX9,0_PBX2,0_PCBP3,0_PCCA,0_PCDHB4,0_PCDHGA1,0_PCDHGB3,0_PCDHGB5,0_PCDHGC4,0_PCID2,0_PCK1,0_PCLO,0_PCMTD2,0_PDCD2L,0_PDCL3,0_PDGFA,0_PDIA3,0_PDIA5,0_PEA15,0_PECR,0_PEPD,0_PFDN6,0_PGAM5,0_PGK2,0_PGLYRP2,0_PGS1,0_PHF10,0_PHIP,0_PHLDB2,0_PHYH,0_PIGR,0_PIK3C3,0_PIK3R6,0_PIP5K1A,0_PITPNM2,0_PKIB,0_PKNOX2,0_PKP4,0_PLCD1,0_PLCE1,0_PLCXD1,0_PLEK2,0_PLEKHB2,0_PLRG1,0_PLSCR3,0_PLXDC1,0_PNCK,0_PNPLA3,0_POF1B,0_POLD3,0_POLR2C,0_POP5,0_POU2F2,0_POU5F1,0_PPCS,0_PPIB,0_PPIE,0_PPIL3,0_PPIP5K1,0_PPM1G,0_PPP1R12A,0_PPP1R13B,0_PPP1R9A,0_PPP2CB,0_PPP2R2B,0_PPP3R1,0_PPP3R2,0_PRCC,0_PRDM1,0_PRDX3,0_PRDX5,0_PRPF38B,0_PRR15L,0_PSAPL1,0_PSEN1,0_PSMA5,0_PSMB1,0_PSMB4,0_PSMC5,0_PSMD13,0_PSMD8,0_PTGIS,0_PTHLH,0_PTK2B,0_PTMA,0_PTPN21,0_PTPN23,0_PTPRA,0_PTPRE,0_PXMP4,0_PYCR1,0_RAB11A,0_RAB11FIP2,0_RAB13,0_RAB17,0_RAC2,0_RAD51,0_RAD54L,0_RANBP1,0_RANBP2,0_RAPGEF3,0_RASGRF1,0_RASL11A,0_RBM34,0_RBM47,0_RCC1,0_RCC2,0_REC8,0_RHOA,0_RIC3,0_RILPL1,0_RNASE3,0_RNASET2,0_RNF14,0_RNF19B,0_RNF20,0_RNF31,0_RNH1,0_ROBO2,0_RPL13A,0_RPL8,0_RPLP2,0_RPS10,0_RPS15A,0_RPS16,0_RPS18,0_RPS23,0_RSL1D1,0_S100A10,0_SAMHD1,0_SBNO2,0_SCARB1,0_SCFD2,0_SCGB1D2,0_SCLT1,0_SDF4,0_SDHA,0_SDR16C5,0_SEC14L2,0_SELL,0_SEMA3A,0_SERPINB5,0_SERPINC1,0_SERPINF2,0_SERPINH1,0_SERTAD2,0_SETD3,0_SEZ6L2,0_SFPQ,0_SFT2D2,0_SH3PXD2B,0_SHC1,0_SHMT2,0_SIL1,0_SKP2,0_SLC16A1,0_SLC16A10,0_SLC1A5,0_SLC25A23,0_SLC30A9,0_SLC35B4,0_SLC35F2,0_SLC38A10,0_SLC38A7,0_SLC41A3,0_SLC6A12,0_SLC7A1,0_SLC7A6OS,0_SLK,0_SLMAP,0_SMAD3,0_SMARCA2,0_SMARCD1,0_SMC4,0_SMOX,0_SMS,0_SMU1,0_SNAP91,0_SNF8,0_SNN,0_SNX1,0_SNX10,0_SNX29,0_SNX33,0_SOCS3,0_SOX30,0_SOX6,0_SP100,0_SPAG5,0_SPG11,0_SPOCK2,0_SRM,0_SRPX2,0_SSR4,0_ST3GAL1,0_ST3GAL2,0_STAP2,0_STARD7,0_STAT4,0_STRADB,0_STRBP,0_STT3A,0_SUB1,0_SUDS3,0_SUFU,0_SUMO2,0_SUMO3,0_SUMO4,0_SUSD2,0_SYNGR1,0_SYNGR3,0_SYNJ2,0_SYNJ2BP,0_SYPL1,0_TACC2,0_TADA2B,0_TAF12,0_TAF13,0_TAF15,0_TAP2,0_TAPT1,0_TARBP2,0_TARDBP,0_TBC1D14,0_TBCA,0_TBL1X,0_TBP,0_TEC,0_TGFB1,0_TIAM1,0_TIFA,0_TIGD1,0_TIMM8A,0_TJP2,0_TLE2,0_TMBIM1,0_TMCO1,0_TMED9,0_TMEM115,0_TMEM132E,0_TMEM139,0_TMEM176A,0_TMEM192,0_TMEM25,0_TMEM39A,0_TMEM53,0_TMEM70,0_TMPRSS2,0_TNFAIP3,0_TNFRSF10B,0_TNFRSF6B,0_TNFSF4,0_TNIP2,0_TOP1MT,0_TOP2A,0_TPD52L2,0_TPM2,0_TPPP,0_TRAK1,0_TRAP1,0_TRAPPC3,0_TRDMT1,0_TRIM4,0_TRIM65,0_TRIM69,0_TRIO,0_TRIP10,0_TRIP11,0_TRMT5,0_TRMT61B,0_TSEN15,0_TSKU,0_TSPYL1,0_TTC19,0_TTK,0_TUBA1A,0_TUBA1B,0_TUBB6,0_TXNDC9,0_UBA7,0_UBAP1,0_UBE2L6,0_UBE2Z,0_UBE3B,0_UBE3C,0_UBQLN4,0_UBR4,0_UBR7,0_UBXN11,0_UFSP2,0_UNC5B,0_UNC93B1,0_UPK3B,0_USP1,0_USP2,0_USP22,0_USP39,0_VAPB,0_VEGFA,0_VIM,0_VKORC1,0_VPS35,0_VPS37C,0_VTI1A,0_WASL,0_WDR17,0_WDR19,0_WDR26,0_WDR33,0_WDR48,0_WDR61,0_WWC1,0_XKR9,0_XPNPEP1,0_XPO1,0_YBX1,0_YWHAZ,0_ZBTB10,0_ZBTB12,0_ZBTB4,0_ZDHHC6,0_ZFAND5,0_ZFC3H1,0_ZFYVE1,0_ZIC1,0_ZMIZ1,0_ZMYM2,0_ZMYND8,0_ZNF131,0_ZNF19,0_ZNF22,0_ZNF267,0_ZNF304,0_ZNF318,0_ZNF354B,0_ZNF433,0_ZNF440,0_ZNF503,0_ZNF532,0_ZNF549,0_ZNF7,0_ZNF700,0_ZNF763,0_ZNF83,0_ZNF84,0_ZNF853,0_ZXDB
0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,81,0,0,0,0,2,0,0,232,0,0,0,0,0,31,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,40,183,22,26,0,49,0,0,6,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,28,0,0,4,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,3,0,45,0,0,21,0,0,64,0,0,0,0,0,0,0,53,0,0,0,0,43,37,0,0,177,0,188,0,0,0,0,223,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,28,0,0,0,0,0,0,59,24,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,33,0,115,101,0,0,0,0,0,0,0,0,55,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,91,0,220,0,0,0,164,0,0,0,0,0,37,0,0,0,0,0,82,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,122,28,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,174,0,0,0,0,0,142,0,0,69,198,230,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,109,0,0,0,0,0,0,0,122,0,171,0,15,124,90,0,0,0,0,0,0,0,94,38,62,59,0,0,0,0,0,136,0,0,0,0,0,133,233,0,0,0,134,0,0,0,149,0,0,0,0,164,0,109,0,0,0,0,0,276,0,0,0,0,85,0,0,0,0,0,0,0,185,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,51,0,84,0,0,0,0,29,78,0,12,0,0,108,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,156,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,148,82,0,0,0,0,0,0,0,70,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,65,0,0,87,97,47,53,0,0,0,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,123,0,0,0,147,0,0,0,0,0,101,0,0,0,0,0,0,0,0,74,0,147,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,37,0,113,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,87,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,124,0,0,0,0,0,129,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,306,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,305,0,1,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,224,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,1,1,1,0,4,2,0,0,0,28,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,3,0,1,174,0,0,0,1,1,3,0,1,1,0,0,1,337,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,6,0,1,0,0,0,0,0,0,1,0,20,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,55,0,0,0,16,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,1,4,0,0,0,1,0,0,0,1,0,0,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,46,0,0,1,1,0,19,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,1,3,0,1,0,2,0,44,0,0,1,0,0,0,0,1,0,0,0,0,1,4,1,0,1,0,0,0,0,0,0,0,32,0,61,0,0,6,0,0,416,0,0,45,26,315,2,3,73,0,2,1,0,2,40,0,2,0,0,0,2,1,5,0,0,0,0,2,0,6,0,0,79,5,1,1,1,0,2,0,24,0,302,8,0,438,82,1,1,0,23,0,1,0,0,4,0,2,0,0,1,0,1,0,0,1,0,1,0,0,191,0,1,33,0,0,0,0,0,0,0,9,0,9,0,0,0,1,14,0,0,360,46,1,0,0,5,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,23,0,0,0,0,0,2,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,1,0,0,0,0,0,0,1,0,36,0,0,0,0,1,0,1,0,3,1,0,0,117,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,1,1,0,1,2,0,0,1,13,0,0,0,0,0,0,0,0,3,1,0,0,0,1,369,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,275,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,1,394,0,0,0,0,2,3,0,0,0,0,86,1,0,1,0,0,2,0,0,3,0,4,0,0,0,0,1,0,0,0,0,0,4,10,0,8,0,0,1,4,0,0,6,144,0,0,0,0,0,0,0,1,0,14,0,1,2,127,0,0,0,0,0,5,0,0,0,0,30,1,3,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,338,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,3,7,0,0,1,0,0,0,3,3,0,0,1,0,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,161,0,0,2,3,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
200,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,311,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,233,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,17,0,0,0,289,5,0,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,15,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,233,0,0,0,0,0,0,0,0,0,1,0,4,207,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,0,3,1,0,1,0,0,0,0,0,1,1,0,0,2,1,0,0,7,0,1,0,0,0,0,3,1,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,5,25,6,1,0,0,0,0,421,0,0,147,0,299,0,1,26,0,0,0,0,0,0,0,0,2,0,1,0,0,143,0,0,5,0,0,0,0,0,0,196,0,0,0,0,0,0,1,1,0,292,0,0,402,31,0,0,0,0,0,1,1,0,0,0,0,3,0,0,5,0,0,0,0,0,0,1,0,91,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,370,12,0,3,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,13,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,36,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,120,18,0,0,0,0,0,0,2,0,0,1,0,0,0,5,0,0,1,1,6,0,0,0,0,1,0,79,0,0,3,0,0,0,0,1,0,0,0,0,0,0,394,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,250,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,12,5,0,0,1,0,0,0,0,403,3,0,0,0,0,6,0,0,5,0,15,0,0,0,3,0,0,0,0,0,0,1,0,0,1,8,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,59,0,1,1,0,0,0,10,1,0,0,0,0,0,186,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,1,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,320,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,435,0,0,1,0,1,0,5,5,3,0,0,0,0,0,0,0,0,9,1,0,0,1,0,0,0,222,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,14,1,0,3,0,3,2,0
300,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,1,1,2,0,0,0,3,305,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,3,4,161,0,1,2,0,0,0,0,1,3,0,0,0,0,3,0,1,0,2,0,0,0,0,1,0,5,3,0,0,167,0,0,0,1,0,258,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,1,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,4,0,0,0,1,4,0,0,2,0,11,0,0,0,0,5,7,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,0,1,0,0,270,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,2,3,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,18,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,6,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,17,0,0,0,0,0,1,413,0,0,170,0,293,0,0,48,0,0,0,0,0,0,5,0,0,0,0,0,1,154,0,0,0,0,0,1,0,0,0,181,0,0,0,0,0,0,0,1,1,365,0,0,354,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,365,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,3,0,0,0,6,141,0,1,0,0,0,0,8,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,158,26,0,0,0,0,0,1,0,9,0,13,0,1,0,0,0,0,0,0,146,0,0,0,0,0,0,195,0,0,2,0,1,0,0,0,0,0,0,12,1,0,283,0,0,0,1,0,0,0,8,3,0,0,0,1,1,0,2,0,0,0,0,0,240,1,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,428,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,60,1,0,0,0,0,0,0,0,2,39,3,0,1,0,0,0,4,1,0,0,0,0,0,188,3,0,0,0,9,0,0,0,4,0,0,0,0,3,0,0,5,0,0,0,1,0,4,0,0,0,0,0,0,6,2,1,0,2,0,0,8,0,0,0,0,0,0,1,1,0,1,5,0,0,1,0,1,117,0,1,0,0,312,1,0,0,0,0,5,0,0,0,0,0,6,0,0,11,1,0,0,0,0,0,0,3,5,0,0,0,2,0,0,0,1,0,1,424,0,0,0,0,0,0,6,3,0,0,0,1,0,2,0,1,0,38,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,2,4,117,0,0,0,2,0,0,0
