gen,0_ABCA1,0_ABCB6,0_ABCD3,0_ABCG1,0_ABHD10,0_ABHD11,0_ABLIM3,0_ABTB2,0_ACAA1,0_ACAA2,0_ACAD8,0_ACADL,0_ACAT2,0_ACBD6,0_ACLY,0_ACOT2,0_ACOT9,0_ACTL6A,0_ACTN1,0_ACTR3,0_ACVRL1,0_ADA,0_ADAL,0_ADAMTS9,0_ADAMTSL4,0_ADAR,0_ADCY3,0_ADCY4,0_ADPGK,0_AEBP1,0_AFG3L2,0_AFTPH,0_AGTRAP,0_AK2,0_AKT1,0_ALCAM,0_ALDH1L1,0_ALDH1L2,0_ALOX15,0_AMPD2,0_AMT,0_AMZ2,0_ANKRD13D,0_ANKRD31,0_ANO10,0_ANP32A,0_ANXA11,0_AP1B1,0_APCS,0_APLP2,0_ARFGAP2,0_ARHGAP12,0_ARHGAP5,0_ARHGEF16,0_ARID5A,0_ARL6IP6,0_ARPC3,0_ARRDC4,0_ARSB,0_ARSD,0_ASAH1,0_ASS1,0_ATAD3B,0_ATF4,0_ATP1B3,0_ATP2B3,0_ATP2B4,0_ATP6AP2,0_ATP6V1B1,0_ATP6V1H,0_ATP8A1,0_ATRIP,0_ATXN2L,0_B4GALT6,0_BCAR1,0_BCL2L1,0_BCL2L14,0_BCL7B,0_BDH1,0_BDH2,0_BEX2,0_BLZF1,0_BNIP3L,0_BRDT,0_BSG,0_BYSL,0_C11orf54,0_C11orf80,0_C1D,0_C1orf159,0_C3orf14,0_CAD,0_CALM2,0_CAMK4,0_CAMLG,0_CAMSAP1,0_CAPG,0_CARD10,0_CARD11,0_CBFA2T3,0_CBLB,0_CBWD1,0_CBWD5,0_CBX1,0_CC2D2B,0_CCAR1,0_CCDC102B,0_CCDC59,0_CCNA2,0_CCNDBP1,0_CCNL2,0_CCT3,0_CCT6B,0_CD151,0_CD200,0_CD276,0_CD300C,0_CD74,0_CDC20,0_CDC37,0_CDC42BPB,0_CDCA8,0_CDH2,0_CDK1,0_CDK17,0_CDK4,0_CDKN1A,0_CDYL,0_CENPA,0_CES2,0_CES3,0_CHCHD10,0_CHCHD6,0_CHD1,0_CHDH,0_CHFR,0_CHI3L2,0_CHMP4C,0_CHRD,0_CHRDL1,0_CHST11,0_CIDEB,0_CITED2,0_CKS1B,0_CLDN2,0_CLIC3,0_CLK2,0_CLMN,0_CLN5,0_CLYBL,0_CMC1,0_CMIP,0_CMTM4,0_CNOT3,0_CNOT8,0_CNTNAP1,0_COBL,0_COBLL1,0_COIL,0_COL13A1,0_COPS4,0_COQ4,0_COX10,0_COX5A,0_CPE,0_CPNE5,0_CPT1A,0_CPT2,0_CRAT,0_CRBN,0_CRHBP,0_CRISPLD2,0_CRTC1,0_CRTC2,0_CS,0_CSAD,0_CTTNBP2,0_CUL5,0_CUL7,0_CXCR5,0_CYB5R3,0_DAXX,0_DCAF8,0_DCLK1,0_DDB1,0_DDR1,0_DDX11,0_DDX43,0_DERL1,0_DERL2,0_DERL3,0_DEXI,0_DFFA,0_DHCR7,0_DIAPH2,0_DIRAS3,0_DKC1,0_DLST,0_DMP1,0_DNAJA2,0_DNAJA3,0_DNAJB1,0_DNAJB12,0_DNAJB14,0_DNAJB7,0_DNAJC12,0_DNAJC2,0_DNAL1,0_DNAL4,0_DNASE1L3,0_DPY30,0_DPYS,0_DPYSL2,0_DPYSL3,0_DSG2,0_DTNA,0_DTYMK,0_DUSP14,0_DYRK4,0_DZIP3,0_EAPP,0_EEA1,0_EEF1E1,0_EFHC2,0_EFS,0_EGFL7,0_EIF3E,0_EIF3H,0_EIF4EBP2,0_EIF4ENIF1,0_ELAC1,0_ELF4,0_ELMOD3,0_EML4,0_ENDOD1,0_ENPEP,0_ENY2,0_EPB41L2,0_EPHB2,0_EPHX2,0_ERAP1,0_ERCC5,0_ERGIC1,0_ERLIN1,0_ESRRA,0_EXOSC1,0_EYA4,0_EZH2,0_FABP7,0_FAF2,0_FAM104A,0_FAM126A,0_FAM136A,0_FAM199X,0_FAM53A,0_FANCL,0_FAS,0_FBXO21,0_FBXO5,0_FCAR,0_FCHSD1,0_FETUB,0_FGB,0_FGF2,0_FKBP5,0_FLOT1,0_FLRT3,0_FMR1,0_FNIP2,0_FNTA,0_FOXO1,0_FOXP2,0_FPR2,0_FRAT1,0_FTL,0_FUCA1,0_FUT11,0_FXYD2,0_GABRG3,0_GALK1,0_GAPDH,0_GART,0_GAS1,0_GATAD2B,0_GBP1,0_GBP5,0_GDI1,0_GFRA3,0_GGA3,0_GGT1,0_GGTA1,0_GGTLC1,0_GLB1,0_GLG1,0_GLOD4,0_GLOD5,0_GLRX2,0_GLUD2,0_GMFG,0_GMPR,0_GNAT1,0_GOT2,0_GPR143,0_GPR176,0_GPRC5C,0_GPRIN1,0_GPX3,0_GRAMD1B,0_GRAMD1C,0_GREM2,0_GSK3B,0_GSTA1,0_GSTA2,0_GSTO2,0_GTF3C6,0_GTPBP10,0_GTPBP2,0_GTSF1,0_GUF1,0_GUSB,0_GYS1,0_HADHB,0_HDAC3,0_HDGF,0_HDHD2,0_HEPH,0_HESX1,0_HGF,0_HINT2,0_HIRA,0_HIVEP3,0_HKDC1,0_HLA-B,0_HLA-DQB1,0_HMGA2,0_HMGB1,0_HMGCL,0_HMGN2,0_HMGXB4,0_HMOX2,0_HNRNPA3,0_HNRNPC,0_HNRNPL,0_HNRNPU,0_HOXA4,0_HPS5,0_HSD17B11,0_HSD17B12,0_HSD17B6,0_HSD17B8,0_HSDL2,0_HSPA12A,0_HSPA8,0_HSPA9,0_HUS1,0_ICAM1,0_IDUA,0_IER5,0_IFNG,0_IFRD2,0_IKBIP,0_IL10,0_IL17RD,0_IL23A,0_IL4I1,0_IL7,0_ILF2,0_ING1,0_INPP5A,0_INTS8,0_IQCG,0_IRAK3,0_IRF2BP2,0_ISCA2,0_ISCU,0_ITIH1,0_JAG1,0_JUN,0_KCNJ15,0_KCTD16,0_KCTD20,0_KDELR2,0_KDSR,0_KIAA1143,0_KIAA1217,0_KIAA1328,0_KIAA1522,0_KIAA1671,0_KIAA1755,0_KIAA1841,0_KIF13B,0_KIF18A,0_KIF20A,0_KIF21A,0_KIF4A,0_KIF7,0_KLC4,0_KLHDC2,0_KMO,0_KNTC1,0_KPNA3,0_KRBA1,0_KRT19,0_KRT4,0_L2HGDH,0_LACTB2,0_LAGE3,0_LAMP1,0_LARP6,0_LARS2,0_LBP,0_LBR,0_LCMT2,0_LENG9,0_LEO1,0_LETM1,0_LGI4,0_LIN54,0_LIN7C,0_LMAN2,0_LMAN2L,0_LMBR1,0_LMNB1,0_LMNB2,0_LNX2,0_LRCH2,0_LRFN3,0_LRP5,0_LRRC45,0_LRRN3,0_LRRN4CL,0_LRSAM1,0_LSM2,0_LSM6,0_LTV1,0_LY75,0_LYPD5,0_LZTS1,0_LZTS2,0_MACC1,0_MAGEA4,0_MAN2B1,0_MAP1LC3B2,0_MAP3K1,0_MAP7D3,0_MAPK11,0_MAPK12,0_MAPK8IP3,0_MARK2,0_MBTD1,0_MCAT,0_MCCC2,0_MCL1,0_MED12L,0_MEP1A,0_METTL7B,0_MFNG,0_MGST1,0_MIOS,0_MKI67,0_MLXIP,0_MMP11,0_MMP2,0_MOAP1,0_MOGS,0_MORF4L2,0_MOSPD1,0_MPV17L,0_MRPL1,0_MRPL24,0_MRPS18C,0_MRPS2,0_MRPS28,0_MRPS36,0_MSTO1,0_MT1E,0_MTHFD1,0_MTRR,0_MYC,0_MYEF2,0_MYO10,0_MYO1B,0_MYO3A,0_NAA10,0_NAAA,0_NAALAD2,0_NAIP,0_NAP1L1,0_NCAM2,0_NCBP2,0_NCSTN,0_NDUFA4L2,0_NDUFA7,0_NDUFAF1,0_NDUFB8,0_NDUFS2,0_NDUFS4,0_NEDD4L,0_NEK7,0_NFE2,0_NFE2L1,0_NFYA,0_NGEF,0_NGLY1,0_NKTR,0_NME1,0_NME2,0_NME7,0_NMNAT3,0_NNT,0_NOL11,0_NONO,0_NPM1,0_NPR3,0_NR2C1,0_NR3C2,0_NR5A2,0_NRG2,0_NRSN2,0_NT5DC2,0_NTN1,0_NTRK3,0_NUDT10,0_NUDT11,0_NUDT5,0_NUDT9,0_NUP35,0_NUP62,0_NXPH2,0_OAS2,0_ODF2,0_OGDH,0_OGDHL,0_ONECUT2,0_OPHN1,0_ORM1,0_OSBP,0_OSMR,0_OXER1,0_P2RX6,0_P4HA2,0_P4HB,0_PAFAH2,0_PAIP2,0_PAQR7,0_PARD6A,0_PARP1,0_PATZ1,0_PCCA,0_PCCB,0_PCDHGA1,0_PCYT2,0_PDCD7,0_PDCL3,0_PDE12,0_PDIA4,0_PDIA6,0_PDK1,0_PDK2,0_PDLIM1,0_PELI2,0_PEPD,0_PGLYRP2,0_PGPEP1,0_PHB,0_PHC1,0_PHF10,0_PHF8,0_PHLDB2,0_PICALM,0_PIF1,0_PIGQ,0_PIGR,0_PIK3R6,0_PILRB,0_PIP4K2A,0_PKD2L2,0_PKP4,0_PLA2G15,0_PLA2G5,0_PLAU,0_PLCG1,0_PLEKHA2,0_PLEKHG3,0_PLEKHM2,0_PLK1,0_PLK3,0_PLOD3,0_PLP2,0_PLRG1,0_PLXDC1,0_PMM2,0_PMPCB,0_PNPLA3,0_PODNL1,0_POLR3B,0_PON2,0_POU3F3,0_POU5F1,0_PPAT,0_PPFIBP2,0_PPIL3,0_PPIP5K1,0_PPM1H,0_PPP2CB,0_PPP2R2C,0_PPP3R1,0_PPT1,0_PPWD1,0_PRDM1,0_PRKACB,0_PRKCI,0_PRKCSH,0_PRODH2,0_PROS1,0_PRPF38B,0_PRTN3,0_PSEN1,0_PSMC5,0_PSMD12,0_PTER,0_PTGIS,0_PTGS1,0_PTMS,0_PTPN21,0_PTPN7,0_PTPN9,0_PUS1,0_PUS10,0_PYCR1,0_PYGL,0_PYGO2,0_PZP,0_QRSL1,0_RAB11FIP1,0_RAB11FIP5,0_RAB9B,0_RABEPK,0_RABGGTB,0_RAD23A,0_RAD9B,0_RALBP1,0_RALGDS,0_RAP1GAP,0_RAPGEF3,0_RARG,0_RASD2,0_RASEF,0_RASSF1,0_RAVER2,0_RBBP4,0_RBM38,0_RCN1,0_REM1,0_RENBP,0_RER1,0_RFC3,0_RFFL,0_RGS1,0_RNASET2,0_RNF130,0_RNF14,0_RNF17,0_RNF180,0_RNF7,0_RNPEP,0_RPL12,0_RPL13,0_RPL24,0_RPL31,0_RPS10,0_RPS14,0_RPS25,0_RPS27A,0_RPS4X,0_RPS5,0_RPS6,0_RPS6KB1,0_RPS7,0_RPUSD2,0_RSL1D1,0_RUFY2,0_RUVBL2,0_S100A11,0_S100PBP,0_SACM1L,0_SAE1,0_SAMD9L,0_SAMHD1,0_SCARB1,0_SCD,0_SCFD1,0_SCFD2,0_SDC4,0_SDCCAG8,0_SDF4,0_SDHB,0_SDR39U1,0_SEC14L2,0_SEC16A,0_SEC24D,0_SEC63,0_SECISBP2L,0_SERPINA1,0_SERPINA3,0_SERPINA4,0_SETD5,0_SF3A3,0_SF3B1,0_SFT2D2,0_SH2D4A,0_SH3BP2,0_SH3BP5L,0_SH3GLB1,0_SHC1,0_SHROOM3,0_SIK3,0_SIPA1L1,0_SKA1,0_SLC12A9,0_SLC13A5,0_SLC16A1,0_SLC16A3,0_SLC16A7,0_SLC25A23,0_SLC25A38,0_SLC26A2,0_SLC26A6,0_SLC27A2,0_SLC29A3,0_SLC30A9,0_SLC39A9,0_SLC41A3,0_SLC43A2,0_SLC7A6OS,0_SLK,0_SMAGP,0_SMOX,0_SMS,0_SNAI1,0_SNRPD1,0_SNX10,0_SNX12,0_SNX14,0_SNX15,0_SOCS3,0_SOCS6,0_SOX30,0_SPAG16,0_SPAG5,0_SPATA18,0_SPTBN1,0_SPTY2D1,0_SQLE,0_SQSTM1,0_SRCAP,0_SRRM2,0_SS18,0_SSB,0_SSC5D,0_SSR3,0_ST8SIA5,0_STARD13,0_STAT3,0_STAT4,0_STK38,0_STX10,0_STX6,0_SUCLA2,0_SUCLG2,0_SULT1C2,0_SUMO4,0_SUSD2,0_SVIP,0_SYNGR1,0_SYNGR3,0_SYPL1,0_SYTL1,0_TACC3,0_TADA2B,0_TAF15,0_TAF1A,0_TBC1D1,0_TBC1D13,0_TBC1D4,0_TBC1D9B,0_TBCE,0_TCF4,0_TCIRG1,0_TCOF1,0_TCTA,0_TGFB1,0_TGFBI,0_THRAP3,0_TMCO1,0_TMED2,0_TMED8,0_TMEM115,0_TMEM116,0_TMEM132E,0_TMEM165,0_TMEM176A,0_TMEM176B,0_TMEM184C,0_TMEM192,0_TMEM25,0_TMEM39A,0_TMEM50B,0_TMEM51,0_TMEM72,0_TMEM9B,0_TMLHE,0_TMPRSS2,0_TNFRSF18,0_TNFRSF21,0_TNFRSF6B,0_TNK2,0_TOP2B,0_TPM2,0_TPT1,0_TPX2,0_TRABD,0_TREM1,0_TRIB3,0_TRIM11,0_TRIM65,0_TRIO,0_TRIOBP,0_TRIP10,0_TRMT5,0_TSPAN1,0_TTC17,0_TTC27,0_TTC32,0_TTLL11,0_TUBB,0_TUBD1,0_TUBGCP2,0_TXNRD2,0_TYMP,0_UACA,0_UBA2,0_UBA7,0_UBAC1,0_UBE2C,0_UBE2D4,0_UBE2F,0_UBE2Z,0_UBR7,0_UBXN6,0_UCK1,0_UCN,0_UFC1,0_UFSP2,0_UGT1A6,0_UNC93B1,0_UPB1,0_UPK3B,0_URGCP,0_USP14,0_USP2,0_USP4,0_VAPA,0_VCAN,0_VEZT,0_VPS35,0_VPS53,0_WASL,0_WDR1,0_WDR17,0_WDR24,0_WDR6,0_WDR61,0_WDR90,0_WSCD2,0_XIAP,0_XPA,0_XPNPEP1,0_YBX1,0_YWHAZ,0_ZBTB12,0_ZBTB20,0_ZBTB44,0_ZBTB8A,0_ZC3H12C,0_ZDHHC17,0_ZFAND5,0_ZMYM2,0_ZMYM4,0_ZNF19,0_ZNF207,0_ZNF24,0_ZNF343,0_ZNF37A,0_ZNF532,0_ZNF549,0_ZNF610,0_ZNF638,0_ZNF703,0_ZSCAN18
0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,1,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,102,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,149,0,0,14,0,0,0,0,165,0,0,0,173,0,97,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,78,0,0,0,193,0,34,0,144,74,0,0,0,0,89,11,0,0,0,0,0,0,0,0,0,94,0,0,0,202,0,0,0,0,0,136,0,0,0,0,95,89,0,0,0,0,77,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,57,51,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,45,88,0,0,104,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,0,0,0,77,0,0,0,81,0,0,173,0,0,0,97,91,0,77,0,43,0,71,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0,231,0,198,0,0,0,0,0,0,20,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,151,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,212,0,0,0,0,0,62,58,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,182,0,0,0,0,53,0,0,0,0,0,0,0,0,161,353,0,0,0,0,0,123,0,0,0,0,0,0,0,138,0,0,115,0,0,0,0,132,0,0,0,0,182,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,12,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,111,0,0,0,0,0,0,19,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,78,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,223,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,79,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,45,0,0,147,113,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,40,0,82,0,0,0,0,0,0,0,50,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,76,199,0,0,185,0,0,0,0,0,0,0,0,211,0,0,0,0,116,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,1,0,0,0,0,0,10,0,2,0,0,0,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,151,1,2,0,0,0,1,0,0,0,11,0,1,0,0,0,9,0,0,4,1,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,3,1,0,0,0,0,0,0,257,5,0,1,1,1,0,0,1,0,121,0,0,0,1,19,0,0,131,3,0,144,153,19,0,0,0,2,1,0,0,0,382,0,0,0,7,0,0,0,29,0,2,0,0,0,219,0,1,0,0,0,0,1,133,4,0,0,47,1,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,239,1,2,5,199,0,0,1,1,0,0,0,1,1,4,0,0,1,1,0,0,140,9,0,0,0,0,0,0,0,0,6,0,1,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,181,0,0,0,0,0,0,1,0,0,149,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,4,1,0,0,1,0,0,0,0,3,0,13,1,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,143,0,0,0,65,46,12,0,0,18,0,0,0,0,0,0,0,0,0,1,1,13,0,0,1,6,0,0,0,0,10,0,0,0,4,0,0,0,1,1,0,0,0,0,272,2,98,0,0,0,0,12,6,13,2,6,0,0,3,0,0,3,1,0,4,0,0,0,0,0,0,1,0,0,1,0,0,3,0,1,0,0,0,0,24,0,0,2,0,41,0,5,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,2,0,0,5,0,1,0,112,0,1,1,0,0,0,0,1,413,0,0,0,0,0,0,1,0,0,10,0,0,1,45,276,0,0,0,0,0,94,0,0,0,0,0,0,1,0,64,6,0,2,0,0,5,0,0,0,0,0,187,1,0,0,0,0,0,0,1,3,0,1,3,0,125,0,0,0,0,16,0,0,0,44,0,0,5,0,0,0,1,0,0,0,0,133,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,5,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,1,1,0,0,0,0,7,0,0,0,0,0,0,2,331,0,1,0,1,0,0,2,11,1,0,0,97,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,143,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,2,31,0,2,0,1,0,1,110,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,0,7,3,8,351,3,0,1,0,73,1,0,0,0,1,0,0,0,0,1,0,0,2,32,15,3,0,0,1,4,0,0,0,1,133,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,147,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,28,29,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,21,1,1,0,0,0,0,0,0,0,0,0,25,0,4,0,0,0,1,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,124,108,0,0,4,0,1,7,0,53,2,0,1,0,2,0,0,0,6,4,0,32,1,0,1,0,1,0,1,0,0,1,1,0,0,2,0,0,0,9,2,4,1,0,0,0,0,0,1,0,2,0,0,16,0,0,2,2,0,0,1,2,119,0,0,426,4,0,84,1,1,0,0,0,0,0,0,0,1,0,0,0,401,22,0,0,0,1,287,0,0,3,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0
200,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,143,0,0,0,0,1,0,0,1,0,4,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,7,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,312,0,1,0,0,0,1,1,0,2,82,0,1,0,0,7,3,0,86,1,3,238,96,0,0,0,0,1,1,0,0,0,280,1,0,0,0,0,1,5,5,0,0,1,6,3,241,2,0,1,0,3,0,1,90,0,0,0,136,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,3,291,0,0,0,292,0,0,0,0,0,0,0,1,2,3,0,0,2,0,1,0,86,2,0,0,0,1,0,0,2,0,0,1,0,16,0,0,1,1,2,1,1,4,0,0,0,0,0,0,102,0,0,0,0,0,0,0,1,0,126,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,4,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,206,0,0,0,224,0,3,0,0,37,0,0,0,0,5,0,1,0,0,5,0,34,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,1,299,0,57,0,0,0,0,3,0,8,0,0,0,18,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,9,3,1,0,18,0,0,0,0,0,1,31,0,0,1,0,0,0,0,3,0,0,1,0,0,0,1,0,1,0,1,0,0,5,1,0,86,1,0,0,0,0,0,14,0,423,0,2,0,0,0,0,0,6,0,6,0,1,0,2,293,0,0,0,4,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,1,0,0,0,0,0,0,0,0,0,0,2,83,0,0,2,0,0,0,0,0,82,0,0,5,0,0,2,0,0,0,0,0,86,0,1,16,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,323,1,0,0,0,1,0,0,0,0,0,0,34,7,0,0,0,0,2,0,0,0,0,0,1,3,21,0,18,108,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,77,3,0,3,0,9,1,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,0,0,1,0,0,0,1,0,0,0,86,0,2,0,0,2,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,17,80,0,0,0,1,0,0,1,11,0,0,0,0,0,10,0,2,0,1,0,0,0,0,6,0,17,5,26,359,2,0,0,1,0,1,0,0,28,0,14,0,2,0,79,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,94,0,0,0,0,0,0,0,0,0,6,1,0,0,0,9,1,0,7,308,0,0,1,0,0,34,0,0,1,0,0,0,0,1,20,0,0,0,0,0,86,64,210,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,146,0,0,42,0,0,0,0,36,0,1,0,0,1,0,0,4,0,0,0,0,39,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78,0,0,457,0,35,42,0,6,0,0,0,3,0,26,0,0,0,0,0,397,0,1,1,0,0,297,2,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,2,1
