gen,0_AAAS,0_AASDH,0_ABCC3,0_ABCD1,0_ABLIM1,0_ACADL,0_ACADS,0_ACAT1,0_ACBD6,0_ACE2,0_ACO1,0_ACO2,0_ACOT1,0_ACOT2,0_ACOT9,0_ADA,0_ADAM17,0_ADAM33,0_ADAM8,0_ADD1,0_ADH5,0_AEBP1,0_AFG3L2,0_AFTPH,0_AGPAT4,0_AHI1,0_AK2,0_AKR1C3,0_AKTIP,0_ALDH1L1,0_ALDH1L2,0_ALG6,0_ALG8,0_ALG9,0_ALKBH5,0_AMBRA1,0_AMPD2,0_ANK3,0_ANKZF1,0_ANO10,0_AP4M1,0_AP4S1,0_APBB1,0_APCS,0_AQP1,0_ARFGEF2,0_ARGLU1,0_ARHGAP12,0_ARHGAP24,0_ARHGEF16,0_ARMC9,0_ARSD,0_ASAH1,0_ASAP1,0_ASRGL1,0_ATAD2,0_ATF7IP2,0_ATG5,0_ATP10D,0_ATP1B1,0_ATP6V1A,0_ATP6V1D,0_ATP6V1E1,0_ATP6V1F,0_ATP6V1H,0_ATP8A1,0_ATXN2L,0_AUH,0_AUTS2,0_AWAT2,0_B3GAT3,0_B4GALNT2,0_BAG1,0_BATF2,0_BBS4,0_BCAR3,0_BCAS3,0_BCL2L2,0_BEX2,0_BIK,0_BLM,0_BNIP3L,0_BRAF,0_BRD3,0_BRD8,0_BST2,0_BTF3,0_BTF3L4,0_BYSL,0_BZW2,0_C1orf116,0_C4BPA,0_CACNA1H,0_CACYBP,0_CAPZA1,0_CAPZB,0_CARD8,0_CARM1,0_CASP4,0_CBR1,0_CBWD1,0_CCAR1,0_CCDC102B,0_CCDC57,0_CCDC59,0_CCDC91,0_CCM2,0_CCNA2,0_CCR6,0_CCT6B,0_CDC16,0_CDC25C,0_CDC42SE2,0_CDC45,0_CDC6,0_CDCA7L,0_CDHR2,0_CDK2AP1,0_CDKN2C,0_CDT1,0_CEBPB,0_CEP55,0_CFHR1,0_CHCHD3,0_CHI3L2,0_CHP2,0_CHST12,0_CHUK,0_CIR1,0_CLDN8,0_CLEC11A,0_CLPB,0_CNDP2,0_CNOT3,0_CNPY2,0_CNTN2,0_CNTNAP1,0_COBL,0_COBLL1,0_COG8,0_COL13A1,0_COL1A1,0_COL6A2,0_COMT,0_COPS6,0_COX8A,0_COX8C,0_CPE,0_CPNE1,0_CPT2,0_CREBBP,0_CRIM1,0_CRISP3,0_CRTC2,0_CRYM,0_CRYZ,0_CS,0_CSF1R,0_CSNK1E,0_CSNK1G3,0_CSPG5,0_CTDSPL,0_CTNNBL1,0_CTSZ,0_CTTNBP2,0_CXCR5,0_CYB5D2,0_CYGB,0_DAAM2,0_DCBLD2,0_DCP1B,0_DCP2,0_DCTN5,0_DDX11,0_DECR1,0_DERL3,0_DGCR8,0_DGUOK,0_DHODH,0_DHX16,0_DLG2,0_DLST,0_DMP1,0_DMXL1,0_DNAJA2,0_DNAJC19,0_DNAJC25,0_DNAJC7,0_DNASE1L3,0_DNMT3B,0_DPF2,0_DPH5,0_DPY30,0_DPYSL3,0_DSC2,0_DSG2,0_EAPP,0_EBNA1BP2,0_EBPL,0_ECSIT,0_EFTUD2,0_EGFL7,0_EHHADH,0_EIF4A3,0_EIF4EBP1,0_ELK1,0_ELMO3,0_ELOVL1,0_EMCN,0_EME1,0_ENDOD1,0_ENGASE,0_ENPP3,0_ENTPD1,0_ENY2,0_EPHB2,0_ERGIC2,0_ERN2,0_ETFDH,0_EVI5L,0_EWSR1,0_FABP7,0_FAM104B,0_FAM122C,0_FAM135A,0_FAM160A1,0_FAM171A1,0_FAM199X,0_FAM20A,0_FAM47E,0_FAM53A,0_FBLL1,0_FBP1,0_FBXL14,0_FBXL5,0_FECH,0_FEN1,0_FGG,0_FIGN,0_FKBP5,0_FKBP9,0_FLAD1,0_FLOT1,0_FLVCR1,0_FNBP1L,0_FNIP2,0_FNTA,0_FPR2,0_FRAT1,0_FXN,0_FXYD2,0_G6PC,0_GABARAPL1,0_GANAB,0_GAPDH,0_GATAD2B,0_GDA,0_GDF15,0_GGCT,0_GGH,0_GLB1,0_GLI2,0_GLIPR2,0_GMFG,0_GMIP,0_GMPR2,0_GNG5,0_GNRH1,0_GOLGA4,0_GPC4,0_GPR107,0_GRAMD1C,0_GREM2,0_GSTA1,0_GSTA4,0_GSTO2,0_GTF2E2,0_GTF3A,0_GTF3C6,0_GTPBP10,0_GTPBP2,0_HADHB,0_HAGH,0_HAL,0_HAUS1,0_HAX1,0_HCRTR1,0_HDAC1,0_HDGF,0_HELQ,0_HELZ,0_HEPH,0_HERPUD1,0_HEYL,0_HGF,0_HHAT,0_HIVEP3,0_HMGA2,0_HMGN2,0_HNF1B,0_HNRNPA3,0_HP1BP3,0_HPS4,0_HSD17B12,0_HSD17B6,0_HSD17B8,0_HSPA5,0_HSPA9,0_ICA1,0_ICA1L,0_IDO1,0_IDUA,0_IFI35,0_IFT20,0_IKBKB,0_IKBKE,0_IL10,0_ILDR1,0_ILF2,0_ILVBL,0_INPP5A,0_INPP5B,0_IRF3,0_IRF7,0_ISCU,0_ISLR,0_IWS1,0_JTB,0_KAT5,0_KATNAL2,0_KCNA5,0_KCND1,0_KCTD16,0_KDM6B,0_KHDRBS3,0_KIAA1671,0_KIF11,0_KIF18A,0_KIF22,0_KIF4B,0_KISS1R,0_KLC4,0_KMO,0_KPNA3,0_KRBA1,0_KRI1,0_KRT19,0_KRT4,0_KTN1,0_L2HGDH,0_LACTB2,0_LBR,0_LEFTY2,0_LENG9,0_LGI4,0_LGMN,0_LIG3,0_LIMA1,0_LMBR1,0_LMNB1,0_LMNB2,0_LNX2,0_LOXL2,0_LPAR2,0_LPCAT1,0_LPIN3,0_LRBA,0_LRCH2,0_LRFN3,0_LRP5,0_LRPAP1,0_LRRC25,0_LRRC59,0_LUC7L,0_LUC7L3,0_LZTS2,0_MACROD2,0_MAGEA4,0_MAGEA8,0_MAGOHB,0_MAN2B1,0_MAP1LC3B2,0_MAP2K5,0_MAP3K14,0_MAPK13,0_MBTD1,0_MCAT,0_MCCC1,0_MCM6,0_MDC1,0_MDH2,0_MDM4,0_MECP2,0_MED12,0_MED12L,0_MEGF9,0_MEP1A,0_MEPCE,0_MERTK,0_MGAM,0_MGAT3,0_MID1,0_MIS12,0_MKI67,0_MLH1,0_MLPH,0_MLYCD,0_MMP14,0_MMP2,0_MN1,0_MOCS2,0_MPND,0_MPV17L,0_MPZL1,0_MRPL18,0_MRPL46,0_MRPL49,0_MRPS9,0_MSN,0_MTAP,0_MTG1,0_MTOR,0_MTPAP,0_MYO1B,0_MYO3A,0_MYO6,0_N4BP1,0_NAALAD2,0_NAGK,0_NAPSA,0_NASP,0_NAV1,0_NCEH1,0_NCOA7,0_NCSTN,0_NDRG2,0_NDRG3,0_NDUFA5,0_NDUFB2,0_NEK3,0_NF2,0_NFIL3,0_NFX1,0_NFYA,0_NFYB,0_NHLRC2,0_NKX3-2,0_NME1,0_NME2,0_NNMT,0_NNT,0_NOL3,0_NOL7,0_NOP56,0_NOP58,0_NPM1,0_NPR3,0_NR5A2,0_NRBP1,0_NRF1,0_NRSN2,0_NTRK3,0_NUDT10,0_NUP43,0_NUP62,0_NXF3,0_OFD1,0_ONECUT2,0_OPA1,0_OSBP,0_P4HB,0_PABPC1,0_PADI1,0_PARD6A,0_PAX9,0_PBX2,0_PCCA,0_PCDHGA1,0_PCGF3,0_PCLO,0_PDCD2,0_PDCL2,0_PDE10A,0_PDIA3,0_PDIA6,0_PDPK1,0_PDSS2,0_PDZRN3,0_PEA15,0_PEX3,0_PFDN2,0_PFDN4,0_PFN1,0_PGAM2,0_PGLYRP2,0_PGPEP1,0_PHB,0_PHF5A,0_PHIP,0_PI4KB,0_PICALM,0_PIF1,0_PIK3C3,0_PIR,0_PIWIL4,0_PLCD1,0_PLEKHA2,0_PLEKHA7,0_PLEKHB2,0_PLK1,0_PLRG1,0_PLTP,0_PNCK,0_POC1A,0_PODNL1,0_POGZ,0_POLD3,0_POLR2E,0_POLR3D,0_POMP,0_POTEE,0_POU2F1,0_POU3F3,0_PPAN,0_PPAN-P2RY11,0_PPCS,0_PPIE,0_PPIH,0_PPP1R13B,0_PPP2R2D,0_PPWD1,0_PQBP1,0_PRC1,0_PRCC,0_PRCP,0_PREP,0_PREX2,0_PRICKLE4,0_PRKACB,0_PRTFDC1,0_PSKH1,0_PSMB3,0_PSMB4,0_PSMB9,0_PSMD13,0_PSMD3,0_PSMD8,0_PTGFRN,0_PTMA,0_PTPN12,0_PTPN3,0_PTPN9,0_PTPRA,0_PUS10,0_PXDN,0_PXMP4,0_PYCARD,0_PYCR1,0_PZP,0_QRSL1,0_QSER1,0_RAB11FIP4,0_RAB13,0_RAB32,0_RABEP1,0_RAD54L,0_RAD54L2,0_RAD9B,0_RAP1GAP2,0_RAPGEF1,0_RASL11A,0_RASSF1,0_RASSF4,0_RBL2,0_RBM17,0_RBM22,0_RBM28,0_RCC1,0_RDX,0_RECQL4,0_RELL1,0_RFC2,0_RFC5,0_RGS1,0_RIC3,0_RIN3,0_RNASEH2C,0_RNASET2,0_RNF20,0_RNF38,0_RPAP2,0_RPL19,0_RPL27A,0_RPL31,0_RPN2,0_RPP30,0_RPS23,0_RPS27A,0_RPS6KA2,0_RPUSD2,0_RRBP1,0_RUNX1,0_RWDD1,0_SAE1,0_SAMM50,0_SARNP,0_SCARA5,0_SCFD2,0_SCML4,0_SDC4,0_SDF4,0_SDHB,0_SDHD,0_SEC24B,0_SEC63,0_SECISBP2L,0_SELL,0_SEMA3A,0_SEMA4D,0_SENP8,0_SERPINA1,0_SERPINA3,0_SERPINA4,0_SERPINB6,0_SERPINH1,0_SESTD1,0_SETD2,0_SETD4,0_SF3A1,0_SH3BGRL2,0_SH3GLB1,0_SHARPIN,0_SHC1,0_SIK2,0_SIK3,0_SIPA1L1,0_SIRPA,0_SIRT5,0_SKA1,0_SKP2,0_SLA,0_SLC12A9,0_SLC15A4,0_SLC16A1,0_SLC16A7,0_SLC25A4,0_SLC27A2,0_SLC29A1,0_SLC29A2,0_SLC2A5,0_SLC2A9,0_SLC38A10,0_SLC41A3,0_SLC47A1,0_SLC7A5,0_SLC9A2,0_SLMAP,0_SMOX,0_SMTN,0_SNAI2,0_SNAPIN,0_SNF8,0_SNRNP40,0_SNRNP48,0_SNRPA1,0_SNRPC,0_SNRPD1,0_SNRPG,0_SNX12,0_SNX2,0_SOCS1,0_SOCS6,0_SOD1,0_SPAG5,0_SPTBN1,0_SRM,0_SRP19,0_SRP54,0_SRR,0_SRRM1,0_SSBP1,0_ST8SIA1,0_STAP2,0_STAT3,0_STC1,0_STRADA,0_STX18,0_SUDS3,0_SUPT5H,0_SUSD2,0_SYNGR3,0_SYTL1,0_TACC1,0_TADA1,0_TAF1,0_TAF15,0_TAF1A,0_TAPBP,0_TBC1D22A,0_TBCE,0_TCF12,0_TCF3,0_TCOF1,0_THOC1,0_THOC3,0_TJP2,0_TLE2,0_TMBIM6,0_TMED4,0_TMEM106C,0_TMEM132E,0_TMEM192,0_TMEM33,0_TMEM39A,0_TMEM72,0_TNC,0_TNFRSF18,0_TNFRSF6B,0_TOP2B,0_TOR3A,0_TPM2,0_TPM3,0_TPPP,0_TPST2,0_TREM1,0_TRIP4,0_TRPC1,0_TSKU,0_TSPYL2,0_TTC27,0_TTC9C,0_TTK,0_TTLL11,0_TUBA1B,0_TUBA1C,0_TUBB,0_TUSC3,0_TXN2,0_TXNDC11,0_UBAP2L,0_UBE2C,0_UBE2D1,0_UBE2D2,0_UBE2D4,0_UBE2G2,0_UBQLN1,0_UCP2,0_UGCG,0_UNC5B,0_UNC93B1,0_UPK3B,0_USE1,0_USF1,0_USP1,0_USP10,0_USP13,0_USP22,0_VAMP8,0_VRK3,0_WDR1,0_WDR24,0_WDR48,0_WSB1,0_WT1,0_WWC1,0_YBX1,0_YWHAE,0_ZBTB10,0_ZBTB12,0_ZBTB20,0_ZBTB4,0_ZBTB44,0_ZBTB8OS,0_ZCCHC24,0_ZFAND2A,0_ZFAND5,0_ZFPM2,0_ZIC1,0_ZMYM3,0_ZMYND8,0_ZNF384,0_ZNF511,0_ZNF514,0_ZNF579,0_ZNF580,0_ZNF630,0_ZNF638,0_ZNF700,0_ZNF768,0_ZNF83,0_ZNF84,0_ZNF853,0_ZNHIT3,0_ZSCAN18
0,0,0,0,0,0,235,0,0,0,119,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,115,0,0,0,0,0,54,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,48,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,297,336,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,155,0,0,288,0,0,0,0,0,84,0,22,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,7,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,344,0,0,0,0,187,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,249,294,0,0,0,0,0,0,0,235,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,127,0,0,0,0,0,51,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,92,0,0,0,0,63,0,242,0,0,362,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,104,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,103,163,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,75,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,2,0,4,3,104,0,1,0,6,6,1,14,0,0,0,0,0,0,0,0,96,0,18,0,0,0,0,1,18,0,2,0,0,1,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,2,2,0,10,0,0,7,0,0,4,0,0,1,0,0,1,0,0,1,2,4,4,1,0,0,0,1,6,0,0,2,4,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,178,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,0,0,60,345,1,0,0,0,0,0,0,0,0,0,0,25,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,3,0,0,1,0,0,6,2,3,2,0,0,0,0,0,0,0,2,0,0,1,0,1,4,0,0,0,0,384,355,0,0,2,1,0,0,0,0,0,1,53,0,1,0,1,0,0,1,0,0,0,89,0,4,0,0,2,0,0,0,0,1,1,0,0,1,1,0,2,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,1,0,39,0,0,0,1,0,0,0,0,64,27,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,3,0,7,0,314,0,0,90,1,13,0,0,0,10,0,0,0,1,0,25,0,0,1,1,0,0,0,0,0,0,2,1,0,3,0,1,440,0,24,0,0,6,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,356,0,1,0,0,0,1,0,0,0,7,0,5,387,151,0,16,1,7,0,0,0,0,0,0,1,9,0,0,0,0,12,1,0,1,0,1,0,0,0,3,1,368,0,0,0,2,0,0,0,23,0,0,0,0,0,1,9,11,0,0,1,1,3,4,0,0,0,0,1,2,0,0,0,0,0,0,1,5,0,0,153,0,0,0,0,0,6,0,0,0,1,0,0,0,1,7,0,1,1,1,0,5,0,9,0,0,119,0,0,3,0,0,1,3,0,0,1,0,2,0,2,0,414,0,0,0,7,106,4,1,0,0,0,0,0,0,0,0,0,14,6,3,0,1,0,0,1,0,0,0,0,18,0,0,0,0,1,2,0,4,0,0,0,0,0,3,0,0,2,10,0,2,0,0,0,0,6,0,1,7,0,1,2,0,0,0,0,0,0,0,0,0,0,11,0,47,37,0,60,0,1,0,47,1,0,0,15,2,1,0,0,1,0,0,0,0,0,3,0,0,0,1,3,0,0,2,0,1,34,0,0,0,372,0,0,0,4,0,0,0,5,1,1,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,259,0,0,1,125,39,0,6,2,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,31,0,0,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,37,0,0,1,0,0,0,15,0,2,0,0,0,0,93,0,8,224,0,1,0,0,0,0,0,0,5,0,1,0,0,1,0,0,3,138,1,20,1,0,2,0,0,0,0,0,7,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,3,0,8,4,0,0,0,0,2,0,2,0,0,1,0,0,0,0,1,0,0,4,2,2,0,0,2,0,2,0,0,0,23,0,0,0,0,0,1,0,0,0,4,48,0,2,0,0,0,0,0,0,0,0,0,0
200,1,0,0,0,0,0,0,1,3,5,0,0,0,1,0,1,0,1,0,0,0,105,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,1,0,0,2,0,0,1,1,0,0,0,1,1,0,2,0,0,1,0,1,0,0,3,0,0,1,0,0,1,0,0,4,0,1,1,0,0,1,1,0,1,1,0,10,0,0,2,2,0,1,0,0,0,0,0,8,83,0,0,0,2,5,0,0,0,1,2,0,1,0,0,2,0,0,0,0,2,181,0,0,1,0,5,1,0,0,1,27,1,0,1,17,0,0,0,47,0,0,0,0,0,6,0,0,5,287,0,6,0,0,0,1,0,10,3,1,0,36,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,68,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,412,200,0,0,0,0,6,38,1,1,0,0,90,0,11,11,0,3,0,0,0,7,0,0,1,1,0,0,1,0,0,0,1,0,0,3,0,105,2,0,0,0,2,0,0,0,3,0,0,0,1,0,3,1,1,1,1,2,1,0,1,0,3,3,0,4,1,1,0,0,0,0,0,2,0,0,3,20,0,126,0,0,0,0,0,1,0,1,0,0,0,1,313,0,1,123,0,8,3,3,0,0,0,0,0,0,1,0,1,4,0,0,5,0,0,0,0,0,0,1,1,11,0,17,415,0,0,0,1,5,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,407,0,0,0,0,0,8,1,0,1,0,0,0,412,160,0,134,0,0,3,0,0,0,0,0,2,0,0,0,2,4,0,0,0,0,0,9,1,0,0,0,0,392,0,0,0,3,1,1,0,27,0,0,0,0,0,1,0,8,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,248,180,0,0,1,3,1,0,1,0,2,0,1,0,1,0,0,0,0,0,1,0,1,0,12,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,350,0,1,1,0,111,4,1,1,0,0,0,0,0,1,0,0,1,0,26,0,0,0,1,1,0,0,1,1,93,1,1,0,2,0,2,7,2,0,17,0,1,0,0,0,4,0,0,0,1,0,0,1,0,0,1,0,1,0,8,0,0,0,1,0,1,0,0,1,0,3,0,1,68,19,0,0,0,0,0,177,0,0,0,3,0,0,0,1,2,1,0,1,1,3,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,263,0,0,1,33,0,0,0,0,0,0,2,0,0,7,0,0,0,0,6,0,2,0,0,0,0,1,0,0,4,179,0,0,1,38,0,32,0,0,0,0,0,2,0,0,5,3,0,81,1,39,1,0,2,0,0,1,1,0,0,0,0,2,8,0,0,77,0,0,167,0,5,0,0,33,1,1,0,0,0,4,0,0,2,0,0,42,0,3,0,2,0,0,0,1,0,1,1,0,0,369,2,0,214,1,0,0,1,0,2,27,2,3,0,0,1,1,0,0,0,0,232,0,117,0,10,1,4,6,0,3,21,0,6,0,0,0,0,0,0,0,51,0,0,0,0,0,0,2,0,0,0,1,1,3,0,0,1,0,0,0,0,0,0,7,1,2,1,0,0,0,2,0,0,0,0,0,0,6,0,1,0,2,3,0,0,0,0,33,0,0,0,0,0,94,0,0,6,0,4,1,0,0,19,3,0,0
300,1,0,1,0,0,0,0,0,6,0,0,0,0,0,1,1,1,0,4,3,0,218,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,72,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,1,1,0,278,0,0,2,0,1,0,1,2,0,2,0,0,1,1,3,1,0,1,0,0,0,0,1,0,2,2,0,0,0,4,0,0,0,0,0,36,0,0,2,0,1,0,1,0,1,1,0,3,2,0,0,0,0,1,0,0,3,1,0,1,405,145,0,1,0,0,0,0,3,0,0,0,120,0,0,0,0,0,0,5,0,0,4,3,0,2,0,0,0,0,1,0,0,0,0,0,0,254,14,3,0,0,0,0,3,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,9,0,2,0,0,0,0,0,3,0,0,0,0,0,0,186,0,0,3,4,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,1,0,42,0,0,399,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,409,1,0,0,0,0,0,0,0,2,0,1,0,408,209,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,382,0,0,0,4,0,0,0,0,3,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,39,373,228,2,10,0,0,2,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,2,9,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,0,1,333,0,0,0,0,54,2,1,1,0,0,0,1,0,0,0,0,0,9,3,0,0,0,0,3,2,3,0,0,163,1,1,0,0,1,3,0,6,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,12,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,158,23,0,0,0,0,0,188,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,22,0,0,0,0,2,1,0,0,0,0,0,0,0,5,0,0,26,4,0,0,0,1,1,2,0,1,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,38,0,37,1,0,0,5,2,0,0,3,0,0,0,11,7,1,0,34,1,0,145,0,4,0,0,61,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,12,0,1,0,1,391,0,0,210,0,0,0,0,19,0,0,0,2,0,0,0,0,0,0,0,0,289,0,60,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,44,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,4,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,4
