gen,0_AAAS,0_AAGAB,0_ABAT,0_ABLIM3,0_ACAD11,0_ACADL,0_ACAT1,0_ACO2,0_ACSL3,0_ACTR2,0_ACTR3,0_ACTR3B,0_ACVR2A,0_ADAM33,0_ADAM8,0_ADAR,0_ADSL,0_AFP,0_AGL,0_AK2,0_AK3,0_AKAP1,0_AKAP8,0_AKAP8L,0_AKAP9,0_AKTIP,0_ANAPC5,0_ANK3,0_ANKRD11,0_ANKRD22,0_ANO6,0_ANXA2,0_ANXA3,0_ANXA9,0_AP2A1,0_AP3B1,0_AP3M2,0_AP4B1,0_APBB1,0_APOBEC3D,0_APOD,0_APOOL,0_ARFGEF1,0_ARHGAP12,0_ARHGAP18,0_ARHGAP30,0_ARHGAP5,0_ARHGAP6,0_ARHGEF35,0_ARHGEF5,0_ARL6IP5,0_ARL6IP6,0_ARSB,0_ATF4,0_ATF7IP2,0_ATG4D,0_ATP13A3,0_ATP2B3,0_ATP6V1E1,0_ATP6V1F,0_ATP6V1G1,0_ATP7B,0_ATP8A1,0_ATPAF1,0_AUH,0_AURKB,0_B4GALNT1,0_BBX,0_BCAR1,0_BCL2L14,0_BEX1,0_BGN,0_BICD1,0_BIK,0_BIRC5,0_BLK,0_BNIP1,0_BNIP3,0_BNIP3L,0_BRD3,0_BST2,0_BTBD1,0_BTF3L4,0_BTN3A3,0_BYSL,0_C12orf57,0_C1orf159,0_C1orf162,0_C1orf174,0_C1orf198,0_C1orf226,0_C3orf14,0_C4BPA,0_C5orf46,0_C6orf118,0_C9orf78,0_CA13,0_CAMK2G,0_CAMLG,0_CAMSAP1,0_CAPN1,0_CASP10,0_CASP2,0_CASP4,0_CASP8,0_CASP9,0_CAV1,0_CBR1,0_CBWD1,0_CBX1,0_CBX3,0_CCAR1,0_CCDC134,0_CCDC28A,0_CCDC68,0_CCDC77,0_CCDC86,0_CCDC88C,0_CCDC89,0_CCNA2,0_CD276,0_CD300C,0_CD74,0_CDC25C,0_CDH16,0_CDH2,0_CDH23,0_CDK1,0_CDK2AP1,0_CDK5RAP3,0_CDKL5,0_CDS2,0_CEP55,0_CEP72,0_CES2,0_CFHR1,0_CFHR5,0_CFI,0_CHAC1,0_CHCHD3,0_CHCHD6,0_CHD1L,0_CHI3L2,0_CHRNB1,0_CHST12,0_CHST6,0_CIB2,0_CLDN8,0_CLIC1,0_CLIC3,0_CLK1,0_CLPB,0_CLPX,0_CLVS1,0_CMAS,0_CMPK1,0_CNPY2,0_CNTNAP1,0_COBL,0_COBLL1,0_COG1,0_COG8,0_COL1A1,0_COL4A3,0_COMMD3,0_COPA,0_COPS5,0_COQ7,0_COX18,0_COX19,0_CPB2,0_CPE,0_CPNE5,0_CRBN,0_CRISP3,0_CROT,0_CRTC2,0_CRY2,0_CRYZL1,0_CS,0_CSAD,0_CSPG5,0_CSRNP3,0_CSTF3,0_CTNNA1,0_CTTNBP2,0_CUL4B,0_CUL7,0_CUTC,0_CUX1,0_CXCR5,0_CYB5R3,0_CYFIP1,0_CYGB,0_DACT2,0_DBNDD2,0_DCAF12L1,0_DCAF12L2,0_DCAF4,0_DCAF8,0_DCLK1,0_DCLK3,0_DCP1A,0_DDB2,0_DDHD2,0_DDIT4,0_DDX11,0_DDX41,0_DDX55,0_DDX58,0_DEF8,0_DERL2,0_DERL3,0_DGCR8,0_DGKA,0_DHRS7,0_DIAPH1,0_DLG1,0_DLG2,0_DNAJA1,0_DNAJB11,0_DNAJB14,0_DNAJB7,0_DNAJC12,0_DNAL1,0_DNASE1L3,0_DNMT3A,0_DOK1,0_DPAGT1,0_DPH1,0_DPY30,0_DPYS,0_DPYSL2,0_DPYSL4,0_DR1,0_DTNA,0_DTNBP1,0_DUSP14,0_DUSP8,0_EAPP,0_ECM2,0_ECSIT,0_EDNRB,0_EEF1G,0_EFCAB2,0_EFHC2,0_EFNA5,0_EHBP1L1,0_EIF2B1,0_EIF2S2,0_EIF3A,0_EIF4EBP1,0_EIF5A,0_ELF3,0_ELK1,0_ELMOD2,0_ELOVL7,0_ENAH,0_ENGASE,0_ENO1,0_ENO2,0_ENPEP,0_ENPP3,0_ENPP5,0_ENTPD1,0_ENTPD2,0_EP400,0_EPS15L1,0_EPS8,0_ERBB4,0_ERCC6L,0_ERGIC2,0_ESPL1,0_ESRP1,0_ESRRA,0_EVPL,0_EZR,0_FABP3,0_FABP7,0_FADS1,0_FAM104A,0_FAM136A,0_FAM189A2,0_FAM193B,0_FAM20A,0_FAM47E,0_FAM83H,0_FBP1,0_FBXL2,0_FBXO21,0_FBXW7,0_FCHO1,0_FECH,0_FGB,0_FGD6,0_FGF2,0_FGF9,0_FGG,0_FGR,0_FHOD1,0_FKBP10,0_FKBP5,0_FLAD1,0_FLRT3,0_FNIP2,0_FRMD8,0_FSD1L,0_FUCA1,0_FXN,0_FXR1,0_FXYD3,0_FZD3,0_G3BP2,0_G6PC,0_GAB3,0_GABPA,0_GALNT5,0_GALT,0_GAPDH,0_GAS1,0_GATAD2B,0_GBGT1,0_GC,0_GCC1,0_GDA,0_GEN1,0_GGCX,0_GIT2,0_GLI2,0_GLMN,0_GLOD5,0_GLRX2,0_GLYR1,0_GMPR,0_GNAI3,0_GNL3,0_GOLGA3,0_GORAB,0_GPR107,0_GPR143,0_GPRC5D,0_GRHL1,0_GRIN2D,0_GSK3B,0_GSTA1,0_GSTO2,0_GTF2E2,0_GTF3C6,0_GTPBP10,0_GTPBP2,0_GUK1,0_HADHA,0_HCCS,0_HDGF,0_HDHD2,0_HEYL,0_HIBCH,0_HINT2,0_HMGA2,0_HMGCL,0_HMGN1,0_HMGXB4,0_HNRNPA1,0_HOXC13,0_HP,0_HP1BP3,0_HPCAL1,0_HPS3,0_HPS4,0_HSD17B12,0_HSD17B14,0_HSD17B6,0_HSD17B7,0_HSD3B7,0_HSDL2,0_HSP90B1,0_HSPA13,0_HTT,0_HUWE1,0_HYI,0_ID3,0_IFNGR2,0_IFRD1,0_IGF1R,0_IL18R1,0_IL23A,0_IL4I1,0_ILVBL,0_IMPACT,0_INTS3,0_IRF1,0_IRF2BP2,0_ISG15,0_IVD,0_JAKMIP2,0_JKAMP,0_JPH2,0_JTB,0_JUP,0_KATNAL2,0_KCMF1,0_KCNA5,0_KCND1,0_KCNE4,0_KCNJ2,0_KCTD16,0_KDM6B,0_KHDRBS1,0_KIAA1143,0_KIAA1614,0_KIAA1958,0_KIF11,0_KIF16B,0_KIF18A,0_KIF21B,0_KIF4A,0_KIF7,0_KISS1R,0_KLF5,0_KLRB1,0_KMO,0_KNTC1,0_KPNA3,0_KPTN,0_KRT19,0_KRT4,0_KRT7,0_KTN1,0_KYNU,0_L2HGDH,0_LAMB2,0_LBP,0_LBR,0_LCA5,0_LDHD,0_LDLRAD2,0_LEMD2,0_LETM1,0_LGALS1,0_LGR6,0_LIG3,0_LIMD1,0_LIMK2,0_LIN7C,0_LINS1,0_LMAN2L,0_LMNB2,0_LRCH2,0_LRFN3,0_LRIG3,0_LRP5,0_LRPAP1,0_LRPPRC,0_LRRC3B,0_LRRC40,0_LRSAM1,0_LSM12,0_LSM6,0_LYRM4,0_MAEA,0_MAGEA4,0_MAGEA8,0_MANSC1,0_MAP3K12,0_MAP3K14,0_MAP3K9,0_MAP7,0_MAPK11,0_MAPK12,0_MAPK8,0_MAPK8IP3,0_MAPKAP1,0_MAPKAPK2,0_MAPRE1,0_MATK,0_MBNL1,0_MCCC1,0_MCL1,0_MCM9,0_MCPH1,0_MDFIC,0_MECP2,0_MECR,0_MEGF9,0_MEP1A,0_METTL7B,0_MFSD6,0_MGAT3,0_MGST1,0_MGST2,0_MICALL2,0_MINPP1,0_MIPEP,0_MIS12,0_MKKS,0_MKNK1,0_MLH1,0_MOAP1,0_MOGS,0_MPHOSPH10,0_MPPE1,0_MPV17L,0_MPZL1,0_MRPL4,0_MRPL49,0_MRPL55,0_MRPS15,0_MRPS2,0_MRPS35,0_MRPS36,0_MSH2,0_MSRB3,0_MSTN,0_MTCH1,0_MTSS1,0_MXI1,0_MYB,0_MYO18A,0_N4BP1,0_NAA10,0_NAA25,0_NAA35,0_NAB2,0_NANOS1,0_NARS2,0_NBEA,0_NBN,0_NCAPG2,0_NCBP1,0_NCKAP5L,0_NCLN,0_NCOA6,0_NDRG1,0_NDST2,0_NDUFA4,0_NDUFA5,0_NDUFA9,0_NDUFAF1,0_NDUFAF2,0_NDUFB8,0_NDUFS2,0_NEDD4,0_NF2,0_NFIL3,0_NFKBIE,0_NFS1,0_NGEF,0_NHLRC2,0_NIPA2,0_NKX2-2,0_NLN,0_NLRX1,0_NMB,0_NME1-NME2,0_NME2,0_NME3,0_NME7,0_NMI,0_NOP16,0_NOP2,0_NOP56,0_NOP58,0_NOS1AP,0_NOTCH3,0_NPC2,0_NR1D2,0_NR1H3,0_NR2C1,0_NRSN2,0_NTN1,0_NTRK3,0_NUCKS1,0_NUDT12,0_NUDT16L1,0_NUDT17,0_NUDT5,0_NUMB,0_NUP35,0_NUP85,0_NXPH2,0_OAS2,0_OCLN,0_OFD1,0_OGFOD2,0_OGT,0_OLFML1,0_ORM1,0_OSMR,0_OTP,0_OTUD1,0_PA2G4,0_PABPC1,0_PACSIN2,0_PADI1,0_PAFAH1B1,0_PAICS,0_PARD6A,0_PARP3,0_PARP6,0_PARVA,0_PAX9,0_PCDHB7,0_PCDHGA1,0_PCDHGC3,0_PCGF1,0_PCNA,0_PDCD11,0_PDCD5,0_PDE10A,0_PDGFA,0_PDGFC,0_PDHA1,0_PDSS2,0_PEBP1,0_PELI2,0_PER3,0_PEX19,0_PEX26,0_PFN2,0_PGAM2,0_PGK2,0_PGLYRP2,0_PGPEP1,0_PHLPP1,0_PI4KB,0_PIGL,0_PIGR,0_PIP5K1A,0_PIWIL4,0_PJA1,0_PKIB,0_PKN1,0_PKNOX2,0_PLA2G5,0_PLCE1,0_PLD6,0_PLIN2,0_PLRG1,0_PLTP,0_POLD3,0_POLR1A,0_POMP,0_PON2,0_POU2F2,0_POU3F3,0_PPA2,0_PPAT,0_PPCS,0_PPIE,0_PPIL3,0_PPIP5K1,0_PPM1H,0_PPP1R12A,0_PPP1R13B,0_PPP2CB,0_PPP2R2B,0_PPP2R2D,0_PPP2R5A,0_PPP3CA,0_PPP3R2,0_PRC1,0_PRCC,0_PRDX2,0_PREP,0_PRKACB,0_PRKCB,0_PRTFDC1,0_PRTN3,0_PSKH1,0_PSMA1,0_PSMC3,0_PSMD12,0_PSMD3,0_PSMD4,0_PSMD8,0_PTGIS,0_PTPN12,0_PTPN21,0_PTRH2,0_PUS1,0_PUS10,0_PXDN,0_PYCR1,0_RAB11FIP4,0_RAB1A,0_RAB34,0_RABEP1,0_RAD23A,0_RAD54L,0_RALBP1,0_RANBP2,0_RANBP6,0_RAP1GAP2,0_RARB,0_RARG,0_RASD2,0_RASSF1,0_RBBP8,0_RBKS,0_RBL2,0_RBM17,0_RBM34,0_RBM45,0_RBMX2,0_RCOR3,0_REN,0_REST,0_RFC3,0_RGS1,0_RHOA,0_RIC3,0_RIN2,0_RNASE3,0_RNASET2,0_RNF123,0_RNF139,0_RNF149,0_RNF17,0_RNF180,0_RNF19A,0_RPAIN,0_RPGR,0_RPL12,0_RPL13A,0_RPL27,0_RPL36,0_RPL41,0_RPL8,0_RPLP0,0_RPLP2,0_RPS23,0_RPS25,0_RPS4X,0_RPS5,0_RPS7,0_RPS9,0_RPUSD2,0_RSAD2,0_RUFY1,0_S100A1,0_S1PR2,0_SAA4,0_SAMD9,0_SAMD9L,0_SAMM50,0_SART3,0_SCAP,0_SCAPER,0_SCARB1,0_SCFD2,0_SCML4,0_SCYL3,0_SEC24D,0_SELL,0_SEMA3A,0_SEMA4D,0_SENP8,0_SERPINA1,0_SERPINA4,0_SERPINB5,0_SERPINC1,0_SERPINH1,0_SETD5,0_SF3A2,0_SF3B2,0_SH3BP2,0_SH3D19,0_SH3GLB1,0_SHARPIN,0_SHISA5,0_SHMT2,0_SIRT5,0_SIX5,0_SLA,0_SLC12A9,0_SLC17A4,0_SLC26A6,0_SLC27A2,0_SLC29A2,0_SLC29A3,0_SLC2A9,0_SLC30A9,0_SLC35F2,0_SLC36A1,0_SLC43A2,0_SLC48A1,0_SLC9A2,0_SLC9A9,0_SLK,0_SLMAP,0_SMAP1,0_SMARCA5,0_SMARCC2,0_SMARCD1,0_SMARCE1,0_SMG6,0_SMTN,0_SNF8,0_SNRNP27,0_SNRNP40,0_SNRPA,0_SNRPA1,0_SNRPD2,0_SNX12,0_SNX15,0_SNX33,0_SOCS1,0_SOCS6,0_SOD1,0_SOX6,0_SP2,0_SPAG5,0_SPATA13,0_SPINT2,0_SPOCK2,0_SPRYD3,0_SPTA1,0_SPTBN2,0_SPTY2D1,0_SQLE,0_SRM,0_SRP19,0_SRP54,0_SSC5D,0_SSX2IP,0_ST8SIA5,0_STAU2,0_STRADA,0_STRADB,0_STRN,0_STX3,0_SUCLA2,0_SUDS3,0_SUMO2,0_SUMO4,0_SUOX,0_SUPT5H,0_SVIP,0_SYNGR2,0_SYNGR3,0_SYPL1,0_SYTL2,0_TAF9B,0_TAP1,0_TAP2,0_TARBP2,0_TBC1D13,0_TBC1D4,0_TBCA,0_TBCE,0_TCEA1,0_TCOF1,0_TCTA,0_TEKT3,0_TERF2IP,0_TFDP2,0_TGFB1,0_TGFBI,0_THAP3,0_THBS1,0_THOC1,0_TLE1,0_TMBIM6,0_TMCO1,0_TMEM132E,0_TMEM14A,0_TMEM192,0_TMEM33,0_TMEM43,0_TMEM87B,0_TMEM8B,0_TMPO,0_TNFRSF10B,0_TNFRSF21,0_TNFRSF6B,0_TNFSF13B,0_TNFSF4,0_TOLLIP,0_TOP2A,0_TPD52,0_TPPP,0_TPST1,0_TPT1,0_TRABD,0_TRAF3IP2,0_TRAIP,0_TRAM1,0_TRDMT1,0_TRIAP1,0_TRIB2,0_TRIM27,0_TRIM38,0_TRIM4,0_TRIO,0_TRMT1,0_TRMT2A,0_TRMT5,0_TSEN34,0_TSKU,0_TSPYL1,0_TTC39C,0_TTLL1,0_TUBA1A,0_TUBA1B,0_TUBB,0_TUBB6,0_TXLNA,0_TXNDC5,0_TXNRD2,0_U2AF1L4,0_UBAP2L,0_UBB,0_UBE2D1,0_UBQLN4,0_UBR7,0_UBXN11,0_UBXN7,0_UBXN8,0_UCK1,0_UFC1,0_UFSP2,0_UGT1A6,0_UPK3B,0_UQCRC2,0_UROC1,0_USF1,0_USP1,0_USP14,0_USP39,0_USP7,0_UTP3,0_VAPA,0_VASP,0_VEGFA,0_VEZT,0_VKORC1,0_VPS16,0_VPS36,0_VPS37B,0_VRK3,0_VTI1A,0_WAS,0_WDR26,0_WDR31,0_WDR48,0_WDR54,0_WDR6,0_WDR7,0_WIPF1,0_WLS,0_WT1,0_WWP1,0_XAF1,0_XK,0_XKR9,0_XPNPEP1,0_YAP1,0_YBX1,0_YWHAB,0_YWHAG,0_ZBTB17,0_ZBTB4,0_ZBTB8OS,0_ZC3HC1,0_ZCCHC17,0_ZCCHC24,0_ZDHHC15,0_ZDHHC21,0_ZDHHC5,0_ZFAND5,0_ZIC1,0_ZMIZ1,0_ZNF131,0_ZNF135,0_ZNF219,0_ZNF251,0_ZNF304,0_ZNF503,0_ZNF549,0_ZNF768,0_ZNF84,0_ZNF853,0_ZNHIT3,0_ZNHIT6,0_ZNRF2
0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,42,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,98,175,0,0,0,0,99,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,222,119,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,211,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,72,0,0,55,0,0,0,0,0,0,0,0,17,0,85,36,0,0,38,124,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,180,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,142,0,0,116,0,0,0,58,0,0,0,31,0,0,0,0,46,0,0,0,0,0,0,118,0,0,0,0,0,0,0,30,0,43,201,112,0,0,0,0,0,200,0,0,0,0,0,0,31,0,0,60,0,0,178,0,0,44,0,0,3,0,98,0,0,0,3,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,168,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,149,0,0,0,184,0,208,0,0,0,0,158,0,0,0,0,235,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,273,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,107,0,289,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,28,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,68,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,200,0,163,0,0,10,0,0,0,115,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,49,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,150,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,106,0,0,148,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59,0,0,67,0,0,0,2,1,4,0,112,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,2,0,1,1,0,2,0,3,72,0,5,0,1,0,0,1,0,0,37,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,2,0,0,0,166,0,0,1,0,0,6,2,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,5,8,0,0,1,0,0,0,2,0,3,1,4,5,0,215,0,0,0,337,0,1,0,0,0,0,0,0,1,0,3,1,0,1,2,0,0,0,1,0,109,0,0,3,1,1,0,7,234,1,0,0,1,0,0,1,1,0,0,2,0,0,110,1,0,0,1,0,0,46,0,150,0,3,0,0,2,0,1,0,0,1,0,0,0,15,0,0,0,0,19,0,0,0,0,0,0,2,0,0,0,0,125,1,0,0,0,0,100,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,1,2,1,1,186,1,0,0,0,1,0,2,2,0,2,0,0,0,0,7,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,137,0,0,217,25,0,1,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,8,0,0,0,0,0,189,0,0,1,0,2,0,26,6,0,0,0,0,0,0,1,5,6,0,0,2,0,0,10,205,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4,0,114,0,15,0,2,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,312,0,0,0,0,0,0,0,216,0,0,0,0,0,378,0,0,7,0,177,0,0,0,1,20,3,1,0,1,0,0,0,0,2,0,0,7,1,0,0,0,0,426,1,1,0,0,0,64,0,0,7,0,0,0,0,0,0,0,0,24,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,7,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,118,0,1,0,1,0,2,0,0,0,110,0,0,0,0,0,0,0,0,2,0,0,1,0,300,1,1,0,0,1,4,1,3,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,5,7,0,0,0,0,0,153,0,1,0,0,7,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,316,0,1,0,0,0,0,0,0,0,13,0,0,8,0,0,0,1,0,0,0,0,1,72,0,0,0,0,1,0,0,0,0,262,0,1,216,0,1,1,0,0,15,0,0,4,35,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,4,5,0,0,0,0,0,0,0,75,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,20,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,2,0,0,0,0,1,1,0,2,0,0,0,0,0,2,0,1,0,0,0,0,6,0,0,0,191,0,0,0,0,0,0,0,0,0,2,4,1,1,3,1,0,4,0,0,0,0,2,0,2,0,1,0,0,2,0,0,0,0,1,21,0,0,1,1,0,0,0,0,0,0,0,39,0,1,5,0,0,1,1,0,1,2,2,0,0,1,0,0,4,0,0,2,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,108,0,0,1,0,0,0,3,5,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,5,0,0,0,0,2,1,2,0,0,0,6,0,0,0,0,0,0,0,1,2,2,0,1,25,4,10,0,1,0,0,15,2,0,0,1,0,1,0,0,3,7,0,0,0,0,0,1,3,1,0,5,0,0,0,0,319,2,0,0,0,0,1,0,0,1,0,1,0,3,0,0,64,0,0,0,1,0,5,0,0,0,1,10,0,85,0,43,0,0,0,0,0,6,0,1,1,0,2,5,0,0,29,0,0,1,4,0,0,0,0,3,0,50,0,0,0
200,0,0,23,0,0,0,4,0,0,7,0,0,0,0,0,0,86,0,0,79,0,6,1,0,0,0,6,72,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,82,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,227,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,1,0,0,1,0,0,0,4,1,1,0,0,0,3,6,0,0,0,1,138,0,6,0,358,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,2,116,0,0,0,0,0,5,0,306,0,0,0,0,1,0,0,0,1,1,0,0,0,93,0,0,4,0,0,0,225,0,141,1,0,0,0,0,0,0,1,1,0,0,0,0,42,0,0,14,0,45,2,1,0,0,1,1,0,0,0,0,0,74,0,2,30,0,0,74,2,0,0,2,0,1,2,0,0,2,0,0,5,0,0,0,1,0,0,146,0,1,0,0,0,0,11,4,0,0,0,7,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,65,0,0,234,0,0,0,1,0,0,0,0,0,41,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,147,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,97,0,0,1,0,0,2,0,0,0,0,0,1,7,0,0,70,0,217,0,76,4,0,0,0,0,0,0,0,15,0,0,0,0,3,10,9,2,2,0,0,0,323,0,1,0,0,51,0,0,139,0,0,0,0,0,376,0,0,0,0,137,1,0,0,0,77,0,1,7,0,0,0,0,0,0,0,1,0,1,3,0,0,0,429,0,1,2,0,6,24,0,0,0,0,0,0,4,0,0,1,1,25,7,0,0,0,0,0,0,0,0,1,0,1,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,146,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,1,1,0,1,0,0,6,318,1,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0,0,0,0,0,31,0,0,0,0,0,138,2,0,1,0,0,0,1,0,5,0,4,155,0,1,0,2,2,0,0,0,350,0,3,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,1,1,0,2,32,0,0,0,0,0,0,1,2,0,162,0,0,148,8,0,2,5,0,0,10,0,0,82,0,3,1,0,0,0,0,0,0,0,2,1,1,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,3,1,2,3,0,9,1,0,0,2,0,0,0,0,5,3,1,0,0,6,0,32,0,1,0,0,0,0,1,0,0,0,12,1,0,0,0,2,0,0,25,0,0,0,0,0,1,0,0,0,0,2,0,2,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,3,2,0,0,0,0,0,0,49,0,3,0,0,0,0,1,0,0,0,1,8,2,0,0,0,0,0,0,35,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,1,4,0,0,0,0,2,0,134,2,0,0,0,0,7,0,0,1,3,1,1,0,0,0,0,2,0,0,0,0,1,0,0,11,0,42,0,0,1,0,0,0,0,0,0,0,1,0,7,0,0,4,1,0,0,0,0,0,0,1,0,56,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,54,1,0,0,0,0,1,0,1,0,0,0,83,1,15,0,1,0,0,0,0,0,0,1,0,0,2,0,144,1,3,0,0,0,0,0,0,0,0,0,0,79,0,1,0,10,0,0,1,3,0,0,0,0,0,0,21,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0
