gen,0_AACS,0_AAGAB,0_ABAT,0_ABCA4,0_ABCC10,0_ABCC3,0_ABCD3,0_ABLIM3,0_ABTB2,0_ACAA1,0_ACAA2,0_ACADL,0_ACAT1,0_ACAT2,0_ACBD6,0_ACOT2,0_ACTN3,0_ACTN4,0_ACTR2,0_ACTR3,0_ACVRL1,0_ADAL,0_ADAM23,0_ADAM33,0_ADAMTSL4,0_ADCY9,0_AEBP1,0_AFG3L2,0_AFP,0_AFTPH,0_AGL,0_AGTRAP,0_AK2,0_AK7,0_AKAP9,0_ALDH1A2,0_ALDH1L1,0_ALDH1L2,0_ALDH6A1,0_ALG13,0_ALG3,0_ALOX5,0_ALS2,0_AMT,0_ANAPC5,0_ANGPTL4,0_ANK3,0_ANKRD13D,0_ANXA11,0_ANXA2,0_ANXA6,0_ANXA7,0_APOBEC3G,0_APOO,0_APOOL,0_APPBP2,0_ARAF,0_ARAP1,0_ARFGAP2,0_ARFGEF1,0_ARFIP1,0_ARGLU1,0_ARHGAP23,0_ARHGEF10L,0_ARHGEF35,0_ARHGEF7,0_ARSB,0_ASAH1,0_ASRGL1,0_ATF7IP2,0_ATP10D,0_ATP13A3,0_ATP1B3,0_ATP6V1B1,0_ATP6V1D,0_ATP6V1H,0_ATP8A1,0_ATXN1,0_ATXN7L3,0_AURKB,0_AWAT2,0_B9D2,0_BAG1,0_BAMBI,0_BAZ1A,0_BCAR1,0_BCKDK,0_BCL2L10,0_BCL2L11,0_BCL7B,0_BDH2,0_BGN,0_BICD1,0_BIRC5,0_BRDT,0_BRI3BP,0_BRIP1,0_BTF3L4,0_C11orf45,0_C12orf57,0_C15orf40,0_C17orf75,0_C1D,0_C1orf116,0_C1orf162,0_C1orf174,0_C1orf35,0_C2orf49,0_C2orf88,0_C3orf14,0_C5orf34,0_C5orf46,0_CA13,0_CACNA1C,0_CACNA1H,0_CAMK2G,0_CAMK4,0_CAMLG,0_CAMSAP1,0_CAP1,0_CAPN2,0_CARD11,0_CARHSP1,0_CASP9,0_CBR1,0_CBX3,0_CC2D2B,0_CCDC89,0_CCNA2,0_CCNB2,0_CCNDBP1,0_CCNH,0_CCNT2,0_CCR6,0_CD2BP2,0_CD44,0_CD47,0_CD53,0_CD74,0_CD86,0_CD9,0_CDC20,0_CDC27,0_CDC37L1,0_CDC42BPB,0_CDCA7L,0_CDH1,0_CDH16,0_CDH2,0_CDK1,0_CDK4,0_CDK7,0_CDKN1A,0_CDKN2AIPNL,0_CDKN2C,0_CDS2,0_CES2,0_CFB,0_CFI,0_CHD1L,0_CHDH,0_CHEK2,0_CHI3L2,0_CHPF2,0_CHRD,0_CHRDL1,0_CHUK,0_CISH,0_CLEC11A,0_CLK2,0_CLMN,0_CLN5,0_CLPTM1L,0_CLRN3,0_CLYBL,0_CMAS,0_CMPK1,0_CNOT2,0_CNTNAP1,0_COBLL1,0_COG1,0_COL13A1,0_COL1A2,0_COL4A1,0_COL6A2,0_COPA,0_COPB2,0_COPS4,0_COQ7,0_CORO1C,0_CPNE5,0_CPNE8,0_CPSF7,0_CRAT,0_CRHBP,0_CRISP3,0_CRISPLD2,0_CROT,0_CS,0_CSGALNACT2,0_CSNK1E,0_CSRNP2,0_CSTF3,0_CTDP1,0_CTSF,0_CTTNBP2,0_CYB5B,0_CYC1,0_CYCS,0_CYFIP1,0_CYP1B1,0_CYTH4,0_DCPS,0_DDAH1,0_DDR1,0_DDX11,0_DEPDC1,0_DEPDC1B,0_DGKD,0_DHCR7,0_DHX16,0_DHX30,0_DLG2,0_DLGAP4,0_DMP1,0_DNAJA2,0_DNAJB7,0_DNAJC12,0_DNAJC7,0_DNAL4,0_DNASE1L3,0_DNMT3B,0_DOCK6,0_DOK1,0_DPYSL3,0_DTX4,0_DUOXA1,0_DUSP10,0_DUSP16,0_DUSP23,0_DUSP7,0_EBPL,0_ECD,0_ECM2,0_EDAR,0_EEF1B2,0_EEF2,0_EFHC1,0_EFHC2,0_EFS,0_EIF2B1,0_EIF3E,0_EIF3H,0_EIF3I,0_EIF4EBP1,0_EIF4EBP2,0_ELF2,0_ELF3,0_ELF4,0_ELMOD2,0_ELOVL7,0_EME1,0_ENDOD1,0_ENHO,0_ENPP3,0_ENTPD2,0_EPHB2,0_ERCC3,0_ERCC6L,0_ERLIN1,0_ESPL1,0_ESRP1,0_ETFDH,0_ETV5,0_EWSR1,0_EXOSC1,0_F2,0_FABP3,0_FABP7,0_FAM104A,0_FAM120A,0_FAM122B,0_FAM136A,0_FAM156A,0_FAM199X,0_FAM20A,0_FAM53A,0_FANCG,0_FANCL,0_FARSA,0_FBL,0_FBXL2,0_FBXO21,0_FBXO33,0_FBXO5,0_FCHSD1,0_FCRL1,0_FGD4,0_FGD6,0_FGF9,0_FGG,0_FHOD1,0_FIGN,0_FILIP1L,0_FKBP10,0_FKBP5,0_FKBP7,0_FLAD1,0_FLNB,0_FLRT3,0_FRK,0_FSD1L,0_FSTL3,0_FTSJ1,0_FUCA2,0_FUT8,0_FXYD2,0_FXYD3,0_FZD3,0_G3BP2,0_GALT,0_GANAB,0_GAS1,0_GAS2L1,0_GBP1,0_GBP2,0_GBP5,0_GCDH,0_GCK,0_GDI1,0_GFM1,0_GGA3,0_GGCX,0_GLB1,0_GLG1,0_GLMN,0_GLOD4,0_GLOD5,0_GLRX2,0_GMFB,0_GMPR,0_GNAI2,0_GNAI3,0_GNB4,0_GORAB,0_GOT2,0_GPC4,0_GPD2,0_GPHN,0_GPR143,0_GPR160,0_GPR176,0_GRAMD1B,0_GRAMD1C,0_GREM2,0_GRHL1,0_GRIN2D,0_GRINA,0_GRSF1,0_GSR,0_GSTA1,0_GSTK1,0_GSTZ1,0_GTF2E1,0_GTF3A,0_GTF3C6,0_GTSF1,0_GYS1,0_HADH,0_HADHB,0_HAGH,0_HAL,0_HAPLN3,0_HCK,0_HDAC1,0_HDHD2,0_HEBP2,0_HERPUD1,0_HESX1,0_HEXIM1,0_HGF,0_HHAT,0_HIBADH,0_HIBCH,0_HIF3A,0_HIP1R,0_HLA-DMA,0_HLA-DQB1,0_HLA-DRB1,0_HM13,0_HMGA2,0_HMGB1,0_HMGCR,0_HMGN1,0_HMGN3,0_HNRNPA1,0_HNRNPC,0_HOXC13,0_HP,0_HPCAL1,0_HPS3,0_HS2ST1,0_HSD17B12,0_HSD17B6,0_HSD3B7,0_HSDL2,0_HTATIP2,0_HTRA3,0_HTT,0_HUS1,0_ICA1,0_IDH3A,0_IDH3B,0_IDH3G,0_IFFO2,0_IFNB1,0_IFNGR2,0_IKBKE,0_IKZF2,0_IL17RD,0_IL7,0_ILDR1,0_ILVBL,0_IMMT,0_IMPA2,0_ING1,0_INO80D,0_INTS8,0_IPP,0_IRF1,0_IRF2BP1,0_IRF9,0_IRGQ,0_ISCA2,0_ISCU,0_ISG20L2,0_ISLR,0_ITGB3BP,0_IWS1,0_JARID2,0_JAZF1,0_JPH2,0_KATNAL2,0_KCNE3,0_KCNG1,0_KCNJ2,0_KCNK6,0_KCTD10,0_KCTD16,0_KDM2A,0_KIAA1328,0_KIAA1522,0_KIAA1614,0_KIF13B,0_KIF18A,0_KIF21B,0_KIF7,0_KIF9,0_KLC4,0_KLF5,0_KLHL36,0_KLHL8,0_KMO,0_KPNA3,0_KRI1,0_KRT4,0_KRT7,0_KTN1,0_L2HGDH,0_LACTB2,0_LBP,0_LCA5,0_LDLRAD2,0_LEMD2,0_LGALS1,0_LGALS9,0_LGI4,0_LIMD1,0_LIMK2,0_LINS1,0_LMAN2L,0_LMNB1,0_LMO7,0_LNX1,0_LOXL2,0_LPIN3,0_LRBA,0_LRCH2,0_LRFN3,0_LRG1,0_LRRN4CL,0_LTV1,0_LY75,0_LYPLAL1,0_MACC1,0_MAGEA4,0_MAP3K14,0_MAP3K8,0_MAP3K9,0_MAPK12,0_MAPK6,0_MBD4,0_MBTD1,0_MCCC1,0_MCCC2,0_MCM3AP,0_MCM6,0_MCRS1,0_MDM4,0_MECP2,0_MED8,0_MEPCE,0_MERTK,0_MFNG,0_MGAT3,0_MGST1,0_MICALL2,0_MID1,0_MINPP1,0_MKI67,0_MLPH,0_MLXIP,0_MMGT1,0_MMP14,0_MMP2,0_MORC2,0_MPI,0_MPV17L,0_MPZL1,0_MRPL15,0_MRPL24,0_MRPL46,0_MRPS36,0_MST1R,0_MSTN,0_MT1A,0_MT1E,0_MTDH,0_MTMR12,0_MXI1,0_MYB,0_MYC,0_MYO10,0_MYO1B,0_MYO6,0_MYOCD,0_N4BP2L1,0_NAALADL1,0_NAP1L4,0_NAPA,0_NBEA,0_NCK1,0_NCL,0_NCSTN,0_NDRG1,0_NDRG3,0_NDUFA13,0_NDUFA4,0_NDUFA4L2,0_NDUFA7,0_NDUFAF1,0_NDUFB6,0_NDUFB8,0_NDUFS4,0_NEDD1,0_NEDD4L,0_NEK7,0_NEUROD1,0_NFE2,0_NFKBIE,0_NGEF,0_NGLY1,0_NHEJ1,0_NKIRAS1,0_NKX2-2,0_NLGN1,0_NME2,0_NMNAT3,0_NMT1,0_NONO,0_NOP56,0_NOTCH3,0_NOXO1,0_NPEPL1,0_NPR3,0_NR2C1,0_NR3C2,0_NR4A1,0_NR5A2,0_NSL1,0_NTRK3,0_NUBP1,0_NUDT1,0_NUDT22,0_NUMA1,0_NXF3,0_NXPH2,0_OCLN,0_ODF2,0_OFD1,0_OGDH,0_OGDHL,0_OLA1,0_ONECUT2,0_ORM1,0_OSBP,0_OSMR,0_OTUB1,0_OTUD1,0_OXER1,0_OXNAD1,0_P2RX6,0_P4HA1,0_P4HB,0_PABPC1,0_PADI1,0_PAFAH1B2,0_PAFAH2,0_PAIP2,0_PAK1IP1,0_PAPOLG,0_PARP6,0_PARVA,0_PAX9,0_PCCA,0_PCDHGA1,0_PCDHGB5,0_PCDHGC3,0_PCGF1,0_PCID2,0_PCNA,0_PCYOX1L,0_PCYT2,0_PDCD1,0_PDCD1LG2,0_PDCL2,0_PDE10A,0_PDE12,0_PDIA3,0_PDLIM2,0_PDPK1,0_PDSS2,0_PDZRN3,0_PEBP1,0_PELI2,0_PEX12,0_PFN1,0_PGAM5,0_PGLYRP2,0_PGP,0_PHF12,0_PHLDB2,0_PIGH,0_PIGL,0_PIGR,0_PIK3C3,0_PIK3R1,0_PIN1,0_PINK1,0_PIR,0_PJA1,0_PKD2L2,0_PKNOX2,0_PKP4,0_PLCE1,0_PLCG2,0_PLCXD1,0_PLIN2,0_PLK1,0_PLOD2,0_PLS1,0_PLSCR3,0_PLXDC1,0_PML,0_PMPCA,0_PMPCB,0_PNCK,0_PNN,0_PNPLA4,0_PNPLA8,0_PODNL1,0_POLD3,0_POLG2,0_POU2F2,0_POU5F1,0_PPA2,0_PPAT,0_PPIB,0_PPM1E,0_PPP1R7,0_PPP2CB,0_PPP2R1B,0_PPP2R2C,0_PPP3R1,0_PPP3R2,0_PPP5C,0_PQBP1,0_PRAF2,0_PRC1,0_PRCP,0_PRDM1,0_PRDM11,0_PRDM4,0_PREP,0_PRKAB1,0_PRKCB,0_PRKCD,0_PRODH2,0_PROS1,0_PRPF38B,0_PRRC1,0_PRTN3,0_PSEN1,0_PSMA6,0_PSMB2,0_PSMB9,0_PSMD12,0_PSMD3,0_PSMF1,0_PTER,0_PTGR2,0_PTGS1,0_PTHLH,0_PTPN21,0_PTPN22,0_PTPN23,0_PUS10,0_PUS7,0_PXDN,0_PYCR1,0_QRICH1,0_RAB11FIP4,0_RAB17,0_RAB1B,0_RAB3D,0_RACGAP1,0_RAD1,0_RAD23A,0_RAD54L,0_RALBP1,0_RALGDS,0_RANBP6,0_RAP1GDS1,0_RAPGEF3,0_RARG,0_RASD2,0_RASGRF1,0_RASSF1,0_RASSF5,0_RBBP7,0_RBKS,0_RBM14,0_RBM25,0_RBM26,0_RBM45,0_RBM47,0_RBM6,0_RBMX2,0_RBP5,0_RC3H1,0_RCOR3,0_REM1,0_RFFL,0_RFX5,0_RGL2,0_RGP1,0_RHOT1,0_RIC3,0_RIC8B,0_RNASE3,0_RNASEH2B,0_RNASET2,0_RNF141,0_RNF149,0_RNF17,0_RNF19A,0_RNF19B,0_RNF38,0_RPL10A,0_RPL13,0_RPL23,0_RPL27,0_RPL27A,0_RPS15A,0_RPS25,0_RPS27A,0_RPS4X,0_RPS7,0_RPUSD2,0_RRP1B,0_RTN4IP1,0_RUFY2,0_RUNX1,0_S100A1,0_S100PBP,0_SAMM50,0_SART3,0_SCAMP2,0_SCAPER,0_SCFD2,0_SCGB1D2,0_SCML4,0_SDR16C5,0_SDSL,0_SEC63,0_SELL,0_SEMA3A,0_SEMA4D,0_SENP8,0_SERPINA3,0_SERPINB5,0_SERPINB6,0_SERPINF2,0_SERPINH1,0_SERTAD2,0_SETDB2,0_SF3A3,0_SF3B1,0_SF3B2,0_SFT2D2,0_SH2B1,0_SH2D4A,0_SH3GL1,0_SH3GLB1,0_SH3RF1,0_SHC1,0_SHISA5,0_SIK2,0_SIKE1,0_SLC13A5,0_SLC15A4,0_SLC16A3,0_SLC16A7,0_SLC17A4,0_SLC23A2,0_SLC25A12,0_SLC25A4,0_SLC26A2,0_SLC29A2,0_SLC2A5,0_SLC2A9,0_SLC30A9,0_SLC36A1,0_SLC38A10,0_SLC44A3,0_SLC4A1AP,0_SLC4A2,0_SLC9A2,0_SLC9A6,0_SLMAP,0_SMARCB1,0_SMARCC2,0_SMARCE1,0_SMC4,0_SMU1,0_SNN,0_SNRNP27,0_SNRNP48,0_SNRNP70,0_SNRPA1,0_SNRPD1,0_SNRPD2,0_SNX10,0_SNX15,0_SNX29,0_SNX33,0_SOCS3,0_SOCS5,0_SOCS6,0_SOD2,0_SOX30,0_SPAG16,0_SPAG5,0_SPINT2,0_SPOCK2,0_SPRY4,0_SPTBN1,0_SPTY2D1,0_SRI,0_SRPX2,0_SSB,0_SSC5D,0_ST8SIA1,0_ST8SIA3,0_STAP2,0_STARD7,0_STIM2,0_STK36,0_STRADA,0_STX3,0_STX4,0_SUCLG2,0_SUFU,0_SUMO2,0_SUPT5H,0_SYNGR1,0_SYNGR3,0_SYTL1,0_TAF7,0_TAPBP,0_TARDBP,0_TBC1D20,0_TBC1D4,0_TBC1D7,0_TBCD,0_TBCE,0_TBL1XR1,0_TCOF1,0_TCTN1,0_TDG,0_TDRD3,0_TF,0_TGM2,0_THBS2,0_THOC7,0_TIFA,0_TJP2,0_TLE1,0_TMED4,0_TMEM131,0_TMEM132E,0_TMEM165,0_TMEM72,0_TMPPE,0_TMPRSS2,0_TMX4,0_TNC,0_TNFAIP3,0_TNFAIP8L3,0_TNFRSF18,0_TNFRSF1B,0_TNFRSF6B,0_TNFSF13B,0_TNIK,0_TNIP2,0_TNPO2,0_TOLLIP,0_TOM1,0_TOP2A,0_TOP2B,0_TOPBP1,0_TOR1A,0_TOR3A,0_TPM4,0_TPRN,0_TPX2,0_TRAF3IP2,0_TRDMT1,0_TRIB3,0_TRIM17,0_TRIM65,0_TST,0_TTC9C,0_TTK,0_TUBA1C,0_TUBA8,0_TUBGCP2,0_TUFM,0_TUSC1,0_TUSC3,0_TYMP,0_UACA,0_UBC,0_UBE2C,0_UBE2D2,0_UBE2D3,0_UBE2H,0_UBR4,0_UBXN6,0_UBXN8,0_UCN,0_UGGT1,0_UGT1A6,0_UGT8,0_UNC93B1,0_UPB1,0_UPK3B,0_UQCRC1,0_URGCP,0_UROC1,0_USP10,0_USP2,0_USP30,0_UTP3,0_VAC14,0_VEGFA,0_VEZT,0_VKORC1,0_VPS18,0_VPS35,0_WASL,0_WDFY1,0_WDR17,0_WDR19,0_WDR48,0_WDR53,0_WDR54,0_WDR61,0_WIPF1,0_WSB1,0_WWC1,0_WWP1,0_XAF1,0_XKR9,0_XPO1,0_XPO5,0_YBX1,0_YWHAZ,0_ZBTB10,0_ZBTB12,0_ZBTB17,0_ZBTB20,0_ZBTB42,0_ZBTB8OS,0_ZC3H18,0_ZC3HC1,0_ZDHHC15,0_ZDHHC17,0_ZDHHC3,0_ZFAND2A,0_ZFC3H1,0_ZFP36,0_ZHX2,0_ZIC1,0_ZMYM2,0_ZMYM4,0_ZMYND8,0_ZNF133,0_ZNF143,0_ZNF251,0_ZNF280C,0_ZNF280D,0_ZNF304,0_ZNF318,0_ZNF343,0_ZNF37A,0_ZNF384,0_ZNF433,0_ZNF503,0_ZNF549,0_ZNF630,0_ZNF638,0_ZNF7,0_ZNF83,0_ZNHIT6,0_ZRANB2,0_ZXDB
0,0,0,0,71,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,56,0,0,71,0,73,0,0,0,0,0,0,82,0,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,194,0,0,0,0,0,0,211,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,83,0,0,0,0,0,58,0,71,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,5,0,168,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,8,0,0,78,9,0,0,39,0,0,0,0,0,0,0,0,0,145,0,0,0,11,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,83,0,0,0,0,0,30,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,101,0,54,0,0,65,0,0,0,201,0,0,67,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,226,0,0,0,0,0,0,0,0,73,0,0,107,0,239,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,111,63,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,197,0,32,0,0,0,0,0,287,0,53,0,0,132,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,277,0,0,91,0,0,0,28,274,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,226,0,0,45,0,0,0,0,0,23,0,100,0,0,0,0,0,0,0,0,0,61,0,0,0,0,24,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,218,0,0,186,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,50,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,90,0,82,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,141,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,33,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,53,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,45,0,0,0,0,0,89,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,83,165,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,313,0,0,0,0,0,0,46,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,62,52,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,141,0,69,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,284,0,0,78,0,202,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,2,25,0,0,1,7,1,2,3,0,0,0,0,0,0,1,0,0,0,0,0,37,0,0,8,0,60,1,1,0,0,0,0,7,0,40,0,0,9,0,0,2,0,0,4,3,2,2,0,1,0,0,0,13,0,3,0,0,0,0,0,1,3,0,0,0,0,1,1,0,17,0,0,0,22,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,3,0,1,1,8,21,0,0,21,4,6,13,1,0,0,11,0,0,7,0,0,0,219,0,0,1,0,0,0,0,0,3,0,21,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,1,9,0,203,0,0,0,0,1,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,21,1,0,98,0,0,0,6,0,42,43,0,0,0,0,0,32,15,0,1,21,0,0,0,39,3,7,0,0,4,0,32,0,0,1,0,9,0,0,2,1,0,0,5,0,217,2,0,1,17,0,2,0,1,0,0,0,0,1,0,0,0,1,8,6,0,23,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,286,108,3,0,0,0,3,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,88,0,0,0,0,60,0,0,3,9,0,0,0,1,65,1,12,0,0,4,0,14,9,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,1,5,0,0,207,6,12,0,0,0,0,0,1,0,0,0,0,3,61,0,0,0,1,0,8,3,3,0,1,0,16,0,1,0,0,6,0,0,0,0,1,18,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,123,0,0,0,5,0,2,9,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,1,0,1,71,0,1,0,0,0,0,1,46,0,0,0,1,381,22,0,0,1,0,25,0,0,9,3,0,0,0,0,0,0,20,2,0,0,1,0,1,0,1,4,4,435,0,0,11,2,0,0,0,1,0,0,0,1,4,0,0,1,0,2,1,59,2,0,2,0,0,0,0,1,0,0,0,3,0,0,1,0,21,0,0,0,1,0,0,0,0,0,6,1,0,0,4,1,0,1,1,1,0,0,0,6,3,0,0,1,0,1,0,0,2,0,20,0,0,39,0,0,0,1,0,349,0,4,0,2,0,0,59,1,0,97,0,1,1,1,0,0,0,0,0,1,0,0,0,0,6,0,0,8,0,0,0,0,4,10,0,0,1,0,0,0,0,0,0,0,0,9,76,20,0,0,0,0,0,0,1,1,0,11,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,202,1,3,0,0,0,1,0,7,2,48,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,28,0,0,0,11,1,0,1,0,0,0,0,163,0,0,0,1,2,1,0,0,0,4,0,0,0,6,0,0,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,0,0,2,0,4,0,4,0,4,1,0,33,0,0,0,4,5,2,0,3,0,223,0,0,2,0,342,0,1,0,0,0,0,0,0,0,0,4,0,0,0,2,10,0,2,0,1,0,7,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,417,9,0,0,0,0,0,0,0,0,0,22,0,2,0,0,0,0,11,6,272,17,0,5,0,0,12,0,0,6,0,1,0,0,0,0,1,0,70,41,90,0,0,0,0,1,1,0,6,1,0,0,0,0,0,0,0,27,0,0,0,0,0,410,0,0,0,1,0,0,18,0,0,0,1,0,0,0,0,0,2,0,0,4,1,3,0,124,17,0,0,0,0,0,2,0,25,0,1,3,2,0,0,2,1,2,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,6,0,0,0,0,1,2,1,9,17,0,0,19,0,0,1,0,0,1,0,0,0,0,6,0,0,0,2,1,1,0,0,0,1,0,1,0,0,9,1,0,439,0,23,8,0,62,0,8,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,413,3,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,2,0,0,1,1,10,0,0,0,0,0,1,0
