gen,0_ABCC10,0_ABCE1,0_ACAA2,0_ACADL,0_ACADM,0_ACCS,0_ACIN1,0_ACOT9,0_ACSL1,0_ACTR3,0_ADA,0_ADAL,0_ADAM23,0_ADAM33,0_ADAM8,0_ADCY2,0_ADCY9,0_ADPRH,0_ADSL,0_AEBP1,0_AGPAT4,0_AIMP2,0_AKAP1,0_AKAP8L,0_AKT1,0_ALDH18A1,0_ALDH6A1,0_AMPD2,0_ANAPC7,0_ANKRA2,0_ANKRD22,0_ANKRD39,0_ANKRD6,0_ANKZF1,0_ANLN,0_ANXA3,0_AP1G1,0_AP2B1,0_APOD,0_APOO,0_AQP1,0_ARFGEF2,0_ARG2,0_ARHGAP30,0_ARHGAP33,0_ARHGEF5,0_ARL10,0_ARL6,0_ARRB1,0_ARRDC4,0_ASAP1,0_ASF1B,0_ATF7IP2,0_ATIC,0_ATM,0_ATP10D,0_ATP1A1,0_ATP2B3,0_ATP6AP1,0_ATP6AP2,0_ATP6V1F,0_ATP8A1,0_ATPAF2,0_ATXN7L3,0_AURKAIP1,0_AURKB,0_B3GALNT2,0_B3GNT9,0_BAG1,0_BBS4,0_BCL2L10,0_BHMT2,0_BIK,0_BIRC2,0_BIRC5,0_BLOC1S3,0_BNIP3,0_BPHL,0_BRD8,0_C1orf54,0_C21orf91,0_C3orf18,0_C4BPA,0_C5orf46,0_CAB39L,0_CAMK4,0_CAMLG,0_CANT1,0_CAPN1,0_CASP10,0_CASP4,0_CASP9,0_CBR4,0_CBWD1,0_CCDC57,0_CCDC88B,0_CCNA2,0_CCNY,0_CCR4,0_CD47,0_CD9,0_CDC123,0_CDC20,0_CDC42BPB,0_CDC45,0_CDH16,0_CDH2,0_CDK1,0_CDK11A,0_CDK4,0_CDKN1A,0_CDKN2AIPNL,0_CDKN2C,0_CEP350,0_CEP55,0_CFHR1,0_CHCHD10,0_CHCHD6,0_CHD1L,0_CHFR,0_CHI3L2,0_CHRDL1,0_CHRM2,0_CHST15,0_CIB2,0_CISH,0_CLDN8,0_CLEC11A,0_CLK2,0_CLK4,0_CMTM4,0_CNNM3,0_CNTN2,0_CNTNAP1,0_COBLL1,0_COG1,0_COL4A3,0_COQ9,0_COX10,0_COX18,0_COX6A1,0_CP,0_CPSF7,0_CRTC2,0_CSAD,0_CSPG5,0_CSTF3,0_CTDSPL,0_CTSH,0_CTSS,0_CUL7,0_CXCL12,0_CYB561D2,0_CYCS,0_DCAF12L1,0_DDB1,0_DDIT4,0_DDRGK1,0_DDX41,0_DDX42,0_DDX47,0_DDX55,0_DDX58,0_DEDD,0_DENR,0_DEPDC1,0_DEXI,0_DGKD,0_DGKG,0_DLD,0_DLG2,0_DMXL2,0_DNAJA1,0_DNAJB11,0_DNAJC1,0_DNAJC12,0_DNAJC18,0_DNASE1L3,0_DNMT3A,0_DPAGT1,0_DPH5,0_DPM2,0_DSG2,0_DTX4,0_DUSP14,0_DUSP19,0_DUSP22,0_DUSP8,0_DYNC1LI1,0_ECHS1,0_ECSIT,0_EDEM2,0_EFNA5,0_EGFR,0_EIF2B1,0_EIF2S3,0_EIF3I,0_ELF4,0_ELMOD3,0_ENO2,0_ENPP3,0_ENPP4,0_ENTPD2,0_ERLIN1,0_ERLIN2,0_ESRP1,0_ETFB,0_EXOSC9,0_FABP3,0_FABP7,0_FADS1,0_FAF2,0_FAM136A,0_FAM193B,0_FAM199X,0_FBXL2,0_FGB,0_FH,0_FLOT1,0_FLVCR1,0_FNBP1L,0_FTO,0_GAB3,0_GAS1,0_GATAD2B,0_GBP5,0_GCK,0_GCLC,0_GCSH,0_GDI1,0_GGTA1,0_GLB1,0_GLI3,0_GLT8D2,0_GLUD2,0_GMIP,0_GNA12,0_GNB2,0_GORAB,0_GPATCH8,0_GPR107,0_GPR143,0_GREM2,0_GSTA1,0_GSTK1,0_GSTO2,0_GSTZ1,0_GTF3A,0_GTPBP2,0_GTPBP8,0_GYS1,0_HADH,0_HADHB,0_HAGH,0_HAL,0_HAPLN3,0_HAUS5,0_HDAC10,0_HEBP2,0_HELZ,0_HIBCH,0_HIF3A,0_HIP1R,0_HK1,0_HMGA2,0_HMGCL,0_HMGN2,0_HNRNPA1,0_HNRNPA3,0_HOXC13,0_HPS3,0_HSD17B3,0_HSD17B6,0_HSD17B7,0_HSDL2,0_HSPA8,0_HSPB8,0_IFIT3,0_IFNG,0_IFT20,0_IKBKB,0_IKZF2,0_ILF2,0_IMPA2,0_INF2,0_ING1,0_INTS8,0_IRF7,0_IRF9,0_ITFG1,0_ITIH3,0_JAZF1,0_JMJD6,0_KAT5,0_KCNS3,0_KCTD16,0_KDELR2,0_KIAA1755,0_KIF11,0_KIF18A,0_KIF21A,0_KIF4A,0_KIF4B,0_KISS1R,0_KLF5,0_KLHL20,0_KLHL25,0_KNTC1,0_KRT19,0_KRT7,0_KTN1,0_LACTB2,0_LAGE3,0_LARP4,0_LBP,0_LBR,0_LCA5,0_LEMD2,0_LENG8,0_LENG9,0_LHX6,0_LMAN1,0_LMNB1,0_LMO7,0_LPCAT1,0_LRBA,0_LRCH2,0_LRFN3,0_LRRC59,0_LSM14A,0_LSM2,0_LSR,0_LTV1,0_LUC7L,0_MACC1,0_MAEA,0_MAGEA4,0_MAGEE1,0_MAGOH,0_MANEA,0_MANSC1,0_MAP1LC3B2,0_MAP4,0_MAPK13,0_MAPK8IP3,0_MAPKAPK2,0_MAZ,0_MBIP,0_MCCC2,0_MCRS1,0_MDC1,0_MDH2,0_MDM2,0_MED12,0_MED15,0_MEGF8,0_MEGF9,0_MET,0_METRN,0_MFNG,0_MKI67,0_MLH1,0_MLPH,0_MLXIP,0_MOCS2,0_MOGS,0_MOXD1,0_MPI,0_MPND,0_MPV17L,0_MRPL55,0_MRPS18B,0_MRPS18C,0_MSRB3,0_MST1R,0_MSTN,0_MTAP,0_MTSS1,0_MYO1B,0_MYO5B,0_N4BP2L2,0_NAA16,0_NAPA,0_NBEA,0_NCBP1,0_NCSTN,0_NDST2,0_NDUFA4L2,0_NDUFA8,0_NDUFA9,0_NDUFB1,0_NDUFS4,0_NECAP2,0_NEDD4,0_NEUROD1,0_NFE2,0_NFKB2,0_NFKBIE,0_NFYB,0_NGLY1,0_NIPAL3,0_NKTR,0_NLGN1,0_NLRP1,0_NLRX1,0_NOL7,0_NR1H3,0_NR2C1,0_NR3C2,0_NR5A2,0_NRP1,0_NRSN2,0_NTRK3,0_NUDCD3,0_NUDT22,0_NUDT5,0_NUDT8,0_NUMB,0_NUP50,0_OGT,0_ONECUT2,0_OPTN,0_OSBPL1A,0_P2RY1,0_PADI1,0_PAM,0_PATZ1,0_PCBP3,0_PCDHGA1,0_PCDHGA12,0_PCDHGB5,0_PCID2,0_PCIF1,0_PCK1,0_PCYT2,0_PDCD5,0_PDE12,0_PDE3A,0_PDHA1,0_PEX12,0_PGLYRP2,0_PGS1,0_PHF10,0_PHF5A,0_PHYH,0_PIF1,0_PIP5K1A,0_PJA1,0_PKNOX2,0_PLCL1,0_PLEKHA7,0_PLP2,0_PMPCA,0_PMS2,0_PODNL1,0_POGZ,0_POLD3,0_POLR2E,0_POLR2H,0_PON1,0_POU5F1,0_PPAT,0_PPM1G,0_PPME1,0_PPP1R11,0_PPP1R12A,0_PPP2R2C,0_PRC1,0_PRDX2,0_PREX1,0_PRKAB1,0_PRMT5,0_PRODH2,0_PROS1,0_PRPF40A,0_PSAPL1,0_PSMA6,0_PSMD13,0_PSMD3,0_PSMD9,0_PTGES2,0_PTGS1,0_PTMA,0_PTPMT1,0_PTPN21,0_PTPN3,0_PXDN,0_PXMP4,0_PYCR1,0_PYGL,0_RAB11FIP4,0_RAB17,0_RAB25,0_RAB34,0_RAB9B,0_RABEP1,0_RAD51,0_RALBP1,0_RANBP3L,0_RARG,0_RASD2,0_RASGRF1,0_RAVER2,0_RBL1,0_RBM28,0_RCC1,0_RELL1,0_REN,0_RFK,0_RFT1,0_RFX7,0_RGL2,0_RHOT1,0_RNF123,0_RNF139,0_RNF149,0_RNF17,0_RNF19A,0_RNF40,0_RPA4,0_RPAP2,0_RPGR,0_RPIA,0_RPL12,0_RPL23,0_RPL5,0_RPS20,0_RPS6KA1,0_RPS6KB1,0_RPS7,0_RSL1D1,0_RTN4IP1,0_RUNX1,0_S100A13,0_SCARA5,0_SCFD2,0_SCLT1,0_SCO1,0_SDC3,0_SDF4,0_SEMA3A,0_SEMA4B,0_SERPINA3,0_SERPINF2,0_SERPINH1,0_SETD4,0_SETD7,0_SFT2D2,0_SFXN3,0_SH3BP5L,0_SH3D19,0_SH3RF1,0_SHPK,0_SHROOM3,0_SIM2,0_SIRT3,0_SIRT5,0_SIX5,0_SKA1,0_SLC16A1,0_SLC16A3,0_SLC16A7,0_SLC1A5,0_SLC25A38,0_SLC29A2,0_SLC2A5,0_SLC2A9,0_SLC39A9,0_SLC41A3,0_SLC46A2,0_SLC7A1,0_SLC7A5,0_SLC9A2,0_SLMAP,0_SMARCA2,0_SMOX,0_SNRNP70,0_SNRPA,0_SNRPA1,0_SNRPB2,0_SNX12,0_SOCS3,0_SPAG5,0_SPARC,0_SPRY4,0_SRP19,0_SRRM1,0_SS18,0_SSB,0_SSX2IP,0_ST8SIA3,0_STAB1,0_STAT1,0_STAU2,0_STEAP3,0_STIM2,0_STK38,0_STOML2,0_STRADA,0_STX4,0_STXBP5,0_SUCLA2,0_SUCLG1,0_SUDS3,0_SYCP3,0_SYNCRIP,0_SYPL1,0_SYTL2,0_TBCA,0_TBCC,0_TBCE,0_TBL3,0_TBX2,0_TCF12,0_TCIRG1,0_TEKT3,0_TFAM,0_TGM2,0_THUMPD2,0_TIFA,0_TLR3,0_TMED2,0_TMEM115,0_TMEM116,0_TMEM131,0_TMEM132E,0_TMEM181,0_TMEM184C,0_TMEM25,0_TMEM33,0_TMEM39A,0_TMEM87B,0_TMPO,0_TNFRSF18,0_TNFSF4,0_TOP2B,0_TPD52L2,0_TPM3,0_TPRN,0_TPX2,0_TRAM1,0_TRAP1,0_TRAPPC6A,0_TRDMT1,0_TRIB3,0_TRIM27,0_TRIM35,0_TRIM38,0_TRMT2A,0_TSG101,0_TSHZ3,0_TSPAN1,0_TTC17,0_TTLL1,0_TTLL7,0_TUBA1C,0_TUBA8,0_TUBB,0_TUBGCP3,0_TUFM,0_TXN2,0_TXNDC5,0_UBE2F,0_UBE2G2,0_UBE2Z,0_UBQLN4,0_UBXN4,0_UBXN6,0_UCP2,0_UPB1,0_UPK3B,0_UQCRFS1,0_UROC1,0_USF1,0_USP2,0_USP39,0_UTP6,0_VKORC1,0_VPS18,0_VPS4A,0_VTI1A,0_WDR37,0_WDR7,0_WDR90,0_WT1,0_XK,0_XKR9,0_XRN2,0_ZBTB10,0_ZBTB12,0_ZBTB3,0_ZBTB4,0_ZBTB8OS,0_ZCCHC24,0_ZFAND5,0_ZFPM2,0_ZNF280D,0_ZNF514,0_ZNF638,0_ZNF700,0_ZRANB2
0,0,0,0,172,0,0,0,0,0,0,0,0,0,264,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,172,0,122,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,222,0,0,0,0,0,303,0,0,145,0,0,0,0,227,52,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,173,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,223,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,372,0,0,0,143,0,0,0,139,0,0,0,0,0,0,0,0,0,0,85,0,0,0,241,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,340,0,0,0,200,0,0,0,377,258,28,0,0,16,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,148,57,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,390,0,0,0,291,0,0,0,0,0,0,0,0,0,93,188,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,23,0,5,10,1,0,2,243,0,343,3,0,0,0,2,2,1,1,0,1,0,0,2,44,0,0,0,0,33,0,0,0,0,45,0,5,0,2,0,0,0,0,1,3,0,1,0,2,0,0,0,0,0,0,0,1,1,1,1,210,2,1,0,1,0,0,1,1,2,0,0,8,0,1,0,0,0,20,0,0,4,1,1,0,0,3,1,5,0,0,1,4,0,0,1,0,0,6,0,2,1,0,2,1,151,4,457,0,1,0,1,0,0,0,25,0,1,2,0,4,0,3,0,0,1,0,0,7,0,0,0,15,0,1,0,1,1,0,0,0,0,2,0,0,2,5,0,1,86,1,0,0,2,2,0,0,0,2,1,0,0,1,370,1,14,0,1,1,9,0,0,41,0,0,0,0,53,1,1,0,0,1,0,1,11,0,2,1,7,1,0,24,0,0,1,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,15,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,83,0,0,0,3,7,0,0,1,3,20,0,1,0,1,0,0,0,0,0,2,0,0,26,0,3,0,0,1,257,0,0,1,0,0,2,2,6,1,0,0,0,2,0,0,1,0,0,1,0,1,0,346,0,0,0,3,1,0,1,0,0,0,0,3,0,0,0,2,0,0,0,2,0,0,188,1,0,0,18,0,0,6,420,0,0,0,8,0,0,6,0,0,1,1,0,2,0,1,0,0,0,0,0,8,0,0,36,0,0,0,0,0,12,0,2,0,22,1,0,1,0,0,0,6,0,161,0,0,2,4,0,0,0,0,1,4,0,1,0,0,8,4,1,0,0,0,0,65,0,1,3,0,0,0,0,2,1,3,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,136,0,0,1,21,0,1,0,411,365,0,1,10,0,0,0,19,2,0,0,1,2,0,1,0,193,0,1,0,1,8,0,0,0,0,0,0,49,0,5,0,0,0,5,5,3,0,0,0,5,0,0,4,1,2,2,0,0,0,1,0,0,1,1,0,0,7,0,433,0,3,0,0,41,2,0,0,0,0,23,0,0,3,3,0,0,0,0,0,0,0,20,0,6,0,0,0,0,0,0,0,180,1,5,0,0,4,0,1,1,1,0,0,3,3,0,1,1,4,0,8,1,27,0,0,27,9,0,0,0,0,4,0,8,0,0,0,0,0,0,0,19,0,1,25,0,0,2,5,1,2,0,29,1,0,4,0,2,0,0,2,1,401,0,24,0,7,3,0,19,1,0,0,1,17,4,0,2,2,0,0,0,0,0,1,0,0,0,35,0,1,0,1,1,1,0,1,3,1,0,0,0,0,0,0,324,17,0,4,0,1,2,1,0,1,0,0,8,0,0,0,0,11,0,0,1,1,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,327,0,0,0,39,0,0,0,0,0,0,0,0,0,0,1,264,0,0,0,1,0,0,0,0,22,2,6,0,1,0
200,1,0,0,0,0,0,0,0,0,0,1,0,0,225,0,265,0,2,1,1,0,0,0,0,1,0,2,0,0,7,1,0,4,0,83,0,0,0,0,115,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,5,0,0,0,0,0,73,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,137,0,453,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,65,0,1,3,0,5,0,0,1,0,0,1,0,0,366,0,0,0,0,0,3,0,1,59,7,2,0,1,179,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,26,5,0,0,7,0,1,0,4,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,83,0,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,245,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,334,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,2,0,2,0,1,1,0,396,0,0,2,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,109,0,8,0,1,0,0,0,0,0,12,0,0,0,2,0,0,0,0,116,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,58,0,0,0,0,1,140,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,1,0,0,0,0,0,82,0,0,0,0,0,0,0,384,318,0,3,0,0,0,1,0,0,1,5,0,5,3,0,0,134,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,425,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,0,0,0,1,0,0,0,0,0,272,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,1,10,0,0,0,0,55,0,0,6,1,0,0,0,5,0,1,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,1,14,95,0,0,0,0,0,1,0,0,354,0,2,0,0,0,0,0,0,0,0,0,4,0,2,0,4,1,1,0,0,4,0,0,2,0,0,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,311,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,28,1,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,259,0,0,0,9,0,1,2,0,0,0,10,16,0,0,1,182,0,4,3,0,0,0,0,0,0,0,11,0,0,2
300,0,1,1,0,0,1,1,2,0,0,1,0,0,225,1,191,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,184,0,1,0,0,182,0,0,0,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,1,0,0,326,5,253,0,0,0,0,0,23,1,0,0,0,0,1,0,0,0,2,0,0,0,0,9,0,3,0,0,4,0,1,0,0,3,3,5,0,0,25,0,0,0,0,0,111,0,0,0,0,0,0,1,0,0,0,0,2,0,379,0,0,0,0,0,0,0,1,14,0,0,1,0,191,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,1,0,0,0,0,6,0,0,0,7,0,0,0,0,2,0,0,4,0,1,0,5,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,89,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,190,0,0,0,1,0,0,0,0,0,0,2,7,0,8,0,0,0,0,0,0,0,0,322,0,0,0,1,5,0,4,0,1,0,2,0,1,3,1,0,2,0,0,0,0,0,3,0,3,0,0,13,0,1,346,1,0,12,2,1,2,0,0,0,0,0,2,0,0,1,2,1,1,0,5,0,0,5,162,1,0,1,0,2,0,1,0,2,0,0,0,0,0,1,3,0,2,168,24,0,0,0,0,1,2,1,0,0,1,0,0,6,0,210,0,0,0,0,0,183,3,0,10,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,71,0,0,0,0,0,0,0,379,261,0,0,0,0,3,0,0,0,0,1,0,0,0,5,0,147,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,22,411,0,2,0,1,13,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,5,0,0,1,345,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,1,62,0,1,0,0,1,0,0,3,2,0,19,0,1,1,1,0,24,0,1,0,0,0,0,0,0,1,1,163,0,0,1,0,0,0,0,0,373,0,0,0,0,0,1,0,1,0,1,0,4,0,0,0,4,0,0,0,0,44,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,1,0,0,248,0,3,2,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,312,1,0,7,0,0,1,58,1,2,0,5,1,2,0,1,131,0,0,0,0,0,0,0,8,0,0,7,0,0,0
400,0,0,0,0,0,0,0,0,0,0,1,3,0,229,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,2,1,1,197,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,228,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,1,0,0,2,0,0,0,11,2,0,0,0,55,0,0,0,1,0,134,5,0,0,0,0,0,0,0,0,0,0,4,0,388,1,0,0,0,0,0,0,0,3,0,0,0,0,222,0,40,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3,0,0,0,1,0,0,6,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,49,1,0,1,0,3,0,0,0,0,0,1,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,185,1,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,1,330,1,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,1,357,0,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,183,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,179,37,1,0,0,0,0,1,0,0,0,0,0,0,3,0,201,0,2,0,1,0,207,0,0,2,8,1,1,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,131,0,1,0,0,0,0,1,352,229,0,0,0,0,0,0,0,4,0,0,0,4,0,10,0,171,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,65,412,0,0,16,1,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,3,0,1,0,0,0,2,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,63,0,0,0,0,0,0,0,4,0,0,91,1,1,0,0,0,3,0,0,0,3,0,0,0,0,1,0,191,5,0,0,0,0,0,0,0,382,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,3,0,0,1,1,58,0,1,0,0,0,0,3,2,0,0,0,4,0,0,0,0,0,1,0,0,0,242,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,28,0,0,4,0,0,0,0,1,1,1,0,0,0,0,2,4,0,331,1,1,0,0,0,0,74,0,0,1,0,0,0,0,1,139,1,0,0,0,1,1,4,3,0,0,4,59,0,0
499,0,0,0,0,1,0,0,0,3,0,1,0,0,244,0,232,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,154,0,0,0,0,213,0,2,1,0,3,0,0,1,0,1,2,39,0,0,0,2,0,0,1,0,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,13,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,373,0,245,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,3,0,1,2,4,0,0,0,0,0,0,0,0,0,11,4,0,1,0,60,2,0,0,0,0,179,0,0,0,0,0,1,0,0,0,0,0,0,0,396,5,0,1,0,0,0,0,0,3,0,0,1,0,145,0,76,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,47,2,1,1,1,0,0,0,4,0,0,0,0,0,1,0,0,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,111,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,3,0,159,0,3,0,1,0,0,0,1,0,0,0,0,0,10,2,0,0,0,0,3,0,0,327,2,1,1,1,0,0,0,0,2,10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,379,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,205,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,159,100,0,0,0,1,0,1,0,0,0,0,0,1,0,0,190,0,0,1,0,0,219,0,0,1,0,1,1,25,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,179,1,0,0,0,2,0,1,340,238,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,199,1,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,3,0,0,0,64,396,0,0,61,0,0,0,1,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,18,0,1,1,0,0,0,1,0,354,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,53,0,1,0,0,0,0,1,2,0,1,167,2,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,243,3,0,0,0,1,0,0,0,363,1,0,0,0,0,0,0,6,1,0,0,3,0,0,0,2,0,0,0,0,56,0,1,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,12,1,242,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,23,0,1,0,0,2,0,0,0,2,1,0,2,1,0,0,3,0,345,1,0,0,0,4,1,56,0,0,0,0,0,0,0,0,134,0,4,0,0,0,0,0,2,0,0,0,143,0,0
