gen,0_AAAS,0_ABCA3,0_ABCA4,0_ABHD10,0_ABLIM1,0_ACAP1,0_ACTR3,0_ADAL,0_ADAM33,0_ADAR,0_ADCK2,0_ADCY2,0_ADPGK,0_ADSL,0_AIFM1,0_AK7,0_AKAP8L,0_AKR1C1,0_ANAPC5,0_ANAPC7,0_ANKRD11,0_ANLN,0_ANP32B,0_AP2B1,0_AP4B1,0_APBB3,0_APCS,0_APEH,0_APOBEC3A,0_APOOL,0_ARFIP1,0_ARHGAP30,0_ARHGAP6,0_ARID5A,0_ARNT2,0_ARPC3,0_ARPC5,0_ASAP1,0_ATG4D,0_ATG5,0_ATM,0_ATP10D,0_ATP2B3,0_ATP8A1,0_ATRN,0_BBC3,0_BBX,0_BCAR1,0_BCL2L14,0_BCL7A,0_BDH1,0_BGN,0_BPHL,0_BRCA1,0_BRD3,0_BRD4,0_BSG,0_BTN3A1,0_BTN3A3,0_C11orf45,0_C12orf57,0_C1orf109,0_C1orf116,0_C1orf162,0_C1orf198,0_C1orf54,0_C21orf91,0_C3orf18,0_C4BPA,0_C5orf46,0_C8G,0_C9orf40,0_CAB39L,0_CADM4,0_CAMSAP1,0_CAPN2,0_CAPZB,0_CARD8,0_CASP2,0_CASP4,0_CBWD1,0_CBX1,0_CBX3,0_CBX4,0_CCNA2,0_CCNB1,0_CCNL2,0_CCT6B,0_CDC123,0_CDC20,0_CDC25C,0_CDC6,0_CDCA5,0_CDCA7L,0_CDH1,0_CDH11,0_CDH23,0_CDHR2,0_CDK17,0_CDKN2A,0_CDR2L,0_CEP55,0_CEP72,0_CFHR1,0_CHAC1,0_CHAF1A,0_CHD1,0_CHD1L,0_CHDH,0_CHPF2,0_CHST3,0_CHST6,0_CLDN7,0_CLIC1,0_CMAS,0_CMPK1,0_CMTM1,0_CNOT2,0_CNTNAP1,0_COL4A1,0_COL6A2,0_COQ4,0_CORO1C,0_CPE,0_CRAT,0_CREBBP,0_CROT,0_CRYZ,0_CSPG5,0_CSRNP2,0_CTTNBP2,0_CUL4B,0_CWC15,0_CYFIP2,0_CYGB,0_DCAF12L1,0_DCTN5,0_DDAH1,0_DDB1,0_DDIT4,0_DDR1,0_DDX19B,0_DDX27,0_DDX55,0_DECR1,0_DERL1,0_DERL3,0_DLG2,0_DMGDH,0_DMXL2,0_DNAJA2,0_DNAJB11,0_DNAJC24,0_DNASE1L3,0_DNMT3B,0_DPYSL4,0_DSN1,0_DUSP14,0_DZIP1L,0_ECSIT,0_EEA1,0_EGFL7,0_EGR1,0_EHHADH,0_EIF2B4,0_EIF3B,0_EIF3CL,0_EIF3E,0_EIF4A3,0_EIF4E3,0_EIF5A,0_ELF3,0_ELK1,0_ELMOD2,0_ELOVL7,0_EME1,0_ENAH,0_ENPP4,0_ENPP5,0_EPHA3,0_EPSTI1,0_ERCC6L,0_ERGIC3,0_ERLIN1,0_ESPL1,0_ETFDH,0_EYA4,0_F11R,0_F2,0_FAHD1,0_FAM120A,0_FAM160A1,0_FAM171A1,0_FAM189A2,0_FAM91A1,0_FANCC,0_FBP1,0_FBXO21,0_FBXO5,0_FECH,0_FGF9,0_FGG,0_FH,0_FIG4,0_FKBP10,0_FLAD1,0_FLNA,0_FLOT2,0_FLRT3,0_FPR2,0_FRRS1,0_FTH1,0_FXR1,0_FXYD2,0_G6PC,0_GABPB1,0_GALNT7,0_GBA2,0_GCSH,0_GFM1,0_GLG1,0_GLI2,0_GLOD5,0_GLRX2,0_GNA12,0_GNB4,0_GOLT1B,0_GORAB,0_GPR160,0_GPR176,0_GRB10,0_GREM2,0_GSTK1,0_GTF2H1,0_GTPBP2,0_GTPBP3,0_HAT1,0_HBP1,0_HDAC1,0_HDAC10,0_HEBP2,0_HEXIM2,0_HIBCH,0_HIP1R,0_HIPK2,0_HMGN3,0_HMGXB4,0_HNF1B,0_HNRNPD,0_HNRNPL,0_HNRNPUL1,0_HOXC13,0_HP1BP3,0_HPN,0_HS1BP3,0_HSP90B1,0_HSPA12A,0_HTR1E,0_HTRA3,0_IDO1,0_IFRD1,0_ILVBL,0_IMPA2,0_INTS8,0_IRF3,0_ITGB3BP,0_ITGB8,0_ITM2B,0_IVD,0_JPH2,0_JTB,0_KCNE3,0_KCNJ15,0_KCTD16,0_KDM3B,0_KIAA1143,0_KIAA1755,0_KIF18A,0_KIF20A,0_KIF4A,0_KIF4B,0_KIF7,0_KISS1R,0_KLC4,0_KMO,0_KPTN,0_KRT4,0_L2HGDH,0_LBP,0_LEO1,0_LGI4,0_LGR5,0_LHX6,0_LNX2,0_LRBA,0_LRCH2,0_LRG1,0_LRRN4CL,0_LSG1,0_LTV1,0_LUC7L3,0_LYPD6,0_MAGEA4,0_MAP3K9,0_MAP7,0_MAPKAPK2,0_MAPT,0_MAZ,0_MBD4,0_MCCC2,0_MCM5,0_MECP2,0_MED12L,0_MEP1A,0_MET,0_MFGE8,0_MGAT1,0_MIA2,0_MIPEP,0_MKI67,0_MN1,0_MOAP1,0_MORC2,0_MPHOSPH10,0_MPND,0_MPV17L,0_MRPL11,0_MRPL9,0_MRPS17,0_MRPS18B,0_MSN,0_MST1R,0_MSTN,0_MSTO1,0_MTDH,0_MTM1,0_MTMR12,0_MVP,0_MYO6,0_NAT10,0_NBEA,0_NCAPH,0_NCBP2,0_NCL,0_NCSTN,0_NDUFA4L2,0_NDUFA8,0_NDUFB6,0_NDUFB8,0_NEIL1,0_NEK7,0_NEURL1B,0_NFE2,0_NFIB,0_NFYB,0_NGDN,0_NIPAL3,0_NKX2-2,0_NLRP1,0_NLRX1,0_NME1,0_NME5,0_NMNAT3,0_NMUR1,0_NOLC1,0_NOP16,0_NOP58,0_NOS1AP,0_NPR3,0_NUDT1,0_NUDT16L1,0_NUDT8,0_NUP50,0_OAS2,0_OCLN,0_OSBP,0_OSBPL1A,0_OTP,0_OXSM,0_P2RX6,0_P4HA1,0_P4HA2,0_P4HB,0_P4HTM,0_PACSIN2,0_PAG1,0_PAIP2,0_PAK1IP1,0_PARD6A,0_PARP3,0_PARP6,0_PAX9,0_PBXIP1,0_PCBP3,0_PCDH18,0_PCDHGA1,0_PCK1,0_PCLO,0_PCYOX1,0_PDCL2,0_PDE10A,0_PDE12,0_PDF,0_PDGFC,0_PDIA3,0_PDK1,0_PDK2,0_PDPK1,0_PELI2,0_PFDN2,0_PFDN5,0_PGAP3,0_PGLYRP2,0_PGPEP1,0_PGS1,0_PHC1,0_PHLDB1,0_PHLDB3,0_PIF1,0_PIGH,0_PIGR,0_PIK3R6,0_PKP4,0_PLEKHB2,0_PLK1,0_PLOD2,0_PMPCB,0_POLA2,0_POLR2E,0_PON2,0_PPAN,0_PPAN-P2RY11,0_PPAT,0_PPIH,0_PPIL4,0_PPM1A,0_PPM1H,0_PPP1R12A,0_PPP1R9A,0_PPP2R2B,0_PPP2R2D,0_PPP3R2,0_PRC1,0_PRDM11,0_PRDX5,0_PREX2,0_PROC,0_PRTFDC1,0_PSEN1,0_PSMA6,0_PSMB4,0_PSMC6,0_PSMD13,0_PSMD14,0_PSMD3,0_PSMG3,0_PTGIS,0_PTMA,0_PTPN3,0_PTPRJ,0_PTRH2,0_PXMP4,0_PYGL,0_PYGO2,0_RAB14,0_RAB21,0_RAB5C,0_RAD23A,0_RAD51,0_RANBP1,0_RAP1GAP2,0_RAPGEF3,0_RARG,0_RASGRF1,0_RAVER2,0_RBM22,0_RBM45,0_RBM47,0_RBM6,0_RBM8A,0_RCCD1,0_RELA,0_REM1,0_RFC4,0_RGMA,0_RIC8A,0_RNASE3,0_RNASET2,0_RNF17,0_RNF40,0_RPA4,0_RPAP3,0_RPIA,0_RPL10,0_RPL12,0_RPL19,0_RPL7,0_RPLP2,0_RPS18,0_RPS4X,0_RPS5,0_RPS6KB2,0_RPS6KL1,0_RPS7,0_RRS1,0_RSAD2,0_RSL1D1,0_RSPH3,0_SACM1L,0_SAR1A,0_SARDH,0_SART3,0_SCAMP2,0_SCARB1,0_SCGB1D2,0_SCIN,0_SCLT1,0_SCML4,0_SDHD,0_SEMA3A,0_SERPINA3,0_SERPINA4,0_SERPINB5,0_SETD5,0_SETDB2,0_SH2B1,0_SH3GL1,0_SH3GLB1,0_SHC1,0_SHPK,0_SHROOM3,0_SIK2,0_SIK3,0_SIPA1L1,0_SIRT7,0_SIX5,0_SKA1,0_SLC12A4,0_SLC13A1,0_SLC1A1,0_SLC1A5,0_SLC20A1,0_SLC25A23,0_SLC26A6,0_SLC27A4,0_SLC29A2,0_SLC30A9,0_SLC3A1,0_SLC41A3,0_SLC43A1,0_SLC44A3,0_SLC47A1,0_SLC6A12,0_SLC7A5,0_SLC9A2,0_SMARCD1,0_SMC1A,0_SMC4,0_SMPD3,0_SNAI1,0_SNAI2,0_SNRPA1,0_SNRPB2,0_SNRPC,0_SNRPD1,0_SNRPD3,0_SNW1,0_SOCS3,0_SOX6,0_SPAG5,0_SPAST,0_SPATA13,0_SPATA18,0_SPG11,0_SPRYD3,0_SPTBN1,0_SQLE,0_SRCAP,0_SRP19,0_SRPX2,0_SRRT,0_SSB,0_SSBP1,0_SSR1,0_ST8SIA1,0_STAP2,0_STAT3,0_STEAP3,0_STRADA,0_STT3A,0_STX10,0_STX4,0_SUDS3,0_SUPT5H,0_SV2C,0_SYNGR1,0_SYNGR3,0_SYNJ2,0_TACC3,0_TAF12,0_TAF9B,0_TAP1,0_TARDBP,0_TBC1D1,0_TBC1D13,0_TBC1D4,0_TBC1D7,0_TC2N,0_TGFB1,0_THBS2,0_THOC1,0_THOC3,0_THRSP,0_THTPA,0_TIMM9,0_TM2D1,0_TMBIM6,0_TMED2,0_TMEM115,0_TMEM139,0_TMEM159,0_TMEM25,0_TMEM9B,0_TMPPE,0_TMX1,0_TNFRSF11B,0_TNFRSF18,0_TNFRSF6B,0_TNIP2,0_TOP1,0_TOR3A,0_TP53RK,0_TPCN2,0_TPM4,0_TRAF6,0_TRAFD1,0_TRAIP,0_TREM1,0_TRIB2,0_TRIB3,0_TRIM27,0_TRIM4,0_TRIO,0_TRIOBP,0_TRMT1,0_TSPYL2,0_TST,0_TSTD1,0_TTC4,0_TTLL1,0_TUBA1B,0_TUBA8,0_TXNDC5,0_TXNRD2,0_U2AF2,0_UBE2C,0_UBE2D2,0_UBE2Z,0_UBLCP1,0_UBXN6,0_UGT8,0_UPK3B,0_UROC1,0_USP15,0_USP2,0_VAC14,0_VAMP8,0_VEZF1,0_VEZT,0_VPS36,0_VPS37B,0_VPS41,0_VRK1,0_VTI1B,0_WASL,0_WDR1,0_WDR24,0_WDR48,0_WLS,0_WWC1,0_XK,0_XPO1,0_YTHDC1,0_ZBTB44,0_ZBTB8OS,0_ZCCHC24,0_ZCCHC8,0_ZDHHC15,0_ZFC3H1,0_ZFPM2,0_ZMAT3,0_ZNF131,0_ZNF133,0_ZNF143,0_ZNF22,0_ZNF251,0_ZNF304,0_ZNF337,0_ZNF511,0_ZNF549,0_ZNF689,0_ZNF707,0_ZNF763,0_ZRANB2
0,0,308,0,0,0,0,0,0,17,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,27,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,150,90,0,144,0,0,0,175,119,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,151,0,0,0,0,0,0,0,0,0,87,0,129,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,290,213,37,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,200,83,0,0,0,0,0,0,0,0,0,0,146,0,79,0,0,0,153,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,241,0,0,0,0,0,220,0,0,0,46,0,0,80,165,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,50,0,0,1,228,0,0,0,30,78,0,0,0,94,0,0,0,197,42,0,0,0,0,0,40,0,0,0,177,396,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,55,0,0,0,0,0,0,0,0,74,86,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,65,0,0,0,0,89,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,284,134,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,86,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,254,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,206,0,36,95,135,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,97,98,0,0,0,0,0,0,0,3,0,0,0,159,165,0,18,0,0,0,0,0,0,0,0,0,0,0,0,10,0,310,0,0,183,0,0,0,0,0,0,19,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,81,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,15,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,313,0,0,0,0,0,0,0,1,0,153,0,0,0,2,1,1,0,104,0,0,1,0,0,0,0,0,0,1,0,0,1,0,10,0,0,0,0,0,3,0,0,1,5,0,3,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,240,0,0,0,1,59,1,1,1,0,0,0,0,0,0,1,0,1,2,0,6,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,35,0,0,2,1,3,0,0,2,0,0,0,0,0,1,0,0,0,4,137,0,2,0,1,0,0,0,0,1,0,0,32,0,0,5,2,0,3,52,28,0,0,1,0,0,1,0,0,2,118,0,0,0,0,1,0,14,7,0,0,1,0,0,0,1,0,6,1,27,0,4,1,0,0,4,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0,0,0,0,0,1,0,317,18,1,1,2,0,0,1,14,1,0,0,0,1,0,3,152,0,9,1,0,0,0,0,0,5,0,0,0,3,1,0,0,1,381,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,5,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,1,0,0,475,1,0,1,0,0,0,0,15,19,0,1,0,400,0,0,0,0,1,0,0,0,0,0,0,368,1,1,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,2,0,0,214,0,0,1,0,0,0,0,1,0,1,0,1,0,0,310,1,3,1,0,0,3,0,1,12,0,0,1,0,10,1,0,58,0,1,0,0,0,11,0,0,0,0,0,6,1,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,1,5,1,0,0,0,2,0,1,174,0,0,2,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,2,0,0,0,0,1,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,1,1,2,0,0,11,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1,1,1,0,0,11,0,0,1,1,0,0,1,8,0,4,5,0,1,0,0,0,2,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,10,0,0,1,26,1,1,0,0,1,0,1,3,0,30,1,0,1,0,0,0,0,3,0,0,0,0,1,1,0,1,1,158,0,0,0,0,0,5,0,0,0,3,0,57,1,0,0,0,1,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,252,0,2,134,47,0,0,1,3,0,0,0,0,0,1,1,1,0,1,0,405,0,0,0,0,0,4,0,0,0,1,0,3,3,0,0,3,4,0,1,0,0,0,0,8,15,0,1,0,0,0,0,0,2,12,99,0,0,0,1,0,0,1,0,1,0,0,0,0,48,0,0,0,9,0,1,0,0,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,1,1,3,0,0,0,1,0,0,0,4,2,1,0,0,0,1,2
200,0,351,2,1,0,1,0,0,0,0,0,174,0,0,1,0,2,0,3,22,1,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,239,0,0,0,3,2,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,3,0,9,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,73,0,0,2,0,0,3,0,0,0,2,1,0,18,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,4,12,0,0,0,1,1,0,0,4,2,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,1,10,1,0,351,0,0,0,0,0,1,3,4,0,2,0,0,0,0,0,158,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,297,0,0,0,0,14,1,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,4,0,0,5,0,2,0,0,472,1,1,1,0,0,3,6,126,14,0,0,1,407,0,0,0,4,0,2,0,4,4,4,0,359,0,0,0,0,0,0,0,0,0,15,170,1,0,0,0,0,1,0,0,0,0,0,199,1,0,3,0,0,0,0,0,10,0,0,0,2,50,352,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,42,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,4,0,0,0,199,0,0,3,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,1,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,2,1,5,0,0,0,0,29,0,3,0,0,1,1,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,8,0,0,3,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,1,0,0,3,1,0,0,0,0,1,1,37,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,378,0,1,36,16,0,0,4,0,1,0,0,1,0,0,0,0,0,0,1,381,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,78,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,185,1,0,0,25,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,18,1,0,1,0,0,0,2
300,2,351,0,0,0,0,0,0,0,0,0,76,1,0,0,0,1,0,0,8,1,1,0,1,0,0,0,0,0,4,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,1,2,0,0,1,0,6,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,254,0,0,0,0,165,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0,0,0,0,0,2,2,0,0,0,38,1,0,365,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,1,0,59,0,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3,0,1,0,0,387,1,2,1,0,0,0,0,205,6,0,0,0,409,0,0,0,7,0,2,0,2,30,1,0,368,0,0,0,0,0,0,0,3,0,1,213,0,1,0,2,0,1,2,0,0,0,1,213,0,0,0,0,2,0,0,0,2,0,0,0,0,322,313,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5,84,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,0,69,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,193,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,1,0,0,1,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,151,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,1,3,0,3,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,5,0,0,138,0,0,1,0,1,0,0,4,0,0,0,42,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,405,1,0,78,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,379,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,45,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,273,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,1,0,0,2,0,1,1,4,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,5,0,0,0,0,2,0,2
400,0,353,0,0,0,0,1,1,0,0,0,56,0,44,0,0,1,0,0,3,1,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,8,0,4,0,0,0,0,0,0,0,2,1,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,280,3,0,1,0,115,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,1,0,0,1,20,0,2,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,1,39,0,0,0,0,0,0,1,0,2,0,32,4,1,369,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,297,1,0,0,0,0,0,50,0,0,0,1,0,0,0,0,0,0,108,0,1,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,3,2,1,2,0,313,1,2,0,0,0,0,0,302,5,1,0,0,413,0,5,2,23,0,0,0,2,33,0,0,373,0,0,0,0,7,1,0,0,6,0,237,0,0,0,0,0,1,0,4,0,0,0,140,0,1,0,1,1,0,0,0,0,0,7,0,19,351,269,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,70,0,2,3,0,132,3,0,1,1,0,0,5,0,0,3,1,83,5,14,2,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,160,0,3,2,0,0,0,0,0,0,0,0,7,1,1,0,0,0,1,0,1,0,0,1,1,0,0,3,0,1,0,1,2,0,4,1,0,0,0,0,7,0,0,0,0,0,248,0,1,0,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,115,0,0,0,0,3,0,1,0,1,0,0,29,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,2,2,0,1,415,1,4,64,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,383,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,258,0,2,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,9,0,0,0,0,0,0,1
