gen,evals,gen_feats,explored,root leanness_min,root leanness_avg,root leanness_max,root leanness_std,survival SKSurv Cox model concordance index_min,survival SKSurv Cox model concordance index_avg,survival SKSurv Cox model concordance index_max,survival SKSurv Cox model concordance index_std
0,500,126,126,0.14002800840280097,0.24637093994695278,1.0,0.1534272070886679,0.5,0.7423126246989112,0.818551051568785,0.06070463857120887
1,525,335,336,0.1386750490563073,0.27667117013803183,1.0,0.13613860245639905,0.5,0.7489737903689854,0.818551051568785,0.055141834871507964
2,524,409,566,0.14002800840280097,0.27763370334499965,1.0,0.1353554025879353,0.5,0.7565438351895581,0.8204287512542173,0.0506158882618553
3,549,444,780,0.13736056394868904,0.2753245674898633,1.0,0.13570678732985664,0.5,0.7620895339699993,0.8204287512542173,0.04946646069832633
4,538,425,951,0.13736056394868904,0.2772957810112499,1.0,0.13580030072722846,0.5,0.7652649189246764,0.8260660913196256,0.048080308039556534
5,541,464,1119,0.13736056394868904,0.27888182471796735,1.0,0.13492219697898686,0.5,0.7672934572866041,0.8260660913196256,0.047022784053750176
6,533,462,1266,0.13736056394868904,0.27931541439759544,1.0,0.1343933796515675,0.5,0.7699526667486764,0.8260660913196256,0.04592489865427026
7,524,461,1404,0.13736056394868904,0.2789741551523027,1.0,0.1346446002771251,0.5,0.7724913316763298,0.8260660913196256,0.045198811553496344
8,525,467,1514,0.14002800840280097,0.2817472067699317,1.0,0.13298908083394403,0.5,0.7738816548494929,0.8260660913196256,0.04442853743858405
9,542,467,1638,0.14002800840280097,0.2892185633663519,1.0,0.13401470646332175,0.5,0.7728532067844244,0.8273264240192916,0.0448896484550049
10,528,464,1736,0.14002800840280097,0.2849149468019947,1.0,0.13463213098589316,0.5,0.7764228351470878,0.8273264240192916,0.04439255911219612
11,542,476,1839,0.1386750490563073,0.2862342520534531,1.0,0.1353850251469319,0.5,0.7775698144973767,0.83602669578102,0.044301996776310824
12,530,497,1942,0.14002800840280097,0.2825124649863114,1.0,0.13410330407924484,0.5,0.7805520577631139,0.83602669578102,0.0434102434529889
13,552,484,2018,0.14002800840280097,0.2821465190170239,1.0,0.13341302287083276,0.5,0.7817234177395418,0.83602669578102,0.04330297398867202
14,541,501,2092,0.1386750490563073,0.28282293152356996,1.0,0.1330410250128714,0.5,0.7828686998039527,0.83602669578102,0.04295947192593388
