gen,0_ABCA3,0_ABCA4,0_ABCC10,0_ABCC3,0_ABCF3,0_ABHD11,0_ABHD13,0_ABHD14B,0_ABTB2,0_ACAA1,0_ACAD9,0_ACADL,0_ACADM,0_ACADS,0_ACAP1,0_ACAT1,0_ACAT2,0_ACE2,0_ACIN1,0_ACO2,0_ACSL1,0_ACSL4,0_ACTN3,0_ACTN4,0_ACTR2,0_ACY1,0_ADAM17,0_ADAM23,0_ADAM33,0_ADAMTSL4,0_ADAR,0_ADCY2,0_ADCY3,0_ADPRH,0_ADSL,0_AEBP1,0_AFAP1,0_AFG3L2,0_AGTPBP1,0_AHI1,0_AIFM1,0_AIMP2,0_ALDH18A1,0_ALDH1A1,0_ALDH1L2,0_ALDH4A1,0_ALDH5A1,0_ALDH6A1,0_ALOX15,0_ALOX5,0_ALS2,0_AMBRA1,0_AMIGO1,0_AMN,0_AMPD2,0_AMZ2,0_ANAPC16,0_ANK3,0_ANKRD26,0_ANKRD39,0_ANP32A,0_ANXA11,0_ANXA2,0_ANXA3,0_ANXA6,0_AP2B1,0_AP3M2,0_AP4B1,0_APCS,0_APLP2,0_APOBEC3A,0_APOBEC3G,0_APOD,0_ARAP1,0_ARFGAP2,0_ARHGAP33,0_ARHGEF10L,0_ARHGEF2,0_ARHGEF35,0_ARL13B,0_ARL3,0_ARL6,0_ARMC8,0_ARNT2,0_ARPC3,0_ASB8,0_ASCC3,0_ASL,0_ATF4,0_ATF7IP2,0_ATG16L1,0_ATIC,0_ATM,0_ATP10D,0_ATP13A3,0_ATP1A1,0_ATP1B1,0_ATP2B3,0_ATP6V1A,0_ATP6V1B2,0_ATP6V1E1,0_ATP7B,0_AUH,0_B3GNTL1,0_B4GALT6,0_BAG1,0_BCAS3,0_BCL2L1,0_BCL2L10,0_BCL2L14,0_BCL7A,0_BCL7B,0_BDH2,0_BEX1,0_BGN,0_BIK,0_BIN3,0_BIRC5,0_BPHL,0_BPNT1,0_BRD3,0_BRD8,0_BST2,0_BUB3,0_C11orf45,0_C15orf40,0_C17orf97,0_C18orf32,0_C1orf116,0_C1orf162,0_C1orf198,0_C1orf54,0_C21orf91,0_C2orf49,0_C2orf88,0_C3orf18,0_C4BPA,0_C4orf19,0_C5orf46,0_C6orf118,0_C6orf62,0_C9orf40,0_CA9,0_CACNA1H,0_CACNB4,0_CALU,0_CAMK2G,0_CAP1,0_CAPZA1,0_CASP8,0_CASP9,0_CBR1,0_CBWD5,0_CBX4,0_CC2D2B,0_CCDC124,0_CCDC127,0_CCDC152,0_CCDC28A,0_CCDC88C,0_CCL4,0_CCNA2,0_CCNB2,0_CCR6,0_CCS,0_CCT3,0_CCT6B,0_CCT8,0_CD101,0_CD24,0_CD44,0_CD55,0_CD9,0_CDC123,0_CDC25C,0_CDC27,0_CDCA7L,0_CDH1,0_CDH11,0_CDH16,0_CDH23,0_CDHR2,0_CDK11A,0_CDK12,0_CDK19,0_CDK20,0_CDK2AP1,0_CDK5RAP3,0_CDK7,0_CDKN1A,0_CDKN2A,0_CDKN2C,0_CDT1,0_CENPV,0_CEP350,0_CFHR1,0_CHAC1,0_CHCHD10,0_CHCHD3,0_CHCHD6,0_CHDH,0_CHFR,0_CHI3L2,0_CHKB,0_CHPF2,0_CHRD,0_CHRDL1,0_CHST11,0_CHST15,0_CIB2,0_CISD3,0_CISH,0_CITED2,0_CKAP5,0_CLCN2,0_CLDN4,0_CLDN7,0_CLEC11A,0_CLIC1,0_CLIC3,0_CLK2,0_CLMN,0_CLN5,0_CLPB,0_CLVS1,0_CMTM1,0_CMTM4,0_CMTM6,0_CNST,0_CNTN2,0_CNTNAP1,0_COBL,0_COL13A1,0_COL1A2,0_COPA,0_COPB2,0_COPS2,0_COQ7,0_COQ9,0_CORO1C,0_COX4I1,0_CPB2,0_CPNE5,0_CPT1A,0_CREB3L1,0_CRHBP,0_CRP,0_CRY2,0_CRYZ,0_CSF1R,0_CSGALNACT2,0_CSNK1G3,0_CSNK2B,0_CTBS,0_CTDSPL2,0_CTSF,0_CTSH,0_CUX1,0_CWC15,0_CWC22,0_CX3CL1,0_CYB5A,0_CYP2S1,0_DCAF12L1,0_DCBLD2,0_DCHS1,0_DCLK1,0_DCLK3,0_DCTN3,0_DDAH1,0_DDHD2,0_DDR1,0_DDX19B,0_DDX41,0_DDX55,0_DDX59,0_DEK,0_DENR,0_DEXI,0_DFFA,0_DGKA,0_DGKD,0_DGKG,0_DHODH,0_DLG2,0_DLST,0_DMGDH,0_DMP1,0_DNAJB11,0_DNAJB6,0_DNAJC1,0_DNAJC12,0_DNAJC2,0_DNAJC24,0_DNAJC5,0_DNAJC7,0_DNAL1,0_DNAL4,0_DNASE1L3,0_DNMT3B,0_DPH5,0_DPM1,0_DPP9,0_DPYSL4,0_DR1,0_DSG2,0_DTNA,0_DUOXA1,0_DUSP16,0_DVL3,0_ECHDC3,0_ECSIT,0_EDAR,0_EDEM2,0_EEF2,0_EEFSEC,0_EFHC1,0_EFNA5,0_EFS,0_EIF2B4,0_EIF2S2,0_EIF3CL,0_EIF3J,0_EIF4EBP1,0_EIF4ENIF1,0_EIF5A2,0_ELF3,0_ELMO3,0_ELOVL5,0_ELOVL7,0_EMX1,0_ENAH,0_ENDOD1,0_ENOSF1,0_ENPP5,0_EP400,0_EPHA3,0_EPS15,0_EPSTI1,0_ERBB3,0_ERCC3,0_ERCC6L,0_ERGIC2,0_ERGIC3,0_ERN2,0_ERP44,0_ESF1,0_ESPL1,0_ESRP1,0_ETNK2,0_ETV5,0_EXOSC1,0_EXOSC9,0_EZR,0_F2,0_F2RL1,0_FAAH,0_FABP7,0_FADS1,0_FAF2,0_FAM104A,0_FAM117A,0_FAM120A,0_FAM167A,0_FAM171A1,0_FAM193B,0_FAM53A,0_FAM53B,0_FAM83H,0_FAM98C,0_FANCI,0_FANCL,0_FAR1,0_FARSA,0_FASTKD5,0_FBXO21,0_FBXO5,0_FBXW7,0_FCHSD1,0_FCRL1,0_FECH,0_FGB,0_FGG,0_FIGNL1,0_FKBP5,0_FLRT3,0_FNBP1L,0_FPR2,0_FUCA1,0_FUT8,0_FUZ,0_FXYD2,0_FZD7,0_G6PC,0_GAB3,0_GALNT2,0_GALT,0_GANAB,0_GAPDH,0_GBE1,0_GBP1,0_GBP4,0_GCDH,0_GCK,0_GCLC,0_GCNT2,0_GDA,0_GDF15,0_GFM1,0_GGPS1,0_GGT6,0_GLB1,0_GLI2,0_GLIPR1,0_GLRX5,0_GNAI2,0_GNAI3,0_GNB2,0_GNRH1,0_GPR132,0_GPR160,0_GPR183,0_GPX4,0_GREM2,0_GRHPR,0_GRIN2D,0_GRTP1,0_GSR,0_GSS,0_GSTO2,0_GSTP1,0_GSTZ1,0_GTF2E1,0_GTF2E2,0_GTPBP2,0_GYS1,0_HADHA,0_HAGH,0_HAT1,0_HAUS3,0_HBS1L,0_HDAC1,0_HDAC5,0_HDGF,0_HEBP2,0_HESX1,0_HGF,0_HHAT,0_HIBCH,0_HIF3A,0_HINT3,0_HIPK1,0_HIRA,0_HM13,0_HMGB1,0_HMGCR,0_HMGXB4,0_HNRNPA2B1,0_HNRNPD,0_HOXA6,0_HOXC13,0_HP,0_HPCAL1,0_HPN,0_HPR,0_HSD17B3,0_HSD17B6,0_HSD17B8,0_HSPA13,0_HTR1E,0_HTR2B,0_HTT,0_ICA1,0_ICA1L,0_IFI30,0_IFRD2,0_IFT20,0_IKBIP,0_IL15RA,0_IL23A,0_IL4I1,0_IL7,0_ILVBL,0_IMMP2L,0_IP6K1,0_IRF2BP1,0_ISG15,0_ISLR,0_ITGB5,0_ITIH1,0_JAK2,0_JAKMIP2,0_JMJD6,0_KCMF1,0_KCND1,0_KCNJ15,0_KCNK6,0_KCTD16,0_KDM6B,0_KDSR,0_KHDRBS3,0_KIAA1328,0_KIAA1522,0_KIAA1614,0_KIF11,0_KIF13B,0_KIF18A,0_KIF21A,0_KIF4A,0_KIF7,0_KIF9,0_KIFAP3,0_KISS1R,0_KLC1,0_KLC4,0_KLF5,0_KLHDC2,0_KNTC1,0_KPNA3,0_KRT4,0_LARS2,0_LBP,0_LDHD,0_LEMD2,0_LGALS1,0_LGALS9,0_LGI4,0_LHX6,0_LMBR1,0_LMO4,0_LMO7,0_LNX1,0_LNX2,0_LOXL2,0_LPCAT1,0_LRCH2,0_LRFN3,0_LRG1,0_LRP5,0_LRRC24,0_LRRC47,0_LRRC59,0_LRRN4CL,0_LRSAM1,0_LSM6,0_LSR,0_LTBP2,0_LTV1,0_LY75,0_LZTS1,0_MAGEA4,0_MAML1,0_MAN2B1,0_MANEA,0_MANF,0_MANSC1,0_MAP1LC3B,0_MAP2K7,0_MAP3K1,0_MAP7,0_MAPK12,0_MAPK6,0_MAPK8,0_MAPT,0_MARCKS,0_MARK2,0_MBD4,0_MCM3,0_MCM4,0_MCRS1,0_MECP2,0_MED6,0_MED8,0_MEGF8,0_MEPCE,0_MFNG,0_MGAT3,0_MGST3,0_MIA2,0_MICAL2,0_MKI67,0_MKNK2,0_MLLT3,0_MLPH,0_MMP14,0_MMP2,0_MN1,0_MORC2,0_MORC3,0_MOXD1,0_MPHOSPH9,0_MPPE1,0_MRM1,0_MRPL18,0_MRPL44,0_MRPL49,0_MRPS17,0_MRPS18B,0_MRPS28,0_MS4A7,0_MSH2,0_MSRB3,0_MSTO1,0_MTA2,0_MTAP,0_MTCH1,0_MVP,0_MYEF2,0_N4BP2L2,0_NAA16,0_NAAA,0_NAALADL1,0_NAIP,0_NAPA,0_NAPSA,0_NARS2,0_NBEA,0_NCAM2,0_NCAPH,0_NCBP2,0_NCKAP1L,0_NCKAP5L,0_NDRG2,0_NDUFA4L2,0_NDUFB10,0_NDUFB2,0_NDUFC1,0_NDUFC2,0_NDUFS2,0_NDUFV1,0_NEDD4L,0_NEK3,0_NEK7,0_NEK8,0_NEUROD1,0_NF2,0_NFE2L1,0_NID2,0_NIPA2,0_NKX2-2,0_NME1,0_NME4,0_NME5,0_NMUR1,0_NNMT,0_NOLC1,0_NOP56,0_NOXO1,0_NPEPL1,0_NPLOC4,0_NPR3,0_NR3C1,0_NRP2,0_NSL1,0_NTRK3,0_NUDT11,0_NUDT12,0_NUDT5,0_NUMA1,0_NUMB,0_NUP50,0_OAS2,0_OCLN,0_OFD1,0_OGDH,0_OGDHL,0_ONECUT2,0_ORM1,0_ORM2,0_OSBPL1A,0_OTP,0_OTUB1,0_OXSM,0_P2RX6,0_P4HA1,0_P4HA2,0_P4HA3,0_P4HB,0_PA2G4,0_PACSIN2,0_PADI1,0_PARD6A,0_PARP14,0_PARP3,0_PATZ1,0_PAX9,0_PBLD,0_PCBP3,0_PCDH18,0_PCDHB7,0_PCDHGA1,0_PCDHGB5,0_PCDHGC4,0_PCID2,0_PCK1,0_PCYT2,0_PDCD2L,0_PDCD7,0_PDCL2,0_PDCL3,0_PDE10A,0_PDF,0_PDIA3,0_PDIA4,0_PDIA5,0_PDLIM5,0_PDZD11,0_PELI1,0_PEX14,0_PEX19,0_PEX5,0_PFDN4,0_PFKM,0_PGAM2,0_PGAM5,0_PGAP3,0_PGLYRP2,0_PHC2,0_PHF10,0_PHLDB1,0_PHLDB2,0_PHLPP1,0_PICALM,0_PICK1,0_PIGH,0_PIGR,0_PIK3R6,0_PINK1,0_PIR,0_PKP4,0_PLA2G15,0_PLCE1,0_PLEK2,0_PLEKHA7,0_PLEKHB2,0_PLK2,0_PLK3,0_PLOD2,0_PLS1,0_PLXDC1,0_PLXNB1,0_PMPCB,0_PMS2,0_PNCK,0_PNPLA2,0_POC1A,0_POLA2,0_POLR2E,0_PPFIBP2,0_PPIE,0_PPIL3,0_PPM1E,0_PPM1G,0_PPP1R12A,0_PPP1R8,0_PPP1R9A,0_PPP3R2,0_PRAF2,0_PRC1,0_PRDM1,0_PRDM4,0_PRDX5,0_PRMT5,0_PROC,0_PRPF4B,0_PRR15L,0_PRTFDC1,0_PSEN1,0_PSKH1,0_PSMB1,0_PSMD1,0_PSMD10,0_PSMD13,0_PSMD14,0_PSMD3,0_PTGER4,0_PTGIS,0_PTGR2,0_PTHLH,0_PTPN3,0_PTTG2,0_PUS7,0_PXDN,0_PYCARD,0_PYGL,0_PZP,0_RAB11FIP4,0_RAB21,0_RAB27B,0_RACGAP1,0_RALGDS,0_RANBP3L,0_RAP1GAP,0_RASD2,0_RASEF,0_RASGRF1,0_RBBP4,0_RBM39,0_RBM45,0_RCCD1,0_RCN1,0_REC8,0_RECQL,0_RECQL4,0_RENBP,0_RFFL,0_RFK,0_RFX5,0_RHOA,0_RHOT1,0_RIC3,0_RIC8B,0_RIN3,0_RIOK1,0_RNASE3,0_RNASET2,0_RNF17,0_RNF19B,0_ROBO2,0_RPA4,0_RPL12,0_RPL27,0_RPP38,0_RPS15A,0_RPS20,0_RPS25,0_RPS6KA1,0_RRP1B,0_RSAD2,0_RTKN,0_RTN4IP1,0_RUFY1,0_RUNX1,0_S1PR2,0_SAA4,0_SAAL1,0_SAE1,0_SAFB2,0_SARDH,0_SBNO2,0_SCARA5,0_SCGB1D2,0_SCO1,0_SCP2,0_SCRN2,0_SDC3,0_SDCCAG8,0_SDR39U1,0_SEC24D,0_SEC63,0_SECISBP2,0_SEMA4D,0_SEMA5A,0_SERPINA3,0_SERPINB5,0_SERPINC1,0_SETD7,0_SF3B1,0_SFPQ,0_SFXN4,0_SGTA,0_SH3PXD2B,0_SHC1,0_SHMT2,0_SHPK,0_SHROOM2,0_SIK3,0_SIPA1L1,0_SLC12A4,0_SLC13A1,0_SLC13A5,0_SLC15A4,0_SLC16A1,0_SLC1A4,0_SLC20A1,0_SLC23A2,0_SLC25A4,0_SLC25A42,0_SLC26A2,0_SLC29A2,0_SLC2A5,0_SLC2A9,0_SLC30A9,0_SLC38A10,0_SLC38A6,0_SLC39A6,0_SLC41A3,0_SLC43A2,0_SLC46A2,0_SLC47A1,0_SLC48A1,0_SLC6A12,0_SLC7A6OS,0_SMARCD1,0_SMC4,0_SMG6,0_SMPD3,0_SMS,0_SNAP29,0_SNN,0_SNRPB2,0_SNRPD2,0_SNRPG,0_SNX10,0_SNX12,0_SNX16,0_SOCS2,0_SOCS3,0_SOCS5,0_SOD2,0_SOX6,0_SPAG5,0_SPARC,0_SPAST,0_SPTA1,0_SPTBN1,0_SQLE,0_SRM,0_SRP19,0_SRPK1,0_SRPX2,0_SRR,0_SSC5D,0_SSH3,0_SSR1,0_STAB1,0_STARD4,0_STAT4,0_STC2,0_STEAP3,0_STIM2,0_STRADB,0_STT3A,0_STX3,0_STX6,0_SUCLA2,0_SUCLG2,0_SUDS3,0_SULT1C2,0_SUOX,0_SV2C,0_SYNCRIP,0_SYNGR1,0_SYNGR3,0_SYPL1,0_SYT15,0_SYTL1,0_SYTL2,0_TAB2,0_TAF1,0_TAF9B,0_TARDBP,0_TBC1D20,0_TBCE,0_TBX2,0_TCEA1,0_TCF12,0_TCIRG1,0_TCOF1,0_TDG,0_TDP1,0_TEKT2,0_TES,0_TF,0_TFRC,0_THOC1,0_TIFA,0_TLE2,0_TM2D1,0_TMBIM6,0_TMCC3,0_TMEM132E,0_TMEM139,0_TMEM141,0_TMEM159,0_TMEM222,0_TMEM25,0_TMEM39A,0_TMEM53,0_TMEM59L,0_TMEM70,0_TMEM72,0_TMEM88,0_TMPRSS2,0_TMX1,0_TNC,0_TNFRSF6B,0_TNK2,0_TNKS1BP1,0_TNPO2,0_TOP2A,0_TOR1A,0_TPBG,0_TPD52L2,0_TPPP,0_TPX2,0_TRAIP,0_TRAPPC2L,0_TRIB2,0_TRIB3,0_TRIM17,0_TRIM27,0_TRIM55,0_TRIOBP,0_TRIP4,0_TRPC1,0_TSHZ3,0_TSPYL1,0_TST,0_TTC17,0_TTC39C,0_TTC7A,0_TTLL11,0_TTLL3,0_TUFT1,0_TXN2,0_TXNDC5,0_UBAP1,0_UBAP2L,0_UBE2D1,0_UBE2G2,0_UBXN6,0_UCN,0_UFC1,0_UGGT1,0_UNC5B,0_UPK3B,0_UQCRC2,0_UROC1,0_USP1,0_USP10,0_USP16,0_USP2,0_USP30,0_USP39,0_USP45,0_USP47,0_VAMP1,0_VARS2,0_VBP1,0_VCAN,0_VCL,0_VEZF1,0_VEZT,0_VIL1,0_VIM,0_VKORC1,0_VKORC1L1,0_VPS16,0_VPS41,0_VRK1,0_VRK3,0_VTI1B,0_WASL,0_WDR17,0_WDR18,0_WDR26,0_WDR31,0_WDR61,0_WDR77,0_WIPF1,0_WLS,0_WT1,0_WTAP,0_XPO1,0_YWHAG,0_ZBTB1,0_ZBTB12,0_ZBTB20,0_ZBTB4,0_ZBTB8OS,0_ZC3HAV1,0_ZDHHC3,0_ZFAND2A,0_ZFPM2,0_ZIC1,0_ZMYM2,0_ZNF133,0_ZNF146,0_ZNF19,0_ZNF207,0_ZNF219,0_ZNF267,0_ZNF304,0_ZNF326,0_ZNF384,0_ZNF433,0_ZNF512,0_ZNF549,0_ZNF580,0_ZNF610,0_ZNF630,0_ZNF638,0_ZNF7,0_ZNF853,0_ZNHIT6
0,130,72,0,89,0,10,0,0,4,0,0,81,0,0,0,0,0,44,0,0,9,0,0,0,0,0,0,26,56,0,0,18,37,0,33,0,0,0,0,0,0,0,0,56,57,63,18,0,28,30,0,0,38,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,48,0,52,62,10,0,0,119,0,0,0,0,0,0,8,4,0,0,0,0,0,56,0,0,0,0,0,0,0,14,0,0,0,5,0,0,0,0,0,0,12,8,0,0,0,2,0,37,0,0,0,0,0,0,0,0,0,0,37,0,25,0,0,0,0,0,11,0,33,58,5,65,0,0,22,57,0,0,0,0,0,0,0,0,5,0,15,0,0,0,0,34,25,0,1,15,0,0,67,0,0,118,0,123,38,0,0,0,50,0,0,0,9,58,91,0,0,0,0,0,0,123,81,37,0,22,0,0,0,0,0,0,20,0,0,0,0,8,3,26,0,0,0,0,0,0,0,0,0,16,0,43,0,0,0,0,27,0,2,0,0,4,0,9,54,0,0,0,0,0,0,0,0,106,33,0,0,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,13,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,61,0,0,0,0,22,0,0,0,0,54,0,80,0,0,0,0,9,0,27,59,0,0,0,37,0,38,0,0,0,85,36,0,0,0,71,0,0,0,0,0,0,0,66,0,0,20,0,1,0,0,0,32,0,0,0,0,0,15,0,0,0,4,44,32,0,0,178,3,0,0,24,0,0,0,0,0,51,46,0,62,0,38,0,0,0,0,0,0,0,30,0,0,0,0,36,0,0,21,91,0,0,30,0,0,40,0,3,0,0,0,0,0,0,0,0,0,5,0,118,0,0,7,0,16,0,28,0,0,0,0,0,0,0,0,36,0,70,0,89,0,0,0,22,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,36,0,0,0,0,0,0,0,0,0,4,4,39,0,0,10,0,36,0,0,0,86,0,3,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,19,0,79,0,0,8,0,0,11,0,0,0,0,38,19,0,0,5,0,0,34,101,0,6,0,0,0,0,0,0,36,0,32,25,0,0,0,35,0,0,0,0,4,0,13,0,77,4,0,0,0,0,0,0,0,0,102,54,0,9,0,192,0,0,0,0,0,0,0,0,72,36,0,0,6,14,0,0,0,0,0,0,0,0,1,0,44,0,0,76,0,0,0,0,11,0,68,14,0,0,42,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,55,6,93,0,38,0,97,20,14,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,16,0,0,126,0,44,0,0,11,11,15,0,0,9,0,0,11,0,11,0,32,0,11,0,0,0,0,52,57,0,0,0,6,0,34,0,78,0,0,0,0,0,21,0,0,0,56,0,0,0,0,24,124,16,0,13,12,0,14,0,9,0,0,0,0,0,64,0,0,0,123,0,0,0,0,0,0,0,0,33,0,0,103,0,0,0,0,0,0,0,0,0,40,1,0,0,40,0,49,58,0,35,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,3,0,0,0,37,0,13,5,0,0,0,0,0,0,0,0,0,68,0,3,0,0,0,109,0,0,67,78,0,65,0,0,36,71,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,164,52,0,0,10,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,47,33,58,0,0,0,0,0,5,0,19,0,0,0,0,0,69,22,27,38,239,0,0,0,29,0,0,0,0,0,0,0,65,69,89,0,0,21,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,27,0,11,0,0,0,0,0,11,0,35,0,0,72,0,0,0,0,0,3,60,17,0,0,180,0,0,0,0,0,0,90,0,0,0,43,16,0,107,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,4,112,107,0,34,0,0,8,17,0,0,0,0,26,0,74,0,31,0,0,50,98,0,46,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,44,28,0,0,0,0,51,0,0,0,0,0,0,0,27,0,0,0,18,0,0,0,0,0,0,0,0,0,22,0,0,5,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,83,74,34,0,0,0,0,0,0,182,0,0,0,60,0,6,0,0,0,0,0,65,0
100,0,0,0,48,0,0,0,1,35,0,0,1,1,0,0,2,1,64,0,0,0,0,0,0,0,0,32,0,0,0,1,82,0,0,0,0,0,4,1,0,0,0,0,3,0,0,0,1,1,0,0,0,11,1,0,0,0,0,2,49,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,93,2,0,0,4,0,0,0,0,6,0,0,0,0,0,47,0,0,1,2,0,6,0,0,0,0,216,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,6,1,0,0,0,0,1,0,2,0,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,53,1,0,0,0,0,1,0,0,3,0,1,0,0,1,0,1,0,0,2,0,102,0,0,3,0,1,0,89,0,0,0,265,9,0,9,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,3,0,44,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,2,0,4,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,9,0,0,1,0,0,0,102,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,83,1,1,0,1,0,3,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,300,2,2,0,0,0,0,0,0,0,33,17,240,1,2,0,0,0,1,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,344,0,0,0,1,0,0,4,0,0,0,0,0,0,8,1,0,0,0,0,96,0,0,0,0,205,0,0,1,17,6,1,0,2,0,0,1,0,1,1,0,3,0,0,0,39,1,1,0,0,0,1,1,0,0,2,0,0,0,0,1,54,0,0,0,240,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,68,0,0,0,1,0,0,4,0,1,0,0,0,6,3,376,1,0,46,248,0,0,4,0,0,0,0,0,177,0,0,0,1,4,1,183,4,1,0,1,0,7,0,0,428,0,0,0,0,0,0,0,1,5,100,0,269,0,0,345,6,0,4,0,0,0,0,291,0,0,0,0,0,0,1,4,0,0,0,7,0,1,0,12,0,1,3,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,3,1,0,0,0,1,0,0,0,0,0,10,0,0,441,0,0,0,1,0,0,0,3,1,6,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,3,2,0,1,0,0,0,0,0,0,1,0,9,0,0,4,0,0,0,0,2,0,1,0,0,141,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,0,1,0,0,4,83,1,1,0,1,0,0,0,0,1,0,0,33,3,2,0,1,0,1,3,0,0,0,0,2,1,12,0,2,0,0,0,0,0,2,1,0,46,2,0,0,2,0,0,0,0,0,0,0,47,5,3,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,3,2,5,0,1,0,0,0,5,0,33,0,0,0,53,0,0,0,0,0,0,0,73,0,2,2,8,1,0,0,0,0,2,0,2,0,52,0,0,1,0,0,130,1,73,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,3,1,0,0,1,0,0,0,0,4,0,0,4,0,1,0,0,0,23,0,0,0,119,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,2,0,2,1,17,12,0,0,214,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,7,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,16,1,0,0,0,5,411,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,55,0,0,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,9,0,0,3,0,0,0,0,1,0,0,0,2,3,0,53,0,1,1,0,2,0,1,6,0,1,2,443,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13,0,2,0,4,0,0,1,0,4,2,0,0,0,2,0,0,0,1,0,2,0,0,4,2,3,1,0,0,0,0,31,0,0,0,212,5,0,50,0,0,0,22,2,104,0,0,1,0,0,0
