gen,evals,gen_feats,explored,root leanness_min,root leanness_avg,root leanness_max,root leanness_std,survival SKSurv Cox model concordance index_min,survival SKSurv Cox model concordance index_avg,survival SKSurv Cox model concordance index_max,survival SKSurv Cox model concordance index_std
0,500,69,69,0.14002800840280097,0.2498582670014295,1.0,0.14884124429586532,0.45909837289147637,0.6926942021565714,0.8228247190456796,0.06355300685786784
1,517,280,280,0.1414213562373095,0.3014300125821976,1.0,0.1334725882104052,0.5,0.7294702763682203,0.8271429687146102,0.05445255729325504
2,503,365,509,0.14285714285714285,0.3332044830191775,1.0,0.14093683380163669,0.5,0.7444808696199118,0.8275265140268234,0.05611216970269066
3,517,414,710,0.14285714285714285,0.3307316585694971,1.0,0.13903280673467527,0.5,0.7554826032119376,0.8275265140268234,0.05076222844944118
4,523,422,919,0.14285714285714285,0.33028983983568555,1.0,0.13915722856586818,0.5,0.7617607754674175,0.8275265140268234,0.04752837340587591
5,518,427,1105,0.14285714285714285,0.3252523166545857,1.0,0.13899331887031577,0.5,0.7671599196210456,0.8275265140268234,0.04452639857992284
6,516,442,1269,0.14586499149789456,0.31812781522701505,1.0,0.13658411925453529,0.5,0.7730301522962671,0.8275265140268234,0.04199244353678929
7,525,453,1409,0.14586499149789456,0.31353227040891796,1.0,0.1354045592892818,0.5,0.777541941457395,0.8275265140268234,0.03990801691902947
8,539,446,1540,0.14586499149789456,0.31011506840721625,1.0,0.13702750810815556,0.5,0.7804200595191004,0.8275265140268234,0.03989119614300772
9,537,456,1663,0.14433756729740643,0.3066213584919787,1.0,0.13536842310644787,0.5,0.7835867453490636,0.8275265140268234,0.038408429482015186
10,535,463,1761,0.14285714285714285,0.30742223921114076,1.0,0.1358657626270252,0.5,0.7848744358441252,0.8275265140268234,0.03862586761912012
11,541,436,1867,0.14433756729740643,0.30650192095798406,1.0,0.13650913829327402,0.5,0.7866398621017354,0.8275265140268234,0.0390488139323405
12,548,445,1958,0.15811388300841897,0.30754492644026754,1.0,0.1358487782628389,0.5,0.7878473295151153,0.8319679985939571,0.038835240559439155
13,532,453,2036,0.16666666666666666,0.3101920366016224,1.0,0.13622928551502678,0.5,0.7887496915935069,0.8319679985939571,0.03914431398177614
14,536,488,2115,0.1643989873053573,0.30716620155379404,1.0,0.13608833321190253,0.5,0.7907801106263667,0.8319679985939571,0.03896320619154744
15,549,448,2174,0.16666666666666666,0.30845190840786874,1.0,0.1351250029324543,0.5,0.7914767337733809,0.8350374544778948,0.03891466277531137
16,540,496,2234,0.16666666666666666,0.3083882206497095,1.0,0.13524628279504156,0.5,0.7926564929741773,0.8362736125203002,0.03899275696102707
17,544,465,2283,0.1643989873053573,0.31088086938085374,1.0,0.1360829170380475,0.5,0.7928533617496025,0.8362736125203002,0.03988539710890286
18,531,461,2335,0.1643989873053573,0.3094349463492319,1.0,0.1343344050901986,0.5,0.79424519805006,0.8362736125203002,0.03899782688203977
19,528,459,2382,0.17149858514250885,0.30503430182027264,1.0,0.1325699155123999,0.5,0.7961570810604466,0.8362736125203002,0.038275009002043836
20,537,505,2446,0.17149858514250885,0.31092155414812905,1.0,0.13318210607609687,0.5,0.7953765800483029,0.8362736125203002,0.039095350275247395
21,536,445,2485,0.17407765595569785,0.3112913311560274,1.0,0.13288719700625778,0.5,0.7960387981693048,0.8362736125203002,0.0391223420166534
