gen,0_AAGAB,0_ABCA2,0_ABCB8,0_ABCE1,0_ACAA2,0_ACAD8,0_ACADL,0_ACAP2,0_ACAT1,0_ACAT2,0_ACBD6,0_ACTN3,0_ACTR3B,0_ACVR2A,0_ADA,0_ADAM23,0_ADAM33,0_ADAMTSL4,0_ADCY2,0_ADCY4,0_ADCY9,0_ADH5,0_ADK,0_ADPGK,0_AFP,0_AHI1,0_AK3,0_AK7,0_AKAP1,0_AKAP8L,0_AKT1,0_AKTIP,0_ALB,0_ALDH18A1,0_ALDH1L2,0_AMFR,0_ANGPTL1,0_ANK3,0_ANKHD1,0_ANKRD11,0_ANKRD22,0_ANP32E,0_ANXA11,0_ANXA3,0_ANXA4,0_AP2A2,0_AP2B1,0_AP4B1,0_APBB1,0_APCS,0_APEH,0_APOL2,0_APP,0_AQP1,0_ARFIP1,0_ARHGAP23,0_ARHGAP30,0_ARHGEF35,0_ARHGEF5,0_ARPC5,0_ARRDC4,0_ARSD,0_ASRGL1,0_ATF7IP2,0_ATG7,0_ATIC,0_ATP2B3,0_ATP2B4,0_ATP6AP1,0_ATP6V1B1,0_ATP6V1E1,0_ATP6V1F,0_AUP1,0_AXIN2,0_B4GALNT2,0_BCAR1,0_BCAS3,0_BCKDHA,0_BCKDK,0_BCL2,0_BCL2L2,0_BCL7A,0_BDH2,0_BEX2,0_BGN,0_BIRC3,0_BIRC5,0_BLOC1S3,0_BRAF,0_BSG,0_BST2,0_BTRC,0_C11orf54,0_C12orf57,0_C15orf40,0_C1orf116,0_C1orf162,0_C2orf49,0_C3orf18,0_C4orf19,0_C5orf24,0_C5orf34,0_C6orf118,0_CA9,0_CACYBP,0_CADM4,0_CAMK4,0_CAPG,0_CAPN2,0_CARD11,0_CASP10,0_CASP4,0_CAV1,0_CBFA2T3,0_CBLC,0_CBR4,0_CBWD5,0_CBX1,0_CC2D2B,0_CCDC127,0_CCDC134,0_CCDC28A,0_CCDC51,0_CCDC59,0_CCDC88B,0_CCDC89,0_CCNA2,0_CCNB2,0_CCNT2,0_CCNY,0_CCR6,0_CCT2,0_CCT6B,0_CD9,0_CDC20,0_CDC27,0_CDC6,0_CDH11,0_CDH2,0_CDK17,0_CDK20,0_CDK7,0_CDKN1A,0_CDKN2A,0_CENPA,0_CEP55,0_CFHR1,0_CHAC1,0_CHCHD6,0_CHDH,0_CHEK2,0_CHFR,0_CHI3L2,0_CHST11,0_CHST15,0_CHST6,0_CIB2,0_CLDN4,0_CLEC11A,0_CNOT1,0_CNTNAP1,0_COL1A1,0_COL1A2,0_COMTD1,0_COPS2,0_COQ4,0_COX18,0_CPE,0_CPT1A,0_CRAT,0_CREB1,0_CRHBP,0_CRP,0_CRTC1,0_CS,0_CSF1R,0_CSPG4,0_CSPG5,0_CTBS,0_CTDSPL,0_CTSD,0_CTSF,0_CWC15,0_CYFIP2,0_CYP2R1,0_DAAM2,0_DAXX,0_DCAF12L1,0_DCAF7,0_DCHS1,0_DDR1,0_DDRGK1,0_DDX11,0_DDX19B,0_DEF8,0_DEPDC1,0_DERL2,0_DGKA,0_DGKG,0_DHCR7,0_DIRAS3,0_DNAJA3,0_DNAJB11,0_DNAJB7,0_DNAJC28,0_DNAJC7,0_DNMT3A,0_DPAGT1,0_DPF2,0_DPYSL2,0_DSG2,0_DTNBP1,0_E2F1,0_EDAR,0_EFNA5,0_EFS,0_EGFL7,0_EIF2B1,0_EIF4A3,0_EIF4EBP1,0_EIF5A,0_ELF3,0_ELOVL5,0_ELOVL7,0_ENDOD1,0_ENHO,0_ENPEP,0_ENPP3,0_ENPP5,0_EPHA3,0_EPHA7,0_EPHB2,0_EPHX2,0_EPS15,0_ERBB3,0_ERCC6L,0_ERGIC1,0_ESF1,0_ESRP1,0_ESRRA,0_EVPL,0_EXOSC9,0_EXTL3,0_EZH1,0_EZH2,0_EZR,0_F2,0_F2RL1,0_FABP7,0_FADS1,0_FAM104A,0_FAM122B,0_FAM156A,0_FAM171A1,0_FAM53A,0_FAM89A,0_FANCI,0_FANCL,0_FAR2,0_FBP1,0_FBXO21,0_FBXO44,0_FCAR,0_FCN3,0_FGB,0_FGD6,0_FGF2,0_FH,0_FKBP10,0_FKBP5,0_FLAD1,0_FLRT3,0_FMO4,0_FNBP1L,0_FOXJ2,0_FRAT1,0_FTH1,0_FTSJ1,0_FXR2,0_FXYD2,0_FXYD3,0_G6PC,0_GALNT2,0_GALNT5,0_GANAB,0_GAS1,0_GBGT1,0_GBP2,0_GBP3,0_GCH1,0_GDI1,0_GEM,0_GGCX,0_GGT6,0_GIMAP2,0_GIMAP8,0_GIT2,0_GLB1,0_GLI2,0_GLIPR1,0_GMFG,0_GMPR,0_GMPR2,0_GNRH1,0_GOLGA3,0_GORAB,0_GOT2,0_GPHN,0_GPR132,0_GPR143,0_GPR183,0_GRAMD1B,0_GRK5,0_GSPT1,0_GSTA1,0_GSTO2,0_GTF2H1,0_GTF3A,0_GTF3C5,0_GTPBP2,0_GTSF1,0_HADH,0_HAL,0_HAPLN3,0_HCCS,0_HCK,0_HDAC5,0_HECTD1,0_HERPUD2,0_HGF,0_HIBCH,0_HINT2,0_HINT3,0_HIP1R,0_HIRA,0_HK1,0_HLA-B,0_HLA-DMA,0_HLA-DRB1,0_HMGB1,0_HMGB2,0_HMGCR,0_HNRNPA2B1,0_HNRNPA3,0_HNRNPD,0_HNRNPH1,0_HNRNPL,0_HNRNPU,0_HOXC13,0_HP,0_HPCAL1,0_HPR,0_HPS3,0_HSD17B14,0_HSD17B6,0_HSPB8,0_ICA1,0_ID3,0_IDO1,0_IFRD1,0_IL10,0_IL15RA,0_IL17RD,0_IL23A,0_IL4I1,0_ILDR1,0_INTS8,0_IPP,0_IRF3,0_IRF9,0_ISLR,0_ITFG1,0_ITGB5,0_ITIH3,0_ITIH5,0_JUP,0_KATNAL2,0_KCNE3,0_KCNG1,0_KCNJ15,0_KCNK6,0_KCTD16,0_KHSRP,0_KIAA1522,0_KIAA1755,0_KIF18A,0_KIF21B,0_KIF4A,0_KIF7,0_KISS1R,0_KLC4,0_KMO,0_KNTC1,0_KRI1,0_KRT19,0_KRT4,0_LACTB,0_LACTB2,0_LAMP1,0_LDB2,0_LDHD,0_LGALS9,0_LHX6,0_LIG3,0_LIMK1,0_LMAN1,0_LMCD1,0_LMNB2,0_LNX1,0_LOXL2,0_LPAR2,0_LPCAT1,0_LRRC24,0_LRRC25,0_LRRC59,0_LRRN4CL,0_LSM12,0_LSM2,0_LXN,0_LY86,0_MACF1,0_MAF,0_MAGEA4,0_MAGOHB,0_MAML3,0_MANSC1,0_MAP3K9,0_MAPK6,0_MAZ,0_MBD4,0_MCCC2,0_MCM5,0_MCM7,0_MCM9,0_MFGE8,0_MGAT1,0_MGAT2,0_MKNK1,0_MPND,0_MPV17L,0_MRPL2,0_MRPL42,0_MRPS18B,0_MRPS36,0_MSTO1,0_MT1E,0_MTA2,0_MTHFD1,0_MTOR,0_MYD88,0_MYO6,0_MYOF,0_N4BP3,0_NAALADL1,0_NAIP,0_NAP1L1,0_NBN,0_NCAM2,0_NCKAP1L,0_NCL,0_NDRG2,0_NDST2,0_NDUFA4L2,0_NDUFA8,0_NDUFAF1,0_NDUFB2,0_NDUFS2,0_NEDD1,0_NFE2L1,0_NFIL3,0_NFS1,0_NLN,0_NLRP1,0_NME1-NME2,0_NME4,0_NMI,0_NMUR1,0_NNT,0_NOL11,0_NOMO3,0_NOP56,0_NOP58,0_NR1H3,0_NR3C1,0_NR5A2,0_NTRK3,0_NUDT5,0_NUMB,0_ORM2,0_OTP,0_P2RY1,0_P4HA3,0_P4HB,0_PAF1,0_PARD6A,0_PARP16,0_PARVA,0_PAX5,0_PAX9,0_PBXIP1,0_PCDHB7,0_PCDHGA1,0_PCDHGA12,0_PCID2,0_PCIF1,0_PDCD1,0_PDCD6IP,0_PDCD7,0_PDE10A,0_PDE3A,0_PDGFC,0_PDHX,0_PDIA3,0_PDIA4,0_PECR,0_PELO,0_PFAS,0_PFDN5,0_PFDN6,0_PFKM,0_PGK2,0_PGLYRP2,0_PHC3,0_PHF10,0_PHKA2,0_PIBF1,0_PIF1,0_PIGH,0_PIGR,0_PIK3R6,0_PINK1,0_PIP5K1A,0_PITPNM2,0_PKNOX2,0_PKP4,0_PLA2G5,0_PLEKHA2,0_PLEKHG3,0_PLEKHJ1,0_PLIN2,0_PLK1,0_PLOD2,0_PLS1,0_PLXNB1,0_PML,0_PNN,0_PODNL1,0_POGZ,0_POR,0_POU2F2,0_POU3F3,0_POU5F1,0_PPA1,0_PPIG,0_PPIL4,0_PPM1G,0_PPP1R13B,0_PPP2CB,0_PPP3R1,0_PPP3R2,0_PRC1,0_PRCC,0_PRCP,0_PRDX6,0_PRKAA2,0_PROM1,0_PRPF39,0_PRRT3,0_PRTFDC1,0_PRTN3,0_PSMD12,0_PSMD13,0_PSMD3,0_PSMF1,0_PTGES3,0_PTGIS,0_PTGR1,0_PTPN22,0_PTPN7,0_PTPRE,0_PUS7,0_QRSL1,0_RAB11FIP1,0_RAB11FIP4,0_RAB17,0_RAB1A,0_RAB25,0_RAB6C,0_RAD51,0_RAD9A,0_RAP1GAP,0_RAPGEF1,0_RASGRF1,0_RASL11A,0_RAVER2,0_RBBP7,0_RBM39,0_RBM4B,0_RBMX,0_RELA,0_REN,0_RGPD6,0_RHOA,0_RIC8A,0_RIMS2,0_RNASET2,0_RNF130,0_RNF149,0_RNF17,0_RNF40,0_RPIA,0_RPL10,0_RPL12,0_RPL13A,0_RPL27,0_RPL27A,0_RPL31,0_RPL7,0_RPL9,0_RPP38,0_RPS10,0_RPS14,0_RPS27A,0_RPS4X,0_RPS6KB1,0_RPS6KB2,0_RPTOR,0_RSBN1,0_RSRC2,0_RUNX1,0_RUSC1,0_SAP30BP,0_SCAP,0_SCARA5,0_SCARB1,0_SCD,0_SCGB1D2,0_SCLT1,0_SCML4,0_SCOC,0_SCYL3,0_SDCBP,0_SDCBP2,0_SDR16C5,0_SDSL,0_SEC63,0_SELL,0_SEMA3A,0_SEMA4B,0_SERPINA1,0_SERPINA3,0_SF3A3,0_SH2B1,0_SH3GL1,0_SH3RF1,0_SHC1,0_SHMT2,0_SHROOM2,0_SHROOM3,0_SIPA1L1,0_SIPA1L2,0_SIRT7,0_SKA1,0_SLA,0_SLC12A7,0_SLC13A5,0_SLC1A5,0_SLC38A6,0_SLC39A6,0_SLC4A1AP,0_SLK,0_SMARCA2,0_SMC4,0_SMTN,0_SNPH,0_SNX14,0_SOCS3,0_SOCS5,0_SP100,0_SPAG5,0_SPARC,0_SPOCK2,0_SPRY1,0_SPRY4,0_SPTBN1,0_SPTLC1,0_SQLE,0_SREBF2,0_SRM,0_SRP19,0_SRP72,0_SSBP2,0_SSC5D,0_STAT4,0_STOML2,0_STRADB,0_STX11,0_STX4,0_STXBP5,0_SUB1,0_SUMO4,0_SUSD2,0_SYCP3,0_SYNGR1,0_SYNGR3,0_SYNJ2BP,0_SYTL1,0_TACC2,0_TACC3,0_TADA2B,0_TAF12,0_TAF1A,0_TANK,0_TAP1,0_TARDBP,0_TBC1D13,0_TBC1D7,0_TBCE,0_TBL1XR1,0_TCEA1,0_TCEA2,0_TCF4,0_TCIRG1,0_TDG,0_TEC,0_TFRC,0_TGM2,0_THBS1,0_THBS2,0_THG1L,0_THOC2,0_THRA,0_TIFA,0_TLE2,0_TMED4,0_TMEM132E,0_TMEM139,0_TMEM141,0_TMEM25,0_TMEM33,0_TMEM87B,0_TMEM8B,0_TMPRSS2,0_TNFRSF14,0_TNFRSF1B,0_TNFSF13B,0_TNIP2,0_TPCN2,0_TPD52L1,0_TPD52L2,0_TPRN,0_TPX2,0_TRABD,0_TRAM1,0_TRAPPC6A,0_TRIB2,0_TRIB3,0_TRIM17,0_TRIM38,0_TRIM4,0_TRIM5,0_TRMT1,0_TRMT6,0_TRMT61B,0_TSEN34,0_TSG101,0_TSPYL2,0_TTC17,0_TTC27,0_TUBA1B,0_TUBA8,0_TUFM,0_TYMP,0_U2AF1L4,0_UBA7,0_UBE2G2,0_UBE2H,0_UCP2,0_UPK3B,0_UQCRC2,0_UROC1,0_USE1,0_USP1,0_USP2,0_USP45,0_UTP6,0_VPS4A,0_VRK2,0_WDFY1,0_WDR1,0_WDR53,0_WT1,0_XAF1,0_XK,0_XKR9,0_XPA,0_XPNPEP1,0_XPO1,0_ZBTB4,0_ZBTB42,0_ZCCHC24,0_ZCCHC8,0_ZMAT3,0_ZNF135,0_ZNF143,0_ZNF207,0_ZNF219,0_ZNF267,0_ZNF318,0_ZNF443,0_ZNF549,0_ZNF677,0_ZNF76,0_ZNF763,0_ZNF768,0_ZSCAN18
0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,54,0,166,0,0,0,0,0,69,0,0,0,0,0,0,0,34,0,174,0,133,118,0,0,74,0,0,128,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,117,0,0,30,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,8,0,0,47,0,0,0,0,0,0,0,0,0,130,0,10,0,0,0,0,0,0,0,0,0,0,0,86,0,331,22,0,0,0,0,19,0,0,0,142,88,0,0,0,112,0,0,0,0,84,0,0,0,0,0,0,0,74,0,0,0,0,0,0,39,0,0,0,156,0,0,0,0,0,107,0,0,0,182,0,279,0,0,0,154,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,195,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,190,0,203,0,48,0,50,23,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,39,0,298,0,0,0,0,175,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,55,0,0,0,0,0,0,0,0,0,0,85,42,0,0,0,27,0,0,0,0,0,0,0,246,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,146,0,180,0,0,93,0,80,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,61,0,0,0,32,56,0,59,0,0,66,103,0,0,0,78,0,0,0,0,80,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,182,0,0,0,0,0,0,0,0,3,169,0,0,198,106,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,115,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,16,0,0,0,0,0,172,0,0,0,0,0,0,0,0,112,0,10,0,0,0,0,0,136,0,0,0,0,0,0,0,103,0,0,0,91,192,0,0,151,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,125,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,85,0,0,0,0,0,3,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,210,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,60,0,0,0,0,0,0,0,0,0,184,214,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,120,0,0,0,0
100,1,0,0,0,7,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,12,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,13,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55,1,0,0,0,0,0,2,0,0,0,0,1,0,0,5,216,0,1,1,1,0,0,0,0,0,326,0,0,1,3,427,0,0,0,0,8,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,2,0,0,20,1,8,0,0,0,0,1,0,0,1,254,0,0,0,365,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,1,3,0,0,0,0,0,0,1,0,0,122,0,0,0,1,0,0,9,17,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2,329,0,0,1,0,139,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,6,2,0,0,0,0,1,0,1,0,0,0,0,0,14,0,0,0,1,0,2,2,0,21,3,0,0,0,0,1,0,1,0,0,0,4,0,6,0,0,0,43,0,0,18,3,0,0,10,0,158,0,0,1,0,0,1,0,7,0,0,1,0,1,1,12,2,249,1,0,0,0,1,0,0,0,0,1,4,0,1,1,2,0,0,0,77,0,0,1,1,0,3,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,2,0,3,0,0,0,0,2,2,0,0,0,0,16,0,19,0,1,0,0,0,0,0,0,0,0,5,1,1,57,0,0,4,0,0,0,0,0,1,0,0,0,0,2,0,0,4,0,0,0,1,2,213,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,1,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,13,0,0,1,0,0,0,25,0,0,1,0,0,1,4,0,0,0,1,0,2,2,0,0,0,0,1,0,0,0,2,4,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,15,1,0,1,0,0,0,0,0,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,31,0,0,1,0,1,0,0,0,0,1,0,0,3,0,31,0,0,0,0,4,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,0,7,3,0,1,0,231,0,1,2,1,0,0,0,0,1,2,1,0,0,0,0,35,1,0,0,1,5,0,0,0,0,2,0,0,0,0,1,1,0,0,1,3,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,1,7,0,0,0,0,0,0,1,4,0,1,1,1,3,0,0,5,0,1,298,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,166,6,0,0,3,0,0,0,0,3,0,1,1,2,0,0,1,320,2,0,0,0
200,0,1,0,1,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,4,0,2,0,2,0,0,1,41,0,0,0,0,0,0,0,0,1,0,0,78,0,2,0,15,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,3,0,1,2,0,0,2,0,0,0,0,0,2,1,9,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,245,0,2,0,0,0,0,0,2,0,309,0,1,1,0,432,0,1,1,2,0,0,0,0,0,0,0,2,0,0,3,0,1,3,0,0,0,0,0,0,11,0,0,0,1,0,0,1,0,0,0,269,0,0,0,401,0,0,0,3,0,4,13,0,1,0,0,49,0,0,0,0,0,0,1,2,5,0,3,1,4,0,0,20,0,298,2,0,0,0,0,0,143,55,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,95,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,3,0,278,0,1,0,0,45,4,0,1,0,1,0,0,1,0,1,0,0,6,0,0,1,0,0,0,3,1,0,1,0,2,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,70,2,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,25,0,1,0,0,0,193,1,0,0,0,0,0,0,0,0,0,0,7,0,0,56,0,276,1,0,25,0,0,0,0,0,0,0,0,0,16,2,0,4,1,0,19,0,1,3,0,0,0,1,1,0,18,0,0,0,0,0,0,0,2,1,1,7,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,33,0,2,0,0,108,0,0,12,0,0,0,0,0,3,0,3,0,0,1,1,0,0,0,0,0,2,0,0,0,0,234,0,0,2,0,1,3,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,1,0,0,2,0,4,0,0,3,0,0,0,0,0,0,0,1,0,69,4,0,5,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,15,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,27,0,1,0,3,0,0,0,0,80,0,0,1,0,5,0,0,0,0,0,0,20,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,25,0,1,0,6,4,1,0,3,0,2,0,1,1,0,1,0,0,1,0,0,0,0,0,206,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,327,0,0,0,3,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,164,0,0,348,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,209,1,18,1,1,52,0,0,0,0,0,0,0,0,0,0,0,282,2,0,0,5
300,0,2,1,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,12,2,0,0,0,0,1,0,0,0,0,0,61,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,4,0,6,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,54,4,2,0,0,0,30,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,60,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,243,0,1,0,0,1,0,3,0,0,309,0,1,1,0,445,14,0,0,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,292,0,3,0,413,2,0,2,0,0,1,30,0,0,0,0,86,1,0,0,0,1,1,0,8,0,0,0,0,0,0,0,75,12,238,0,1,0,0,4,0,170,59,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,103,0,0,1,0,13,0,1,1,0,8,2,0,0,3,1,0,0,0,0,0,0,0,0,282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,0,1,11,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,89,1,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,20,0,6,46,0,0,6,0,0,119,0,0,0,1,0,0,0,0,0,0,0,4,0,0,43,0,216,0,0,9,0,0,0,4,0,3,0,0,0,0,0,0,0,1,0,8,0,0,1,0,1,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,0,0,0,0,6,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,276,5,0,7,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,112,1,0,0,4,0,0,0,4,1,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,6,0,0,0,19,0,0,1,1,0,0,0,4,9,0,9,76,0,0,14,0,0,0,5,0,0,0,0,0,3,0,0,1,1,3,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,4,0,0,0,1,2,0,0,0,0,1,4,0,0,0,1,1,0,0,0,1,0,1,2,8,1,0,0,0,0,0,1,0,0,0,2,0,4,1,0,30,0,0,0,17,13,0,0,0,0,7,71,0,0,1,0,1,1,0,0,233,0,12,0,0,1,0,0,0,1,2,0,108,0,0,0,0,1,135,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,18,0,2,0,15,0,0,2,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,245,0,0,0,0,0,3,0,2,0,4,0,0,1,0,0,8,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,1,2,348,0,9,0,0,0,3,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,225,0,0,368,0,0,5,0,0,0,0,0,0,0,1,12,0,1,0,246,0,0,0,1,48,1,0,0,0,0,0,0,0,0,0,0,186,1,1,1,0
