gen,0_AASDH,0_ABAT,0_ABCA6,0_ABCB11,0_ABCC2,0_ABCC9,0_ABCD2,0_ABHD15,0_ABL1,0_ACAT1,0_ACAT2,0_ACCSL,0_ACOT4,0_ACOX1,0_ACPL2,0_ACSM4,0_ACSS3,0_ACTL6A,0_ACVR1C,0_ADAM8,0_ADAR,0_ADCY4,0_ADCYAP1R1,0_ADCYAP1,0_ADH1C,0_ADPGK,0_ADRA1A,0_ADRA1B,0_ADRA2C,0_ADRB2,0_ADSS,0_AFAP1L1,0_AGK,0_AGMAT,0_AHCY,0_AHNAK,0_AIFM2,0_AIFM3,0_AKAP14,0_AKAP5,0_AKR1C1,0_AKR1E2,0_AKR7L,0_ALDH18A1,0_ALPK3,0_AMOTL2,0_AMPH,0_AMZ1,0_ANGPT1,0_ANGPT4,0_ANGPTL1,0_ANKRD13B,0_ANKRD33,0_ANKRD40,0_ANKRD54,0_ANLN,0_ANO2,0_ANO3,0_ANO7,0_ANO9,0_ANXA3,0_AP1M2,0_APC2,0_APITD1,0_APLP2,0_APOBEC3B,0_APOF,0_AQP7P1,0_ARHGAP10,0_ARHGAP21,0_ARHGAP6,0_ARHGEF15,0_ARID1B,0_ARL6IP1,0_ARNT2,0_ARV1,0_ASB1,0_ASB4,0_ASCC1,0_ASPM,0_ATAD2,0_ATCAY,0_ATP13A2,0_ATP1A2,0_ATP5B,0_ATP6V0D2,0_ATP6V0E2,0_ATP6V1G2,0_ATXN2L,0_ATXN3L,0_AUH,0_AURKB,0_BAI2,0_BAZ1A,0_BCAS3,0_BCHE,0_BCL6B,0_BCL9L,0_BEND2,0_BFAR,0_BLVRA,0_BMP2,0_BMP3,0_BMP6,0_BMX,0_BRP44L,0_BRSK1,0_BST2,0_BTN2A2,0_BUB3,0_C10orf113,0_C10orf47,0_C11orf16,0_C11orf70,0_C11orf83,0_C13orf26,0_C14orf129,0_C14orf1,0_C14orf68,0_C14orf86,0_C15orf39,0_C15orf48,0_C15orf52,0_C16orf13,0_C16orf53,0_C16orf82,0_C16orf93,0_C17orf103,0_C17orf55,0_C18orf34,0_C18orf56,0_C19orf10,0_C19orf33,0_C19orf40,0_C19orf45,0_C1orf180,0_C1orf185,0_C1orf189,0_C1orf226,0_C1orf92,0_C20orf11,0_C20orf72,0_C21orf29,0_C21orf56,0_C21orf57,0_C21orf58,0_C2CD4B,0_C2orf15,0_C3orf36,0_C3orf52,0_C4BPA,0_C6orf103,0_C6orf138,0_C6orf142,0_C6orf81,0_C7orf34,0_C8orf75,0_C9orf100,0_C9orf171,0_C9orf27,0_C9orf46,0_C9orf89,0_CACNA1S,0_CALCOCO1,0_CALY,0_CAMK1,0_CAPNS1,0_CAPSL,0_CASP2,0_CASP6,0_CAV2,0_CAV3,0_CBLL1,0_CBLN2,0_CBLN4,0_CBR1,0_CBWD6,0_CCAR1,0_CCDC106,0_CCDC144NL,0_CCDC160,0_CCDC52,0_CCDC71,0_CCDC74B,0_CCL14,0_CCL1,0_CCL25,0_CCL27,0_CCL5,0_CCL8,0_CD209,0_CD300LG,0_CDC42EP2,0_CDC42EP3,0_CDH10,0_CDH12,0_CDH2,0_CDH5,0_CDKN1C,0_CDR1,0_CEBPA,0_CELP,0_CELSR2,0_CENPA,0_CES1,0_CETP,0_CFB,0_CFD,0_CFL1,0_CGREF1,0_CHCHD1,0_CHCHD8,0_CHMP4A,0_CHRDL1,0_CHTF8,0_CIDEC,0_CKB,0_CKMT1A,0_CKMT1B,0_CKS2,0_CLC,0_CLEC18C,0_CLEC2D,0_CLEC4M,0_CLEC5A,0_CLEC6A,0_CLN8,0_CLNK,0_CLTCL1,0_CMA1,0_CMTM4,0_CNRIP1,0_CNTD2,0_CNTFR,0_COL22A1,0_COL4A3BP,0_COMMD4,0_COMP,0_COPS4,0_CORO2B,0_CPB2,0_CPM,0_CPSF3,0_CPXM2,0_CR1,0_CRB3,0_CRCT1,0_CRHR2,0_CRK,0_CRTAC1,0_CSN1S1,0_CSN3,0_CSRNP1,0_CST1,0_CST4,0_CTNS,0_CX3CR1,0_CXCL13,0_CXCR1,0_CXCR7,0_CXorf56,0_CXorf65,0_CYB561D2,0_CYB5R3,0_CYP2A6,0_CYP3A5,0_CYP3A7,0_CYP4F11,0_DALRD3,0_DAP3,0_DCC,0_DCDC1,0_DDIT4,0_DDX19A,0_DDX3Y,0_DDX56,0_DEPDC1,0_DEPDC7,0_DGAT2,0_DGKI,0_DIP2C,0_DIRC3,0_DISP1,0_DKFZp779M0652,0_DKK4,0_DLEU2,0_DLGAP2,0_DMGDH,0_DNAH14,0_DNAJB5,0_DNAJC12,0_DNAJC18,0_DNAJC5G,0_DNMT1,0_DOCK4,0_DOCK6,0_DPCD,0_DPP6,0_DPT,0_DQX1,0_DRAP1,0_DTHD1,0_DUS4L,0_DUSP15,0_DUSP27,0_DUSP5P,0_DYNC1I1,0_DYRK1B,0_EBP,0_ECM2,0_ECT2,0_EFEMP1,0_EFNA4,0_EFNB1,0_EHD2,0_EHMT2,0_EIF1,0_EIF3M,0_ELAVL1,0_ELAVL2,0_ELOVL2,0_EMID2,0_EMX1,0_EPB42,0_EPDR1,0_EPS15L1,0_ERG,0_ERICH1,0_ESCO2,0_ESPL1,0_ESR2,0_ESRP1,0_ETF1,0_ETFA,0_ETS2,0_EXOC1,0_EZH2,0_F10,0_F8,0_FAM103A1,0_FAM108C1,0_FAM111B,0_FAM125B,0_FAM128A,0_FAM150A,0_FAM180B,0_FAM182B,0_FAM195A,0_FAM38A,0_FAM71A,0_FAM71E2,0_FAM86A,0_FAM9C,0_FAT4,0_FBXL16,0_FBXO33,0_FBXO6,0_FBXW9,0_FCAR,0_FCRLB,0_FEZ1,0_FFAR3,0_FGD3,0_FHL5,0_FHOD1,0_FIGNL2,0_FLG2,0_FLJ35220,0_FLT1,0_FLT3,0_FOLR2,0_FOXD3,0_FOXM1,0_FOXO4,0_FOXQ1,0_FRAT2,0_FUZ,0_FXYD1,0_GABRA1,0_GABRA2,0_GABRA4,0_GABRB1,0_GAD1,0_GALNT9,0_GALNTL2,0_GANAB,0_GAPDH,0_GBE1,0_GCAT,0_GCOM1,0_GFOD2,0_GGPS1,0_GHR,0_GIMAP8,0_GIPC2,0_GIYD2,0_GK,0_GLDC,0_GLG1,0_GLRX5,0_GLYR1,0_GNA11,0_GNG11,0_GNPAT,0_GOLGA8DP,0_GOLGA8G,0_GPA33,0_GPD1,0_GPIHBP1,0_GPLD1,0_GPR109B,0_GPR116,0_GPR146,0_GPR171,0_GPR17,0_GPR64,0_GPR68,0_GPRC5B,0_GREB1L,0_GRIK1,0_GRIN3A,0_GRTP1,0_GSTO1,0_GTF2E1,0_GUCY2D,0_H2AFX,0_HBA2,0_HBB,0_HBG1,0_HCFC1R1,0_HCFC2,0_HCG2P7,0_HCG4P6,0_HEPN1,0_HERC2P2,0_HERC3,0_HES5,0_HIATL2,0_HIST1H1C,0_HIST1H2AL,0_HIST1H2BH,0_HIST1H2BN,0_HIST1H3B,0_HIST1H3D,0_HIST1H3F,0_HIST1H4J,0_HIST2H2BE,0_HIST2H4A,0_HIST3H2A,0_HIST3H2BB,0_HLA-DOB,0_HNRNPL,0_HNRNPUL1,0_HOXB13,0_HOXB9,0_HPR,0_HPSE2,0_HRH2,0_HRNR,0_HR,0_HSD17B7P2,0_HSD17B7,0_HSPA12A,0_HSPA2,0_HSPB8,0_HTR1D,0_HTR3D,0_HYAL3,0_ID1,0_ID3,0_IFI6,0_IFNA8,0_IGF2R,0_IGFALS,0_IGFL3,0_IL10,0_IL13,0_IL18,0_ILDR1,0_INMT,0_INPP5A,0_INVS,0_IRF2,0_IRF7,0_IRX2,0_IRX3,0_ISCU,0_ISLR2,0_ITGA7,0_ITGB3BP,0_JAG2,0_JAKMIP1,0_JAM3,0_KALRN,0_KCNA2,0_KCNB1,0_KCNC4,0_KCNH4,0_KCNH5,0_KCNJ11,0_KCNJ12,0_KCNJ8,0_KCNK15,0_KCNK3,0_KCNT1,0_KCTD10,0_KCTD4,0_KCTD6,0_KDR,0_KIAA0232,0_KIAA0562,0_KIAA1211,0_KIAA1539,0_KIAA1644,0_KIF11,0_KIF20A,0_KIF25,0_KIF4A,0_KIFC1,0_KLF14,0_KLHDC1,0_KLHDC7B,0_KLHL30,0_KLRC2,0_KPRP,0_KRT20,0_KRT34,0_KRT37,0_KRT71,0_KRTAP12-1,0_KRTAP13-4,0_KRTAP5-9,0_KRTCAP2,0_KRTCAP3,0_L1CAM,0_LAGE3,0_LCA5L,0_LCE1C,0_LCN1,0_LDB3,0_LEPROT,0_LGALS12,0_LGI4,0_LHFPL3,0_LHFP,0_LHX6,0_LIG1,0_LILRA1,0_LIMD2,0_LIMS3-LOC440895,0_LIN9,0_LIX1,0_LOC100128675,0_LOC100128977,0_LOC100130238,0_LOC100130264,0_LOC100131496,0_LOC100190938,0_LOC100192378,0_LOC100216001,0_LOC134466,0_LOC143666,0_LOC145820,0_LOC149837,0_LOC151658,0_LOC284688,0_LOC285768,0_LOC399815,0_LOC400696,0_LOC647859,0_LOC647946,0_LOC653566,0_LOC731779,0_LOC80054,0_LOC84856,0_LONRF3,0_LOR,0_LPHN3,0_LPPR5,0_LPXN,0_LRCH3,0_LRP11,0_LRP5,0_LRRC3,0_LRRC46,0_LRRC66,0_LRRN3,0_LRRTM3,0_LSM14A,0_LSM2,0_LSM4,0_LSS,0_LZTFL1,0_MAGEA1,0_MAG,0_MAP1LC3B,0_MAPK10,0_MAPK13,0_MAPKBP1,0_MARCH9,0_MARVELD3,0_MASP1,0_MAT2A,0_MAZ,0_MBP,0_MBTPS1,0_MCM2,0_MCM6,0_ME1,0_MEA1,0_MECP2,0_MEOX2,0_METRN,0_METTL12,0_METTL6,0_MFAP3L,0_MFSD9,0_MGLL,0_MID2,0_MIOS,0_MLXIPL,0_MLXIP,0_MMGT1,0_MMP11,0_MMP12,0_MMP1,0_MMP3,0_MMRN2,0_MORC4,0_MORN3,0_MPP1,0_MPPED1,0_MPRIP,0_MPZL3,0_MRE11A,0_MRPL23,0_MRPL42,0_MS4A15,0_MS4A8B,0_MT3,0_MTMR10,0_MTMR9,0_MTP18,0_MVP,0_MXRA7,0_MYBL2,0_MYBPH,0_MYCBP2,0_MYCT1,0_MYH2,0_MYOC,0_MYST3,0_NAA20,0_NAGA,0_NAT8L,0_NBPF4,0_NBPF6,0_NBR2,0_NCRNA00167,0_NCRNA00181,0_NDUFB10,0_NDUFS4,0_NEUROD1,0_NEUROG2,0_NFE2,0_NFIA,0_NFKBIA,0_NIPSNAP3B,0_NLGN1,0_NMBR,0_NME3,0_NMT1,0_NMT2,0_NMUR1,0_NOS2,0_NOS3,0_NPFFR1,0_NPR3,0_NUAK2,0_NUDT3,0_NXNL1,0_ODF3L1,0_OLAH,0_OMA1,0_OR10P1,0_OR10V1,0_OR10X1,0_OR10Z1,0_OR13C5,0_OR4C12,0_OR4C13,0_OR4D2,0_OR4K2,0_OR52B6,0_OR52E6,0_OR52I2,0_OR52K1,0_OR52W1,0_OR56A3,0_OR6B1,0_OR6B3,0_OR6C68,0_OR7D2,0_ORC5L,0_OSTM1,0_OTUD3,0_OTX1,0_OVOL2,0_P2RX4,0_PAF1,0_PAFAH1B3,0_PARD6A,0_PARN,0_PARP14,0_PARS2,0_PAX3,0_PCBP3,0_PCDH19,0_PCDHB12,0_PCDHB15,0_PCDHB18,0_PCDHB3,0_PCDHGA11,0_PCDHGA2,0_PCDHGA3,0_PCDHGA7,0_PCDHGA9,0_PCDHGB3,0_PCDHGB4,0_PCDHGB5,0_PCNA,0_PCYOX1,0_PDCD2L,0_PDCL3,0_PDE1B,0_PDGFA,0_PDIA3P,0_PDK2,0_PDP1,0_PDXK,0_PDZK1P1,0_PELO,0_PERP,0_PEX10,0_PEX19,0_PFKFB3,0_PFKFB4,0_PGA3,0_PGBD5,0_PGM1,0_PGM5,0_PGP,0_PHACTR2,0_PHLDB2,0_PI4KAP1,0_PIK3R2,0_PIK3R3,0_PINK1,0_PIR,0_PKD1L1,0_PKD1L2,0_PKHD1L1,0_PKNOX2,0_PLA2G10,0_PLA2G2F,0_PLAC1,0_PLEK2,0_PLEKHA9,0_PLEKHG4,0_PLEKHM1,0_PLIN2,0_PMVK,0_PNCK,0_POLR2I,0_PPIAL4G,0_PPIB,0_PPM1F,0_PPP1CA,0_PPP1R15A,0_PPP4C,0_PRCC,0_PRCD,0_PRDM5,0_PREX2,0_PRIM2,0_PRKAG3,0_PRKRIP1,0_PROK1,0_PRPS2,0_PRRG1,0_PRRG3,0_PRRT2,0_PSG1,0_PSMB8,0_PSMD13,0_PSPC1,0_PSRC1,0_PTBP1,0_PTCHD3,0_PTGIS,0_PTMA,0_PTPN23,0_PTPN2,0_PTPN5,0_PTPRQ,0_PTTG1,0_PVALB,0_PYCARD,0_PYDC1,0_QRFPR,0_RAB33B,0_RAB36,0_RABGAP1,0_RABL5,0_RAP1GAP2,0_RAPGEF1,0_RBM15B,0_RBM34,0_RBM41,0_RBM42,0_RBX1,0_RCC1,0_RCC2,0_RDH14,0_RDM1,0_RDX,0_RELB,0_REM2,0_REPIN1,0_RFX5,0_RFXANK,0_RGL1,0_RHOC,0_RHO,0_RIBC1,0_RIBC2,0_RLN1,0_RLN2,0_RNASE4,0_RNASEH2A,0_RNF11,0_RNF170,0_RNF39,0_RNFT2,0_RORB,0_RPH3A,0_RPL21P44,0_RPL27A,0_RPL39L,0_RPS24,0_RPS4Y1,0_RPS6KA1,0_RPSAP58,0_RSPH1,0_RTL1,0_RTN4,0_RUNX1T1,0_RUNX1,0_RUVBL2,0_RXRA,0_RYBP,0_RYR3,0_S100A4,0_SAAL1,0_SALL4,0_SARM1,0_SCARA5,0_SCLY,0_SCN11A,0_SCRN1,0_SDHAP1,0_SDK1,0_SEC14L1,0_SEMA3F,0_SEPT12,0_SEPT4,0_SERINC3,0_SERPINA11,0_SERPINA1,0_SERPINA3,0_SERPINA9,0_SERPIND1,0_SF3B2,0_SFTPA1,0_SFXN2,0_SGCZ,0_SGEF,0_SGMS1,0_SGPL1,0_SGTB,0_SH3D19,0_SH3GL3,0_SH3TC2,0_SHC3,0_SIGIRR,0_SIK2,0_SILV,0_SIM1,0_SI,0_SKAP2,0_SLC12A8,0_SLC14A2,0_SLC16A7,0_SLC17A5,0_SLC19A2,0_SLC19A3,0_SLC1A4,0_SLC23A1,0_SLC23A2,0_SLC25A15,0_SLC25A34,0_SLC29A1,0_SLC39A8,0_SLC45A1,0_SLC6A2,0_SLC6A3,0_SLC7A14,0_SLCO6A1,0_SLITRK3,0_SMAD5OS,0_SMARCC1,0_SMG6,0_SMPDL3B,0_SMR3B,0_SMTNL1,0_SMTNL2,0_SMYD4,0_SNORA57,0_SNX13,0_SNX9,0_SOD3,0_SOX12,0_SP7,0_SPAG5,0_SPATS2,0_SPINK4,0_SPINK5,0_SPOCD1,0_SPRR4,0_SRD5A2,0_SREBF1,0_SRPX,0_SS18,0_SSTR5,0_ST8SIA6,0_STAB2,0_STAG3L2,0_STAP1,0_STARD10,0_STK39,0_STON1,0_STXBP1,0_SULT4A1,0_SUMO1P3,0_SUMO1,0_SUN1,0_SYNPR,0_SYPL2,0_SYT15,0_SYT1,0_TACC3,0_TAF1L,0_TAS2R31,0_TBC1D14,0_TBC1D5,0_TBP,0_TCP10L2,0_TCP11L2,0_TDRD10,0_TEKT4,0_TEK,0_TERF2IP,0_TFE3,0_TFF1,0_TFPI,0_TGFBR2,0_THOC4,0_THOC6,0_THOC7,0_THRA,0_THSD1,0_TIMP1,0_TIMP4,0_TJP3,0_TLR4,0_TMEM105,0_TMEM132A,0_TMEM145,0_TMEM155,0_TMEM164,0_TMEM179B,0_TMEM190,0_TMEM192,0_TMEM211,0_TMEM223,0_TMEM229B,0_TMEM22,0_TMEM31,0_TMEM56,0_TMEM82,0_TMEM88,0_TMEM97,0_TNFSF11,0_TNNC2,0_TNNI3,0_TNNT1,0_TOR3A,0_TOX3,0_TPPP,0_TRAF5,0_TRAF7,0_TRAM2,0_TRIB3,0_TRIM11,0_TRIM25,0_TRIM28,0_TRPM1,0_TRPS1,0_TRPV3,0_TSC1,0_TSC22D1,0_TSPAN13,0_TSPAN3,0_TSSC1,0_TTBK1,0_TTC16,0_TTC21A,0_TTC24,0_TTC36,0_TUBA3C,0_TUBE1,0_TUFM,0_TWF1,0_TYRP1,0_UBQLN3,0_UGDH,0_UGT3A2,0_UHRF1,0_UNKL,0_UPK1B,0_USP17L2,0_USP17L6P,0_UST,0_VAV3,0_VOPP1,0_VPS37C,0_VSIG1,0_VSIG8,0_VWF,0_WDHD1,0_WDR24,0_WDR38,0_WDR54,0_WDR74,0_WFDC12,0_WNT5A,0_WNT8A,0_WWOX,0_XKRX,0_YIF1B,0_YY1AP1,0_ZACN,0_ZBTB16,0_ZMAT3,0_ZNF107,0_ZNF146,0_ZNF239,0_ZNF25,0_ZNF295,0_ZNF296,0_ZNF30,0_ZNF322B,0_ZNF326,0_ZNF366,0_ZNF385B,0_ZNF446,0_ZNF514,0_ZNF536,0_ZNF672,0_ZNF674,0_ZNF695,0_ZNF704,0_ZNF705D,0_ZNF781,0_ZNF804B,0_ZNF846,0_ZP1,0_ZP2,0_ZRSR2,0_ZWINT
0,0,0,0,15,18,0,0,0,0,0,0,0,12,0,0,0,14,0,0,0,0,0,0,60,68,0,14,47,92,42,0,0,0,88,0,0,0,18,0,0,34,2,8,0,0,0,61,0,0,0,0,49,0,0,0,14,0,0,44,0,0,76,63,0,0,11,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,52,82,0,0,0,0,0,0,0,101,0,0,0,0,0,1,4,0,0,0,12,2,0,0,0,66,19,58,0,0,0,0,95,0,0,4,0,0,0,0,0,0,31,0,93,0,55,49,0,0,0,0,25,45,0,0,28,26,50,0,29,0,0,0,26,0,10,42,14,0,26,0,0,0,0,0,0,0,0,0,0,62,0,0,0,11,0,10,0,0,0,0,0,0,2,0,0,0,8,0,54,0,0,92,0,10,0,0,25,0,13,0,9,1,61,88,0,51,8,10,0,0,0,78,0,0,0,0,0,0,0,13,0,110,0,96,0,73,0,0,0,60,0,0,0,0,0,0,28,0,0,44,0,0,50,0,0,52,6,26,75,0,0,4,52,55,0,4,0,0,5,29,48,0,0,0,0,0,7,17,4,4,0,0,0,0,18,0,0,0,31,0,53,0,0,104,0,62,70,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,46,0,21,77,0,0,0,0,111,0,0,0,0,0,0,0,15,0,11,6,0,50,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,34,15,0,20,0,0,0,0,87,0,0,43,0,10,0,0,12,0,0,0,5,9,26,86,27,49,87,0,0,0,0,0,0,0,5,0,71,0,0,12,0,0,0,0,0,0,0,0,8,0,0,5,48,0,0,0,0,44,25,0,37,0,0,60,0,0,54,0,0,0,0,0,0,75,0,0,0,0,111,0,0,0,52,0,34,4,42,19,0,0,23,22,5,0,0,33,11,0,0,0,0,21,24,0,0,64,0,87,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,5,0,0,0,0,0,75,0,2,0,0,13,20,0,0,0,11,50,0,0,0,0,0,0,61,0,0,0,0,68,16,0,0,0,29,98,38,0,18,75,23,65,0,0,14,0,0,76,0,0,0,0,0,0,63,0,130,0,25,0,84,0,0,0,44,0,32,2,0,3,44,3,6,23,0,7,15,0,0,0,88,0,51,46,0,0,0,1,0,153,0,5,0,0,0,86,21,23,28,36,0,0,0,0,0,0,33,1,0,14,0,0,0,0,33,0,0,28,0,0,0,48,0,0,0,0,41,0,0,0,45,0,0,63,0,0,0,59,7,25,0,0,0,0,37,0,6,0,0,0,8,39,31,0,0,0,0,0,0,31,0,0,0,38,101,0,0,3,20,12,2,0,0,0,0,26,20,0,5,0,0,0,1,0,0,26,0,56,0,0,48,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,57,0,0,0,40,0,0,0,35,0,0,0,0,0,0,0,0,0,11,0,0,0,0,22,26,0,0,52,35,0,0,72,0,0,0,0,10,0,0,0,101,0,21,0,31,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,27,0,35,0,2,91,27,49,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,88,0,0,0,0,0,0,0,19,0,0,0,0,5,26,0,16,0,37,81,0,56,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,24,0,53,48,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,12,0,0,52,134,0,0,0,38,0,0,0,0,39,0,0,38,49,24,0,53,0,0,0,0,0,0,0,0,0,129,23,0,0,0,70,0,0,0,0,28,3,0,0,0,0,0,0,0,29,0,63,65,0,86,0,0,61,132,0,0,0,36,75,0,0,42,0,0,0,0,0,0,0,41,0,17,126,45,0,0,0,0,38,54,0,69,13,0,0,68,4,0,0,0,0,0,0,41,0,0,4,0,0,0,0,0,15,59,0,0,0,32,0,0,0,0,0,0,0,0,4,0,0,0,0,0,17,0,0,0,0,42,0,0,0,12,143,4,0,0,7,0,12,29,0,58,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,19,0,0,0,20,16,0,0,0,31,0,0,19,0,0,11,0,0,36,24,0,0,68,90,0,0,0,0,0,0,0,1,0,61,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,34,0,0,0,50,0,56,0,0,1
100,0,4,0,0,0,0,1,0,0,1,0,0,3,2,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,46,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,80,55,85,0,0,0,1,0,0,1,0,4,0,0,0,1,0,0,1,0,16,2,0,1,0,0,0,0,0,1,0,1,1,0,3,1,102,10,1,0,0,0,0,2,1,0,1,1,0,0,0,0,429,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,87,0,0,365,1,24,2,0,2,0,0,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,0,1,2,1,0,0,17,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,196,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,87,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,6,6,0,0,1,127,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,124,0,0,1,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,2,0,1,0,1,0,0,32,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,1,1,0,0,2,0,0,2,0,0,121,111,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,268,0,0,0,0,1,0,0,4,0,6,0,10,2,0,0,0,1,0,0,1,2,0,0,0,12,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,4,0,454,0,0,0,1,0,0,0,1,4,0,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,115,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,10,0,71,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,85,0,1,6,0,18,3,0,0,0,0,0,1,0,0,0,0,0,1,7,0,17,0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,87,0,0,0,1,0,0,0,0,0,0,0,4,171,1,0,1,0,2,447,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,28,144,1,0,0,0,1,395,0,0,0,0,0,1,2,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,12,0,0,0,0,0,1,0,0,0,412,0,0,17,25,129,0,98,1,0,0,0,0,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,4,0,1,96,0,1,0,5,0,0,1,0,3,0,0,0,0,1,1,1,0,1,0,0,1,3,0,1,390,0,2,3,0,69,0,0,56,0,0,12,0,0,0,11,8,0,0,1,0,0,0,0,1,0,0,0,0,0,1,16,0,0,0,0,0,2,0,7,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,9,0,0,1,0,11,0,0,4,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,24,0,1,5,0,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,319,1,0,21,0,1,0,0,1,53,0,0,0,0,1,0,1,0,0,35,0,1,0,1,11,0,0,1,0,0,1,0,2,99,0,0,363,0,0,3,1,359,0,0,1,0,61,0,0,1,0,0,0,0,1,0,322,14,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,10,1,0,0,1,0,0,0,0,9,0,0,0,1,0,2,0,0,2,0,0,260,0,1,0,0,471,58,0,12,0,1,3,454,0,0,2,0,21,6,1,20,0,0,0,0,0,1,16,0,0,0,0,0,2,1,0,0,26,0,0,0,51,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,48,0,0,0,0,0,0,1,0,0,1,23,0,0,1,1,0,0,0,1,0,16,2,2,0,69,2,0,135,0,0,2,26,414,0,1,0,8,0,0,0,0,0,1,2,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,35,0,8,361,0,1,0,0,1,1,1,0,0,19,0,0,0,0,1,3,0,2,1,1,1,0,1,1,0,0,23,0,9,0,1,1,0,0,1,0,0,1,0,0,0,0
