gen,0_A2BP1,0_AADACL2,0_ABCB10,0_ABCB11,0_ABR,0_ACER1,0_ACPL2,0_ACSL1,0_ADAM33,0_ADAMTS3,0_ADAMTSL4,0_ADCK4,0_ADCY4,0_ADCY6,0_ADD3,0_ADPRHL2,0_ADRA1B,0_AGPAT9,0_AIG1,0_ALDH18A1,0_ALKBH1,0_ALOX15,0_ALS2CL,0_AMMECR1,0_ANAPC10,0_ANGPT1,0_ANGPTL5,0_ANKRD22,0_ANKRD32,0_ANO6,0_AP1G2,0_APEH,0_APITD1,0_APTX,0_AQP7P1,0_ARF6,0_ARHGAP11A,0_ARHGAP20,0_ARMC10,0_ARMC7,0_ARNT2,0_ASB1,0_ASF1B,0_ATIC,0_ATOH8,0_ATP1A2,0_ATP6V0A1,0_BAMBI,0_BCHE,0_BCL9L,0_BICD2,0_BMP8A,0_BTBD17,0_BUB3,0_C10orf10,0_C10orf47,0_C10orf55,0_C12orf32,0_C13orf29,0_C13orf33,0_C14orf109,0_C14orf119,0_C14orf167,0_C17orf55,0_C17orf95,0_C18orf8,0_C19orf40,0_C1QTNF7,0_C1orf180,0_C1orf190,0_C1orf220,0_C1orf226,0_C20orf112,0_C20orf134,0_C20orf191,0_C20orf194,0_C20orf85,0_C21orf29,0_C21orf34,0_C21orf62,0_C2CD2,0_C2orf14,0_C2orf15,0_C2orf84,0_C3orf55,0_C3orf64,0_C4BPA,0_C5orf53,0_C5orf60,0_C5orf62,0_C6orf126,0_C6orf129,0_C6orf64,0_C6orf81,0_C6,0_C7orf29,0_C7orf43,0_C8orf12,0_C8orf56,0_C9orf116,0_C9orf79,0_C9orf93,0_C9orf95,0_CABP1,0_CABYR,0_CALM1,0_CALY,0_CAPN11,0_CAPRIN1,0_CASP12,0_CASP2,0_CATSPERG,0_CCBE1,0_CCBP2,0_CCDC142,0_CCDC160,0_CCDC51,0_CCDC69,0_CCDC97,0_CCL14,0_CCL19,0_CCL27,0_CCL8,0_CCNA2,0_CCNB1,0_CCNK,0_CCRL1,0_CCT3,0_CD14,0_CD163L1,0_CD22,0_CD302,0_CD58,0_CD81,0_CDADC1,0_CDC25C,0_CDC42EP2,0_CDCA3,0_CDH13,0_CDK5RAP1,0_CDK5,0_CDKL3,0_CDKN1C,0_CDKN2BAS,0_CDR1,0_CEBPA,0_CELSR2,0_CEL,0_CEND1,0_CENPA,0_CENPL,0_CENPP,0_CEP55,0_CEP76,0_CES1,0_CGA,0_CHRNA2,0_CHRNA9,0_CIT,0_CKB,0_CKMT1A,0_CLDN15,0_CLDN8,0_CLEC3A,0_CLEC6A,0_CLIC2,0_CLN8,0_CLNK,0_CLTA,0_CLVS1,0_CMTM6,0_CNOT3,0_CNTFR,0_COL24A1,0_COL25A1,0_COL29A1,0_COL4A3BP,0_COLEC11,0_COPA,0_CPEB1,0_CPSF2,0_CPT1A,0_CR1L,0_CRHBP,0_CRHR2,0_CRTAC1,0_CST1,0_CST4,0_CSTF3,0_CTF1,0_CTPS,0_CX3CR1,0_CXCL13,0_CXCR2,0_CYGB,0_CYLC1,0_CYP11A1,0_CYP24A1,0_CYP26B1,0_CYP2A6,0_CYP2R1,0_CYP4F11,0_CYR61,0_DAB2,0_DCAF10,0_DCAF12,0_DCN,0_DCTN2,0_DCUN1D4,0_DDAH1,0_DDIT3,0_DDX26B,0_DDX3X,0_DEFB103B,0_DEFB4A,0_DENND2A,0_DEPDC1,0_DFNB59,0_DGAT1,0_DGAT2,0_DHDPSL,0_DIAPH3,0_DIRC3,0_DKK3,0_DLGAP5,0_DLK1,0_DNAJB2,0_DNAJC1,0_DQX1,0_DRD1,0_DSG2,0_DTX1,0_DVL3,0_ECSCR,0_EDA2R,0_EDC3,0_EEPD1,0_EFEMP1,0_EFHA1,0_EFTUD1,0_EIF1,0_EIF3M,0_EIF4EBP2,0_EIF5AL1,0_EIF6,0_ELANE,0_ELAVL1,0_ELOVL2,0_ELTD1,0_EME1,0_EMX2,0_ENPEP,0_ENTHD1,0_EPB42,0_EPDR1,0_EPHB1,0_EPHB4,0_EPR1,0_ERH,0_ERMP1,0_ERP27,0_EXOSC3,0_F2RL2,0_FAHD1,0_FAIM3,0_FAM102A,0_FAM102B,0_FAM107A,0_FAM111B,0_FAM120A,0_FAM124B,0_FAM128A,0_FAM138B,0_FAM177A1,0_FAM182B,0_FAM200A,0_FAM38A,0_FAM49A,0_FAM53C,0_FAM71A,0_FAM92A3,0_FAM96A,0_FANCF,0_FBXL16,0_FEN1,0_FGD5,0_FGD6,0_FGF10,0_FGF9,0_FGFBP2,0_FHL1,0_FHOD3,0_FIGF,0_FKBP4,0_FKBP9,0_FLYWCH1,0_FMO4,0_FOSB,0_FOXP2,0_FOXP3,0_FOXQ1,0_FSIP1,0_FUS,0_FUZ,0_FXYD1,0_G2E3,0_GALNT4,0_GALNTL2,0_GCK,0_GDF3,0_GEMIN8P4,0_GGNBP1,0_GINS2,0_GLCE,0_GMFB,0_GMIP,0_GNA11,0_GNAL,0_GNG11,0_GNG4,0_GOLGA6D,0_GOSR2,0_GPAM,0_GPATCH2,0_GPBAR1,0_GPC3,0_GPER,0_GPR109B,0_GPR112,0_GPR119,0_GPR160,0_GPR25,0_GPR34,0_GPR37L1,0_GPR89A,0_GPRC5B,0_GPRIN1,0_GRAMD1A,0_GREB1,0_GREM2,0_GRIA1,0_GRIK1,0_GRIN2B,0_GRM7,0_GRM8,0_GSK3A,0_GSN,0_GSTA4,0_GTSE1,0_GUCY2D,0_GULP1,0_H2AFZ,0_HAAO,0_HAND1,0_HBA1,0_HDAC4,0_HEPACAM,0_HIBADH,0_HIC1,0_HIC2,0_HIST1H1D,0_HIST1H2BD,0_HIST2H3C,0_HIST2H4A,0_HJURP,0_HKR1,0_HLX,0_HMGB2,0_HMGN1,0_HNRNPA1L2,0_HNRNPA2B1,0_HNRNPAB,0_HNRNPR,0_HNRPDL,0_HOXC8,0_HOXD1,0_HPD,0_HPSE2,0_HRC,0_HRNR,0_HSD17B2,0_HSPB7,0_HTA,0_HTR2B,0_HTR3A,0_HTR4,0_ID3,0_IDH2,0_IGF2R,0_IGFL2,0_IL12B,0_IL21,0_IL34,0_IMP5,0_IMPACT,0_INA,0_INHBA,0_INTS7,0_IQSEC1,0_IRF9,0_IRX4,0_ISLR2,0_JDP2,0_JPH2,0_KC6,0_KCNA4,0_KCNH5,0_KCNIP2,0_KCNJ11,0_KCNJ13,0_KCNJ16,0_KCNK15,0_KCNMB2,0_KCTD12,0_KCTD8,0_KDM2B,0_KIAA0040,0_KIAA0355,0_KIAA0391,0_KIAA0408,0_KIAA1737,0_KIAA2026,0_KIF18B,0_KIF23,0_KIF25,0_KLF11,0_KLF15,0_KLF9,0_KLHL35,0_KLHL36,0_KLHL3,0_KLRC2,0_KL,0_KNTC1,0_KRT12,0_KRTAP12-1,0_KRTCAP3,0_KYNU,0_L1CAM,0_L2HGDH,0_LAYN,0_LCAT,0_LCE3D,0_LCN10,0_LCN1,0_LDLRAD3,0_LETM2,0_LIAS,0_LIN7C,0_LIPC,0_LIPE,0_LNX2,0_LOC100128977,0_LOC100130238,0_LOC100133920,0_LOC100192378,0_LOC100287227,0_LOC100302640,0_LOC143188,0_LOC374443,0_LOC389705,0_LOC399815,0_LOC400696,0_LOC644538,0_LOC645166,0_LOC647946,0_LOC80054,0_LOC90784,0_LRP5,0_LRRC2,0_LRRC46,0_LRRC70,0_LRRTM4,0_LSM4,0_LUC7L2,0_LUZP1,0_LYPD1,0_MAFK,0_MAF,0_MAGEA1,0_MAP1LC3B,0_MASP1,0_MATN2,0_MBOAT1,0_MBOAT2,0_MCFD2,0_MCOLN1,0_MEA1,0_MED12L,0_MEG3,0_MEIS2,0_MESTIT1,0_MFSD6L,0_MGAT1,0_MGC3771,0_MGC57346,0_MGST1,0_MIAT,0_MIPEP,0_MKRN1,0_MLL4,0_MMP10,0_MMP12,0_MMP13,0_MMP27,0_MMRN1,0_MNAT1,0_MORN2,0_MOSC1,0_MOV10,0_MRO,0_MRPL19,0_MRPL42P5,0_MRPS18C,0_MRPS33,0_MS4A8B,0_MSX1,0_MTA3,0_MTHFD2,0_MUC1,0_MUL1,0_MXD4,0_MYCBP,0_MYH2,0_MYL12B,0_MYO1H,0_MYOC,0_MYOM1,0_NAALAD2,0_NAGA,0_NAP1L2,0_NAP1L4,0_NAT8L,0_NBLA00301,0_NBR2,0_NCAPD2,0_NCRNA00086,0_NCRNA00160,0_NDC80,0_NDE1,0_NDRG1,0_NDUFS4,0_NECAB2,0_NEIL3,0_NEK4,0_NEU2,0_NFIX,0_NFRKB,0_NKAPL,0_NME1,0_NMNAT2,0_NODAL,0_NOS1AP,0_NOS1,0_NPFF,0_NPY2R,0_NQO2,0_NRN1,0_NRXN1,0_NUP160,0_NUP98,0_NUPL1,0_NUSAP1,0_NXN,0_OC90,0_ODF2,0_ODF3L1,0_OFD1,0_OR2A2,0_OR2F1,0_OR4D5,0_OR51E1,0_OR51I2,0_OR6B3,0_ORC1L,0_ORC5L,0_ORC6L,0_OSTM1,0_OTUB2,0_OTUD3,0_OTX1,0_OTX2,0_OVOL2,0_P2RY12,0_PACSIN1,0_PAFAH1B3,0_PAPPA2,0_PAQR4,0_PARD6B,0_PARS2,0_PAXIP1,0_PBK,0_PCCA,0_PCDHA8,0_PCDHB14,0_PCDHB5,0_PCDHGA11,0_PCDHGA3,0_PCDHGB5,0_PDCD2L,0_PDK4,0_PDLIM3,0_PDP2,0_PEAR1,0_PEG10,0_PEG3,0_PENK,0_PER1,0_PGA3,0_PGAM2,0_PGBD2,0_PHKA2,0_PHKG1,0_PHKG2,0_PHLDB2,0_PHTF1,0_PI15,0_PI16,0_PIAS3,0_PIGO,0_PIGU,0_PINK1,0_PIR,0_PITPNM3,0_PLA2G2D,0_PLCXD3,0_PLEKHA9,0_PLEKHH2,0_PLEKHM1,0_PLEKHM3,0_PLTP,0_PLXNB3,0_PMAIP1,0_PMCH,0_PMS2L1,0_PNKD,0_POFUT2,0_POLA2,0_POLR2I,0_PPAP2B,0_PPAPDC2,0_PPAPDC3,0_PPARG,0_PPEF1,0_PPIAL4G,0_PPIL1,0_PPP1R3G,0_PRC1,0_PRDM16,0_PRKAA2,0_PRKG2,0_PRMT6,0_PROS1,0_PROX1,0_PRR15,0_PRR19,0_PRRG3,0_PSENEN,0_PSKH1,0_PSMA4,0_PSMC4,0_PSRC1,0_PTCHD3,0_PTGER4,0_PTGFR,0_PTH2R,0_PTPMT1,0_PTPN2,0_PTPN6,0_PTPRM,0_PTPRN,0_PTPRQ,0_PUS7,0_PVRL1,0_PVRL2,0_PWRN1,0_PXDNL,0_PYY,0_QPRT,0_QRFPR,0_RAD51,0_RAET1E,0_RAPGEF2,0_RASD1,0_RASGEF1B,0_RASGEF1C,0_RASGRP4,0_RASIP1,0_RAX2,0_RBM25,0_RBMS2,0_RBP4,0_RCVRN,0_RDH11,0_REM2,0_REP15,0_REPIN1,0_REPS2,0_RETSAT,0_RFTN1,0_RGS6,0_RIBC2,0_RIMS3,0_RLN2,0_RNASEH2A,0_RNF214,0_RNF39,0_ROBO2,0_ROBO3,0_RP1-177G6.2,0_RPH3A,0_RPL21P44,0_RPL23AP82,0_RPL26L1,0_RRAS,0_RRM2,0_RTKN2,0_RTN4,0_RUFY4,0_RUNX1T1,0_RUSC1,0_RYR3,0_SAA1,0_SAE1,0_SALL4,0_SAP130,0_SASS6,0_SBDSP1,0_SCARF1,0_SCNN1B,0_SCYL3,0_SDCBP2,0_SDK2,0_SEC14L3,0_SELL,0_SEMA3A,0_SEMA6C,0_SEPP1,0_SEPT4,0_SERPIND1,0_SF3B4,0_SFMBT1,0_SFRS1,0_SFRS2B,0_SFXN2,0_SFXN3,0_SGCG,0_SGK2,0_SHC3,0_SHE,0_SIM1,0_SIP1,0_SIPA1L1,0_SIRPG,0_SIRT2,0_SIRT7,0_SIX3,0_SKA3,0_SLC12A4,0_SLC14A2,0_SLC16A7,0_SLC19A2,0_SLC22A18,0_SLC23A1,0_SLC23A2,0_SLC25A15,0_SLC25A18,0_SLC25A43,0_SLC29A4,0_SLC2A4,0_SLC5A1,0_SLC6A16,0_SLC6A2,0_SLC6A3,0_SLC9A9,0_SLCO4A1,0_SLCO6A1,0_SMR3B,0_SMYD3,0_SNAPC2,0_SNCG,0_SNHG8,0_SNX18,0_SNX9,0_SOX12,0_SOX18,0_SPACA4,0_SPAG4,0_SPAG5,0_SPC24,0_SPC25,0_SPIN2B,0_SPINK4,0_SPRR2B,0_SPRY3,0_SPTB,0_SRRM5,0_SRRT,0_SS18,0_SSX2IP,0_STAT5A,0_STIL,0_SUCLA2,0_SUMO2,0_SYN3,0_SYNGR3,0_SYPL2,0_TACC2,0_TAF7,0_TARDBP,0_TAS2R31,0_TBC1D13,0_TBC1D16,0_TBC1D7,0_TBL1XR1,0_TBPL1,0_TBX15,0_TCEA3,0_TCF15,0_TCF19,0_TCF25,0_TDP1,0_TDRD10,0_TECTA,0_TERC,0_TFB2M,0_TFF1,0_TFR2,0_TGM7,0_TINAGL1,0_TIPIN,0_TLL1,0_TLN2,0_TLX1,0_TMC7,0_TMEM140,0_TMEM164,0_TMEM192,0_TMEM211,0_TMEM217,0_TMEM31,0_TMIE,0_TMOD4,0_TMPO,0_TMPRSS4,0_TNFRSF10D,0_TNNC2,0_TNNI3,0_TNNT1,0_TOX3,0_TPCN1,0_TPI1,0_TPMT,0_TPPP,0_TPRN,0_TPX2,0_TRAF5,0_TRAT1,0_TREH,0_TRIP10,0_TRIP13,0_TRPC1,0_TRPC6,0_TSEN15,0_TSEN34,0_TSG101,0_TSNARE1,0_TSPAN1,0_TSPAN3,0_TSPAN4,0_TSTD1,0_TTC19,0_TTK,0_TTYH2,0_TUBA3C,0_TUSC5,0_TXNDC6,0_TXNL1,0_TYRP1,0_TYW1,0_UBE2O,0_UBE2T,0_UBN2,0_UBR7,0_UBTF,0_UGP2,0_UGT2B4,0_USHBP1,0_USP25,0_USP39,0_UTS2D,0_VAMP8,0_VAV2,0_VENTXP7,0_VPS4A,0_VRK1,0_VRK3,0_VSIG1,0_VSIG8,0_VWCE,0_WASF2,0_WBSCR28,0_WDR38,0_WNT3A,0_WNT8A,0_WNT9B,0_XBP1,0_XG,0_XKRX,0_XPC,0_YDJC,0_YIPF1,0_ZBTB47,0_ZCCHC24,0_ZFAND1,0_ZFATAS,0_ZFP30,0_ZFYVE28,0_ZNF195,0_ZNF227,0_ZNF260,0_ZNF26,0_ZNF284,0_ZNF30,0_ZNF367,0_ZNF382,0_ZNF385B,0_ZNF408,0_ZNF410,0_ZNF416,0_ZNF438,0_ZNF43,0_ZNF446,0_ZNF567,0_ZNF586,0_ZNF587,0_ZNF606,0_ZNF609,0_ZNF644,0_ZNF652,0_ZNF664,0_ZNF749,0_ZNF750,0_ZNF75A,0_ZNF781,0_ZNF846,0_ZP1,0_ZSCAN16,0_ZSCAN21,0_ZSCAN4,0_ZYG11A
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,376,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,282,0,0,0,0,0,0,0,0,14,42,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,249,79,0,0,0,0,239,0,0,269,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,109,144,0,0,0,0,86,0,0,0,0,266,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,253,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,213,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,167,95,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,173,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,212,53,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,58,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,112,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,323,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,114,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,199,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,331,0,0,0,0
100,1,0,0,0,1,0,0,0,2,0,0,0,0,5,2,0,0,0,1,2,2,0,0,0,0,0,0,0,0,4,1,0,10,0,2,0,0,0,0,0,0,0,0,0,53,4,1,193,426,0,63,1,0,1,3,0,1,5,4,2,0,0,0,9,3,0,0,425,0,1,0,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,107,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,104,5,0,1,1,0,0,0,1,0,0,1,39,5,2,0,0,0,0,0,1,0,2,1,0,0,0,20,1,0,0,0,1,3,3,2,0,6,0,0,2,0,65,0,0,289,0,0,0,1,0,0,392,0,0,0,0,1,0,0,2,422,24,4,0,26,0,0,0,0,297,2,0,5,2,0,0,0,2,0,10,0,2,1,0,22,0,0,1,38,75,0,0,2,0,69,0,6,0,0,2,2,1,0,0,0,7,0,1,0,0,0,0,0,0,1,0,5,5,1,305,0,0,0,0,0,1,0,0,130,0,0,12,0,0,4,0,3,0,0,0,0,0,0,0,11,1,1,0,0,0,3,48,0,1,0,0,24,0,0,0,0,5,0,0,0,0,7,0,0,0,3,0,0,0,0,123,0,7,0,0,0,1,0,0,0,0,1,2,0,0,1,1,1,0,0,4,0,76,2,0,10,2,0,4,0,0,0,0,2,3,0,1,1,0,1,0,8,4,0,0,0,0,4,0,4,0,9,0,0,1,0,0,0,0,1,8,1,30,0,0,0,1,0,1,1,0,0,0,3,0,0,251,3,20,2,1,0,0,0,0,1,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,4,9,6,1,0,1,2,1,0,5,0,1,271,0,41,0,0,31,0,0,0,1,9,0,0,0,0,96,0,3,0,45,0,0,5,0,0,0,0,89,12,1,0,0,2,0,0,1,0,21,0,0,1,1,0,443,0,1,2,0,1,2,0,0,0,1,0,0,3,160,0,1,0,1,0,0,0,1,67,226,0,0,1,0,0,0,0,0,1,0,31,1,0,0,0,2,28,0,0,0,6,0,0,0,0,12,0,4,1,0,0,4,1,0,0,0,188,0,1,231,4,0,0,1,4,0,0,2,0,0,1,0,0,0,0,2,0,1,64,1,0,0,0,0,0,0,20,7,0,3,3,1,4,0,1,0,0,1,1,0,0,0,0,0,0,4,0,10,0,0,0,0,0,7,1,23,3,0,0,0,10,4,0,2,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,1,4,0,1,15,0,0,0,0,6,0,0,1,0,63,0,1,0,3,4,160,2,0,1,0,2,0,0,0,0,2,0,0,15,0,0,0,2,0,0,0,0,0,4,0,1,1,383,0,0,1,0,0,0,0,0,0,1,11,4,1,1,0,0,20,0,2,0,1,0,0,1,0,4,0,0,0,0,141,0,2,0,1,0,2,1,0,56,0,0,0,0,36,0,0,64,0,0,7,1,0,0,0,0,0,0,0,21,1,0,0,0,0,0,1,0,0,34,6,61,0,0,4,240,0,2,384,0,0,2,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,2,0,0,0,4,0,1,0,1,0,2,10,0,0,0,7,0,0,5,0,0,11,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,3,1,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,65,3,1,0,0,0,0,0,6,0,0,0,0,0,0,1,1,2,109,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,0,0,4,0,21,0,13,0,1,0,121,0,353,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,26,436,16,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,8,1,411,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,405,2,0,0,354,0,0,0,0
200,0,0,1,0,1,0,1,0,4,1,0,0,2,0,0,0,0,0,1,0,1,0,3,0,1,0,0,3,1,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,73,0,0,135,403,2,72,0,2,1,0,0,0,0,0,0,1,0,0,0,0,4,2,400,8,0,1,0,1,0,1,0,0,0,115,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,14,0,0,1,0,215,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,101,0,0,225,0,0,0,0,0,0,239,0,0,1,0,0,0,1,0,349,35,0,0,0,0,18,0,0,198,0,7,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,70,1,0,0,0,4,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,398,0,0,1,4,0,0,0,0,173,18,0,0,2,0,82,1,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,2,1,0,0,0,0,4,1,1,0,0,0,0,0,1,7,0,0,0,0,0,4,7,2,279,0,0,0,2,1,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,176,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,1,0,3,0,5,0,0,0,0,0,0,3,2,0,2,0,0,0,0,2,0,28,0,199,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,1,0,4,0,1,0,0,1,1,0,0,0,197,0,315,0,1,13,0,1,0,0,0,0,0,0,0,119,0,195,2,0,1,0,0,0,2,1,2,50,0,0,0,26,0,0,0,0,0,0,0,0,1,0,0,458,0,0,0,0,0,96,14,0,1,0,0,0,0,23,0,0,16,0,1,0,0,0,136,284,3,0,0,0,0,1,0,1,0,1,0,0,2,0,0,2,0,0,1,3,0,0,0,5,0,0,0,0,0,0,1,0,0,0,3,2,223,0,1,213,0,0,0,7,0,0,0,0,14,51,0,2,5,2,0,0,2,0,302,2,2,42,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,137,0,0,6,0,0,15,0,1,0,0,8,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,185,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,3,3,0,0,82,0,0,0,0,0,6,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,2,0,2,0,4,0,0,0,56,0,0,0,173,0,0,359,4,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,36,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,13,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,1,105,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,1,1,1,0,0,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,13,0,14,0,0,0,1,0,0,1,0,0,0,0,0,0,213,0,190,0,0,0,0,0,0,5,0,1,0,2,3,1,0,0,0,0,0,0,7,4,0,0,0,1,1,1,0,0,0,1,0,0,0,0,308,0,410,1,5,1,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,427,29,1,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,415,16,0,1,0,0,0,8,1,1,0,0,54,0,0,1,405,0,0,3,140,3,0,0,0
