gen,evals,gen_feats,explored,survival SKSurv Cox model adjusted concordance index_min,survival SKSurv Cox model adjusted concordance index_avg,survival SKSurv Cox model adjusted concordance index_max,survival SKSurv Cox model adjusted concordance index_std,adjusted root leanness_min,adjusted root leanness_avg,adjusted root leanness_max,adjusted root leanness_std
0,500,379,379,0.5,0.6748280526024348,0.8325071489529403,0.06643223170010755,0.14002800840280097,0.2541134464121526,1.0,0.14684914904861593
1,505,620,625,0.5,0.6991947513064936,0.8338207881296302,0.06537606268029383,0.13608276348795434,0.2707663947173665,1.0,0.13787505838991893
2,500,645,843,0.5,0.7149095548795392,0.8338207881296302,0.062237278346867875,0.13608276348795434,0.26864614561776434,1.0,0.14024903144740025
3,500,716,1080,0.5,0.7209594547416657,0.8338207881296302,0.060779377681025475,0.13736056394868904,0.2744183127810454,1.0,0.13880797308506368
4,500,735,1305,0.5,0.7308499743704572,0.8338207881296302,0.059143150340628066,0.13608276348795434,0.2691124372241595,1.0,0.13651809059624329
5,500,729,1487,0.5,0.7373598113517791,0.8356253657685038,0.05954236429202207,0.13483997249264842,0.2678786176081579,1.0,0.13562196430577522
6,500,736,1660,0.5,0.7443988703344346,0.8469399329836419,0.06004954092654829,0.12598815766974242,0.26631028830966363,1.0,0.1355462571028509
7,500,772,1837,0.5,0.7502145914823463,0.8469399329836419,0.059839892998206655,0.12598815766974242,0.2657087991063171,1.0,0.1363838219647866
8,500,757,1994,0.5,0.7554700577404144,0.8469399329836419,0.05968241013637413,0.12598815766974242,0.26533580721265276,1.0,0.13673188466699218
9,500,759,2122,0.5,0.7609449705344777,0.8469399329836419,0.059422936514939094,0.12598815766974242,0.2624223425231256,1.0,0.1363015916700519
10,500,805,2276,0.5,0.7650819926711525,0.8469399329836419,0.05894704558994171,0.125,0.26132969625542507,1.0,0.13467982520243713
11,500,778,2408,0.5,0.7675385827221073,0.8576986730075142,0.06031367598479277,0.125,0.2634859184468444,1.0,0.13568602936572968
12,500,760,2531,0.5,0.7673710986145775,0.8584125397151818,0.06016191901057086,0.125,0.2699862520197594,1.0,0.13504403513128974
13,500,784,2651,0.5,0.7710855278417488,0.8601169445104637,0.06082799453176641,0.125,0.2695897676708546,1.0,0.1355384824186659
14,500,774,2780,0.5,0.7755104292179298,0.8622682492860304,0.06140815910673954,0.12598815766974242,0.2668653426205681,1.0,0.13609612315710778
15,500,778,2883,0.5,0.7764632346166015,0.8625009990131046,0.061361204451597574,0.12598815766974242,0.26977624476153245,1.0,0.1349022162533337
16,500,751,2977,0.5,0.7816377724592118,0.8625009990131046,0.06079038105633629,0.12598815766974242,0.26546742104423376,1.0,0.13354501536062408
17,500,756,3068,0.5,0.7884051991452794,0.8663587504064193,0.06000208166221043,0.12598815766974242,0.2575424577037415,1.0,0.130850705537662
18,500,775,3165,0.5,0.7890066558990229,0.8668704968818671,0.061369830459821716,0.1270001270001905,0.261494357632798,1.0,0.13312425630920433
19,500,763,3259,0.5,0.7929548529916908,0.8668704968818671,0.062159000298206334,0.1270001270001905,0.2591077015283402,1.0,0.1341764135150133
20,500,808,3353,0.5,0.7967638537261079,0.8668704968818671,0.0609157279554237,0.13130643285972254,0.2561600968496455,1.0,0.1321941964728438
21,500,790,3437,0.5,0.7991636886588624,0.8668704968818671,0.061005038201616256,0.13130643285972254,0.2553754490471967,1.0,0.1327332268157378
22,500,771,3509,0.5,0.7996005118307545,0.8736481431344739,0.06260083196416667,0.13130643285972254,0.2583664467586514,1.0,0.13533137567123749
23,500,792,3577,0.5,0.8024987737042166,0.8829238831738766,0.061818740631993385,0.13018891098082386,0.2561177191849073,1.0,0.13317461716427453
24,500,768,3635,0.5,0.8038104121164295,0.8829238831738766,0.06116118803717453,0.13018891098082386,0.25655297374501884,1.0,0.132107003656576
25,500,791,3698,0.5,0.8038031670438184,0.8829238831738766,0.06124894989215423,0.13018891098082386,0.2596209762426215,1.0,0.13248964077194553
26,500,804,3763,0.5,0.8061612175897345,0.8829238831738766,0.06072368986275191,0.13018891098082386,0.2574954093802602,1.0,0.13181321131918414
27,500,798,3826,0.5,0.8074370703473589,0.8829238831738766,0.06096055028147798,0.13018891098082386,0.25761314906611765,1.0,0.1318696221129285
28,500,783,3890,0.5,0.8073643354265206,0.8829238831738766,0.06240635206786962,0.13018891098082386,0.26118844287491094,1.0,0.13444370949455248
29,500,809,3942,0.5,0.8095768954736415,0.8829238831738766,0.06253369631534725,0.13018891098082386,0.25943703995161116,1.0,0.1344187460948456
30,500,816,3986,0.5,0.810570766172613,0.8840631187478523,0.062011505065188634,0.13018891098082386,0.26107148703732685,1.0,0.13321010625107427
31,500,811,4030,0.5,0.8141528040811893,0.8840631187478523,0.061433492190109566,0.12909944487358055,0.2568434890557374,1.0,0.13218154532710336
32,500,787,4065,0.5,0.8156081291510527,0.8851279200301853,0.06145112408418507,0.12909944487358055,0.25747034126751794,1.0,0.13198206000991708
33,500,780,4098,0.5,0.8143478845016685,0.8851279200301853,0.06252742707064989,0.12909944487358055,0.2637687094226886,1.0,0.1329652270438178
34,500,789,4137,0.5,0.8146191317334291,0.8851279200301853,0.06269428345879657,0.12803687993289598,0.26602125338004623,1.0,0.1327562301373348
35,500,792,4183,0.5,0.8163211754686208,0.8851279200301853,0.06308742680032996,0.12803687993289598,0.2652581239428015,1.0,0.13309900346686357
36,500,780,4226,0.5,0.8170682278069644,0.8851279200301853,0.0630263457920458,0.13130643285972254,0.266406032047563,1.0,0.13225519294747326
37,500,774,4254,0.5,0.8182015954138779,0.8851279200301853,0.06306272264219187,0.13130643285972254,0.26674598824202017,1.0,0.13203812851544858
38,500,781,4285,0.5,0.8212156787504266,0.8870412505327917,0.06262302943826412,0.13130643285972254,0.26339040115083867,1.0,0.1313106065975836
39,500,790,4314,0.5,0.8237615314599986,0.8870412505327917,0.06212059357556946,0.13130643285972254,0.2604120650983933,1.0,0.13003289715612282
40,500,766,4344,0.5,0.8246069090649188,0.8870412505327917,0.06210623726217785,0.1336306209562122,0.26060199161154773,1.0,0.1298523502508538
41,500,796,4371,0.5,0.825986312283823,0.892417485011887,0.06240677063495821,0.1336306209562122,0.2603608403659747,1.0,0.1300914793480629
42,500,790,4393,0.5,0.8267756756043676,0.8924279308567176,0.06250898761444845,0.13483997249264842,0.2608413764040053,1.0,0.1298263314270161
43,500,787,4428,0.5,0.8271682185683822,0.8924279308567176,0.06255058086099675,0.13483997249264842,0.26138000492042623,1.0,0.12940915472441325
44,500,781,4451,0.5,0.8285596751946464,0.8924279308567176,0.06275075588051801,0.13736056394868904,0.2609008029072438,1.0,0.12981989605576494
45,500,747,4474,0.5,0.8294088704326968,0.8924279308567176,0.06272976814067341,0.13736056394868904,0.2606255394249092,1.0,0.12985109616844948
46,500,804,4495,0.5,0.830217382619791,0.8924279308567176,0.0628312725182973,0.13736056394868904,0.26049622713399495,1.0,0.12999682372966462
47,500,800,4521,0.5,0.8306485726984129,0.8932181178895479,0.06292994111560966,0.1336306209562122,0.260863983963236,1.0,0.12977602705495772
48,500,756,4541,0.5,0.8313830746392873,0.8955577685075727,0.06305290021995763,0.13245323570650439,0.26083742576280455,1.0,0.12986455549178227
49,500,777,4560,0.5,0.8316793566314752,0.8955577685075727,0.06284912298609327,0.13245323570650439,0.2616867912186736,1.0,0.12933497366059693
50,500,765,4578,0.5,0.8323922236068388,0.8955577685075727,0.06318015065802585,0.1336306209562122,0.26178033983506055,1.0,0.12937461795052158
51,500,760,4591,0.5,0.8331321003356662,0.8955577685075727,0.06352636569349437,0.1336306209562122,0.26136025399385776,1.0,0.12968270979071708
52,500,777,4607,0.5,0.8342522114476822,0.8955577685075727,0.06389032006020072,0.1336306209562122,0.2603567329105133,1.0,0.13011800599576467
53,500,781,4619,0.5,0.8357899956813682,0.8955577685075727,0.06392777746330063,0.1336306209562122,0.2584395442126357,1.0,0.12998297453237181
