gen,0_AAK1,0_ABCA8,0_ABCB5,0_ABLIM3,0_ACO1,0_ACOT4,0_ACP1,0_ACP2,0_ACTA2,0_ADCYAP1,0_ADPGK,0_AIFM3,0_AKAP1,0_AKR1C3,0_AKR1CL1,0_ALAD,0_ALDOB,0_ALG1,0_ALG3,0_ALKBH1,0_ALPK3,0_AMACR,0_AMT,0_ANGPTL1,0_ANGPTL6,0_ANGPTL7,0_ANK2,0_ANKRD20B,0_ANKRD39,0_ANO7,0_ANXA1,0_AOC2,0_AP3B2,0_APOA1,0_APOD,0_AQP7,0_ARF5,0_ARFGAP1,0_ARHGEF10,0_ASPHD2,0_ATP1A2,0_ATP6V1F,0_AZI1,0_B3GALNT1,0_B3GAT1,0_B4GALT4,0_B9D1,0_BAG5,0_BAGE2,0_BAHCC1,0_BAI2,0_BAMBI,0_BAX,0_BBS7,0_BCAS4,0_BCL2L2,0_BCLAF1,0_BDH2,0_BMP5,0_BOK,0_BPIL1,0_BPNT1,0_BRIP1,0_BRSK1,0_BTBD17,0_BTBD8,0_BTC,0_BTF3L4,0_C10orf50,0_C11orf10,0_C11orf92,0_C12orf39,0_C14orf129,0_C14orf139,0_C14orf143,0_C14orf156,0_C14orf166B,0_C14orf1,0_C14orf79,0_C15orf52,0_C17orf48,0_C17orf51,0_C17orf72,0_C17orf75,0_C17orf91,0_C19orf10,0_C19orf12,0_C19orf54,0_C19orf76,0_C1QL2,0_C1QL3,0_C1QTNF6,0_C1orf112,0_C1orf182,0_C1orf210,0_C1orf31,0_C21orf130,0_C21orf29,0_C21orf34,0_C21orf71,0_C21orf90,0_C2CD2,0_C2orf29,0_C2orf40,0_C2orf48,0_C3orf36,0_C4orf26,0_C4orf36,0_C5orf23,0_C5orf55,0_C6orf120,0_C6orf125,0_C6orf127,0_C6orf141,0_C6orf142,0_C6orf58,0_C6orf72,0_C7orf34,0_C7orf50,0_C7orf57,0_C8orf38,0_C8orf51,0_C9orf125,0_C9orf171,0_C9orf66,0_C9orf79,0_C9orf85,0_CACHD1,0_CALB2,0_CALML4,0_CALY,0_CAMP,0_CAPZA1,0_CASP9,0_CBL,0_CC2D2B,0_CCAR1,0_CCDC11,0_CCDC141,0_CCDC149,0_CCDC150,0_CCDC28A,0_CCDC36,0_CCDC69,0_CCDC74A,0_CCDC78,0_CCDC85A,0_CCL1,0_CCNK,0_CCS,0_CD1A,0_CD209,0_CD48,0_CD99L2,0_CDC14B,0_CDC42EP2,0_CDC42EP3,0_CDH26,0_CDH4,0_CELF6,0_CELSR3,0_CEL,0_CENPF,0_CENPK,0_CENPL,0_CENPO,0_CEP68,0_CEP70,0_CERK,0_CES1,0_CFD,0_CFHR1,0_CHCHD8,0_CHMP6,0_CHRFAM7A,0_CHRNA1,0_CHRNA9,0_CHURC1,0_CIB3,0_CIDEC,0_CKMT2,0_CLDN23,0_CLDND2,0_CLEC14A,0_CLEC4M,0_CLEC6A,0_CLK2P,0_CLRN1OS,0_CMAH,0_CNIH2,0_CNPY2,0_COG3,0_COG8,0_COL14A1,0_COMMD1,0_COMP,0_COPS4,0_COPS7A,0_CORO2B,0_COX6B1,0_CPA3,0_CPNE8,0_CRISP3,0_CRISPLD1,0_CRTAC1,0_CSAG3,0_CS,0_CTDSPL,0_CTTNBP2,0_CUL5,0_CXCL13,0_CXCL2,0_CXCR2,0_CXorf22,0_CXorf57,0_CYP1A1,0_CYP1A2,0_CYP24A1,0_CYP26B1,0_CYP27B1,0_CYP2S1,0_CYP4B1,0_CYP4F11,0_CYP4F3,0_CYTL1,0_DAB2IP,0_DAB2,0_DAXX,0_DBC1,0_DCAF10,0_DCDC2,0_DCT,0_DEPDC1,0_DHRS13,0_DHRS7C,0_DIRC3,0_DKK4,0_DLK1,0_DMRTA1,0_DNAH2,0_DNMT3A,0_DPP3,0_DPYSL2,0_DQX1,0_DSG4,0_DTX1,0_E2F2,0_E2F3,0_ECE2,0_ECEL1,0_ECM2,0_EDA2R,0_EDEM2,0_EDF1,0_EDN3,0_EEPD1,0_EFS,0_EFTUD2,0_EGFL7,0_EGFR,0_EGR1,0_EHBP1,0_EIF5AL1,0_ELAVL1,0_ELK1,0_ELOVL2,0_EMID2,0_EPC2,0_EPS8L1,0_ERGIC3,0_ESR2,0_EVC2,0_EXOC1,0_F5,0_FADD,0_FAM107A,0_FAM124A,0_FAM125B,0_FAM126A,0_FAM184B,0_FAM189B,0_FAM190B,0_FAM19A2,0_FAM200B,0_FAM49A,0_FAM57B,0_FAM70A,0_FAM71E1,0_FAM72B,0_FAM7A3,0_FAM89B,0_FAM9C,0_FAT4,0_FCGR1A,0_FCRL4,0_FEM1B,0_FEZ1,0_FGF7,0_FGFBP2,0_FGGY,0_FIBP,0_FILIP1,0_FKBP4,0_FLJ42289,0_FLJ90757,0_FLT1,0_FLVCR1,0_FLYWCH2,0_FN1,0_FNDC3A,0_FOXK1,0_FOXP3,0_FOXQ1,0_FREM1,0_FSTL1,0_FTSJ1,0_FXC1,0_FZD7,0_FZD8,0_GABPA,0_GABRA4,0_GABRG1,0_GAD1,0_GANAB,0_GAS6,0_GAS7,0_GATA6,0_GATAD2A,0_GBAP1,0_GFAP,0_GINS4,0_GIT1,0_GLRA2,0_GLRX2,0_GML,0_GNG11,0_GNG13,0_GNPAT,0_GOLGA8G,0_GOLGA9P,0_GPAM,0_GPATCH4,0_GPLD1,0_GPR124,0_GPR126,0_GPR132,0_GPR15,0_GPR89A,0_GRAPL,0_GRB2,0_GREB1L,0_GRIK1,0_GRM4,0_GRM7,0_GSN,0_H2AFZ,0_HAGHL,0_HAS1,0_HBA1,0_HBG2,0_HCG22,0_HCG2P7,0_HDAC1,0_HDGF,0_HECA,0_HES5,0_HHIP,0_HIBCH,0_HIC1,0_HINT2,0_HIST1H2AJ,0_HIST1H2AL,0_HIST1H2BC,0_HIST1H3B,0_HIST1H3C,0_HIST1H3J,0_HIST1H4D,0_HIST1H4J,0_HIST2H2BE,0_HIST2H4A,0_HIST3H2A,0_HIVEP2,0_HKR1,0_HLA-DPB2,0_HLA-DRA,0_HLA-G,0_HMGB3,0_HOXA1,0_HOXA9,0_HOXB13,0_HPCA,0_HPN,0_HR,0_HSD3B7,0_HTR1D,0_HTR2A,0_HYAL1,0_ID3,0_IDO2,0_IFI6,0_IFNGR1,0_IGFL3,0_IGSF10,0_IGSF9,0_IL13,0_IL17B,0_IL18,0_IL1RAPL2,0_IL6,0_IMP5,0_INS-IGF2,0_IQCG,0_IRX4,0_ISLR2,0_ISOC2,0_ITGA9,0_ITGAL,0_KANK2,0_KATNAL1,0_KAZ,0_KCNA1,0_KCNAB1,0_KCNJ11,0_KCNK3,0_KCNMB1,0_KIAA0427,0_KIAA0467,0_KIAA0562,0_KIAA1239,0_KIAA1328,0_KIAA1522,0_KIAA1614,0_KIAA2013,0_KIDINS220,0_KIF15,0_KIF1A,0_KIF23,0_KIF25,0_KLC2,0_KLF7,0_KLHL12,0_KLHL33,0_KLHL35,0_KRT1,0_L1CAM,0_LAMA2,0_LAMC3,0_LCLAT1,0_LENG8,0_LGALS9C,0_LGR4,0_LHFP,0_LIFR,0_LMNB2,0_LOC100287227,0_LOC283731,0_LOC283856,0_LOC283914,0_LOC387647,0_LOC388588,0_LOC388955,0_LOC644538,0_LOC647946,0_LOC653113,0_LOC728264,0_LOC728723,0_LOC91149,0_LOXHD1,0_LPIN1,0_LQK1,0_LRCH2,0_LRP11,0_LRP1,0_LRP5,0_LRRC23,0_LRRC3B,0_LSM3,0_LSMD1,0_LSS,0_LST1,0_LUZP2,0_LYPLAL1,0_MAB21L1,0_MAF,0_MAGEA1,0_MAMDC2,0_MAP2K5,0_MAPK11,0_MAPRE1,0_MARCH4,0_MBLAC2,0_MBNL2,0_MEA1,0_MEOX1,0_MET,0_MFAP4,0_MGAT2,0_MIA2,0_MID1,0_MLST8,0_MMP12,0_MMP23B,0_MMP27,0_MORN3,0_MPPED2,0_MPV17L2,0_MRGPRF,0_MRPS17,0_MRPS18C,0_MS4A2,0_MS4A8B,0_MSH2,0_MSX1,0_MT1L,0_MUM1,0_MUS81,0_MVP,0_MYBPH,0_MYLK4,0_MYOCD,0_MYOC,0_NAP1L2,0_NAT8B,0_NBPF22P,0_NBR2,0_NCF2,0_NCRNA00052,0_NDUFA9,0_NDUFAB1,0_NDUFB4,0_NDUFB7,0_NEDD4,0_NELL2,0_NEUROG2,0_NFE2,0_NFRKB,0_NKAIN1,0_NKIRAS2,0_NLRP7,0_NPM2,0_NPR3,0_NPRL2,0_NR2C2AP,0_NRG2,0_NVL,0_NXNL1,0_ODF2,0_ODZ3,0_OR10V1,0_OR13F1,0_OR1C1,0_OR1E2,0_OR2AG1,0_OR2L2,0_OR4C45,0_OR4F6,0_OR51F2,0_OR52E6,0_OR52N5,0_ORC6L,0_ORMDL2,0_OST4,0_OXGR1,0_P2RY11,0_PAFAH1B1,0_PAK1,0_PALMD,0_PARN,0_PASK,0_PAX1,0_PCBP1,0_PCBP3,0_PCDH10,0_PCDHB12,0_PCDHGA1,0_PCDHGB6,0_PCK2,0_PCOLCE2,0_PCSK5,0_PDCL3,0_PDE1B,0_PDE1C,0_PDE3B,0_PDE4C,0_PDPR,0_PDZD11,0_PDZRN4,0_PEX13,0_PFKFB1,0_PGA3,0_PHLDB1,0_PIGU,0_PIP5K1B,0_PITPNM3,0_PKMYT1,0_PLA2G4A,0_PLAC1,0_PLCH2,0_PLCXD1,0_PLCXD3,0_PLEK2,0_PLEKHA9,0_PLRG1,0_PMF1,0_PMS2L1,0_PNLIPRP2,0_PODXL,0_POLE,0_POLR1D,0_POLR2G,0_PON3,0_PPARGC1A,0_PPFIBP2,0_PPIB,0_PPP1R15A,0_PPP2R4,0_PPP3R2,0_PPP4R1L,0_PRDM5,0_PRDX1,0_PRIM2,0_PRIMA1,0_PRKG1,0_PRKG2,0_PRKRIP1,0_PRPS2,0_PRR19,0_PRRG3,0_PRSS12,0_PSEN1,0_PSENEN,0_PSG6,0_PSKH1,0_PSMB4,0_PSMC3IP,0_PSPC1,0_PTBP1,0_PTGFR,0_PTH1R,0_PXN,0_PYCR2,0_PYY2,0_RAB10,0_RAB25,0_RAET1E,0_RANBP17,0_RAPGEF3,0_RASAL2,0_RBMS2,0_RBMS3,0_RDH11,0_REEP4,0_RELL2,0_REPS1,0_RERE,0_REV3L,0_RFFL,0_RGS10,0_RGS1,0_RGS8,0_RHOXF1,0_RHPN1,0_RIC3,0_RNASE9,0_RNASEH2A,0_RND3,0_RNF112,0_RNF128,0_RNF187,0_RNF214,0_ROBO2,0_ROGDI,0_RORB,0_RPH3A,0_RPL26L1,0_RPL38,0_RPP21,0_RPS4Y1,0_RPUSD1,0_RRAGD,0_RRM2,0_RSPO3,0_RXRA,0_RYK,0_S100A4,0_S100B,0_SAC3D1,0_SAP130,0_SBK1,0_SCAMP3,0_SCG3,0_SCGB1D2,0_SCGN,0_SCLY,0_SDR39U1,0_SEMA3D,0_SEMA3F,0_SEMA4D,0_SEPT12,0_SERPINA1,0_SF3B14,0_SF3B2,0_SF3B4,0_SFRS2,0_SFRS5,0_SFTPA1,0_SFTPD,0_SGK2,0_SGPL1,0_SHROOM4,0_SILV,0_SIX4,0_SKA1,0_SKI,0_SLA2,0_SLC12A3,0_SLC13A5,0_SLC14A2,0_SLC16A12,0_SLC23A1,0_SLC25A15,0_SLC25A30,0_SLC25A41,0_SLC25A42,0_SLC25A4,0_SLC39A4,0_SLC4A4,0_SLC5A11,0_SLC6A3,0_SLIT3,0_SLITRK3,0_SLITRK5,0_SMPDL3B,0_SMR3B,0_SMS,0_SNAPC2,0_SNHG5,0_SNHG8,0_SNRPC,0_SNRPE,0_SNX18,0_SNX33,0_SNX3,0_SNX4,0_SOCS2,0_SPATA22,0_SPDYA,0_SPG21,0_SPINK4,0_SPTBN1,0_SRC,0_SRL,0_SRP54,0_SS18L2,0_SSTR2,0_ST6GALNAC3,0_ST7L,0_ST8SIA1,0_STAB1,0_STAT1,0_STIM2,0_STON1-GTF2A1L,0_STRADB,0_STX4,0_STXBP2,0_STXBP5,0_SYAP1,0_SYCE2,0_SYN3,0_SYNE2,0_SYNGR2,0_SYT15,0_SYT1,0_SYT4,0_TAC1,0_TAF10,0_TAPBP,0_TARBP1,0_TARSL2,0_TBC1D3H,0_TBC1D7,0_TBCE,0_TBL3,0_TBP,0_TBR1,0_TCF21,0_TCP10L2,0_TCTEX1D2,0_TDRD5,0_TELO2,0_TESC,0_TFDP1,0_TFE3,0_TFPT,0_TGFB1I1,0_TGFBR3,0_THEM5,0_THG1L,0_THSD7B,0_TIFAB,0_TIMELESS,0_TIMM8B,0_TIRAP,0_TMEM147,0_TMEM155,0_TMEM184C,0_TMEM219,0_TMEM31,0_TMEM43,0_TMEM82,0_TMEM88,0_TMEM8A,0_TMOD4,0_TMUB1,0_TNFRSF11A,0_TNNI3,0_TNNT1,0_TNNT3,0_TNS1,0_TOMM5,0_TOX3,0_TRAF4,0_TRAT1,0_TRIM35,0_TRIM50,0_TRIM59,0_TRIM67,0_TRIP13,0_TRIT1,0_TRMT112,0_TRPM6,0_TRPS1,0_TSLP,0_TSPAN33,0_TSPAN8,0_TSPYL1,0_TTYH1,0_TUBA3E,0_TWF1,0_TWISTNB,0_TXNDC11,0_TYROBP,0_TYRP1,0_UBE2DNL,0_UBE2R2,0_UBL5,0_UBQLNL,0_UBXN11,0_UCK2,0_UGT2B4,0_UQCRQ,0_USP17L6P,0_USP22,0_USPL1,0_VAMP8,0_VANGL1,0_VASN,0_VAT1L,0_VIP,0_VPS36,0_VPS45,0_VSIG1,0_VWCE,0_WAC,0_WASF3,0_WDR66,0_WDR74,0_WDR75,0_XPNPEP2,0_YY1AP1,0_ZBED5,0_ZBTB44,0_ZBTB9,0_ZC3H15,0_ZCCHC4,0_ZDHHC14,0_ZFC3H1,0_ZFHX3,0_ZFHX4,0_ZKSCAN4,0_ZNF138,0_ZNF354B,0_ZNF426,0_ZNF501,0_ZNF579,0_ZNF581,0_ZNF658,0_ZNF695,0_ZNF804B,0_ZP1,0_ZSCAN1
0,0,0,35,0,0,0,0,0,0,152,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,13,0,22,161,0,0,0,0,0,73,0,0,0,10,0,0,0,0,22,82,71,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,161,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,138,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,79,0,114,0,0,0,0,55,0,0,0,178,0,0,0,112,62,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,120,9,30,0,0,0,40,0,91,151,0,0,0,112,0,54,0,0,0,130,28,0,50,0,0,0,0,0,15,0,0,0,0,11,0,26,0,58,0,0,0,0,0,0,0,0,0,78,0,151,0,0,0,0,0,0,0,49,0,0,0,0,0,79,52,0,0,0,0,0,0,4,0,0,0,0,0,84,0,0,0,0,0,106,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,120,70,0,0,0,0,0,0,40,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,42,0,57,0,0,0,115,121,24,0,0,0,3,22,32,0,0,123,0,0,0,207,0,0,0,0,0,0,26,0,0,0,0,0,0,0,32,0,0,177,0,112,17,0,0,7,0,7,61,0,113,0,0,0,0,0,0,34,0,170,0,0,0,29,0,0,0,0,33,229,0,0,0,0,0,0,145,0,21,86,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,125,228,0,0,0,0,0,44,0,54,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,36,0,0,0,0,0,69,92,150,0,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,90,0,104,0,0,26,0,0,0,0,49,0,0,0,0,0,0,22,0,0,0,0,0,79,84,0,0,12,0,0,0,0,0,36,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,4,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,4,0,0,0,1,0,0,197,169,0,0,0,0,0,165,40,0,0,0,177,0,40,0,0,71,0,90,0,75,0,0,229,0,0,0,0,59,79,0,153,0,0,134,0,0,149,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,118,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,30,0,19,0,0,0,0,9,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,37,0,0,166,0,84,0,0,0,0,0,31,14,0,0,0,108,0,0,0,0,0,18,0,0,0,0,0,0,0,18,0,68,0,0,0,0,0,130,0,0,0,0,0,0,151,0,0,0,0,0,0,0,69,0,0,0,139,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,220,112
100,0,0,0,0,0,1,0,5,35,0,0,0,54,0,1,1,0,0,11,0,1,0,0,1,0,4,0,0,2,155,0,0,6,0,8,0,0,0,8,0,0,1,1,2,0,0,1,2,7,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,0,0,58,157,0,1,0,20,11,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,3,3,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,1,0,3,46,148,4,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,16,0,0,0,0,3,0,0,0,0,0,1,1,0,2,0,0,0,1,18,1,6,0,1,1,0,0,33,1,111,4,0,0,1,106,0,37,0,0,0,6,0,0,477,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,26,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,0,0,287,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,19,0,193,11,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,152,0,0,60,2,0,0,0,0,0,0,0,30,3,0,0,0,4,3,0,2,38,0,1,0,0,0,0,0,0,2,0,0,1,0,0,4,0,0,2,1,24,0,3,364,0,0,0,0,0,0,0,0,452,0,0,0,0,0,0,2,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,40,1,77,109,0,1,0,0,0,0,0,1,0,128,1,7,0,207,0,3,6,0,0,3,0,0,0,0,0,0,3,1,0,1,0,0,1,75,1,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,334,0,0,0,0,0,123,0,0,0,406,0,1,2,0,2,0,179,1,0,0,0,0,0,0,0,0,0,12,0,3,0,275,0,1,7,0,0,0,0,0,476,0,0,0,0,13,0,0,0,0,0,25,0,0,1,1,0,0,4,13,1,0,0,0,2,0,0,0,0,1,0,0,1,4,0,0,0,1,0,2,0,0,0,0,0,1,1,2,0,1,0,0,0,0,1,1,96,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,7,0,330,0,4,1,0,1,0,10,0,0,0,1,0,1,4,0,0,1,1,0,1,0,0,3,0,0,0,0,2,15,1,1,1,0,0,0,0,0,143,0,36,2,0,0,15,0,3,0,0,0,3,0,0,2,0,0,78,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,355,0,3,0,0,0,0,0,0,38,0,227,0,1,3,1,8,0,0,0,1,0,1,2,0,18,0,0,1,0,0,3,4,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,410,1,0,4,0,0,0,1,0,0,0,0,0,5,2,404,1,1,0,1,0,0,0,3,0,0,0,6,404,42,0,1,2,0,4,322,0,0,0,1,57,0,0,0,0,0,1,0,0,0,0,0,276,5,0,3,1,150,0,0,0,0,0,89,1,0,362,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,13,1,3,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,4,1,1,0,1,0,0,0,0,60,0,3,0,8,0,409,0,225,0,0,0,34,6,0,0,1,0,1,4,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,4,11,3,0,363,0,1,0,0,0,3,241,0,0,1,0,0,1,0,0,1,2,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,17,4,0,0,1,1,0,36,366,143
200,0,0,0,3,0,0,0,0,8,0,0,1,0,0,52,0,1,0,0,0,0,5,1,0,0,0,0,0,0,272,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,78,0,0,1,22,0,0,1,0,0,1,1,2,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,33,188,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,0,1,0,1,0,0,0,0,0,0,16,0,0,0,3,0,19,153,0,1,0,1,169,1,0,1,0,1,0,1,0,479,0,0,0,0,1,18,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,236,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,298,0,9,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,175,1,0,0,0,0,0,0,0,62,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,436,0,0,0,4,0,3,0,0,2,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,54,0,0,1,0,0,0,0,0,0,130,0,0,1,153,1,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,76,0,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,316,1,0,3,0,0,121,0,0,0,404,0,0,0,1,0,0,176,0,0,0,0,0,0,1,0,0,0,23,1,0,1,215,1,0,0,0,1,3,0,0,468,0,2,0,0,0,0,4,0,9,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,2,0,8,0,0,4,0,0,0,3,0,0,0,0,8,1,0,0,0,1,0,1,6,0,0,0,0,117,29,11,1,0,0,1,0,0,1,4,0,0,0,2,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,220,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,0,0,58,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0,0,1,0,1,0,0,0,0,0,191,0,0,2,0,0,0,0,2,1,3,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2,0,0,0,10,0,0,404,0,0,0,0,1,0,0,0,0,1,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,25,0,353,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,114,0,0,0,0,132,0,0,0,55,0,2,0,0,390,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0,1,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,14,0,0,0,0,2,0,0,0,0,0,1,0,0,2,189,3,0,0,0,0,354,0,271,27,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,29,0,348,2,1,0,0,1,0,190,3,1,0,0,0,0,2,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,342,0
