gen,0_AADACL2,0_AASDH,0_ABCA10,0_ABCC2,0_ABCC6,0_ABCG8,0_ABHD14B,0_ABL1,0_ABR,0_ACER1,0_ACP2,0_ACSM2A,0_ACSM2B,0_ACTR3,0_ACVR1,0_ACVRL1,0_ADAM12,0_ADAM19,0_ADAM8,0_ADAMTS1,0_ADCK2,0_ADCY4,0_ADCY8,0_ADH1C,0_ADH4,0_ADH7,0_ADPRHL2,0_ADRA1B,0_ADRB2,0_ADRB3,0_AFF1,0_AGRN,0_AGXT,0_AHSA1,0_AIFM3,0_AIG1,0_AIM1L,0_AKAP5,0_AKAP6,0_AKR1C1,0_AKR1C2,0_AKR1C3,0_AKR1E2,0_ALDH18A1,0_ALG6,0_ALG8,0_ALKBH2,0_ALOX15,0_ALPK3,0_ALPL,0_AMBRA1,0_ANGPT1,0_ANGPT4,0_ANGPTL7,0_ANK2,0_ANKMY2,0_ANKRD13B,0_ANKRD20A3,0_ANO1,0_ANO7,0_ANPEP,0_ANXA6,0_AOC2,0_AOX1,0_APOBEC3B,0_APOB,0_APRT,0_AQPEP,0_ARFGAP1,0_ARID5B,0_ARL16,0_ARPC1B,0_ARPC3,0_ART4,0_ASAM,0_ASPG,0_ATAD2,0_ATP1B2,0_ATP2B2,0_ATP5J2,0_ATXN3L,0_ATXN8OS,0_AURKAPS1,0_B3GALT2,0_BACE1,0_BAIAP2,0_BAMBI,0_BCHE,0_BCL8,0_BGN,0_BHLHA15,0_BMP3,0_BMP8A,0_BOK,0_BOP1,0_BRAF,0_BRD4,0_BTBD10,0_BTNL9,0_C10orf10,0_C10orf140,0_C10orf47,0_C10orf72,0_C11orf70,0_C11orf87,0_C12orf32,0_C12orf70,0_C13orf15,0_C14orf109,0_C14orf79,0_C15orf21,0_C15orf29,0_C15orf2,0_C17orf62,0_C17orf67,0_C18orf34,0_C18orf56,0_C19orf12,0_C19orf26,0_C19orf40,0_C19orf54,0_C1QTNF7,0_C1orf114,0_C1orf168,0_C1orf182,0_C20orf20,0_C21orf29,0_C21orf57,0_C21orf70,0_C2CD4B,0_C2orf84,0_C2orf86,0_C3orf16,0_C3orf64,0_C3orf67,0_C4orf46,0_C5,0_C6orf127,0_C6orf138,0_C6orf142,0_C6orf162,0_C6orf225,0_C6orf57,0_C6orf81,0_C6orf89,0_C7orf16,0_C7orf29,0_C7orf59,0_C7,0_C8orf34,0_C9orf153,0_C9orf45,0_CABYR,0_CACNA1G,0_CALR,0_CALY,0_CASP12,0_CAV1,0_CAV3,0_CCDC116,0_CCDC121,0_CCDC135,0_CCDC21,0_CCDC54,0_CCDC68,0_CCHCR1,0_CCL11,0_CCL13,0_CCL20,0_CCL24,0_CCL25,0_CCL2,0_CCNK,0_CCT3,0_CD14,0_CD163L1,0_CD19,0_CD99L2,0_CDC20,0_CDC6,0_CDH12,0_CDH2,0_CDHR4,0_CDK11A,0_CDKN2BAS,0_CEACAM20,0_CELF2,0_CEL,0_CENPA,0_CENPI,0_CFHR1,0_CFHR3,0_CGB8,0_CGREF1,0_CHCHD1,0_CHD9,0_CHL1,0_CHMP4A,0_CHRNA1,0_CHRNA9,0_CIDEC,0_CKAP2L,0_CKMT1B,0_CKS2,0_CLC,0_CLEC18C,0_CLEC2D,0_CLEC4M,0_CLEC6A,0_CLIC2,0_CLIC5,0_CLN6,0_CLNS1A,0_CLTA,0_CNTNAP2,0_COL10A1,0_COL24A1,0_COL28A1,0_COMP,0_COPB2,0_COPG,0_CORIN,0_CORO1A,0_CORO1B,0_COTL1,0_COX6C,0_CPB2,0_CPNE2,0_CPNE7,0_CPSF2,0_CPSF4,0_CR1,0_CRB3,0_CRISPLD1,0_CSN3,0_CSNK2B,0_CSPG5,0_CST2,0_CST4,0_CS,0_CTSE,0_CUBN,0_CUTA,0_CX3CR1,0_CXCL12,0_CYP2U1,0_CYP4B1,0_CYTH3,0_DAB2IP,0_DCAF12,0_DCDC2,0_DCI,0_DCUN1D4,0_DDAH1,0_DDR2,0_DDX11,0_DEFB1,0_DEPDC1,0_DES,0_DFNA5,0_DGAT1,0_DGAT2,0_DHRS3,0_DHX37,0_DIRAS2,0_DIRC3,0_DKC1,0_DKFZp434J0226,0_DKK4,0_DLC1,0_DNAH6,0_DNMT1,0_DOK4,0_DPH2,0_DPP6,0_DRD1,0_DSC1,0_DTHD1,0_DUSP14,0_DUSP27,0_DUXA,0_DYNC1LI1,0_EBF2,0_EBP,0_ECEL1,0_EDA2R,0_EDN3,0_EEPD1,0_EFHA2,0_EFHB,0_EHBP1,0_EIF2S2,0_EIF6,0_ELANE,0_ELTD1,0_EMP1,0_EMX2OS,0_ENPEP,0_ENTPD7,0_EPAS1,0_EPB41L2,0_EPB41L4B,0_EPB42,0_EPDR1,0_EPHA5,0_EPR1,0_EPYC,0_ERMAP,0_ERP27,0_ESYT1,0_ETFA,0_ETFDH,0_ETV7,0_EVPL,0_EYA1,0_EYA4,0_F13A1,0_F2RL2,0_F8,0_FADS2,0_FAIM3,0_FAM125B,0_FAM133A,0_FAM159A,0_FAM164A,0_FAM172A,0_FAM177A1,0_FAM180A,0_FAM180B,0_FAM195A,0_FAM19A2,0_FAM47E,0_FAM53C,0_FAM57B,0_FAM70A,0_FAM7A2,0_FBXL19,0_FBXO31,0_FBXO46,0_FCER2,0_FCRLB,0_FER1L5,0_FFAR3,0_FGF12,0_FGF20,0_FGF8,0_FGFBP2,0_FIG4,0_FILIP1,0_FLG2,0_FLJ37543,0_FLJ42875,0_FN1,0_FNDC5,0_FOXP4,0_FOXRED2,0_FTSJD1,0_FUBP1,0_FUS,0_FUT10,0_FXYD1,0_GABARAPL1,0_GABPA,0_GABRA1,0_GABRA4,0_GABRE,0_GABRG1,0_GADL1,0_GALNTL2,0_GBA,0_GEMIN8P4,0_GHR,0_GINS1,0_GINS4,0_GJA3,0_GLDN,0_GLG1,0_GLP2R,0_GNA12,0_GNAI1,0_GNB2,0_GOLGA2P3,0_GOLGA5,0_GOLGA8DP,0_GOLPH3,0_GOPC,0_GPATCH4,0_GPC2,0_GPC3,0_GPD1,0_GPR107,0_GPR109B,0_GPR112,0_GPR123,0_GPR132,0_GPR146,0_GPR50,0_GPR68,0_GPR89A,0_GPRASP1,0_GREB1L,0_GRIK1,0_GRIK5,0_GRIN2B,0_GRM7,0_GRTP1,0_GTF2IRD2P1,0_GYS2,0_H1F0,0_H1FNT,0_H2AFY,0_H2AFZ,0_HAGHL,0_HAS1,0_HBB,0_HBG1,0_HCG22,0_HCG2P7,0_HDAC4,0_HEG1,0_HERC2P2,0_HES5,0_HFM1,0_HGS,0_HIBADH,0_HINT3,0_HIST1H2BC,0_HIST1H2BD,0_HIST1H2BH,0_HIST1H3D,0_HIST1H4J,0_HIST2H3C,0_HIST3H2BB,0_HLA-DOB,0_HLA-DPB2,0_HLA-G,0_HLF,0_HMGA1,0_HMGB3,0_HMMR,0_HMX2,0_HNRNPR,0_HORMAD2,0_HOXC5,0_HOXD11,0_HOXD1,0_HOXD4,0_HOXD9,0_HPDL,0_HSD17B3,0_HSPA1A,0_HSPA6,0_HSPB8,0_HTR1D,0_HTR2A,0_HTR2B,0_HTR4,0_HTRA4,0_HYAL1,0_ID4,0_IFNA8,0_IGF1,0_IGF2AS,0_IGF2,0_IGFALS,0_IGFBPL1,0_IL17RE,0_IL1RAPL2,0_IL6,0_ILDR2,0_INA,0_INMT,0_INPP5A,0_IPO4,0_IQCJ,0_IQSEC3,0_IRF2,0_IRX6,0_ISCU,0_ITGA7,0_ITPR1,0_ITSN1,0_KANK1,0_KCNA4,0_KCNE3,0_KCNH5,0_KCNIP1,0_KCNJ11,0_KCNJ12,0_KCNJ16,0_KCNK3,0_KCTD10,0_KCTD12,0_KCTD16,0_KCTD8,0_KIAA0232,0_KIAA1211,0_KIAA1462,0_KIAA1524,0_KIAA1598,0_KIAA1644,0_KIAA1908,0_KIF14,0_KIF1A,0_KIF26B,0_KIF2C,0_KLF1,0_KLF4,0_KLF9,0_KLHDC4,0_KLHL29,0_KLHL32,0_KLHL35,0_KLRC2,0_KLRF1,0_KPNA2,0_KREMEN2,0_KRI1,0_KRT1,0_KRT20,0_KRT34,0_KRTAP5-1,0_KRTAP5-6,0_KRTCAP3,0_L1CAM,0_LALBA,0_LCAT,0_LCE3D,0_LGALS12,0_LHCGR,0_LHFPL3,0_LHFP,0_LHX5,0_LHX6,0_LIMA1,0_LIMS2,0_LIPE,0_LLGL2,0_LOC100128675,0_LOC100128977,0_LOC100130148,0_LOC100188947,0_LOC100192378,0_LOC100240735,0_LOC100287227,0_LOC134466,0_LOC144742,0_LOC148145,0_LOC150185,0_LOC201651,0_LOC283174,0_LOC285735,0_LOC286367,0_LOC375190,0_LOC387646,0_LOC399815,0_LOC399959,0_LOC400696,0_LOC400931,0_LOC440461,0_LOC642597,0_LOC647859,0_LOC647946,0_LOC650368,0_LOC654342,0_LOC729467,0_LPAR2,0_LPHN3,0_LPPR4,0_LRCH2,0_LRFN1,0_LRP5,0_LRRC18,0_LRRC2,0_LRRC55,0_LRRC59,0_LRRC66,0_LRRC70,0_LRRC8D,0_LRRFIP2,0_LRRTM3,0_LRRTM4,0_LTBP4,0_LYNX1,0_MAB21L2,0_MAD2L1,0_MAGIX,0_MAG,0_MAN1C1,0_MANF,0_MAP1B,0_MAP1LC3C,0_MAP6D1,0_MAPK8IP2,0_MASP1,0_MATN2,0_MCART6,0_MCEE,0_MCM3,0_MCM4,0_MCOLN2,0_MELK,0_MEOX2,0_MERTK,0_MESP1,0_MEST,0_METTL7A,0_MFAP5,0_MGC45800,0_MGC70857,0_MGC72080,0_MIA2,0_MICALL2,0_MINA,0_MKI67,0_MKX,0_MLL4,0_MLST8,0_MLXIPL,0_MMGT1,0_MMP10,0_MMP12,0_MMP1,0_MMP3,0_MMRN1,0_MRPS26,0_MTA1,0_MTA2,0_MTNR1A,0_MUC1,0_MUC5B,0_MYBPH,0_MYH11,0_MYO16,0_MYOC,0_N4BP1,0_NAALAD2,0_NANS,0_NAT14,0_NAT8L,0_NBPF3,0_NBR2,0_NCAPH,0_NCDN,0_NCRNA00115,0_NCRNA00119,0_NDEL1,0_NDFIP1,0_NDP,0_NECAB2,0_NEUROG2,0_NFE2L2,0_NFE2,0_NFKBIL1,0_NGDN,0_NIPSNAP3B,0_NLRP7,0_NMU,0_NOP16,0_NOP2,0_NOP56,0_NOP58,0_NOS1,0_NPM1,0_NPM3,0_NPR3,0_NR2F6,0_NR3C2,0_NR5A2,0_NRK,0_NRXN1,0_NSUN2,0_NTN5,0_NUDC,0_OAF,0_ODF3L2,0_ODZ3,0_OIT3,0_OLAH,0_OR13C4,0_OR13C5,0_OR51E1,0_OR52H1,0_OR6C68,0_OR8G2,0_ORM1,0_OSCAR,0_OXNAD1,0_OXTR,0_P2RY11,0_P2RY14,0_PAF1,0_PAK3,0_PARP12,0_PARVA,0_PAX6,0_PCDHA10,0_PCDHA8,0_PCDHB15,0_PCDHB7,0_PCDHGA11,0_PCDHGA1,0_PCDHGA4,0_PCDHGB5,0_PDC,0_PDF,0_PDGFRL,0_PDHX,0_PDIA4,0_PDIA5,0_PDK2,0_PDLIM3,0_PDSS2,0_PDZD2,0_PDZK1P1,0_PENK,0_PGA4,0_PGM5,0_PHLDB1,0_PHTF2,0_PIK3C2G,0_PIK3IP1,0_PITX1,0_PJA2,0_PKD1L2,0_PKD2,0_PKHD1L1,0_PKIB,0_PLA2G16,0_PLAC1,0_PLAC9,0_PLCD3,0_PLEK2,0_PLEKHH1,0_PLEKHO1,0_PLXND1,0_PMP2,0_PMVK,0_PNCK,0_POLR1C,0_POLR3K,0_PON3,0_POP7,0_POU3F2,0_PPAP2A,0_PPARG,0_PPM1D,0_PPM1G,0_PPP1R14A,0_PPP1R1A,0_PPP2R5D,0_PRAMEF4,0_PRDM1,0_PRICKLE2,0_PRINS,0_PRKAR2B,0_PRKCA,0_PRKD1,0_PRKG2,0_PROK1,0_PROL1,0_PRSS1,0_PRSS35,0_PSMB10,0_PSMC3IP,0_PSMD8,0_PTCHD3,0_PTGFR,0_PTGR1,0_PTPN2,0_PTPN6,0_PTPRB,0_PTPRH,0_PTPRQ,0_PTTG1,0_PYCRL,0_PYROXD2,0_PYY2,0_QKI,0_RAB3A,0_RAB3B,0_RAB3IP,0_RAC3,0_RAPGEFL1,0_RARRES2,0_RASGRF2,0_RASGRP1,0_RASL11A,0_RBM28,0_RBMS2,0_RBMS3,0_RBP4,0_RBP7,0_RCAN1,0_RCBTB2,0_RCC1,0_RDM1,0_RELL2,0_RFX2,0_RFX3,0_RFX6,0_RGAG4,0_RGPD6,0_RGS6,0_RNASE9,0_RNF157,0_RNF34,0_RNF41,0_ROBO3,0_ROGDI,0_RPL19,0_RPS4Y1,0_RPSAP58,0_RUFY4,0_RUSC1,0_RUVBL2,0_RWDD1,0_RYR3,0_S100A12,0_S1PR1,0_SAA2,0_SALL4,0_SAP130,0_SART3,0_SASH1,0_SBNO2,0_SCGB3A2,0_SCN2A,0_SCN4A,0_SCN5A,0_SCN7A,0_SCN9A,0_SCNN1B,0_SCRN1,0_SCRN2,0_SDHAP1,0_SDHAP2,0_SDR39U1,0_SEC13,0_SEC14L3,0_SEH1L,0_SEMA3D,0_SEMA7A,0_SEPT12,0_SERPINA1,0_SERPINA3,0_SET,0_SF3B4,0_SFPQ,0_SFRP4,0_SFRS2B,0_SFTPA1,0_SFTPB,0_SGCG,0_SGSM1,0_SH2D2A,0_SH2D3C,0_SH3BP2,0_SHMT2,0_SIAH2,0_SILV,0_SIRT7,0_SIX3,0_SI,0_SLC10A6,0_SLC13A2,0_SLC14A2,0_SLC16A10,0_SLC16A12,0_SLC20A1,0_SLC22A3,0_SLC23A1,0_SLC25A34,0_SLC25A41,0_SLC25A42,0_SLC29A2,0_SLC30A2,0_SLC36A2,0_SLC36A3,0_SLC39A1,0_SLC39A8,0_SLC47A2,0_SLC48A1,0_SLC4A4,0_SLC6A3,0_SLIT3,0_SLITRK3,0_SMAD5OS,0_SMC6,0_SMOX,0_SMR3B,0_SNCG,0_SNHG5,0_SNORA20,0_SNORD1C,0_SNRPB,0_SNRPD1,0_SNX2,0_SNX33,0_SNX3,0_SOCS2,0_SPAG16,0_SPC25,0_SPINK4,0_SPINK5,0_SPNS2,0_SPOCK3,0_SPRY2,0_SPRYD5,0_SPTBN2,0_SQLE,0_SRD5A2,0_SRPX,0_SS18,0_SSRP1,0_SSTR1,0_STAB2,0_STAG3,0_STARD10,0_STARD8,0_STAT5B,0_STK32A,0_STK32B,0_STRA6,0_STXBP1,0_SUGT1P1,0_SULF1,0_SULT1B1,0_SYNGR1,0_SYNJ1,0_SYPL2,0_SYT15,0_TAP1,0_TARDBP,0_TBCEL,0_TBCE,0_TBR1,0_TCTEX1D4,0_TDP1,0_TDRD10,0_TERT,0_TFE3,0_TFF1,0_TFPI,0_TFR2,0_TGM3,0_THBD,0_THOC6,0_THSD7A,0_THYN1,0_TIMP2,0_TJP3,0_TK2,0_TLX1,0_TMEM100,0_TMEM132A,0_TMEM139,0_TMEM147,0_TMEM160,0_TMEM169,0_TMEM170B,0_TMEM184C,0_TMEM206,0_TMEM211,0_TMEM223,0_TMEM31,0_TMEM55A,0_TMEM63B,0_TMEM82,0_TMEM97,0_TMIGD2,0_TMOD4,0_TMPPE,0_TNFRSF18,0_TNIP3,0_TNNI3,0_TNS1,0_TOP1P1,0_TOX3,0_TP53BP2,0_TPP1,0_TRAM2,0_TRIM50,0_TRIP13,0_TRMT1,0_TRPV3,0_TSC22D2,0_TSPYL4,0_TTC26,0_TTC28,0_TTC39C,0_TTLL10,0_TUBA3C,0_TUFM,0_TYRO3,0_TYRP1,0_UAP1,0_UBE4B,0_UBL4B,0_UBQLNL,0_UCK2,0_UGDH,0_UHRF1,0_UNC13B,0_UPF1,0_UPK1B,0_UPP2,0_UQCRC1,0_USP17L2,0_USP17L6P,0_UST,0_VAMP5,0_VKORC1L1,0_VPS11,0_VRK1,0_VSIG1,0_VSIG8,0_VWA5B1,0_VWF,0_WASF3,0_WDHD1,0_WDR74,0_WDR76,0_WDTC1,0_WFIKKN2,0_WNT8A,0_WSCD2,0_WWOX,0_XG,0_XIRP1,0_XPA,0_XRCC3,0_YARS2,0_YES1,0_ZBED2,0_ZBTB12,0_ZBTB16,0_ZBTB17,0_ZBTB41,0_ZC3H12B,0_ZC3H18,0_ZC3H4,0_ZCCHC24,0_ZFAND1,0_ZFP2,0_ZFYVE28,0_ZNF143,0_ZNF334,0_ZNF366,0_ZNF438,0_ZNF487,0_ZNF544,0_ZNF556,0_ZNF658,0_ZNF674,0_ZNF675,0_ZNF695,0_ZNF704,0_ZNF750,0_ZNF786,0_ZNF804B,0_ZNF808,0_ZP1,0_ZSCAN16,0_ZZEF1
0,0,0,48,35,0,0,0,0,0,27,0,0,0,0,0,0,24,0,0,0,0,0,0,0,26,26,0,34,53,0,0,0,31,0,28,4,3,2,15,16,0,51,0,0,0,9,0,38,0,0,0,4,0,0,0,0,0,0,34,16,4,4,54,5,10,14,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,61,0,0,0,0,86,50,24,0,30,0,0,19,0,0,0,0,0,0,8,10,0,68,0,0,0,0,0,5,0,0,154,0,42,0,120,0,0,0,0,2,0,0,0,0,22,31,0,2,0,0,92,0,0,0,0,0,6,47,0,0,0,44,0,0,0,0,39,0,0,0,16,14,0,27,27,0,77,0,0,85,0,0,11,0,0,44,34,0,0,0,0,0,0,14,0,0,0,2,6,48,0,0,0,0,0,5,0,0,0,81,0,5,0,0,57,151,8,21,0,0,47,0,26,86,0,34,26,0,2,0,0,0,6,0,2,15,71,0,0,2,0,0,21,0,50,0,18,0,0,62,70,36,57,0,0,25,25,0,38,0,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,57,0,0,6,12,0,2,78,0,0,0,0,0,54,0,0,2,0,0,0,0,0,0,5,0,15,0,5,15,0,0,0,64,0,0,0,0,0,0,0,0,8,10,0,0,46,0,11,0,0,0,0,0,10,0,0,62,0,34,0,0,0,0,0,0,0,35,0,0,0,19,0,0,0,0,0,0,0,8,0,0,0,6,0,0,36,0,18,32,0,8,0,55,0,0,0,0,0,0,0,0,0,0,58,22,0,0,63,0,0,10,0,31,0,47,0,0,0,4,0,0,0,0,0,0,0,0,3,6,0,20,86,0,0,0,0,54,0,57,31,0,0,34,0,14,0,0,0,0,0,0,38,0,0,15,50,84,0,0,0,3,0,0,0,0,42,0,32,20,63,0,51,1,33,55,8,0,5,0,31,0,0,6,17,64,70,0,0,5,0,95,18,45,0,56,39,50,83,0,0,0,41,3,10,1,2,10,0,25,19,0,0,0,0,0,0,79,0,0,17,0,0,0,51,108,0,28,0,52,23,0,0,6,39,0,52,0,0,0,67,0,0,20,0,0,0,5,0,0,0,0,0,0,0,0,12,0,18,32,7,45,0,62,90,4,22,51,0,0,56,0,0,49,0,0,0,0,0,41,0,0,5,35,0,95,0,0,0,0,29,0,0,0,31,8,0,1,0,0,0,55,69,0,0,31,0,0,91,34,18,21,52,20,25,0,41,0,0,0,0,0,0,17,101,0,0,3,0,0,13,0,18,45,8,32,0,0,0,0,17,0,0,0,0,74,0,0,16,0,44,9,0,0,0,21,0,0,0,0,0,15,0,35,0,0,0,0,0,45,14,29,57,0,8,0,96,0,0,20,0,71,0,0,20,0,0,0,4,4,18,0,24,0,0,10,2,4,0,0,0,0,0,0,0,18,0,27,0,38,29,0,0,0,0,0,0,11,33,0,0,0,0,0,0,12,0,0,0,23,0,0,0,0,0,0,15,50,0,14,6,13,48,67,58,0,0,0,0,0,0,74,0,0,14,29,0,0,0,0,0,0,0,0,26,0,11,0,0,55,0,32,15,2,0,0,0,0,0,0,0,13,0,58,0,0,33,0,47,0,0,0,0,0,0,0,0,0,11,16,11,16,0,0,0,0,20,76,8,0,0,0,14,25,0,0,16,0,0,0,8,0,0,25,25,0,0,4,0,0,0,30,0,0,0,0,0,0,0,0,3,0,0,0,0,20,0,0,142,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,60,0,74,0,0,85,0,0,2,27,0,0,0,0,0,0,0,0,58,35,38,4,0,0,0,1,0,0,0,41,0,43,0,0,0,0,61,0,4,0,19,16,24,89,6,0,53,19,0,73,0,10,6,6,0,0,50,0,0,0,48,0,78,0,0,36,41,11,0,0,11,0,0,0,0,0,49,0,89,18,0,0,0,0,0,27,68,7,48,0,0,21,12,0,24,0,0,21,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,38,0,0,23,0,6,0,0,0,13,0,11,0,0,58,0,15,0,1,0,0,0,0,0,0,0,6,0,54,38,0,23,0,0,0,49,0,17,0,0,0,45,0,0,0,0,0,0,1,0,0,0,0,10,0,5,0,0,91,0,0,29,11,0,55,18,0,0,29,0,0,0,0,56,0,0,0,0,0,117,0,0,41,0,0,0,0,8,0,0,63,34,49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,35,0,0,0,0,0,0,0,0,0,0,8,0,69,0,8,0,0
100,0,0,262,0,1,1,0,4,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,154,16,0,48,0,0,0,0,7,0,0,0,1,0,0,0,0,0,2,1,0,178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,90,7,2,0,2,400,423,0,1,0,0,0,0,0,0,0,0,4,6,0,0,0,75,1,0,0,4,0,72,0,0,0,0,1,0,65,0,0,1,1,2,0,0,0,0,0,12,0,0,1,1,36,2,0,0,0,0,15,24,0,23,0,227,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,72,6,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,1,305,0,0,0,0,0,322,0,0,0,0,0,0,0,72,1,303,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,219,0,215,0,0,0,0,0,1,0,0,120,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,90,0,0,0,0,0,0,0,30,0,0,1,0,0,0,1,1,1,1,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,6,0,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,11,1,0,0,1,0,1,0,7,0,0,0,0,1,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,1,0,0,0,57,0,0,0,0,0,0,6,1,3,0,0,1,0,0,0,0,0,0,0,0,65,0,0,0,1,0,0,0,0,0,0,0,0,0,9,10,0,0,18,0,226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,0,0,0,0,1,0,0,0,0,403,0,0,0,0,0,0,0,0,2,16,1,0,79,0,0,165,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,10,0,0,1,73,413,0,0,0,0,0,0,0,0,0,2,1,0,120,0,247,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,261,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,10,342,5,0,6,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,48,5,0,0,0,0,125,0,0,0,0,0,0,0,0,156,0,0,0,148,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,6,2,0,0,0,2,0,0,0,0,0,52,0,0,0,1,0,0,1,1,9,16,12,7,0,0,0,1,2,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,1,1,3,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,3,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,1,1,0,0,2,0,78,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,141,1,0,0,1,1,3,0,2,0,0,105,0,0,0,0,0,0,0,1,0,2,0,0,4,2,0,0,0,0,0,0,0,0,15,1,0,1,0,0,19,1,61,0,0,0,0,0,0,0,0,0,5,0,0,0,100,0,7,0,0,0,0,0,1,441,0,0,0,0,0,3,2,0,0,214,0,0,0,2,0,6,1,1,0,0,0,0,0,0,0,0,0,43,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,7,0,0,4,0,2,0,1,0,0,0,0,1,0,10,0,0,0,1,0,0,3,0,0,2,0,42,0,0,21,0,0,0,0,0,0,386,1,0,0,4,0,0,1,2,0,5,1,0,0,1,1,0,0,0,0,0,0,0,432,0,0,0,0,0,2,0,0,2,1,4,0,21,0,0,1,0,0,1,0,459,1,1,0,0,0,0,2,0,0,0,279,58,0,0,0,0,0,0,0,0,1,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0
