gen,evals,gen_feats,explored,Pam50 random forest balanced accuracy_min,Pam50 random forest balanced accuracy_avg,Pam50 random forest balanced accuracy_max,Pam50 random forest balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,931,931,0.19295062046106012,0.5870327415657407,0.7628548226513481,0.11503232511213636,0.0196078431372549,0.08599133740325761,1.0,0.14582263230904965
1,366,1268,1348,0.19295062046106012,0.5882463883238308,0.7628548226513481,0.12610204857988033,0.01694915254237288,0.09484429786458404,1.0,0.10420415682329705
2,369,1335,1743,0.19295062046106012,0.6097795378910669,0.7875430231471439,0.1255381021048099,0.016666666666666666,0.09866824454959251,1.0,0.10763974376472778
3,346,1313,2113,0.19295062046106012,0.6270195803028256,0.7875430231471439,0.12608401124271884,0.016666666666666666,0.10041985374724507,1.0,0.11035847221509718
4,355,1251,2475,0.19295062046106012,0.6394856420532142,0.7913693844368679,0.12365405140614227,0.016666666666666666,0.10185376189634718,1.0,0.10987956748007767
5,378,1266,2872,0.19295062046106012,0.6492004434483734,0.7913693844368679,0.12787552606300975,0.01639344262295082,0.10488440959500198,1.0,0.11209194928755159
6,353,1182,3234,0.19295062046106012,0.6577145604808838,0.7918649159302721,0.13188684717691543,0.015384615384615385,0.10820436190628877,1.0,0.11434596076576055
7,349,1129,3576,0.19295062046106012,0.6625879598714397,0.7918649159302721,0.13347499600168408,0.015384615384615385,0.11409489521372153,1.0,0.11562873968868703
8,365,1128,3928,0.19295062046106012,0.6692523689292639,0.7962110084342593,0.13551706782008344,0.015151515151515152,0.1184192944858212,1.0,0.11639328179954818
9,360,1119,4269,0.18063158969143056,0.6700673664888269,0.800341456526455,0.14176030497878409,0.015151515151515152,0.1268148504973326,1.0,0.12086234845273261
10,362,1099,4564,0.19295062046106012,0.6813764590436352,0.8208101739105521,0.14090493744410587,0.015151515151515152,0.12822218812590652,1.0,0.1215770036935786
11,366,1094,4912,0.2,0.6885144876429642,0.8208928861347708,0.14246718223177768,0.017543859649122806,0.13204127431984156,1.0,0.12235794888398722
