gen,0_AAAS,0_AAGAB,0_ABCA4,0_ABCA7,0_ABCC3,0_ABHD3,0_ABL1,0_ACAP1,0_ACAT2,0_ACBD4,0_ACBD5,0_ACBD6,0_ACD,0_ACOX1,0_ACSL6,0_ACSM2A,0_ACSS1,0_ACTG1,0_ACTN4,0_ACVRL1,0_ADAM10,0_ADAM8,0_ADAMTS13,0_ADAMTS9,0_ADAMTSL2,0_ADAMTSL4,0_ADCY2,0_ADCY3,0_ADCY8,0_ADM,0_ADRB1,0_ADSL,0_AGA,0_AGPAT4,0_AHDC1,0_AHNAK2,0_AIFM1,0_AK2,0_AK7,0_AKAP1,0_AKR1C3,0_AKR1E2,0_AKT1,0_ALAS1,0_ALDH18A1,0_ALDH1A2,0_ALDH1A3,0_ALDH1L1,0_ALDH7A1,0_ALG3,0_ALG9,0_ALKBH4,0_ALOX5,0_ALS2,0_AMACR,0_AMN,0_AMT,0_ANAPC11,0_ANAPC4,0_ANAPC5,0_ANKHD1,0_ANXA13,0_ANXA4,0_ANXA9,0_AP2A2,0_AP4S1,0_APBB1IP,0_APBB2,0_APOD,0_APOLD1,0_APOO,0_APTX,0_ARGLU1,0_ARHGAP6,0_ARHGEF2,0_ARHGEF5,0_ARL10,0_ARL6IP5,0_ARMC8,0_ARMC9,0_ARMCX1,0_ARPC1A,0_ARSD,0_ARSK,0_ASAP2,0_ASCC1,0_ASPSCR1,0_ASRGL1,0_ASS1,0_ATF3,0_ATG4D,0_ATP13A3,0_ATP1A1,0_ATP1B1,0_ATP1B3,0_ATP6AP2,0_ATP6V1B1,0_ATRIP,0_B3GALT4,0_B3GNTL1,0_B4GALNT1,0_B4GALT1,0_BAALC,0_BAIAP2,0_BAK1,0_BAZ1B,0_BBS4,0_BCAP29,0_BCHE,0_BCKDK,0_BCL7B,0_BDKRB1,0_BECN1,0_BEST3,0_BET1L,0_BGN,0_BICD2,0_BIRC2,0_BIRC6,0_BLOC1S1,0_BMP6,0_BRAP,0_BRF1,0_BST2,0_BTN2A1,0_BUD13,0_BUD31,0_BZW2,0_C17orf75,0_C1D,0_C1orf116,0_C1orf226,0_C1orf35,0_C1orf54,0_C2CD2L,0_C4BPA,0_C5orf22,0_C5orf46,0_C6orf132,0_C9orf116,0_CA1,0_CA12,0_CA13,0_CAB39,0_CACNA1H,0_CAMK2G,0_CAP2,0_CAPG,0_CARD8,0_CARHSP1,0_CARM1,0_CASP1,0_CAV1,0_CAV2,0_CBWD3,0_CBWD5,0_CCDC102B,0_CCDC115,0_CCDC127,0_CCDC130,0_CCDC90B,0_CCNJL,0_CD101,0_CD24,0_CD276,0_CD47,0_CD81,0_CDC26,0_CDC34,0_CDC37,0_CDC42BPA,0_CDC42EP3,0_CDH16,0_CDH23,0_CDK18,0_CDK19,0_CDK7,0_CDK9,0_CDKN1C,0_CDKN2A,0_CDKN2C,0_CDT1,0_CDYL2,0_CEACAM7,0_CES3,0_CFI,0_CFL2,0_CHAF1A,0_CHCHD10,0_CHD4,0_CHDH,0_CHI3L2,0_CHMP6,0_CHN2,0_CHP2,0_CHRDL1,0_CHRM3,0_CHST3,0_CLDN2,0_CLDN4,0_CLDN8,0_CLK3,0_CLTCL1,0_CMPK2,0_CMTM8,0_CNKSR3,0_CNOT2,0_CNTN2,0_CNTN5,0_CNTNAP1,0_COBL,0_COBLL1,0_COG1,0_COG8,0_COL1A1,0_COL4A1,0_COMMD3,0_COMMD8,0_COPB1,0_COPG2,0_COQ7,0_COX11,0_COX18,0_CP,0_CPE,0_CPNE5,0_CPNE8,0_CRBN,0_CREB1,0_CRP,0_CRTC3,0_CRY2,0_CRYZL1,0_CS,0_CSNK1D,0_CSPG4,0_CSTF2,0_CTAGE1,0_CTAGE6,0_CTBP2,0_CTBS,0_CTDSPL,0_CTNNA1,0_CTNNA2,0_CTSC,0_CTSF,0_CTTNBP2,0_CX3CR1,0_CYCS,0_CYFIP2,0_CYP1B1,0_CYP2S1,0_CYP4X1,0_CYTIP,0_DACT2,0_DAPK3,0_DCAF12L2,0_DCAF8,0_DCBLD2,0_DCHS1,0_DCLK3,0_DCP1B,0_DCUN1D5,0_DDB2,0_DDC,0_DDIT4,0_DDX27,0_DDX55,0_DFFB,0_DGUOK,0_DHCR7,0_DHRS1,0_DHRS7,0_DHX37,0_DIP2B,0_DIP2C,0_DIRAS3,0_DKK3,0_DLGAP4,0_DLX5,0_DMP1,0_DNAJA2,0_DNAJB11,0_DNAJB12,0_DNAJB9,0_DNAJC12,0_DOCK6,0_DPYSL2,0_DPYSL3,0_DPYSL4,0_DR1,0_DSC1,0_DTNA,0_DTNBP1,0_DUOXA1,0_DVL3,0_DYNC2LI1,0_DZIP1L,0_ECM2,0_EDIL3,0_EDN1,0_EDNRB,0_EEF1E1,0_EEFSEC,0_EFCAB2,0_EFNA5,0_EFNB2,0_EFS,0_EGR1,0_EGR4,0_EHBP1,0_EHBP1L1,0_EHMT1,0_EI24,0_EID1,0_EIF2B1,0_EIF3CL,0_EIF3D,0_EIF3F,0_EIF4H,0_EIF5A2,0_ELAC2,0_ELK1,0_ELK3,0_ELMO3,0_ELOVL1,0_EMCN,0_EMX1,0_ENHO,0_ENOPH1,0_EPHA3,0_ERAP1,0_ERAP2,0_ERBB3,0_ERGIC1,0_ERH,0_ERI3,0_ESRP1,0_ESRRA,0_ETNK2,0_ETV5,0_EVI5L,0_EXOC7,0_EXOSC2,0_F11R,0_F2RL1,0_F8,0_FABP7,0_FADD,0_FADS1,0_FAM114A2,0_FAM13C,0_FAM160B2,0_FAM20A,0_FAM47E,0_FAM53B,0_FAM53C,0_FAM8A1,0_FASTKD1,0_FBLL1,0_FBXO21,0_FBXO33,0_FCHO1,0_FGB,0_FGFR4,0_FGG,0_FILIP1L,0_FLOT2,0_FLT4,0_FMR1,0_FOXK2,0_FOXO1,0_FOXP4,0_FTO,0_FXN,0_FZD7,0_FZD8,0_G6PD,0_GAB2,0_GABARAPL1,0_GABPA,0_GABRG3,0_GALC,0_GALNT12,0_GALT,0_GAS1,0_GAS2L1,0_GATAD2A,0_GBA2,0_GBP1,0_GBP4,0_GBP5,0_GCC2,0_GCNT2,0_GCNT3,0_GFRA3,0_GIMAP8,0_GLB1L,0_GLI2,0_GLI3,0_GLIS3,0_GLMN,0_GLT8D2,0_GLUD1,0_GM2A,0_GMCL1,0_GMEB2,0_GMPR,0_GNAI1,0_GNAI3,0_GNB1L,0_GORAB,0_GPATCH1,0_GPI,0_GPIHBP1,0_GPR155,0_GPR27,0_GPS2,0_GRB7,0_GRK6,0_GRPEL2,0_GRSF1,0_GSPT1,0_GSTA2,0_GSTA4,0_GSTM4,0_GTF3C1,0_GTPBP3,0_GUK1,0_H6PD,0_HADH,0_HARS2,0_HAT1,0_HAUS5,0_HAX1,0_HBA2,0_HCCS,0_HCFC1,0_HCFC2,0_HDAC3,0_HDAC4,0_HDAC5,0_HDAC6,0_HDGF,0_HELQ,0_HEYL,0_HHLA2,0_HIF1AN,0_HMGA1,0_HMGB1,0_HMGN3,0_HNF1B,0_HNRNPAB,0_HNRNPC,0_HOXA4,0_HOXA6,0_HOXC13,0_HPCAL1,0_HPRT1,0_HS2ST1,0_HSD17B6,0_HSPA1B,0_HSPA6,0_HSPB1,0_HSPBAP1,0_HTATIP2,0_HTATSF1,0_HTN1,0_HTR1E,0_HTRA4,0_HUNK,0_HYI,0_HYLS1,0_ICA1,0_ID1,0_ID3,0_IDH2,0_IDH3A,0_IDI1,0_IDUA,0_IFIH1,0_IFIT3,0_IFNB1,0_IGF2BP2,0_IK,0_IKBKB,0_IKZF2,0_IL15RA,0_IL18R1,0_IL23A,0_INF2,0_ING5,0_INPPL1,0_IPP,0_IQCK,0_IRAK1,0_IRF2BP2,0_ISCU,0_ITCH,0_ITGA3,0_ITGA9,0_ITGB3,0_ITIH3,0_ITIH5,0_ITM2B,0_JARID2,0_JDP2,0_JKAMP,0_JMJD6,0_JTB,0_JUND,0_KANK1,0_KCNA4,0_KCNE4,0_KCNK10,0_KCNQ5,0_KCNS3,0_KCTD16,0_KIF13B,0_KIF21A,0_KIF21B,0_KIF4B,0_KIF7,0_KIFAP3,0_KISS1R,0_KLC2,0_KLF12,0_KLF5,0_KLF7,0_KLHDC8B,0_KLHL5,0_KLK5,0_KPNA4,0_KRBA1,0_KRT19,0_KRT4,0_KRT7,0_LAMB1,0_LARP1,0_LARP4,0_LATS2,0_LAYN,0_LBH,0_LBP,0_LDB2,0_LEMD2,0_LETM1,0_LGALS3,0_LGI4,0_LGMN,0_LGR6,0_LHPP,0_LIMK1,0_LIPH,0_LIPT2,0_LMNB2,0_LNPEP,0_LNX1,0_LPCAT1,0_LRIT3,0_LRP2,0_LRP5,0_LRRC40,0_LRRC57,0_LRRFIP1,0_LRSAM1,0_LRTOMT,0_LSS,0_LTBP2,0_LUZP1,0_LXN,0_LY86,0_LYPD5,0_LYPD6,0_LZTS1,0_MAF,0_MAN1A2,0_MAN1B1,0_MANBA,0_MAOB,0_MAP4K2,0_MAPK12,0_MAPK3,0_MARK3,0_MARK4,0_MBD4,0_MBTPS2,0_MCFD2,0_MCPH1,0_MDH1B,0_MECOM,0_MED27,0_MEGF8,0_MERTK,0_MEX3D,0_MFGE8,0_MFNG,0_MFSD9,0_MGAM,0_MGAT2,0_MGAT3,0_MGLL,0_MIER1,0_MIF,0_MIF4GD,0_MLF2,0_MLLT1,0_MLX,0_MN1,0_MOCS2,0_MOSPD1,0_MPDZ,0_MPI,0_MPP6,0_MRPL10,0_MRPL16,0_MRPL2,0_MRPL37,0_MRPS25,0_MRPS26,0_MRPS30,0_MRPS35,0_MS4A6A,0_MSN,0_MSRA,0_MSRB3,0_MST1R,0_MTA1,0_MTAP,0_MTHFR,0_MTUS2,0_MUS81,0_MYCBP,0_MYNN,0_MYO10,0_MYO3A,0_MYOM2,0_NAB2,0_NAGA,0_NAP1L4,0_NAPSA,0_NBR1,0_NCBP2,0_NCLN,0_NCOA6,0_NCSTN,0_NDRG1,0_NDUFA12,0_NDUFA4L2,0_NDUFA5,0_NDUFB4,0_NDUFC2,0_NDUFV1,0_NECAB3,0_NECAP2,0_NEDD1,0_NEURL1B,0_NEUROD1,0_NF2,0_NFIB,0_NGB,0_NHEJ1,0_NKX2-2,0_NLGN1,0_NME1-NME2,0_NME7,0_NNT,0_NOL3,0_NOMO1,0_NONO,0_NPHP1,0_NPLOC4,0_NPTN,0_NR3C1,0_NRBP1,0_NRG2,0_NSL1,0_NSUN4,0_NUBP1,0_NUDT8,0_NUMA1,0_NUP85,0_OCIAD1,0_OGFR,0_OPTN,0_OTP,0_OTUD6B,0_OTUD7B,0_P2RX6,0_P2RY1,0_P4HA3,0_PABPN1,0_PAG1,0_PALMD,0_PAM,0_PANK2,0_PANK3,0_PAQR7,0_PARD6A,0_PARP16,0_PARVA,0_PATZ1,0_PBLD,0_PCBP3,0_PCDH10,0_PCDH11X,0_PCDH18,0_PCDHB4,0_PCDHB5,0_PCDHGA11,0_PCDHGA12,0_PCDHGA2,0_PCDHGA5,0_PCDHGA7,0_PCDHGB3,0_PCDHGB5,0_PCDHGB7,0_PCDHGC4,0_PCK1,0_PCMTD2,0_PCTP,0_PDAP1,0_PDCD2L,0_PDCD4,0_PDCL2,0_PDE10A,0_PDE12,0_PDK1,0_PDK2,0_PDPK1,0_PDSS2,0_PDZK1IP1,0_PELI1,0_PFN2,0_PGAM1,0_PGAM2,0_PGLYRP2,0_PGRMC2,0_PGS1,0_PHC1,0_PHC2,0_PHGDH,0_PHKA2,0_PHLDB1,0_PI16,0_PI4KA,0_PIBF1,0_PID1,0_PIGL,0_PIK3R3,0_PIK3R6,0_PIWIL4,0_PLA2G5,0_PLA2G6,0_PLCB4,0_PLCL1,0_PLD6,0_PLEC,0_PLEKHA2,0_PLEKHG1,0_PLEKHG3,0_PLOD2,0_PLSCR3,0_PLXDC1,0_PLXNA2,0_PMM2,0_PNKD,0_PNPLA2,0_PNPLA3,0_POLD1,0_POLD3,0_POLG2,0_POLR1E,0_POLR3K,0_POP4,0_POR,0_POU2F2,0_POU5F1,0_PPID,0_PPM1B,0_PPM1H,0_PPP1R9B,0_PPP2CB,0_PPP2R2A,0_PPP2R3C,0_PPP3R1,0_PRCC,0_PRDM11,0_PRDX4,0_PRELID1,0_PRICKLE4,0_PRKAB1,0_PRKAR1B,0_PRKCB,0_PRKCI,0_PRPF40B,0_PRR12,0_PRRC1,0_PRTFDC1,0_PSMA5,0_PSMD7,0_PSMG3,0_PTEN,0_PTGR1,0_PTGR2,0_PTGS1,0_PTK2B,0_PTPN22,0_PTPN23,0_PTPN7,0_PTPRJ,0_PTPRM,0_PTTG2,0_PUM1,0_PUS7,0_PXDN,0_PXN,0_QRICH1,0_R3HDM2,0_RAB11FIP4,0_RAB12,0_RAB13,0_RAB1B,0_RAB30,0_RAB3D,0_RAB3GAP2,0_RAB6C,0_RABEP1,0_RABGGTB,0_RACGAP1,0_RAD1,0_RADIL,0_RALA,0_RALGAPB,0_RANBP1,0_RANBP3L,0_RANBP6,0_RAP1GAP2,0_RAPGEF4,0_RASGRF1,0_RBM15,0_RBM17,0_RBM19,0_RBM47,0_RCN1,0_REN,0_REP15,0_REXO2,0_RFC4,0_RFT1,0_RGPD5,0_RIF1,0_RIMS2,0_RIMS4,0_RIOK3,0_RIT1,0_RNF113A,0_RNF115,0_RNF14,0_RNF180,0_RNF19A,0_RNF20,0_RNF213,0_RNF216,0_RNF40,0_ROCK1,0_RPA2,0_RPL21,0_RPL23,0_RPL8,0_RPLP2,0_RPP38,0_RPRD1B,0_RPS17,0_RPS25,0_RPS27A,0_RPS6,0_RPTOR,0_RPUSD1,0_RRAGC,0_RRBP1,0_RRM2B,0_RRP15,0_RSBN1,0_RSC1A1,0_RSL24D1,0_RTN4IP1,0_RUFY1,0_S100A1,0_S1PR1,0_SAA4,0_SACM1L,0_SAFB,0_SAFB2,0_SALL1,0_SAMD4B,0_SAP30,0_SART3,0_SBK2,0_SCARA5,0_SCARB1,0_SCGN,0_SCRN2,0_SDC1,0_SDCCAG8,0_SDF4,0_SDR16C5,0_SECISBP2,0_SERGEF,0_SERPINA4,0_SERPINA7,0_SETD1A,0_SETD2,0_SETD3,0_SETD5,0_SETD7,0_SETDB2,0_SFXN3,0_SGK1,0_SGK3,0_SGTA,0_SH2B3,0_SH2D4A,0_SH3BP2,0_SHMT1,0_SIAH2,0_SIDT1,0_SIK1,0_SIKE1,0_SIM2,0_SIPA1L1,0_SIRPA,0_SIRT3,0_SLC12A4,0_SLC13A3,0_SLC15A4,0_SLC16A1,0_SLC16A4,0_SLC25A46,0_SLC26A11,0_SLC26A6,0_SLC2A13,0_SLC35E1,0_SLC38A2,0_SLC43A1,0_SLC43A2,0_SLC44A3,0_SLC46A3,0_SMARCA2,0_SMARCB1,0_SMARCD1,0_SMC2,0_SNAI1,0_SNAP91,0_SNAPC2,0_SNAPIN,0_SNPH,0_SNRPD3,0_SNW1,0_SNX21,0_SNX33,0_SNX5,0_SOCS2,0_SOCS6,0_SOD2,0_SOS2,0_SOX4,0_SP1,0_SPARC,0_SPATA18,0_SPG11,0_SPINT2,0_SPOCK2,0_SPP1,0_SPPL2B,0_SPRY1,0_SPRY2,0_SPRY4,0_SPTBN1,0_SPTBN2,0_SPTY2D1,0_SRPK1,0_SRPX2,0_SRRM1,0_SRRT,0_SS18L1,0_SSR4,0_ST3GAL1,0_ST3GAL2,0_ST8SIA1,0_ST8SIA5,0_STARD5,0_STC2,0_STK35,0_STOML1,0_STRADA,0_STRN4,0_STX10,0_STX11,0_STX3,0_SULT1B1,0_SUN2,0_SUSD2,0_SVEP1,0_SYF2,0_SYNJ2BP,0_SYT15,0_SYTL1,0_TAF4,0_TAF8,0_TAP1,0_TAPT1,0_TARS2,0_TBC1D1,0_TBC1D14,0_TBC1D16,0_TBC1D22A,0_TBC1D25,0_TBC1D9B,0_TBCD,0_TBL1XR1,0_TCF4,0_TCFL5,0_TCIRG1,0_TDRD3,0_TDRD5,0_TEC,0_TECPR1,0_TEK,0_TES,0_TF,0_TFAM,0_TFG,0_TGFA,0_THEM4,0_THOC3,0_THOC7,0_THRSP,0_THUMPD2,0_THUMPD3,0_TIPRL,0_TJP2,0_TLE1,0_TM4SF18,0_TMBIM6,0_TMCO1,0_TMED7,0_TMED7-TICAM2,0_TMEFF2,0_TMEM104,0_TMEM106C,0_TMEM107,0_TMEM116,0_TMEM132E,0_TMEM169,0_TMEM18,0_TMEM223,0_TMEM30A,0_TMEM43,0_TMEM70,0_TMEM87A,0_TMEM9B,0_TMOD1,0_TNFAIP8L3,0_TNFRSF10B,0_TNFRSF11B,0_TNFRSF12A,0_TNFRSF18,0_TNFSF13B,0_TNS1,0_TOR1B,0_TPBG,0_TPD52L1,0_TPD52L2,0_TPM2,0_TPPP,0_TPST1,0_TRA2B,0_TRABD,0_TRAF6,0_TRAFD1,0_TRAPPC2,0_TRDMT1,0_TRH,0_TRIM35,0_TRIM41,0_TRIM7,0_TRIP10,0_TRMT61B,0_TRPT1,0_TSPAN1,0_TSPAN6,0_TTC1,0_TTC27,0_TTC32,0_TTC33,0_TTC9C,0_TTLL11,0_TUBA1A,0_TUBG2,0_TUBGCP6,0_TUFT1,0_TWF1,0_TXNDC5,0_TYMP,0_UAP1,0_UBE2L3,0_UBOX5,0_UBTF,0_UBXN4,0_UGGT1,0_UGT1A6,0_ULK3,0_UPK1B,0_UQCRH,0_UROC1,0_UROS,0_VAC14,0_VAMP7,0_VANGL1,0_VBP1,0_VEGFA,0_VIM,0_VIPR2,0_VPS37B,0_VTI1B,0_WASF2,0_WDR1,0_WDR17,0_WDR19,0_WDR24,0_WDR48,0_WDR54,0_WIPF1,0_WNK4,0_WT1,0_XRCC5,0_YAF2,0_YIPF1,0_YKT6,0_ZBED4,0_ZBTB34,0_ZBTB49,0_ZDHHC6,0_ZFYVE1,0_ZKSCAN4,0_ZMYM3,0_ZMYM4,0_ZMYND19,0_ZMYND8,0_ZNF134,0_ZNF217,0_ZNF3,0_ZNF436,0_ZNF580,0_ZNF594,0_ZNF7,0_ZNF703,0_ZNF777,0_ZNF853,0_ZNRF2,0_ZSCAN12
0,0,0,99,0,23,45,0,0,0,0,0,25,0,0,84,16,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,45,0,8,0,0,82,107,0,0,0,18,0,0,10,0,120,0,0,32,0,0,32,0,3,0,0,49,116,38,0,0,0,0,0,22,0,0,0,0,48,0,72,0,46,24,0,0,4,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,44,22,0,8,40,0,0,29,0,13,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,37,50,0,0,0,0,0,0,0,13,0,12,3,0,0,0,0,0,4,0,64,1,11,25,0,0,106,0,9,36,2,0,5,0,0,0,0,0,3,11,0,0,0,0,11,38,82,0,0,76,0,0,9,0,7,0,59,0,0,149,0,14,0,0,1,0,0,3,6,1,0,0,54,3,0,0,0,30,0,0,0,24,0,0,0,0,0,0,9,0,153,0,0,0,1,0,0,0,0,0,0,2,34,64,2,0,0,43,5,0,1,0,0,0,41,7,4,0,0,0,0,7,31,38,0,32,0,0,46,50,0,62,0,0,0,65,0,0,0,0,0,94,0,0,0,0,0,0,8,0,0,19,0,0,47,0,0,0,0,6,0,0,27,0,48,0,0,0,0,44,0,158,0,9,22,0,0,120,7,0,0,19,0,0,0,0,0,0,0,51,0,0,6,97,0,65,0,24,0,0,0,0,0,0,0,4,0,0,0,41,0,0,0,0,5,11,0,0,22,0,24,31,0,24,10,0,0,16,12,0,0,0,0,56,0,0,0,4,0,0,9,17,24,0,9,0,18,0,0,0,0,11,0,0,0,0,1,7,0,3,0,1,41,0,0,0,3,67,88,0,0,0,0,70,0,39,0,71,0,0,0,10,0,0,38,0,0,0,0,52,0,2,0,0,9,0,22,0,17,25,0,0,0,0,0,0,0,20,0,0,0,0,0,10,0,0,10,0,0,0,0,0,20,0,0,0,14,10,0,5,0,68,43,9,14,8,0,0,0,6,22,0,0,0,0,0,35,43,0,0,0,20,0,3,26,0,0,4,0,1,0,0,0,0,38,0,0,43,29,0,0,0,0,0,0,0,0,22,0,27,1,19,0,13,13,0,0,8,28,0,0,0,0,0,11,0,14,84,0,75,13,0,0,0,7,0,31,0,41,0,0,0,20,11,0,17,0,0,23,0,0,0,0,28,47,0,39,0,0,12,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,51,0,0,0,0,0,41,0,63,0,40,0,11,0,33,35,0,0,0,0,0,0,0,0,0,0,0,0,12,0,30,0,0,0,0,0,48,0,120,20,0,0,0,0,0,0,0,0,35,33,24,0,0,0,0,35,0,0,2,0,0,0,71,13,28,62,0,43,0,5,12,21,0,0,0,0,0,10,0,3,0,0,0,0,0,0,11,57,0,0,9,0,29,0,20,0,14,0,0,41,0,0,3,0,0,96,10,3,0,67,11,28,1,136,61,25,6,18,65,18,18,0,11,70,19,0,0,0,0,0,0,0,0,0,0,0,0,21,11,13,0,0,6,0,0,0,23,0,5,0,0,0,0,0,0,0,24,0,0,0,0,0,15,0,0,37,0,0,7,0,0,0,0,0,0,0,31,23,0,0,0,0,0,0,3,80,0,0,9,58,0,0,0,80,0,0,0,0,0,0,15,0,0,0,60,15,0,0,18,0,0,0,0,0,1,0,0,66,0,0,0,1,0,0,0,30,8,0,0,0,0,0,69,0,0,5,25,0,0,3,1,61,0,86,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,7,0,83,0,0,15,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,18,0,13,0,34,2,0,0,0,0,6,2,0,0,39,1,19,0,6,0,0,17,16,0,0,7,0,30,0,0,3,0,0,0,0,8,0,0,0,36,12,10,0,17,3,0,28,132,21,59,0,0,0,0,16,0,18,50,0,39,11,0,0,0,0,10,0,25,0,11,0,49,18,0,0,25,0,2,0,0,0,36,0,0,54,31,0,4,0,0,0,0,0,0,8,0,0,15,0,0,31,9,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,20,33,54,1,0,0,0,37,0,0,52,44,41,51,0,12,0,0,65,11,0,0,0,0,0,0,0,49,0,0,75,0,0,0,23,0,2,0,17,0,1,105,0,4,0,0,13,0,0,0,0,0,13,0,0,29,0,0,30,0,0,34,0,8,0,0,0,0,0,0,32,0,26,1,14,12,82,23,0,0,0,29,0,0,4,0,0,10,0,0,36,33,0,0,8,41,19,0,0,46,8,1,0,0,0,0,54,0,78,0,0,0,0,16,0,0,4,0,25,0,0,0,14,0,0,0,0,119,0,35,74,0,0,9,29,0,21,31,125,0,0,0,0,0,0,45,90,0,0,0,0,0,0,0,109
100,0,0,73,0,94,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,3,2,0,0,0,2,0,1,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,12,0,1,1,0,0,2,0,1,0,0,0,0,1,0,23,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,1,0,1,0,11,0,0,3,0,0,0,0,0,0,0,0,0,2,114,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,4,102,0,0,0,0,0,0,0,0,1,0,2,0,366,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,7,0,0,0,0,2,0,0,0,64,0,9,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,4,0,0,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,384,1,0,0,0,0,0,0,2,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,188,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,3,64,0,0,0,2,1,0,0,0,0,1,54,1,0,0,1,0,0,0,0,0,0,0,49,0,0,0,0,1,0,0,1,0,0,0,2,0,18,0,0,0,0,0,0,0,3,2,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,6,0,0,72,0,0,0,0,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,2,0,0,0,0,41,0,0,0,0,2,0,7,0,0,0,0,2,0,3,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,4,0,3,0,23,0,2,0,1,0,0,0,0,0,0,0,0,0,6,0,0,93,0,0,0,3,0,0,3,0,1,0,0,0,2,0,0,0,0,0,4,2,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,40,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,1,0,5,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,73,0,1,0,0,2,0,0,2,0,0,4,1,1,0,0,0,0,15,5,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,59,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,94,0,0,0,0,0,0,2,1,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,1,0,0,0,45,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,8,68,0,0,1,0,0,0,0,4,2,67,0,0,0,1,0,0,0,0,0,36,0,2,0,0,2,0,0,1,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,98,0,1,1,287,0,33,0,11,0,0,0,0,26,0,0,2,0,0,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,1,0,0,16,0,63,0,116,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0,0,2,0,0,0,0,3,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,29,4,0,0,0,0,0,7,0,0,0,0,48,40,0,0,0,1,0,6,0,195,0,0,0,0,0,0,1,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,95,0,0,4,0,1,0,49,0,1,0,0,1,0,0,1,0
