gen,0_AAGAB,0_ABCA4,0_ABCC3,0_ABCG1,0_ABHD11,0_ABHD3,0_ABTB2,0_ACAA1,0_ACAP2,0_ACBD4,0_ACLY,0_ACOX1,0_ACSL6,0_ACSM2A,0_ADAMTSL4,0_ADAR,0_ADCK5,0_ADM,0_ADRB1,0_AFAP1,0_AGA,0_AGTRAP,0_AHNAK2,0_AIFM1,0_AIMP2,0_AKR1C3,0_AKR1E2,0_ALAS1,0_ALCAM,0_ALDH1A1,0_ALDH1A2,0_ALDH1A3,0_ALDH6A1,0_ALDH7A1,0_ALG9,0_ALKBH8,0_AMBP,0_AMBRA1,0_ANAPC11,0_ANAPC16,0_ANGPTL4,0_ANKHD1-EIF4EBP3,0_ANKRD6,0_ANXA13,0_ANXA3,0_ANXA4,0_ANXA9,0_AOAH,0_AP1S1,0_APEH,0_APLP2,0_APOBEC3A,0_APOBEC3G,0_APOLD1,0_APPL2,0_APTX,0_ARFGEF2,0_ARG2,0_ARHGAP6,0_ARHGEF7,0_ARL10,0_ARL6IP4,0_ARL6IP6,0_ARMC8,0_ARSD,0_ASL,0_ASRGL1,0_ASS1,0_ATAD3B,0_ATIC,0_ATP11A,0_ATP1A1,0_ATP2B1,0_ATP2B2,0_ATP6V1A,0_ATP6V1B2,0_ATP6V1E1,0_ATP6V1F,0_ATP6V1G1,0_ATP6V1H,0_ATP8B4,0_ATRX,0_ATXN2L,0_ATXN7L3,0_AVL9,0_AWAT2,0_AXIN1,0_AXIN2,0_AZIN1,0_B3GALT4,0_B3GAT3,0_B3GNTL1,0_B4GALNT1,0_B9D1,0_BAALC,0_BAG3,0_BAG4,0_BAIAP2L2,0_BARX2,0_BBOX1,0_BCAP29,0_BCAS3,0_BCKDK,0_BCL7A,0_BDH1,0_BET1L,0_BEX2,0_BLVRB,0_BLZF1,0_BNIP3,0_BOLA2,0_BPHL,0_BPNT1,0_BRIP1,0_BRPF1,0_BTG3,0_BVES,0_C17orf97,0_C1GALT1,0_C1orf194,0_C1orf43,0_C1orf54,0_C2orf49,0_C4BPA,0_C9orf40,0_CA1,0_CA12,0_CA13,0_CA9,0_CAB39L,0_CACYBP,0_CADM4,0_CALM2,0_CAND2,0_CANX,0_CARD10,0_CARD11,0_CASP10,0_CASP4,0_CAV1,0_CAV2,0_CBFA2T2,0_CBFA2T3,0_CBWD2,0_CBWD6,0_CBX3,0_CBX4,0_CCDC114,0_CCDC115,0_CCDC77,0_CCDC93,0_CCM2,0_CCNJL,0_CCPG1,0_CCT3,0_CCT5,0_CCT6B,0_CD276,0_CD2BP2,0_CDC42BPA,0_CDC42BPB,0_CDH11,0_CDH23,0_CDK1,0_CDK18,0_CDKL5,0_CDKN1A,0_CDKN2A,0_CDKN2AIP,0_CDKN2C,0_CDT1,0_CEACAM7,0_CECR2,0_CEP72,0_CHCHD1,0_CHD1,0_CHI3L2,0_CHP2,0_CHRDL1,0_CHRNB1,0_CHST10,0_CHST12,0_CIB2,0_CIITA,0_CKS2,0_CLCN2,0_CLCN6,0_CLDN12,0_CLDN4,0_CLEC4C,0_CLEC4D,0_CLIP1,0_CLK1,0_CLK3,0_CLOCK,0_CLPB,0_CLTC,0_CLTCL1,0_CMAS,0_CMPK1,0_CNDP2,0_CNTN2,0_CNTNAP1,0_COG1,0_COL4A1,0_COL9A3,0_COPB2,0_COPS7A,0_COQ2,0_COQ4,0_COX17,0_CPD,0_CPNE5,0_CRHBP,0_CRIP1,0_CRISP3,0_CRYL1,0_CSNK1D,0_CSPG4,0_CTDSPL,0_CTNNA2,0_CTSA,0_CTSD,0_CTSF,0_CTTN,0_CUL1,0_CUL5,0_CUTA,0_CWC25,0_CXCR5,0_CYB561D2,0_CYCS,0_CYP1B1,0_CYP27A1,0_CYP2S1,0_CYP4X1,0_CYSLTR2,0_DAAM2,0_DALRD3,0_DAPK3,0_DAXX,0_DBF4B,0_DCAF12L2,0_DCAF4,0_DCBLD2,0_DCHS1,0_DCLK3,0_DCP1A,0_DCTN5,0_DDB2,0_DDX5,0_DDX55,0_DEDD,0_DEPDC1,0_DERL1,0_DERL3,0_DGKD,0_DHRS1,0_DIP2C,0_DIRAS3,0_DIS3,0_DLD,0_DLX5,0_DMAP1,0_DNAJB7,0_DNAJC10,0_DNAJC25,0_DNAJC9,0_DOLPP1,0_DPM1,0_DPPA4,0_DPY19L4,0_DPYS,0_DPYSL4,0_DTNBP1,0_DUS4L,0_DYNC2LI1,0_DYRK1A,0_DZIP1L,0_ECD,0_ECM2,0_EDF1,0_EDIL3,0_EDN1,0_EFCAB2,0_EFNB2,0_EGR1,0_EGR4,0_EHBP1,0_EI24,0_EIF4E,0_EIF4EBP2,0_EIF4ENIF1,0_EIF5A,0_ELMO3,0_ELP4,0_ENAH,0_ENHO,0_ENO3,0_ENOPH1,0_ENPP3,0_EPB41L2,0_EPHA3,0_EPPK1,0_ERN2,0_ERP29,0_ETFB,0_ETNK2,0_EVI5L,0_EXOC4,0_EXOC7,0_EXOSC9,0_EXTL2,0_EYA4,0_EZH1,0_F2,0_F8,0_FAM104B,0_FAM122A,0_FAM13C,0_FAM172A,0_FAM174A,0_FAM20A,0_FAM50A,0_FAM53B,0_FAM53C,0_FAM81A,0_FAR1,0_FASTKD1,0_FAT4,0_FBLL1,0_FBXL5,0_FBXO16,0_FBXO21,0_FBXO30,0_FBXW5,0_FCHSD1,0_FCRL1,0_FGD4,0_FGF9,0_FGFR4,0_FKBP4,0_FLAD1,0_FLT4,0_FN3KRP,0_FNIP1,0_FNIP2,0_FOXO3,0_FOXP4,0_FOXRED2,0_FPR2,0_FRK,0_FSTL3,0_FXR2,0_G6PD,0_GAB2,0_GABARAPL1,0_GABRG3,0_GALNT12,0_GANC,0_GAS2L1,0_GBA2,0_GBE1,0_GBGT1,0_GBP4,0_GBP5,0_GCAT,0_GDA,0_GGA1,0_GGTA1,0_GGTLC1,0_GJA4,0_GLB1,0_GLI3,0_GLOD5,0_GLRX2,0_GLRX5,0_GLS,0_GLUD1,0_GMIP,0_GNB1L,0_GNL3,0_GOLT1B,0_GPATCH1,0_GPR137B,0_GPR63,0_GPX1,0_GPX3,0_GRHL3,0_GRK5,0_GRK6,0_GRPEL2,0_GRTP1,0_GSTA2,0_GSTA3,0_GSTA4,0_GSTCD,0_GSTK1,0_GSTM4,0_GSTP1,0_GTF2B,0_GTF2H1,0_GTPBP1,0_GTSF1,0_GUSB,0_HAL,0_HAND2,0_HAX1,0_HBA1,0_HBB,0_HCCS,0_HDAC2,0_HDAC3,0_HDAC5,0_HDAC6,0_HDHD2,0_HECTD1,0_HEPH,0_HGF,0_HGSNAT,0_HIPK2,0_HKDC1,0_HLA-DQA1,0_HMGCL,0_HNF1B,0_HNRNPA3,0_HNRNPD,0_HPCA,0_HPCAL1,0_HPS1,0_HPS3,0_HPS4,0_HS3ST5,0_HSD3B7,0_HSPA12A,0_HSPBAP1,0_HSPE1,0_HTATSF1,0_HTRA4,0_HUNK,0_HUS1,0_HYLS1,0_IAH1,0_ICOSLG,0_IFIT1,0_IFIT3,0_IFNB1,0_IFNG,0_IFT20,0_IKBKE,0_IKZF4,0_IL17RD,0_IL18R1,0_IL20RA,0_IL23A,0_IL4I1,0_ILDR1,0_IMMP1L,0_IMPA1,0_IMPA2,0_INF2,0_INO80C,0_INPP5A,0_INPPL1,0_INTS12,0_INTS8,0_IP6K2,0_IPO7,0_IRAK1,0_IRF2BP2,0_IRF3,0_IRF9,0_ISG15,0_ITGB3,0_ITGB8,0_ITM2B,0_JAG2,0_JARID2,0_JDP2,0_JMJD6,0_KANK1,0_KCNA4,0_KCNE3,0_KCNJ1,0_KCNS3,0_KHDRBS2,0_KIAA0232,0_KIAA1614,0_KIF13B,0_KIF9,0_KISS1R,0_KLF12,0_KLK5,0_KMO,0_KRT19,0_LAMB1,0_LAPTM4A,0_LAPTM5,0_LARS2,0_LAYN,0_LBP,0_LDB2,0_LDHC,0_LGALS1,0_LGALS3,0_LGALS9,0_LGI4,0_LGR6,0_LHPP,0_LIG1,0_LIMA1,0_LIPH,0_LMNB2,0_LMO7,0_LONP1,0_LONRF2,0_LPCAT1,0_LPIN3,0_LRIT3,0_LRP4,0_LRP5,0_LRRC28,0_LRRC59,0_LRRFIP1,0_LRRN1,0_LRRN4CL,0_LYRM7,0_MACROD2,0_MAF,0_MAFG,0_MAGEE1,0_MAGI2,0_MAGOHB,0_MAGT1,0_MAN1A2,0_MANBA,0_MAP2,0_MAP2K1,0_MAP2K6,0_MAP3K12,0_MAP3K14,0_MAP7,0_MAPK1,0_MAPK13,0_MAPKAP1,0_MAPKBP1,0_MAZ,0_MBD1,0_MCM3,0_MDC1,0_MECP2,0_MEP1A,0_MGAM,0_MGAT3,0_MGLL,0_MGRN1,0_MICAL3,0_MIF4GD,0_MIPOL1,0_MKI67,0_MKS1,0_MLF2,0_MLLT1,0_MMS19,0_MPEG1,0_MPG,0_MPHOSPH8,0_MPI,0_MPP6,0_MPST,0_MRM1,0_MRPL10,0_MRPL12,0_MRPL24,0_MRPL41,0_MRPL52,0_MRPS28,0_MRPS30,0_MRPS34,0_MRPS6,0_MSN,0_MST1R,0_MT1A,0_MTAP,0_MTCH1,0_MTX2,0_MVP,0_MXD1,0_MXI1,0_MYCBP,0_MYO10,0_MYO1E,0_MYO3B,0_MYO5B,0_MYO9A,0_MYOM2,0_N4BP2L1,0_N4BP2L2,0_N6AMT1,0_NAAA,0_NAF1,0_NAGPA,0_NCOA1,0_NCOR2,0_NDRG1,0_NDST2,0_NDUFA12,0_NDUFA13,0_NDUFA2,0_NDUFA4L2,0_NDUFA5,0_NDUFA9,0_NDUFS6,0_NDUFV3,0_NECAB3,0_NEIL1,0_NEK8,0_NELL1,0_NEXN,0_NFE2L2,0_NGB,0_NID2,0_NIF3L1,0_NIPAL3,0_NKX2-2,0_NKX6-1,0_NLGN1,0_NLK,0_NME5,0_NMT1,0_NNT,0_NOL3,0_NOL7,0_NOMO2,0_NOP10,0_NOP16,0_NOSTRIN,0_NOTCH1,0_NPLOC4,0_NPM1,0_NQO2,0_NR1H3,0_NR2C2AP,0_NR3C2,0_NRSN2,0_NSA2,0_NSD1,0_NSFL1C,0_NSUN5,0_NT5C,0_NTN1,0_NUDT11,0_NUDT12,0_NUDT15,0_NUDT22,0_NUP153,0_NUP43,0_NUP88,0_NXPH2,0_OAS2,0_OBSL1,0_OCIAD2,0_OCLN,0_OLFML1,0_OS9,0_OSMR,0_OTP,0_OTUD7B,0_OXA1L,0_P4HA1,0_P4HA3,0_P4HTM,0_PABPC5,0_PACSIN2,0_PAG1,0_PAGE4,0_PANK2,0_PANK3,0_PAPSS2,0_PAQR7,0_PARVA,0_PBXIP1,0_PCBP3,0_PCDH10,0_PCDH11X,0_PCDHB5,0_PCDHGA2,0_PCDHGA9,0_PCDHGB2,0_PCDHGB5,0_PCDHGB7,0_PCIF1,0_PCK1,0_PCK2,0_PCMTD2,0_PCYOX1,0_PCYT2,0_PDCL2,0_PDCL3,0_PDE1A,0_PDE9A,0_PDK2,0_PDK4,0_PDP2,0_PDS5B,0_PDZK1IP1,0_PEG3,0_PELI2,0_PEPD,0_PER2,0_PGAM2,0_PGLYRP2,0_PGRMC2,0_PHKA2,0_PI16,0_PICALM,0_PIGR,0_PIK3CA,0_PIP4K2A,0_PIP5K1C,0_PIWIL4,0_PKD2,0_PLA2G6,0_PLAA,0_PLCD3,0_PLCE1,0_PLCG2,0_PLD2,0_PLEKHB2,0_PLEKHG3,0_PLIN2,0_PLOD3,0_PLP2,0_PLS3,0_PLSCR3,0_PLTP,0_PLXDC1,0_PMPCB,0_PNCK,0_PNKD,0_PNP,0_PNPO,0_PNPT1,0_POFUT1,0_POLD3,0_PON1,0_POP5,0_POU2F1,0_POU3F3,0_PPAN,0_PPAN-P2RY11,0_PPARA,0_PPAT,0_PPIB,0_PPIL4,0_PPM1E,0_PPM1F,0_PPM1G,0_PPM1K,0_PPP1R7,0_PPP2CB,0_PPP2R2A,0_PPP3CA,0_PRDX6,0_PREX1,0_PREX2,0_PRKX,0_PRMT7,0_PRODH,0_PROM1,0_PROS1,0_PRPF31,0_PRR16,0_PRRT3,0_PSIP1,0_PSMA5,0_PSMA7,0_PSMB1,0_PSMB8,0_PSMC3,0_PSMD13,0_PSME3,0_PTBP1,0_PTEN,0_PTGR1,0_PTGS1,0_PTHLH,0_PTK2B,0_PTMA,0_PTPMT1,0_PTPN23,0_PTPRE,0_PUF60,0_PUS7,0_RAB11FIP5,0_RAB30,0_RAB31,0_RAB34,0_RAB3D,0_RAB7A,0_RAB9B,0_RADIL,0_RAI1,0_RALA,0_RALGDS,0_RANBP3L,0_RAPGEF3,0_RARB,0_RASSF5,0_RBBP4,0_RBKS,0_RBM17,0_RBM19,0_RBM39,0_RBM47,0_RCBTB2,0_RCC1,0_REC8,0_REEP6,0_RELL1,0_REN,0_RENBP,0_REST,0_RFXANK,0_RGL2,0_RGPD3,0_RGPD4,0_RHOT2,0_RIC3,0_RILPL2,0_RIPK1,0_RNASEH2B,0_RNASEL,0_RNASET2,0_RNF4,0_RNF6,0_ROCK2,0_RPA1,0_RPL21,0_RPL28,0_RPL7,0_RPN1,0_RPS16,0_RPS18,0_RPS20,0_RPSA,0_RPUSD1,0_RRAGB,0_RSAD2,0_RSF1,0_RUFY3,0_S100A1,0_S100A11,0_SAA4,0_SALL1,0_SAP30,0_SAP30BP,0_SCAI,0_SCAMP2,0_SCAMP4,0_SCARA5,0_SCARB1,0_SCARB2,0_SCGB1D2,0_SDC3,0_SDC4,0_SDCBP2,0_SDCCAG8,0_SDK1,0_SDR16C5,0_SELL,0_SEMA4B,0_SEMA4F,0_SENP7,0_SEPHS2,0_SERINC5,0_SERPINA4,0_SERPINA6,0_SERPINF2,0_SF3B5,0_SFRP1,0_SH2B3,0_SH3BP5L,0_SH3GLB1,0_SH3RF3,0_SHROOM3,0_SIGMAR1,0_SIRPA,0_SLC10A3,0_SLC15A4,0_SLC16A1,0_SLC16A4,0_SLC1A4,0_SLC22A11,0_SLC22A3,0_SLC25A10,0_SLC25A11,0_SLC25A5,0_SLC26A11,0_SLC2A2,0_SLC35C2,0_SLC35E1,0_SLC36A4,0_SLC39A6,0_SLC43A2,0_SLC44A3,0_SLC46A3,0_SLC6A2,0_SLC7A1,0_SMARCA2,0_SMO,0_SMS,0_SMU1,0_SNAP29,0_SNAP91,0_SNAPIN,0_SNF8,0_SNRPG,0_SNW1,0_SNX14,0_SNX15,0_SNX21,0_SOCS2,0_SOCS3,0_SOCS4,0_SOCS5,0_SORCS1,0_SP100,0_SPAST,0_SPATA18,0_SPHKAP,0_SPOCK2,0_SPRY2,0_SPTBN1,0_SPTBN4,0_SQSTM1,0_SRD5A1,0_SRP72,0_SRPRB,0_SRRM2,0_SSB,0_SSBP2,0_ST8SIA2,0_STAP2,0_STC2,0_STIP1,0_STON2,0_STRAP,0_STRBP,0_STX11,0_STX12,0_STXBP5,0_SUMO4,0_SUPT16H,0_SYAP1,0_SYNJ2BP,0_SYT15,0_TACC1,0_TACC3,0_TADA2B,0_TAF10,0_TAF8,0_TATDN2,0_TBC1D1,0_TBC1D14,0_TBC1D25,0_TBC1D4,0_TBCD,0_TBCEL,0_TBL1X,0_TBL1XR1,0_TBX2,0_TCERG1,0_TCF3,0_TDP1,0_TEKT2,0_TEKT3,0_TFDP2,0_TGFBI,0_THBS1,0_THEM4,0_TIAM1,0_TIFA,0_TIMM8A,0_TJP2,0_TLE1,0_TMCO1,0_TMED7-TICAM2,0_TMEFF2,0_TMEM104,0_TMEM132E,0_TMEM159,0_TMEM165,0_TMEM169,0_TMEM176A,0_TMEM181,0_TMEM222,0_TMEM229B,0_TMEM59L,0_TMEM88,0_TMEM9B,0_TMLHE,0_TMOD1,0_TMPRSS2,0_TMTC1,0_TNFAIP8L3,0_TNFRSF10B,0_TNFRSF12A,0_TNIP1,0_TNK2,0_TNRC6B,0_TNS1,0_TOB1,0_TOE1,0_TP53BP1,0_TPD52L1,0_TPK1,0_TPM3,0_TPP2,0_TPST2,0_TRA2B,0_TRADD,0_TRAF3IP1,0_TRAF6,0_TRAPPC10,0_TREM1,0_TRH,0_TRIAP1,0_TRIM17,0_TRIM25,0_TRIM35,0_TRIM4,0_TRIM44,0_TRIM69,0_TRIOBP,0_TRMT2A,0_TRMT61B,0_TSC22D2,0_TSHR,0_TSPAN6,0_TSPYL1,0_TSSC4,0_TTC19,0_TTC30B,0_TTC38,0_TTC39C,0_TTC4,0_TTR,0_TUBA1A,0_TUBB1,0_TUBB8,0_TUBGCP3,0_TUFT1,0_TUSC3,0_TWF1,0_TXNDC16,0_TXNDC17,0_UBA5,0_UBE2G1,0_UBE2N,0_UBE4A,0_UBTF,0_UBXN11,0_UBXN2A,0_UFC1,0_UGDH,0_UPK1B,0_UQCRH,0_UQCRHL,0_UQCRQ,0_URB1,0_UROC1,0_USF1,0_USP10,0_USP13,0_VAC14,0_VAMP1,0_VAMP8,0_VEGFA,0_VIM,0_VIPR2,0_VPREB3,0_VPS11,0_VPS37A,0_VPS4A,0_VWA5B2,0_VWF,0_WBP2,0_WDR17,0_WDR24,0_WDR41,0_WDR6,0_WDR7,0_WDR90,0_WIPI1,0_WNK4,0_WSB1,0_WSCD2,0_WWC1,0_WWP1,0_XAF1,0_XK,0_XPC,0_XYLT1,0_YAF2,0_YIPF2,0_YIPF4,0_YKT6,0_YME1L1,0_YWHAE,0_ZBED4,0_ZBTB1,0_ZBTB10,0_ZBTB8OS,0_ZC3H18,0_ZC3HC1,0_ZCCHC17,0_ZDHHC15,0_ZDHHC21,0_ZDHHC3,0_ZDHHC6,0_ZFAND1,0_ZFP91,0_ZFPL1,0_ZFYVE1,0_ZKSCAN4,0_ZMYM6,0_ZMYND19,0_ZNF22,0_ZNF317,0_ZNF358,0_ZNF37A,0_ZNF415,0_ZNF436,0_ZNF439,0_ZNF44,0_ZNF512,0_ZNF521,0_ZNF549,0_ZNF830,0_ZNHIT3
0,0,102,20,0,0,0,56,15,0,0,8,0,107,8,0,0,0,0,0,0,0,0,46,0,0,38,97,0,0,11,12,0,0,11,66,0,0,6,0,0,0,40,0,34,28,97,29,0,0,0,0,9,0,0,48,0,20,24,0,44,33,0,0,29,24,0,0,0,0,0,23,0,1,19,28,19,0,0,0,0,0,0,0,0,0,31,0,3,11,40,0,0,0,0,28,0,0,0,30,0,0,0,0,0,46,0,3,0,0,0,0,0,0,0,0,2,0,14,4,3,0,0,0,53,0,0,0,0,0,0,0,0,9,42,0,0,0,0,41,0,0,0,0,0,1,0,0,57,22,18,0,0,35,0,0,0,2,18,0,0,19,0,37,0,7,0,0,4,0,14,87,1,65,25,0,0,29,61,0,0,0,0,24,0,4,0,0,0,3,4,58,0,0,0,0,27,0,28,0,0,0,15,4,0,0,3,0,0,0,0,0,0,169,0,0,55,0,0,0,0,20,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,26,0,0,56,0,53,78,0,44,0,0,67,0,0,91,0,0,14,24,0,0,0,0,54,0,2,0,0,1,0,0,0,10,0,0,0,0,48,0,0,0,95,18,125,99,0,17,0,0,0,0,42,0,4,0,0,90,0,32,0,0,44,15,50,0,0,6,0,8,0,0,0,12,0,0,0,0,0,0,0,0,123,0,37,4,4,0,0,0,27,0,0,0,0,0,0,0,5,0,0,13,0,0,25,0,0,0,21,30,9,0,0,0,18,0,3,110,6,6,22,0,0,13,0,7,0,0,0,0,0,0,0,30,20,29,11,29,7,0,69,0,0,36,0,0,0,43,66,0,106,0,0,0,0,73,0,0,1,1,9,48,0,4,0,30,38,44,40,31,0,0,78,18,11,0,0,0,0,0,0,0,0,0,14,0,8,0,5,0,4,30,3,0,22,71,12,0,21,76,0,18,0,1,18,0,29,56,0,0,6,0,13,39,5,6,1,42,15,6,0,0,0,19,0,19,0,0,4,36,0,0,0,0,0,0,0,16,0,0,0,32,7,0,26,44,0,1,0,26,36,0,55,23,5,25,8,0,0,88,27,0,0,0,1,0,0,14,0,0,26,17,0,0,0,0,5,0,70,0,37,72,0,9,4,43,0,6,34,29,0,0,0,0,0,25,0,0,16,0,0,0,0,20,0,0,0,0,11,0,0,0,0,0,9,0,59,0,30,0,0,15,46,0,0,0,0,46,37,0,0,0,0,1,0,0,4,0,0,0,0,9,64,67,46,0,0,1,68,0,19,0,0,0,0,80,0,0,14,0,0,0,0,0,0,30,0,0,0,8,0,0,0,0,8,0,0,10,0,4,47,37,18,38,24,0,67,69,0,0,0,1,0,0,0,0,0,29,0,0,54,0,0,0,41,0,0,14,0,0,7,0,0,0,0,0,9,1,0,0,1,0,3,0,0,0,57,0,6,0,64,0,27,0,41,39,0,0,2,39,0,5,89,10,18,9,71,0,36,42,20,0,25,0,20,83,0,27,0,4,15,0,0,0,0,0,7,0,0,0,12,0,11,0,36,0,0,0,0,0,6,7,0,0,0,42,0,0,0,0,0,0,0,0,0,38,0,0,0,25,0,0,0,24,0,1,0,81,0,0,0,0,13,0,0,0,0,0,11,17,8,103,0,0,0,2,0,59,2,0,61,0,0,0,0,0,1,0,1,0,0,0,0,30,25,0,0,0,38,0,0,0,0,4,0,54,88,0,0,0,0,2,0,0,20,0,40,0,0,0,0,28,0,0,0,7,0,24,12,46,56,0,0,0,0,0,11,0,46,0,0,0,93,3,0,0,0,0,67,0,0,0,0,0,0,0,0,0,72,0,0,1,0,69,0,0,0,0,0,0,26,0,28,0,0,6,16,39,4,57,13,4,0,0,0,0,25,0,0,0,0,0,0,0,16,0,0,0,0,57,71,63,62,7,0,0,0,0,0,1,0,0,0,0,33,0,1,0,24,24,0,0,0,25,21,2,0,0,0,1,0,2,0,0,0,0,34,19,0,7,0,51,12,8,1,57,0,0,0,0,0,14,5,0,0,0,62,0,0,6,0,0,23,0,0,0,2,0,0,0,0,137,0,0,0,0,22,0,0,0,9,0,0,0,0,0,11,0,0,0,11,3,24,32,0,5,40,11,4,0,20,13,0,39,0,0,0,0,76,0,0,50,23,0,0,11,0,0,21,0,6,0,18,61,0,0,0,0,0,0,0,0,0,44,0,0,48,3,10,19,20,0,0,19,72,0,17,0,27,34,0,0,0,0,0,0,38,0,0,26,0,0,19,8,38,0,0,19,0,0,0,25,0,0,6,0,0,5,1,0,0,70,0,0,4,0,0,0,0,0,122,14,8,0,0,0,0,0,13,0,0,0,0,0,0,89,0,0,0,0,0,0,7,0,92,0,0,0,0,13,55,0,0,0,0,0,12,0,0,0,41,0,0,0,0,62,0,0,2,3,0,0,7,103,0,0,0,0,0,0,0
100,0,7,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,1,65,1,0,0,0,0,0,0,94,2,1,0,0,0,0,0,1,0,0,0,4,0,2,83,0,0,15,0,1,0,0,0,0,0,0,0,0,94,0,1,0,0,0,2,0,0,0,0,0,1,0,0,5,0,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,1,0,3,5,0,0,0,0,1,0,0,0,1,0,3,0,2,1,0,293,0,0,0,0,0,0,0,6,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,1,108,106,7,1,0,0,0,0,0,0,0,0,20,0,1,4,0,0,0,121,0,0,5,0,0,2,0,0,0,0,0,0,1,0,2,0,0,5,8,0,371,0,1,0,0,0,0,0,0,1,12,0,1,0,31,0,0,0,0,3,6,0,0,2,0,0,0,7,0,0,3,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,69,0,427,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,303,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10,1,1,0,122,1,0,0,0,0,3,1,0,1,0,0,0,0,0,2,0,0,9,0,0,0,0,0,1,1,0,0,0,2,0,0,0,15,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,5,0,1,0,0,0,0,0,0,99,0,1,0,0,0,0,0,0,0,0,96,0,0,3,2,0,0,0,0,0,0,0,308,0,0,6,0,0,55,0,0,0,0,0,0,0,0,176,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,12,0,0,0,0,0,0,0,40,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,49,0,0,0,1,0,178,27,0,2,1,0,40,0,0,6,0,1,1,0,18,1,0,0,0,0,0,0,3,0,133,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,11,0,8,2,0,33,0,3,0,3,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,54,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,268,0,0,0,1,10,0,0,0,0,0,0,0,0,162,0,0,2,0,0,0,0,2,0,0,0,0,5,1,0,0,0,0,0,0,1,0,2,0,0,37,1,0,0,128,2,0,0,0,0,0,0,96,4,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,156,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,1,0,0,0,1,0,0,0,10,0,10,0,0,2,0,0,0,1,0,0,0,0,0,0,0,45,0,0,0,154,0,0,0,1,0,0,0,1,0,1,0,0,0,11,0,4,0,0,2,0,0,9,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,7,0,0,0,4,0,0,4,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,1,4,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,1,0,89,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,104,3,2,101,0,0,2,0,1,0,0,2,0,1,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,2,0,0,0,0,0,0,0,0,0,1,9,0,0,0,2,0,0,0,2,0,0,0,30,1,0,0,0,0,0,1,0,0,0,0,11,0,0,1,1,0,0,0,0,0,1,4,0,0,0,0,0,2,0,0,0,0,10,0,0,1,0,6,0,0,2,0,0,2,0,0,3,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,1,0,0,5,0,82,0,0,0,0,0,0,0,0,167,0,0,2,0,0,3,1,0,0,0,1,6,6,1,0,0,0,1,44,2,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,85,10,0,0,0,1,0,0,0,0,1,0,1,4,0,0
