gen,0_A1CF,0_AAMP,0_AASDH,0_ABAT,0_ABCA4,0_ABCB8,0_ABCC10,0_ABCF2,0_ABHD11,0_ABLIM1,0_ABTB2,0_ACACA,0_ACAD8,0_ACADL,0_ACAT2,0_ACMSD,0_ACOX1,0_ACSL3,0_ACSL6,0_ACVR2A,0_ACY1,0_ACY3,0_ADAL,0_ADAM33,0_ADAMTS13,0_ADCY3,0_ADCY4,0_ADD3,0_ADI1,0_ADPRH,0_ADRB1,0_ADRM1,0_AFF3,0_AFM,0_AFP,0_AGFG1,0_AIMP1,0_AK3,0_AKAP1,0_AKAP7,0_AKAP9,0_AKR1A1,0_AKR1C1,0_AKR1E2,0_ALDH1A2,0_ALDH4A1,0_ALKBH5,0_AMACR,0_AMFR,0_ANK3,0_ANKRD13D,0_ANKRD6,0_ANP32A,0_ANP32B,0_ANPEP,0_ANXA13,0_ANXA3,0_ANXA4,0_ANXA9,0_AP1B1,0_AP1S1,0_AP2A2,0_APBB1IP,0_APBB2,0_APEH,0_APOOL,0_APPL2,0_ARAF,0_ARAP1,0_ARHGAP18,0_ARHGAP6,0_ARHGEF11,0_ARHGEF12,0_ARHGEF7,0_ARL10,0_ARL2,0_ARL2BP,0_ARL5A,0_ARL6,0_ARMCX2,0_ARPC2,0_ARRDC4,0_ASF1B,0_ASH1L,0_ASPSCR1,0_ASRGL1,0_ATE1,0_ATF4,0_ATG16L1,0_ATP2B2,0_ATP2B3,0_ATP6V0A2,0_ATP6V1A,0_ATP6V1E1,0_ATP6V1H,0_ATP8B1,0_ATP8B4,0_ATRIP,0_ATXN2L,0_AUH,0_AUP1,0_AZI2,0_AZIN1,0_B3GNTL1,0_BAALC,0_BAD,0_BAHCC1,0_BAIAP2L2,0_BARX2,0_BAX,0_BBC3,0_BCAR3,0_BCKDK,0_BCL2L12,0_BCL2L14,0_BCL7B,0_BDKRB1,0_BEX1,0_BEX2,0_BHMT,0_BICD1,0_BIN1,0_BIN3,0_BMI1,0_BMPR2,0_BNIP3,0_BRF1,0_C11orf80,0_C16orf70,0_C17orf97,0_C1GALT1,0_C1orf174,0_C1orf194,0_C1orf35,0_C2CD2L,0_C4BPA,0_C4orf3,0_C5orf34,0_C5orf46,0_C9orf116,0_CACNA1H,0_CADM4,0_CALM2,0_CAMKK2,0_CAMLG,0_CAND1,0_CAND2,0_CAPN10,0_CAPRIN1,0_CARHSP1,0_CASK,0_CBWD3,0_CCDC12,0_CCDC134,0_CCDC68,0_CCDC88B,0_CCDC88C,0_CCDC89,0_CCNG2,0_CCRL2,0_CCT6B,0_CD24,0_CD276,0_CD47,0_CD55,0_CDC23,0_CDC37L1,0_CDC73,0_CDH2,0_CDK19,0_CDK5RAP3,0_CDK9,0_CDKN1C,0_CDKN2AIP,0_CDS2,0_CDT1,0_CEACAM7,0_CECR2,0_CENPV,0_CEP55,0_CEP72,0_CES3,0_CFB,0_CFHR5,0_CFI,0_CFL2,0_CHAC1,0_CHCHD5,0_CHD9,0_CHI3L2,0_CHMP6,0_CHP2,0_CHPF,0_CHST10,0_CISD3,0_CISH,0_CITED1,0_CKAP5,0_CLCN2,0_CLCN7,0_CLDN2,0_CLDN8,0_CLEC4C,0_CLEC4D,0_CLIP2,0_CLK4,0_CLPB,0_CLTB,0_CMTM1,0_CNKSR3,0_CNNM1,0_CNOT1,0_CNOT2,0_CNPY2,0_CNTN2,0_CNTN5,0_CNTROB,0_COG1,0_COMT,0_COPA,0_CORO1B,0_COX17,0_COX18,0_COX5A,0_CP,0_CPM,0_CPNE1,0_CPNE5,0_CPSF6,0_CRHBP,0_CRP,0_CRYM,0_CSNK1G3,0_CSTF1,0_CTNNA2,0_CTNNB1,0_CTPS2,0_CTSF,0_CTSH,0_CUX1,0_CWC25,0_CX3CL1,0_CX3CR1,0_CXCR5,0_CYB5A,0_CYB5R4,0_CYFIP2,0_CYGB,0_CYP1B1,0_CYP27A1,0_CYSLTR2,0_DAAM2,0_DALRD3,0_DAXX,0_DCAF12L2,0_DCLK3,0_DDO,0_DDR1,0_DDT,0_DDX11,0_DDX5,0_DEAF1,0_DEDD,0_DERL1,0_DHCR7,0_DHRS9,0_DHTKD1,0_DHX30,0_DHX32,0_DIAPH2,0_DIP2C,0_DIRAS3,0_DLX5,0_DNA2,0_DNAJA2,0_DNAJB7,0_DNAL1,0_DNMT3A,0_DNMT3L,0_DPH1,0_DPYS,0_DPYSL2,0_DPYSL4,0_DR1,0_DSC1,0_DSC2,0_DSTYK,0_DTX4,0_DUOXA1,0_DUSP8,0_DVL1,0_DYNLRB1,0_DYNLT3,0_DYRK1A,0_DZIP3,0_E2F1,0_ECD,0_ECE1,0_EDAR,0_EDNRB,0_EEA1,0_EEF1D,0_EEF1G,0_EFCAB2,0_EFHC2,0_EFNB2,0_EGFL7,0_EGR4,0_EHF,0_EIF2AK3,0_EIF2B3,0_EIF2S2,0_EIF4E3,0_EIF4ENIF1,0_EIF5A2,0_EME1,0_EML2,0_EMX1,0_ENAH,0_ENGASE,0_ENHO,0_ENO3,0_ENOSF1,0_ENPP2,0_ENPP3,0_ENTPD4,0_ENTPD6,0_EPDR1,0_EPN1,0_EPPK1,0_ERAP1,0_ERAP2,0_ERBB4,0_ERGIC1,0_ERLEC1,0_ETV4,0_ETV5,0_EVI5L,0_EVPL,0_EXOC6,0_EXOC6B,0_EXOC7,0_EYA4,0_F2,0_F2RL1,0_F8,0_FABP7,0_FAM107B,0_FAM126A,0_FAM135A,0_FAM13C,0_FAM167A,0_FAM171B,0_FAM20A,0_FANCC,0_FANCE,0_FASTKD1,0_FBXL2,0_FBXO16,0_FBXO33,0_FBXO38,0_FECH,0_FETUB,0_FGF19,0_FGF9,0_FGG,0_FHIT,0_FKBP4,0_FKBP9,0_FLOT2,0_FLRT3,0_FMO2,0_FOXO3,0_FOXP2,0_FPR2,0_FTO,0_FUT8,0_FXN,0_FZD1,0_FZD4,0_FZD7,0_G6PD,0_GAB2,0_GABARAPL1,0_GABPA,0_GABPB1,0_GABRG3,0_GALNT3,0_GAPDH,0_GAS1,0_GBA,0_GBP5,0_GCDH,0_GDF15,0_GGTLC1,0_GGTLC2,0_GIPC2,0_GIT1,0_GLB1,0_GLB1L,0_GLO1,0_GLOD4,0_GLRX5,0_GLT8D1,0_GLYR1,0_GMEB1,0_GMPR,0_GNAI3,0_GNAT1,0_GNB1L,0_GNPTG,0_GOLM1,0_GOLT1B,0_GPC4,0_GPRIN1,0_GPSM1,0_GPX1,0_GRB10,0_GRHL3,0_GRPEL1,0_GRTP1,0_GSPT1,0_GSPT2,0_GSTA4,0_GSTZ1,0_GTF2H1,0_GTF3C6,0_GTPBP1,0_GTPBP8,0_GUK1,0_HAAO,0_HAGH,0_HAL,0_HAND2,0_HAX1,0_HCCS,0_HDAC3,0_HDAC4,0_HDAC5,0_HDAC6,0_HDDC2,0_HECTD1,0_HECTD2,0_HEXIM1,0_HGD,0_HGSNAT,0_HHLA2,0_HINT1,0_HINT2,0_HIPK3,0_HLA-DQB1,0_HMG20B,0_HMGA1,0_HMGB1,0_HMGB2,0_HMGCL,0_HMGCR,0_HMOX1,0_HNF1B,0_HNRNPA1,0_HNRNPD,0_HNRNPL,0_HOXA4,0_HPCA,0_HPCAL1,0_HPRT1,0_HSD3B7,0_HSF1,0_HSPA12A,0_HSPA1B,0_HSPA6,0_HSPB7,0_HSPB8,0_HSPBP1,0_HTATIP2,0_HTATSF1,0_HTR3B,0_HUNK,0_ICA1,0_ICAM1,0_ICOSLG,0_IDI1,0_IFIH1,0_IFNG,0_IFRD1,0_IFRD2,0_IGFBP7,0_IGSF8,0_IKBIP,0_IL18R1,0_IL20RA,0_IL23A,0_IL4I1,0_IMMP1L,0_INF2,0_INO80C,0_INPPL1,0_IQCK,0_IQGAP1,0_IRF3,0_ITGB3,0_ITGB8,0_JARID2,0_KALRN,0_KANK1,0_KAT5,0_KCNA4,0_KCNE3,0_KCNJ1,0_KCNK1,0_KHDRBS2,0_KIAA1217,0_KIAA1958,0_KIF21A,0_KIF26B,0_KIF4B,0_KIF5B,0_KIF9,0_KISS1R,0_KLC2,0_KLC4,0_KLK5,0_KPTN,0_KRT7,0_L3MBTL3,0_LACTB2,0_LAGE3,0_LAMB1,0_LAPTM5,0_LAS1L,0_LBP,0_LCA5,0_LDB2,0_LDHB,0_LGI4,0_LGR5,0_LHPP,0_LIMA1,0_LIME1,0_LIMK2,0_LMAN2,0_LMNB1,0_LONRF2,0_LPCAT1,0_LPIN2,0_LRIT3,0_LRP2,0_LRRC28,0_LRRC47,0_LRRC61,0_LRRN1,0_LRRN3,0_LSM6,0_LSS,0_LTBP4,0_LUC7L,0_LUC7L2,0_LXN,0_LYPD5,0_LYSMD3,0_LZTS1,0_MACC1,0_MAD2L2,0_MAF,0_MAGI2,0_MAN1B1,0_MANEA,0_MAOB,0_MAP2K6,0_MAP3K1,0_MAPK1,0_MAPK13,0_MAPK6,0_MAPKBP1,0_MAPRE1,0_MARK2,0_MAZ,0_MBTD1,0_MCM3,0_MCM5,0_MDFIC,0_MDH1B,0_MEF2A,0_MEGF9,0_METAP2,0_METRN,0_METTL7B,0_MFGE8,0_MFSD8,0_MGAM,0_MGAT5,0_MGLL,0_MGST1,0_MICAL3,0_MICALL1,0_MIPOL1,0_MKKS,0_MKS1,0_MLF2,0_MLH1,0_MLLT1,0_MME,0_MPHOSPH8,0_MPI,0_MRPL10,0_MRPL13,0_MRPL28,0_MRPL3,0_MRPL4,0_MRPL52,0_MRPS28,0_MRPS7,0_MRPS9,0_MSH6,0_MSN,0_MST1R,0_MSTN,0_MT1A,0_MTA1,0_MTAP,0_MTG1,0_MTMR11,0_MTSS1,0_MVP,0_MYO10,0_MYO3B,0_N4BP3,0_N6AMT1,0_NAA35,0_NAAA,0_NAV2,0_NCBP2,0_NCSTN,0_NDRG1,0_NDST2,0_NDUFA4,0_NDUFA4L2,0_NDUFAB1,0_NDUFAF1,0_NDUFAF2,0_NDUFB11,0_NDUFB2,0_NDUFB6,0_NDUFV3,0_NEDD1,0_NEDD4,0_NELL1,0_NFRKB,0_NGB,0_NGEF,0_NKTR,0_NLK,0_NME3,0_NME5,0_NOL6,0_NOLC1,0_NOMO1,0_NOP56,0_NPC1,0_NPTN,0_NQO2,0_NR3C2,0_NR4A1,0_NRP2,0_NRSN2,0_NSD1,0_NSDHL,0_NT5C,0_NTN1,0_NUDT14,0_NUDT8,0_NUP35,0_NUP62,0_NUP88,0_NXF1,0_NXPH2,0_OAS2,0_OCIAD2,0_ODC1,0_OGFOD1,0_OGFR,0_OPHN1,0_OTP,0_OTUB1,0_OTUD6B,0_OXNAD1,0_P4HA2,0_P4HA3,0_PABPC5,0_PABPN1,0_PADI1,0_PAGE4,0_PALMD,0_PAPOLG,0_PAPSS2,0_PAQR7,0_PARD6A,0_PARK7,0_PARM1,0_PARN,0_PARP1,0_PARP12,0_PCDH10,0_PCDH18,0_PCDHGA2,0_PCDHGA9,0_PCDHGB2,0_PCDHGB5,0_PCDHGB6,0_PCDHGB7,0_PCMTD2,0_PCYOX1,0_PDE3A,0_PDE9A,0_PDGFB,0_PDIA6,0_PDK1,0_PDK4,0_PDLIM1,0_PDLIM2,0_PDZK1,0_PDZK1IP1,0_PEBP1,0_PELO,0_PEPD,0_PER2,0_PER3,0_PEX13,0_PEX16,0_PEX6,0_PGAM2,0_PGAP3,0_PGM1,0_PGRMC1,0_PHF14,0_PHF2,0_PI16,0_PI4K2B,0_PI4KA,0_PI4KB,0_PIK3CG,0_PIP5K1A,0_PIR,0_PJA2,0_PKNOX1,0_PLAU,0_PLCE1,0_PLCG1,0_PLCXD1,0_PLD1,0_PLEK2,0_PLEKHA1,0_PLEKHG1,0_PLS1,0_PLSCR3,0_PLTP,0_PM20D2,0_PMPCB,0_PNCK,0_PNPLA2,0_PNPT1,0_PODNL1,0_POLA1,0_POLD1,0_POLG,0_PON1,0_POR,0_POU2F1,0_PPAN-P2RY11,0_PPARD,0_PPID,0_PPP1R13B,0_PPP1R14B,0_PPP1R7,0_PPP2R2A,0_PPP2R2B,0_PPP2R2C,0_PPP2R3C,0_PPP3CA,0_PRAM1,0_PRCC,0_PRDM11,0_PRELID1,0_PREX2,0_PRKG1,0_PRMT7,0_PRPF4B,0_PSMB1,0_PSMB4,0_PSMG4,0_PTEN,0_PTGR1,0_PTGS1,0_PTHLH,0_PTMA,0_PTPN22,0_PTPN23,0_PTPN3,0_PXK,0_PYGL,0_PZP,0_RAB11FIP4,0_RAB1A,0_RAB28,0_RAB2A,0_RAB31,0_RAB3GAP2,0_RAB5C,0_RADIL,0_RALA,0_RALBP1,0_RANBP1,0_RANBP3L,0_RAP1GAP2,0_RAP1GDS1,0_RAPGEF3,0_RAPGEF4,0_RASL11A,0_RBL2,0_RBM15,0_RBM22,0_RBM47,0_RBMS2,0_RBP5,0_RBP7,0_RBPMS,0_RC3H1,0_RCCD1,0_RCOR3,0_RDX,0_REEP6,0_RELL1,0_REN,0_RFC1,0_RGPD6,0_RHOT2,0_RIC3,0_RILPL2,0_RIN3,0_RIT1,0_RNASEL,0_RNF115,0_RNF13,0_RNF187,0_RNF216,0_RNF220,0_RNF38,0_RNF7,0_RORA,0_RPA4,0_RPL21,0_RPL24,0_RPL27A,0_RPRD1A,0_RPS6KB1,0_RPSA,0_RPUSD1,0_RRS1,0_RSL1D1,0_S100A1,0_SAA4,0_SACM1L,0_SAR1A,0_SAT1,0_SAT2,0_SBNO2,0_SCAMP4,0_SCARA5,0_SCARB1,0_SCARB2,0_SCGN,0_SCIN,0_SCN7A,0_SCOC,0_SCYL3,0_SDCBP,0_SDCBP2,0_SDHAF2,0_SDHB,0_SDR39U1,0_SEC14L2,0_SEC24D,0_SECISBP2,0_SEMA4B,0_SEMA4D,0_SEMA6A,0_SENP2,0_SERGEF,0_SERPINA3,0_SERPINA4,0_SERPINA5,0_SERPINC1,0_SERPINF2,0_SERPINH1,0_SERTAD2,0_SEZ6L2,0_SFT2D2,0_SFXN4,0_SFXN5,0_SGK3,0_SGSM1,0_SH2D4A,0_SH3GLB1,0_SH3RF3,0_SHC1,0_SHMT2,0_SIM2,0_SIRT3,0_SKP1,0_SLBP,0_SLC13A3,0_SLC13A5,0_SLC16A1,0_SLC16A4,0_SLC16A7,0_SLC17A4,0_SLC1A1,0_SLC1A4,0_SLC22A11,0_SLC22A3,0_SLC25A12,0_SLC25A38,0_SLC26A11,0_SLC29A2,0_SLC2A2,0_SLC2A5,0_SLC2A9,0_SLC35B3,0_SLC35F2,0_SLC36A4,0_SLC37A4,0_SLC3A1,0_SLC43A2,0_SLC4A10,0_SLC7A5,0_SLC7A6OS,0_SLC9A7,0_SLK,0_SMAGP,0_SMC3,0_SMG6,0_SMTN,0_SNAI2,0_SNAP29,0_SNAP47,0_SNAPC2,0_SNN,0_SNRNP40,0_SNRPC,0_SNRPG,0_SNX10,0_SOCS2,0_SORCS1,0_SPAG5,0_SPAG9,0_SPATA13,0_SPATA18,0_SPG11,0_SPOCK2,0_SPRED2,0_SPTBN2,0_SQLE,0_SQSTM1,0_SRP72,0_SS18L1,0_SSBP2,0_SSR3,0_SSU72,0_ST6GALNAC6,0_ST8SIA5,0_STAB1,0_STAM2,0_STARD3NL,0_STARD4,0_STAT3,0_STBD1,0_STC2,0_STK36,0_STOM,0_STRAP,0_STRN,0_STX18,0_SUMO4,0_SUPV3L1,0_SVEP1,0_SYNE2,0_SYNGR3,0_SYNJ2BP,0_SYTL1,0_SYTL2,0_TACC2,0_TAF1A,0_TAF5,0_TAF8,0_TBC1D1,0_TBC1D14,0_TBC1D16,0_TBC1D23,0_TBC1D9B,0_TBKBP1,0_TBL3,0_TBX2,0_TCEA3,0_TCF4,0_TCTA,0_TDG,0_TEK,0_TEKT2,0_TES,0_TF,0_TFE3,0_TGDS,0_TGFA,0_THBS1,0_THOC3,0_THOC7,0_TIFA,0_TIGD1,0_TIMM17B,0_TIMM50,0_TIMM8A,0_TIMM9,0_TIPRL,0_TM4SF18,0_TMCC3,0_TMED7-TICAM2,0_TMEM116,0_TMEM139,0_TMEM165,0_TMEM169,0_TMEM176B,0_TMEM192,0_TMEM50B,0_TMEM87A,0_TMPO,0_TMPRSS2,0_TMTC1,0_TNFAIP3,0_TNFAIP8L3,0_TNFRSF10B,0_TNFRSF14,0_TNRC6B,0_TOE1,0_TOMM20,0_TOMM6,0_TOP3A,0_TOPORS,0_TPD52,0_TPD52L2,0_TPK1,0_TPX2,0_TRAF3IP1,0_TRAF6,0_TRAIP,0_TRAP1,0_TRAPPC1,0_TRAPPC6A,0_TRIB2,0_TRIM25,0_TRIM28,0_TRIM69,0_TRIM7,0_TRIP6,0_TRMT12,0_TRPT1,0_TSEN15,0_TSEN34,0_TSHR,0_TSKU,0_TST,0_TTF1,0_TTR,0_TUBB,0_TUFM,0_TWF1,0_TXNDC11,0_TXNDC5,0_TXNRD1,0_TYW1,0_TYW3,0_UAP1,0_UBAC2,0_UBC,0_UBE2E1,0_UBE2L3,0_UBE2N,0_UBE2Z,0_UBE3A,0_UBE3B,0_UBLCP1,0_UBXN8,0_UCK1,0_UEVLD,0_UFC1,0_UFM1,0_UGT8,0_UNC5B,0_UNC5CL,0_UPK1B,0_UQCRB,0_UQCRC1,0_URM1,0_UROC1,0_USE1,0_USP1,0_USP13,0_USP14,0_USP16,0_USP39,0_USP4,0_USP48,0_USP54,0_UTP3,0_UTP6,0_VAPB,0_VHL,0_VIL1,0_VIM,0_VIPR1,0_VIPR2,0_VPS11,0_VPS4A,0_VPS52,0_VWF,0_WBP4,0_WDFY1,0_WDR17,0_WDR24,0_WDR54,0_WDR6,0_WNK4,0_WRAP53,0_XPC,0_XPNPEP1,0_XPNPEP3,0_XPO5,0_XRCC1,0_YAP1,0_YIF1A,0_YIPF4,0_YTHDC1,0_YTHDF2,0_YWHAE,0_ZBTB10,0_ZBTB3,0_ZBTB34,0_ZBTB42,0_ZBTB44,0_ZC3H4,0_ZCCHC17,0_ZDHHC20,0_ZDHHC21,0_ZFAND1,0_ZFPM2,0_ZKSCAN4,0_ZMIZ1,0_ZMIZ2,0_ZMYND8,0_ZNF174,0_ZNF234,0_ZNF251,0_ZNF326,0_ZNF343,0_ZNF433,0_ZNF436,0_ZNF44,0_ZNF443,0_ZNF512,0_ZNF616,0_ZXDB
0,0,0,0,0,80,0,15,0,0,0,10,0,0,0,32,9,0,0,25,0,0,0,2,49,0,0,0,0,9,30,0,0,0,0,0,0,0,0,5,137,0,0,36,4,38,0,0,0,0,93,0,46,0,0,0,21,0,25,24,0,0,0,0,0,0,0,39,55,2,0,0,0,0,7,0,17,0,0,0,16,0,8,0,0,0,0,0,0,0,25,0,0,9,0,0,0,0,18,0,0,0,0,64,0,23,0,0,0,43,3,0,25,1,0,39,2,0,0,18,0,26,0,0,36,0,10,0,0,0,8,0,0,0,0,64,8,10,0,0,0,28,0,3,0,0,0,6,0,0,0,13,48,0,8,0,0,0,0,0,10,0,15,54,1,0,35,20,0,0,0,0,0,10,0,6,12,33,171,0,0,95,119,12,0,81,0,74,11,0,0,0,96,18,12,44,0,69,0,0,0,0,0,24,53,36,0,14,0,0,0,0,0,2,0,76,13,0,12,0,8,0,0,0,0,31,9,0,59,0,72,64,0,0,0,130,0,31,5,4,0,0,0,27,0,0,0,0,0,0,4,20,0,0,0,26,0,0,0,0,29,0,0,4,0,16,0,0,0,16,26,0,14,0,0,0,14,8,0,60,31,0,0,35,3,0,0,0,0,37,17,0,0,0,0,0,66,10,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,15,0,4,0,10,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,19,13,0,11,0,0,21,0,27,0,39,12,0,0,0,0,0,35,27,38,0,0,0,0,0,57,34,6,0,0,0,53,0,0,0,0,0,1,3,0,0,0,0,2,45,0,28,26,0,0,49,15,27,16,0,12,0,26,0,0,0,0,0,0,0,15,18,16,0,0,0,0,0,7,0,47,0,0,0,0,0,57,25,0,23,0,0,140,7,35,0,0,9,0,33,0,41,3,37,0,1,82,55,0,2,0,0,98,0,11,0,0,0,0,8,0,8,0,0,0,45,0,26,0,29,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,80,31,0,38,0,0,37,0,0,41,0,0,0,16,0,28,9,0,0,16,0,0,0,12,0,1,0,0,0,21,1,0,41,69,0,0,5,0,0,0,50,51,1,2,20,0,0,0,0,10,43,0,0,5,0,0,7,0,0,0,8,0,0,0,0,0,0,33,0,0,79,0,6,60,39,20,23,0,0,0,65,0,0,0,0,0,0,0,0,0,9,22,33,6,26,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,80,35,32,0,16,4,12,0,0,10,0,35,0,1,0,0,66,0,0,0,0,0,0,0,0,0,0,0,23,0,25,0,32,0,0,0,0,0,0,0,7,0,3,41,0,1,30,23,59,25,0,0,0,0,0,0,0,0,0,87,0,66,0,0,0,0,0,0,0,50,0,4,0,38,0,0,26,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,16,18,0,1,27,0,53,0,23,0,0,0,0,0,0,13,0,0,18,54,0,55,2,36,89,2,13,0,0,18,0,0,0,6,29,31,0,0,0,0,0,16,34,0,75,0,0,0,0,20,0,0,0,0,0,2,0,0,59,24,0,0,0,1,0,7,0,0,31,0,0,0,0,23,0,0,13,0,0,18,21,0,0,43,0,0,0,57,4,79,5,0,3,19,0,0,16,0,2,0,0,0,0,28,38,0,77,0,0,0,0,0,0,0,0,0,0,0,13,0,0,143,51,0,25,22,115,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,10,72,4,0,0,3,0,0,0,27,19,0,0,0,0,0,0,0,48,51,0,0,0,0,0,0,0,0,42,53,0,6,0,0,0,12,29,22,58,0,0,0,0,0,0,21,0,0,0,5,0,0,0,0,0,0,0,0,36,0,65,0,0,0,0,0,0,0,0,40,0,0,18,0,0,61,0,0,0,39,0,30,50,0,0,25,20,0,0,27,18,142,0,0,0,0,74,0,0,0,0,20,0,0,0,0,0,88,0,0,0,0,102,35,8,36,22,0,0,42,0,6,5,0,0,7,0,11,0,0,21,169,0,0,9,0,96,17,0,0,0,0,0,0,76,38,0,19,0,0,24,33,0,0,0,0,0,0,0,7,0,0,61,0,25,0,0,26,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,59,0,13,26,2,0,27,0,14,36,44,19,0,0,91,0,0,0,11,0,0,0,0,0,19,41,0,0,78,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,4,0,85,0,27,0,0,0,0,133,18,0,0,0,0,0,36,0,0,3,0,12,0,0,11,0,63,15,4,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,123,23,0,0,21,36,22,17,0,0,0,52,0,35,8,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,21,24,0,0,0,0,31,0,0,9,17,1,80,0,0,0,0
100,0,0,0,0,7,1,0,0,1,0,0,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,144,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,4,0,1,2,0,1,0,0,0,0,2,0,5,1,0,2,0,0,34,0,1,0,2,1,0,0,2,0,0,0,141,0,7,0,0,14,0,0,7,0,0,1,0,0,0,2,0,27,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,202,0,0,0,227,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,13,0,0,0,1,0,1,0,1,0,0,9,0,3,0,0,159,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,37,0,0,13,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,2,0,133,0,0,0,1,0,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,4,0,7,1,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,2,0,0,59,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,5,67,47,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,129,1,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,98,4,0,0,0,0,0,0,0,10,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,0,7,0,0,0,0,3,0,58,6,0,0,0,3,1,22,0,0,0,2,79,2,0,0,0,0,1,0,268,1,5,0,0,0,0,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,7,0,0,0,1,0,1,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,43,2,0,0,0,0,0,0,1,1,13,0,5,0,0,0,0,0,0,0,0,0,3,2,0,0,1,3,0,0,0,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,161,0,0,0,1,0,0,1,1,0,39,0,0,0,0,0,0,5,0,16,0,0,1,0,0,8,0,0,0,4,2,0,5,1,0,0,0,1,0,1,0,0,0,0,3,1,0,1,0,8,1,0,1,0,0,4,0,2,0,0,0,0,0,32,69,0,3,1,0,0,1,0,2,186,0,0,0,1,0,3,0,0,1,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,424,0,0,0,0,0,0,2,1,0,1,0,0,5,419,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,114,0,2,0,0,2,0,1,0,0,1,1,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,11,4,1,10,7,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,2,0,41,0,0,0,5,5,0,0,0,0,0,0,1,0,1,0,143,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,279,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,3,0,1,1,0,2,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,2,0,5,0,0,0,0,0,1,0,0
