gen,0_AAAS,0_AACS,0_AAGAB,0_ABCA1,0_ABCA4,0_ABCB7,0_ABCB8,0_ABCC3,0_ABCD3,0_ABHD11,0_ABHD13,0_ABHD14B,0_ABHD15,0_ABTB2,0_ACAD8,0_ACOX1,0_ACSL6,0_ACSM2A,0_ACTR3,0_ADA,0_ADAM33,0_ADAM8,0_ADCK2,0_ADCK5,0_ADI1,0_ADPGK,0_ADPRH,0_ADRB1,0_ADSL,0_AEBP1,0_AFF4,0_AGA,0_AHNAK2,0_AHR,0_AK2,0_AKAP7,0_AKAP9,0_AKR1A1,0_AKR1C3,0_AKR1E2,0_AKT1,0_ALDH16A1,0_ALG1L2,0_ALG9,0_ALK,0_ALKBH3,0_ALOX15,0_AMFR,0_ANAPC2,0_ANAPC4,0_ANGPTL4,0_ANKRD12,0_ANKRD26,0_ANKS6,0_ANXA13,0_ANXA3,0_ANXA4,0_ANXA9,0_AP1G1,0_APCS,0_APEH,0_APOBEC3A,0_APOL2,0_APOLD1,0_APPL2,0_APRT,0_ARAF,0_ARFIP1,0_ARGLU1,0_ARHGAP1,0_ARHGAP18,0_ARHGAP33,0_ARHGEF16,0_ARL10,0_ARMCX1,0_ARMCX2,0_ARNT,0_ARPC5,0_ARRDC4,0_ARSD,0_ARSK,0_ASH1L,0_ASMTL,0_ASNSD1,0_ASPSCR1,0_ASRGL1,0_ATF2,0_ATF3,0_ATF4,0_ATIC,0_ATP11A,0_ATP2B1,0_ATP2C1,0_ATP6V1C2,0_ATP6V1E1,0_ATP6V1F,0_ATRX,0_ATXN1,0_ATXN2L,0_AWAT2,0_AXIN2,0_B3GNTL1,0_B4GALNT2,0_B4GALNT3,0_B4GALT2,0_B4GALT7,0_BAALC,0_BAG3,0_BAG4,0_BAHCC1,0_BARX2,0_BBC3,0_BBS4,0_BCHE,0_BCL2,0_BCL2L11,0_BDH1,0_BEST3,0_BEX1,0_BIK,0_BIRC3,0_BLZF1,0_BMP2K,0_BMP6,0_BNIP1,0_BNIP3,0_BNIP3L,0_BRCA1,0_BSDC1,0_BST2,0_BTF3L4,0_BTG3,0_BVES,0_BZW2,0_C11orf45,0_C4BPA,0_C5orf22,0_C5orf34,0_C6orf118,0_C7orf50,0_C8B,0_CA9,0_CAB39,0_CAMK2G,0_CANT1,0_CANX,0_CAPG,0_CAPZA1,0_CARD6,0_CASP10,0_CASP4,0_CBFA2T3,0_CBLC,0_CBWD6,0_CCDC102B,0_CCDC115,0_CCDC122,0_CCDC50,0_CCDC57,0_CCDC89,0_CCDC93,0_CCNH,0_CCRL2,0_CD276,0_CDC42BPA,0_CDC42SE2,0_CDH23,0_CDK18,0_CDKN1C,0_CDKN2A,0_CDT1,0_CECR2,0_CES3,0_CFB,0_CFC1B,0_CHCHD6,0_CHDH,0_CHN2,0_CHP2,0_CHPT1,0_CHRDL1,0_CHRM3,0_CHST15,0_CIB2,0_CITED2,0_CLDN2,0_CLDN4,0_CLEC4C,0_CLIC1,0_CLK3,0_CLPB,0_CLPTM1L,0_CLRN3,0_CLTCL1,0_CMTM6,0_CNKSR3,0_CNOT1,0_CNTN2,0_CNTN5,0_CNTNAP1,0_COG3,0_COL4A1,0_COMMD3,0_COPA,0_COPG2,0_COQ9,0_CORO1C,0_CPNE5,0_CREBBP,0_CRHBP,0_CRLF1,0_CRP,0_CRTC2,0_CSNK1D,0_CSPG4,0_CSRNP3,0_CSTF1,0_CTAGE6,0_CTBP1,0_CTNNA2,0_CTSC,0_CTSD,0_CTSH,0_CTSO,0_CTSS,0_CUTC,0_CWC25,0_CYB5R4,0_CYGB,0_CYP27A1,0_DAB2,0_DBR1,0_DCLK3,0_DCTD,0_DDB2,0_DDIT4,0_DDX11,0_DDX43,0_DDX58,0_DDX60,0_DGKG,0_DHCR7,0_DHRS3,0_DIRAS3,0_DMAP1,0_DNAJB6,0_DNAJC12,0_DNAJC14,0_DNAJC21,0_DNAJC7,0_DNMT3L,0_DNPEP,0_DOK4,0_DOLPP1,0_DPH1,0_DPM1,0_DPP3,0_DPP4,0_DPP7,0_DPPA4,0_DPY19L4,0_DPYSL2,0_DPYSL4,0_DRD2,0_DSTYK,0_DUSP16,0_DYNC2LI1,0_DYNLT3,0_DZIP1L,0_EBAG9,0_EBPL,0_EFCAB2,0_EFHC2,0_EFNA5,0_EFNB2,0_EHMT1,0_EI24,0_EIF2S2,0_EIF3I,0_EIF4EBP1,0_EIF4ENIF1,0_EIF4H,0_EIF5A,0_EIF5A2,0_ELMO3,0_EMCN,0_EML2,0_EMX1,0_ENHO,0_ENO1,0_ENPP2,0_ENPP3,0_EPS15,0_EPSTI1,0_ERAP2,0_ERBB3,0_ESCO1,0_ESRRA,0_ETNK2,0_ETV4,0_EVI5L,0_EXOC7,0_EXOSC4,0_EYA4,0_F11R,0_F2RL1,0_FABP7,0_FADS1,0_FAF1,0_FAHD2B,0_FAM104A,0_FAM104B,0_FAM114A2,0_FAM118B,0_FAM13C,0_FAM160A2,0_FAM171B,0_FAM172A,0_FAM53B,0_FAM89A,0_FANCC,0_FBXL2,0_FBXO21,0_FCF1,0_FCHO2,0_FCN3,0_FCRL1,0_FECH,0_FETUB,0_FGF9,0_FGFR4,0_FIGN,0_FKBP15,0_FLCN,0_FLOT2,0_FLRT3,0_FLT4,0_FMN1,0_FOXK2,0_FOXO3,0_FOXP4,0_FPR2,0_FTL,0_FZD6,0_G6PD,0_GAB2,0_GABARAPL1,0_GABPB1,0_GABRG3,0_GALC,0_GAS2L1,0_GAS8,0_GBP5,0_GCNT2,0_GDAP2,0_GGA2,0_GHR,0_GIMAP2,0_GIMAP8,0_GJA4,0_GLE1,0_GLRX5,0_GLUD1,0_GLYATL1,0_GMPR,0_GNB1L,0_GNPTAB,0_GORASP2,0_GPATCH1,0_GPC4,0_GPC6,0_GPR143,0_GPRASP1,0_GPRIN2,0_GREM2,0_GRHL1,0_GRHL3,0_GRK6,0_GRPEL2,0_GSN,0_GSTA3,0_GSTA4,0_GTF2E2,0_GTF3C1,0_GUK1,0_HAAO,0_HAL,0_HAUS5,0_HAX1,0_HBD,0_HDAC5,0_HDAC6,0_HEATR5B,0_HEPH,0_HERC2,0_HESX1,0_HEXIM1,0_HIVEP1,0_HIVEP3,0_HLA-B,0_HLA-DRB5,0_HM13,0_HMGCR,0_HMOX1,0_HNRNPR,0_HPCA,0_HPCAL1,0_HPRT1,0_HS3ST5,0_HSBP1L1,0_HSD17B10,0_HSD17B3,0_HSD17B8,0_HSD3B7,0_HSDL2,0_HSPA12A,0_HSPA1A,0_HSPA1B,0_HSPA6,0_HSPB7,0_HSPB8,0_HSPBP1,0_HTATIP2,0_HTATSF1,0_HTR2B,0_HTR3B,0_HTRA4,0_HUNK,0_HUS1,0_ICA1,0_ID1,0_ID3,0_IFI35,0_IFIH1,0_IFIT1,0_IFNB1,0_IFNG,0_IFRD1,0_IFT74,0_IGF2BP2,0_IK,0_IKBKB,0_IKBKE,0_IL10,0_IL15,0_IL20RA,0_IL23A,0_IL4I1,0_IL7,0_ILDR1,0_ING2,0_INPP5A,0_IQCK,0_ITGA9,0_ITGB5,0_ITIH5,0_KAT2B,0_KCNA4,0_KCNE3,0_KCNJ1,0_KCNJ2,0_KCNQ5,0_KDSR,0_KHDRBS2,0_KIAA1328,0_KIAA1841,0_KIF13B,0_KIF16B,0_KIF21A,0_KIF26B,0_KIF4B,0_KISS1R,0_KLF2,0_KLF3,0_KLHDC8B,0_KLHL32,0_KLK5,0_KMO,0_KRBA1,0_LAGE3,0_LAP3,0_LAPTM5,0_LARP4,0_LARS2,0_LATS2,0_LAYN,0_LBP,0_LBR,0_LDB2,0_LDOC1,0_LGALS2,0_LGALS8,0_LGI4,0_LGR6,0_LIG1,0_LIMD1,0_LIMS3,0_LIPH,0_LIPT2,0_LMCD1,0_LMNB1,0_LPCAT1,0_LRP4,0_LRP5,0_LRRC25,0_LRRC3B,0_LRRFIP1,0_LRRN3,0_LSG1,0_LSM12,0_LSM6,0_LTBP4,0_LUC7L3,0_LYPLAL1,0_LYSMD2,0_MAEA,0_MAF,0_MAN2B1,0_MAP1LC3B,0_MAP3K10,0_MAP4K2,0_MAPKAP1,0_MBIP,0_MBTD1,0_MCM7,0_MCPH1,0_ME2,0_MEPCE,0_MFGE8,0_MGAM,0_MGLL,0_MICAL3,0_MIER1,0_MKKS,0_MKNK1,0_MKRN2,0_MLF2,0_MLH1,0_MLLT1,0_MLPH,0_MLX,0_MME,0_MN1,0_MOSPD1,0_MPEG1,0_MPI,0_MRPL33,0_MRPS25,0_MRPS26,0_MRPS34,0_MRPS6,0_MSH2,0_MTG1,0_MTMR11,0_MTMR12,0_MTRR,0_MTX2,0_MYD88,0_MYO3A,0_MYO9B,0_MYOM2,0_MYSM1,0_N4BP1,0_N4BP2L2,0_NAA15,0_NAA25,0_NAAA,0_NAALAD2,0_NAB2,0_NANS,0_NAV1,0_NAV2,0_NBR1,0_NDRG1,0_NDST2,0_NDUFA12,0_NDUFA4,0_NDUFA4L2,0_NDUFA7,0_NDUFA9,0_NDUFV2,0_NECAB3,0_NEK8,0_NELL1,0_NFIA,0_NGB,0_NHEJ1,0_NID2,0_NIPAL3,0_NIT2,0_NKTR,0_NKX2-2,0_NKX6-1,0_NLGN1,0_NMB,0_NME2,0_NME7,0_NMT2,0_NNT,0_NOL3,0_NONO,0_NOTCH1,0_NPHP1,0_NPTN,0_NQO2,0_NR3C2,0_NRP1,0_NRSN2,0_NSUN6,0_NT5E,0_NTN1,0_NUDCD3,0_NUDT17,0_NUDT5,0_NUDT8,0_NUDT9,0_NUMB,0_NUP88,0_NXPH2,0_OBSL1,0_ODC1,0_ONECUT2,0_OSMR,0_OTP,0_OTUD1,0_OXA1L,0_OXER1,0_OXNAD1,0_OXSM,0_P2RX6,0_P4HTM,0_PACSIN3,0_PADI1,0_PAQR7,0_PARM1,0_PARP12,0_PARP14,0_PCBP3,0_PCDH11X,0_PCDHB5,0_PCDHB7,0_PCDHGA1,0_PCDHGA11,0_PCDHGA3,0_PCDHGA5,0_PCDHGA6,0_PCDHGA9,0_PCDHGB3,0_PCDHGB5,0_PCDHGB6,0_PCDHGC4,0_PCGF1,0_PCK1,0_PCMTD2,0_PCNP,0_PDCL2,0_PDE1A,0_PDIA5,0_PDK2,0_PDK4,0_PDLIM1,0_PEA15,0_PEBP1,0_PELO,0_PELP1,0_PER2,0_PEX11B,0_PFDN4,0_PFKM,0_PGAM2,0_PGAP3,0_PGK2,0_PGRMC1,0_PGRMC2,0_PHC2,0_PHF23,0_PHKA2,0_PHLDB1,0_PI16,0_PIAS1,0_PIGR,0_PIK3CG,0_PIK3R2,0_PIN1,0_PIR,0_PITRM1,0_PIWIL4,0_PKNOX2,0_PLCD3,0_PLCE1,0_PLCG2,0_PLEK2,0_PLEKHA1,0_PLEKHM1,0_PLIN2,0_PLSCR3,0_PLXNB1,0_PML,0_PMM2,0_PMS2,0_PNCK,0_PNPLA8,0_POC1A,0_POLG2,0_POLR2E,0_POU2F1,0_PPFIBP2,0_PPM1E,0_PPM1F,0_PPM1G,0_PPM1H,0_PPP1R13B,0_PPP1R16B,0_PPP1R7,0_PPP2R1B,0_PPP2R2A,0_PPP2R3C,0_PRC1,0_PRDX1,0_PRDX5,0_PRKACB,0_PRODH2,0_PROS1,0_PRPF39,0_PRPF4B,0_PRR15L,0_PRR16,0_PRRT3,0_PRTFDC1,0_PSIP1,0_PSMA1,0_PSMC3,0_PSMD10,0_PSMF1,0_PTEN,0_PTGR1,0_PTGS1,0_PTHLH,0_PTK2B,0_PTPMT1,0_PTPN21,0_PTPN23,0_PTTG2,0_PUM1,0_PXK,0_PYGL,0_RAB11FIP1,0_RAB11FIP4,0_RAB12,0_RAB43,0_RABEP2,0_RAD1,0_RADIL,0_RALA,0_RALGAPB,0_RANBP1,0_RANBP3L,0_RAP1GAP,0_RAPGEF3,0_RARG,0_RASSF5,0_RBL1,0_RBM15,0_RBM22,0_RBM38,0_RBM42,0_RBMS2,0_RBMX2,0_RBMXL1,0_RBP4,0_RBP7,0_REC8,0_REEP6,0_REN,0_REPIN1,0_RFC1,0_RFC4,0_RFT1,0_RGL1,0_RGPD4,0_RGS1,0_RHPN1,0_RIC3,0_RIOK3,0_RNASE3,0_RNF180,0_RNF31,0_RNF7,0_RNPEP,0_ROBO2,0_RPA4,0_RPL21,0_RPL28,0_RPL9,0_RPS14,0_RPS18,0_RPS25,0_RPS6KA1,0_RPS6KB1,0_RPTOR,0_RPUSD4,0_RRAGB,0_RRP15,0_RSBN1,0_RUSC1,0_RUVBL1,0_RXRA,0_RYBP,0_S100A1,0_S100A11,0_SAFB,0_SAP30,0_SAR1A,0_SARS2,0_SAT1,0_SCAP,0_SCARB1,0_SCARB2,0_SCGN,0_SEC16A,0_SEC24B,0_SEC24D,0_SEC31A,0_SEL1L,0_SEMA4B,0_SEMA4F,0_SERINC5,0_SERPINA3,0_SERPINA4,0_SERTAD2,0_SETDB2,0_SEZ6L2,0_SFXN5,0_SGPP1,0_SGSM1,0_SGSM2,0_SH2D4A,0_SH3RF3,0_SHISA5,0_SIPA1L1,0_SIRPA,0_SLC12A9,0_SLC15A4,0_SLC16A3,0_SLC16A4,0_SLC1A4,0_SLC22A23,0_SLC25A5,0_SLC26A11,0_SLC26A2,0_SLC26A6,0_SLC29A3,0_SLC2A2,0_SLC31A2,0_SLC35A2,0_SLC37A4,0_SLC38A10,0_SLC38A2,0_SLC39A8,0_SLC43A2,0_SLC44A1,0_SLC44A3,0_SLC6A2,0_SLC9A2,0_SMAD2,0_SMAD7,0_SMARCA2,0_SMARCE1,0_SMU1,0_SNAP29,0_SNAPIN,0_SNRPA1,0_SNRPD2,0_SNX10,0_SNX15,0_SNX21,0_SOCS1,0_SOCS4,0_SORCS1,0_SOX9,0_SP1,0_SP3,0_SPAST,0_SPATA18,0_SPHKAP,0_SPOCK2,0_SPRED2,0_SPRY4,0_SPTBN2,0_SQLE,0_SQSTM1,0_SRD5A1,0_SRPRB,0_SSR3,0_SSX2IP,0_ST3GAL1,0_ST6GALNAC6,0_ST8SIA2,0_STARD5,0_STAT3,0_STAT6,0_STBD1,0_STC2,0_STEAP3,0_STIP1,0_STK35,0_STK39,0_STOM,0_STRADA,0_STX12,0_STX3,0_STXBP4,0_STXBP5,0_SUMO1,0_SUMO4,0_SUN2,0_SURF6,0_SYNE1,0_SYNGR1,0_SYNGR3,0_SYVN1,0_TADA2B,0_TAF5,0_TAF8,0_TAOK3,0_TAP2,0_TATDN2,0_TBC1D14,0_TBC1D25,0_TBC1D9B,0_TCF4,0_TCF7L2,0_TCTN1,0_TEC,0_TEK,0_TERF2,0_TF,0_TFB1M,0_THAP5,0_THBS2,0_THOC3,0_THOC7,0_TIGD1,0_TIMM44,0_TLCD1,0_TLK1,0_TLR3,0_TM4SF18,0_TMC5,0_TMCO1,0_TMED9,0_TMEM104,0_TMEM115,0_TMEM132E,0_TMEM169,0_TMEM176B,0_TMEM181,0_TMEM184B,0_TMEM184C,0_TMEM19,0_TMEM205,0_TMEM47,0_TMEM50B,0_TMEM70,0_TMEM88,0_TMPRSS2,0_TMUB1,0_TMUB2,0_TNFRSF14,0_TNFRSF21,0_TNFSF13B,0_TNPO1,0_TOE1,0_TPCN2,0_TPP1,0_TPST1,0_TPST2,0_TRAF3IP1,0_TRAK1,0_TRAPPC4,0_TRH,0_TRIB2,0_TRIM35,0_TRIM4,0_TRIM41,0_TRIM65,0_TSC22D2,0_TSG101,0_TSHZ1,0_TSKU,0_TSPAN1,0_TSPAN6,0_TTC1,0_TTC30A,0_TTC32,0_TTF1,0_TTLL1,0_TUBA1A,0_TUBA8,0_TUBG2,0_TUFT1,0_TWF1,0_TXNDC5,0_TXNRD1,0_TYMP,0_U2AF2,0_UAP1,0_UBA3,0_UBAC1,0_UBE2D2,0_UBE2G2,0_UBE2L3,0_UBE2L6,0_UBOX5,0_UBQLN2,0_UBTF,0_UBXN2A,0_UFC1,0_UGDH,0_UGT8,0_UPK1B,0_URB1,0_UROC1,0_USP13,0_USP2,0_VAPA,0_VEGFA,0_VGLL4,0_VIM,0_WARS2,0_WDR19,0_WDR48,0_WNK2,0_WNK4,0_XPC,0_XRCC4,0_XRCC5,0_YAF2,0_YES1,0_YTHDF2,0_YWHAE,0_ZBTB33,0_ZC3HC1,0_ZCCHC8,0_ZDHHC24,0_ZDHHC6,0_ZFPM2,0_ZHX2,0_ZMAT3,0_ZMYM2,0_ZMYM6,0_ZNF131,0_ZNF383,0_ZNF436,0_ZNF44,0_ZNF440,0_ZNF443,0_ZNF473,0_ZNF521,0_ZNF532,0_ZNF549,0_ZNF598,0_ZNF610,0_ZNF638,0_ZNF677,0_ZNF69,0_ZNF703,0_ZNF707,0_ZNF830,0_ZNRF2,0_ZSCAN12,0_ZSCAN2
0,0,0,0,0,96,0,0,0,0,0,0,0,0,7,0,41,92,19,0,0,52,1,0,0,70,0,0,0,36,0,0,44,63,53,19,16,0,0,79,48,3,0,38,12,29,24,0,0,0,29,8,0,0,0,75,20,17,57,0,0,0,89,0,0,49,0,0,0,0,0,0,0,0,0,47,9,0,0,50,7,0,0,10,0,0,0,0,2,0,0,51,7,0,0,0,0,0,0,0,5,94,3,0,0,0,0,0,0,0,16,14,0,0,0,0,0,16,0,23,0,0,0,0,0,0,0,0,0,7,8,0,23,33,0,0,57,23,0,33,0,2,13,5,0,0,0,4,0,0,0,2,0,0,28,0,44,0,0,0,0,0,0,14,12,10,0,63,0,15,0,66,100,58,0,12,81,26,0,119,0,0,45,15,12,0,19,46,45,0,0,5,0,0,4,0,0,0,124,76,19,0,0,1,18,0,0,0,103,0,0,0,56,16,0,0,0,19,1,0,44,0,0,0,6,0,0,0,0,0,24,0,0,51,0,35,0,41,45,0,0,0,19,21,11,2,0,0,0,0,0,21,0,0,0,0,0,28,10,0,40,19,0,43,16,0,0,0,0,68,16,0,39,0,0,132,102,0,0,0,0,22,60,0,0,0,0,12,1,96,5,0,0,23,0,3,0,0,0,3,53,0,0,0,0,9,0,0,0,10,0,0,0,44,0,0,0,19,0,4,0,0,0,0,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,24,0,16,0,2,0,35,0,18,0,1,0,0,0,0,0,0,9,28,0,0,70,0,0,46,0,30,0,99,0,0,0,0,44,30,0,0,86,0,26,0,0,0,13,57,0,37,40,0,0,13,19,9,0,0,19,0,0,10,0,0,15,26,0,0,0,0,0,0,0,39,0,5,35,38,0,11,0,0,107,0,0,0,5,0,46,12,0,0,0,10,39,64,0,0,8,0,0,0,0,34,0,3,0,0,0,45,0,0,0,0,43,0,17,2,0,5,54,0,86,0,0,3,18,0,0,0,4,0,0,6,0,17,0,0,0,9,0,1,0,0,11,41,6,0,0,0,0,0,42,0,0,44,37,11,0,0,0,0,0,0,0,35,0,0,0,31,0,0,0,0,0,21,0,0,0,0,0,12,0,0,35,0,0,0,32,21,50,0,0,0,0,0,0,43,0,0,15,0,0,0,90,45,0,0,0,0,0,0,0,0,0,9,0,0,0,76,0,0,0,10,0,19,0,37,0,0,1,18,25,32,10,0,0,0,0,0,110,0,32,0,61,9,38,19,0,0,19,0,112,0,0,11,0,0,0,62,10,0,0,61,0,0,54,0,0,0,2,0,0,0,0,0,26,0,2,36,0,0,101,0,4,0,0,0,37,87,0,36,71,0,0,0,63,47,10,6,0,11,11,0,71,11,53,7,51,24,0,25,30,0,6,14,0,0,32,0,2,0,0,0,0,0,0,0,20,45,23,0,37,95,0,0,0,17,0,0,0,0,0,112,0,25,0,0,0,0,19,32,0,27,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,30,0,61,6,0,0,0,0,0,12,0,0,0,0,0,17,0,0,0,0,61,27,70,0,0,0,0,8,0,49,32,0,0,4,0,0,18,0,61,26,0,24,74,0,0,7,26,0,0,27,22,34,0,0,0,0,0,0,0,21,82,0,8,0,0,0,0,0,5,15,0,0,42,29,1,3,0,13,82,0,5,0,0,0,0,0,0,8,0,16,0,0,9,0,0,55,0,23,0,57,0,24,0,0,25,0,0,0,0,87,0,4,0,0,0,64,0,0,0,0,0,0,0,0,49,0,0,7,0,26,0,5,27,34,0,4,37,0,0,2,0,0,0,75,0,10,55,0,0,0,0,0,0,23,0,0,12,28,20,0,38,0,7,27,0,0,24,0,0,0,24,25,30,0,20,0,0,76,24,0,0,0,0,24,1,0,0,0,1,0,0,0,33,0,81,0,32,0,0,0,0,50,0,0,15,0,0,0,0,0,68,0,0,1,0,0,19,0,0,0,40,0,0,2,0,0,0,31,0,23,0,0,0,0,20,4,13,0,0,0,33,0,0,0,4,0,0,0,19,3,5,0,0,0,0,4,0,17,24,13,0,0,0,0,31,0,9,75,0,127,0,0,0,0,0,1,48,0,23,0,24,45,56,0,3,8,12,24,52,0,0,0,0,0,26,0,0,4,35,0,0,0,10,4,0,0,0,47,0,17,0,0,0,0,0,0,5,0,0,1,112,2,2,55,48,0,42,39,0,0,0,0,51,2,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,29,2,0,0,0,0,22,2
100,0,0,1,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,8,0,0,13,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,95,1,4,8,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,79,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,51,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,8,0,0,0,199,0,0,0,0,0,0,40,0,104,0,0,0,2,2,0,0,0,0,0,29,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,142,3,3,1,0,0,1,1,0,0,0,0,10,0,1,1,0,2,0,2,1,0,0,0,0,88,0,0,7,0,14,1,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,165,0,0,0,1,1,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,2,0,0,0,0,0,0,205,0,0,1,0,1,0,0,0,0,37,0,1,0,0,0,0,8,2,0,0,0,0,0,2,1,0,1,0,0,0,0,36,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,86,0,0,0,0,0,3,2,0,91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,214,3,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,3,0,0,1,0,2,0,1,5,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,2,20,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,0,0,0,111,11,0,0,0,1,3,0,1,0,0,0,0,8,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,0,27,1,0,0,0,0,0,0,0,0,0,0,274,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,1,0,1,7,0,0,1,45,0,0,3,0,0,0,1,0,0,0,130,0,0,0,0,1,0,0,0,20,0,0,10,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,1,0,47,0,0,0,0,1,0,19,0,0,1,16,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,6,0,1,0,0,1,0,4,0,7,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,1,6,0,8,1,0,0,1,2,0,0,0,0,11,0,0,1,240,0,0,0,0,1,127,0,0,0,0,0,0,0,135,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,227,0,5,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,86,0,0,0,8,10,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,152,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,5,0,0,0,102,3,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,433,0,0,0,0,44,0,2,0,0,0,0,0,36,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,6,0,0,0,0,0
