gen,evals,gen_feats,explored,type svm balanced accuracy_min,type svm balanced accuracy_avg,type svm balanced accuracy_max,type svm balanced accuracy_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std
0,500,403,403,0.2,0.8137496929124933,0.9331122574912127,0.15274603420092883,0.14002800840280097,0.2647821240352116,1.0,0.16732340909338886
1,534,616,622,0.2,0.8264900286215562,0.9331122574912127,0.12518312893882297,0.14002800840280097,0.2783591670793918,1.0,0.13721991221198526
2,546,687,860,0.2,0.8403603559282592,0.9411984013351786,0.11329459502996368,0.14002800840280097,0.2789244440423263,1.0,0.13734210345115047
3,555,701,1067,0.2,0.8448650182150027,0.9418042427839908,0.10811983926681153,0.13608276348795434,0.2867903524893567,1.0,0.13568043219315568
4,543,689,1251,0.2,0.8525898179740202,0.9418042427839908,0.10561610753833198,0.13018891098082386,0.28424299699947375,1.0,0.1370206886882447
5,558,746,1445,0.2,0.8578579563679893,0.9418042427839908,0.10114451009832463,0.12598815766974242,0.28430464189917143,1.0,0.13757823073382894
6,550,734,1620,0.2,0.8612993379525806,0.9436734016624955,0.09971723528152548,0.12598815766974242,0.28625963769079177,1.0,0.13650415228838458
7,546,765,1807,0.2,0.8608774395267658,0.9436734016624955,0.10014998784298136,0.14002800840280097,0.29472128363238953,1.0,0.1358496867220231
8,551,740,1974,0.2,0.8656226656637782,0.9473771053661991,0.09769635529471725,0.14433756729740643,0.29365391879250785,1.0,0.13666250216286355
9,549,754,2132,0.2,0.8654416050728753,0.9492961189183303,0.09595439047619764,0.14907119849998599,0.3003281753223913,1.0,0.1368288853528455
10,540,792,2297,0.2,0.8691954320963563,0.9492961189183303,0.0946807029486362,0.14907119849998599,0.29991914091726585,1.0,0.13678193261867638
11,545,785,2450,0.2,0.8708600941587158,0.9492961189183303,0.09437425544581775,0.14002800840280097,0.3029900971006608,1.0,0.13776037480599992
12,558,767,2586,0.2,0.8692659243601576,0.9492961189183303,0.09627138709996375,0.13608276348795434,0.3105452286171317,1.0,0.1392141095589738
13,541,799,2736,0.2,0.8753568262264685,0.9492961189183303,0.09392837139345474,0.1336306209562122,0.3059897253432392,1.0,0.13749595822937993
14,557,770,2854,0.2,0.8737078580681932,0.9498806999114642,0.09773435241186766,0.1336306209562122,0.31256463513356686,1.0,0.14045723463818555
15,548,804,2990,0.2,0.8776158919004958,0.9498806999114642,0.09523430223599541,0.13130643285972254,0.3099472748624584,1.0,0.13928358584285505
16,551,828,3123,0.2,0.8796681436026501,0.9498806999114642,0.09487259982265356,0.1336306209562122,0.3083977429286563,1.0,0.14039568369676675
17,552,784,3244,0.2,0.8816196241286361,0.9504998949579038,0.09449532316314402,0.1336306209562122,0.30868920051638454,1.0,0.14049862875309263
18,554,788,3344,0.2,0.8842948927518969,0.9529785621663557,0.09278017399529818,0.1336306209562122,0.30627272260942506,1.0,0.14002621872423168
19,549,811,3435,0.2,0.8868455249524467,0.9529785621663557,0.09247078722259451,0.13245323570650439,0.3007977981854569,1.0,0.14177652467701438
20,549,809,3546,0.2,0.8892494289311839,0.9529785621663557,0.09076796740581516,0.13130643285972254,0.2984910666065615,1.0,0.14018018532359824
21,557,809,3643,0.2,0.8884057744339887,0.9554572293748075,0.09213192027963027,0.13130643285972254,0.30389246499805156,1.0,0.13997348403102883
22,550,850,3740,0.2,0.8899289234840665,0.9554572293748075,0.09190960734981703,0.13130643285972254,0.30261155211808577,1.0,0.14095872029563197
23,551,806,3821,0.2,0.8912167086383748,0.9554572293748075,0.09183433244949546,0.125,0.30201819474368374,1.0,0.1413879868964141
