gen,evals,gen_feats,explored,type random forest (msl4) balanced accuracy_min,type random forest (msl4) balanced accuracy_avg,type random forest (msl4) balanced accuracy_max,type random forest (msl4) balanced accuracy_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std
0,500,419,419,0.2,0.789832524971928,0.9101153635305659,0.14306903887811098,0.14002800840280097,0.2534058186527147,1.0,0.16908791366498543
1,528,653,659,0.2,0.7916939227515843,0.910740578412363,0.1303395865490369,0.12598815766974242,0.2758141402862316,1.0,0.13980726112588576
2,536,669,861,0.2,0.8007453171005,0.9115128592719056,0.12186430140389345,0.12598815766974242,0.2860415101786188,1.0,0.14005202522554727
3,536,695,1057,0.2,0.812656545332061,0.9115128592719056,0.11567142677895949,0.12598815766974242,0.28605408235159335,1.0,0.14019739011498036
4,535,759,1282,0.2,0.8200501364980546,0.9115128592719056,0.11371635256365087,0.13018891098082386,0.2886608909432973,1.0,0.14121996964700514
5,548,734,1473,0.2,0.8261679412192224,0.922064316726696,0.11025284613290294,0.13018891098082386,0.2915211443278654,1.0,0.14177830132030703
6,546,751,1651,0.2,0.8319871854093026,0.922064316726696,0.10636031232808735,0.13018891098082386,0.2926921839627155,1.0,0.14159346770725767
7,547,783,1850,0.2,0.8323137755399108,0.922064316726696,0.1076894809772921,0.13018891098082386,0.3010256841599278,1.0,0.14305134645203044
8,556,820,2030,0.2,0.8356840643065998,0.922064316726696,0.10618230936299568,0.13018891098082386,0.3021125357994282,1.0,0.14364678333428552
9,543,802,2186,0.2,0.8406429954691204,0.922064316726696,0.10402370936488939,0.13018891098082386,0.3031911814387028,1.0,0.1428760295406644
10,547,802,2333,0.2,0.8454687576059191,0.926856991591311,0.10064264097978762,0.11952286093343936,0.303649212688242,1.0,0.1423136240625743
11,557,800,2474,0.2,0.8481828116604108,0.926856991591311,0.10000196209377886,0.11952286093343936,0.30662359985586773,1.0,0.14146414846215083
12,551,812,2619,0.2,0.8487043132357636,0.926856991591311,0.100957239099629,0.11952286093343936,0.3107897142883764,1.0,0.14281158345731124
13,545,810,2748,0.2,0.8514072314157501,0.926856991591311,0.09777776994473761,0.11867816581938534,0.31176627435133175,1.0,0.1420557246571974
14,541,806,2864,0.2,0.8527416829500796,0.926856991591311,0.09724814920362398,0.11867816581938534,0.3144528280537094,1.0,0.1407549601350783
15,551,843,3005,0.2,0.8551456356851921,0.933085550295958,0.0963622921486064,0.11785113019775792,0.315062627016319,1.0,0.14002290682847504
16,564,801,3122,0.2,0.8561836061594861,0.933085550295958,0.09637121454609368,0.11785113019775792,0.3167384664711152,1.0,0.14071851575503055
17,551,788,3223,0.2,0.8568040652564932,0.933085550295958,0.09720559462428195,0.11785113019775792,0.32031499182559037,1.0,0.1404831147654456
18,548,822,3343,0.2,0.8569456861388587,0.9336834848867193,0.09868486595503882,0.11785113019775792,0.32399804352158235,1.0,0.14120329392345105
19,548,821,3450,0.2,0.8581943778294011,0.9336834848867193,0.09852590374236384,0.11785113019775792,0.3236383782325416,1.0,0.1420162960862654
20,531,823,3547,0.2,0.8618062470055841,0.9336834848867193,0.0962789952493054,0.11785113019775792,0.32037779175411346,1.0,0.140195562567358
21,535,820,3642,0.2,0.8608999120153321,0.9336834848867193,0.09806980183802474,0.11785113019775792,0.3260729126451331,1.0,0.14043635856569756
22,534,853,3741,0.2,0.862613312590235,0.9336834848867193,0.09802841321972362,0.11785113019775792,0.32475456455845436,1.0,0.14072854552885758
23,541,872,3843,0.2,0.8637121912385665,0.9349431354352769,0.09813410196454159,0.11785113019775792,0.3239922883671853,1.0,0.14060121669267608
24,541,848,3930,0.2,0.8640678848914597,0.9349431354352769,0.09800405756746787,0.11785113019775792,0.3269376924293139,1.0,0.13897454964033573
25,533,848,4024,0.2,0.8671281488752831,0.9349431354352769,0.09644832319465568,0.11785113019775792,0.32188068537655407,1.0,0.13993301302443717
26,539,828,4098,0.2,0.8684227160151565,0.9349431354352769,0.09617494885267165,0.11785113019775792,0.32017408424522037,1.0,0.1396966242640462
27,541,831,4173,0.2,0.8685489037798656,0.9349431354352769,0.095800846551278,0.11785113019775792,0.3241599811600464,1.0,0.13745426037612068
28,549,860,4246,0.2,0.8658312393173074,0.9349431354352769,0.10029579003017665,0.11704114719613055,0.3293558243663334,1.0,0.1404762203987356
29,546,824,4305,0.2,0.8665986552383891,0.9349431354352769,0.09902075347228351,0.11704114719613055,0.33224332038203225,1.0,0.13920175934250176
30,560,789,4360,0.2,0.864070095340199,0.9349431354352769,0.10132224413432271,0.11704114719613055,0.33983346607741477,1.0,0.1384104228353318
31,544,827,4419,0.2,0.8622345490083974,0.9349431354352769,0.10441511976391803,0.11704114719613055,0.3446396286672285,1.0,0.1393117264556724
32,541,797,4468,0.2,0.8641269581443511,0.9349431354352769,0.10237191970056465,0.11785113019775792,0.3426226220444007,1.0,0.13894382744066425
33,535,854,4532,0.2,0.8647321985932849,0.9349431354352769,0.10241757299561322,0.11785113019775792,0.34431642344773356,1.0,0.13736134084747662
34,548,829,4582,0.2,0.8655844370142236,0.9349431354352769,0.10170032255154578,0.11624763874381928,0.34312969714534636,1.0,0.13868229072057306
35,540,810,4642,0.2,0.8650770250009204,0.9349431354352769,0.10307260565538745,0.11624763874381928,0.34430829997906287,1.0,0.1412614435035178
36,541,774,4681,0.2,0.8653545234675912,0.9349431354352769,0.10297802046409248,0.11624763874381928,0.3444476979594643,1.0,0.14173769630565416
37,527,801,4740,0.2,0.8661838955580107,0.9349583760555975,0.10301166549399224,0.11624763874381928,0.3438367574518778,1.0,0.14210017278158743
38,526,811,4788,0.2,0.867023758690819,0.9349583760555975,0.10329090969921141,0.11547005383792516,0.34136101954108755,1.0,0.14426986142988857
39,539,837,4830,0.2,0.8676568804677247,0.9349583760555975,0.10283729044624725,0.11624763874381928,0.3428554872472044,1.0,0.1431292866920498
40,535,838,4882,0.2,0.8663677335524563,0.9349583760555975,0.10484995127916764,0.11624763874381928,0.3469785450821093,1.0,0.1427745412282346
41,534,797,4921,0.2,0.8687908728391014,0.9349583760555975,0.10230292488368395,0.11785113019775792,0.34574596199509594,1.0,0.14043545518119002
42,534,828,4949,0.2,0.8687397746258637,0.9349583760555975,0.10225093264737578,0.11785113019775792,0.34809629880028575,1.0,0.13855741651227774
43,542,834,4986,0.2,0.8697510851605452,0.9349583760555975,0.1021430640342032,0.11785113019775792,0.3463767326231814,1.0,0.13824392323499254
44,530,824,5022,0.2,0.8710179454026917,0.9349583760555975,0.10058735545454474,0.11785113019775792,0.34565292868057124,1.0,0.13660964417521335
45,550,808,5057,0.2,0.8692707628920034,0.9349583760555975,0.10232105745621375,0.11785113019775792,0.3493486789402619,1.0,0.137423362741802
46,530,809,5095,0.2,0.8697568213955168,0.9349583760555975,0.10217347570015714,0.11785113019775792,0.34805322396402033,1.0,0.1383592578543524
47,528,815,5128,0.2,0.869976967076421,0.9349583760555975,0.10225531525744792,0.11785113019775792,0.34983929365635263,1.0,0.13743073888323032
48,532,797,5152,0.2,0.8705898023995545,0.9349583760555975,0.10246165165640422,0.11785113019775792,0.3471702967353507,1.0,0.1393331868850829
