0_age_at_initial_pathologic_diagnosis,0_ajcc_pathologic_tumor_stage_Stage I,0_ajcc_pathologic_tumor_stage_Stage IV,1_hsa.miR.126.3p,1_hsa.miR.1269a,1_hsa.miR.1291,1_hsa.miR.130b.3p,1_hsa.miR.130b.5p,1_hsa.miR.204.5p,1_hsa.miR.215.5p,1_hsa.miR.301a.5p,1_hsa.miR.335.3p,1_hsa.miR.34c.3p,1_hsa.miR.377.3p,1_hsa.miR.590.3p,1_hsa.miR.616.5p,1_hsa.miR.627.5p,2_ABCC4.10257,2_ABCD3.5825,2_ACER2.340485,2_ADAM10.102,2_AGXT2.64902,2_AKR1B1.231,2_ALKBH1.8846,2_ANKRD1.27063,2_ANO4.121601,2_AR.367,2_ARF4.378,2_ARMC9.80210,2_ATF6.22926,2_AUP1.550,2_AZGP1.563,2_C12orf53.196500,2_C15orf26.161502,2_C16orf58.64755,2_C1orf192.257177,2_C2orf28.51374,2_C2orf88.84281,2_C3orf36.80111,2_C6orf89.221477,2_CA8.767,2_CAB39L.81617,2_CABLES1.91768,2_CABLES2.81928,2_CAPZA1.829,2_CASR.846,2_CBR4.84869,2_CBX8.57332,2_CCDC88A.55704,2_CCDC89.220388,2_CCKBR.887,2_CCL8.6355,2_CCNA2.890,2_CD19.930,2_CDH16.1014,2_CDK3.1018,2_CHAF1B.8208,2_CHMP1A.5119,2_CLCA2.9635,2_CLCA3P.9629,2_CLPB.81570,2_CLPTM1.1209,2_CNNM3.26505,2_CPNE3.8895,2_CTAGE1.64693,2_CTSF.8722,2_CYP3A7.1551,2_DFFA.1676,2_DGKB.1607,2_DHRS12.79758,2_DONSON.29980,2_EBI3.10148,2_EFNA3.1944,2_EIF2B4.8890,2_EMG1.10436,2_ENAH.55740,2_ENTPD6.955,2_F2RL1.2150,2_FAM133A.286499,2_FAM64A.54478,2_FBF1.85302,2_FBXO8.26269,2_FGF17.8822,2_FKBP11.51303,2_FLJ36031.168455,2_FLT1.2321,2_FNIP2.57600,2_FOXI2.399823,2_FRY.10129,2_FZD2.2535,2_G6PC.2538,2_GAPDH.2597,2_GATA2.2624,2_GCFC1.94104,2_GDF5.8200,2_GJA5.2702,2_GPR144.347088,2_GPSM1.26086,2_GRIN3B.116444,2_HFE2.148738,2_HIBADH.11112,2_HIST1H1T.3010,2_HMGCLL1.54511,2_HMX2.3167,2_HOXA11.3207,2_HOXA2.3199,2_HOXA3.3200,2_HS6ST2.90161,2_HUS1B.135458,2_IGDCC4.57722,2_IGF2BP1.10642,2_IGF2BP3.10643,2_IL1RL1.9173,2_IQGAP2.10788,2_ISCA1P1.389293,2_KANK1.23189,2_KCNMB3.27094,2_KIAA1310.55683,2_KLF7.8609,2_KRBA1.84626,2_LCA5L.150082,2_LMTK2.22853,2_LOC643387.643387,2_LPHN2.23266,2_LRRC70.100130733,2_LYPD5.284348,2_MAML2.84441,2_MARVELD2.153562,2_MATR3.9782,2_MED25.81857,2_MGAM.8972,2_MGC72080.389538,2_MMP1.4312,2_MNX1.3110,2_MRPL10.124995,2_MTERFD1.51001,2_MYF6.4618,2_MYL2.4633,2_NANOS3.342977,2_NCRNA00105.80161,2_NFE2.4778,2_NFXL1.152518,2_NKX2.2.4821,2_NMT1.4836,2_NPC1.4864,2_NR3C2.4306,2_NUDT12.83594,2_OPN5.221391,2_OR8B8.26493,2_ORC5L.5001,2_P2RY11.5032,2_P2RY1.5028,2_PA2G4P4.647033,2_PCDHGB8P.56120,2_PGR.5241,2_PHB2.11331,2_POLR2H.5437,2_PPAP2B.8613,2_PPARG.5468,2_PPP1R16B.26051,2_PRICKLE3.4007,2_PRPF3.9129,2_PRTN3.5657,2_PSG1.5669,2_PSMC3IP.29893,2_PTOV1.53635,2_RANBP10.57610,2_RBPMS2.348093,2_RCC2.55920,2_REEP6.92840,2_RFC4.5984,2_RNF166.115992,2_RPL13A.23521,2_RPUSD1.113000,2_SBF2.81846,2_SCYL1.57410,2_SEC14L3.266629,2_SEC24B.10427,2_SEC61A2.55176,2_SEMA3F.6405,2_SERPINH1.871,2_SFRS6.6431,2_SIAE.54414,2_SLC23A3.151295,2_SLC30A4.7782,2_SLC31A1.1317,2_SLC46A2.57864,2_SLC5A12.159963,2_SLC5A5.6528,2_SLC7A11.23657,2_SLC7A2.6542,2_SPC25.57405,2_SPSB1.80176,2_SRP54.6729,2_ST3GAL4.6484,2_STON1.GTF2A1L.286749,2_SYT3.84258,2_TBC1D8B.54885,2_TBP.6908,2_TIMM50.92609,2_TIMP4.7079,2_TMEM139.135932,2_TMEM159.57146,2_TMEM38A.79041,2_TMEM67.91147,2_TMEM74.157753,2_TMEM92.162461,2_TMUB1.83590,2_TRMT2B.79979,2_TSPAN5.10098,2_TSSK1B.83942,2_TTC38.55020,2_TTYH1.57348,2_TUBGCP4.27229,2_U2AF2.11338,2_UPF3A.65110,2_UPF3B.65109,2_VMO1.284013,2_VWA5B1.127731,2_WDR44.54521,2_WDR62.284403,2_WIPI2.26100,2_ZBBX.79740,2_ZBTB37.84614,2_ZDHHC6.64429,2_ZFYVE16.9765,2_ZIC5.85416,2_ZNF193.7746,2_ZNF223.7766,2_ZNF260.339324,2_ZNF335.63925,2_ZNF420.147923,2_ZNF426.79088,2_ZNF483.158399,2_ZNF488.118738,2_ZNF613.79898,2_ZNF746.155061,2_ZNF804B.219578
0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
