
OPTIMIZING ON FOLD NUMBER 2
Number of workers = 16

COMPUTING LOCAL ACTIVE FEATURES
Computing active features for target column 0_type
Features before filter: 20149
Features after any na, zero variance, and anova filters: 13633
Features active in view: 13633

CREATING INNER FOLDS

RUNNING GENETIC ALGORITHM
Generations completed = 612
   	     	         	        	                type svm balanced accuracy               	                    leanness                    
   	     	         	        	---------------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max     	std      	min      	avg      	max	std     
0  	500  	8114     	8114    	0.247312	0.603163	0.800638	0.119642 	0.0196078	0.0945785	1  	0.167373
1  	313  	4623     	8248    	0.247312	0.609263	0.800638	0.141219 	0.015873 	0.134615 	1  	0.20947 
2  	332  	3074     	8376    	0.247312	0.62135 	0.800638	0.151894 	0.0135135	0.158464 	1  	0.243342
3  	320  	2194     	8506    	0.247312	0.618817	0.823773	0.173294 	0.015625 	0.206149 	1  	0.306274
4  	297  	1649     	8612    	0.247312	0.586631	0.823773	0.206425 	0.0151515	0.302617 	1  	0.38445 
5  	312  	1269     	8739    	0.247312	0.53121 	0.829491	0.233326 	0.0163934	0.438797 	1  	0.44094 
6  	277  	905      	8844    	0.247312	0.41213 	0.830336	0.224165 	0.0196078	0.678754 	1  	0.428011
7  	272  	584      	8959    	0.247312	0.271501	0.834125	0.105631 	0.0227273	0.955711 	1  	0.191595
8  	255  	454      	9068    	0.247312	0.270751	0.846155	0.104179 	0.0263158	0.95717  	1  	0.189027
9  	254  	412      	9172    	0.247312	0.272407	0.846155	0.108932 	0.0263158	0.954838 	1  	0.19461 
10 	264  	402      	9269    	0.247312	0.27517 	0.854904	0.115944 	0.025641 	0.950787 	1  	0.20378 
11 	269  	414      	9368    	0.247312	0.265951	0.854904	0.0980596	0.025641 	0.9687   	1  	0.164473
12 	247  	404      	9473    	0.247312	0.267174	0.85844 	0.101566 	0.025    	0.96675  	1  	0.169784
13 	260  	399      	9564    	0.247312	0.27137 	0.85844 	0.111109 	0.025    	0.959732 	1  	0.185807
14 	258  	402      	9663    	0.247312	0.269443	0.85844 	0.107396 	0.025    	0.963824 	1  	0.175689
15 	253  	425      	9776    	0.247312	0.270548	0.85844 	0.109977 	0.025    	0.961949 	1  	0.180237
16 	262  	422      	9865    	0.247312	0.270775	0.85844 	0.111061 	0.025    	0.96184  	1  	0.180786
17 	264  	421      	9962    	0.247312	0.271831	0.85844 	0.113314 	0.025    	0.960273 	1  	0.18379 
18 	264  	422      	10042   	0.247312	0.273015	0.85844 	0.11611  	0.025    	0.958334 	1  	0.188418
19 	246  	394      	10114   	0.247312	0.275688	0.858693	0.122738 	0.0243902	0.954006 	1  	0.199144
20 	277  	448      	10203   	0.247312	0.274721	0.858693	0.121049 	0.0243902	0.955911 	1  	0.194839
21 	274  	393      	10273   	0.247312	0.277871	0.858693	0.127035 	0.0243902	0.951036 	1  	0.203824
22 	273  	410      	10365   	0.247312	0.274876	0.858693	0.121729 	0.0243902	0.955736 	1  	0.195697
23 	257  	402      	10447   	0.247312	0.277167	0.858693	0.126494 	0.0243902	0.952339 	1  	0.202262
24 	240  	380      	10528   	0.247312	0.276024	0.858693	0.124153 	0.0243902	0.954301 	1  	0.197913
25 	259  	402      	10603   	0.247312	0.279498	0.858693	0.131203 	0.0243902	0.948589 	1  	0.209886
26 	270  	420      	10686   	0.247312	0.280661	0.858693	0.133471 	0.0243902	0.946676 	1  	0.213732
27 	268  	424      	10766   	0.247312	0.281824	0.858693	0.135691 	0.0243902	0.944763 	1  	0.217494
28 	277  	415      	10831   	0.247312	0.273232	0.858693	0.118992 	0.0243902	0.959123 	1  	0.18824 
29 	263  	412      	10889   	0.247312	0.272665	0.858693	0.117    	0.0243902	0.960093 	1  	0.184588
30 	258  	401      	10953   	0.247312	0.276149	0.858693	0.124597 	0.0243902	0.954425 	1  	0.197343
31 	242  	374      	11012   	0.247312	0.274955	0.858693	0.12198  	0.0243902	0.956378 	1  	0.192899
32 	258  	381      	11081   	0.247312	0.276224	0.858693	0.12493  	0.0243902	0.95456  	1  	0.196764
33 	273  	408      	11129   	0.247312	0.266464	0.859381	0.100638 	0.0416667	0.970508 	1  	0.155189
34 	237  	349      	11168   	0.247312	0.26992 	0.859381	0.109445 	0.0416667	0.965277 	1  	0.168327
35 	244  	376      	11228   	0.247312	0.271134	0.859381	0.112514 	0.0416667	0.963368 	1  	0.173263
36 	254  	375      	11281   	0.247312	0.271134	0.859381	0.112514 	0.0416667	0.963368 	1  	0.173263
37 	279  	393      	11347   	0.247312	0.271134	0.859381	0.112514 	0.0416667	0.963368 	1  	0.173263
38 	257  	357      	11389   	0.247312	0.271134	0.859381	0.112514 	0.0416667	0.963368 	1  	0.173263
39 	274  	410      	11448   	0.247312	0.271134	0.859381	0.112514 	0.0416667	0.963368 	1  	0.173263
40 	263  	384      	11506   	0.247312	0.271146	0.859381	0.112573 	0.0416667	0.963362 	1  	0.173293
41 	253  	378      	11557   	0.247312	0.271143	0.859381	0.112557 	0.0416667	0.963383 	1  	0.173185
42 	279  	402      	11630   	0.247312	0.271183	0.859381	0.112758 	0.0416667	0.96337  	1  	0.17325 
43 	275  	431      	11672   	0.247312	0.273464	0.859381	0.1179   	0.0416667	0.95971  	1  	0.181895
44 	258  	397      	11730   	0.247312	0.273515	0.859381	0.118143 	0.0416667	0.959775 	1  	0.181584
45 	246  	374      	11775   	0.247312	0.275804	0.859381	0.123054 	0.0416667	0.956197 	1  	0.1894  
46 	275  	406      	11821   	0.247312	0.275804	0.859381	0.123054 	0.0416667	0.956197 	1  	0.1894  
47 	259  	381      	11864   	0.247312	0.273657	0.859381	0.118809 	0.0416667	0.959554 	1  	0.182634
48 	275  	392      	11921   	0.247312	0.274878	0.859381	0.121636 	0.0416667	0.957641 	1  	0.187154
49 	260  	383      	11968   	0.247312	0.274878	0.859381	0.121636 	0.0416667	0.957641 	1  	0.187154
50 	268  	398      	12005   	0.247312	0.273769	0.859381	0.119334 	0.0416667	0.959308 	1  	0.183783
51 	256  	386      	12033   	0.247312	0.276168	0.859877	0.124683 	0.04     	0.955607 	1  	0.192049
52 	267  	398      	12066   	0.247312	0.278514	0.859877	0.129548 	0.04     	0.952087 	1  	0.199201
53 	265  	395      	12099   	0.247312	0.278514	0.859877	0.129548 	0.04     	0.952087 	1  	0.199201
54 	247  	355      	12137   	0.247312	0.278514	0.859877	0.129548 	0.04     	0.952087 	1  	0.199201
55 	261  	386      	12179   	0.247312	0.274544	0.859877	0.122197 	0.04     	0.958182 	1  	0.188149
56 	242  	365      	12215   	0.247312	0.275157	0.859877	0.122825 	0.04     	0.957182 	1  	0.18925 
57 	266  	389      	12243   	0.247312	0.272924	0.859877	0.118148 	0.04     	0.960448 	1  	0.1828  
58 	262  	382      	12271   	0.247312	0.275233	0.859877	0.123162 	0.04     	0.956991 	1  	0.190092
59 	254  	395      	12312   	0.247312	0.276396	0.859877	0.125615 	0.04     	0.955116 	1  	0.194237
60 	275  	412      	12341   	0.247312	0.274063	0.859877	0.120615 	0.04     	0.958902 	1  	0.185661
61 	252  	387      	12364   	0.247312	0.275241	0.859877	0.1232   	0.04     	0.957036 	1  	0.189882
62 	259  	394      	12398   	0.247312	0.276365	0.863096	0.125473 	0.04     	0.955224 	1  	0.19374 
63 	255  	393      	12433   	0.247312	0.278777	0.863096	0.130584 	0.04     	0.951429 	1  	0.201946
64 	255  	394      	12456   	0.247312	0.278777	0.863096	0.130584 	0.04     	0.951429 	1  	0.201946
65 	261  	396      	12487   	0.247312	0.279939	0.863096	0.132865 	0.04     	0.94961  	1  	0.20556 
66 	271  	407      	12509   	0.247312	0.274005	0.863096	0.120346 	0.04     	0.959099 	1  	0.184711
67 	261  	382      	12538   	0.247312	0.27756 	0.863096	0.128014 	0.04     	0.953521 	1  	0.197022
68 	246  	357      	12557   	0.247312	0.277527	0.863845	0.127868 	0.04     	0.953559 	1  	0.196849
69 	283  	406      	12581   	0.247312	0.268191	0.863845	0.106676 	0.04     	0.968304 	1  	0.162203
70 	245  	358      	12603   	0.247312	0.271793	0.863845	0.115669 	0.04     	0.962718 	1  	0.176437
71 	261  	380      	12625   	0.247312	0.265684	0.872466	0.0995455	0.0434783	0.972304 	1  	0.15021 
72 	260  	360      	12648   	0.247312	0.265684	0.872466	0.0995455	0.0434783	0.972304 	1  	0.15021 
73 	244  	374      	12672   	0.247312	0.268082	0.872466	0.106081 	0.0434783	0.96854  	1  	0.160879
