gen,evals,gen_feats,explored,type svm balanced accuracy_min,type svm balanced accuracy_avg,type svm balanced accuracy_max,type svm balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,8114,8114,0.24731182795698925,0.6031634404979277,0.8006384106696036,0.11964153968487978,0.0196078431372549,0.09457845602943411,1.0,0.16737332267970526
1,313,4623,8248,0.24731182795698925,0.6092628104802482,0.8006384106696036,0.1412185080784462,0.015873015873015872,0.13461538801102974,1.0,0.20946975784940328
2,332,3074,8376,0.24731182795698925,0.6213498699388458,0.8006384106696036,0.15189422660479412,0.013513513513513514,0.1584643772100186,1.0,0.24334205542953077
3,320,2194,8506,0.24731182795698925,0.6188171203711754,0.8237725705011159,0.17329394022728897,0.015625,0.20614919612914592,1.0,0.306273741355584
4,297,1649,8612,0.24731182795698925,0.5866312301345776,0.8237725705011159,0.206425179110304,0.015151515151515152,0.3026170683594783,1.0,0.38444962602338545
5,312,1269,8739,0.24731182795698925,0.531209546392101,0.8294909742148026,0.2333261304514822,0.01639344262295082,0.43879734769505413,1.0,0.44093952308581597
6,277,905,8844,0.24731182795698925,0.41212992408872645,0.8303363113352462,0.22416470943802844,0.0196078431372549,0.6787535616438252,1.0,0.42801075167063074
7,272,584,8959,0.24731182795698925,0.2715014588103449,0.8341252330715203,0.10563056958815062,0.022727272727272728,0.9557113357021751,1.0,0.19159475442961904
8,255,454,9068,0.24731182795698925,0.27075124023031805,0.8461546822015477,0.10417930630727211,0.02631578947368421,0.9571699300133935,1.0,0.18902681643600677
9,254,412,9172,0.24731182795698925,0.27240719043754635,0.8461546822015477,0.10893232204293037,0.02631578947368421,0.9548376409574203,1.0,0.19460952655218597
10,264,402,9269,0.24731182795698925,0.275169572211112,0.8549039213981393,0.11594424973657895,0.02564102564102564,0.9507867724710679,1.0,0.20377991400883264
11,269,414,9368,0.24731182795698925,0.26595144202436494,0.8549039213981393,0.0980596282259921,0.02564102564102564,0.9686999547566186,1.0,0.1644725482545179
12,247,404,9473,0.24731182795698925,0.2671736986638842,0.8584401477166236,0.10156568140295988,0.025,0.9667499547566185,1.0,0.16978396995265935
13,260,399,9564,0.24731182795698925,0.27137031079423035,0.8584401477166236,0.11110879878290844,0.025,0.9597315023756662,1.0,0.18580681678285044
14,258,402,9663,0.24731182795698925,0.2694426245543865,0.8584401477166236,0.10739645378032729,0.025,0.9638243595185233,1.0,0.17568908363561447
15,253,425,9776,0.24731182795698925,0.2705481322880135,0.8584401477166236,0.10997689883887415,0.025,0.9619493595185233,1.0,0.1802367674252854
16,262,422,9865,0.24731182795698925,0.27077535105642975,0.8584401477166236,0.11106127968171578,0.025,0.9618404309470948,1.0,0.1807859466334019
17,264,421,9962,0.24731182795698925,0.2718309156691687,0.8584401477166236,0.11331442796408503,0.025,0.960273169042333,1.0,0.18378954253279944
18,264,422,10042,0.24731182795698925,0.273014847138896,0.8584401477166236,0.1161100637951129,0.025,0.9583337751029389,1.0,0.18841806487505725
19,246,394,10114,0.24731182795698925,0.27568820585649545,0.8586928431344134,0.12273823668139035,0.024390243902439025,0.9540056616513499,1.0,0.19914358802574608
20,277,448,10203,0.24731182795698925,0.2747209693118472,0.8586928431344134,0.12104921881194702,0.024390243902439025,0.9559105027452154,1.0,0.1948387625962171
21,274,393,10273,0.24731182795698925,0.27787105770995746,0.8586928431344134,0.1270345721875799,0.024390243902439025,0.9510355027452153,1.0,0.20382368720187719
22,273,410,10365,0.24731182795698925,0.2748763652194494,0.8586928431344134,0.12172936462709416,0.024390243902439025,0.9557355027452153,1.0,0.1956968874018277
23,257,402,10447,0.24731182795698925,0.2771672046633625,0.8586928431344134,0.12649442542236933,0.024390243902439025,0.952338755864645,1.0,0.20226241985873047
24,240,380,10528,0.24731182795698925,0.2760235172786906,0.8586928431344134,0.12415252952756928,0.024390243902439025,0.9543006326974895,1.0,0.1979127705394477
25,259,402,10603,0.24731182795698925,0.2794978389560327,0.8586928431344134,0.13120300337449903,0.024390243902439025,0.9485891888472222,1.0,0.2098856015981751
26,270,420,10686,0.24731182795698925,0.2806610771768637,0.8586928431344134,0.13347118248592515,0.024390243902439025,0.9466761453689612,1.0,0.21373224245246797
27,268,424,10766,0.24731182795698925,0.2818243153976948,0.8586928431344134,0.1356914837695301,0.024390243902439025,0.9447631018907005,1.0,0.21749404060478014
