gen,evals,gen_feats,explored,type svm balanced accuracy_min,type svm balanced accuracy_avg,type svm balanced accuracy_max,type svm balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,7882,7882,0.25,0.5874350015838948,0.7948865112670092,0.12137978739888382,0.0196078431372549,0.09067269759175457,1.0,0.13847718889605337
1,326,4654,8033,0.25,0.6073526035874837,0.8071112936530819,0.1346887546272899,0.015151515151515152,0.1152379309974775,1.0,0.16587513737606835
2,334,2986,8157,0.25,0.6323886051607005,0.8071112936530819,0.1329023577502893,0.015384615384615385,0.12099243824315038,1.0,0.18310414400153535
3,316,2291,8308,0.25,0.6438340289250211,0.8071112936530819,0.14165876866083515,0.014925373134328358,0.14002822057260875,1.0,0.2169039273646353
4,327,1795,8467,0.25,0.6283577363727841,0.8207392085407269,0.16393078850855652,0.014705882352941176,0.18787649657600236,1.0,0.2675469611650577
5,319,1307,8593,0.25,0.6431690886528555,0.8301091667086158,0.1836176286559768,0.014084507042253521,0.21612701283056784,1.0,0.3254979092660864
6,341,1035,8725,0.25,0.62882498788562,0.8371393207099713,0.20624780946414775,0.014492753623188406,0.2712413775493835,1.0,0.37624207917750496
7,319,917,8852,0.25,0.5744267053309883,0.8607015357423788,0.23896109789434034,0.0136986301369863,0.39245014555259344,1.0,0.4372931180410409
8,299,866,8967,0.25,0.4559200039050762,0.8607015357423788,0.24823625311155653,0.013333333333333334,0.6230669176214833,1.0,0.44824758877444426
9,281,740,9082,0.25,0.27837765620177446,0.8643160828628683,0.11833898769372303,0.013513513513513514,0.9501786402536512,1.0,0.20640983501409502
10,262,545,9190,0.25,0.2837448594604791,0.864733793806895,0.1288432771981121,0.013157894736842105,0.9410529453087613,1.0,0.22360991764062307
11,260,533,9291,0.25,0.2696654253558424,0.864733793806895,0.10068568670838325,0.013157894736842105,0.9668782834864624,1.0,0.168805281812579
12,248,461,9379,0.25,0.2775966022024019,0.864733793806895,0.11965226902864222,0.013157894736842105,0.9536705982483306,1.0,0.19998741923255128
13,255,454,9469,0.25,0.27714635645718066,0.8697177870625031,0.11990523836260834,0.013333333333333334,0.9550462933940123,1.0,0.1980868871980111
14,261,459,9566,0.25,0.2752930335068753,0.8697177870625031,0.1146417115000439,0.013333333333333334,0.9580095060763456,1.0,0.18992043118231347
15,278,502,9673,0.25,0.2727718324518946,0.8697177870625031,0.10812833441173399,0.013333333333333334,0.9623074244243152,1.0,0.17859041148335317
16,266,477,9782,0.25,0.2702627901413099,0.8697817911587652,0.10113627409515905,0.023255813953488372,0.9662602625828345,1.0,0.16813984892109451
17,257,402,9871,0.25,0.27053955554843695,0.8697817911587652,0.10265733143643614,0.023255813953488372,0.966271059925027,1.0,0.1681254603089945
