0_age_at_initial_pathologic_diagnosis,0_race_WHITE,1_hsa.miR.125a.3p,1_hsa.miR.135a.3p,1_hsa.miR.1468.5p,1_hsa.miR.149.5p,1_hsa.miR.18a.5p,1_hsa.miR.196b.3p,1_hsa.miR.301a.3p,1_hsa.miR.301a.5p,1_hsa.miR.301b,1_hsa.miR.3200.3p,1_hsa.miR.3605.3p,1_hsa.miR.3607.5p,1_hsa.miR.3615,1_hsa.miR.3677.3p,1_hsa.miR.3687,1_hsa.miR.374b.3p,1_hsa.miR.421,1_hsa.miR.423.3p,1_hsa.miR.455.5p,1_hsa.miR.652.5p,1_hsa.miR.744.3p,1_hsa.miR.767.5p,1_hsa.miR.7706,1_hsa.miR.887.3p,1_hsa.miR.92a.3p,1_hsa.miR.940,1_hsa.miR.518a.3p,1_hsa.miR.520b,2_A2M.2,2_AARS2.57505,2_ABTB1.80325,2_ACACA.31,2_ACLY.47,2_ADH1C.126,2_ADRB2.154,2_AGPAT5.55326,2_AKAP4.8852,2_ALDH1A1.216,2_ANKRD26.22852,2_ANKRD33.341405,2_AOC3.8639,2_APC2.10297,2_ARHGAP15.55843,2_ARHGAP4.393,2_ARL5B.221079,2_ARL5C.390790,2_ASB8.140461,2_AZIN1.51582,2_B3GNT8.374907,2_BAT3.7917,2_BCORL2.286554,2_BDKRB2.624,2_BEND3.57673,2_BIN2.51411,2_BTLA.151888,2_C10orf11.83938,2_C11orf70.85016,2_C12orf23.90488,2_C12orf61.283416,2_C14orf28.122525,2_C17orf44.284029,2_C17orf87.388325,2_C19orf76.199800,2_C1orf135.79000,2_C1orf54.79630,2_C20orf123.128506,2_C20orf135.140701,2_C20orf160.140706,2_C21orf63.59271,2_C22orf26.55267,2_C2orf27B.408029,2_C4orf10.317648,2_C5orf20.140947,2_C6orf122.401288,2_CA9.768,2_CAB39.51719,2_CAPRIN1.4076,2_CARTPT.9607,2_CAST.831,2_CBR3.874,2_CCDC122.160857,2_CCDC28A.25901,2_CD247.919,2_CD55.1604,2_CD79B.974,2_CDC14B.8555,2_CDKN2AIPNL.91368,2_CDSN.1041,2_CECR1.51816,2_CELA3A.10136,2_CEP78.84131,2_CHKB.1120,2_CHRNA10.57053,2_CHST13.166012,2_CLEC4G.339390,2_COL15A1.1306,2_COPS5.10987,2_CPNE8.144402,2_CRABP1.1381,2_CSE1L.1434,2_CTSL1.1514,2_CUL5.8065,2_DARC.2532,2_DCAF13.25879,2_DHDPSL.112817,2_DHH.50846,2_DKC1.1736,2_DNAJC22.79962,2_DNALI1.7802,2_DONSON.29980,2_DPH2.1802,2_DSE.29940,2_DVL1.1855,2_EBF1.1879,2_EIF2C3.192669,2_ENTPD1.953,2_FAIM3.9214,2_FAM129C.199786,2_FAM180B.399888,2_FAM92A3.403315,2_FBXL3.26224,2_FBXO8.26269,2_FCRL1.115350,2_FCRL2.79368,2_FHAD1.114827,2_FLJ10038.55056,2_FLJ36000.284124,2_FNBP1L.54874,2_FUCA1.2517,2_G2E3.55632,2_GABPB1.2553,2_GABRG3.2567,2_GALNT12.79695,2_GATM.2628,2_GEMIN8P4.492303,2_GIMAP5.55340,2_GIMAP8.155038,2_GNL3.26354,2_GRP.2922,2_H2BFWT.158983,2_HAPLN1.1404,2_HCST.10870,2_HMGXB3.22993,2_HNRNPD.3184,2_HNRPLL.92906,2_HSDL1.83693,2_HSP90AB1.3326,2_HTRA4.203100,2_IKZF1.10320,2_IL12B.3593,2_ITGA7.3679,2_ITGB3BP.23421,2_JUB.84962,2_KCNF1.3754,2_KDM1A.23028,2_KDM4B.23030,2_KIAA0146.23514,2_KIAA1377.57562,2_KIF4B.285643,2_KLHDC9.126823,2_LACE1.246269,2_LANCL3.347404,2_LAT2.7462,2_LBP.3929,2_LCE2B.26239,2_LGI4.163175,2_LIG1.3978,2_LMNB2.84823,2_LOC100130581.100130581,2_LOC100132724.100132724,2_LOC285740.285740,2_LOC341056.341056,2_LOC645752.645752,2_LOC646851.646851,2_LRFN5.145581,2_LRP12.29967,2_LTF.4057,2_LY6D.8581,2_LYL1.4066,2_LYSMD4.145748,2_LZTFL1.54585,2_MAN1C1.57134,2_MCHR2.84539,2_MCM8.84515,2_MDP1.145553,2_METAP2.10988,2_MEX3A.92312,2_MMP28.79148,2_MOB2.81532,2_MRAP2.112609,2_MRO.83876,2_MSH2.4436,2_MTOR.2475,2_NAT15.79903,2_NCOA6.23054,2_NETO2.81831,2_NFKBIL2.4796,2_NOL9.79707,2_NR2E3.10002,2_NUDT13.25961,2_NUDT18.79873,2_NUP153.9972,2_OAZ2.4947,2_OCEL1.79629,2_OPRD1.4985,2_OR2A9P.441295,2_OR4A16.81327,2_OR4M2.390538,2_ORAI3.93129,2_OSTalpha.200931,2_P2RY14.9934,2_P2RY8.286530,2_PARS2.25973,2_PDE1A.5136,2_PEX11G.92960,2_PGRMC1.10857,2_PHF11.51131,2_PLA2G4C.8605,2_PLAC9.219348,2_PLAG1.5324,2_PLEKHF1.79156,2_PMCHL1.5369,2_POLR1E.64425,2_POPDC2.64091,2_PPP1R11.6992,2_PPP1R16A.84988,2_PPP1R8.5511,2_PRPS1L1.221823,2_PSCA.8000,2_PSMB10.5699,2_PTPLAD2.401494,2_PTPN20B.26095,2_PZP.5858,2_R3HDM1.23518,2_RAB7L1.8934,2_RASA4P.401331,2_RASIP1.54922,2_RCOR2.283248,2_RFC5.5985,2_RIPPLY2.134701,2_RLIM.51132,2_RNF133.168433,2_RP1.6101,2_RPGRIP1L.23322,2_SAMD4A.23034,2_SCUBE3.222663,2_SELP.6403,2_SERP2.387923,2_SFRS2.6427,2_SIGLEC6.946,2_SLAMF1.6504,2_SLC12A2.6558,2_SLC25A15.10166,2_SLC25A22.79751,2_SLC25A32.81034,2_SLC2A7.155184,2_SLC35F4.341880,2_SLC5A5.6528,2_SMARCC1.6599,2_SPRYD5.84767,2_TAF1A.9015,2_TATDN3.128387,2_TCEA1.6917,2_TERT.7015,2_TGIF2.60436,2_TH1L.51497,2_THOC2.57187,2_TLR7.51284,2_TMEM48.55706,2_TNIP2.79155,2_TOP1.7150,2_TPI1.7167,2_TRIM41.90933,2_TRIM61.391712,2_TRIM71.131405,2_TRIOBP.11078,2_TRIP13.9319,2_TSPYL2.64061,2_UBR5.51366,2_ULK4.54986,2_UQCRH.7388,2_VNN2.8875,2_VPREB3.29802,2_WDR45.11152,2_WISP1.8840,2_XPOT.11260,2_YTHDF2.51441,2_YWHAE.7531,2_ZNF329.79673,2_ZNF7.7553
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
