0_age_at_initial_pathologic_diagnosis,0_race_NA,0_race_WHITE,1_hsa.let.7c.3p,1_hsa.miR.106b.5p,1_hsa.miR.1301.3p,1_hsa.miR.151a.5p,1_hsa.miR.17.5p,1_hsa.miR.301a.3p,1_hsa.miR.301a.5p,1_hsa.miR.30c.1.3p,1_hsa.miR.3610,1_hsa.miR.3648,1_hsa.miR.455.3p,1_hsa.miR.4668.3p,1_hsa.miR.548v,1_hsa.miR.590.5p,1_hsa.miR.887.3p,1_hsa.miR.93.3p,1_hsa.miR.1323,1_hsa.miR.518d.3p,1_hsa.miR.518f.5p,1_hsa.miR.520c.3p,1_hsa.miR.520h,1_hsa.miR.525.5p,2_..100130426,2_AG2.387763,2_ALAD.210,2_ALDH9A1.223,2_AMICA1.120425,2_ANAPC16.119504,2_ANKRD33.341405,2_ANKRD7.56311,2_AOC3.8639,2_APOC4.346,2_APOL1.8542,2_ARFGEF1.10565,2_ARHGDIB.397,2_ASAP1.50807,2_ASPH.444,2_ATAD3A.55210,2_B3GALT4.8705,2_B3GNT4.79369,2_BFSP2.8419,2_BNIP2.663,2_C10orf111.221060,2_C14orf106.55320,2_C14orf159.80017,2_C17orf108.201229,2_C17orf44.284029,2_C1orf130.400746,2_C1orf187.374946,2_C1orf61.10485,2_C1QTNF9.338872,2_C20orf135.140701,2_C20orf3.57136,2_C21orf56.84221,2_C2CD4A.145741,2_C2orf27B.408029,2_C4orf52.389203,2_C5orf4.10826,2_C5orf49.134121,2_C8orf45.157777,2_CAMK2G.818,2_CBFA2T3.863,2_CBX7.23492,2_CCDC102A.92922,2_CCNC.892,2_CCNDBP1.23582,2_CCT6A.908,2_CD1C.911,2_CD7.924,2_CDIPT.10423,2_CDKN2AIPNL.91368,2_CEACAM4.1089,2_CEND1.51286,2_CFB.629,2_CHD4.1108,2_COQ10B.80219,2_CPXM2.119587,2_CSPP1.79848,2_CT45A5.441521,2_CXCL2.2920,2_DARC.2532,2_DBNDD2.55861,2_DEFB106A.245909,2_DEPDC1B.55789,2_DHRS12.79758,2_DNMT3A.1788,2_DPEP2.64174,2_DRG2.1819,2_DST.667,2_ELAVL2.1993,2_ELOVL5.60481,2_EML4.27436,2_ETNK2.55224,2_ETV6.2120,2_ETV7.51513,2_EYA4.2070,2_FAM21B.55747,2_FAM57A.79850,2_FAM81B.153643,2_FAM90A1.55138,2_FBXO4.26272,2_FIP1L1.81608,2_FLJ33630.644873,2_FMO2.2327,2_FMO4.2329,2_FRMD5.84978,2_GALNT12.79695,2_GEMIN8.54960,2_GGPS1.9453,2_GLIS2.84662,2_GPR97.222487,2_GPT2.84706,2_HDC.3067,2_HIST1H2BA.255626,2_HIST1H3I.8354,2_HNMT.3176,2_HNRNPA3.220988,2_HNRNPH3.3189,2_HPN.3249,2_HSP90AB1.3326,2_IARS.3376,2_IER5.51278,2_IGFBP7.3490,2_INCA1.388324,2_ITGA7.3679,2_KCND3.3752,2_KCNK16.83795,2_KEAP1.9817,2_KIAA0664.23277,2_KIF11.3832,2_KLK2.3817,2_KLK3.354,2_KLRB1.3820,2_KRT15.3866,2_KRTAP1.1.81851,2_LACE1.246269,2_LIG1.3978,2_LIPG.9388,2_LOC401463.401463,2_LOC645431.645431,2_LOC729678.729678,2_LOH12CR2.503693,2_LRFN5.145581,2_LRRC17.10234,2_LYPLA2P1.653639,2_MAP3K12.7786,2_MAP4K4.9448,2_MELK.9833,2_MOB2.81532,2_MORN5.254956,2_MPPE1.65258,2_MRS2P2.729633,2_MTIF3.219402,2_MYO1A.4640,2_MYO1F.4542,2_N4BP2L1.90634,2_NANP.140838,2_NASP.4678,2_NCF1C.654817,2_NCRNA00167.440072,2_NHLRC4.283948,2_NKX3.2.579,2_NLRP10.338322,2_NMNAT3.349565,2_NR1H3.10062,2_NTRK2.4915,2_NXPH3.11248,2_OPRD1.4985,2_OR2A7.401427,2_OR2G6.391211,2_OR51B4.79339,2_OR56B4.196335,2_OSBPL5.114879,2_P2RY13.53829,2_PAGE5.90737,2_PBK.55872,2_PCBD2.84105,2_PDZD9.255762,2_PEX11G.92960,2_PHF6.84295,2_PLA2G4E.123745,2_PLCG1.5335,2_PNN.5411,2_POLR1C.9533,2_POP1.10940,2_POPDC2.64091,2_PPAT.5471,2_PPIL1.51645,2_PRKAG1.5571,2_PSMD12.5718,2_PTK2B.2185,2_PVRIG.79037,2_RAN.5901,2_RASGRP2.10235,2_RBM34.23029,2_REPS1.85021,2_RFESD.317671,2_RGS13.6003,2_RIPPLY2.134701,2_RMRP.6023,2_RNF133.168433,2_RNF152.220441,2_RP1.6101,2_RPL36A.6173,2_RPL39.6170,2_RPN2.6185,2_RRAS.6237,2_RRP9.9136,2_RSPO4.343637,2_RUVBL2.10856,2_S1PR4.8698,2_SAMD12.401474,2_SCFD2.152579,2_SCRIB.23513,2_SEMA3A.10371,2_SEPT11.55752,2_SERBP1.26135,2_SH2D5.400745,2_SIDT2.51092,2_SIGLEC15.284266,2_SLC25A12.8604,2_SLC39A2.29986,2_SLED1.643036,2_SNORA56.677835,2_SOCS7.30837,2_SP100.6672,2_SPANXB2.100133171,2_SPDYC.387778,2_SPON2.10417,2_STAT5B.6777,2_SYNCRIP.10492,2_TAAR1.134864,2_TAS2R30.259293,2_TBC1D10C.374403,2_TBC1D22B.55633,2_TCL1A.8115,2_TFF3.7033,2_TLR1.7096,2_TLR8.51311,2_TMC8.147138,2_TMED2.10959,2_TMEM140.55281,2_TMEM175.84286,2_TMEM176A.55365,2_TMEM176B.28959,2_TMEM48.55706,2_TMEM62.80021,2_TOR1AIP1.26092,2_TP53INP1.94241,2_TRAF3IP3.80342,2_TRIM27.5987,2_TRIM67.440730,2_TRIM68.55128,2_TRIOBP.11078,2_TSPYL2.64061,2_TTC3.7267,2_TTC39A.22996,2_TXNDC11.51061,2_UBE2O.63893,2_UNKL.64718,2_VTA1.51534,2_WDR43.23160,2_WEE2.494551,2_WRNIP1.56897,2_XRN1.54464,2_ZBTB49.166793,2_ZMYM4.9202,2_ZNF264.9422,2_ZNF431.170959,2_ZNF473.25888,2_ZNF703.80139,2_ZWILCH.55055
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
