gen,evals,gen_feats,explored,Pam50 naive Bayes balanced accuracy_min,Pam50 naive Bayes balanced accuracy_avg,Pam50 naive Bayes balanced accuracy_max,Pam50 naive Bayes balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,931,931,0.2,0.6017682816782703,0.8428675415744042,0.15181750668624744,0.0196078431372549,0.08599133740325761,1.0,0.14582263230904965
1,390,1117,1184,0.2,0.624505145885604,0.8453623724867422,0.16656611041021732,0.017857142857142856,0.09679201203424316,1.0,0.11043977355764993
2,373,1084,1417,0.2,0.649439314109307,0.8513759945931788,0.1626424233326126,0.017857142857142856,0.10312225189109012,1.0,0.11639290573386508
3,374,1067,1643,0.2,0.6809771002424406,0.8711257210459464,0.150626334144943,0.017857142857142856,0.09930503797576332,1.0,0.11389052578405463
4,375,1002,1845,0.2,0.6978170331159281,0.8711257210459464,0.1500118149843296,0.017857142857142856,0.1015044962486904,1.0,0.11531375079487823
5,378,961,2074,0.2,0.715164685282545,0.8731926867386213,0.14978493144701094,0.017241379310344827,0.10317602184556934,1.0,0.11610012209261242
6,379,922,2290,0.2,0.7302227312122168,0.8733038195652443,0.1488213817298856,0.017241379310344827,0.10373116694197768,1.0,0.11609043915126435
7,388,864,2518,0.2,0.7498034881024007,0.8918858114256791,0.14128636379834097,0.017857142857142856,0.10065956437612596,1.0,0.11378310344328636
8,374,804,2740,0.2,0.7590137798736089,0.8918858114256791,0.13804371857611972,0.01818181818181818,0.10370995057047275,1.0,0.11468636506700555
9,385,776,2958,0.2,0.7734363985972007,0.8936957339592858,0.13394850970217612,0.01818181818181818,0.10170202392760848,1.0,0.11393901301084447
10,363,752,3183,0.2,0.7867235961774333,0.8957149951634668,0.12846861663047787,0.01818181818181818,0.09845005765718551,1.0,0.11219702552038786
11,380,731,3387,0.2,0.7923538987984386,0.8973639869952509,0.1273987517219977,0.01818181818181818,0.09950387771422613,1.0,0.11184372097503745
12,397,737,3609,0.2,0.7982813441810842,0.9069283553535445,0.12707202276496632,0.017857142857142856,0.0994253285962002,1.0,0.11192917884592112
13,357,700,3780,0.2,0.8070419243450897,0.9069283553535445,0.12442502994016108,0.017857142857142856,0.09618611664311931,1.0,0.11177620061501842
14,371,692,3986,0.2,0.8079184086031628,0.9069283553535445,0.12505567311421667,0.017857142857142856,0.09956010210245791,1.0,0.11183006094075013
15,409,706,4189,0.2,0.8137365048269831,0.9085723887153921,0.1258456415924052,0.01818181818181818,0.0987476817650174,1.0,0.11201089828187798
16,378,649,4380,0.2,0.8201404362072164,0.9085723887153921,0.1244397753194551,0.02127659574468085,0.09751579265165826,1.0,0.11226047492702694
17,390,631,4578,0.2,0.8218207384956677,0.9222152371606752,0.12398638335369709,0.019230769230769232,0.0996222491455753,1.0,0.1116502534435844
18,387,625,4765,0.2,0.8234188987455711,0.9222152371606752,0.12393458857240039,0.019230769230769232,0.10106866554157228,1.0,0.11113218314855958
19,353,578,4942,0.2,0.8274777404947454,0.9222152371606752,0.1242151489332475,0.019230769230769232,0.0999306945139745,1.0,0.11157750974239677
20,376,596,5138,0.2,0.8330962091026424,0.9222152371606752,0.12168612001761446,0.019230769230769232,0.09807288384271427,1.0,0.11094994252123884
21,379,573,5317,0.2,0.8358295216811762,0.9222152371606752,0.11998600773593543,0.019230769230769232,0.09752355769898127,1.0,0.10936777678335036
22,376,523,5485,0.2,0.8428108717714946,0.9316372211148447,0.11703276390997262,0.019230769230769232,0.093211655119438,1.0,0.10771713787904684
23,375,539,5647,0.2,0.8448840448290023,0.9316372211148447,0.11722513296889031,0.017857142857142856,0.09303878543252003,1.0,0.10782831196779492
24,384,546,5826,0.2,0.8468819279247384,0.9316372211148447,0.11746183942458241,0.017857142857142856,0.09293908596508389,1.0,0.10789177635311173
25,399,530,5999,0.2,0.8489650380032825,0.9316372211148447,0.11745921991937497,0.018867924528301886,0.09268055761488611,1.0,0.10798477314003035
26,375,565,6179,0.2,0.8505318454683252,0.9316372211148447,0.11746408764155354,0.018518518518518517,0.09251342752476628,1.0,0.10806310795158446
27,375,524,6335,0.2,0.8524527924840681,0.9316372211148447,0.11744635628274508,0.018518518518518517,0.09207943189242526,1.0,0.10824613147151212
28,380,548,6504,0.2,0.8541957808153345,0.9316372211148447,0.11785263367518774,0.018518518518518517,0.09170561277980692,1.0,0.10841936140765397
29,387,563,6661,0.2,0.858645269687897,0.9316372211148447,0.11423475061795414,0.018518518518518517,0.08877297600844418,1.0,0.10600638540810825
30,374,546,6816,0.2,0.859562138786337,0.9316372211148447,0.11450963770702607,0.018518518518518517,0.08875571645998263,1.0,0.10607337517269518
31,381,551,6956,0.2,0.8570080821013476,0.9316372211148447,0.11929166307868992,0.018518518518518517,0.09193293018078295,1.0,0.10843152224442462
32,380,563,7130,0.2,0.8580158103478621,0.9316372211148447,0.11925327268186588,0.01818181818181818,0.09171833764865764,1.0,0.1085239022146607
33,388,557,7285,0.2,0.8592018070830314,0.9316372211148447,0.11922012862151984,0.01818181818181818,0.09143064478085276,1.0,0.10852587445617934
34,367,522,7424,0.2,0.8598310140740392,0.9316372211148447,0.11944137157096538,0.017857142857142856,0.09159730372175488,1.0,0.108557905855864
35,374,531,7579,0.2,0.860412946441362,0.9316372211148447,0.11907564305416217,0.017857142857142856,0.09189798823751198,1.0,0.10853422843857054
36,385,522,7716,0.2,0.8610613964569152,0.9316372211148447,0.11887217950289225,0.017857142857142856,0.09229356652766062,1.0,0.10832139662585592
37,381,523,7860,0.2,0.8596986694758125,0.9361484993103335,0.12179750582022028,0.017857142857142856,0.09400477669649666,1.0,0.10939429672407143
38,371,497,7976,0.2,0.861776106416695,0.9376508517483148,0.11847966207277544,0.017857142857142856,0.09319133677149381,1.0,0.1078615112231812
39,382,546,8116,0.2,0.8632942689637813,0.9376508517483148,0.11894551394127771,0.017857142857142856,0.09215927161374535,1.0,0.10828781809481995
40,380,544,8260,0.2,0.8639081419952304,0.9376508517483148,0.11854585809096253,0.017857142857142856,0.09227634565745775,1.0,0.10822697489736446
41,369,502,8391,0.2,0.8651270278138187,0.9376508517483148,0.11852468596220825,0.018518518518518517,0.09159262624304888,1.0,0.10839562096660123
42,379,503,8525,0.2,0.8646859277514691,0.9376508517483148,0.11801643792428294,0.019230769230769232,0.09307643387084161,1.0,0.1078571123347473
43,379,523,8657,0.2,0.8660152574464878,0.9376508517483148,0.11843927763129895,0.019230769230769232,0.09206495444266787,1.0,0.10828608245360617
44,388,531,8771,0.2,0.8663130194668762,0.9376508517483148,0.11803404754021796,0.019230769230769232,0.0923182357860353,1.0,0.10818974813054325
45,386,556,8918,0.2,0.8667514383741062,0.9382389612436098,0.1175783436483908,0.019230769230769232,0.0926986704679864,1.0,0.10803682632445123
46,367,516,9053,0.2,0.8682649897146923,0.9382389612436098,0.11791560811315584,0.019230769230769232,0.0915655022689383,1.0,0.10838655016881339
