gen,evals,gen_feats,explored,survival SKSurv Cox model concordance index_min,survival SKSurv Cox model concordance index_avg,survival SKSurv Cox model concordance index_max,survival SKSurv Cox model concordance index_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std
0,500,133,133,0.6492455850077176,0.8139645314299319,0.8632423315936144,0.03751690112800324,0.1796053020267749,0.28767918016904614,0.7071067811865476,0.0892502000749462
1,370,204,210,0.5,0.8181351409705528,0.8632423315936144,0.03996976613467924,0.1796053020267749,0.3168322908246437,1.0,0.09757973784305557
2,369,202,235,0.5,0.8178186222510685,0.8632423315936144,0.046731008321641516,0.18569533817705186,0.3250636396364747,1.0,0.10803357279469836
3,388,194,243,0.5,0.8188701291932451,0.8632423315936144,0.05063028313873378,0.18569533817705186,0.3292508782939658,1.0,0.11510983913208525
4,393,215,250,0.5,0.8181195051980973,0.8637193634962842,0.05588014730329531,0.18569533817705186,0.33241460428171965,1.0,0.12150958479955623
5,382,206,250,0.5,0.8163485928517139,0.8708224918400743,0.06049056283384199,0.18569533817705186,0.33833083641478645,1.0,0.12867310445185565
6,386,203,250,0.4764874434714755,0.8163197227511811,0.8708224918400743,0.06332465469077846,0.18569533817705186,0.34044952019653646,1.0,0.13290192039752538
7,368,212,250,0.5,0.8175486869926579,0.8708224918400743,0.060994556146157244,0.18569533817705186,0.34120387733077495,1.0,0.1358866980149955
8,377,208,250,0.5,0.8185363442533016,0.8708224918400743,0.06098728032952824,0.18569533817705186,0.34028929571141026,1.0,0.13662071155032124
9,379,204,250,0.5,0.8196704056192027,0.8708224918400743,0.06084405232489499,0.18569533817705186,0.33959508833509766,1.0,0.13640385280273218
10,360,204,250,0.5,0.8205066161357022,0.8708224918400743,0.05984108809287401,0.18569533817705186,0.3398175987156208,1.0,0.13685401884378925
11,370,215,250,0.5,0.8228487664600227,0.8708224918400743,0.05802650433068804,0.18569533817705186,0.3356861594525845,1.0,0.13620129532184422
12,400,205,250,0.5,0.8251466613787961,0.8708224918400743,0.0562009520681653,0.18569533817705186,0.33148827943175796,1.0,0.13533082048047018
13,383,217,250,0.5,0.8259903999637942,0.8708224918400743,0.05620750112857831,0.18569533817705186,0.331234713216965,1.0,0.1355742144793908
14,371,219,250,0.5,0.8265293790281041,0.8708224918400743,0.056148070273419934,0.18569533817705186,0.3304963370201629,1.0,0.13590425443915863
15,393,207,250,0.5,0.827175283524774,0.8708224918400743,0.05563940636164824,0.18569533817705186,0.33210675402377526,1.0,0.1347678787625604
16,387,218,250,0.5,0.8264448314869914,0.8708224918400743,0.05645610497377189,0.1889822365046136,0.3362822036425782,1.0,0.13510401525180582
17,385,216,250,0.5,0.8280182184703242,0.8708224918400743,0.0554347382146741,0.1889822365046136,0.33336366273031137,1.0,0.13390392262859058
18,373,210,250,0.5,0.8269906368984957,0.8708224918400743,0.05691798009274633,0.1889822365046136,0.3368789103304564,1.0,0.1350279583062905
19,371,211,250,0.5,0.8287632720610987,0.8708224918400743,0.0557235763900408,0.1889822365046136,0.3337295292621167,1.0,0.13360838972511344
20,377,205,250,0.5,0.8276951393400056,0.8708224918400743,0.056992070690928154,0.1889822365046136,0.3379668153908155,1.0,0.13435204289470476
21,384,199,250,0.5,0.8281534142197018,0.8725698117565123,0.05698614713125535,0.1889822365046136,0.33827970493758397,1.0,0.13412173316948833
22,375,213,250,0.5,0.8286235905028463,0.8725698117565123,0.05674816015941783,0.1889822365046136,0.33835701875324775,1.0,0.1340327567981597
23,377,208,250,0.5,0.8292962404018942,0.8725698117565123,0.05688358096636514,0.1889822365046136,0.336899632773948,1.0,0.13451973092068387
24,371,205,250,0.5,0.8297023296139001,0.8725698117565123,0.056679104472667934,0.1889822365046136,0.3368409752501514,1.0,0.13436931523262136
25,388,211,250,0.5,0.8311867168429108,0.8725698117565123,0.05581564031715246,0.1889822365046136,0.3341090283300657,1.0,0.13336141597809387
26,370,205,250,0.5,0.8312606025712994,0.8725698117565123,0.056200833299657346,0.1889822365046136,0.3350937738017785,1.0,0.13345519993621882
27,403,209,250,0.5,0.832021445806902,0.8725698117565123,0.05590447500417341,0.1889822365046136,0.33391757803457767,1.0,0.1334820486114465
28,392,208,250,0.5,0.8322802868846636,0.8725698117565123,0.055916240929248254,0.1889822365046136,0.33430919874251275,1.0,0.13313567614618962
29,367,204,250,0.5,0.8324863178752429,0.8725698117565123,0.05596520765568382,0.1889822365046136,0.33446856178217715,1.0,0.1329601269144892
30,399,212,250,0.5,0.8326555743200403,0.8725698117565123,0.05602729942257289,0.1889822365046136,0.33492529090421613,1.0,0.13267367662670193
31,384,211,250,0.5,0.8322954384978047,0.8764128425754837,0.05640817683225608,0.1889822365046136,0.33647102859217654,1.0,0.1330675737867609
32,407,211,250,0.5,0.8317692145520674,0.8764128425754837,0.057357688509308814,0.1889822365046136,0.33841330284179577,1.0,0.13381324690339638
33,362,201,250,0.5,0.832865201687857,0.8764128425754837,0.0565231438185341,0.1889822365046136,0.33613860409320906,1.0,0.1329664128835416
34,394,205,250,0.5,0.8326564465539488,0.8764128425754837,0.057153171477651005,0.1889822365046136,0.33703512406561786,1.0,0.1336068040245908
35,372,201,250,0.5,0.832136737940765,0.8764128425754837,0.05736279543234655,0.1889822365046136,0.3396951031503876,1.0,0.1330867618751523
36,370,208,250,0.5,0.8328619531755411,0.8764128425754837,0.05731948099373034,0.1889822365046136,0.33798524293760634,1.0,0.13345425664029
37,391,216,250,0.5,0.8331701634579073,0.8764128425754837,0.05702794384704317,0.1889822365046136,0.3375050093021343,1.0,0.13344933723801433
38,381,200,250,0.5,0.8337267445814553,0.8770470425037492,0.05671408201952131,0.18569533817705186,0.3361440037872112,1.0,0.13317125315219808
39,382,216,250,0.5,0.8332621179395032,0.8770470425037492,0.057397093700995286,0.18569533817705186,0.337887111577704,1.0,0.1339011085742107
40,369,201,250,0.5,0.8346095985120592,0.8770470425037492,0.056495519993615365,0.18569533817705186,0.3349377103629564,1.0,0.13267185905906362
41,392,216,250,0.5,0.8348110986098075,0.8770470425037492,0.056527147382514936,0.18257418583505536,0.33439289417145296,1.0,0.13314298873125732
42,374,209,250,0.5,0.8351056668998167,0.8770470425037492,0.05664926798562969,0.1796053020267749,0.33321937457652767,1.0,0.13381098160584012
43,393,210,250,0.5,0.8358770295059978,0.8770470425037492,0.05651218304019475,0.1796053020267749,0.3312785024059216,1.0,0.13361479380922583
44,365,210,250,0.5,0.8365147359033467,0.8770470425037492,0.05573315156632467,0.1796053020267749,0.33025707707464363,1.0,0.13228624196758917
45,376,196,250,0.5,0.8367709239464357,0.8770470425037492,0.055834640383146006,0.1796053020267749,0.3297715763386085,1.0,0.13248915893051066
46,388,205,250,0.5,0.8368612320649358,0.8778957475718127,0.055881055303388175,0.1796053020267749,0.32968830787931425,1.0,0.1325646244527169
47,397,208,250,0.5,0.8370231537344014,0.8778957475718127,0.055956401286616074,0.1796053020267749,0.32942333513562655,1.0,0.13268862688452598
48,362,211,250,0.5,0.8369899097030036,0.8778957475718127,0.05594279051369717,0.1796053020267749,0.3301812208968406,1.0,0.13217587838051298
49,387,202,250,0.5,0.8370714555984271,0.8778957475718127,0.05598542595665424,0.1796053020267749,0.33002218514543163,1.0,0.13232385867920315
50,357,214,250,0.5,0.8374595787983006,0.8785670444418324,0.05610801224644193,0.1796053020267749,0.32858193865659946,1.0,0.13295999296187808
51,378,206,250,0.5,0.837256451753388,0.8785670444418324,0.05608288611179486,0.1796053020267749,0.32983992184618544,1.0,0.13251928073846653
52,396,214,250,0.5,0.8374244760535674,0.8785670444418324,0.05614058176120114,0.1796053020267749,0.32917074976507144,1.0,0.1329041779810921
53,375,211,250,0.5,0.8374667269782943,0.8785670444418324,0.05618821029630723,0.18257418583505536,0.3292491055516615,1.0,0.1330206045078519
54,389,208,250,0.5,0.8377147578712814,0.8785670444418324,0.05624720405308826,0.1796053020267749,0.3283799602294063,1.0,0.13333715959948772
55,372,209,250,0.5,0.8381729613463278,0.8785670444418324,0.05558202363621254,0.1796053020267749,0.327182214697557,1.0,0.13273243761478565
56,365,213,250,0.5,0.8384076404368613,0.8785670444418324,0.056543570818257255,0.1796053020267749,0.3256464248052463,1.0,0.13367015078526492
57,380,213,250,0.5,0.8377753901241506,0.8785670444418324,0.05662596508102009,0.18257418583505536,0.3281993602229127,1.0,0.1337428793713708
58,381,205,250,0.5,0.8380960376148547,0.8785670444418324,0.056481851823736946,0.18257418583505536,0.3272853474681051,1.0,0.1341415550804104
59,365,212,250,0.5,0.8382364825238636,0.8785670444418324,0.0564749409983143,0.18257418583505536,0.32683145212061165,1.0,0.1344810873054136
60,376,207,250,0.5,0.8380842123336114,0.8785670444418324,0.05642651398817855,0.18257418583505536,0.3279248081546189,1.0,0.13402409098252152
61,381,212,250,0.5,0.8382418990606666,0.8787340858926491,0.056468562162444676,0.18257418583505536,0.3278031195261136,1.0,0.1338763649151959
62,357,213,250,0.5,0.8387256796904602,0.8787340858926491,0.05631277767285209,0.18257418583505536,0.3265607081115198,1.0,0.13364498087809815
63,396,210,250,0.5,0.8386651939201746,0.8787340858926491,0.056335359199470546,0.18257418583505536,0.3270492846260304,1.0,0.13351104339679745
64,379,211,250,0.5,0.838480135154356,0.8788264021565223,0.056602446171342594,0.18257418583505536,0.32758078187687606,1.0,0.1338991635645391
65,378,207,250,0.5,0.8387178539287613,0.8788264021565223,0.05660741979334302,0.18257418583505536,0.32676143361295706,1.0,0.13427241070120766
66,386,214,250,0.5,0.8399525452445128,0.8788264021565223,0.05556420210963858,0.18257418583505536,0.3238468334237391,1.0,0.13284215431077293
67,372,204,250,0.5,0.8400125677107811,0.8788264021565223,0.055582625640485155,0.1796053020267749,0.3236882826661825,1.0,0.13298811167307112
68,375,217,250,0.5,0.8400611453243457,0.8788264021565223,0.05561192990303167,0.1796053020267749,0.3237765032199124,1.0,0.13291890828896538
69,374,210,250,0.5,0.8401341979375149,0.8792281889195851,0.05565451010036727,0.1796053020267749,0.32396543152065643,1.0,0.13274909226806603
70,375,208,250,0.5,0.8403021035103672,0.8792281889195851,0.055732938820224814,0.1796053020267749,0.32343370740339145,1.0,0.1331802254544422
71,368,210,250,0.5,0.8403783307720141,0.8800742448921305,0.05576929186388551,0.1796053020267749,0.323496073870694,1.0,0.13312214644946965
72,374,216,250,0.5,0.8397145672983708,0.8800742448921305,0.056297376349605785,0.1796053020267749,0.3248613906498621,1.0,0.13398384627502802
73,384,209,250,0.5,0.8404944584798485,0.8800742448921305,0.05582014657954132,0.1796053020267749,0.32310445287777884,1.0,0.13342488263241536
74,374,214,250,0.5,0.8396969774102161,0.8800742448921305,0.05709303699811975,0.1796053020267749,0.3250237729187321,1.0,0.1346535705323916
75,375,213,250,0.5,0.8402819098629866,0.8800742448921305,0.05608410713728407,0.1796053020267749,0.3241741667431916,1.0,0.13353280783557817
76,380,217,250,0.5,0.8389849448666731,0.8817788413765313,0.05692682132546561,0.1796053020267749,0.3284008835758684,1.0,0.13368080058876713
