0_age_at_initial_pathologic_diagnosis,1_hsa.miR.10b.3p,1_hsa.miR.1228.3p,1_hsa.miR.148a.5p,1_hsa.miR.15b.5p,1_hsa.miR.196a.5p,1_hsa.miR.27b.3p,1_hsa.miR.335.3p,1_hsa.miR.9.5p,2_ALDH1B1.219,2_ALDH1L1.10840,2_BCCIP.56647,2_BRCA1.672,2_C12orf48.55010,2_C13orf26.122046,2_C14orf106.55320,2_C4orf42.92070,2_CAPN1.823,2_CDCA8.55143,2_CDKN2BAS.100048912,2_CENPL.91687,2_CENPN.55839,2_CEP55.55165,2_CHRNA9.55584,2_CLIC1.1192,2_CRYAB.1410,2_CTTNBP2.83992,2_DEPDC1.55635,2_DNASE1L1.1774,2_EFHB.151651,2_EPHB1.2047,2_FABP5.2171,2_FAM192A.80011,2_FAM46B.115572,2_GDAP1L1.78997,2_GLUD2.2747,2_GSTA4.2941,2_GUSBL2.375513,2_H2AFY2.55506,2_HMX1.3166,2_HOXA5.3202,2_HOXC9.3225,2_HSPB7.27129,2_KIAA0101.9768,2_LOC100130776.100130776,2_LOC100132215.100132215,2_LRRK2.120892,2_MACC1.346389,2_MAGEH1.28986,2_MARCKS.4082,2_MRPL52.122704,2_MXI1.4601,2_NCRNA00152.112597,2_NSMCE4A.54780,2_NTNG2.84628,2_OPHN1.4983,2_OR5B12.390191,2_OTP.23440,2_PCBD1.5092,2_PCDHB1.29930,2_PDE7B.27115,2_PHB2.11331,2_PLEKHG2.64857,2_PMFBP1.83449,2_PRRT1.80863,2_PTRF.284119,2_RAD21L1.642636,2_RFX7.64864,2_RGR.5995,2_RHCG.51458,2_RPP30.10556,2_RPS12.6206,2_SAMD3.154075,2_SCGB1D2.10647,2_SERPINA3.12,2_SLC30A5.64924,2_SUMO2.6613,2_TAF9B.51616,2_TAGLN2.8407,2_TATDN1.83940,2_TMEM186.25880,2_TMEM209.84928,2_TMPRSS3.64699,2_TRIM61.391712,2_TUBGCP2.10844,2_UBXN1.51035,2_WEE1.7465,2_YIPF3.25844,2_ZNF648.127665
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
