1_hsa.let.7a.2.3p,1_hsa.miR.1251.5p,1_hsa.miR.135a.5p,1_hsa.miR.1468.5p,1_hsa.miR.150.5p,1_hsa.miR.155.3p,1_hsa.miR.16.2.3p,1_hsa.miR.301a.3p,1_hsa.miR.324.3p,1_hsa.miR.3605.3p,1_hsa.miR.3922.3p,1_hsa.miR.885.5p,1_hsa.miR.520f.3p,2_ABCD2.225,2_ABCE1.6059,2_ABHD12B.145447,2_ACLY.47,2_ADAM30.11085,2_ADI1.55256,2_AGAP11.119385,2_AGR3.155465,2_AKAP4.8852,2_ALDH1A1.216,2_ANKRD33.341405,2_ANXA4.307,2_AOX1.316,2_ARFGEF1.10565,2_ARHGAP15.55843,2_ARID1A.8289,2_ART3.419,2_ASB3.51130,2_ASB9.140462,2_ASPA.443,2_ATAD2.29028,2_ATP1A4.480,2_ATP5B.506,2_ATP7B.540,2_ATXN7L1.222255,2_BAT3.7917,2_BCL7A.605,2_BECN1.8678,2_BEND3.57673,2_BFSP2.8419,2_C10orf128.170371,2_C10orf50.645528,2_C10orf54.64115,2_C10orf78.119392,2_C10orf91.170393,2_C11orf41.25758,2_C13orf33.84935,2_C14orf104.55172,2_C17orf69.147081,2_C18orf34.374864,2_C1orf127.148345,2_C1orf144.26099,2_C20orf123.128506,2_C22orf26.55267,2_C2orf27B.408029,2_C4BPB.725,2_C4orf10.317648,2_C4orf38.152641,2_C4orf52.389203,2_C5orf39.389289,2_C5orf4.10826,2_C8G.733,2_C8orf56.157556,2_C9orf156.51531,2_CAPN11.11131,2_CARTPT.9607,2_CASP5.838,2_CBLN3.643866,2_CCDC122.160857,2_CD34.947,2_CD79A.973,2_CDIPT.10423,2_CDK5R1.8851,2_CENPF.1063,2_CHRAC1.54108,2_CHRNA10.57053,2_CLEC10A.10462,2_CLEC4GP1.440508,2_CNKSR3.154043,2_COL15A1.1306,2_COL6A1.1291,2_COL9A3.1299,2_COQ3.51805,2_CT47A6.728062,2_CTSO.1519,2_CYP2J2.1573,2_DCAF8.50717,2_DFFA.1676,2_DHRS3.9249,2_DHX34.9704,2_DLEC1.9940,2_DNAJC22.79962,2_DNALI1.7802,2_DNM1L.10059,2_DPPA4.55211,2_DUSP27.92235,2_EGFL7.51162,2_ERI3.79033,2_ERMP1.79956,2_FAF1.11124,2_FBXO8.26269,2_FCGRT.2217,2_FCRL1.115350,2_FLJ35220.284131,2_FOLH1B.219595,2_FOXJ3.22887,2_FUCA1.2517,2_GALNT12.79695,2_GGTA1.2681,2_GIMAP5.55340,2_GIMAP8.155038,2_GJA4.2701,2_GPR65.8477,2_GPRIN1.114787,2_GRP.2922,2_HEATR7A.727957,2_HK2.3099,2_HMGB3.3149,2_HSD17B1.3292,2_HULC.728655,2_IBTK.25998,2_ICAM1.3383,2_IFI27L2.83982,2_IFNGR1.3459,2_IGLL1.3543,2_IGSF22.283284,2_IKBKG.8517,2_IL18RAP.8807,2_IRF2.3660,2_ITGB3BP.23421,2_JMJD8.339123,2_KDELR1.10945,2_KDM5B.10765,2_KHDRBS1.10657,2_KIF4B.285643,2_KLRD1.3824,2_KPNA5.3841,2_LARGE.9215,2_LARS2.23395,2_LBP.3929,2_LGMN.5641,2_LIG3.3980,2_LMNB2.84823,2_LOC100101266.100101266,2_LOC100233209.100233209,2_LOC494141.494141,2_LOC55908.55908,2_LRRTM1.347730,2_LTC4S.4056,2_MAML2.84441,2_MBD3L5.284428,2_MCM10.55388,2_MDFI.4188,2_MED7.9443,2_MEX3D.399664,2_MGC16275.85001,2_MMRN2.79812,2_MOB2.81532,2_MRPL42.28977,2_MSH2.4436,2_MUC2.4583,2_NAPSB.256236,2_NEGR1.257194,2_NEK2.4751,2_NEURL2.140825,2_NFKB2.4791,2_NKAP.79576,2_NKAPL.222698,2_NLRP5.126206,2_NOL7.51406,2_NRAS.4893,2_NUDT13.25961,2_NUP153.9972,2_NUPL1.9818,2_NXT2.55916,2_ODF2.4957,2_OPN4.94233,2_OPRK1.4986,2_OR2W5.441932,2_OR6F1.343169,2_OSTN.344901,2_OTUD3.23252,2_PC.5091,2_PDF.64146,2_PGA5.5222,2_PIK3C2B.5287,2_PILRA.29992,2_PIWIL3.440822,2_PON3.5446,2_PPBP.5473,2_PPP1R11.6992,2_PPP2R1A.5518,2_PRAMEF6.440561,2_PRF1.5551,2_PRKCB.5579,2_PRSS22.64063,2_PTGES.9536,2_PTK2B.2185,2_PTPN18.26469,2_PTPN20B.26095,2_PTPRE.5791,2_PTPRN2.5799,2_PURG.29942,2_PZP.5858,2_RAPGEF3.10411,2_RBM41.55285,2_RBM45.129831,2_RBMX.27316,2_RBP7.116362,2_RCC2.55920,2_RFT1.91869,2_RIN3.79890,2_RIPK3.11035,2_RNASET2.8635,2_RNF13.11342,2_RPA1.6117,2_RPGRIP1L.23322,2_RPL39.6170,2_RUFY1.80230,2_RUVBL2.10856,2_S100A6.6277,2_SAMD12.401474,2_SCAMP2.10066,2_SCXB.642658,2_SEPT1.1731,2_SERP2.387923,2_SERPINF1.5176,2_SF3A3.10946,2_SFPQ.6421,2_SIM2.6493,2_SIX6.4990,2_SLC24A1.9187,2_SLC36A4.120103,2_SLC46A2.57864,2_SLC5A5.6528,2_SMARCA1.6594,2_SMARCC1.6599,2_SMC2.10592,2_SMYD3.64754,2_SNRPB.6628,2_SNX29.92017,2_SOX12.6666,2_SOX6.55553,2_SPAG5.10615,2_STARD5.80765,2_STAT6.6778,2_STON2.85439,2_SYNCRIP.10492,2_SYT13.57586,2_TAF2.6873,2_TATDN3.128387,2_TFDP1.7027,2_THOC2.57187,2_TIMP3.7078,2_TKT.7086,2_TLR7.51284,2_TMEM100.55273,2_TMEM140.55281,2_TMEM176B.28959,2_TMEM201.199953,2_TNFAIP8L2.79626,2_TNFSF13.8741,2_TNFSF14.8740,2_TNIP2.79155,2_TNNI1.7135,2_TPI1.7167,2_TPP1.1200,2_TRIOBP.11078,2_TSPYL2.64061,2_UBA7.7318,2_UBE2E1.7324,2_UBR5.51366,2_USP24.23358,2_VAMP5.10791,2_VSIG4.11326,2_XRCC5.7520,2_YARS.8565,2_ZAP70.7535,2_ZC3H10.84872,2_ZNF146.7705,2_ZNF280C.55609,2_ZSCAN1.284312
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
