0_age_at_initial_pathologic_diagnosis,0_race_WHITE,1_hsa.miR.1306.5p,1_hsa.miR.135b.3p,1_hsa.miR.17.3p,1_hsa.miR.197.3p,1_hsa.miR.26a.1.3p,1_hsa.miR.301b,1_hsa.miR.30c.1.3p,1_hsa.miR.33a.5p,1_hsa.miR.3678.5p,1_hsa.miR.374a.3p,1_hsa.miR.383.5p,1_hsa.miR.3923,1_hsa.miR.767.3p,1_hsa.miR.873.5p,1_hsa.miR.512.3p,1_hsa.miR.518d.3p,2_ABCC13.150000,2_ABCD1.215,2_ACAP1.9744,2_ACLY.47,2_ACTG1.71,2_ACVR2B.93,2_ADAMTS16.170690,2_ADRA1A.148,2_AHCYL1.10768,2_AHRR.57491,2_AKR1E2.83592,2_ALDH3B1.221,2_ALDH9A1.223,2_AMMECR1.9949,2_ANKRD26P1.124149,2_APOL1.8542,2_ARFGEF1.10565,2_ARHGDIB.397,2_ARMC2.84071,2_ATP6V0E2.155066,2_ATXN10.25814,2_AUH.549,2_BATF2.116071,2_BBS7.55212,2_BHLHB9.80823,2_BNIP2.663,2_C10orf128.170371,2_C10orf54.64115,2_C11orf87.399947,2_C12orf61.283416,2_C17orf62.79415,2_C17orf68.80169,2_C1orf174.339448,2_C1QC.714,2_C20orf123.128506,2_C22orf41.644186,2_C5orf20.140947,2_C6orf124.653483,2_C6orf129.154467,2_CALHM2.51063,2_CAMK2G.818,2_CBLN2.147381,2_CBLN3.643866,2_CBX7.23492,2_CCDC102A.92922,2_CCDC115.84317,2_CCDC41.51134,2_CCDC69.26112,2_CCNF.899,2_CCR2.729230,2_CCR5.1234,2_CD180.4064,2_CD96.10225,2_CDKAL1.54901,2_CELA3B.23436,2_CFB.629,2_CIR1.9541,2_CKM.1158,2_CLDN23.137075,2_CMAH.8418,2_CMTM4.146223,2_COL6A1.1291,2_CORO1A.11151,2_CREG1.8804,2_CST3.1471,2_CTDP1.9150,2_CTPS.1503,2_CUL7.9820,2_CYP4F11.57834,2_DBNDD2.55861,2_DBP.1628,2_DCBLD1.285761,2_DDB1.1642,2_DHX58.79132,2_DNAH8.1769,2_DNAJC8.22826,2_DOK4.55715,2_DUSP22.56940,2_DUSP27.92235,2_EFCAB3.146779,2_EP400NL.347918,2_ERCC3.2071,2_F8A1.8263,2_FAM170A.340069,2_FAM179A.165186,2_FBP1.2203,2_FGD3.89846,2_FKBP10.60681,2_FLJ22536.401237,2_FLJ42289.388182,2_FOXI2.399823,2_FRAT1.10023,2_FZD2.2535,2_GALNT12.79695,2_GJA4.2701,2_GLIS1.148979,2_GLMN.11146,2_GMEB1.10691,2_GMFB.2764,2_GNA15.2769,2_GNL3.26354,2_GPR146.115330,2_GPR18.2841,2_GRIK2.2898,2_GRIPAP1.56850,2_GSDMC.56169,2_GUSBP3.653188,2_HESX1.8820,2_HIST2H2AA3.8337,2_HMGN1.3150,2_HMGXB3.22993,2_HNRNPA3P1.10151,2_HOXA4.3201,2_HSDL1.83693,2_HTR1A.3350,2_HTR3A.3359,2_HTR3C.170572,2_IFI35.3430,2_IFNG.3458,2_IL18RAP.8807,2_ITGB2.3689,2_KCND3.3752,2_KIAA1370.56204,2_KIF3C.3797,2_KRBA1.84626,2_KRCC1.51315,2_LAIR1.3903,2_LARP4B.23185,2_LIAS.11019,2_LIMS2.55679,2_LNX2.222484,2_LOC100128554.100128554,2_LOC100130581.100130581,2_LOC100233209.100233209,2_LOC100287718.100287718,2_LOC647859.647859,2_LPAR3.23566,2_LPPR3.79948,2_LRRC4C.57689,2_LTB.4050,2_LTC4S.4056,2_LY75.4065,2_LY9.4063,2_MAGEA6.4105,2_MAGOH.4116,2_MAK.4117,2_MAN2B1.4125,2_MAP1LC3A.84557,2_MAP3K12.7786,2_MAP3K8.1326,2_MAP4K4.9448,2_MARVELD3.91862,2_MBD1.4152,2_MCEE.84693,2_MCHR2.84539,2_MEAF6.64769,2_MEIS3P1.4213,2_MFSD2B.388931,2_MGC45800.90768,2_MKLN1.4289,2_MKRN3.7681,2_MLLT11.10962,2_MORC4.79710,2_MPEG1.219972,2_MRVI1.10335,2_MS4A1.931,2_MS4A8B.83661,2_MUC1.4582,2_MUC2.4583,2_MURC.347273,2_MYD88.4615,2_MYO1F.4542,2_NANP.140838,2_NCF1.653361,2_NCF1C.654817,2_NDUFAF1.51103,2_NEURL2.140825,2_NFAM1.150372,2_NFU1.27247,2_NFYA.4800,2_NINJ1.4814,2_NLE1.54475,2_NLRP11.204801,2_NOC2L.26155,2_NOL6.65083,2_NPL.80896,2_NUDT18.79873,2_NXT2.55916,2_OAZ2.4947,2_OSTalpha.200931,2_PAGE2B.389860,2_PAPSS1.9061,2_PBRM1.55193,2_PCTP.58488,2_PDCD1.5133,2_PILRA.29992,2_PLA2G2A.5320,2_PLEKHG4.25894,2_PNMA2.10687,2_PNPLA7.375775,2_POLD2.5425,2_PPP1R14A.94274,2_PPP1R3A.5506,2_PPP2R5B.5526,2_PSG6.5675,2_PTRF.284119,2_PYGM.5837,2_RAB5B.5869,2_RAD21.5885,2_RAMP3.10268,2_RARG.5916,2_RARRES2.5919,2_RDBP.7936,2_RELN.5649,2_RIPK3.11035,2_RMND5B.64777,2_RNASE10.338879,2_RNASET2.8635,2_RNF144B.255488,2_RP1.6101,2_RPL39.6170,2_RPN2.6185,2_RPS6KL1.83694,2_SASH3.54440,2_SBDS.51119,2_SEPT1.1731,2_SIGLEC15.284266,2_SIGLEC1.6614,2_SIRT7.51547,2_SLC16A6.9120,2_SLC19A1.6573,2_SLC24A4.123041,2_SLC2A5.6518,2_SLC7A1.6541,2_SLC7A5P1.81893,2_SMCP.4184,2_SMPX.23676,2_SNX25.83891,2_SOD3.6649,2_SOX11.6664,2_SPANXA2.728712,2_SPANXB2.100133171,2_SPI1.6688,2_SPIN2B.474343,2_SPTY2D1.144108,2_SQRDL.58472,2_SSR1.6745,2_STH.246744,2_SURF1.6834,2_SVOPL.136306,2_TAGLN3.29114,2_TARDBP.23435,2_TATDN1.83940,2_TBL1XR1.79718,2_TBX6.6911,2_TFE3.7030,2_TFEC.22797,2_TIFAB.497189,2_TINAGL1.64129,2_TLR3.7098,2_TLR4.7099,2_TLR7.51284,2_TLR8.51311,2_TMEM176B.28959,2_TMEM57.55219,2_TNFAIP8L2.79626,2_TRAPPC9.83696,2_TRDMT1.1787,2_TRIM67.440730,2_TRIP13.9319,2_TRIP4.9325,2_TYMP.1890,2_UBR5.51366,2_UCP1.7350,2_UNC5B.219699,2_UQCRH.7388,2_UQCRHL.440567,2_VAMP8.8673,2_VARS.7407,2_VPS39.23339,2_ZMYM4.9202,2_ZNF329.79673,2_ZNF396.252884,2_ZNF557.79230,2_ZNF563.147837,2_ZNF735.730291,2_ZNF763.284390
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
