0_race_WHITE,1_hsa.miR.1254,1_hsa.miR.25.3p,1_hsa.miR.301a.3p,1_hsa.miR.3170,1_hsa.miR.3605.3p,1_hsa.miR.361.3p,1_hsa.miR.361.5p,1_hsa.miR.3648,1_hsa.miR.3678.5p,1_hsa.miR.3687,1_hsa.miR.374a.3p,1_hsa.miR.455.5p,1_hsa.miR.532.5p,1_hsa.miR.6087,1_hsa.miR.625.3p,2_ABCB5.340273,2_ABHD1.84696,2_ACCS.84680,2_ACLY.47,2_ACTL6A.86,2_ADCY10.55811,2_ADCY2.108,2_ADCYAP1.116,2_ANKRD29.147463,2_AP1S1.1174,2_APLNR.187,2_APOM.55937,2_ARHGAP4.393,2_ARHGEF5.7984,2_ARMCX1.51309,2_ARV1.64801,2_ATAD3A.55210,2_AZIN1.51582,2_B3GALT4.8705,2_BBS5.129880,2_BIN2.51411,2_BRP44.25874,2_C15orf21.283651,2_C17orf103.256302,2_C22orf26.55267,2_C5orf20.140947,2_C5orf56.441108,2_C9orf140.89958,2_C9orf95.54981,2_CACNB4.785,2_CATSPER4.378807,2_CCDC41.51134,2_CCDC75.253635,2_CCL22.6367,2_CCL23.6368,2_CCNF.899,2_CCR5.1234,2_CD3E.916,2_CDC42.998,2_CDCA2.157313,2_CDCA3.83461,2_CDK19.23097,2_CDKN2AIPNL.91368,2_CELA3B.23436,2_CELF2.10659,2_CFLAR.8837,2_CHD1L.9557,2_CIDEB.27141,2_CLEC12A.160364,2_CLN6.54982,2_COL27A1.85301,2_COPB2.9276,2_COX7A2L.9167,2_CPEB4.80315,2_CPT1A.1374,2_CREG1.8804,2_CTAGE9.643854,2_CTDP1.9150,2_CTSS.1520,2_CXCR1.3577,2_DEK.7913,2_DHCR24.1718,2_DHRS3.9249,2_DHRS7B.25979,2_DLEU7.220107,2_DLK2.65989,2_DPPA4.55211,2_DSCR9.257203,2_DUSP3.1845,2_DYRK1B.9149,2_ECH1.1891,2_EDARADD.128178,2_ERCC6L.54821,2_ERI3.79033,2_ETFDH.2110,2_FAM109B.150368,2_FBXO24.26261,2_FCER1A.2205,2_FGD2.221472,2_FHOD1.29109,2_FNBP1.23048,2_G3BP1.10146,2_GALNT12.79695,2_GAPT.202309,2_GCET2.257144,2_GINS4.84296,2_GJA5.2702,2_GMPR.2766,2_GNGT2.2793,2_GNPNAT1.64841,2_GPR155.151556,2_GPX5.2880,2_GSDMC.56169,2_GTF2A2.2958,2_GUCY1A3.2982,2_H2AFJ.55766,2_HIST1H4F.8361,2_HLTF.6596,2_HNRNPH1.3187,2_HOXA13.3209,2_HSD11B1L.374875,2_HSP90AB2P.391634,2_HTR1D.3352,2_ICAM2.3384,2_ICAM3.3385,2_IGDCC4.57722,2_IL1A.3552,2_INPP5D.3635,2_IPO5.3843,2_ITGB3BP.23421,2_KIAA0146.23514,2_KLHL12.59349,2_KRT36.8689,2_KRTAP5.7.440050,2_LARS2.23395,2_LILRA4.23547,2_LOC100129935.100129935,2_LOC221710.221710,2_LOC283267.283267,2_LOC285548.285548,2_LOC401463.401463,2_LOC654433.654433,2_LOC723972.723972,2_LOH12CR2.503693,2_LRRC17.10234,2_LRRN3.54674,2_LYPLA1.10434,2_MAD2L1.4085,2_MAP4K4.9448,2_MARCH2.51257,2_MCFD2.90411,2_MCHR2.84539,2_MGST2.4258,2_MMGT1.93380,2_MOAP1.64112,2_MOB2.81532,2_MON1B.22879,2_MSH2.4436,2_MTFR1.9650,2_MYL5.4636,2_MYO5C.55930,2_NAT15.79903,2_NAT2.10,2_NCRNA00169.400508,2_NEFH.4744,2_NET1.10276,2_NFKBIZ.64332,2_NFYB.4801,2_NMUR1.10316,2_NOC2L.26155,2_NUDT13.25961,2_OR2T6.254879,2_OR5W2.390148,2_PAK1IP1.55003,2_PCBD1.5092,2_PCDHB2.56133,2_PEX11G.92960,2_PFKFB2.5208,2_PGRMC1.10857,2_PIK3C2B.5287,2_PKN1.5585,2_PLAC1.10761,2_PLCG1.5335,2_POC1B.282809,2_PPP1R3B.79660,2_PPP2R5B.5526,2_PRMT8.56341,2_PRPS1.5631,2_PRPS1L1.221823,2_PSMB8.5696,2_PUM1.9698,2_PYCR1.5831,2_QSOX2.169714,2_RABGAP1L.9910,2_REM1.28954,2_REPS1.85021,2_RGS18.64407,2_RNASEN.29102,2_RNF125.54941,2_RPS15AP10.728963,2_RPS8.6202,2_RTN1.6252,2_SCD.6319,2_SCOC.60592,2_SEPX1.51734,2_SH3D20.201175,2_SIPA1.6494,2_SKP2.6502,2_SLC12A3.6559,2_SLC24A3.57419,2_SLC25A17.10478,2_SLC25A20.788,2_SLC25A28.81894,2_SLC38A11.151258,2_SLC46A1.113235,2_SLC47A1.55244,2_SLC7A10.56301,2_SMOC2.64094,2_SNAPC5.10302,2_SNHG3.RCC1.751867,2_SNORA12.677800,2_SNORA8.654320,2_SNORD115.26.100033802,2_SPOP.8405,2_ST6GAL1.6480,2_STIL.6491,2_TAGLN.6876,2_TATDN3.128387,2_TCL1A.8115,2_TENC1.23371,2_TERT.7015,2_THOP1.7064,2_TICAM1.148022,2_TMEM129.92305,2_TMEM79.84283,2_TRIM21.6737,2_TRIP4.9325,2_TRIT1.54802,2_TSPAN6.7105,2_TSPYL2.64061,2_TTC4.7268,2_TYRP1.7306,2_USP24.23358,2_VAMP8.8673,2_VMAC.400673,2_XCL2.6846,2_XPO5.57510,2_YPEL3.83719,2_ZCWPW1.55063,2_ZNF490.57474,2_ZNF556.80032
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
