0_ABCA3,0_ACAD9,0_ACCN5,0_ACTN2,0_ACTRT2,0_ADAM30,0_ADAM8,0_ADAMTS16,0_ADCY10,0_ADCY8,0_ADCY9,0_ADIPOQ,0_ADRA2B,0_AFM,0_AGA,0_AGFG1,0_AGPAT6,0_AGXT2L1,0_AIM1,0_AKAP5,0_AKNAD1,0_ALDH1A3,0_ALDH4A1,0_ALG8,0_ALMS1P,0_ALOX12P2,0_ALPL,0_ALPPL2,0_ALX3,0_AMIGO1,0_AMN,0_ANKK1,0_ANKRD19,0_ANKRD32,0_ANXA8L1,0_AOAH,0_AOX2P,0_APLN,0_APOBEC3H,0_APOC4,0_AQP7P1,0_ARF6,0_ARID3A,0_ARNT2,0_ARRB2,0_ARSF,0_ARSG,0_ASB15,0_ASB1,0_ASB2,0_ASCL4,0_ASIP,0_ASPM,0_ATAD1,0_ATP5A1,0_ATP6V1A,0_ATP6V1B1,0_ATRNL1,0_AWAT2,0_B3GALT1,0_B4GALNT3,0_B4GALT1,0_B4GALT5,0_BAG3,0_BAI3,0_BCAT1,0_BCL11A,0_BDNF,0_BEND2,0_BFSP1,0_BHMT,0_BMP7,0_BNIP3,0_BSX,0_C10orf120,0_C10orf26,0_C10orf55,0_C11orf16,0_C11orf53,0_C11orf64,0_C14orf153,0_C14orf162,0_C14orf182,0_C15orf38,0_C15orf59,0_C15orf5,0_C17orf102,0_C17orf50,0_C17orf64,0_C17orf67,0_C18orf25,0_C18orf26,0_C19orf22,0_C1QL4,0_C1orf125,0_C1orf187,0_C1orf38,0_C1orf68,0_C1orf95,0_C20orf106,0_C20orf197,0_C20orf200,0_C20orf54,0_C20orf71,0_C21orf122,0_C21orf71,0_C21orf91,0_C22orf29,0_C2orf27B,0_C2orf72,0_C2orf84,0_C3orf24,0_C3orf52,0_C6orf123,0_C6orf147,0_C6orf150,0_C6orf186,0_C6orf218,0_C6orf223,0_C7orf53,0_C7orf66,0_C8A,0_C9orf122,0_C9orf4,0_C9orf78,0_C9,0_CA2,0_CALHM2,0_CALM3,0_CALR3,0_CAPN14,0_CASP14,0_CASR,0_CAV3,0_CBR1,0_CCDC102B,0_CCDC112,0_CCDC144C,0_CCDC148,0_CCIN,0_CCL1,0_CCL23,0_CCT3,0_CD300LB,0_CD300LG,0_CDO1,0_CEACAM3,0_CEBPZ,0_CELA3A,0_CELA3B,0_CENPA,0_CENPE,0_CENPI,0_CHKB,0_CHRM3,0_CHST1,0_CHST5,0_CLCA4,0_CLCN1,0_CLDN11,0_CLDN22,0_CLDN8,0_CLEC18C,0_CLEC3A,0_CLEC6A,0_CLINT1,0_CLPX,0_CMAH,0_CMTM2,0_CMTM3,0_CNTN6,0_COG6,0_COL24A1,0_CPA4,0_CPA5,0_CPLX2,0_CPSF4L,0_CPXM2,0_CR1L,0_CRIM1,0_CRISP1,0_CRY1,0_CRYGA,0_CRYGD,0_CSRNP3,0_CST8,0_CST9,0_CSTB,0_CSTT,0_CTAGE4,0_CTAGE6,0_CTDSPL,0_CTHRC1,0_CTNNAL1,0_CTNNBIP1,0_CTSL3,0_CWC27,0_CXCL13,0_CXCL1,0_CXCR1,0_CXXC5,0_CXorf64,0_CYCSP52,0_CYP21A2,0_CYP24A1,0_CYP27A1,0_CYP4Z1,0_CYP7A1,0_CYR61,0_CYTSB,0_DACT2,0_DBNDD2,0_DBX2,0_DCBLD2,0_DDIT4L,0_DEFB106A,0_DEFB107A,0_DEFB119,0_DEFB132,0_DEGS1,0_DEPDC1,0_DFFB,0_DGCR11,0_DGCR6,0_DGKB,0_DHRS1,0_DHRS4L2,0_DHX57,0_DIRAS2,0_DMKN,0_DNAH17,0_DNAJC10,0_DNASE1L1,0_DNASE2B,0_DOLK,0_DPEP2,0_DPP3,0_DPP9,0_DRD3,0_DRP2,0_DSC1,0_DUSP5P,0_DYNC1I2,0_DYNC1LI1,0_E2F8,0_EDDM3A,0_EDN1,0_EDN3,0_EEF1E1,0_EID3,0_EIF1B,0_EIF2S3,0_ELANE,0_ELN,0_ENPP1,0_EPB41L3,0_EPCAM,0_EPHA4,0_EPYC,0_ERO1L,0_ESX1,0_ESYT2,0_EXO1,0_EXOC4,0_FABP5L3,0_FABP5,0_FAHD1,0_FAM123B,0_FAM124A,0_FAM138D,0_FAM157A,0_FAM175B,0_FAM190A,0_FAM45A,0_FAM46D,0_FAM71E1,0_FAM71E2,0_FAM72D,0_FAM74A1,0_FAM75A2,0_FAM75A3,0_FAM83A,0_FAM92A3,0_FATE1,0_FBXO47,0_FBXW12,0_FCGR3B,0_FCN3,0_FERMT1,0_FEZ2,0_FFAR1,0_FGF21,0_FGF22,0_FGL1,0_FKBP11,0_FKBP15,0_FLJ35024,0_FLJ40504,0_FLJ41941,0_FLJ45983,0_FLJ46111,0_FOLR3,0_FOSB,0_FOXB2,0_FOXD4,0_FOXI3,0_FOXK2,0_FTHL3,0_FTLP10,0_FUT3,0_FUT6,0_GABRA1,0_GABRA5,0_GAD2,0_GALNT4,0_GALNTL4,0_GATA3,0_GATSL1,0_GBA3,0_GCNT2,0_GCNT3,0_GEMIN4,0_GJA9,0_GLIPR2,0_GLS,0_GNA13,0_GNG13,0_GNRHR,0_GOLGA8C,0_GOLGA8F,0_GPR12,0_GPR1,0_GPR84,0_GPR88,0_GRIK3,0_GSC2,0_GSTM2P1,0_GSTM2,0_GSTM4,0_GUF1,0_GUSB,0_GYPE,0_HADHB,0_HAPLN1,0_HBE1,0_HBM,0_HCN1,0_HES3,0_HEY1,0_HHATL,0_HHIPL2,0_HLA-DQA2,0_HMX3,0_HORMAD1,0_HOXB8,0_HSD17B3,0_HSD17B6,0_HSD3B2,0_HTR3B,0_IFNK,0_IGF2AS,0_IL12RB2,0_IL13RA2,0_IL1F6,0_IL20,0_IL25,0_INO80C,0_INPP5A,0_INS-IGF2,0_INSL4,0_IQGAP3,0_ISCA1P1,0_ITIH5L,0_ITPKA,0_ITPR3,0_KANK4,0_KBTBD11,0_KCNC1,0_KCND2,0_KCNH1,0_KCNJ6,0_KCNK10,0_KCNK2,0_KCNMA1,0_KCNQ5,0_KCNU1,0_KCTD11,0_KCTD6,0_KDM6A,0_KIAA0406,0_KIAA0408,0_KIAA1826,0_KIF11,0_KIF13A,0_KIF20A,0_KIF20B,0_KIF21B,0_KIF2C,0_KLF17,0_KLHL38,0_KLK12,0_KLK14,0_KLRF1,0_KMO,0_KREMEN2,0_KRT37,0_KRT75,0_KRT80,0_KRTAP10-8,0_KRTAP19-1,0_KRTAP19-3,0_KRTAP19-5,0_KRTAP19-7,0_KRTAP19-8,0_KRTAP2-2,0_KRTAP2-4,0_KRTAP20-4,0_KRTAP21-1,0_KRTAP3-3,0_KRTAP4-7,0_KRTAP4-8,0_KSR1,0_LACRT,0_LCE1F,0_LCE3C,0_LEFTY1,0_LEFTY2,0_LETM2,0_LEUTX,0_LGALS13,0_LGALS9B,0_LHX6,0_LILRA1,0_LILRA3,0_LIN7C,0_LIPG,0_LMO7,0_LOC100101938,0_LOC100126784,0_LOC100128822,0_LOC100131496,0_LOC100131726,0_LOC100169752,0_LOC100190940,0_LOC100271831,0_LOC100272216,0_LOC149620,0_LOC150786,0_LOC152225,0_LOC158376,0_LOC220429,0_LOC283174,0_LOC285359,0_LOC286238,0_LOC339535,0_LOC344967,0_LOC389493,0_LOC389705,0_LOC400794,0_LOC401387,0_LOC440563,0_LOC441601,0_LOC493754,0_LOC645752,0_LOC650368,0_LOC723809,0_LOC728410,0_LOC728606,0_LOC728758,0_LOC728875,0_LOC729156,0_LOC729467,0_LOC731779,0_LPAR2,0_LRP4,0_LRRC3,0_LRRC55,0_LRRCC1,0_LRRIQ4,0_LYG2,0_MAFG,0_MAF,0_MAGEB3,0_MAGEC2,0_MAGEE1,0_MANBA,0_MAP3K5,0_MARCH3,0_MATN2,0_MDFIC,0_MDGA1,0_MEGF11,0_METTL11B,0_MFSD11,0_MFSD6L,0_MGC23270,0_MGLL,0_MICAL1,0_MLN,0_MMP26,0_MMP27,0_MOBP,0_MORF4,0_MPP4,0_MRAP2,0_MRPL42P5,0_MRPL48,0_MSGN1,0_MT1E,0_MT1M,0_MT2A,0_MTF2,0_MUSK,0_MXI1,0_MYH1,0_MYH2,0_MYL2,0_MYO1B,0_MYO5A,0_MYOZ2,0_NAA50,0_NACAP1,0_NCAPG,0_NCCRP1,0_NCRNA00052,0_NCRNA00159,0_NCRNA00164,0_NCRNA00185,0_NCRNA00207,0_NDUFA10,0_NDUFS1,0_NEIL3,0_NETO1,0_NEUROD1,0_NEUROG1,0_NFE2L2,0_NGB,0_NKX3-2,0_NMBR,0_NOBOX,0_NPY5R,0_NRG4,0_NRK,0_NT5M,0_NTM,0_NTN3,0_NTNG1,0_NTNG2,0_NUDT15,0_NUP155,0_OAT,0_OBP2A,0_OLFM3,0_OR10G7,0_OR10H4,0_OR1B1,0_OR2AG1,0_OR2L1P,0_OR2T10,0_OR2T3,0_OR4D5,0_OR4F17,0_OR5M10,0_OR6M1,0_OR6W1P,0_OR7D2,0_OR8D2,0_OTOP2,0_OTOR,0_OTX2,0_OXCT1,0_P2RY2,0_PABPC1,0_PADI2,0_PADI6,0_PAR4,0_PATE3,0_PCDHA13,0_PCDHA2,0_PCDHA8,0_PCDHA9,0_PCDHGA6,0_PCYT1A,0_PDC,0_PDZRN4,0_PHF8,0_PI15,0_PIK3C2A,0_PIK3CD,0_PLA2G4F,0_PLCB4,0_PLCXD1,0_PLK1S1,0_PLUNC,0_PMEPA1,0_PODXL,0_POLE2,0_POM121L9P,0_POMC,0_POU3F1,0_POU5F1B,0_POU5F1,0_PPIAL4B,0_PPIAL4G,0_PPP1R12C,0_PPP1R2P1,0_PPP2R2B,0_PPP2R2C,0_PPP4R4,0_PRAMEF6,0_PRG4,0_PRINS,0_PRKAG3,0_PRKRA,0_PRMT8,0_PROCA1,0_PRODH2,0_PRPF4,0_PRPS2,0_PRR4,0_PRR5-ARHGAP8,0_PRRT2,0_PSG5,0_PSG8,0_PSIP1,0_PTGFR,0_PTH2,0_PTHLH,0_PYDC1,0_QDPR,0_QRFPR,0_R3HDML,0_RAB36,0_RAB40B,0_RAC3,0_RAD21L1,0_RAGE,0_RAP1GAP,0_RAPSN,0_RASAL2,0_RASIP1,0_RBBP9,0_RBM19,0_RBM3,0_RBMY1F,0_RBMY1J,0_RBMY3AP,0_RBP2,0_RBPJ,0_RFPL3,0_RGS10,0_RGS21,0_RGS2,0_RHOBTB1,0_RILPL2,0_RIMKLB,0_RIN2,0_RNF19A,0_RNF19B,0_RNU11,0_RPE65,0_RPL7,0_RPS6KA6,0_RPTN,0_RSPO2,0_RTL1,0_SAGE1,0_SAMD11,0_SAMD7,0_SAR1A,0_SAV1,0_SCAND3,0_SCARNA18,0_SCARNA27,0_SCGB2A2,0_SCN9A,0_SCRG1,0_SEL1L2,0_SEMA6D,0_SEPT7L,0_SEZ6,0_SFTPA2,0_SIL1,0_SIRT3,0_SIRT5,0_SIX6,0_SKA2,0_SLC10A2,0_SLC10A6,0_SLC12A6,0_SLC16A3,0_SLC16A9,0_SLC17A3,0_SLC22A2,0_SLC22A5,0_SLC25A26,0_SLC25A41,0_SLC25A43,0_SLC26A5,0_SLC27A1,0_SLC27A3,0_SLC29A3,0_SLC35F3,0_SLC35F4,0_SLC38A8,0_SLC47A2,0_SLC48A1,0_SLC5A6,0_SLC6A19,0_SLCO3A1,0_SLN,0_SMAD2,0_SNAR-G1,0_SNORA10,0_SNORA11E,0_SNORA31,0_SNORA38,0_SNORA42,0_SNORA44,0_SNORA56,0_SNORA57,0_SNORA68,0_SNORA69,0_SNORA70B,0_SNORA79,0_SNORD15B,0_SNX31,0_SNX33,0_SOX13,0_SPACA1,0_SPACA5,0_SPANXN3,0_SPANXN5,0_SPATA3,0_SPATC1,0_SPIB,0_SPINK13,0_SPINK5,0_SPINT4,0_SPO11,0_SPOCK1,0_SPOCK2,0_SPRED3,0_SPRR2C,0_SPZ1,0_SRGAP2,0_ST3GAL6,0_ST6GAL1,0_STK39,0_STRN3,0_STX6,0_SUMO1P3,0_SUN5,0_SUSD1,0_SYP,0_SYT14L,0_SYT6,0_TAF1D,0_TAS2R30,0_TAS2R41,0_TBC1D1,0_TBC1D8,0_TCEAL2,0_TCEB3,0_TCF7L1,0_TDRD1,0_TDRD6,0_TDRD9,0_TEPP,0_TGIF2LY,0_THEM5,0_THOC3,0_TIGD2,0_TIGIT,0_TIPARP,0_TM7SF4,0_TMC2,0_TMEM139,0_TMEM144,0_TMEM151B,0_TMEM164,0_TMEM179,0_TMEM229B,0_TMEM39B,0_TMEM72,0_TMEM79,0_TMIGD1,0_TMPRSS11F,0_TMPRSS15,0_TNFSF4,0_TOB1,0_TOB2,0_TOX2,0_TOX3,0_TP53TG5,0_TPD52L1,0_TRAF6,0_TREML2P1,0_TRIM50,0_TRIM69,0_TRMT11,0_TRPM5,0_TSPAN18,0_TSPO2,0_TSPY1,0_TSPY2,0_TSPY3,0_TTC27,0_TTK,0_TTLL2,0_TTTY14,0_TTTY20,0_TUBB1,0_TXNDC8,0_UBE2C,0_UBQLN2,0_UGDH,0_UGT1A7,0_UNC13C,0_UNC5D,0_UNC80,0_UOX,0_UROC1,0_USP6,0_UTS2,0_VANGL2,0_VCAM1,0_VPREB3,0_VTI1A,0_VWC2,0_WDHD1,0_WFDC8,0_WFDC9,0_WIT1,0_WNT6,0_WRN,0_WT1,0_XKR7,0_YWHAE,0_ZBED2,0_ZC3H12D,0_ZCCHC13,0_ZCCHC5,0_ZFAND2B,0_ZNF185,0_ZNF271,0_ZNF295,0_ZNF304,0_ZNF57,0_ZNF580,0_ZNF750,0_ZP4,0_ZSCAN12P1,0_ZZZ3,0_tAKR
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1
