gen,0_ABCA3,0_ABHD11,0_ABLIM1,0_ABTB2,0_ACACA,0_ACADL,0_ACBD5,0_ACE2,0_ACMSD,0_ACOT1,0_ACOT13,0_ACOX1,0_ACSL4,0_ACSM2A,0_ACSM2B,0_ACTN3,0_ADAM33,0_ADAMTSL4,0_ADCY2,0_ADCY8,0_ADRB1,0_AFF3,0_AHNAK2,0_AKAP7,0_AKAP8L,0_AKR1C3,0_ALDH1A1,0_ALDH1A2,0_ALDH3B2,0_ALDH7A1,0_ALDOA,0_ALG9,0_ALKBH1,0_ALOX15B,0_AMACR,0_AMBRA1,0_AMPD2,0_AMZ2,0_ANAPC7,0_ANK2,0_ANKRD46,0_ANKRD50,0_ANP32A,0_ANXA13,0_ANXA3,0_ANXA7,0_APCS,0_APLP2,0_APOBEC3A,0_APOLD1,0_ARFGEF2,0_ARHGAP12,0_ARL10,0_ARL2,0_ARL3,0_ARMC10,0_ARMC9,0_ARPC5L,0_ARRB1,0_ARRDC4,0_ARSD,0_ASF1B,0_ASMTL,0_ASRGL1,0_ATAD3B,0_ATE1,0_ATF7IP2,0_ATN1,0_ATP1B3,0_ATP2B3,0_ATP6AP2,0_ATP6V1A,0_ATP6V1B1,0_ATP6V1E1,0_AUH,0_B3GALT4,0_B3GNT9,0_B4GALNT3,0_B4GALT3,0_BAALC,0_BAIAP2L2,0_BAK1,0_BANF1,0_BBOX1,0_BCAT2,0_BCHE,0_BDH1,0_BEX1,0_BIRC5,0_BLK,0_BMI1,0_BSCL2,0_C1GALT1,0_C1orf159,0_C1orf198,0_C2orf69,0_C3orf14,0_C5orf34,0_C6orf118,0_CA13,0_CA9,0_CACNA1H,0_CAMSAP1,0_CAND2,0_CARD11,0_CAV2,0_CBLC,0_CBWD5,0_CBWD6,0_CBX4,0_CCDC114,0_CCDC12,0_CCDC159,0_CCDC77,0_CCDC88B,0_CCDC89,0_CCNA2,0_CCNB2,0_CCNJL,0_CCR4,0_CCRL2,0_CD2AP,0_CD2BP2,0_CD81,0_CDC23,0_CDC37L1,0_CDC42SE2,0_CDC6,0_CDCA5,0_CDCA8,0_CDCP1,0_CDH1,0_CDH2,0_CDH23,0_CDK4,0_CDK5RAP3,0_CDKN2A,0_CDKN2C,0_CECR2,0_CELSR3,0_CENPA,0_CEP55,0_CEP72,0_CES2,0_CES3,0_CFC1B,0_CFI,0_CFL2,0_CGGBP1,0_CHAC1,0_CHCHD6,0_CHDH,0_CHEK2,0_CHI3L2,0_CHIA,0_CHRD,0_CHRM3,0_CHRNB1,0_CHST11,0_CIB2,0_CLDN12,0_CLDN2,0_CLDN4,0_CLDN8,0_CLIC3,0_CLIP2,0_CLK2,0_CLPB,0_CLRN3,0_CLTC,0_CLTCL1,0_CNN3,0_CNTN2,0_CNTNAP1,0_COASY,0_COG1,0_COL1A1,0_COL6A2,0_COMMD3,0_COPS7A,0_CP,0_CPB2,0_CPE,0_CPNE1,0_CPNE5,0_CREB3L1,0_CRLF1,0_CRYAB,0_CSNK1D,0_CSNK1G3,0_CSNK2B,0_CSPG4,0_CSTF2,0_CTAGE4,0_CTAGE9,0_CTBP2,0_CTNNA2,0_CTNND1,0_CUEDC1,0_CUL3,0_CUTC,0_DACT1,0_DACT2,0_DALRD3,0_DCAF12L1,0_DCDC2,0_DCLK3,0_DCP1B,0_DCTN2,0_DDB1,0_DDC,0_DDX11,0_DDX19B,0_DDX43,0_DEDD,0_DERL3,0_DFFB,0_DHRS3,0_DHX16,0_DIP2C,0_DIRAS3,0_DLAT,0_DNAJB7,0_DNAJC25,0_DNASE1L3,0_DPH2,0_DPYS,0_DPYSL3,0_DSG2,0_ECD,0_ECE1,0_ECHDC3,0_EDF1,0_EFCAB2,0_EHHADH,0_EHMT1,0_EIF4EBP2,0_EIF4ENIF1,0_EIF4H,0_ELAC2,0_ELMOD2,0_ENHO,0_ENPEP,0_ENPP3,0_EPHA3,0_EPPK1,0_EPS8,0_ERAL1,0_ERCC5,0_ETV5,0_EXOC4,0_EXOC7,0_F2,0_F8,0_FAIM,0_FAM104A,0_FAM114A2,0_FAM156A,0_FAM160A1,0_FAM160B2,0_FAM174A,0_FAM20A,0_FAM53C,0_FAM83H,0_FAT4,0_FBXL12,0_FBXO30,0_FBXO31,0_FBXW5,0_FGB,0_FGD4,0_FGF2,0_FGFR4,0_FIGN,0_FKBP10,0_FKBP4,0_FKBP5,0_FLCN,0_FLRT3,0_FLT4,0_FMO2,0_FMR1,0_FN3KRP,0_FOS,0_FTH1,0_FUCA1,0_FZD7,0_G6PD,0_GABARAPL1,0_GAS2L1,0_GATM,0_GBA2,0_GCK,0_GDA,0_GDF15,0_GGT1,0_GGTA1,0_GGTLC1,0_GGTLC2,0_GIMAP8,0_GIT1,0_GK5,0_GLB1,0_GLB1L,0_GLI2,0_GLI3,0_GLOD5,0_GLRX,0_GLYAT,0_GMDS,0_GNRH1,0_GOLGA4,0_GOT1,0_GPATCH1,0_GPBP1L1,0_GPC4,0_GPR143,0_GPR183,0_GPRASP1,0_GPX3,0_GRHPR,0_GRIK1,0_GRIN2D,0_GRINA,0_GRK5,0_GRK6,0_GRPEL2,0_GRTP1,0_GSTA4,0_GTF3C1,0_GTPBP2,0_GTPBP3,0_HAL,0_HAX1,0_HBD,0_HDAC1,0_HDAC3,0_HDGF,0_HEBP2,0_HECTD1,0_HGF,0_HLA-DRB5,0_HMGA2,0_HMGCR,0_HMGXB4,0_HNF1B,0_HNRNPAB,0_HNRNPD,0_HP,0_HPCA,0_HPCAL1,0_HPR,0_HSPA12A,0_HSPA8,0_HSPB7,0_HTATIP2,0_HTRA4,0_HUNK,0_HUS1,0_HYLS1,0_ICA1,0_ID1,0_IDO1,0_IDUA,0_IFRD1,0_IKBIP,0_IL15,0_ING4,0_INPPL1,0_INTS1,0_IQGAP1,0_IRF2BP2,0_ITGA9,0_ITGB3,0_ITSN1,0_KCNA5,0_KCNJ1,0_KCNJ15,0_KCNQ5,0_KCTD16,0_KDM1A,0_KHDRBS2,0_KHDRBS3,0_KIAA1755,0_KIAA1841,0_KIF18A,0_KIF20A,0_KIF21A,0_KIF7,0_KISS1R,0_KLHL20,0_KLK5,0_KMO,0_KRT19,0_KRT4,0_KRT7,0_L2HGDH,0_LAMB1,0_LAMB2,0_LAS1L,0_LASP1,0_LAYN,0_LBP,0_LDHC,0_LDHD,0_LEFTY2,0_LEMD2,0_LETM2,0_LGALS9,0_LGI4,0_LIMA1,0_LIMS3,0_LIN54,0_LMNB1,0_LNX1,0_LPCAT1,0_LRBA,0_LRCH2,0_LRRC24,0_LRRC28,0_LRRC3B,0_LRRN4CL,0_LSS,0_LTBP2,0_LTV1,0_LUC7L3,0_LYPD5,0_MAGEA4,0_MAML3,0_MAN2B1,0_MAP2K2,0_MAP3K1,0_MAP3K8,0_MAPK8IP3,0_MAPK9,0_MAPKBP1,0_MARCKS,0_MATK,0_MBIP,0_MCM6,0_MED4,0_MEF2D,0_MEP1A,0_MFGE8,0_MFNG,0_MFSD6,0_MGAM,0_MGAT3,0_MGST1,0_MICAL3,0_MICALL2,0_MID1,0_MME,0_MMP2,0_MN1,0_MPDZ,0_MPI,0_MPP6,0_MPPE1,0_MPV17L,0_MRPL18,0_MRPL28,0_MRPL42,0_MSH6,0_MTAP,0_MTCH1,0_MTMR11,0_MUC1,0_MYO10,0_MYO3A,0_MYO5B,0_MYOM2,0_N4BP1,0_N4BP3,0_NAGA,0_NAP1L5,0_NAPSA,0_NASP,0_NBEA,0_NCL,0_NCOA6,0_NCSTN,0_NDUFA12,0_NDUFA4L2,0_NEUROD1,0_NFE2,0_NFIB,0_NGB,0_NGEF,0_NGRN,0_NHEJ1,0_NIP7,0_NKX2-2,0_NKX3-2,0_NKX6-1,0_NLGN1,0_NME2,0_NMI,0_NMT1,0_NMUR1,0_NOL11,0_NOL3,0_NOMO3,0_NOP56,0_NPHP1,0_NR3C2,0_NRF1,0_NRP1,0_NRP2,0_NSDHL,0_NT5C,0_NTN1,0_NTRK3,0_NUCB1,0_NUDT16L1,0_NXPH2,0_OAS2,0_OFD1,0_ONECUT2,0_ORM1,0_OSMR,0_OTP,0_OTUD1,0_OXR1,0_PABPC1,0_PACSIN3,0_PAFAH1B1,0_PALB2,0_PARL,0_PAX5,0_PAX9,0_PCDH10,0_PCDHB4,0_PCDHB7,0_PCDHGA1,0_PCDHGA12,0_PCDHGB7,0_PCID2,0_PCYOX1,0_PCYT2,0_PDAP1,0_PDCD7,0_PDIA3,0_PDK4,0_PDZK1IP1,0_PEX14,0_PEX6,0_PFDN2,0_PFN2,0_PGLYRP2,0_PGM1,0_PHAX,0_PIF1,0_PIK3R3,0_PILRB,0_PINX1,0_PIR,0_PIWIL4,0_PKP4,0_PLA2G12B,0_PLA2G5,0_PLA2G6,0_PLAU,0_PLCB4,0_PLEKHG3,0_PLK1,0_PLSCR3,0_PLXDC1,0_PLXNA2,0_PNN,0_PODNL1,0_POF1B,0_POFUT1,0_POLR1E,0_POLR3H,0_POP4,0_POU2F1,0_PPIC,0_PPIL2,0_PPM1E,0_PPP1R16B,0_PPP1R7,0_PPP2R2D,0_PRCC,0_PRICKLE4,0_PRKAR1B,0_PRMT1,0_PRODH,0_PROS1,0_PRPF39,0_PRPF6,0_PRTFDC1,0_PSMB4,0_PSMC2,0_PSMD7,0_PSMF1,0_PTCD3,0_PTEN,0_PTGIS,0_PTHLH,0_PTOV1,0_PTPN11,0_PUS1,0_PXMP4,0_PXN,0_PYCR1,0_PZP,0_RAB11FIP4,0_RAB23,0_RAB30,0_RABEP1,0_RAD1,0_RAD18,0_RAD50,0_RADIL,0_RALGAPB,0_RANBP3L,0_RAP1GAP2,0_RAPH1,0_RASGRF1,0_RASL11A,0_RBM17,0_RBM19,0_RBM45,0_RBM47,0_RBP4,0_RBP7,0_REN,0_RFC3,0_RHOA,0_RIC3,0_RMND1,0_RNASEL,0_RNASET2,0_RNF115,0_RNF139,0_RNF146,0_RORA,0_RPA4,0_RPAP1,0_RPS6,0_RRP15,0_RSBN1,0_RSL24D1,0_RUNX1,0_S100A1,0_S100A13,0_S1PR2,0_SAA4,0_SAE1,0_SAMD9,0_SAT1,0_SCARB2,0_SCGB1D2,0_SCML4,0_SDC1,0_SDCCAG8,0_SDR16C5,0_SDSL,0_SECISBP2L,0_SEMA3A,0_SERPINA3,0_SERPINB5,0_SERPINB6,0_SERPINC1,0_SERPINF2,0_SEZ6L2,0_SF1,0_SF3A1,0_SFPQ,0_SFRP1,0_SFXN4,0_SGK3,0_SH3BP2,0_SHC1,0_SHC2,0_SHMT1,0_SHROOM3,0_SIDT1,0_SIK3,0_SIRT5,0_SKA1,0_SLBP,0_SLC10A3,0_SLC13A1,0_SLC13A3,0_SLC16A1,0_SLC1A4,0_SLC22A11,0_SLC25A12,0_SLC25A24,0_SLC26A11,0_SLC26A6,0_SLC2A9,0_SLC35D2,0_SLC35E1,0_SLC3A1,0_SLC41A3,0_SLC43A2,0_SLC44A1,0_SLC7A5,0_SMS,0_SMYD3,0_SNAP29,0_SNRPB2,0_SNRPD3,0_SNX1,0_SNX21,0_SNX5,0_SOCS2,0_SOCS3,0_SPAG5,0_SPOCK2,0_SPSB2,0_SRFBP1,0_SRPK1,0_SSC5D,0_SSR4,0_ST8SIA1,0_ST8SIA3,0_ST8SIA5,0_STAM,0_STAP2,0_STC1,0_STK38,0_STK39,0_STRADB,0_STRN,0_STX11,0_SUDS3,0_SULT1C2,0_SUMO4,0_SYNGR1,0_SYNGR2,0_TAB1,0_TAF8,0_TARBP2,0_TATDN2,0_TBC1D14,0_TBCE,0_TBL1XR1,0_TBP,0_TCF20,0_TCFL5,0_TEC,0_TECPR1,0_TEKT2,0_TEKT3,0_TF,0_TGFA,0_TGOLN2,0_THAP7,0_THEM4,0_THG1L,0_THOC3,0_THUMPD3,0_TIMM10,0_TIMM17B,0_TLE1,0_TM4SF18,0_TM9SF1,0_TM9SF2,0_TMCC3,0_TMED10,0_TMED4,0_TMEFF2,0_TMEM104,0_TMEM132E,0_TMEM159,0_TMEM165,0_TMEM176A,0_TMEM184B,0_TMEM19,0_TMEM33,0_TMEM59L,0_TMEM70,0_TMEM72,0_TMEM8B,0_TNFRSF12A,0_TNFRSF21,0_TNIP1,0_TOE1,0_TOMM5,0_TOP1MT,0_TPK1,0_TPM2,0_TPM3,0_TPPP,0_TPX2,0_TRDMT1,0_TREM1,0_TRIM17,0_TRIM35,0_TRIM44,0_TRIP6,0_TSHR,0_TSHZ1,0_TSNARE1,0_TTC30A,0_TTC32,0_TTF1,0_TTLL7,0_TUBA8,0_TUBB8,0_TUBGCP2,0_TWF1,0_TXNDC5,0_TYW3,0_UBA5,0_UBAC2,0_UBE2C,0_UBE2N,0_UBXN4,0_UGT1A6,0_UGT2B4,0_UGT8,0_UNC93B1,0_UPK1B,0_UPK3B,0_UQCRH,0_UROC1,0_USO1,0_USP1,0_USP25,0_VAMP7,0_VANGL1,0_VAPA,0_VGLL4,0_VIL1,0_VKORC1L1,0_WASL,0_WBP2,0_WDR17,0_WDR37,0_WDR90,0_WLS,0_WNK2,0_WNK4,0_WT1,0_WWP1,0_XK,0_XKR9,0_XRCC5,0_XRCC6,0_YAF2,0_YIPF5,0_ZBED4,0_ZBTB33,0_ZBTB34,0_ZBTB42,0_ZCCHC17,0_ZFAND5,0_ZFPM2,0_ZFYVE1,0_ZIC1,0_ZMYM3,0_ZNF267,0_ZNF433,0_ZNF518B,0_ZNF521,0_ZNF593,0_ZNF616,0_ZNF638,0_ZNF763,0_ZNF83,0_ZNFX1,0_ZRANB1,0_ZSCAN29,0_ZW10
0,142,0,0,31,0,71,0,0,0,0,0,0,9,19,0,44,44,0,50,2,1,0,50,38,0,7,46,58,5,35,0,40,10,14,1,0,0,0,0,0,64,0,0,3,6,0,20,0,0,0,8,0,24,0,14,0,12,0,4,26,0,0,0,0,0,0,60,0,14,11,0,46,18,0,0,37,18,2,0,0,12,29,0,78,2,6,15,12,0,34,1,0,39,0,4,0,41,21,33,0,11,21,0,83,21,3,38,86,9,0,8,0,0,6,0,10,0,0,42,47,17,0,0,3,9,17,0,0,0,0,29,10,29,9,0,0,35,62,69,33,0,0,5,0,71,15,28,0,0,0,11,5,0,37,0,21,31,2,21,15,0,42,20,35,1,24,0,12,23,0,5,53,9,0,0,16,8,0,4,20,0,7,62,0,34,48,7,17,0,14,0,0,0,0,2,10,11,0,5,11,0,0,35,0,25,16,5,18,17,0,1,66,0,13,12,17,0,18,0,15,0,0,72,23,51,0,23,46,46,58,13,56,0,73,10,1,0,32,0,0,0,50,0,48,0,31,19,0,0,0,20,0,32,0,0,5,24,0,21,0,0,17,19,23,0,6,0,0,0,42,0,38,0,1,0,0,19,0,17,0,34,0,12,0,0,0,7,43,0,20,0,0,48,9,10,1,1,0,5,9,0,0,0,1,25,0,32,0,0,17,0,0,0,38,0,34,45,56,19,9,0,1,30,0,0,37,12,20,39,14,0,0,31,35,18,6,50,0,0,0,15,35,38,43,0,7,0,40,29,3,59,24,22,0,44,9,2,38,0,0,11,0,0,0,0,4,12,0,10,0,0,38,20,42,0,17,26,0,46,64,12,20,25,51,0,60,0,3,75,30,0,20,6,0,8,0,5,28,0,0,0,7,35,16,0,46,0,0,8,44,5,27,0,0,3,0,0,73,26,33,31,23,7,22,0,0,3,211,16,0,0,0,2,0,8,0,0,45,0,0,10,0,34,31,30,0,8,0,17,39,0,36,49,74,0,0,51,1,0,16,0,0,0,0,28,3,15,0,9,14,0,11,15,0,1,0,1,0,2,12,0,21,9,50,40,0,0,0,34,0,3,0,65,4,6,40,0,0,0,83,0,31,47,0,0,0,0,0,45,0,0,1,15,4,0,23,0,0,35,53,0,77,0,0,0,0,0,0,27,0,78,12,16,25,64,117,24,0,15,0,2,0,6,0,17,0,5,0,59,48,0,0,0,0,0,0,28,39,0,0,66,0,4,0,2,0,0,0,0,0,20,31,12,0,0,11,3,14,0,18,20,2,0,0,0,0,0,39,34,0,0,34,0,5,0,17,0,44,35,0,0,1,0,0,0,78,120,0,0,15,0,6,0,0,48,1,13,47,0,27,2,70,0,0,0,10,0,4,9,0,29,0,5,139,19,8,0,14,6,1,0,3,70,0,0,22,4,0,80,0,44,0,2,25,17,42,6,94,0,0,7,36,30,0,44,33,17,21,0,10,18,3,0,0,0,44,0,34,0,21,15,0,0,8,0,44,0,1,0,0,0,54,0,0,0,0,0,84,26,13,2,16,0,27,0,0,0,15,14,58,79,57,29,0,0,0,49,0,28,8,0,0,0,0,0,0,51,0,1,0,17,1,55,0,0,15,0,22,18,0,0,6,0,22,6,0,0,0,22,0,0,0,8,0,0,0,0,0,6,21,0,0,67,0,0,15,0,36,23,23,0,0,0,0,10,64,41,0,0,0,0,35,0,0,0,0,6,51,0,0,10,31,46,0,16,15,23,0,17,36,40,43,0,20,12,0,18,33,8,5,0,23,0,9,14,25,0,35,35,0,28,0,0,0,0,13,5,0,24,0,17,2,26,0,0,0,34,0,10,0,8,46,18,0,23,0,12,0,8,0,16,0,23,4,30,30,0,33,58,0,0,2,0,0,0,0,0,0,0
100,114,0,0,0,0,2,0,7,0,1,0,0,0,57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,3,0,0,0,4,0,0,0,0,1,0,0,1,1,0,0,0,5,8,0,0,0,116,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,63,0,0,2,1,0,0,0,0,15,0,0,0,0,0,2,0,0,0,350,0,0,1,0,4,2,0,0,0,10,0,122,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,2,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,130,0,0,0,0,0,70,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,19,0,0,1,123,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,274,1,0,47,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,5,0,0,7,0,0,6,0,0,1,0,179,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,68,1,1,0,0,1,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,351,0,0,0,0,0,0,0,1,24,0,0,6,1,0,0,0,2,0,0,4,0,3,0,2,0,0,0,0,0,0,1,0,0,29,11,0,0,0,1,0,0,0,8,0,0,2,0,0,0,0,197,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,2,1,0,0,6,0,3,0,0,0,1,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,202,59,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,8,0,0,0,56,0,0,1,0,0,0,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,29,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,2,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,237,175,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,0,0,0,0,276,0,0,1,0,0,0,0,0,0,0,0,0,155,7,0,1,1,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,1,0,0,0,1,162,0,0,0,5,0,0,0,0,0,0,0,12,0,0,0,9,0,0,0,1,0,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,2
200,170,0,0,0,0,0,0,16,34,0,0,1,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,82,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,58,0,0,1,1,0,0,0,0,1,0,2,3,0,0,0,0,0,0,351,0,0,0,1,5,2,0,0,0,43,0,127,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,52,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,2,1,0,4,113,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,20,0,0,43,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,38,1,0,0,146,0,0,1,0,21,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,187,1,0,75,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,1,205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,134,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,368,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,5,0,2,1,0,0,40,0,0,0,0,0,0,0,17,0,0,1,0,0,1,6,0,6,1,0,0,0,0,0,0,187,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,226,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,5,5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,82,0,0,0,0,0,0,2,0,2,25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,9,0,1,0,0,0,0,0,0,0,209,182,0,0,0,0,0,0,0,0,9,1,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,64,0,1,0,0,293,0,0,0,4,0,0,0,0,0,0,1,0,112,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,168,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
300,169,2,0,0,7,0,0,22,55,0,0,2,0,64,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,1,8,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,23,0,0,0,0,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,51,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,4,3,0,0,0,25,0,112,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,63,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,117,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,32,0,0,29,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,140,0,0,2,1,62,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,1,0,96,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,197,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,142,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,368,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,12,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,2,4,0,0,0,0,0,0,0,175,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,2,3,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,1,7,0,215,19,1,0,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,1,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,102,0,0,0,0,0,0,0,0,1,90,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,17,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,194,192,0,0,0,0,0,2,0,0,0,0,22,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,1,2,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,56,1,0,0,4,268,0,0,0,0,0,1,0,0,0,0,5,0,89,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,139,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,51,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
