gen,0_ABCF1,0_ABHD15,0_ABTB2,0_ACAT1,0_ACMSD,0_ACTN3,0_ADA,0_ADAM33,0_ADCK5,0_ADCY2,0_ADD3,0_AGPAT4,0_AHNAK2,0_AKAP1,0_AKAP7,0_AKR1C3,0_AKR1E2,0_ALDH16A1,0_ALDH1A2,0_ALDH3B2,0_ALDH7A1,0_ALG11,0_ALKBH1,0_ALKBH7,0_AMZ2,0_ANKRD46,0_ANKS6,0_ANP32E,0_ANXA3,0_ANXA6,0_AP1B1,0_APBA3,0_APCS,0_APEH,0_APOBEC3A,0_APOD,0_APP,0_ARCN1,0_ARFGEF2,0_ARHGEF10L,0_ARHGEF16,0_ARID5A,0_ARL3,0_ARMCX1,0_ARPC5,0_ASAH1,0_ASAP1,0_ASF1B,0_ATAD3A,0_ATL1,0_ATP1B3,0_ATP6V0A2,0_ATP6V1A,0_ATP6V1B1,0_ATP6V1D,0_ATRIP,0_ATXN7L3,0_AUTS2,0_AVPI1,0_B3GNT3,0_B4GALT3,0_B9D2,0_BAD,0_BAG1,0_BAP1,0_BAX,0_BCAR1,0_BEST3,0_BET1L,0_BGN,0_BIK,0_BIN1,0_BIRC5,0_BLK,0_BLZF1,0_BMP2K,0_BNIP3,0_BOLA2,0_BRF2,0_BRI3BP,0_BSDC1,0_BST2,0_BTN3A1,0_C16orf70,0_C19orf53,0_C1orf194,0_C1orf43,0_C1orf54,0_C2CD2L,0_C2orf69,0_C2orf88,0_C4BPA,0_C5orf34,0_C8B,0_CA13,0_CA9,0_CAB39L,0_CACNA1H,0_CALM2,0_CAPG,0_CBLC,0_CBWD5,0_CC2D1A,0_CCDC102A,0_CCDC114,0_CCDC25,0_CCDC43,0_CCDC88B,0_CCNG1,0_CCNY,0_CCRL2,0_CCT3,0_CD44,0_CDC23,0_CDC42BPB,0_CDH1,0_CDH23,0_CDH6,0_CDHR2,0_CDHR5,0_CDK5RAP2,0_CDKN1A,0_CECR2,0_CEP72,0_CES3,0_CHAC1,0_CHCHD10,0_CHCHD6,0_CHD4,0_CHKA,0_CHRDL1,0_CHST10,0_CKS2,0_CLDN2,0_CLDN8,0_CLEC4C,0_CLIP2,0_CLRN3,0_CLTCL1,0_CMTM8,0_CNN3,0_CNTNAP1,0_COBLL1,0_COG1,0_COL4A1,0_COMMD3,0_COPG2,0_COPS7A,0_CPNE5,0_CPVL,0_CREB3L1,0_CRHBP,0_CRISPLD2,0_CRP,0_CRY2,0_CSRNP3,0_CSTF3,0_CTAGE6,0_CTNNA2,0_CTNNB1,0_CTSF,0_CUEDC1,0_CUL7,0_CYB5R4,0_CYP1B1,0_CYP4X1,0_DACH2,0_DALRD3,0_DBF4B,0_DBNL,0_DCAF12L1,0_DCAF12L2,0_DCAF4,0_DCAF7,0_DCDC2,0_DCHS1,0_DCLK3,0_DCTN2,0_DCTN6,0_DDT,0_DDTL,0_DDX11,0_DDX3Y,0_DERL3,0_DGKG,0_DHRS7,0_DHRSX,0_DHTKD1,0_DHX32,0_DIP2C,0_DIS3L,0_DKK3,0_DLGAP4,0_DLST,0_DNAJB7,0_DNAJC12,0_DNAJC25,0_DNAJC8,0_DNAL1,0_DNASE1L3,0_DPEP2,0_DPP9,0_DPPA4,0_DPYSL3,0_DPYSL4,0_DTNA,0_DTYMK,0_DUS4L,0_DUSP8,0_DYNC2LI1,0_DYNLT3,0_E2F1,0_EBAG9,0_ECE1,0_EDIL3,0_EEF1D,0_EFCAB2,0_EFS,0_EHHADH,0_EIF3A,0_EIF3CL,0_EIF3G,0_EIF4EBP2,0_EIF4ENIF1,0_EIF4G1,0_ELAC2,0_ELMO3,0_ENAH,0_ENHO,0_ENPP3,0_EPHA3,0_EPHX2,0_EPS8,0_EXTL2,0_EZH1,0_EZH2,0_FABP7,0_FAH,0_FAHD2B,0_FAM104A,0_FAM117A,0_FAM118B,0_FAM120AOS,0_FAM160A1,0_FAM20A,0_FAM53C,0_FAM91A1,0_FBXL5,0_FBXW9,0_FGF9,0_FGFR4,0_FIGN,0_FIS1,0_FKBP10,0_FKBP5,0_FLRT3,0_FMO2,0_FOS,0_FOSB,0_FSD1L,0_FUBP1,0_FUCA1,0_FUS,0_G6PC,0_G6PD,0_GABRG3,0_GADD45B,0_GBP1,0_GBP4,0_GBP5,0_GCC1,0_GCLC,0_GGA3,0_GGT1,0_GGTA1,0_GGTLC1,0_GGTLC2,0_GIMAP8,0_GIPC2,0_GLI2,0_GLIS3,0_GLOD5,0_GLRX5,0_GLUD1,0_GMDS,0_GNAI1,0_GNB2,0_GOLT1B,0_GPATCH1,0_GPC6,0_GPRASP1,0_GPX3,0_GRAMD1C,0_GRHPR,0_GRK5,0_GRK6,0_GSTA1,0_GSTZ1,0_GTF2E2,0_HAL,0_HAPLN3,0_HAUS5,0_HAX1,0_HDAC1,0_HDAC5,0_HDAC8,0_HDDC3,0_HEXIM1,0_HEY2,0_HK1,0_HM13,0_HMGCR,0_HMGN1,0_HNRNPA2B1,0_HNRNPA3,0_HNRNPD,0_HNRNPU,0_HOXA4,0_HP,0_HPCAL1,0_HS1BP3,0_HSD17B3,0_HSPA12A,0_HSPB7,0_HSPE1,0_HTATIP2,0_HTR1E,0_HUNK,0_HYLS1,0_ICA1,0_IDH3B,0_IDS,0_IER3,0_IFNB1,0_IFNG,0_IFNGR2,0_IFT20,0_IKZF4,0_IL15,0_ILDR1,0_IMPA1,0_INTS8,0_IQCE,0_IRF2BP2,0_ITGB3,0_JDP2,0_JUN,0_KATNB1,0_KCMF1,0_KCNE3,0_KCNE4,0_KCNJ1,0_KCNJ2,0_KCTD16,0_KHDRBS2,0_KIAA1958,0_KIF11,0_KIF13B,0_KIF18A,0_KIF20A,0_KIF21A,0_KIF22,0_KIF9,0_KLHDC1,0_KLHDC8B,0_KLHL36,0_KRT7,0_LAMB1,0_LARS2,0_LBP,0_LDHD,0_LFNG,0_LGALS3,0_LGI4,0_LGR5,0_LHPP,0_LIG4,0_LPAR5,0_LPCAT4,0_LRBA,0_LRCH2,0_LRFN3,0_LRIT3,0_LRP2,0_LRP4,0_LRRC28,0_LRRC57,0_LRRN3,0_LXN,0_LYPD6,0_LYSMD2,0_MAFG,0_MAGEA4,0_MAGED2,0_MAML3,0_MAP2K6,0_MAP3K5,0_MAP3K6,0_MARK2,0_MAVS,0_MBIP,0_MCM5,0_MCRS1,0_MDH1B,0_MEP1A,0_MFGE8,0_MFNG,0_MGAM,0_MGAT5,0_MGLL,0_MICAL3,0_MID1,0_MKI67,0_MKLN1,0_MLLT1,0_MLX,0_MME,0_MMP11,0_MMP2,0_MPI,0_MPV17L,0_MPZL1,0_MRPL12,0_MRPL15,0_MRPL20,0_MRPL39,0_MRPL41,0_MRPS9,0_MSRB3,0_MST1R,0_MT1A,0_MTMR11,0_MXI1,0_MYO10,0_MYO19,0_NAA15,0_NAPSA,0_NAT10,0_NCL,0_NCOA6,0_NDRG1,0_NDUFA4L2,0_NDUFAF1,0_NGB,0_NGRN,0_NHEJ1,0_NIF3L1,0_NKX2-2,0_NLGN1,0_NLN,0_NLRP12,0_NMUR1,0_NOP56,0_NPM3,0_NQO2,0_NR4A1,0_NRP2,0_NSUN6,0_NTRK3,0_NUDT15,0_NUDT5,0_NUMB,0_NXF1,0_OCRL,0_OGDH,0_OLFML1,0_OMA1,0_ORM1,0_OTP,0_P4HTM,0_PABPC1,0_PADI1,0_PANK3,0_PARD6A,0_PAWR,0_PBXIP1,0_PCDHGA11,0_PCDHGA5,0_PCDHGA9,0_PCDHGB2,0_PCDHGB3,0_PCDHGB5,0_PCDHGB6,0_PCDHGC4,0_PCK1,0_PCYT2,0_PDAP1,0_PDCD1LG2,0_PDHA1,0_PDIA5,0_PDZK1IP1,0_PELI1,0_PGAM2,0_PGAP3,0_PGLYRP2,0_PGRMC1,0_PHACTR4,0_PHB2,0_PHC1,0_PID1,0_PIGH,0_PINK1,0_PIP5K1C,0_PIR,0_PIWIL4,0_PLAU,0_PLCE1,0_PLCG2,0_PLCXD1,0_PLEKHA1,0_PLEKHG1,0_PLIN2,0_PLS1,0_PNKP,0_PNMA1,0_PNPLA2,0_PNPLA4,0_PNPT1,0_POC1A,0_POF1B,0_POFUT1,0_POLD1,0_POLR3B,0_POLR3D,0_POLR3H,0_POLR3K,0_PON1,0_POR,0_POU2F1,0_POU2F2,0_POU3F3,0_POU5F1,0_POU6F1,0_PPAN,0_PPIB,0_PPIC,0_PPIH,0_PPIL3,0_PPIP5K1,0_PPM1B,0_PPM1D,0_PPP1R13B,0_PPP1R3B,0_PPP1R3F,0_PPP2R2A,0_PPP2R2B,0_PRAM1,0_PRDM11,0_PRDX1,0_PRELID1,0_PREX2,0_PRKG1,0_PRKX,0_PRODH,0_PROS1,0_PRPSAP2,0_PRR15L,0_PRR16,0_PRTFDC1,0_PSKH1,0_PSMC5,0_PSMD13,0_PSMD8,0_PSMD9,0_PSMF1,0_PTCD3,0_PTEN,0_PTHLH,0_PTPN21,0_PTTG2,0_PXMP4,0_PYROXD2,0_QRICH1,0_RAB21,0_RAB30,0_RAB31,0_RAB5B,0_RAD1,0_RAD51,0_RAD9A,0_RADIL,0_RANBP1,0_RANBP9,0_RAP1GAP2,0_RASD2,0_RBM17,0_RBM34,0_RBM38,0_RBM5,0_RBM6,0_RCE1,0_REN,0_RGPD6,0_RHOBTB1,0_RILPL2,0_RIN3,0_RNF115,0_RNF17,0_RNF19A,0_RNF19B,0_RNF40,0_RNH1,0_RPL21,0_RPP25,0_RPP30,0_RPS7,0_RPUSD1,0_RRM2B,0_RRP15,0_RSC1A1,0_RYBP,0_S100A13,0_S100A6,0_S1PR1,0_SAAL1,0_SAP18,0_SCCPDH,0_SCYL3,0_SDC1,0_SDR16C5,0_SEC16A,0_SEC24C,0_SEMA3A,0_SEMA5A,0_SERINC2,0_SERPINA3,0_SERPINA4,0_SERPINA6,0_SEZ6L2,0_SF1,0_SFPQ,0_SGSM1,0_SH2B1,0_SH3PXD2B,0_SHC1,0_SHROOM3,0_SIM2,0_SIRPA,0_SKA1,0_SLC12A2,0_SLC13A3,0_SLC16A4,0_SLC20A1,0_SLC22A11,0_SLC25A23,0_SLC26A11,0_SLC2A9,0_SLC39A7,0_SLC43A2,0_SLC46A2,0_SLC7A5,0_SLC9A2,0_SNAP29,0_SNAPC2,0_SNF8,0_SNW1,0_SNX10,0_SNX14,0_SNX21,0_SOCS1,0_SOCS3,0_SORCS1,0_SPAG16,0_SPARC,0_SPATA18,0_SPHKAP,0_SPOCK2,0_SPRY4,0_SPTBN2,0_SQLE,0_SQSTM1,0_SRD5A1,0_SRP19,0_SRPRB,0_SRPX2,0_SS18L1,0_SS18L2,0_SSC5D,0_STARD5,0_STARD7,0_STC2,0_STK35,0_SUCLG1,0_SUDS3,0_SUPT16H,0_SUPT5H,0_SYNGR1,0_SYNJ2BP,0_SYPL1,0_TAF8,0_TAP1,0_TAX1BP3,0_TBC1D14,0_TBCC,0_TCF7L2,0_TDRD5,0_TEKT3,0_THRSP,0_TLE2,0_TLN1,0_TM4SF18,0_TMCC2,0_TMED7-TICAM2,0_TMEM132E,0_TMEM223,0_TMEM39A,0_TMEM45B,0_TMEM72,0_TMEM9B,0_TMOD3,0_TMPO,0_TNFRSF11B,0_TNFRSF21,0_TNIP1,0_TNIP2,0_TOMM5,0_TOR1B,0_TP53BP1,0_TRABD,0_TREM1,0_TRIM35,0_TRIM69,0_TRIM7,0_TRIM8,0_TRIOBP,0_TSHZ3,0_TSPAN17,0_TSPYL2,0_TTC32,0_TTC7A,0_TUBB6,0_TUBG2,0_TUBGCP2,0_TYW3,0_UBA1,0_UBB,0_UBE2Z,0_UBQLN4,0_UGT2B4,0_UGT8,0_UPB1,0_UPK1B,0_UROC1,0_USP22,0_USP54,0_VAPA,0_VEGFA,0_VIM,0_VRK3,0_VTI1A,0_VWA5B2,0_WDR17,0_WDR7,0_WLS,0_WSB1,0_WT1,0_WTAP,0_XKR9,0_XRCC4,0_XRCC5,0_XYLT1,0_YAF2,0_YME1L1,0_YTHDF2,0_ZBED4,0_ZBTB1,0_ZBTB34,0_ZC3H12C,0_ZCCHC8,0_ZDHHC14,0_ZDHHC6,0_ZFPM2,0_ZKSCAN4,0_ZMYM3,0_ZNF3,0_ZNF343,0_ZNF512,0_ZRANB2
0,0,0,5,0,27,43,0,234,1,57,0,0,18,24,26,26,10,2,42,0,60,19,0,8,0,22,4,8,1,36,0,34,3,0,41,5,13,0,0,0,0,0,0,11,2,23,0,0,0,0,33,0,29,63,0,0,0,19,38,0,18,0,0,0,0,12,0,0,39,0,6,0,0,20,0,0,4,0,7,0,25,2,0,0,0,67,0,8,0,0,0,20,8,1,0,15,12,66,0,29,2,18,5,0,4,0,0,0,0,0,19,0,0,41,7,7,34,0,0,0,0,0,75,0,69,0,0,17,0,0,0,3,7,10,349,12,15,0,27,0,21,0,0,0,0,0,2,2,33,0,5,0,0,0,0,0,0,43,5,0,24,12,0,0,0,4,1,0,21,0,309,31,5,0,0,0,0,32,0,0,0,21,0,0,0,0,37,0,0,0,0,13,0,0,5,0,6,0,14,209,5,0,33,33,21,6,0,0,21,0,0,0,0,30,34,0,37,0,0,0,15,0,0,32,0,4,21,0,90,0,2,0,6,0,0,0,228,0,0,0,0,45,0,14,31,42,0,0,0,0,0,16,0,209,0,0,33,0,0,0,0,0,6,299,6,9,0,0,23,0,0,19,0,9,29,0,0,25,0,0,0,0,1,17,30,7,0,0,47,3,33,11,0,0,0,0,7,15,0,41,0,0,15,0,12,0,0,32,0,23,0,33,0,0,2,39,43,0,127,10,0,0,44,0,0,11,7,47,5,7,0,17,11,105,39,0,0,0,25,1,7,0,0,16,32,0,0,22,0,0,32,0,6,391,63,0,0,0,0,371,0,0,0,0,31,0,82,48,0,153,0,0,11,0,1,32,0,0,0,0,0,0,16,19,0,45,0,6,1,0,0,23,43,0,54,5,7,6,0,0,23,0,25,0,44,52,37,0,0,0,29,112,0,0,20,0,5,0,0,43,169,0,0,0,0,0,0,10,0,49,3,9,30,6,13,3,172,21,33,6,47,32,0,83,0,35,3,71,86,0,3,10,0,4,26,23,1,0,8,1,0,0,0,0,0,16,47,13,63,3,0,278,0,3,0,50,11,18,0,15,19,17,2,36,10,0,0,13,0,0,33,0,0,0,283,11,0,0,0,0,0,0,0,26,6,22,8,0,0,0,0,0,0,24,71,6,0,44,3,105,5,50,0,4,17,0,1,11,6,24,0,0,0,0,0,0,0,0,8,0,0,2,13,19,131,49,41,22,0,0,23,0,0,15,35,4,18,0,138,0,0,0,0,0,32,0,80,3,19,15,0,10,0,0,54,0,0,60,0,11,17,56,0,52,0,2,0,3,0,0,12,15,0,10,0,7,67,28,13,0,0,0,5,66,0,0,0,0,25,0,0,8,10,0,0,0,6,0,19,35,0,2,0,0,0,358,70,0,21,10,0,34,0,0,0,2,7,16,0,0,27,33,0,2,15,64,5,0,27,21,0,26,72,0,0,0,0,4,8,8,0,40,0,0,0,82,15,9,0,27,50,14,0,0,10,10,0,0,0,0,0,33,0,0,0,0,0,0,0,1,0,15,1,0,0,0,29,0,21,0,30,0,4,121,0,10,55,0,0,0,0,33,7,12,0,0,21,1,0,0,2,105,24,0,0,15,0,0,0,0,0,13,0,47,0,20,49,0,3,0,12,0,8,2,0,1,0,0,0,0,4,0,0,0,0,22,0,21,6,15,0,34,0,6,66,59,29,0,0,14,0,11,46,5,0,5,0,0
100,1,0,0,0,203,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,56,0,0,0,0,0,0,17,12,0,0,0,0,0,1,0,0,0,0,1,1,5,0,0,0,0,0,0,6,2,0,0,2,0,0,26,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,150,0,0,0,0,0,0,0,0,0,0,1,8,0,5,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,199,10,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,2,0,0,0,4,0,0,214,0,0,0,0,1,2,0,0,0,0,0,1,1,1,1,0,0,0,8,0,0,22,0,0,0,0,0,0,312,0,0,0,61,0,0,1,0,0,108,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,1,0,0,1,0,0,0,2,0,0,24,3,0,0,0,0,2,3,8,0,0,0,0,0,0,0,1,1,0,8,11,0,50,0,1,0,1,0,1,0,0,0,0,0,9,0,0,0,0,0,1,5,1,0,0,0,0,8,1,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,0,2,1,0,0,6,2,0,1,0,1,0,0,384,0,0,0,1,7,142,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,9,219,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,73,12,0,0,1,0,0,0,37,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,298,0,0,5,0,0,0,0,0,12,0,2,0,0,0,0,93,0,0,0,0,0,3,1,0,0,0,0,0,1,115,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,110,0,0,0,0,2,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,129,4,0,0,3,0,0,17,0,0,0,7,0,0,0,1,0,0,0,1,2,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,27,0,2,0,0,0,0,0,0,8,0,0,0,1,0,0,21,1,21,0,0,0,0,0,0,1,0,0,3,47,1,8,0,0,0,203,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,17,11,12,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,7,0,1,0,0,0,9,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
200,0,0,0,0,251,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9,11,0,0,1,1,1,0,21,0,0,1,0,0,0,0,0,0,0,4,0,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0,80,0,1,0,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,26,0,0,1,0,1,0,0,0,0,0,0,0,158,4,0,0,0,0,1,0,15,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,188,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,50,2,4,1,0,1,1,0,0,0,0,0,316,0,1,0,25,0,0,0,1,0,130,0,0,0,0,0,0,0,1,0,4,0,1,0,0,5,0,0,0,0,57,0,0,0,1,0,0,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,1,10,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,112,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,333,0,0,0,1,8,137,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,0,2,0,0,24,232,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,28,0,0,3,0,0,0,0,3,0,0,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,1,216,0,0,0,0,0,0,0,18,0,0,0,0,141,0,0,2,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,1,2,0,9,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,23,1,0,7,3,0,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,4,0,0,0,0,252,0,1,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,76,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0
300,0,0,0,0,242,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,21,0,0,1,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,158,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,140,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,1,0,0,1,0,0,0,181,7,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,18,0,0,0,0,0,65,0,2,1,0,0,0,0,0,0,5,0,0,0,0,41,0,0,0,0,67,0,0,0,0,0,0,0,0,1,14,0,0,2,0,0,0,0,1,1,1,0,0,0,14,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,10,0,130,2,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,8,0,0,0,44,0,4,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,326,0,0,1,1,17,155,1,0,1,5,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,20,202,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,6,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,1,0,240,0,0,0,0,0,0,0,10,0,0,0,0,97,0,0,6,5,0,0,0,1,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,7,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1,1,0,0,0,15,0,0,0,1,0,0,0,1,0,0,95,0,0,0,0,0,235,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,318,0,0,1,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,5,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,4,0,0,1
400,0,0,0,1,260,0,1,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,22,0,0,1,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,177,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,43,0,0,0,0,0,0,0,0,131,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,193,7,0,0,0,0,0,0,29,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,142,0,0,0,0,0,0,0,6,0,0,0,293,0,0,0,19,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,77,0,1,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,9,0,135,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,54,0,3,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,17,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,320,0,0,0,1,22,172,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,14,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,248,0,0,0,0,0,0,0,12,0,0,0,0,71,0,0,9,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,1,0,0,0,2,1,0,0,0,0,0,0,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,1,0,3,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,30,0,0,0,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,237,0,0,23,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,337,0,0,0,1,3,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,95,0,1,0,1,8,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0
