
OPTIMIZING ON FOLD NUMBER 8
Number of workers = 80

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 2941
Features active in total: 2941
Computing active features for outcome type
Features selected for this outcome: 5786
Features active in total: 5853
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET_OS
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 135
censored 1: 257
deceased 0: 69
deceased 1: 68
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 45
ccRCC: 323
Strata from each outcome has been integrated.
Counts:
censored 0 ChRCC: 7
censored 0 PRCC T1: 51
censored 0 PRCC T2: 17
censored 0 ccRCC: 60
censored 1 ChRCC: 37
censored 1 PRCC T1: 45
censored 1 PRCC T2: 19
censored 1 ccRCC: 156
deceased 0 ChRCC: 5
deceased 0 PRCC T2: 7
deceased 0 ccRCC: 52
deceased 1 ChRCC: 5
deceased 1 PRCC T1: 6
deceased 1 PRCC T2 + deceased 0 PRCC T1: 7
deceased 1 ccRCC: 55

RUNNING GENETIC ALGORITHM
Generations completed = 83
Generations completed = 170
Generations completed = 258
Generations completed = 343
Generations completed = 430
   	     	         	        	                 root leanness                  	       survival SKSurv Cox model concordance index       	                 root separation                 
   	     	         	        	------------------------------------------------	---------------------------------------------------------	-------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max	std     	min     	avg     	max     	std             	min	avg     	max     	std      
0  	500  	606      	606     	0.140028	0.265979	1  	0.164484	0.461965	0.664476	0.772299	0.0551989       	0  	0.556558	0.624332	0.0861176
1  	507  	815      	828     	0.138675	0.28965 	1  	0.142842	0.461965	0.675018	0.772299	0.0545356       	0  	0.562453	0.624456	0.0561351
2  	500  	843      	1019    	0.138675	0.287481	1  	0.136794	0.496292	0.688168	0.772299	0.0476146       	0  	0.569607	0.625199	0.0523922
3  	500  	890      	1227    	0.138675	0.296998	1  	0.14335 	0.496292	0.693569	0.778286	0.0474474       	0  	0.572249	0.626208	0.0558932
4  	500  	924      	1429    	0.136083	0.289919	1  	0.136114	0.5     	0.703364	0.780367	0.0437171       	0  	0.577269	0.626208	0.0539564
5  	500  	943      	1628    	0.140028	0.297861	1  	0.145537	0.5     	0.70538 	0.783389	0.0442936       	0  	0.578534	0.626208	0.056902 
6  	500  	966      	1808    	0.140028	0.296251	1  	0.145929	0.462812	0.708634	0.783389	0.0455069       	0  	0.58283 	0.626208	0.0555868
7  	500  	974      	1976    	0.138675	0.296239	1  	0.146591	0.5     	0.71182 	0.783389	0.0452983       	0  	0.586172	0.62655 	0.0555949
8  	500  	997      	2164    	0.138675	0.299262	1  	0.148829	0.5     	0.712923	0.784804	0.04601         	0  	0.587836	0.62655 	0.0557125
9  	500  	1009     	2325    	0.137361	0.303109	1  	0.149267	0.5     	0.717279	0.785782	0.0473586       	0  	0.587637	0.62655 	0.0553451
10 	500  	1002     	2465    	0.141421	0.316459	1  	0.145261	0.5     	0.716925	0.791211	0.045944        	0  	0.587039	0.626628	0.0553596
