gen,0_AARSD1,0_AASDH,0_ABCA4,0_ABCB8,0_ABCF1,0_ABHD14B,0_ABHD3,0_ACADL,0_ACBD4,0_ACMSD,0_ACOT9,0_ACSL3,0_ACTN4,0_ACY3,0_ADAM33,0_ADCY2,0_ADSL,0_AGK,0_AHNAK2,0_AIG1,0_AK2,0_AKAP1,0_AKR1C3,0_AKR1E2,0_AKT1,0_AKTIP,0_ALAS1,0_ALDH1A2,0_ALDH1L2,0_ALDH7A1,0_ALG11,0_ALK,0_ALKBH1,0_ALKBH3,0_ANGPTL4,0_ANKRD13A,0_ANKRD26,0_ANXA13,0_ANXA4,0_AP4B1,0_AP4S1,0_APBB2,0_APOBEC3A,0_APPL2,0_ARHGEF2,0_ARID1A,0_ARMC1,0_ARMC8,0_ARPC5,0_ARSB,0_ASAH1,0_ASB6,0_ASMTL,0_ASPSCR1,0_ATF4,0_ATF7IP2,0_ATP13A1,0_ATP1A1,0_ATP6AP2,0_ATP6V0A1,0_ATP6V1A,0_ATP6V1B1,0_ATP8A1,0_AUTS2,0_AVPI1,0_AWAT2,0_B3GALNT2,0_B3GALT4,0_B4GALNT1,0_B4GALNT2,0_B4GALNT3,0_B4GALT2,0_B4GALT3,0_BAG3,0_BAIAP2L2,0_BARX2,0_BAX,0_BBC3,0_BCAP29,0_BCHE,0_BCL2L14,0_BCL2L2,0_BDH1,0_BIK,0_BIN1,0_BLK,0_BRD8,0_BRIP1,0_BRPF1,0_BSCL2,0_BUD13,0_C15orf40,0_C1orf116,0_C1orf194,0_C1orf226,0_C1orf43,0_C1orf54,0_C20orf96,0_C2CD2L,0_C3orf14,0_C5orf22,0_C7orf25,0_CA9,0_CACNA1C,0_CACNA1H,0_CAMK4,0_CAND1,0_CARD10,0_CAV2,0_CBFA2T2,0_CBWD3,0_CBWD5,0_CCDC134,0_CCNJL,0_CD151,0_CD24,0_CD55,0_CDC5L,0_CDH1,0_CDHR2,0_CDK12,0_CDKN1A,0_CDR2L,0_CDT1,0_CDYL2,0_CECR2,0_CES3,0_CFHR1,0_CFL2,0_CHEK2,0_CHI3L2,0_CHKA,0_CHPF2,0_CHRM3,0_CHRNB1,0_CHST10,0_CHST6,0_CIR1,0_CISD3,0_CITED1,0_CLDN2,0_CLEC4C,0_CLEC4D,0_CLIC1,0_CLPTM1,0_CLRN3,0_CLTB,0_CNTN2,0_CNTN5,0_CNTNAP1,0_CNTROB,0_COG1,0_COL13A1,0_COL9A3,0_COMMD8,0_COMT,0_COMTD1,0_COPA,0_COPS4,0_COQ4,0_COX8A,0_CP,0_CPD,0_CPE,0_CPNE5,0_CPSF6,0_CREB3L1,0_CREBBP,0_CRHBP,0_CRYM,0_CSPG4,0_CSTF3,0_CTNNA2,0_CTR9,0_CTSO,0_CTTNBP2,0_CYB561D2,0_CYB5D2,0_CYFIP1,0_CYP27A1,0_CYSLTR2,0_DAAM2,0_DBF4B,0_DCAF12L1,0_DCAF4,0_DCDC2,0_DDAH1,0_DDIT4,0_DDO,0_DDX11,0_DDX23,0_DDX42,0_DERL3,0_DIRAS3,0_DMTF1,0_DNAJA1,0_DNAJB7,0_DNAJC12,0_DNAJC16,0_DNAJC19,0_DNAJC25,0_DNASE1L3,0_DPAGT1,0_DPYSL4,0_DRG1,0_DSC2,0_DTNA,0_DTX4,0_DUOXA1,0_DUT,0_ECE1,0_ECH1,0_EFCAB2,0_EFHC1,0_EHMT1,0_EIF3CL,0_EIF3E,0_EIF3J,0_EIF4EBP1,0_EIF4G2,0_ELAVL1,0_ELF3,0_ELMO3,0_EME1,0_ENPP3,0_ENTPD4,0_EPHA7,0_ETFA,0_ETV3,0_EYA4,0_FABP7,0_FADS1,0_FAM120A,0_FAM189A2,0_FAM193B,0_FAM20A,0_FAM47E,0_FAM53C,0_FANCE,0_FANCL,0_FAR2,0_FBXL14,0_FBXL5,0_FCN3,0_FGB,0_FKBP10,0_FKBP3,0_FKBP4,0_FKBP5,0_FLOT1,0_FLRT3,0_FPR2,0_FXYD2,0_FZD7,0_FZD8,0_FZR1,0_G6PC,0_GAB3,0_GADD45GIP1,0_GALNT5,0_GAR1,0_GAS2L1,0_GBP3,0_GCC2,0_GCNT3,0_GDA,0_GGTLC1,0_GGTLC2,0_GIGYF1,0_GLB1,0_GLI3,0_GLIPR1,0_GLRX5,0_GLYCTK,0_GM2A,0_GMDS,0_GMEB2,0_GMPR,0_GNA12,0_GNB1L,0_GNB4,0_GNE,0_GOLGA4,0_GOLGA5,0_GORAB,0_GPC4,0_GPHN,0_GPR137B,0_GPR143,0_GPR176,0_GPRASP1,0_GPRIN1,0_GPX1,0_GPX3,0_GRHL1,0_GRK6,0_GRTP1,0_GSR,0_GSTA1,0_GSTA4,0_GTPBP10,0_GTPBP2,0_GTSF1,0_GYS1,0_HBA1,0_HCRTR1,0_HDAC10,0_HDGF,0_HEBP2,0_HEXIM1,0_HIF1A,0_HK1,0_HLA-DQA1,0_HM13,0_HMG20A,0_HMG20B,0_HMGA2,0_HNRNPD,0_HOXB3,0_HOXC13,0_HOXD4,0_HPS4,0_HSPA12A,0_HSPA1B,0_HSPA5,0_HSPA9,0_HSPBAP1,0_HTATIP2,0_HTN1,0_HTRA3,0_HUNK,0_HYI,0_ID1,0_IDH2,0_IER3,0_IFIT1,0_IFNB1,0_IFNG,0_IGFBP7,0_IKZF2,0_IL15,0_IL20RA,0_IL4I1,0_IMMT,0_IMPA2,0_INPPL1,0_INTS8,0_IRAK1,0_IRF2BP2,0_ITGB3,0_ITGB5,0_ITIH1,0_ITIH3,0_ITIH5,0_JARID2,0_JPH2,0_KCNK10,0_KCTD16,0_KHDRBS2,0_KIAA0319L,0_KIF13B,0_KIF18A,0_KIF4A,0_KIF5B,0_KIF7,0_KIFAP3,0_KISS1R,0_KLC2,0_KLHDC8B,0_KMO,0_KRBA1,0_KRT19,0_KRT7,0_LARS2,0_LAYN,0_LBP,0_LDB2,0_LDHB,0_LEFTY2,0_LEMD2,0_LETM1,0_LGALS2,0_LGALS8,0_LGI4,0_LGMN,0_LGR5,0_LIMA1,0_LNX2,0_LOXL2,0_LPAR2,0_LPCAT1,0_LRCH2,0_LRG1,0_LRIT3,0_LRP2,0_LRRC28,0_LRRN1,0_LRRN3,0_LRRN4CL,0_LSM6,0_LTBP4,0_LUC7L3,0_LXN,0_LYPD5,0_LZTS1,0_MAGEA4,0_MAGOHB,0_MAGT1,0_MAP4,0_MAPK11,0_MAPK12,0_MAPKAPK5,0_MARK3,0_MAVS,0_MAX,0_MCAT,0_MCC,0_MCCC2,0_MCM3,0_MCRS1,0_MDFIC,0_MEP1A,0_MERTK,0_METTL4,0_MFGE8,0_MFSD8,0_MGAM,0_MGST2,0_MIA2,0_MID1,0_MKKS,0_MKLN1,0_MKNK2,0_MLLT1,0_MOAP1,0_MPI,0_MPV17L,0_MRPL2,0_MRPL42,0_MRPL44,0_MRPL45,0_MRPS10,0_MRPS18A,0_MRPS18C,0_MSH6,0_MST1R,0_MSTO1,0_MTAP,0_MTCH1,0_MTMR11,0_MTUS2,0_MVP,0_MXD1,0_MXI1,0_MYO10,0_MYO19,0_MYO6,0_N4BP3,0_N6AMT1,0_NAA15,0_NAPSA,0_NBEA,0_NCAPG2,0_NCBP2,0_NDRG1,0_NDUFA4L2,0_NDUFS3,0_NDUFS5,0_NDUFV3,0_NELL1,0_NEURL1B,0_NFIX,0_NFS1,0_NGB,0_NGRN,0_NIPSNAP3A,0_NIT1,0_NKIRAS1,0_NKTR,0_NKX2-2,0_NKX6-1,0_NLGN1,0_NME2,0_NNMT,0_NNT,0_NOL3,0_NOMO3,0_NOP58,0_NOSTRIN,0_NPC1,0_NPHP1,0_NSUN6,0_NTN1,0_NTRK3,0_NUDT11,0_NUP35,0_NUP88,0_NXF3,0_OBSL1,0_OCIAD1,0_OCIAD2,0_OGFOD1,0_OLFML1,0_OTP,0_OTUD6B,0_OXR1,0_P4HA1,0_P4HTM,0_PABPC1,0_PACS1,0_PADI1,0_PAX5,0_PCCA,0_PCDHB7,0_PCDHGA1,0_PCDHGA11,0_PCDHGA12,0_PCDHGA3,0_PCDHGA9,0_PCDHGB2,0_PCDHGC4,0_PCID2,0_PCMTD2,0_PCYT1A,0_PCYT2,0_PDAP1,0_PDCD5,0_PDCD6IP,0_PDE3A,0_PDE9A,0_PDK1,0_PDPK1,0_PDZK1IP1,0_PEG3,0_PELI1,0_PER3,0_PFDN5,0_PFDN6,0_PGAM5,0_PGAP3,0_PGLYRP2,0_PHF14,0_PHKA2,0_PIBF1,0_PINK1,0_PIP5K1A,0_PIR,0_PITRM1,0_PIWIL4,0_PKD1,0_PKNOX1,0_PLD6,0_PLEK2,0_PLEKHG1,0_PLS3,0_PLXDC1,0_PNCK,0_POC1A,0_POF1B,0_POLD1,0_POLD2,0_POLR2E,0_POLR3H,0_POP5,0_POU2F1,0_POU2F2,0_POU5F1,0_PPA2,0_PPAT,0_PPIP5K1,0_PPM1K,0_PPP1R9B,0_PPP2R2A,0_PRAM1,0_PRC1,0_PRDM11,0_PRDX6,0_PRKAB1,0_PRKCB,0_PRKCH,0_PROM1,0_PRR15L,0_PRRT3,0_PRTN3,0_PSIP1,0_PSMD4,0_PSME3,0_PTBP1,0_PTEN,0_PTGES2,0_PTGR1,0_PTHLH,0_PTMA,0_PTPN11,0_PXN,0_PYCR1,0_PYGO2,0_RAB23,0_RAB27B,0_RAB30,0_RAB31,0_RABEP1,0_RABEPK,0_RABGAP1,0_RAD1,0_RAD23A,0_RADIL,0_RALY,0_RANBP1,0_RANBP3L,0_RANBP9,0_RAP1GAP2,0_RASAL1,0_RASD2,0_RB1CC1,0_RBM17,0_RBM19,0_RBM28,0_RBM6,0_RCBTB2,0_RCOR1,0_REN,0_RGL2,0_RILPL1,0_RIMS2,0_RIN2,0_RNASEL,0_RNASET2,0_RNF17,0_RNF180,0_RNF19B,0_RNF31,0_RPL21,0_RPL29,0_RPS3A,0_RSAD2,0_RSRC1,0_RUFY3,0_RUNX1,0_S100A1,0_SAA4,0_SAR1A,0_SCAPER,0_SCARA5,0_SCCPDH,0_SCD,0_SCIN,0_SCP2,0_SCRN3,0_SCYL2,0_SDCBP2,0_SDR16C5,0_SEC16A,0_SEC31A,0_SEC61B,0_SEC62,0_SERBP1,0_SERPINA3,0_SERPINA4,0_SERPINA7,0_SERPINF2,0_SEZ6L2,0_SF3B5,0_SFXN1,0_SGPP1,0_SGSM1,0_SGSM2,0_SH3D19,0_SH3RF1,0_SHC1,0_SHC2,0_SHROOM2,0_SIK2,0_SIRPA,0_SKA1,0_SLBP,0_SLC12A2,0_SLC12A7,0_SLC13A1,0_SLC13A3,0_SLC15A4,0_SLC22A11,0_SLC23A2,0_SLC25A12,0_SLC25A5,0_SLC26A11,0_SLC29A2,0_SLC2A13,0_SLC2A9,0_SLC35A2,0_SLC35F2,0_SLC38A2,0_SLC43A2,0_SLC47A1,0_SLTM,0_SMARCA2,0_SNAI2,0_SNAP29,0_SNRPA1,0_SNUPN,0_SNX11,0_SNX14,0_SNX15,0_SNX9,0_SOCS1,0_SORCS1,0_SOS2,0_SPAG5,0_SPAG9,0_SPG11,0_SPPL2B,0_SPRY2,0_SPRY4,0_SPTA1,0_SPTBN1,0_SQLE,0_SQSTM1,0_SRD5A1,0_SS18,0_SSR3,0_SSU72,0_ST8SIA2,0_STAP2,0_STARD13,0_STBD1,0_STC2,0_STK11,0_STRADA,0_STX12,0_STX18,0_SUDS3,0_SUPT5H,0_SUPT6H,0_SV2C,0_SVIL,0_SYCP3,0_SYNGR1,0_SYNGR3,0_SYNJ2BP,0_TAB2,0_TAF12,0_TARDBP,0_TAX1BP3,0_TBC1D1,0_TBC1D7,0_TBCD,0_TBKBP1,0_TBP,0_TCF4,0_TEKT3,0_TELO2,0_TF,0_TGFA,0_THAP3,0_THBS1,0_THEM4,0_TIMM17B,0_TIMM8A,0_TM2D2,0_TM4SF18,0_TMC5,0_TMCC2,0_TMCO1,0_TMED4,0_TMED7-TICAM2,0_TMEM104,0_TMEM132E,0_TMEM139,0_TMEM165,0_TMEM184B,0_TMEM19,0_TMEM8B,0_TMLHE,0_TMTC1,0_TNFRSF18,0_TNFRSF6B,0_TNFSF13B,0_TNIP1,0_TNIP2,0_TNS3,0_TOE1,0_TOP1MT,0_TOP2A,0_TOR1B,0_TPBG,0_TPK1,0_TPT1,0_TRAM1,0_TRAPPC3,0_TRDMT1,0_TRIAP1,0_TRIM25,0_TRIM28,0_TRIM69,0_TRIOBP,0_TRIP6,0_TSEN34,0_TSHR,0_TSHZ3,0_TSPYL2,0_TTC19,0_TTLL3,0_TTR,0_TUBB,0_TUBG2,0_TUBGCP6,0_TUSC3,0_TWF1,0_TXNDC16,0_TYW3,0_UBA7,0_UBE2E1,0_UBE2G2,0_UBE2M,0_UBE2Z,0_UBL4A,0_UBOX5,0_UFC1,0_UGT1A6,0_UGT2B4,0_UNC5B,0_UNC5CL,0_UPB1,0_UPK3B,0_UQCRC1,0_UROC1,0_USP2,0_VAMP1,0_VANGL1,0_VDAC1,0_VGLL4,0_VHL,0_VIPR2,0_VWF,0_WBP2,0_WDR33,0_WDR35,0_WDR6,0_WDR7,0_WSCD2,0_WT1,0_WWTR1,0_XK,0_XPC,0_YIPF2,0_YIPF3,0_YPEL5,0_YTHDF2,0_ZBED4,0_ZBTB33,0_ZBTB34,0_ZBTB42,0_ZDHHC20,0_ZFX,0_ZIC1,0_ZKSCAN3,0_ZMYM3,0_ZNF219,0_ZNF268,0_ZNF304,0_ZNF343,0_ZNF358,0_ZNF37A,0_ZNF41,0_ZNF436,0_ZNF473,0_ZNF514,0_ZNF521,0_ZNF579,0_ZNF799,0_ZNF83,0_ZNF830,0_ZNF853,0_ZSCAN12,0_ZXDA
0,0,0,3,0,0,0,18,23,0,13,0,0,0,0,32,38,0,0,16,0,16,28,34,25,0,0,0,0,27,53,48,3,9,2,44,5,2,0,3,0,0,0,0,48,0,0,0,38,32,0,0,0,2,0,4,0,0,0,0,0,18,32,68,31,15,6,1,22,0,32,0,0,34,7,24,34,24,1,12,27,7,0,0,1,0,10,0,0,0,0,0,0,5,9,7,0,2,0,0,45,0,0,3,0,77,97,0,0,16,0,43,41,35,15,0,13,8,0,4,0,0,63,4,0,14,0,7,35,0,0,64,2,0,0,0,0,18,7,13,40,68,24,11,0,0,0,0,16,25,0,0,10,35,17,0,0,0,10,0,0,0,19,0,90,44,0,0,0,89,6,0,0,62,0,0,128,0,0,9,18,7,6,5,92,1,0,0,0,2,24,0,0,10,5,0,0,37,26,11,0,4,125,0,54,15,0,8,0,33,1,8,0,16,0,13,10,0,0,0,0,0,0,3,0,0,0,16,0,0,41,67,0,0,0,0,33,33,17,2,0,0,3,0,44,59,0,25,1,40,0,144,24,122,126,0,0,65,7,0,109,21,0,0,0,46,35,0,0,0,1,4,4,9,0,0,2,0,58,0,10,0,0,0,0,0,0,3,0,13,0,3,9,0,12,0,39,1,0,83,25,0,0,95,7,32,3,0,0,4,45,0,6,24,0,0,0,162,2,0,28,10,14,0,0,2,0,27,0,44,0,84,1,5,0,0,23,11,19,8,5,12,0,6,0,2,0,0,7,6,31,0,45,28,10,11,64,3,16,10,11,0,0,0,0,21,16,116,0,17,0,0,63,43,0,0,7,0,0,32,0,0,0,0,37,6,9,2,0,52,0,0,121,0,11,17,0,37,39,47,22,4,0,19,0,0,28,2,1,0,6,67,9,0,0,0,0,0,0,0,0,5,28,0,0,0,33,21,7,37,53,2,0,0,2,0,41,93,0,0,0,0,0,0,0,0,36,0,29,12,0,75,0,0,9,9,30,8,0,43,0,0,0,0,0,64,106,0,0,0,17,0,0,0,58,0,0,0,0,0,18,0,61,0,0,0,0,22,0,12,0,0,0,18,104,0,0,0,0,0,0,0,5,36,83,0,29,0,13,0,9,121,12,0,8,177,37,70,17,0,9,40,0,29,0,0,0,25,0,0,7,9,0,20,5,5,0,0,0,5,1,73,0,0,13,0,0,4,0,115,0,8,0,16,1,0,0,36,9,15,46,0,0,5,0,62,6,0,0,0,0,0,0,54,28,2,10,0,0,10,0,1,4,0,11,0,0,0,0,40,0,8,12,0,0,24,47,0,0,57,43,68,0,0,0,20,0,20,0,15,15,0,0,0,0,4,13,0,0,0,0,0,85,0,0,11,0,48,218,26,10,0,0,30,0,0,50,0,0,0,0,11,12,0,29,31,0,12,0,0,0,2,55,0,0,0,0,0,80,90,0,63,8,0,0,0,40,0,0,0,0,0,16,0,11,0,12,0,3,0,32,0,3,0,19,4,95,17,0,0,3,0,0,73,79,0,0,0,26,0,0,5,0,31,12,3,40,0,264,0,0,0,28,0,6,0,2,49,0,0,0,0,50,64,0,11,3,0,0,1,25,0,17,0,0,0,27,54,88,0,0,0,0,0,21,0,6,10,12,8,0,0,26,0,0,25,13,10,1,4,52,10,29,0,0,28,11,47,0,0,13,0,0,0,0,6,4,14,19,0,0,0,0,0,13,0,0,9,7,0,5,0,0,0,127,41,0,0,10,0,8,0,0,46,0,11,0,0,29,0,18,0,0,4,0,51,0,0,0,0,11,0,0,3,8,0,33,37,0,0,0,36,16,46,0,3,0,0,0,0,85,49,0,93,9,0,13,0,12,18,0,18,0,0,0,99,0,3,0,0,0,7,0,0,0,55,0,0,0,0,0,0,0,0,20,0
100,0,1,0,3,1,7,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,0,0,0,0,10,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43,0,5,0,0,0,0,0,0,0,0,2,1,19,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,15,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,19,0,1,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,2,3,33,0,1,12,1,0,0,0,3,0,0,1,0,9,11,0,0,0,0,0,74,0,0,3,0,0,0,3,0,0,0,10,0,0,10,0,2,0,28,132,0,0,0,0,8,0,0,0,1,0,17,0,0,1,0,2,0,0,0,0,3,102,4,23,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,43,265,0,0,70,1,0,200,0,0,138,0,1,2,1,0,0,321,36,2,0,0,0,0,11,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,11,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,100,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,254,0,0,1,9,0,0,0,0,1,2,0,10,0,0,0,0,0,0,0,0,0,1,1,0,13,0,0,0,0,9,16,4,2,0,0,0,0,0,0,0,2,0,0,5,127,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,418,0,0,1,0,1,0,0,0,5,9,0,0,1,0,0,0,0,7,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,10,0,0,184,0,0,0,85,0,0,0,1,0,17,0,0,0,1,0,0,1,1,0,10,0,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,2,7,0,0,5,0,0,1,0,3,0,1,0,0,2,0,0,0,0,11,0,1,0,1,2,0,0,171,0,9,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,285,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,51,0,0,0,0,0,23,0,0,2,1,0,1,1,0,0,0,0,0,0,4,0,0,0,0,5,410,0,0,0,0,0,0,0,2,29,0,1,9,0,0,0,2,0,0,0,0,0,0,164,0,0,0,0,0,0,96,1,0,0,0,0,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,1,0,0,20,0,0,0,0,0,12,0,1,1,0,0,95,9,1,0,0,0,0,0,0,3,0,3,0,0,37,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,1,0,164,0,4,1,0,0,0,1,0,1,0,0,1,0,0,0,135,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12,1,0,0,2,0,0,0,0,0,0
200,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,5,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,18,44,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,19,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,0,0,10,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,1,0,55,0,0,0,7,234,0,0,0,0,0,0,0,0,0,0,37,1,0,3,0,2,1,1,0,0,1,183,9,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,289,0,0,124,0,0,160,0,0,61,0,0,0,0,0,0,277,40,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,3,0,3,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,74,0,1,0,0,7,0,12,0,0,0,1,0,0,0,2,0,0,0,260,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,6,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,126,0,0,1,1,0,1,1,0,0,12,0,0,2,0,6,0,0,0,0,0,0,0,0,1,2,1,0,0,394,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,1,1,0,0,0,2,6,1,0,0,0,0,16,0,0,0,0,0,16,0,9,0,0,3,0,0,163,0,0,0,48,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,4,0,0,85,0,53,0,0,0,2,2,8,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,239,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,20,4,0,0,0,0,3,0,0,0,0,0,0,13,0,6,0,3,0,0,0,0,0,0,0,0,387,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,4,0,0,0,69,0,3,2,1,1,19,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,19,0,166,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,7,0,0,0,2,0,0,0,2,0,0,1,0,0,1,0,0
300,2,0,0,0,0,0,0,0,0,54,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,4,119,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,8,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,73,0,5,0,0,0,0,0,0,0,0,0,0,0,38,1,0,0,10,228,0,0,0,0,0,0,0,0,0,0,47,0,0,6,1,2,0,6,0,0,2,173,5,1,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,278,0,0,139,0,0,136,0,0,42,0,0,0,0,0,0,247,36,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,9,6,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,2,29,1,0,0,0,0,2,0,0,1,1,66,0,0,0,7,0,0,14,0,0,0,1,0,0,0,0,0,0,0,258,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,14,1,1,0,0,0,0,0,1,0,0,2,0,120,0,0,0,0,0,0,0,0,0,20,0,0,0,0,12,1,0,0,0,0,0,0,0,3,5,0,1,0,359,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,2,0,0,0,0,15,0,2,0,1,0,13,0,2,0,0,1,0,0,149,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,43,0,28,0,0,0,0,5,6,0,0,0,3,0,0,0,1,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,227,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,15,1,0,3,0,0,0,2,0,0,0,0,0,7,1,0,0,3,0,0,0,0,0,0,0,0,359,0,0,5,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,177,0,0,0,1,0,0,46,0,0,0,1,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,58,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,130,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,1,0
